unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	unit_program_word_ids	unit_program_words_de	anchor_mix	provenance_warning
699	CELESTIAL_ALMANAC	f69v	A3	f69v.2:23	A3:G063	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 23 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
700	CELESTIAL_ALMANAC	f69v	A3	f69v.2:24	A3:G064	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 24 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
701	CELESTIAL_ALMANAC	f69v	A3	f69v.2:25	A3:G065	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 25 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
702	CELESTIAL_ALMANAC	f69v	A3	f69v.2:26	A3:G066	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 26 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
703	CELESTIAL_ALMANAC	f69v	A3	f69v.2:27	A3:G067	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 27 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
704	CELESTIAL_ALMANAC	f69v	A3	f69v.2:28	A3:G068	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 28 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
705	CELESTIAL_ALMANAC	f69v	A3	f69v.2:29	A3:G069	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 29 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
706	CELESTIAL_ALMANAC	f69v	A3	f69v.2:30	A3:G070	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 30 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
707	CELESTIAL_ALMANAC	f69v	A3	f69v.2:31	A3:G071	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 31 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
708	CELESTIAL_ALMANAC	f69v	A3	f69v.2:32	A3:G072	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 32 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
709	CELESTIAL_ALMANAC	f69v	A3	f69v.2:33	A3:G073	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 33 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
710	CELESTIAL_ALMANAC	f69v	A3	f69v.2:34	A3:G074	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 34 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
711	CELESTIAL_ALMANAC	f69v	A3	f69v.2:35	A3:G075	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 35 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
712	CELESTIAL_ALMANAC	f69v	A3	f69v.2:36	A3:G076	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 36 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
713	CELESTIAL_ALMANAC	f69v	A3	f69v.2:37	A3:G077	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 37 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
714	CELESTIAL_ALMANAC	f69v	A3	f69v.2:38	A3:G078	A3_MIDDLE_WHEEL_RING_TEXT @ A3_MIDDLE_WHEEL_ONLY	Kopiere Gruppe 38 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
715	CELESTIAL_ALMANAC	f69v	A3	f69v.3:1	A3:G079	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
716	CELESTIAL_ALMANAC	f69v	A3	f69v.3:2	A3:G080	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
717	CELESTIAL_ALMANAC	f69v	A3	f69v.3:3	A3:G081	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
718	CELESTIAL_ALMANAC	f69v	A3	f69v.3:4	A3:G082	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 4 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
719	CELESTIAL_ALMANAC	f69v	A3	f69v.3:5	A3:G083	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 5 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
720	CELESTIAL_ALMANAC	f69v	A3	f69v.3:6	A3:G084	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 6 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
721	CELESTIAL_ALMANAC	f69v	A3	f69v.3:7	A3:G085	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 7 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
722	CELESTIAL_ALMANAC	f69v	A3	f69v.3:8	A3:G086	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 8 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
723	CELESTIAL_ALMANAC	f69v	A3	f69v.3:9	A3:G087	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 9 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
724	CELESTIAL_ALMANAC	f69v	A3	f69v.3:10	A3:G088	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 10 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
725	CELESTIAL_ALMANAC	f69v	A3	f69v.3:11	A3:G089	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 11 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
726	CELESTIAL_ALMANAC	f69v	A3	f69v.3:12	A3:G090	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 12 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
727	CELESTIAL_ALMANAC	f69v	A3	f69v.3:13	A3:G091	A3_RIGHT_WHEEL_RING_TEXT @ A3_RIGHT_WHEEL_ONLY	Kopiere Gruppe 13 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	örtliche opake Nomenklatorkarte	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	C_A07;C_A10;C_A11;C_A12;C_A13;C_A14;C_A15;C_A16	Kalenderzeichen;28er Feld;Rosettenrad;Wetterzeichen;Lichtzeichen;Zeitzeichen;Eigenschaftszeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=6;VISIBLE_OWNER_ANCHORED=2	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
