surface_id	visible_surface	register_status	observed_groups	pages	atom_sequence	teaching_class	short_spoken_value_de	owner_rule_de	apprentice_action_de	memorized_body_or_residue	example_group	example_owner	example_value_de	original_classification
SF0225	okeeos	ASTRO_ONLY	1	f69v	OK+EE+OS	TABLE_LOCAL_CODE	zweites Feld aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G010	A3_LEFT_WHEEL_RING_TEXT	zweites Feld aktivieren	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0226	okeey	PROSE_AND_ASTRO	5	f68r1|f69v|f81v	OK+EE+Y	PRODUCTIVE_COMMON_COMPOSITION	länger ansetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E153	B1	länger ansetzen	PRODUCTIVE_BREVIGRAPH
SF0227	okeo	ASTRO_ONLY	2	f67r2|f69v	OK	REGISTERED_RENDERER_ALLOGRAPH	Diagrammposten setzen oder aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G066	A1_LEFT_LOCAL_FIELD_27	Diagrammposten setzen oder aktivieren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0228	okeod	ASTRO_ONLY	4	f69v	OK+E+OD	TABLE_LOCAL_CODE	kurz aktivieren und markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G024	A3_LEFT_WHEEL_RING_TEXT	kurz aktivieren und markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0229	okeodal	ASTRO_ONLY	1	f69v	OK+E+OD+AL	TABLE_LOCAL_CODE	markiertes Ziel kurz aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G099	A3_RIGHT_WHEEL_RING_TEXT	markiertes Ziel kurz aktivieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0230	okeody	ASTRO_ONLY	1	f69v	OK+E+OD+Y	TABLE_LOCAL_CODE	diesen Posten kurz aktivieren und eintragen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G137	A3_LEFT_RADIAL_SLOT_26	diesen Posten kurz aktivieren und eintragen	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0231	okey	PROSE_AND_ASTRO	3	f67r2|f69v|f82r	OK+E+Y	PRODUCTIVE_COMMON_COMPOSITION	kurz ansetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E220	B2	kurz ansetzen	PRODUCTIVE_BREVIGRAPH
SF0232	okoaly	ASTRO_ONLY	1	f68r1	OK+AL+Y	BOUND_MODIFIER_COMPOSITION	dieses Ziel aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A2:G035	A2_STAR_STATION_03	dieses Ziel aktivieren	BOUND_MODIFIER_COMPOSITION
SF0233	okodaly	ASTRO_ONLY	1	f68r1	OK+OD+AL+Y	TABLE_LOCAL_CODE	dieses markierte Ziel aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G032	A2_CENTRE_KEY_UNRESOLVED	dieses markierte Ziel aktivieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0234	okodar	ASTRO_ONLY	2	f67r2	OK+OD+AR	TABLE_LOCAL_CODE	markierte Quelle aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G144	A1_LEFT_OUTER_STAR_STATION_12	markierte Quelle aktivieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0235	okodchy	ASTRO_ONLY	1	f69v	OK+OD+Y	TABLE_LOCAL_CODE	diesen markierten Posten aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G136	A3_LEFT_RADIAL_SLOT_25	diesen markierten Posten aktivieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0236	okody	ASTRO_ONLY	2	f69v	OK+OD+Y	TABLE_LOCAL_CODE	diesen markierten Posten aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G104	A3_RIGHT_WHEEL_RING_TEXT	diesen markierten Posten aktivieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0237	okoes	ASTRO_ONLY	1	f67r2	OK	REGISTERED_RENDERER_ALLOGRAPH	Diagrammposten setzen oder aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G038	A1_LEFT_LOCAL_FIELD_16	Diagrammposten setzen oder aktivieren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0238	okoirsh	ASTRO_ONLY	1	f69v	OK+SH	PRODUCTIVE_COMMON_COMPOSITION	aktivieren und halten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A3:G007	A3_LEFT_WHEEL_RING_TEXT	aktivieren und halten	CROSS_REGISTER_PRODUCTIVE_SH_HOLD_ROOT
SF0239	okol	ASTRO_ONLY	2	f67r2	OK+OL	PRODUCTIVE_COMMON_COMPOSITION	Fortsetzung aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G088	A1_LEFT_LOCAL_FIELD_35	Fortsetzung aktivieren	PRODUCTIVE_ASTRO_COMPOSITION
SF0240	okolar	ASTRO_ONLY	1	f69v	OK+OL+AR	REGISTERED_RENDERER_ALLOGRAPH	Aktivieren + Fortsetzen + Quelle	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G127	A3_LEFT_RADIAL_SLOT_18	Aktivieren + Fortsetzen + Quelle	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0241	okoldy	ASTRO_ONLY	1	f68r1	OK+OL+DY_BOUND	BOUND_MODIFIER_COMPOSITION	Fortsetzung aktivieren und festhalten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A2:G052	A2_STAR_STATION_20	Fortsetzung aktivieren und festhalten	BOUND_MODIFIER_COMPOSITION
SF0242	okshor	ASTRO_ONLY	1	f68r1	OK+HO	REGISTERED_RENDERER_ALLOGRAPH	Aktivieren + Eingangsposten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G057	A2_STAR_STATION_25	Aktivieren + Eingangsposten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0243	oky	PROSE_AND_ASTRO	2	f10r|f68r1	OK+Y	REGISTERED_RENDERER_ALLOGRAPH	aktuellen Posten ansetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E008	H1	aktuellen Posten ansetzen	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0244	ol	PROSE_AND_ASTRO	9	f69v|f81v|f83r	OL	REGISTERED_RENDERER_ALLOGRAPH	fortsetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E106	B1	fortsetzen	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0245	olar	ASTRO_ONLY	1	f67r2	OL+AR	PRODUCTIVE_COMMON_COMPOSITION	VON DER QUELLE WEITER	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G177	A1_RIGHT_OUTER_RING_TEXT	VON DER QUELLE WEITER	PRODUCTIVE_ASTRO_COMPOSITION
SF0246	olchedy	PROSE_ONLY	1	f83r	OL+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	weiterüberführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E242	B3	weiterüberführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0247	oldy	PROSE_AND_ASTRO	3	f55v|f67r2|f83r	OL+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Fortsetzung abschließen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E067	H4	Fortsetzung abschließen	PRODUCTIVE_CORE_PLUS_EDGE
SF0248	olkain	PROSE_ONLY	1	f81v	OL+AIN	PRODUCTIVE_COMMON_COMPOSITION	weitere Portion	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E108	B1	weitere Portion	PRODUCTIVE_BREVIGRAPH
SF0249	olkeedy	PROSE_ONLY	2	f81v|f83r	SOLK+EE+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	länger sammeln; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E162	B1	länger sammeln; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0250	olol	ASTRO_ONLY	1	f67r2	OL+OL	REGISTERED_RENDERER_ALLOGRAPH	im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G075	A1_LEFT_LOCAL_FIELD_30	im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0251	olor	PROSE_AND_ASTRO	2	f68r1|f81v	OL+OR	REGISTERED_RENDERER_ALLOGRAPH	Fortsetzungsansatz	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E113	B1	Fortsetzungsansatz	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0252	ols	ASTRO_ONLY	1	f67r2	OL	REGISTERED_RENDERER_ALLOGRAPH	Fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G005	A1_RIGHT_SECTOR_SLOT_02	Fortsetzen	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0253	olsaly	PROSE_ONLY	1	f83r	AL+Y	PRODUCTIVE_COMMON_COMPOSITION	untere Zielstelle	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E313	B3	untere Zielstelle	PRODUCTIVE_BREVIGRAPH
SF0254	oltchy	PROSE_ONLY	1	f55v	OL+CTH+Y	PRODUCTIVE_COMMON_COMPOSITION	bereiten Posten weiterführen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	CTH	E070	H4	bereiten Posten weiterführen	PRODUCTIVE_CORE_PLUS_EDGE
SF0255	oly	ASTRO_ONLY	1	f67r2	OL	REGISTERED_RENDERER_ALLOGRAPH	im selben Ring, Band oder Satz fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G165	A1_LEFT_OUTER_RING_TEXT	im selben Ring, Band oder Satz fortsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0256	oparchy	ASTRO_ONLY	1	f67r2	OP+AR	TABLE_LOCAL_CODE	Quelle des Paarfelds	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G057	A1_LEFT_LOCAL_FIELD_23	Quelle des Paarfelds	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0257	opcheeol	ASTRO_ONLY	1	f68r1	OP+EE+OL	TABLE_LOCAL_CODE	Paarfeld länger fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G006	A2_LEFT_PANEL_HEADER	Paarfeld länger fortsetzen	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0258	opcholdy	ASTRO_ONLY	1	f67r2	OP+OL+DY	TABLE_LOCAL_CODE	Paarfeld fortsetzen und festhalten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G076	A1_LEFT_LOCAL_FIELD_31	Paarfeld fortsetzen und festhalten	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0259	opodchol	ASTRO_ONLY	1	f67r2	OP+OD+OL	TABLE_LOCAL_CODE	markiertes Paarfeld fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G029	A1_RIGHT_RING_BAND_01	markiertes Paarfeld fortsetzen	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0260	or	PROSE_AND_ASTRO	3	f55v|f67r2|f83r	OR	REGISTERED_RENDERER_ALLOGRAPH	Ansatz	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E071	H4	Ansatz	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0261	orain	PROSE_ONLY	1	f55v	OR+AIN	PRODUCTIVE_COMMON_COMPOSITION	Ansatzportion	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E073	H4	Ansatzportion	PRODUCTIVE_BREVIGRAPH
SF0262	oraly	ASTRO_ONLY	1	f67r2	OR+AL	REGISTERED_RENDERER_ALLOGRAPH	Ansatz/Satz + Ziel	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G117	A1_LEFT_LOCAL_FIELD_46	Ansatz/Satz + Ziel	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0263	oran	ASTRO_ONLY	1	f67r2	OR	REGISTERED_RENDERER_ALLOGRAPH	Bedingungs-, Tabellen- oder Wahlansatz	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G154	A1_RIGHT_PHASE_STATION_08	Bedingungs-, Tabellen- oder Wahlansatz	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0264	os	PROSE_AND_ASTRO	3	f10r|f67r2	OS	REGISTER_SPLIT	FELD/RAHMEN	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Register zuerst bestimmen und dann getrennte Lesung wählen	PROSE:OS_WHOLE	E005	H1	Mischgefäß	REGISTER_SPLIT_ASTRO_OS_FIELD_PROSE_VESSEL
SF0265	osar	ASTRO_ONLY	1	f67r2	OS+AR	TABLE_LOCAL_CODE	Feldquelle	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G153	A1_RIGHT_PHASE_STATION_07	Feldquelle	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0266	osdaiin	ASTRO_ONLY	1	f68r1	OS+AIIN	TABLE_LOCAL_CODE	Feld-Sollwert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G058	A2_STAR_STATION_26	Feld-Sollwert	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0267	ot	ASTRO_ONLY	1	f69v	OT	PRODUCTIVE_COMMON_COMPOSITION	naechster Platz oder folgende Bedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A3:G020	A3_LEFT_WHEEL_RING_TEXT	naechster Platz oder folgende Bedingung	PRODUCTIVE_CORE_SIGN
SF0268	otaiin	PROSE_ONLY	2	f83r	OT+AIIN	PRODUCTIVE_COMMON_COMPOSITION	Folgemaß	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E306	B3	Folgemaß	PRODUCTIVE_BREVIGRAPH
SF0269	otal	PROSE_ONLY	1	f83r	OT+AL	PRODUCTIVE_COMMON_COMPOSITION	danach dorthin	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E320	B4	danach dorthin	PRODUCTIVE_BREVIGRAPH
SF0270	otaldal	ASTRO_ONLY	1	f69v	OT+AL+AL	REGISTERED_RENDERER_ALLOGRAPH	nächsten Doppelziel-Eintrag setzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G080	A3_RIGHT_WHEEL_RING_TEXT	nächsten Doppelziel-Eintrag setzen	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0271	otar	PROSE_AND_ASTRO	2	f67r2|f81v	OT+AR	PRODUCTIVE_COMMON_COMPOSITION	danach von dort	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E149	B1	danach von dort	PRODUCTIVE_BREVIGRAPH
SF0272	otaza	ASTRO_ONLY	1	f69v	OT	REGISTERED_RENDERER_ALLOGRAPH	naechster Platz oder folgende Bedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G003	A3_LEFT_WHEEL_RING_TEXT	naechster Platz oder folgende Bedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0273	otchdy	PROSE_AND_ASTRO	2	f68r1|f83r	OT+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Folgegang vollziehen; Schluss	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E362	B5	Folgegang vollziehen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0274	otchedy	PROSE_ONLY	1	f83r	OT+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	nächsten Posten überführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E301	B3	nächsten Posten überführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0275	otcheody	ASTRO_ONLY	1	f68r1	OT+CHEO	REGISTERED_RENDERER_ALLOGRAPH	Folge + Auszug/Ausgabe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G034	A2_STAR_STATION_02	Folge + Auszug/Ausgabe	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0276	otchey	PROSE_AND_ASTRO	3	f56r|f67r2|f83r	OT+Y	PRODUCTIVE_COMMON_COMPOSITION	nächster Teilposten	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E098	H5	nächster Teilposten	PRODUCTIVE_BREVIGRAPH
SF0277	otchl	ASTRO_ONLY	1	f68r1	OT	REGISTERED_RENDERER_ALLOGRAPH	naechster Platz oder folgende Bedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G011	A2_MIDDLE_PANEL_HEADER	naechster Platz oder folgende Bedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0278	otchor	PROSE_ONLY	1	f56r	OT+OR	PRODUCTIVE_COMMON_COMPOSITION	Folgeansatz	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E080	H5	Folgeansatz	PRODUCTIVE_BREVIGRAPH
SF0279	otchy	ASTRO_ONLY	1	f69v	OT	REGISTERED_RENDERER_ALLOGRAPH	naechster Platz oder folgende Bedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G130	A3_LEFT_RADIAL_SLOT_21	naechster Platz oder folgende Bedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0280	otedy	PROSE_ONLY	2	f83r	OT+E+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	kurze Folge; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E249	B3	kurze Folge; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0281	oteeal	ASTRO_ONLY	1	f69v	OT+EE+AL	BOUND_MODIFIER_COMPOSITION	am nächsten Ziel länger halten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G090	A3_RIGHT_WHEEL_RING_TEXT	am nächsten Ziel länger halten	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0282	oteeo	ASTRO_ONLY	1	f69v	OT+EE	BOUND_MODIFIER_COMPOSITION	nächste lange Stufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G035	A3_LEFT_WHEEL_RING_TEXT	nächste lange Stufe	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0283	oteey	PROSE_AND_ASTRO	4	f69v|f82r	OT+EE+Y	PRODUCTIVE_COMMON_COMPOSITION	langer Folgeposten	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E185	B2	langer Folgeposten	PRODUCTIVE_BREVIGRAPH
SF0284	oteeys	ASTRO_ONLY	1	f69v	OT+EE	BOUND_MODIFIER_COMPOSITION	nächste lange Stufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G121	A3_LEFT_RADIAL_SLOT_12	nächste lange Stufe	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0285	oteoarar	ASTRO_ONLY	1	f69v	OT+AR+AR	REGISTERED_RENDERER_ALLOGRAPH	Folge + Quelle + Quelle	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G100	A3_RIGHT_WHEEL_RING_TEXT	Folge + Quelle + Quelle	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0286	oteody	ASTRO_ONLY	1	f69v	OT+E+OD+Y	TABLE_LOCAL_CODE	den nächsten Posten kurz markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G094	A3_RIGHT_WHEEL_RING_TEXT	den nächsten Posten kurz markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0287	oteol	ASTRO_ONLY	1	f69v	OT+E+OL	BOUND_MODIFIER_COMPOSITION	als nächstes kurz fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G122	A3_LEFT_RADIAL_SLOT_13	als nächstes kurz fortsetzen	BOUND_MODIFIER_COMPOSITION
SF0288	otoar	ASTRO_ONLY	1	f69v	OT+AR	REGISTERED_RENDERER_ALLOGRAPH	nächste Quelle	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G083	A3_RIGHT_WHEEL_RING_TEXT	nächste Quelle	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0289	otochedy	ASTRO_ONLY	1	f68r1	OT+CHD	REGISTERED_RENDERER_ALLOGRAPH	Folge + Umsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G059	A2_STAR_STATION_27	Folge + Umsetzen	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0290	otody	ASTRO_ONLY	1	f69v	OT+OD+Y	TABLE_LOCAL_CODE	den nächsten Posten markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G118	A3_LEFT_RADIAL_SLOT_09	den nächsten Posten markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0291	otokeeey	ASTRO_ONLY	1	f69v	OT+OK+EEE	BOUND_MODIFIER_COMPOSITION	nächsten Posten vollständig aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G013	A3_LEFT_WHEEL_RING_TEXT	nächsten Posten vollständig aktivieren	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0292	otol	PROSE_AND_ASTRO	2	f10r|f68r1	OT+OL	PRODUCTIVE_COMMON_COMPOSITION	danach fortsetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E026	H2	danach fortsetzen	PRODUCTIVE_BREVIGRAPH
SF0293	otoldos	ASTRO_ONLY	1	f67r2	OT+OL	PRODUCTIVE_COMMON_COMPOSITION	als nächstes fortsetzen; lokaler DOS-Status	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G093	A1_LEFT_LOCAL_FIELD_38	als nächstes fortsetzen; lokaler DOS-Status	PRODUCTIVE_ASTRO_COMPOSITION
SF0294	otolor	ASTRO_ONLY	1	f67r2	OT+OL+OR	REGISTERED_RENDERER_ALLOGRAPH	Folge + Fortsetzen + Ansatz/Satz	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G143	A1_LEFT_OUTER_STAR_STATION_11	Folge + Fortsetzen + Ansatz/Satz	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0295	otoly	ASTRO_ONLY	1	f69v	OT+OL+Y	BOUND_MODIFIER_COMPOSITION	diese Fortsetzung als nächste nehmen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G098	A3_RIGHT_WHEEL_RING_TEXT	diese Fortsetzung als nächste nehmen	BOUND_MODIFIER_COMPOSITION
SF0296	otor	ASTRO_ONLY	2	f68r1	OT+OR	PRODUCTIVE_COMMON_COMPOSITION	nächster Satz	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A2:G007	A2_LEFT_PANEL_HEADER	nächster Satz	PRODUCTIVE_ASTRO_COMPOSITION
SF0297	otshey	ASTRO_ONLY	1	f68r1	OT+CHEEY	PRODUCTIVE_COMMON_COMPOSITION	sichtbares Ergebnis / Ablesewert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A2:G038	A2_STAR_STATION_06	nächster Ablesewert	CROSS_REGISTER_PRODUCTIVE_CHEEY_RESULT
