page	locus	section	language	hand	ordinal	surface	before_v50_gloss_de	v50_gloss_de	information_category	licensed_action	literal_narrow_carrier	literal_narrow_match_count	assigned_extended_class_carrier	working_chunk_de	working_narrow_carrier	working_narrow_match_count	literal_hard_generic_hits	working_hard_generic_hits	new_card_surface	new_card_render_mode	new_card_reader_support
f86v3	f86v3.18	C	B	2	6	sheody	angefeuchteter Ansatz, abgeschlossen	angefeuchteter Ansatz, abgeschlossen	INHERITED_NARROW_CARRIER	0	1	1	1	angefeuchteter Ansatz, abgeschlossen	1	1	0	0	NONE	NONE	NONE
f86v3	f86v3.18	C	B	2	7	solkam	[solkam:?]	[solkam:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦solkam:?⟧	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	1	dchey	[dchey:?]	eine Dosis bis zur Mittelstufe trocknen und abschließen	NEW_V50	1	0	0	0	Eine Dosis bis Mittelstufe trocknen und abschließen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	ONE_EXACT
f86v3	f86v3.19	C	B	2	2	otain	kalt im Zubereitungsrahmen, Grad II	kalt im Zubereitungsrahmen, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt, Grad II, im Zubereitungsrahmen	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	3	olkechy	[olkechy:?]	[olkechy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦olkechy:?⟧	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	4	qokam	nimm ein Maß und erhitze es	nimm ein Maß und erhitze es	INHERITED_OTHER_ASSIGNED	1	0	0	1	ein Maß nehmen und erhitzen	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	5	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_OTHER_ASSIGNED	0	0	0	1	Trockengut	1	1	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	6	kchdy	heiß und trocken am Anfang des Grades, abgeschlossen	heiß und trocken am Anfang des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß-trocken, Anfangsstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	7	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_OTHER_ASSIGNED	0	0	0	1	Trockengut	1	1	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	8	tchdy	kalt und trocken am Anfang des Grades, abgeschlossen	kalt und trocken am Anfang des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt-trocken, Anfangsstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	9	dar	abgemessene Fraktion I	abgemessene Fraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Fraktion I	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.19	C	B	2	10	aiindy	[aiindy:?]	[aiindy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦aiindy:?⟧	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	1	losair	[losair:?]	[losair:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦losair:?⟧	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	2	yteody	Eintrag/Bezug: kalte Zubereitung, abgeschlossen	Eintrag/Bezug: kalte Zubereitung, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalte Zubereitung, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	3	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiße Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	4	shy	feucht am Anfang des Grades	feucht am Anfang des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	feucht, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	5	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiße Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	6	shor	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand; reproduktiver Teil	INHERITED_OTHER_ASSIGNED	0	0	0	1	Blüten-/Fruchtstand	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	7	qopchol	[qopchol:?]	nimm getrockneten Pulverstoff	NEW_V50	1	0	0	1	getrockneten Pulverstoff nehmen	0	0	0	0	qopchol	ACTION_HOLD	BOTH_EXACT
f86v5	f86v5.2	T	B	2	8	tal	Rohstoffklasse I, kalt am Gradanfang	Rohstoffklasse I, kalt am Gradanfang	INHERITED_OTHER_ASSIGNED	0	0	0	1	Rohstoffklasse I, kalt, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	9	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	Ansatz/Gut	1	1	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	10	ytol	kühle hiervon den Drogenstoff ab	kühle hiervon den Drogenstoff ab	INHERITED_NARROW_CARRIER	1	1	1	1	hiervon den Drogenstoff abkühlen	1	1	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	11	otam	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes	INHERITED_NARROW_CARRIER	0	1	1	1	ein Maß kalten Ansatzes	1	1	0	0	NONE	NONE	NONE
f86v5	f86v5.2	T	B	2	12	otam	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes	INHERITED_NARROW_CARRIER	0	1	1	1	ein Maß kalten Ansatzes	1	1	0	0	NONE	NONE	NONE
f86v5	f86v5.24	T	B	2	1	oar	Drogenfraktion I im Ansatz	Drogenfraktion I im Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	Drogenfraktion I im Ansatz	1	1	0	0	NONE	NONE	NONE
f86v5	f86v5.24	T	B	2	2	aiin	Menge III	Menge III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Menge III	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.24	T	B	2	3	ykain	erhitze hiervon auf Stufe II	erhitze hiervon auf Stufe II	INHERITED_OTHER_ASSIGNED	1	0	0	0	hiervon auf Stufe II erhitzen	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.24	T	B	2	4	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	Rohstoffklasse I im Ansatz, heiß am Gradanfang	INHERITED_NARROW_CARRIER	0	1	1	1	Rohstoffklasse I im heißen Anfangsansatz	1	1	0	0	NONE	NONE	NONE
f86v5	f86v5.24	T	B	2	5	kchody	[kchody:?]	[kchody:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦kchody:?⟧	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.24	T	B	2	6	chckhy	Arzneikompositum: trocken, Gradanfang	Arzneikompositum: trocken, Gradanfang	INHERITED_NARROW_CARRIER	0	1	1	1	trockenes Arzneikompositum, Anfangsstufe	1	1	0	0	NONE	NONE	NONE
f86v5	f86v5.24	T	B	2	7	otaiin	kalt im Zubereitungsrahmen, Grad III	kalt im Zubereitungsrahmen, Grad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt, Grad III, im Zubereitungsrahmen	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.24	T	B	2	8	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f86v5	f86v5.24	T	B	2	9	otaiin	kalt im Zubereitungsrahmen, Grad III	kalt im Zubereitungsrahmen, Grad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt, Grad III, im Zubereitungsrahmen	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	1	ypchesy	[ypchesy:?]	[ypchesy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ypchesy:?⟧	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	2	oky	heißer Ansatz am Anfang des Grades	heißer Ansatz am Anfang des Grades	INHERITED_NARROW_CARRIER	0	1	1	1	heißer Ansatz, Anfangsstufe	1	1	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	3	sheeey	[sheeey:?]	[sheeey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦sheeey:?⟧	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	4	qoty	kalt am Anfang des Grades	kalt am Anfang des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	5	qotaiin	kalt, Grad III	kalt, Grad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt, Grad III	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	6	sail	[sail:?]	[sail:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦sail:?⟧	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	7	chepy	[chepy:?]	[chepy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦chepy:?⟧	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	8	ltedy	[ltedy:?]	[ltedy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ltedy:?⟧	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	9	dar	abgemessene Fraktion I	abgemessene Fraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Fraktion I	0	0	0	0	NONE	NONE	NONE
f86v5	f86v5.4	T	B	2	10	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f86v5	f86v5.4	T	B	2	11	am	Maßeinheit I	Maßeinheit I	INHERITED_OTHER_ASSIGNED	0	0	0	1	Maßeinheit I	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	1	yteedy	kühle hiervon vollständig ab und schließe	kühle hiervon vollständig ab und schließe	INHERITED_OTHER_ASSIGNED	1	0	0	0	Hiervon vollständig abkühlen und abschließen	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	2	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiße Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	3	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f86v6	f86v6.25	T	B	2	4	qodar	[qodar:?]	[qodar:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qodar:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	5	ykaiin	erhitze hiervon auf Stufe III	erhitze hiervon auf Stufe III	INHERITED_OTHER_ASSIGNED	1	0	0	0	hiervon auf Stufe III erhitzen	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	6	or	Drogenportion	Drogenportion	INHERITED_OTHER_ASSIGNED	0	0	0	1	Drogenportion	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	7	okeeeey	[okeeeey:?]	[okeeeey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦okeeeey:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	8	ofchedy	[ofchedy:?]	[ofchedy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ofchedy:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	9	qokaiin	heiß, Grad III	heiß, Grad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad III	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.25	T	B	2	10	araram	[araram:?]	[araram:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦araram:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	1	dair	abgemessene Fraktion II	abgemessene Fraktion II	INHERITED_OTHER_ASSIGNED	0	0	0	1	Abgemessene Fraktion II	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	2	chepy	[chepy:?]	[chepy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦chepy:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	3	qokaiin	heiß, Grad III	heiß, Grad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad III	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	4	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f86v6	f86v6.31	T	B	2	5	olkchdy	heiß-trocken aufbereitetes Drogenmaterial	heiß-trocken aufbereitetes Drogenmaterial	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß-trocken aufbereitetes Drogenmaterial	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	6	okar	heiße Drogenfraktion I im Ansatz	heiße Drogenfraktion I im Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	heiße Drogenfraktion I im Ansatz	1	1	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	7	al	Rohstoffklasse I	Rohstoffklasse I	INHERITED_OTHER_ASSIGNED	0	0	0	1	Rohstoffklasse I	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	8	dar	abgemessene Fraktion I	abgemessene Fraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Fraktion I	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	9	olkchey	[olkchey:?]	[olkchey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦olkchey:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	10	otytam	[otytam:?]	[otytam:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦otytam:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.31	T	B	2	11	orom	[orom:?]	[orom:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦orom:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	1	dshor	abgemessene Blüten-/Fruchtdroge	abgemessene Blüten-/Fruchtdroge	INHERITED_OTHER_ASSIGNED	0	0	0	1	Abgemessene Blüten-/Fruchtdroge	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	2	shdy	feucht am Anfang des Grades, abgeschlossen	feucht am Anfang des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	feucht, Anfangsstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	3	shor	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand; reproduktiver Teil	INHERITED_OTHER_ASSIGNED	0	0	0	1	Blüten-/Fruchtstand	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	4	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	Ansatz/Gut	1	1	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	5	aiin	Menge III	Menge III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Menge III	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	6	olkeedy	Holzdrogenansatz vollständig erhitzt und abgeschlossen	Holzdrogenansatz vollständig erhitzt und abgeschlossen	INHERITED_NARROW_CARRIER	0	1	1	1	Holzdrogenansatz vollständig erhitzt und abgeschlossen	1	1	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	7	shdal	feuchte abgemessene Rohstoffmenge I am Gradanfang	feuchte abgemessene Rohstoffmenge I am Gradanfang	INHERITED_OTHER_ASSIGNED	0	0	0	1	feuchte abgemessene Rohstoffmenge I, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	8	oteor	[oteor:?]	[oteor:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦oteor:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	9	chdar	abgemessene Trockenfraktion I, Anfangsstufe	abgemessene Trockenfraktion I, Anfangsstufe	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Trockenfraktion I, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	10	l	Holzdroge in der gebundenen Anschlussform	Holzdroge in der gebundenen Anschlussform	INHERITED_OTHER_ASSIGNED	0	0	0	1	Holzdroge, gebundene Anschlussform	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	11	karchees	[karchees:?]	[karchees:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦karchees:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.4	T	B	2	12	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f86v6	f86v6.4	T	B	2	13	dalam	ein Maß Rohdroge I	ein Maß Rohdroge I	INHERITED_OTHER_ASSIGNED	0	0	0	1	ein Maß Rohdroge I	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	1	tar	kalte Drogenfraktion I	kalte Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	Kalte Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	2	lol	Holzstoff	Holzstoff	INHERITED_OTHER_ASSIGNED	0	0	0	1	Holzstoff	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	3	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_OTHER_ASSIGNED	0	0	0	1	Trockengut	1	1	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	4	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f86v6	f86v6.5	T	B	2	5	daiin	Grad-/Maßwert III	Grad-/Maßwert III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Grad/Maß III	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	6	chear	trockene Fraktion I	trockene Fraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	trockene Fraktion I	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	7	or	Drogenportion	Drogenportion	INHERITED_OTHER_ASSIGNED	0	0	0	1	Drogenportion	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	8	otshey	kalt-feuchter Ansatz in der Mitte des Grades	kalt-feuchter Ansatz in der Mitte des Grades	INHERITED_NARROW_CARRIER	0	1	1	1	kalt-feuchter Ansatz, Mittelstufe	1	1	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	9	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiße Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	10	opchey	Trockenpulver-Ansatz, Form I	Trockenpulver-Ansatz, Form I	INHERITED_NARROW_CARRIER	0	1	1	1	Trockenpulver-Ansatz, Form I	1	1	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	11	taiky	[taiky:?]	[taiky:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦taiky:?⟧	0	0	0	0	NONE	NONE	NONE
f86v6	f86v6.5	T	B	2	12	qotar	kalte Drogenfraktion I	kalte Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalte Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f88r	f88r.19	P	A	1	1	dchey	[dchey:?]	eine Dosis bis zur Mittelstufe trocknen und abschließen	NEW_V50	1	0	0	0	Eine Dosis bis Mittelstufe trocknen und abschließen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f88r	f88r.19	P	A	1	2	chokol	[chokol:?]	[chokol:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦chokol:?⟧	0	0	0	0	NONE	NONE	NONE
f88r	f88r.19	P	A	1	3	daiin	Qualitätsgrad III	Qualitätsgrad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Qualitätsgrad III	0	0	0	0	NONE	NONE	NONE
f88r	f88r.19	P	A	1	4	qoekol	[qoekol:?]	[qoekol:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qoekol:?⟧	0	0	0	0	NONE	NONE	NONE
f88r	f88r.19	P	A	1	5	qoekol	[qoekol:?]	[qoekol:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qoekol:?⟧	0	0	0	0	NONE	NONE	NONE
f88r	f88r.19	P	A	1	6	qockhol	[qockhol:?]	[qockhol:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qockhol:?⟧	0	0	0	0	NONE	NONE	NONE
f88r	f88r.19	P	A	1	7	okol	heißer Ansatzstoff	heißer Ansatzstoff	INHERITED_NARROW_CARRIER	0	1	1	1	heißer Ansatzstoff	1	1	0	0	NONE	NONE	NONE
f88r	f88r.19	P	A	1	8	cheol	trockener Drogenstoff	trockener Drogenstoff	INHERITED_NARROW_CARRIER	0	1	1	1	trockener Drogenstoff	1	1	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	1	dchey	[dchey:?]	eine Dosis bis zur Mittelstufe trocknen und abschließen	NEW_V50	1	0	0	0	Eine Dosis bis Mittelstufe trocknen und abschließen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f8r	f8r.15	H	A	1	2	ckhol	[ckhol:?]	[ckhol:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ckhol:?⟧	0	0	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	3	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_OTHER_ASSIGNED	0	0	0	1	Trockengut	1	1	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	4	chey	trocken in der Mitte des Grades	trocken in der Mitte des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Mittelstufe	0	0	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	5	kc	[kc:?]	[kc:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦kc:?⟧	0	0	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	6	chy	trocken am Anfang des Grades	trocken am Anfang des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	7	daiin	Grad-/Maßwert III	Grad-/Maßwert III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Grad/Maß III	0	0	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	8	dol	Materialmaß	Materialmaß	INHERITED_NARROW_CARRIER	0	1	1	1	Materialmaß	1	1	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	9	daiiiry	[daiiiry:?]	[daiiiry:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦daiiiry:?⟧	0	0	0	0	NONE	NONE	NONE
f8r	f8r.15	H	A	1	10	ckhy	Arzneikompositum am Gradanfang	Arzneikompositum am Gradanfang	INHERITED_NARROW_CARRIER	0	1	1	1	Arzneikompositum, Anfangsstufe	1	1	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	1	dshey	eine Dosis bis zur Mittelstufe angefeuchtete Droge	eine Dosis bis zur Mittelstufe angefeuchtete Droge	INHERITED_OTHER_ASSIGNED	0	0	0	1	Eine Dosis bis Mittelstufe angefeuchtete Droge	0	0	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	2	kain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	3	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiße Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	4	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz (nur ZL3b; IT2a/RF1b: oltar)	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	NEITHER_EXACT
f95v1	f95v1.7	H	B	3	5	chy	trocken am Anfang des Grades	trocken am Anfang des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	6	tar	kalte Drogenfraktion I	kalte Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalte Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	7	otar	kalte Drogenfraktion I im Ansatz	kalte Drogenfraktion I im Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	kalte Drogenfraktion I im Ansatz	1	1	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	8	chdy	trocken am Anfang des Grades, abgeschlossen	trocken am Anfang des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Anfangsstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	9	kchdy	heiß und trocken am Anfang des Grades, abgeschlossen	heiß und trocken am Anfang des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß-trocken, Anfangsstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	10	dolkain	[dolkain:?]	[dolkain:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦dolkain:?⟧	0	0	0	0	NONE	NONE	NONE
f95v1	f95v1.7	H	B	3	11	otardy	[otardy:?]	[otardy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦otardy:?⟧	0	0	0	0	NONE	NONE	NONE
