clause_id	physical_page	locus_span	visible_owner_or_namespace_de	event_count	surface_sequence	complete_working_translation_de	reading_source	end_reason	event_ids
P915-C251	f83r	f83r.3|f83r.4	Variantenatlas lokaler Becken und Anwendungen	4	qokaiin qotal dar qokshedy	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1429|P912-E1430|P912-E1431|P912-E1432
P915-C252	f83r	f83r.4	Variantenatlas lokaler Becken und Anwendungen	2	chedy qokedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1433|P912-E1434
P915-C253	f83r	f83r.4	Variantenatlas lokaler Becken und Anwendungen	4	chkedy daiin shetar shedy	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1435|P912-E1436|P912-E1437|P912-E1438
P915-C254	f83r	f83r.4|f83r.5	Variantenatlas lokaler Becken und Anwendungen	8	qekaiin chedy deey qotaiin checkhy qoty cheg shedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1439|P912-E1440|P912-E1441|P912-E1442|P912-E1443|P912-E1444|P912-E1445|P912-E1446
P915-C255	f83r	f83r.5	Variantenatlas lokaler Becken und Anwendungen	3	qokeey rchedy qoteedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1447|P912-E1448|P912-E1449
P915-C256	f83r	f83r.5|f83r.6	Variantenatlas lokaler Becken und Anwendungen	2	lo schedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1450|P912-E1451
P915-C257	f83r	f83r.6	Variantenatlas lokaler Becken und Anwendungen	3	chedchy qokal olchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1452|P912-E1453|P912-E1454
P915-C258	f83r	f83r.6	Variantenatlas lokaler Becken und Anwendungen	3	qokaiin chedy qokeedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1455|P912-E1456|P912-E1457
P915-C259	f83r	f83r.6	Variantenatlas lokaler Becken und Anwendungen	1	lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1458
P915-C260	f83r	f83r.6|f83r.7	Variantenatlas lokaler Becken und Anwendungen	9	qoky solshed lsheedy qeeedy qoky o qol rsheedy qokedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, länger halten und behandeln, die Station spülen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1459|P912-E1460|P912-E1461|P912-E1462|P912-E1463|P912-E1464|P912-E1465|P912-E1466|P912-E1467
P915-C261	f83r	f83r.7	Variantenatlas lokaler Becken und Anwendungen	1	qoteedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1468
P915-C262	f83r	f83r.7	Variantenatlas lokaler Becken und Anwendungen	1	qoteedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1469
P915-C263	f83r	f83r.8	Variantenatlas lokaler Becken und Anwendungen	2	pchedal otedy	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1470|P912-E1471
P915-C264	f83r	f83r.8|f83r.9	Variantenatlas lokaler Becken und Anwendungen	6	shecthedchy qoky chedy chary pchor checphedy	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1472|P912-E1473|P912-E1474|P912-E1475|P912-E1476|P912-E1477
P915-C265	f83r	f83r.9	Variantenatlas lokaler Becken und Anwendungen	1	qokedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1478
P915-C266	f83r	f83r.9	Variantenatlas lokaler Becken und Anwendungen	2	lsheedy qokchdy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1479|P912-E1480
P915-C267	f83r	f83r.9|f83r.10|f83r.11	Variantenatlas lokaler Becken und Anwendungen	19	r shedkedy qopshdy qopy olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam sor shedy	Die markierte Beckenvariante wählen, den Posten kurz einsetzen, länger im Auffangbecken halten, durch das Tuch führen und an der Zielstelle gebrauchsfertig machen; anschließend absetzen und schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E1481|P912-E1482|P912-E1483|P912-E1484|P912-E1485|P912-E1486|P912-E1487|P912-E1488|P912-E1489|P912-E1490|P912-E1491|P912-E1492|P912-E1493|P912-E1494|P912-E1495|P912-E1496|P912-E1497|P912-E1498|P912-E1499
P915-C268	f83r	f83r.11	Variantenatlas lokaler Becken und Anwendungen	4	qokaiin chkain shcthey qokedy	In der gezeigten Becken- oder Anwendungsvariante die vorgesehene Füllung einstellen, kurz halten und behandeln, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1500|P912-E1501|P912-E1502|P912-E1503
P915-C269	f83r	f83r.11	Variantenatlas lokaler Becken und Anwendungen	2	okair sheedy	In der gezeigten Becken- oder Anwendungsvariante länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1504|P912-E1505
P915-C270	f83r	f83r.11	Variantenatlas lokaler Becken und Anwendungen	1	lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1506
P915-C271	f83r	f83r.11|f83r.12	Variantenatlas lokaler Becken und Anwendungen	8	lo qockhol sheckhy otal qokeal sheckhdy al okedy	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1507|P912-E1508|P912-E1509|P912-E1510|P912-E1511|P912-E1512|P912-E1513|P912-E1514
P915-C272	f83r	f83r.12	Variantenatlas lokaler Becken und Anwendungen	1	qokedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1515
P915-C273	f83r	f83r.12|f83r.13	Variantenatlas lokaler Becken und Anwendungen	4	qokal salcheol tar shedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1516|P912-E1517|P912-E1518|P912-E1519
P915-C274	f83r	f83r.13	Variantenatlas lokaler Becken und Anwendungen	4	s altedy sair qokedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1520|P912-E1521|P912-E1522|P912-E1523
P915-C275	f83r	f83r.13	Variantenatlas lokaler Becken und Anwendungen	1	qedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1524
P915-C276	f83r	f83r.13	Variantenatlas lokaler Becken und Anwendungen	1	lchcphedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1525
P915-C277	f83r	f83r.13|f83r.14	Variantenatlas lokaler Becken und Anwendungen	3	ldar qokchedy qokeedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1526|P912-E1527|P912-E1528
P915-C278	f83r	f83r.14	Variantenatlas lokaler Becken und Anwendungen	1	shedy	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1529
P915-C279	f83r	f83r.14	Variantenatlas lokaler Becken und Anwendungen	1	qokshedy	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1530
P915-C280	f83r	f83r.14	Variantenatlas lokaler Becken und Anwendungen	2	dal lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1531|P912-E1532
P915-C281	f83r	f83r.14|f83r.15	Variantenatlas lokaler Becken und Anwendungen	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1533|P912-E1534|P912-E1535|P912-E1536|P912-E1537|P912-E1538|P912-E1539|P912-E1540|P912-E1541|P912-E1542|P912-E1543
P915-C282	f83r	f83r.15	Variantenatlas lokaler Becken und Anwendungen	1	qotchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1544
P915-C283	f83r	f83r.15	Variantenatlas lokaler Becken und Anwendungen	1	lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1545
P915-C284	f83r	f83r.16	Variantenatlas lokaler Becken und Anwendungen	2	tchedy qokchdy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1546|P912-E1547
P915-C285	f83r	f83r.16|f83r.17|f83r.18	Variantenatlas lokaler Becken und Anwendungen	14	cheedar chldaiin chedy qokain checthy chealror dcheokedy lkeed shckhey ytaiin shechy schety pdalshdy shocphedy	Aus dem Sammelbecken den Posten nach Sollwert umsetzen, bis zum Klarpunkt führen, länger durch den sichtbaren Durchlass halten und anschließend spülen und umleiten; schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E1548|P912-E1549|P912-E1550|P912-E1551|P912-E1552|P912-E1553|P912-E1554|P912-E1555|P912-E1556|P912-E1557|P912-E1558|P912-E1559|P912-E1560|P912-E1561
P915-C286	f83r	f83r.18	Variantenatlas lokaler Becken und Anwendungen	2	otor shedy	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1562|P912-E1563
P915-C287	f83r	f83r.18|f83r.19	Variantenatlas lokaler Becken und Anwendungen	11	opshedy otshdy qokedol shdy soldy sar shedaiin ockhey sain ched shedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1564|P912-E1565|P912-E1566|P912-E1567|P912-E1568|P912-E1569|P912-E1570|P912-E1571|P912-E1572|P912-E1573|P912-E1574
P915-C288	f83r	f83r.19	Variantenatlas lokaler Becken und Anwendungen	3	qetal dal shedy	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1575|P912-E1576|P912-E1577
P915-C289	f83r	f83r.19	Variantenatlas lokaler Becken und Anwendungen	2	shey lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1578|P912-E1579
P915-C290	f83r	f83r.20	Variantenatlas lokaler Becken und Anwendungen	2	solkeedy qoteedy	In der gezeigten Becken- oder Anwendungsvariante im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1580|P912-E1581
P915-C291	f83r	f83r.20	Variantenatlas lokaler Becken und Anwendungen	2	qokeey qokedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1582|P912-E1583
P915-C292	f83r	f83r.20	Variantenatlas lokaler Becken und Anwendungen	3	sol cheeety qokedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1584|P912-E1585|P912-E1586
P915-C293	f83r	f83r.20|f83r.21	Variantenatlas lokaler Becken und Anwendungen	4	qoky saiin solkeedy qokedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1587|P912-E1588|P912-E1589|P912-E1590
P915-C294	f83r	f83r.21	Variantenatlas lokaler Becken und Anwendungen	1	otedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1591
P915-C295	f83r	f83r.21	Variantenatlas lokaler Becken und Anwendungen	3	sol chedy lkedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1592|P912-E1593|P912-E1594
P915-C296	f83r	f83r.21	Variantenatlas lokaler Becken und Anwendungen	2	qokchedy qokedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1595|P912-E1596
P915-C297	f83r	f83r.21|f83r.22	Variantenatlas lokaler Becken und Anwendungen	4	chckhdy sar schedair otchedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1597|P912-E1598|P912-E1599|P912-E1600
P915-C298	f83r	f83r.22	Variantenatlas lokaler Becken und Anwendungen	1	qokeedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1601
P915-C299	f83r	f83r.22	Variantenatlas lokaler Becken und Anwendungen	5	chedain chedy qotedaiin otaiin otedy	In der gezeigten Becken- oder Anwendungsvariante die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1602|P912-E1603|P912-E1604|P912-E1605|P912-E1606
P915-C300	f83r	f83r.22	Variantenatlas lokaler Becken und Anwendungen	1	ldy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1607
P915-C301	f83r	f83r.23	Variantenatlas lokaler Becken und Anwendungen	2	tchedy qotedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1608|P912-E1609
P915-C302	f83r	f83r.23	Variantenatlas lokaler Becken und Anwendungen	2	qokal shedy	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1610|P912-E1611
P915-C303	f83r	f83r.23	Variantenatlas lokaler Becken und Anwendungen	1	qokedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1612
P915-C304	f83r	f83r.23|f83r.24	Variantenatlas lokaler Becken und Anwendungen	10	shecthedy shecthy otor chedy soiiin checthy chety otaiin olsaly shedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1613|P912-E1614|P912-E1615|P912-E1616|P912-E1617|P912-E1618|P912-E1619|P912-E1620|P912-E1621|P912-E1622
P915-C305	f83r	f83r.25	Variantenatlas lokaler Becken und Anwendungen	1	qokeedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1623
P915-C306	f83r	f83r.25	Variantenatlas lokaler Becken und Anwendungen	3	qolchey qokeey qokedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1624|P912-E1625|P912-E1626
P915-C307	f83r	f83r.25|f83r.26	Variantenatlas lokaler Becken und Anwendungen	7	chedy otal otchey qokeey qoky tol shedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1627|P912-E1628|P912-E1629|P912-E1630|P912-E1631|P912-E1632|P912-E1633
P915-C308	f83r	f83r.26	Variantenatlas lokaler Becken und Anwendungen	1	qokylddy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsgang nach der Vorlage ausführen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1634
P915-C309	f83r	f83r.27	Variantenatlas lokaler Becken und Anwendungen	3	dain chedy qokeedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1635|P912-E1636|P912-E1637
P915-C310	f83r	f83r.27	Variantenatlas lokaler Becken und Anwendungen	1	shckhedy	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1638
P915-C311	f83r	f83r.27	Variantenatlas lokaler Becken und Anwendungen	1	shckhedy	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1639
P915-C312	f83r	f83r.28	Variantenatlas lokaler Becken und Anwendungen	4	saiin cheeky sheey qokedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1640|P912-E1641|P912-E1642|P912-E1643
P915-C313	f83r	f83r.28	Variantenatlas lokaler Becken und Anwendungen	1	shedy	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1644
P915-C314	f83r	f83r.28	Variantenatlas lokaler Becken und Anwendungen	1	oldy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1645
P915-C315	f83r	f83r.29	Variantenatlas lokaler Becken und Anwendungen	3	salchedy cheey qody	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1646|P912-E1647|P912-E1648
P915-C316	f83r	f83r.29	Variantenatlas lokaler Becken und Anwendungen	2	kesd oldy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1649|P912-E1650
P915-C317	f83r	f83r.30	Variantenatlas lokaler Becken und Anwendungen	2	s okeedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1651|P912-E1652
P915-C318	f83r	f83r.30	Variantenatlas lokaler Becken und Anwendungen	1	qokeedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1653
P915-C319	f83r	f83r.30|f83r.31	Variantenatlas lokaler Becken und Anwendungen	4	qoky saii techedy qotchedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1654|P912-E1655|P912-E1656|P912-E1657
P915-C320	f83r	f83r.31	Variantenatlas lokaler Becken und Anwendungen	1	okeedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1658
P915-C321	f83r	f83r.31	Variantenatlas lokaler Becken und Anwendungen	1	ldy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1659
P915-C322	f83r	f83r.32	Variantenatlas lokaler Becken und Anwendungen	3	cheol qokchedy lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1660|P912-E1661|P912-E1662
P915-C323	f83r	f83r.32|f83r.33|f83r.34	Variantenatlas lokaler Becken und Anwendungen	9	qokey sy s aiin sheekchy qokey sain shky lchedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1663|P912-E1664|P912-E1665|P912-E1666|P912-E1667|P912-E1668|P912-E1669|P912-E1670|P912-E1671
P915-C324	f83r	f83r.34|f83r.35|f83r.36	Variantenatlas lokaler Becken und Anwendungen	12	dolshed qokchy saiin cheky okeeol okain chdy sor aiin shy shey lshedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, die Station spülen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1672|P912-E1673|P912-E1674|P912-E1675|P912-E1676|P912-E1677|P912-E1678|P912-E1679|P912-E1680|P912-E1681|P912-E1682|P912-E1683
P915-C325	f83r	f83r.36|f83r.37	Variantenatlas lokaler Becken und Anwendungen	3	qoky sol lkedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsgang nach der Vorlage ausführen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1684|P912-E1685|P912-E1686
P915-C326	f83r	f83r.37	Variantenatlas lokaler Becken und Anwendungen	1	lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1687
P915-C327	f83r	f83r.37	Variantenatlas lokaler Becken und Anwendungen	2	qokol shedy	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1688|P912-E1689
P915-C328	f83r	f83r.38	Variantenatlas lokaler Becken und Anwendungen	4	or chey qockhey dairydy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1690|P912-E1691|P912-E1692|P912-E1693
P915-C329	f83r	f83r.39|f83r.40	Variantenatlas lokaler Becken und Anwendungen	6	qokain shey kain chckhal solchedy olchedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1694|P912-E1695|P912-E1696|P912-E1697|P912-E1698|P912-E1699
P915-C330	f83r	f83r.40|f83r.41	Variantenatlas lokaler Becken und Anwendungen	3	chedaiin solkey lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1700|P912-E1701|P912-E1702
