event_id	clause_id	physical_page	locus	position_in_clause	surface	component_recipe	reconciled_card_reading_de	natural_event_phrase_de
P912-E1019	P915-C161	f81v	f81v.18	5	qokchdy	OK+CHD+DY	AN STATION SETZEN · UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E1020	P915-C162	f81v	f81v.18	1	chey	Y	POSTEN	POSTEN verwenden
P912-E1021	P915-C162	f81v	f81v.18	2	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1022	P915-C162	f81v	f81v.18	3	cheky	CHK+E+Y	BEHANDELN · KURZ · POSTEN	kurz den Posten behandeln
P912-E1023	P915-C162	f81v	f81v.18	4	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1024	P915-C162	f81v	f81v.18	5	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1025	P915-C163	f81v	f81v.18	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1026	P915-C164	f81v	f81v.18	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1027	P915-C165	f81v	f81v.18	1	chckhy	CKH+Y	DURCHLASS · POSTEN	den Posten durch den sichtbaren Durchlass führen
P912-E1028	P915-C165	f81v	f81v.18	2	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1029	P915-C165	f81v	f81v.19	3	solkeey	SOLK+EE+Y	AUFFANGEN · LÄNGER · POSTEN	länger den Posten auffangen
P912-E1030	P915-C165	f81v	f81v.19	4	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1031	P915-C165	f81v	f81v.19	5	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1032	P915-C166	f81v	f81v.19	1	qokar	OK+AR	AN STATION SETZEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E1033	P915-C166	f81v	f81v.19	2	shckhy	SH+CKH+Y	HALTEN · DURCHLASS · POSTEN	den Posten halten
P912-E1034	P915-C166	f81v	f81v.19	3	dedy	D_ADDR+E+DY	TEIL · KURZ · SCHLUSS	kurz den Teilgang abschließen mit dem Teilposten
P912-E1035	P915-C167	f81v	f81v.19	1	qokar	OK+AR	AN STATION SETZEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E1036	P915-C167	f81v	f81v.19	2	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1037	P915-C167	f81v	f81v.19	3	dol	D_ADDR+OL	TEIL · FORTSETZEN	den Teilgang fortsetzen mit dem Teilposten
P912-E1038	P915-C167	f81v	f81v.19	4	chy	Y	POSTEN	POSTEN verwenden
P912-E1039	P915-C167	f81v	f81v.20	5	qocthey	CARRIER_Q+O+CTH+E+Y	BEGINNEN · AUSFÜHREN · BEREIT · KURZ · POSTEN	kurz den Stationsgang ausführen, dann den Posten gebrauchsfertig machen
P912-E1040	P915-C167	f81v	f81v.20	6	chekal	CHK+AL	BEHANDELN · ZIELSTATION	den Posten behandeln
P912-E1041	P915-C167	f81v	f81v.20	7	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1042	P915-C167	f81v	f81v.20	8	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1043	P915-C168	f81v	f81v.20	1	lshety	LSH+E+T+Y	SPÜLEN · KURZ · STELLEN · POSTEN	kurz die Station spülen, dann die Stufe einstellen
P912-E1044	P915-C168	f81v	f81v.20	2	qoldy	OL+DY	FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E1045	P915-C169	f81v	f81v.20	1	ltedy	L+T+E+DY	LEITEN · STELLEN · KURZ · SCHLUSS	kurz den Posten weiterleiten, dann die Stufe einstellen, dann den Teilgang abschließen
P912-E1046	P915-C170	f81v	f81v.20	1	qotain	OT+AIN	DANACH · PORTION	zum nächsten Teilgang gehen mit dem Teilposten
P912-E1047	P915-C170	f81v	f81v.21	2	lsho	LSH+O	SPÜLEN · AUSFÜHREN	die Station spülen, dann den Stationsgang ausführen
P912-E1048	P915-C170	f81v	f81v.21	3	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E1049	P915-C170	f81v	f81v.21	4	lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLUSS	kurz die Station spülen, dann den Teilgang abschließen
P912-E1050	P915-C171	f81v	f81v.21	1	lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLUSS	kurz die Station spülen, dann den Teilgang abschließen
P912-E1051	P915-C172	f81v	f81v.21	1	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1052	P915-C172	f81v	f81v.21	2	qolky	SOLK+Y	Arbeitsstelle	den Posten an die Arbeitsstelle bringen
P912-E1053	P915-C172	f81v	f81v.21	3	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTATION	den Posten weiterleiten, dann den Posten umsetzen
P912-E1054	P915-C172	f81v	f81v.21	4	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1055	P915-C172	f81v	f81v.21	5	otar	OT+AR	DANACH · QUELLSTATION	zum nächsten Teilgang gehen
P912-E1056	P915-C172	f81v	f81v.22	6	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1057	P915-C172	f81v	f81v.22	7	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1058	P915-C172	f81v	f81v.22	8	oiin	O+IIN	AUSFÜHREN · STUFE	den Stationsgang ausführen auf der eingestellten Stufe
P912-E1059	P915-C172	f81v	f81v.22	9	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	länger den Posten halten
P912-E1060	P915-C172	f81v	f81v.22	10	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1061	P915-C172	f81v	f81v.22	11	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1062	P915-C173	f81v	f81v.22	1	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1063	P915-C173	f81v	f81v.22	2	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	AUSWÄHLEN · ZIELSTATION · AUS STATION NEHMEN · STELLEN · KURZ · TEIL · POSTEN · STELLEN · QUELLSTATION	kurz die bezeichnete Station auswählen mit dem Teilposten, dann die Stufe einstellen, dann die Stufe einstellen
P912-E1064	P915-C173	f81v	f81v.23	3	shol	SH+OL	HALTEN · FORTSETZEN	den Posten halten, dann den Teilgang fortsetzen
P912-E1065	P915-C173	f81v	f81v.23	4	qetchy	CARRIER_Q+E+T+CH+Y	BEGINNEN · KURZ · STELLEN · AUS STATION NEHMEN · POSTEN	kurz die Stufe einstellen
P912-E1066	P915-C173	f81v	f81v.23	5	ykaiin	Y+K+AIIN	POSTEN · IN STATION GEBEN · STATIONSWERT	den aktuellen Posten beibehalten
P912-E1067	P915-C173	f81v	f81v.23	6	olkain	OL+K+AIN	FORTSETZEN · IN STATION GEBEN · PORTION	den Teilgang fortsetzen mit dem Teilposten
P912-E1068	P915-C173	f81v	f81v.23	7	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1069	P915-C174	f81v	f81v.23	1	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1070	P915-C174	f81v	f81v.23	2	dchedy	D_ADDR+CHD+Y	TEIL · UMSETZEN · POSTEN	den Posten umsetzen mit dem Teilposten
P912-E1071	P915-C174	f81v	f81v.23	3	rol	R+OL	warm	den Posten warm halten
P912-E1072	P915-C174	f81v	f81v.23	4	olcthdy	OL+CTH+D_ADDR+Y	FORTSETZEN · BEREIT · TEIL · POSTEN	den Teilgang fortsetzen mit dem Teilposten, dann den Posten gebrauchsfertig machen
P912-E1073	P915-C174	f81v	f81v.24	5	ytey	T+E+Y	füllen	füllen verwenden
P912-E1074	P915-C174	f81v	f81v.24	6	okchedy	OK+CHD+DY	AN STATION SETZEN · UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E1075	P915-C175	f81v	f81v.24	1	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1076	P915-C175	f81v	f81v.24	2	okeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1077	P915-C175	f81v	f81v.24	3	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1078	P915-C175	f81v	f81v.24	4	cheedy	CH+EE+D_ADDR+Y	AUS STATION NEHMEN · LÄNGER · TEIL · POSTEN	länger den aktuellen Posten beibehalten mit dem Teilposten
P912-E1079	P915-C175	f81v	f81v.24	5	sal	S+AL	AUSWÄHLEN · ZIELSTATION	die bezeichnete Station auswählen
P912-E1080	P915-C175	f81v	f81v.24	6	teol	E+OL	Hahn	Hahn verwenden
P912-E1081	P915-C175	f81v	f81v.24	7	dchdy	CHD+DY	UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E1082	P915-C176	f81v	f81v.24	1	ly	L+Y	Auffangschale	Auffangschale verwenden
P912-E1083	P915-C176	f81v	f81v.25	2	oshedy	O+SHED+Y	AUSFÜHREN · ABSETZEN · POSTEN	den Stationsgang ausführen, dann den Posten absetzen lassen
P912-E1084	P915-C176	f81v	f81v.25	3	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1085	P915-C177	f81v	f81v.25	1	shol	SH+OL	HALTEN · FORTSETZEN	den Posten halten, dann den Teilgang fortsetzen
P912-E1086	P915-C177	f81v	f81v.25	2	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1087	P915-C177	f81v	f81v.25	3	y	Y	POSTEN	POSTEN verwenden
P912-E1088	P915-C177	f81v	f81v.25	4	shchey	SH+Y	HALTEN · POSTEN	den Posten halten
P912-E1089	P915-C177	f81v	f81v.25	5	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1090	P915-C177	f81v	f81v.25	6	chey	Y	POSTEN	POSTEN verwenden
P912-E1091	P915-C177	f81v	f81v.25	7	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1092	P915-C177	f81v	f81v.25	8	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1093	P915-C177	f81v	f81v.25	9	tchd	T+CHD	STELLEN · UMSETZEN	die Stufe einstellen, dann den Posten umsetzen
P912-E1094	P915-C177	f81v	f81v.25	10	oky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1095	P915-C177	f81v	f81v.26	11	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1096	P915-C177	f81v	f81v.26	12	checholtar	CH+E+OL+T+AR	AUS STATION NEHMEN · KURZ · FORTSETZEN · STELLEN · QUELLSTATION	kurz den Teilgang fortsetzen, dann die Stufe einstellen
P912-E1097	P915-C177	f81v	f81v.26	13	oiin	O+IIN	AUSFÜHREN · STUFE	den Stationsgang ausführen auf der eingestellten Stufe
P912-E1098	P915-C177	f81v	f81v.26	14	okedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1099	P915-C178	f81v	f81v.26	1	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1100	P915-C178	f81v	f81v.26	2	shey	SH+E+Y	HALTEN · KURZ · POSTEN	kurz den Posten halten
P912-E1101	P915-C178	f81v	f81v.26	3	olkeol	OL+K+E+OL	FORTSETZEN · IN STATION GEBEN · KURZ · FORTSETZEN	kurz den Teilgang fortsetzen, dann den Teilgang fortsetzen
P912-E1102	P915-C178	f81v	f81v.26	4	olkeedy	SOLK+EE+DY	AUFFANGEN · LÄNGER · SCHLUSS	länger den Posten auffangen, dann den Teilgang abschließen
P912-E1103	P915-C179	f81v	f81v.26	1	okeol	OK+E+OL	AN STATION SETZEN · KURZ · FORTSETZEN	kurz den Teilgang fortsetzen
P912-E1104	P915-C179	f81v	f81v.27	2	dsheol	SH+E+OL	einreiben	einreiben verwenden
P912-E1105	P915-C179	f81v	f81v.27	3	oiiin	O+IIN	AUSFÜHREN · STUFE	den Stationsgang ausführen auf der eingestellten Stufe
P912-E1106	P915-C179	f81v	f81v.27	4	olkeedy	SOLK+EE+DY	AUFFANGEN · LÄNGER · SCHLUSS	länger den Posten auffangen, dann den Teilgang abschließen
P912-E1107	P915-C180	f81v	f81v.27	1	tedy	T+E+DY	STELLEN · KURZ · SCHLUSS	kurz die Stufe einstellen, dann den Teilgang abschließen
P912-E1108	P915-C181	f81v	f81v.27	1	cheky	CHK+E+Y	BEHANDELN · KURZ · POSTEN	kurz den Posten behandeln
P912-E1109	P915-C181	f81v	f81v.27	2	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E1110	P915-C182	f81v	f81v.27	1	chal	CH+AL	AUS STATION NEHMEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1113	P915-C183	f82r	f82r.1	1	qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	BEGINNEN · AUSFÜHREN · HALTEN · LÄNGER · TEIL · POSTEN	länger den Stationsgang ausführen mit dem Teilposten, dann den Posten halten
P912-E1114	P915-C183	f82r	f82r.1	2	qokeol	OK+E+OL	AN STATION SETZEN · KURZ · FORTSETZEN	kurz den Teilgang fortsetzen
P912-E1115	P915-C183	f82r	f82r.1	3	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1116	P915-C183	f82r	f82r.1	4	shckhy	SH+CKH+Y	HALTEN · DURCHLASS · POSTEN	den Posten halten
P912-E1117	P915-C183	f82r	f82r.1	5	okeeor	OK+EE+OR	AN STATION SETZEN · LÄNGER · ANSATZ	länger die bezeichnete Einstellung übernehmen
P912-E1118	P915-C183	f82r	f82r.1	6	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1119	P915-C183	f82r	f82r.1	7	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1120	P915-C183	f82r	f82r.1	8	shey	SH+E+Y	Klarlauf	den Klarlauf abnehmen
P912-E1121	P915-C183	f82r	f82r.2	9	dchedy	D_ADDR+CHD+Y	TEIL · UMSETZEN · POSTEN	den Posten umsetzen mit dem Teilposten
P912-E1122	P915-C183	f82r	f82r.2	10	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1123	P915-C184	f82r	f82r.2	1	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1124	P915-C184	f82r	f82r.2	2	dy	Y	POSTEN	POSTEN verwenden
P912-E1125	P915-C184	f82r	f82r.2	3	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1126	P915-C185	f82r	f82r.2	1	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1127	P915-C185	f82r	f82r.2	2	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · POSTEN	den Posten weiterleiten
P912-E1128	P915-C185	f82r	f82r.2	3	lched	L+CHD	LEITEN · UMSETZEN	den Posten weiterleiten, dann den Posten umsetzen
P912-E1129	P915-C185	f82r	f82r.3	4	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1130	P915-C185	f82r	f82r.3	5	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	kurz den Posten weiterleiten, dann den Teilgang abschließen
P912-E1131	P915-C186	f82r	f82r.3	1	qokaly	OK+AL+Y	AN STATION SETZEN · ZIELSTATION · POSTEN	den aktuellen Posten beibehalten
P912-E1132	P915-C186	f82r	f82r.3	2	solkaiin	SOLK+AIIN	Seihtuch	Seihtuch verwenden
P912-E1133	P915-C186	f82r	f82r.3	3	chckhy	CKH+Y	DURCHLASS · POSTEN	den Posten durch den sichtbaren Durchlass führen
P912-E1134	P915-C186	f82r	f82r.3	4	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1135	P915-C186	f82r	f82r.4	5	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1136	P915-C186	f82r	f82r.4	6	octheol	O+CTH+E+OL	gleichstellen	gleichstellen verwenden
P912-E1137	P915-C186	f82r	f82r.4	7	chkeey	CHK+EE+Y	BEHANDELN · LÄNGER · POSTEN	länger den Posten behandeln
P912-E1138	P915-C186	f82r	f82r.4	8	ldy	L+DY	LEITEN · SCHLUSS	den Posten weiterleiten, dann den Teilgang abschließen
P912-E1139	P915-C187	f82r	f82r.4	1	oteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	länger zum nächsten Teilgang gehen
P912-E1140	P915-C187	f82r	f82r.4	2	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1141	P915-C187	f82r	f82r.4	3	sheckhy	SH+E+CKH+Y	Überlauf	Überlauf verwenden
P912-E1142	P915-C187	f82r	f82r.4	4	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1143	P915-C187	f82r	f82r.5	5	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1144	P915-C187	f82r	f82r.5	6	lkchedy	L+K+CHD+Y	LEITEN · IN STATION GEBEN · UMSETZEN · POSTEN	den Posten weiterleiten, dann den Posten umsetzen
P912-E1145	P915-C187	f82r	f82r.5	7	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1146	P915-C188	f82r	f82r.5	1	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1147	P915-C188	f82r	f82r.5	2	cthol	CTH+OL	BEREIT · FORTSETZEN	den Posten gebrauchsfertig machen, dann den Teilgang fortsetzen
P912-E1148	P915-C188	f82r	f82r.5	3	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1149	P915-C188	f82r	f82r.5	4	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1150	P915-C189	f82r	f82r.5	1	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1151	P915-C189	f82r	f82r.6	2	sar	S+AR	AUSWÄHLEN · QUELLSTATION	die bezeichnete Station auswählen
P912-E1152	P915-C189	f82r	f82r.6	3	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1153	P915-C190	f82r	f82r.6	1	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1154	P915-C190	f82r	f82r.6	2	shedaiin	SHED+AIIN	ABSETZEN · STATIONSWERT	den Posten absetzen lassen
P912-E1155	P915-C190	f82r	f82r.6	3	sheckhy	SH+E+CKH+Y	Überlauf	Überlauf verwenden
P912-E1156	P915-C190	f82r	f82r.6	4	okal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1157	P915-C190	f82r	f82r.6	5	sheky	SH+E+K+Y	HALTEN · KURZ · IN STATION GEBEN · POSTEN	kurz den Posten halten
P912-E1158	P915-C190	f82r	f82r.6	6	qotaiin	OT+AIIN	DANACH · STATIONSWERT	zum nächsten Teilgang gehen
P912-E1159	P915-C190	f82r	f82r.6	7	chedol	CHD+OL	UMSETZEN · FORTSETZEN	den Posten umsetzen, dann den Teilgang fortsetzen
P912-E1160	P915-C190	f82r	f82r.7	8	dshedy	SH+E+DY	Frischwasser	frische Arbeitsflüssigkeit zugeben
P912-E1161	P915-C191	f82r	f82r.7	1	sotaiin	S+OT+AIIN	AUSWÄHLEN · DANACH · STATIONSWERT	die bezeichnete Station auswählen, dann zum nächsten Teilgang gehen
P912-E1162	P915-C191	f82r	f82r.7	2	qokar	OK+AR	AN STATION SETZEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E1163	P915-C191	f82r	f82r.7	3	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1164	P915-C192	f82r	f82r.7	1	solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	kurz den Teilgang fortsetzen, dann den Posten halten, dann den Teilgang abschließen
P912-E1165	P915-C193	f82r	f82r.7	1	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1166	P915-C193	f82r	f82r.7	2	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1167	P915-C193	f82r	f82r.7	3	ls	OL	Düse	Düse verwenden
P912-E1168	P915-C193	f82r	f82r.7	4	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1169	P915-C193	f82r	f82r.8	5	qekeey	CARRIER_Q+E+K+EE+Y	BEGINNEN · KURZ · IN STATION GEBEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1170	P915-C193	f82r	f82r.8	6	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	länger den Posten halten, dann den Teilgang abschließen
P912-E1171	P915-C194	f82r	f82r.8	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1172	P915-C195	f82r	f82r.8	1	lcho	L+CH+O	LEITEN · AUS STATION NEHMEN · AUSFÜHREN	den Posten weiterleiten, dann den Stationsgang ausführen
P912-E1173	P915-C195	f82r	f82r.8	2	r	R	MERKEN	den Zustand merken
P912-E1174	P915-C195	f82r	f82r.8	3	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1175	P915-C195	f82r	f82r.8	4	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E1176	P915-C195	f82r	f82r.8	5	qotal	OT+AL	DANACH · ZIELSTATION	zum nächsten Teilgang gehen
P912-E1177	P915-C195	f82r	f82r.8	6	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1178	P915-C195	f82r	f82r.8	7	qoteor	OT+E+OR	DANACH · KURZ · ANSATZ	kurz zum nächsten Teilgang gehen
P912-E1179	P915-C195	f82r	f82r.9	8	ssholshecthy	S+SH+O+LSH+E+CTH+Y	AUSWÄHLEN · HALTEN · AUSFÜHREN · SPÜLEN · KURZ · BEREIT · POSTEN	kurz die bezeichnete Station auswählen, dann den Posten halten, dann den Stationsgang ausführen, dann die Station spülen, dann den Posten gebrauchsfertig machen
P912-E1180	P915-C195	f82r	f82r.9	9	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1181	P915-C195	f82r	f82r.9	10	chkedy	CHK+E+D_ADDR+Y	BEHANDELN · KURZ · TEIL · POSTEN	kurz den Posten behandeln mit dem Teilposten
P912-E1182	P915-C195	f82r	f82r.9	11	rchey	R+CH+E+Y	MERKEN · AUS STATION NEHMEN · KURZ · POSTEN	kurz den Zustand markieren
P912-E1183	P915-C195	f82r	f82r.9	12	dairchey	D_ADDR+AIR+CH+E+Y	TEIL · BECKENLAUF · AUS STATION NEHMEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten mit dem Teilposten
P912-E1184	P915-C195	f82r	f82r.9	13	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1186	P915-C196	f82r	f82r.11	1	kolchdy	K+OL+CHD+Y	IN STATION GEBEN · FORTSETZEN · UMSETZEN · POSTEN	den Teilgang fortsetzen, dann den Posten umsetzen
P912-E1187	P915-C196	f82r	f82r.11	2	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1188	P915-C197	f82r	f82r.11	1	qopol	CARRIER_Q+O+P+OL	BEGINNEN · AUSFÜHREN · EINSETZEN · FORTSETZEN	den Stationsgang ausführen, dann den Posten einsetzen, dann den Teilgang fortsetzen
P912-E1189	P915-C197	f82r	f82r.11	2	qotedor	OT+E+D_ADDR+OR	DANACH · KURZ · TEIL · ANSATZ	kurz zum nächsten Teilgang gehen mit dem Teilposten
P912-E1190	P915-C197	f82r	f82r.11	3	chopchedy	CH+O+P+CHD+Y	AUS STATION NEHMEN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	den Stationsgang ausführen, dann den Posten einsetzen, dann den Posten umsetzen
P912-E1191	P915-C197	f82r	f82r.11	4	qotal	OT+AL	DANACH · ZIELSTATION	zum nächsten Teilgang gehen
P912-E1192	P915-C197	f82r	f82r.11	5	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1193	P915-C197	f82r	f82r.11	6	kam	K+AM_ADDR	IN STATION GEBEN · INNEN	die bezeichnete Einstellung übernehmen im inneren Becken
P912-E1194	P915-C197	f82r	f82r.12	7	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1195	P915-C198	f82r	f82r.12	1	qodched	CARRIER_Q+O+D_ADDR+CHD	BEGINNEN · AUSFÜHREN · TEIL · UMSETZEN	den Stationsgang ausführen mit dem Teilposten, dann den Posten umsetzen
P912-E1196	P915-C198	f82r	f82r.12	2	olqo	OL+CARRIER_Q+O	FORTSETZEN · BEGINNEN · AUSFÜHREN	den Teilgang fortsetzen, dann den Stationsgang ausführen
P912-E1197	P915-C198	f82r	f82r.12	3	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1198	P915-C198	f82r	f82r.12	4	checkho	CH+E+CKH+O	AUS STATION NEHMEN · KURZ · DURCHLASS · AUSFÜHREN	kurz den Stationsgang ausführen
P912-E1199	P915-C198	f82r	f82r.12	5	lolol	L+OL+OL	LEITEN · FORTSETZEN · FORTSETZEN	den Posten weiterleiten, dann den Teilgang fortsetzen, dann den Teilgang fortsetzen
P912-E1200	P915-C198	f82r	f82r.12	6	okal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1201	P915-C198	f82r	f82r.12	7	okarchedy	OK+AR+CHD+Y	AN STATION SETZEN · QUELLSTATION · UMSETZEN · POSTEN	den Posten umsetzen
P912-E1202	P915-C198	f82r	f82r.13	8	tcheol	T+CHEO+L	STELLEN · AUSZUG · LEITEN	die Stufe einstellen, dann den Posten weiterleiten
P912-E1203	P915-C198	f82r	f82r.13	9	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1204	P915-C199	f82r	f82r.13	1	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
