edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt570_modifier_voice_clause_de	outer_voice_working_clause_de	owner_bound_control_clause_de	outer_voice_changed	state_atom_alignment	guard
3826	G407-E3826	G407-S648	31	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheody	CH+E+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten; auf Grad I und als Ausführung.	Nimm den Drogenposten; auf Grad I und als Ausführung.	Nimm den Drogenposten; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3827	G407-E3827	G407-S648	32	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokeol	OK+E+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.	NO	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3828	G407-E3828	G407-S648	33	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3829	G407-E3829	G407-S648	34	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	saiin	S+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Mengenwert.	Wähle den Mengenwert.	Wähle den Mengenwert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3830	G407-E3830	G407-S648	35	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheos	CH+E+O+S	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Mengenwert [wie zuvor] und wähle den Mengenwert [wie zuvor]; auf Grad I und als Ausführung.	Nimm den Mengenwert [wie zuvor] und wähle den Mengenwert [wie zuvor]; auf Grad I und als Ausführung.	Nimm den Mengenwert [wie zuvor] und wähle den Mengenwert [wie zuvor]; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3831	G407-E3831	G407-S648	36	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3832	G407-E3832	G407-S648	37	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	doleeey	D_ADDR+OL+EEE+Y	STATE_CARD	OL	Weiter im laufenden Gang: nimm den Drogenposten; an der bezeichneten Stelle; auf Grad III.	Weiter im laufenden Gang: nimm den Drogenposten; an der bezeichneten Stelle; auf Grad III.	Weiter im laufenden Gang nimm den Drogenposten; auf Grad III; an der bezeichneten Stelle.	NO	1:D_ADDR=hier | 2:OL=weiter | 3:EEE=auf Grad III | 4:Y=den Posten	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3833	G407-E3833	G407-S648	38	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm die Ansatzeinheit.	Im laufenden Gang nimm die Ansatzeinheit.	Im laufenden Gang nimm die Ansatzeinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3834	G407-E3834	G407-S648	39	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheom	CH+E+O+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3835	G407-E3835	G407-S648	40	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheojam	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; mit der lokalen Variante, an der bezeichneten Stelle und an der bezeichneten Stelle.	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; mit der lokalen Variante, an der bezeichneten Stelle und an der bezeichneten Stelle.	Nimm die Ansatzeinheit [wie zuvor]; auf Grad I und als Ausführung; mit der lokalen Variante, an der bezeichneten Stelle und an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3836	G407-E3836	G407-S648	41	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	yokeody	Y+OK+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Drogenposten [außen] und den Drogenposten [innen] als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Setze den Drogenposten [außen] und den Drogenposten [innen] als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Setze den Drogenposten [außen] und den Drogenposten [innen] als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3837	G407-E3837	G407-S648	42	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheom	CH+E+O+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm den Drogenposten [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm den Drogenposten [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3838	G407-E3838	G407-S648	43	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qoor	CARRIER_Q+O+OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm die Ansatzeinheit; als neuen Einsatz und als Ausführung.	Im laufenden Gang nimm die Ansatzeinheit; als neuen Einsatz und als Ausführung.	Im laufenden Gang nimm die Ansatzeinheit; als neuen Einsatz und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3839	G407-E3839	G407-S648	44	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheeb	CH+EE+LOCAL_CHAR_B	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit [wie zuvor]; auf Grad II; mit der lokalen Variante.	Nimm die Ansatzeinheit [wie zuvor]; auf Grad II; mit der lokalen Variante.	Nimm die Ansatzeinheit [wie zuvor]; auf Grad II; mit der lokalen Variante.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3840	G407-E3840	G407-S648	45	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ykeor	Y+K+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Gib den Drogenposten und die Ansatzeinheit zu; auf Grad I.	Gib den Drogenposten und die Ansatzeinheit zu; auf Grad I.	Gib den Drogenposten und die Ansatzeinheit zu; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3841	G407-E3841	G407-S648	46	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	shy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Drogenposten zu.	Im laufenden Gang gib den Drogenposten zu.	Im laufenden Gang gib den Drogenposten zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3842	G407-E3842	G407-S648	47	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	sam	S+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	Wähle den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	Wähle den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3843	G407-E3843	G407-S649	1	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	koay	K+O+A_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Gib den Drogenposten zu; als Ausführung; an der bezeichneten Stelle.	Gib den Drogenposten zu; als Ausführung; an der bezeichneten Stelle.	Gib den Drogenposten zu; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3844	G407-E3844	G407-S649	2	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cphol	CH+P+OL	STATE_CARD	OL	Weiter: nimm denselben Drogenposten und setze denselben Drogenposten ein.	Weiter: nimm denselben Drogenposten und setze denselben Drogenposten ein.	Weiter nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein.	NO	1:CH=nehmen | 2:P=einsetzen | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3845	G407-E3845	G407-S649	3	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	orchor	OR+CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit [außen] und die Ansatzeinheit [innen].	Nimm die Ansatzeinheit [außen] und die Ansatzeinheit [innen].	Nimm die Ansatzeinheit [außen] und die Ansatzeinheit [innen].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3846	G407-E3846	G407-S649	4	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	pcheoly	P+CH+E+O+L+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Drogenposten ein und nimm den Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	Setze den Drogenposten ein und nimm den Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	Setze den Drogenposten ein und nimm den Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3847	G407-E3847	G407-S649	5	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	otchol	OT+CH+OL	STATE_CARD	OT+OL	Danach: nimm denselben Drogenposten; weiterführen.	Danach: nimm denselben Drogenposten; führe den Gang weiter.	Danach und weiter nimm den Drogenposten [wie zuvor].	YES	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3848	G407-E3848	G407-S649	6	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	oldy	OL+DY	STATE_CARD	OL+DY	Weiter im laufenden Gang: nimm denselben Drogenposten; schließe den Schritt.	Weiter im laufenden Gang: nimm denselben Drogenposten; schließe den Schritt.	Weiter im laufenden Gang nimm den Drogenposten [wie zuvor]; schließe den Schritt.	NO	1:OL=weiter | 2:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3849	G407-E3849	G407-S650	1	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	salsaly	S+AL+S+AL+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten und wähle den Drogenposten; zum Zielgefäß [außen] und zum Zielgefäß [innen].	Wähle den Drogenposten und wähle den Drogenposten; zum Zielgefäß [außen] und zum Zielgefäß [innen].	Wähle den Drogenposten und wähle den Drogenposten; zum Zielgefäß [außen] und zum Zielgefäß [innen].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3850	G407-E3850	G407-S650	2	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dchey	CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten; auf Grad I.	Nimm den Drogenposten; auf Grad I.	Nimm den Drogenposten; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3851	G407-E3851	G407-S650	3	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter: setze denselben Drogenposten als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	NO	1:OK=setzen | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3852	G407-E3852	G407-S650	4	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Mengenwert als Ansatz an.	Im laufenden Gang setze den Mengenwert als Ansatz an.	Im laufenden Gang setze den Mengenwert als Ansatz an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3853	G407-E3853	G407-S650	5	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qoekol	CARRIER_Q+O+E+K+OL	STATE_CARD	OL	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	Weiter gib den Mengenwert [wie zuvor] zu; als neuen Einsatz, als Ausführung und auf Grad I.	NO	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:E=auf Grad I | 4:K=geben | 5:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3854	G407-E3854	G407-S650	6	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qoekol	CARRIER_Q+O+E+K+OL	STATE_CARD	OL	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	Weiter: gib denselben Mengenwert zu; als neuen Einsatz, als Ausführung und auf Grad I.	Weiter gib den Mengenwert [wie zuvor] zu; als neuen Einsatz, als Ausführung und auf Grad I.	NO	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:E=auf Grad I | 4:K=geben | 5:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3855	G407-E3855	G407-S650	7	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qockhol	CARRIER_Q+O+CH+K+OL	STATE_CARD	OL	Weiter: nimm denselben Mengenwert und gib denselben Mengenwert zu; als neuen Einsatz und als Ausführung.	Weiter: nimm denselben Mengenwert und gib denselben Mengenwert zu; als neuen Einsatz und als Ausführung.	Weiter nimm den Mengenwert [wie zuvor] und gib den Mengenwert [wie zuvor] zu; als neuen Einsatz und als Ausführung.	NO	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:CH=nehmen | 4:K=geben | 5:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3856	G407-E3856	G407-S650	8	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	okol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Mengenwert als Ansatz an.	Weiter: setze denselben Mengenwert als Ansatz an.	Weiter setze den Mengenwert [wie zuvor] als Ansatz an.	NO	1:OK=setzen | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3857	G407-E3857	G407-S650	9	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3858	G407-E3858	G407-S650	10	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	dsheol	SH+E+OL	STATE_CARD	OL	Weiter: halte denselben Mengenwert; auf Grad I.	Weiter: halte denselben Mengenwert; auf Grad I.	Weiter halte den Mengenwert [wie zuvor]; auf Grad I.	NO	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3859	G407-E3859	G407-S650	11	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Drogenposten als Ansatz an; auf Grad II.	Setze den Drogenposten als Ansatz an; auf Grad II.	Setze den Drogenposten als Ansatz an; auf Grad II.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3860	G407-E3860	G407-S650	12	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	s	S	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten [wie zuvor].	Wähle den Drogenposten [wie zuvor].	Wähle den Drogenposten [wie zuvor].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3861	G407-E3861	G407-S650	13	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Drogenposten.	Im laufenden Gang wähle den Drogenposten.	Im laufenden Gang wähle den Drogenposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3862	G407-E3862	G407-S650	14	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	s	S	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Drogenposten [wie zuvor].	Wähle den Drogenposten [wie zuvor].	Wähle den Drogenposten [wie zuvor].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3863	G407-E3863	G407-S650	15	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Mengenwert.	Im laufenden Gang wähle den Mengenwert.	Im laufenden Gang wähle den Mengenwert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3864	G407-E3864	G407-S650	16	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chor	CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit.	Nimm die Ansatzeinheit.	Nimm die Ansatzeinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3865	G407-E3865	G407-S650	17	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	oteor	OT+E+OR	STATE_CARD	OT	Danach im laufenden Gang: nimm die Ansatzeinheit; auf Grad I.	Danach im laufenden Gang: nimm die Ansatzeinheit; auf Grad I.	Danach im laufenden Gang nimm die Ansatzeinheit; auf Grad I.	NO	1:OT=danach | 2:E=auf Grad I | 3:OR=die Einheit	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3866	G407-E3866	G407-S650	18	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Mengenwert.	Im laufenden Gang nimm den Mengenwert.	Im laufenden Gang nimm den Mengenwert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3867	G407-E3867	G407-S650	19	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chosals	CH+O+S+AL+S	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Mengenwert [wie zuvor], wähle den Mengenwert [wie zuvor] und wähle den Mengenwert [wie zuvor]; zum Zielgefäß; als Ausführung.	Nimm den Mengenwert [wie zuvor], wähle den Mengenwert [wie zuvor] und wähle den Mengenwert [wie zuvor]; zum Zielgefäß; als Ausführung.	Nimm den Mengenwert [wie zuvor], wähle den Mengenwert [wie zuvor] und wähle den Mengenwert [wie zuvor]; zum Zielgefäß; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3868	G407-E3868	G407-S650	20	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	teol	E+OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle denselben Mengenwert; auf Grad I.	Weiter im laufenden Gang: wähle denselben Mengenwert; auf Grad I.	Weiter im laufenden Gang wähle den Mengenwert [wie zuvor]; auf Grad I.	NO	1:E=auf Grad I | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3869	G407-E3869	G407-S650	21	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chor	CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Ansatzeinheit.	Nimm die Ansatzeinheit.	Nimm die Ansatzeinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3870	G407-E3870	G407-S650	22	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	olsheody	O+L+SH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung; an der bezeichneten Stelle.	Halte den Drogenposten; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung; an der bezeichneten Stelle.	Halte den Drogenposten; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3871	G407-E3871	G407-S650	23	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	qokeol	OK+E+OL	STATE_CARD	OL	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter: setze denselben Drogenposten als Ansatz an; auf Grad I.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.	NO	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3872	G407-E3872	G407-S650	24	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	shoy	SH+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten; als Ausführung.	Halte den Drogenposten; als Ausführung.	Halte den Drogenposten; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3873	G407-E3873	G407-S650	25	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Drogenposten.	Weiter im laufenden Gang: halte denselben Drogenposten.	Weiter im laufenden Gang halte den Drogenposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3874	G407-E3874	G407-S650	26	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	sheeol	SH+EE+OL	STATE_CARD	OL	Weiter: halte denselben Drogenposten; auf Grad II.	Weiter: halte denselben Drogenposten; auf Grad II.	Weiter halte den Drogenposten [wie zuvor]; auf Grad II.	NO	1:SH=halten | 2:EE=auf Grad II | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3875	G407-E3875	G407-S650	27	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	STATE_CARD	OL	Weiter: halte denselben Drogenposten; auf Grad I; an der bezeichneten Stelle und mit der lokalen Variante.	Weiter: halte denselben Drogenposten; auf Grad I; an der bezeichneten Stelle und mit der lokalen Variante.	Weiter halte den Drogenposten [wie zuvor]; auf Grad I; an der bezeichneten Stelle und mit der lokalen Variante.	NO	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter | 4:D_ADDR=hier | 5:LOCAL_CHAR_G=als Variante	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3876	G407-E3876	G407-S650	28	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	ychey	Y+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Drogenposten [außen] und den Drogenposten [innen].	Im laufenden Gang halte den Drogenposten [außen] und den Drogenposten [innen].	Im laufenden Gang halte den Drogenposten [außen] und den Drogenposten [innen].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3877	G407-E3877	G407-S650	29	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	okaiin	OK+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3878	G407-E3878	G407-S650	30	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	Weiter im laufenden Gang: setze denselben Mengenwert als Ansatz an.	Weiter im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
3879	G407-E3879	G407-S650	31	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheor	CH+E+O+R	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Mengenwert [wie zuvor] und markiere den Mengenwert [wie zuvor]; auf Grad I und als Ausführung.	Nimm den Mengenwert [wie zuvor] und markiere den Mengenwert [wie zuvor]; auf Grad I und als Ausführung.	Nimm den Mengenwert [wie zuvor] und markiere den Mengenwert [wie zuvor]; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
