statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	completed_object_action_count	remaining_action_gap_count	changed_host_count	paragraph_count	coverage_state	completed_root_profile	remaining_root_profile	gdt584_reader_de	gdt598_integrated_reader_de	paragraph_count_preserved
247	G407-S558	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	8	5	2	3	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	CH:1|P:2	Entnimm oder lass ab. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Wende an. Fahre im selben Arbeitsgang fort. Wende an. Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Entnimm oder lass ab. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Wende an. Fahre im selben Arbeitsgang fort. Wende an. Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
248	G407-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	13	8	4	4	3	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1|SH:2	CH:1|OK:1|P:1|SH:1	"Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad II. Beschicke oder bereite das Stations- oder Badmaß vor. Halte den Zustand. Fahre im selben Arbeitsgang fort. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wähle die Einheit aus. Halte den Stationsansatz im Bad auf Grad I. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Beschicke oder bereite das Stations- oder Badmaß vor. Halte den Zustand. Fahre im selben Arbeitsgang fort. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wähle dasselbe Stations- oder Badmaß aus. Halte den Körper im Bad auf Grad I. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	YES
249	G407-S560	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	8	5	2	3	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1	CH:1|K:1|R:1	Kennzeichne oder prüfe. Entnimm oder lass auf Grad I ab. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Behandle den Stationsansatz und die Becken- oder Körpereinheit an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	Kennzeichne oder prüfe. Entnimm oder lass auf Grad I ab. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Behandle den Stationsansatz und die Stationseinheit an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	YES
250	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	1	1	0	0	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz und das Stations- oder Badmaß. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz und das Stations- oder Badmaß. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
251	G407-S563	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	3	1	2	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:2	"Beschicke oder bereite das Stations- oder Badmaß an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Beschicke oder bereite das Stations- oder Badmaß an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang."	YES
252	G407-S564	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	2	1	1	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	OK:1	Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
253	G407-S565	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	6	5	3	2	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2|T:1	CH:1|K:1	Entnimm oder lass ab. Führe den Stationsansatz und das Stations- oder Badmaß auf Grad I und an der Stations-Arbeitsstelle zu. Halte im Bad auf Grad I. Reguliere anschließend von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Entnimm oder lass ab. Führe den Stationsansatz und das Stations- oder Badmaß auf Grad I und an der Stations-Arbeitsstelle zu. Halte denselben Stationsansatz im Bad auf Grad I. Reguliere denselben Stationsansatz anschließend von der Ausgangsstation oder aus dem Ausgangsbecken. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
254	G407-S566	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	10	7	1	6	1	3	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	CH:3|K:2|SH:1	"Führe das Stations- oder Badmaß auf Grad I und als neuer Bad- oder Stationsansatz zu. Behandle den Stationsansatz und das Stations- oder Badmaß auf Grad II und an der Stations-Arbeitsstelle. Beginne danach den nächsten Arbeitsgang.

Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Führe den Stationsansatz zu. Beginne danach den nächsten Arbeitsgang.

Entnimm oder lass auf Grad I und in der Alternativform ab. Halte den Zustand auf Grad I. Schließe den Arbeitsgang."	"Führe das Stations- oder Badmaß auf Grad I und als neuer Bad- oder Stationsansatz zu. Behandle den Stationsansatz und das Stationsmaß auf Grad II und an der Stations-Arbeitsstelle. Beginne danach den nächsten Arbeitsgang.

Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Führe den Stationsansatz zu. Beginne danach den nächsten Arbeitsgang.

Entnimm oder lass auf Grad I und in der Alternativform ab. Halte den Zustand auf Grad I. Schließe den Arbeitsgang."	YES
255	G407-S567	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	6	3	1	2	0	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	OK:1|R:1	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Kennzeichne oder prüfe. Behandle den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Kennzeichne oder prüfe. Behandle den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	YES
256	G407-S568	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Behandle den Ansatz in Anwendungsform und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle den Stationsansatz in Anwendungsform und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
257	G407-S569	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	3	2	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2	OK:1	Behandle den Stationsansatz. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Behandle den Stationsansatz. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
258	G407-S570	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	3	1	2	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	OK:2	Beschicke oder bereite das Stations- oder Badmaß vor. Behandle den Stationsansatz. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Beschicke oder bereite das Stations- oder Badmaß vor. Behandle den Stationsansatz. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
259	G407-S571	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
260	G407-S572	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	13	8	3	5	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:2	OK:3|R:1|SH:1	Beschicke oder bereite den Stationsansatz vor. Wähle die Einheit aus. Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Halte den Stationsansatz im Bad auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Beschicke oder bereite den Stationsansatz vor. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe. Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Wähle denselben Stationsansatz aus. Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Halte den Stationsansatz im Bad auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Beschicke oder bereite den Stationsansatz vor. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe. Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
261	G407-S575	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	2	1	1	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	P:1	"Wende an. Behandle den Ansatz zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Wende an. Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
262	G407-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	12	11	4	7	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|SH:1|T:1	CH:4|OK:1|P:2	Halte im Bad auf Grad I. Entnimm oder lass ab. Reguliere die Stationsbedingung. Behandle den Stationsansatz. Beschicke oder bereite den Stationsansatz vor. Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Wende an. Entnimm oder lass die Becken- oder Körpereinheit ab. Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Wende auf Grad I an. Schließe den Arbeitsgang.	Halte den Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Reguliere die Stationsbedingung. Behandle den Stationsansatz. Beschicke oder bereite den Stationsansatz vor. Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Wende an. Entnimm oder lass die Becken- oder Körpereinheit ab. Entnimm oder lass auf Grad I ab. Entnimm oder lass ab. Wende auf Grad I an. Schließe den Arbeitsgang.	YES
263	G407-S578	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	3	2	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	OK:1	Halte den Stationsansatz im Bad auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Halte den Stationsansatz im Bad auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Beschicke oder bereite vor. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
264	G407-S579	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	26	22	10	12	8	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:6|SH:3|T:1	CH:4|K:4|P:2|R:2	Kennzeichne oder prüfe. Halte im Bad auf Grad I. Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu. Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Wende den Stationsansatz in Anwendungsform und als neuer Bad- oder Stationsansatz an. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Kennzeichne oder prüfe. Entnimm oder lass ab. Wähle die Einheit aus. Entnimm oder lass auf Grad II und in der b-Variante ab. Fahre im selben Arbeitsgang fort. Wähle das Stations- oder Badmaß aus. Wähle die Einheit aus. Führe die Anwendungsportion zur Zielstation oder ins Zielbecken zu. Entnimm oder lass ab. Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken. Wähle das Stations- oder Badmaß aus. Entnimm oder lass ab. Führe den Stationsansatz zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung zu. Wähle die Einheit an der Stations-Nebenstelle aus. Wähle die Becken- oder Körpereinheit aus. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Kennzeichne oder prüfe. Halte den Stationsansatz im Bad auf Grad I. Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu. Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Wende den Stationsansatz in Anwendungsform und als neuer Bad- oder Stationsansatz an. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Kennzeichne oder prüfe. Entnimm oder lass ab. Wähle denselben Stationsansatz aus. Entnimm oder lass auf Grad II und in der b-Variante ab. Fahre im selben Arbeitsgang fort. Wähle das Stationsmaß aus. Wähle dasselbe Stationsmaß aus. Führe die Anwendungsportion zur Zielstation oder ins Zielbecken zu. Entnimm oder lass ab. Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken. Wähle das Stationsmaß aus. Entnimm oder lass ab. Führe den Stationsansatz zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung zu. Wähle denselben Stationsansatz an der Stations-Nebenstelle aus. Wähle die Stationseinheit aus. Halte dieselbe Stationseinheit im Bad auf Grad I. Schließe den Arbeitsgang.	YES
265	G407-S580	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	8	7	1	6	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	T:1	CH:2|K:1|OK:2|SH:1	Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass ab. Führe die Anwendungsportion zu. Halte den Zustand. Entnimm oder lass ab. Temperiere den Stationsansatz auf Grad I. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass ab. Führe die Anwendungsportion zu. Halte den Zustand. Entnimm oder lass ab. Temperiere den Stationsansatz auf Grad I. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
266	G407-S581	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite entlang des Stationswegs oder Kanals vor. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Beschicke oder bereite entlang des Stationswegs oder Kanals vor. Halte den Körper im Bad auf Grad II. Schließe den Arbeitsgang.	YES
267	G407-S582	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
268	G407-S583	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	13	10	2	8	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2	CH:3|K:3|OK:2	"Entnimm oder lass in Anwendungsform, als neuer Bad- oder Stationsansatz und über den Stationskontakt oder die Leitung ab. Führe zu. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz zur Zielstation oder ins Zielbecken zu. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite auf Grad I und zur Zielstation oder ins Zielbecken vor. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken zu. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang."	"Entnimm oder lass in Anwendungsform, als neuer Bad- oder Stationsansatz und über den Stationskontakt oder die Leitung ab. Führe zu. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz zur Zielstation oder ins Zielbecken zu. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite auf Grad I und zur Zielstation oder ins Zielbecken vor. Halte den Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken zu. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang."	YES
269	G407-S585	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	6	5	3	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:1|T:1	CH:1|OK:1	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Leite den Strom zur Zielstation oder ins Zielbecken um. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Reguliere die Stationsbedingung von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Leite den Strom zur Zielstation oder ins Zielbecken um. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Reguliere die Stationsbedingung von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
270	G407-S586	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	4	3	1	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:2|T:1	OK:1	Leite den Strom zur Zielstation oder ins Zielbecken um. Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle. Leite den Strom entlang des Stationswegs oder Kanals um. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Leite den Strom zur Zielstation oder ins Zielbecken um. Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle. Leite den Strom entlang des Stationswegs oder Kanals um. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
271	G407-S589	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	4	1	3	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	OK:2|R:1	Kennzeichne oder prüfe im zweiten Durchgang und über den Stationskontakt oder die Leitung. Beschicke oder bereite vor. Behandle den Stationsansatz. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Kennzeichne oder prüfe im zweiten Durchgang und über den Stationskontakt oder die Leitung. Beschicke oder bereite vor. Behandle den Stationsansatz. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
272	G407-S590	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
273	G407-S591	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
274	G407-S592	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
275	G407-S593	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	15	14	8	6	4	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1|SH:2|T:4	CH:3|OK:1|SH:2	Beschicke oder bereite das Stations- oder Badmaß vor. Halte den Zustand. Entnimm oder lass ab. Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken. Wähle das Stations- oder Badmaß aus. Halte im Bad auf Grad I und zur Zielstation oder ins Zielbecken. Halte im Bad auf Grad I. Entnimm oder lass ab. Reguliere den Stationsansatz. Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken. Halte den Zustand. Entnimm oder lass ab. Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite das Stations- oder Badmaß vor. Halte den Zustand. Entnimm oder lass ab. Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken. Wähle das Stationsmaß aus. Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken. Halte denselben Stationsansatz im Bad auf Grad I. Entnimm oder lass ab. Reguliere den Stationsansatz. Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken. Halte den Zustand. Entnimm oder lass ab. Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
276	G407-S594	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	1	1	0	1	2	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	"Beginne danach den nächsten Arbeitsgang.

Behandle den Ansatz. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Schließe den Arbeitsgang."	YES
277	G407-S595	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
278	G407-S596	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	4	3	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|T:1	OK:1	Reguliere die Stationsbedingung. Behandle den Stationsansatz. Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Reguliere die Stationsbedingung. Behandle den Stationsansatz. Beschicke oder bereite vor. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
279	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	24	22	8	14	5	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1|SH:3|T:3	CH:6|K:3|OK:1|P:2|R:1|SH:1	Verwende für den vorangehenden Arbeitsschritt auf Grad II und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle das Stations- oder Badmaß und den Stationsansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken. Kennzeichne oder prüfe die Becken- oder Körpereinheit. Entnimm oder lass auf Grad I und an der Stations-Arbeitsstelle ab. Führe den Stationsansatz in Anwendungsform, auf Grad I und an der Stations-Arbeitsstelle zu. Führe auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Reguliere den Stationsansatz und das Stations- oder Badmaß. Halte im Bad auf Grad I. Entnimm oder lass den Stationsansatz ab. Wähle die Einheit aus. Entnimm oder lass auf Grad I ab. Reguliere den Stationsansatz. Wende im zweiten Durchgang an. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Halte im Bad in Anwendungsform. Entnimm oder lass ab. Wende auf Grad I an. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt auf Grad II und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle das Stationsmaß und den Stationsansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken. Kennzeichne oder prüfe die Becken- oder Körpereinheit. Entnimm oder lass auf Grad I und an der Stations-Arbeitsstelle ab. Führe den Stationsansatz in Anwendungsform, auf Grad I und an der Stations-Arbeitsstelle zu. Führe auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Reguliere den Stationsansatz und das Stationsmaß. Halte denselben Stationsansatz im Bad auf Grad I. Entnimm oder lass den Stationsansatz ab. Wähle denselben Stationsansatz aus. Entnimm oder lass auf Grad I ab. Reguliere den Stationsansatz. Wende im zweiten Durchgang an. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Halte den Stationsansatz im Bad in Anwendungsform. Entnimm oder lass ab. Wende auf Grad I an. Schließe den Arbeitsgang.	YES
280	G407-S598	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	1	1	0	1	2	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	"Beginne danach den nächsten Arbeitsgang.

Halte die Becken- oder Körpereinheit im Bad auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Halte die Badeinheit im Bad auf Grad I. Schließe den Arbeitsgang."	YES
