gap_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	gdt584_upstream_clause_de	gap_route	next_object_task
595	4072	G407-S537	3	f82r	BIOLOGICAL	ACTION:G407-E3381@3:K	G407-E3381	RUNNING:G407-E3381@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
596	4076	G407-S538	2	f82r	BIOLOGICAL	ACTION:G407-E3385@1:R	G407-E3385	RUNNING:G407-E3385@1	R	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Kennzeichne oder prüfe den Stationsansatz	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
597	4078	G407-S538	4	f82r	BIOLOGICAL	ACTION:G407-E3387@1:OK	G407-E3387	RUNNING:G407-E3387@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
598	4082	G407-S539	3	f82r	BIOLOGICAL	ACTION:G407-E3390@1:CH	G407-E3390	RUNNING:G407-E3390@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
599	4086	G407-S539	7	f82r	BIOLOGICAL	ACTION:G407-E3393@1:OK	G407-E3393	RUNNING:G407-E3393@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
600	4087	G407-S539	8	f82r	BIOLOGICAL	ACTION:G407-E3394@1:OK	G407-E3394	RUNNING:G407-E3394@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad I vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
601	4088	G407-S539	9	f82r	BIOLOGICAL	ACTION:G407-E3395@1:P	G407-E3395	RUNNING:G407-E3395@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
602	4091	G407-S540	1	f82r	BIOLOGICAL	ACTION:G407-E3396@1:R	G407-E3396	RUNNING:G407-E3396@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
603	4094	G407-S542	1	f82r	BIOLOGICAL	ACTION:G407-E3399@1:R	G407-E3399	RUNNING:G407-E3399@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
604	4099	G407-S546	1	f82r	BIOLOGICAL	ACTION:G407-E3403@1:OK	G407-E3403	RUNNING:G407-E3403@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite in Anwendungsform und auf der Anwendungsstufe vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
605	4103	G407-S548	2	f82r	BIOLOGICAL	ACTION:G407-E3407@1:CH	G407-E3407	RUNNING:G407-E3407@1	CH	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Entnimm oder lass das Stations- oder Badmaß ab	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
606	4104	G407-S548	3	f82r	BIOLOGICAL	ACTION:G407-E3407@2:CH	G407-E3407	RUNNING:G407-E3407@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
607	4109	G407-S548	8	f82r	BIOLOGICAL	ACTION:G407-E3410@1:OK	G407-E3410	RUNNING:G407-E3410@1	OK	GDT582_RETAINED_NON_TARGET	2	AIIN+Y	Stations- oder Badmaß|Stationsansatz	Beschicke oder bereite das Stations- oder Badmaß und den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
608	4117	G407-S551	1	f82r	BIOLOGICAL	ACTION:G407-E3417@1:R	G407-E3417	RUNNING:G407-E3417@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
609	4119	G407-S551	3	f82r	BIOLOGICAL	ACTION:G407-E3418@1:OK	G407-E3418	RUNNING:G407-E3418@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
610	4128	G407-S552	6	f82r	BIOLOGICAL	ACTION:G407-E3423@1:R	G407-E3423	RUNNING:G407-E3423@1	R	GDT582_RETAINED_NON_TARGET	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	Kennzeichne oder prüfe den Stationsansatz und das Stations- oder Badmaß	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
611	4129	G407-S552	7	f82r	BIOLOGICAL	ACTION:G407-E3424@1:CH	G407-E3424	RUNNING:G407-E3424@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
612	4134	G407-S553	1	f82r	BIOLOGICAL	ACTION:G407-E3427@1:OK	G407-E3427	RUNNING:G407-E3427@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
613	4137	G407-S555	1	f82r	BIOLOGICAL	ACTION:G407-E3430@1:R	G407-E3430	RUNNING:G407-E3430@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe in der g-Variante und an der Stations-Hauptstelle	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
614	4138	G407-S555	2	f82r	BIOLOGICAL	ACTION:G407-E3431@1:CH	G407-E3431	RUNNING:G407-E3431@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
615	4140	G407-S555	4	f82r	BIOLOGICAL	ACTION:G407-E3433@1:R	G407-E3433	RUNNING:G407-E3433@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
616	4145	G407-S556	2	f82r	BIOLOGICAL	ACTION:G407-E3436@2:CH	G407-E3436	RUNNING:G407-E3436@2	CH	GDT582_RETAINED_NON_TARGET	2	Y+OR	Stationsansatz|Becken- oder Körpereinheit	Entnimm oder lass den Stationsansatz und die Becken- oder Körpereinheit auf Grad II und über den Stationskontakt oder die Leitung ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
617	4146	G407-S556	3	f82r	BIOLOGICAL	ACTION:G407-E3437@1:OK	G407-E3437	RUNNING:G407-E3437@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
618	4147	G407-S556	4	f82r	BIOLOGICAL	ACTION:G407-E3438@1:CH	G407-E3438	RUNNING:G407-E3438@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
619	4151	G407-S556	8	f82r	BIOLOGICAL	ACTION:G407-E3442@1:CH	G407-E3442	RUNNING:G407-E3442@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
620	4152	G407-S556	9	f82r	BIOLOGICAL	ACTION:G407-E3442@2:CH	G407-E3442	RUNNING:G407-E3442@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
621	4153	G407-S556	10	f82r	BIOLOGICAL	ACTION:G407-E3442@3:K	G407-E3442	RUNNING:G407-E3442@3	K	GDT582_RETAINED_NON_TARGET	2	Y+Y	Stationsansatz|Stationsansatz	Führe den Stationsansatz auf Grad I und über den Stationskontakt oder die Leitung zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
622	4154	G407-S556	11	f82r	BIOLOGICAL	ACTION:G407-E3444@2:CH	G407-E3444	RUNNING:G407-E3444@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
623	4155	G407-S556	12	f82r	BIOLOGICAL	ACTION:G407-E3444@3:K	G407-E3444	RUNNING:G407-E3444@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
624	4157	G407-S556	14	f82r	BIOLOGICAL	ACTION:G407-E3446@2:R	G407-E3446	RUNNING:G407-E3446@2	R	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Kennzeichne oder prüfe den Stationsansatz über den Stationskontakt oder die Leitung	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
625	4158	G407-S556	15	f82r	BIOLOGICAL	ACTION:G407-E3448@1:R	G407-E3448	RUNNING:G407-E3448@1	R	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Kennzeichne oder prüfe die Anwendungsportion	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
626	4161	G407-S556	18	f82r	BIOLOGICAL	ACTION:G407-E3451@1:CH	G407-E3451	RUNNING:G407-E3451@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
627	4162	G407-S556	19	f82r	BIOLOGICAL	ACTION:G407-E3453@1:CH	G407-E3453	RUNNING:G407-E3453@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz auf Grad I ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
628	4163	G407-S556	20	f82r	BIOLOGICAL	ACTION:G407-E3453@4:R	G407-E3453	RUNNING:G407-E3453@4	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe in Anwendungsform	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
629	4166	G407-S557	3	f83r	BIOLOGICAL	ACTION:G407-E3456@2:P	G407-E3456	RUNNING:G407-E3456@2	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende über den Stationskontakt oder die Leitung an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
630	4168	G407-S557	5	f83r	BIOLOGICAL	ACTION:G407-E3457@2:P	G407-E3457	RUNNING:G407-E3457@2	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende in Anwendungsform und auf Grad I an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
631	4170	G407-S558	1	f83r	BIOLOGICAL	ACTION:G407-E3458@1:CH	G407-E3458	RUNNING:G407-E3458@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
632	4172	G407-S558	3	f83r	BIOLOGICAL	ACTION:G407-E3458@3:P	G407-E3458	RUNNING:G407-E3458@3	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
633	4174	G407-S558	5	f83r	BIOLOGICAL	ACTION:G407-E3459@1:P	G407-E3459	RUNNING:G407-E3459@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
634	4178	G407-S559	1	f83r	BIOLOGICAL	ACTION:G407-E3461@3:P	G407-E3461	RUNNING:G407-E3461@3	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
635	4182	G407-S559	5	f83r	BIOLOGICAL	ACTION:G407-E3464@1:OK	G407-E3464	RUNNING:G407-E3464@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
636	4183	G407-S559	6	f83r	BIOLOGICAL	ACTION:G407-E3465@1:SH	G407-E3465	RUNNING:G407-E3465@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
637	4185	G407-S559	8	f83r	BIOLOGICAL	ACTION:G407-E3466@2:CH	G407-E3466	RUNNING:G407-E3466@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
638	4191	G407-S560	1	f83r	BIOLOGICAL	ACTION:G407-E3469@1:R	G407-E3469	RUNNING:G407-E3469@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
639	4192	G407-S560	2	f83r	BIOLOGICAL	ACTION:G407-E3469@2:CH	G407-E3469	RUNNING:G407-E3469@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
640	4196	G407-S560	6	f83r	BIOLOGICAL	ACTION:G407-E3473@2:K	G407-E3473	RUNNING:G407-E3473@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
641	4202	G407-S563	1	f83r	BIOLOGICAL	ACTION:G407-E3480@1:OK	G407-E3480	RUNNING:G407-E3480@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
642	4204	G407-S563	3	f83r	BIOLOGICAL	ACTION:G407-E3483@1:OK	G407-E3483	RUNNING:G407-E3483@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
643	4208	G407-S564	2	f83r	BIOLOGICAL	ACTION:G407-E3485@1:OK	G407-E3485	RUNNING:G407-E3485@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
644	4210	G407-S565	1	f83r	BIOLOGICAL	ACTION:G407-E3486@1:CH	G407-E3486	RUNNING:G407-E3486@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
645	4211	G407-S565	2	f83r	BIOLOGICAL	ACTION:G407-E3486@2:K	G407-E3486	RUNNING:G407-E3486@2	K	GDT582_RETAINED_NON_TARGET	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	Führe den Stationsansatz und das Stations- oder Badmaß auf Grad I und an der Stations-Arbeitsstelle zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
646	4216	G407-S566	1	f83r	BIOLOGICAL	ACTION:G407-E3490@3:K	G407-E3490	RUNNING:G407-E3490@3	K	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Führe das Stations- oder Badmaß auf Grad I und als neuer Bad- oder Stationsansatz zu	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
647	4219	G407-S566	4	f83r	BIOLOGICAL	ACTION:G407-E3494@1:CH	G407-E3494	RUNNING:G407-E3494@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
648	4220	G407-S566	5	f83r	BIOLOGICAL	ACTION:G407-E3494@3:CH	G407-E3494	RUNNING:G407-E3494@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
649	4221	G407-S566	6	f83r	BIOLOGICAL	ACTION:G407-E3494@4:K	G407-E3494	RUNNING:G407-E3494@4	K	GDT582_RETAINED_NON_TARGET	2	Y+Y	Stationsansatz|Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
650	4223	G407-S566	8	f83r	BIOLOGICAL	ACTION:G407-E3496@1:CH	G407-E3496	RUNNING:G407-E3496@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I und in der Alternativform ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
651	4224	G407-S566	9	f83r	BIOLOGICAL	ACTION:G407-E3497@1:SH	G407-E3497	RUNNING:G407-E3497@1	SH	SH_CH_BRIDGE_HOLD	0	NONE	NONE	Halte den Zustand auf Grad I	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
652	4226	G407-S567	1	f83r	BIOLOGICAL	ACTION:G407-E3498@1:OK	G407-E3498	RUNNING:G407-E3498@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
653	4227	G407-S567	2	f83r	BIOLOGICAL	ACTION:G407-E3499@1:R	G407-E3499	RUNNING:G407-E3499@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
654	4235	G407-S569	2	f83r	BIOLOGICAL	ACTION:G407-E3504@1:OK	G407-E3504	RUNNING:G407-E3504@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
655	4239	G407-S570	1	f83r	BIOLOGICAL	ACTION:G407-E3506@1:OK	G407-E3506	RUNNING:G407-E3506@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
656	4241	G407-S570	3	f83r	BIOLOGICAL	ACTION:G407-E3508@1:OK	G407-E3508	RUNNING:G407-E3508@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
657	4245	G407-S572	1	f83r	BIOLOGICAL	ACTION:G407-E3510@1:OK	G407-E3510	RUNNING:G407-E3510@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
658	4248	G407-S572	4	f83r	BIOLOGICAL	ACTION:G407-E3511@3:SH	G407-E3511	RUNNING:G407-E3511@3	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
659	4251	G407-S572	7	f83r	BIOLOGICAL	ACTION:G407-E3514@1:OK	G407-E3514	RUNNING:G407-E3514@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
660	4254	G407-S572	10	f83r	BIOLOGICAL	ACTION:G407-E3517@1:R	G407-E3517	RUNNING:G407-E3517@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
661	4256	G407-S572	12	f83r	BIOLOGICAL	ACTION:G407-E3518@1:OK	G407-E3518	RUNNING:G407-E3518@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
662	4258	G407-S575	1	f83r	BIOLOGICAL	ACTION:G407-E3521@1:P	G407-E3521	RUNNING:G407-E3521@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
663	4264	G407-S576	2	f83r	BIOLOGICAL	ACTION:G407-E3523@3:CH	G407-E3523	RUNNING:G407-E3523@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
664	4267	G407-S576	5	f83r	BIOLOGICAL	ACTION:G407-E3524@1:OK	G407-E3524	RUNNING:G407-E3524@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
665	4269	G407-S576	7	f83r	BIOLOGICAL	ACTION:G407-E3527@1:P	G407-E3527	RUNNING:G407-E3527@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
666	4270	G407-S576	8	f83r	BIOLOGICAL	ACTION:G407-E3527@2:CH	G407-E3527	RUNNING:G407-E3527@2	CH	GDT582_RETAINED_NON_TARGET	1	OR	Becken- oder Körpereinheit	Entnimm oder lass die Becken- oder Körpereinheit ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
667	4271	G407-S576	9	f83r	BIOLOGICAL	ACTION:G407-E3528@1:CH	G407-E3528	RUNNING:G407-E3528@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
668	4272	G407-S576	10	f83r	BIOLOGICAL	ACTION:G407-E3528@3:CH	G407-E3528	RUNNING:G407-E3528@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
