statement_ordinal	statement_id	physical_page	register	owner_de	event_count	surface_sequence	corrected_recipe_sequence	action_chain_de	arguments_de	relations_de	grades_de	end_mode	focus_attachment_count	bounded_forward_count	owner_only_count	rule_families	scope_skeleton_de	pass1026_recipe_changed	scope_result
542	P1009-S542	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	qetal dal shedy	CARRIER_Q+E+T+AL | AL | SH+E+DY	EINSTELLEN > HALTEN	NONE	ZIELORT×2	GRAD I×2	LICENSED_DY_CLOSE	4	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN×1+EINSTELLEN×1] > ARG[NONE] > REL[ZIELORT×2] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
543	P1009-S543	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	shey lchedy	SH+E+Y | L+CHD+DY	HALTEN > UMSETZEN	AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	3	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN×1+UMSETZEN×1] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
544	P1009-S544	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	solkeedy qoteedy	OL+K+EE+D_ADDR+Y | OT+EE+DY	GEBEN	AKTIVER POSTEN×1	NONE	GRAD II×2	LICENSED_DY_CLOSE	3	0	0	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[GEBEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
545	P1009-S545	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	qokeey qokedy	OK+EE+Y | OK+E+DY	SETZEN > SETZEN	AKTIVER POSTEN×1	NONE	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	3	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×2] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
546	P1009-S546	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	EINSTELLEN > SETZEN	AKTIVER POSTEN×1	NONE	GRAD I×1+GRAD III×1	LICENSED_DY_CLOSE	3	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+EINSTELLEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1+GRAD III×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
547	P1009-S547	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	qoky saiin solkeedy qokedy	OK+Y | S+AIIN | OL+K+EE+D_ADDR+Y | OK+E+DY	SETZEN > WÄHLEN > GEBEN > SETZEN	WERT×1+AKTIVER POSTEN×2	NONE	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	5	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×2+GEBEN×1+WÄHLEN×1] > ARG[WERT×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
548	P1009-S548	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	otedy	OT+E+DY	BESITZERGETRAGEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	1	OWNER_CONTEXT	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
549	P1009-S549	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	sol chedy lkedy	OL | CHD+Y | L+K+E+DY	UMSETZEN > GEBEN	AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	3	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[GEBEN×1+UMSETZEN×1] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
550	P1009-S550	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	qokchedy qokedy	OK+CHD+Y | OK+E+DY	SETZEN > UMSETZEN > SETZEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×2+UMSETZEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
551	P1009-S551	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	chckhdy sar schedair otchedy	CH+CH+K+D_ADDR+Y | S+AR | CHD+AIR | OT+CHD+DY	NEHMEN > NEHMEN > GEBEN > WÄHLEN > UMSETZEN > UMSETZEN	AKTIVER POSTEN×1	AUSGANG×1+LAUF×1	NONE	LICENSED_DY_CLOSE	3	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN×2+GEBEN×1+WÄHLEN×1+UMSETZEN×2] > ARG[AKTIVER POSTEN×1] > REL[AUSGANG×1+LAUF×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
552	P1009-S552	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
553	P1009-S553	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	UMSETZEN > UMSETZEN	WERT×2+ANTEIL×1+AKTIVER POSTEN×1	NONE	GRAD I×2	LICENSED_DY_CLOSE	6	0	0	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN×2] > ARG[WERT×2+ANTEIL×1+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
554	P1009-S554	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	ldy	L+DY	BESITZERGETRAGEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	1	0	1	L_AIR_RIGHT_FALLBACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NONE] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
555	P1009-S555	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	tchedy qotedy	T+CHD+Y | OT+E+DY	EINSTELLEN > UMSETZEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSTELLEN×1+UMSETZEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
556	P1009-S556	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	qokal shedy	OK+AL | SH+E+DY	SETZEN > HALTEN	NONE	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[NONE] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
557	P1009-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
558	P1009-S558	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	10	shecthedy shecthy otor chedy soiiin checthy chety otaiin olsaly shedy	SH+E+CH+T+E+D_ADDR+Y | SH+E+CH+T+Y | OT+OR | CHD+Y | S+O+LOCAL_CHAR_I+IIN | CH+T+Y | T+Y | OT+AIIN | OL+AL+Y | SH+E+DY	HALTEN > NEHMEN > EINSTELLEN > HALTEN > NEHMEN > EINSTELLEN > UMSETZEN > WÄHLEN > NEHMEN > EINSTELLEN > EINSTELLEN > HALTEN	WERT×1+EINHEIT×1+AKTIVER POSTEN×6	ZIELORT×1	GRAD I×4	LICENSED_DY_CLOSE	13	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN×3+HALTEN×3+WÄHLEN×1+EINSTELLEN×4+UMSETZEN×1] > ARG[WERT×1+EINHEIT×1+AKTIVER POSTEN×6] > REL[ZIELORT×1] > GRAD[GRAD I×4] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
559	P1009-S559	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
560	P1009-S560	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	SETZEN > SETZEN	AKTIVER POSTEN×2	NONE	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	4	1	0	NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×2] > ARG[AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
561	P1009-S561	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	7	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | T+OL | SH+E+DY	UMSETZEN > SETZEN > SETZEN > EINSTELLEN > HALTEN	AKTIVER POSTEN×4	ZIELORT×1	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	7	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×2+HALTEN×1+EINSTELLEN×1+UMSETZEN×1] > ARG[AKTIVER POSTEN×4] > REL[ZIELORT×1] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
562	P1009-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	qokylddy	OK+Y+L+D_ADDR+DY	SETZEN	AKTIVER POSTEN×1	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	2	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
563	P1009-S563	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	UMSETZEN > SETZEN	ANTEIL×1+AKTIVER POSTEN×1	NONE	GRAD II×1	LICENSED_DY_CLOSE	3	1	0	NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+UMSETZEN×1] > ARG[ANTEIL×1+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
564	P1009-S564	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	shckhedy	SH+CH+K+E+DY	HALTEN > NEHMEN > GEBEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN×1+HALTEN×1+GEBEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
565	P1009-S565	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	shckhedy	SH+CH+K+E+DY	HALTEN > NEHMEN > GEBEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN×1+HALTEN×1+GEBEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
566	P1009-S566	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	saiin cheeky sheey qokedy	S+AIIN | CH+K+EE+Y | SH+EE+Y | OK+E+DY	WÄHLEN > NEHMEN > GEBEN > HALTEN > SETZEN	WERT×1+AKTIVER POSTEN×2	NONE	GRAD I×1+GRAD II×2	LICENSED_DY_CLOSE	6	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+NEHMEN×1+HALTEN×1+GEBEN×1+WÄHLEN×1] > ARG[WERT×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×1+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
567	P1009-S567	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	shedy	SH+E+DY	HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
568	P1009-S568	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	oldy	OL+DY	BESITZERGETRAGEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
569	P1009-S569	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	salchedy cheey qody	S+AL+CHD+Y | SH+EE+Y | CARRIER_Q+O+DY	WÄHLEN > UMSETZEN > HALTEN	AKTIVER POSTEN×2	ZIELORT×1	GRAD II×1	LICENSED_DY_CLOSE	4	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN×1+WÄHLEN×1+UMSETZEN×1] > ARG[AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
570	P1009-S570	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	kesd oldy	K+E+S_ADDR+D_ADDR | OL+DY	GEBEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[GEBEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
571	P1009-S571	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	s okeedy	S | OK+EE+DY	WÄHLEN > SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+WÄHLEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
572	P1009-S572	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
573	P1009-S573	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	qoky saii techedy qotchedy	OK+Y | S+AIIN | T+E+CHD+Y | OT+CHD+DY	SETZEN > WÄHLEN > EINSTELLEN > UMSETZEN > UMSETZEN	WERT×1+AKTIVER POSTEN×2	NONE	GRAD I×1	LICENSED_DY_CLOSE	4	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+WÄHLEN×1+EINSTELLEN×1+UMSETZEN×2] > ARG[WERT×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
574	P1009-S574	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	okeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
575	P1009-S575	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	ldy	L+DY	BESITZERGETRAGEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	1	0	1	L_AIR_RIGHT_FALLBACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NONE] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
576	P1009-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	cheol qokchedy lchedy	CH+E+O+L | OK+CHD+Y | L+CHD+DY	NEHMEN > SETZEN > UMSETZEN > UMSETZEN	AKTIVER POSTEN×1	VERBINDUNG×2	GRAD I×1	LICENSED_DY_CLOSE	4	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+NEHMEN×1+UMSETZEN×2] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×2] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
577	P1009-S577	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	9	qokey sy s aiin sheekchy qokey sain shky lchedy	OK+E+Y | Y | S | AIIN | SH+EE+K+CH+Y | OK+E+Y | S+AIN | SH+K+Y | L+CHD+DY	SETZEN > WÄHLEN > HALTEN > GEBEN > NEHMEN > SETZEN > WÄHLEN > HALTEN > GEBEN > UMSETZEN	WERT×1+ANTEIL×1+AKTIVER POSTEN×5	VERBINDUNG×1	GRAD I×2+GRAD II×1	LICENSED_DY_CLOSE	11	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×2+NEHMEN×1+HALTEN×2+GEBEN×2+WÄHLEN×2+UMSETZEN×1] > ARG[WERT×1+ANTEIL×1+AKTIVER POSTEN×5] > REL[VERBINDUNG×1] > GRAD[GRAD I×2+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
578	P1009-S578	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	12	dolshed qokchy saiin cheky okeeol okain chdy sor aiin shy shey lshedy	D_ADDR+OL+SH+E | OK+Y | S+AIIN | CH+K+E+Y | OK+EE+OL | OK+AIN | CHD+Y | S+OR | AIIN | Y | SH+E+Y | L+SH+E+DY	HALTEN > SETZEN > WÄHLEN > NEHMEN > GEBEN > SETZEN > SETZEN > UMSETZEN > WÄHLEN > HALTEN > HALTEN	WERT×2+ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×5	VERBINDUNG×1	GRAD I×4+GRAD II×1	LICENSED_DY_CLOSE	15	0	0	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×3+NEHMEN×1+HALTEN×3+GEBEN×1+WÄHLEN×2+UMSETZEN×1] > ARG[WERT×2+ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×5] > REL[VERBINDUNG×1] > GRAD[GRAD I×4+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
579	P1009-S579	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	qoky sol lkedy	OK+Y | OL | L+K+E+DY	SETZEN > GEBEN	AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	3	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+GEBEN×1] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
580	P1009-S580	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	lchedy	L+CHD+DY	UMSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	1	0	0	L_AIR_RIGHT_FALLBACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN×1] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
581	P1009-S581	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	qokol shedy	OK+OL | SH+E+DY	SETZEN > HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
582	P1009-S582	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	or chey qockhey dairydy	OR | Y | O+CH+K+E+Y | AIR+Y+DY	NEHMEN > GEBEN	EINHEIT×1+AKTIVER POSTEN×3	LAUF×1	GRAD I×1	LICENSED_DY_CLOSE	6	1	1	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN×1+GEBEN×1] > ARG[EINHEIT×1+AKTIVER POSTEN×3] > REL[LAUF×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
