replay_event_id	event_id	pass1026_event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	pass1026_change	all_atoms_on_fixed_sheet	outside_surface_pages	outside_recipe_pages	outside_surface_registers	outside_recipe_registers	page_replay_result	register_replay_result
G399-E3664	P1008-E1162	P1026-E3664	f89r	PHARMA	P1009-S614	f89r1.22	qockhedy	O+CH+K+E+Y	5	UNCHANGED	YES	NONE	f76r|f82r|f83r|f88r	NONE	BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3665	P1008-E1163	P1026-E3665	f89r	PHARMA	P1009-S614	f89r1.22	yty	Y+T+Y	3	UNCHANGED	YES	f10r	f10r|f11r|f13r	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3666	P1008-E1164	P1026-E3666	f89r	PHARMA	P1009-S614	f89r1.22	sheody	SH+E+O+D_ADDR+Y	5	UNCHANGED	YES	f67r2|f88v	f67r2|f72r|f88v	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3667	P1008-E1165	P1026-E3667	f89r	PHARMA	P1009-S614	f89r1.22	qotol	OT+OL	2	UNCHANGED	YES	f77r	f10r|f11r|f75r|f77r|f88v	BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3668	P1008-E1166	P1026-E3668	f89r	PHARMA	P1009-S614	f89r1.22	chead	CH+E+A_ADDR+D_ADDR	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3669	P1008-E1167	P1026-E3669	f89r	PHARMA	P1009-S614	f89r1.22	chey	Y	1	UNCHANGED	YES	f18r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3670	P1008-E1168	P1026-E3670	f89r	PHARMA	P1009-S614	f89r1.22	dal	AL	1	UNCHANGED	YES	f18r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3671	P1008-E1169	P1026-E3671	f89r	PHARMA	P1009-S614	f89r1.23	dain	AIN	1	UNCHANGED	YES	f10r|f11r|f18r|f67r2|f75r|f76r|f81v|f83r|f88v	f10r|f11r|f18r|f55v|f67r2|f75r|f76r|f77r|f81v|f83r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3672	P1008-E1170	P1026-E3672	f89r	PHARMA	P1009-S614	f89r1.23	oteos	OT+E+O+S_ADDR	4	RESEGMENTED	YES	f72r	f72r	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3673	P1008-E1171	P1026-E3673	f89r	PHARMA	P1009-S614	f89r1.23	cheody	CH+E+O+Y	4	UNCHANGED	YES	f55v|f88r|f88v	f55v|f88r|f88v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3674	P1008-E1172	P1026-E3674	f89r	PHARMA	P1009-S614	f89r1.23	cheodain	CH+E+O+D_ADDR+AIN	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3675	P1008-E1173	P1026-E3675	f89r	PHARMA	P1009-S614	f89r1.23	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3676	P1008-E1174	P1026-E3676	f89r	PHARMA	P1009-S614	f89r1.23	chodaiin	CH+O+D_ADDR+AIIN	4	UNCHANGED	YES	f10r|f76r	f10r|f76r	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3677	P1008-E1184	P1026-E3677	f89r	PHARMA	P1009-S615	f89r2.6	qokcheody	OK+CH+E+O+R	5	UNCHANGED	YES	NONE	f17r	NONE	HERBAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3678	P1008-E1185	P1026-E3678	f89r	PHARMA	P1009-S615	f89r2.6	cheodal	CH+E+O+AL	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3679	P1008-E1186	P1026-E3679	f89r	PHARMA	P1009-S615	f89r2.6	dair	D_ADDR+AIR	2	UNCHANGED	YES	f10r|f11r|f17r|f18r|f88v	f10r|f11r|f17r|f18r|f88v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3680	P1008-E1187	P1026-E3680	f89r	PHARMA	P1009-S615	f89r2.6	cholkeedy	OL+K+EE+DY	4	UNCHANGED	YES	NONE	f75r|f81v|f83r	NONE	BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3681	P1008-E1188	P1026-E3681	f89r	PHARMA	P1009-S616	f89r2.6	qokedy	OK+E+DY	3	UNCHANGED	YES	f75r|f76r|f77r|f81v|f82r|f83r	f75r|f76r|f77r|f81v|f82r|f83r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3682	P1008-E1189	P1026-E3682	f89r	PHARMA	P1009-S617	f89r2.6	cheal	AL	1	UNCHANGED	YES	f82r	f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	BIOLOGICAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3683	P1008-E1190	P1026-E3683	f89r	PHARMA	P1009-S617	f89r2.6	cheo	CH+E+O	3	UNCHANGED	YES	f72r|f76r	f72r|f76r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3684	P1008-E1191	P1026-E3684	f89r	PHARMA	P1009-S617	f89r2.6	dal	AL	1	UNCHANGED	YES	f18r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3685	P1008-E1192	P1026-E3685	f89r	PHARMA	P1009-S617	f89r2.6	qoaiis	CARRIER_Q+O+IIN+S	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3686	P1008-E1193	P1026-E3686	f89r	PHARMA	P1009-S617	f89r2.6	shey	SH+E+Y	3	UNCHANGED	YES	f11r|f13r|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r	f11r|f13r|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3687	P1008-E1194	P1026-E3687	f89r	PHARMA	P1009-S617	f89r2.6	cpheeedol	CH+P+EEE+D_ADDR+OL	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3688	P1008-E1195	P1026-E3688	f89r	PHARMA	P1009-S617	f89r2.6	deey	D_ADDR+EE+Y	3	UNCHANGED	YES	f83r	f83r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3689	P1008-E1196	P1026-E3689	f89r	PHARMA	P1009-S617	f89r2.6	qockhey	O+CH+K+E+Y	5	UNCHANGED	YES	f76r|f82r|f83r|f88r	f76r|f82r|f83r|f88r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3690	P1008-E1197	P1026-E3690	f89r	PHARMA	P1009-S617	f89r2.6	chaldy	CH+AL+Y	3	UNCHANGED	YES	NONE	f76r|f88v	NONE	BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3691	P1008-E1198	P1026-E3691	f89r	PHARMA	P1009-S617	f89r2.6	daim	A_ADDR+LOCAL_CHAR_I+M_LOCAL	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3692	P1008-E1199	P1026-E3692	f89r	PHARMA	P1009-S617	f89r2.7	chos	CH+O+S	3	UNCHANGED	YES	f56r|f67r2	f56r|f67r2	HERBAL|CELESTIAL	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3693	P1008-E1200	P1026-E3693	f89r	PHARMA	P1009-S617	f89r2.7	aiin	AIIN	1	UNCHANGED	YES	f10r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3694	P1008-E1201	P1026-E3694	f89r	PHARMA	P1009-S617	f89r2.7	cheodal	CH+E+O+AL	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3695	P1008-E1202	P1026-E3695	f89r	PHARMA	P1009-S617	f89r2.7	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3696	P1008-E1203	P1026-E3696	f89r	PHARMA	P1009-S617	f89r2.7	chy	Y	1	UNCHANGED	YES	f10r|f11r|f17r|f56r|f72r|f75r|f76r|f77r|f81v|f88r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3697	P1008-E1204	P1026-E3697	f89r	PHARMA	P1009-S617	f89r2.7	chedain	CHD+AIN	2	UNCHANGED	YES	f76r|f83r	f76r|f83r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3698	P1008-E1205	P1026-E3698	f89r	PHARMA	P1009-S617	f89r2.7	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	9	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3699	P1008-E1206	P1026-E3699	f89r	PHARMA	P1009-S617	f89r2.7	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3700	P1008-E1207	P1026-E3700	f89r	PHARMA	P1009-S617	f89r2.7	chody	CH+O+D_ADDR+Y	4	UNCHANGED	YES	f11r|f56r|f88r|f88v	f11r|f56r|f88r|f88v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3701	P1008-E1208	P1026-E3701	f89r	PHARMA	P1009-S617	f89r2.7	cheedy	CH+EE+D_ADDR+Y	4	UNCHANGED	YES	f72r|f76r|f77r|f81v|f82r|f88v	f72r|f76r|f77r|f81v|f82r|f88v	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3702	P1008-E1209	P1026-E3702	f89r	PHARMA	P1009-S617	f89r2.7	tchodol	T+CH+O+D_ADDR+OL	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3703	P1008-E1210	P1026-E3703	f89r	PHARMA	P1009-S617	f89r2.7	chor	CH+OR	2	UNCHANGED	YES	f10r|f13r|f17r|f18r|f56r|f88r|f88v	f10r|f13r|f17r|f18r|f56r|f88r|f88v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3704	P1008-E1211	P1026-E3704	f89r	PHARMA	P1009-S617	f89r2.7	choldy	OL+Y	2	UNCHANGED	YES	NONE	f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r	NONE	HERBAL|BIOLOGICAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3705	P1008-E1212	P1026-E3705	f89r	PHARMA	P1009-S617	f89r2.7	chos	CH+O+S	3	UNCHANGED	YES	f56r|f67r2	f56r|f67r2	HERBAL|CELESTIAL	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3706	P1008-E1213	P1026-E3706	f89r	PHARMA	P1009-S617	f89r2.7	dol	D_ADDR+OL	2	UNCHANGED	YES	f13r|f76r|f77r|f81v|f82r|f88r	f11r|f13r|f76r|f77r|f81v|f82r|f88r	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3707	P1008-E1214	P1026-E3707	f89r	PHARMA	P1009-S617	f89r2.7	okcheeg	OK+Y	2	UNCHANGED	YES	NONE	f10r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	NONE	HERBAL|BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3708	P1008-E1215	P1026-E3708	f89r	PHARMA	P1009-S617	f89r2.8	tol	T+OL	2	UNCHANGED	YES	f83r|f88v	f11r|f56r|f83r|f88v	BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3709	P1008-E1216	P1026-E3709	f89r	PHARMA	P1009-S617	f89r2.8	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3710	P1008-E1217	P1026-E3710	f89r	PHARMA	P1009-S617	f89r2.8	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3711	P1008-E1218	P1026-E3711	f89r	PHARMA	P1009-S617	f89r2.8	daiinody	D_ADDR+AIIN+Y	3	UNCHANGED	YES	NONE	f55v	NONE	HERBAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3712	P1008-E1219	P1026-E3712	f89r	PHARMA	P1009-S617	f89r2.8	qokeey	OK+EE+Y	3	UNCHANGED	YES	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3713	P1008-E1220	P1026-E3713	f89r	PHARMA	P1009-S617	f89r2.8	cheoldy	CH+E+O+L+Y	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3714	P1008-E1221	P1026-E3714	f89r	PHARMA	P1009-S617	f89r2.8	qody	CARRIER_Q+O+DY	3	UNCHANGED	YES	f17r|f83r	f17r|f83r	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3715	P1008-E1222	P1026-E3715	f89r	PHARMA	P1009-S618	f89r2.8	cheor	CH+E+O+R	4	UNCHANGED	YES	f68r1|f71v|f72r|f76r|f82r|f88r|f88v	f68r1|f71v|f72r|f76r|f82r|f88r|f88v	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3716	P1008-E1223	P1026-E3716	f89r	PHARMA	P1009-S618	f89r2.8	sain	S+AIN	2	UNCHANGED	YES	f17r|f67r2|f75r|f76r|f77r|f82r|f83r	f17r|f67r2|f75r|f76r|f77r|f82r|f83r	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3717	P1008-E1224	P1026-E3717	f89r	PHARMA	P1009-S618	f89r2.8	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3718	P1008-E1225	P1026-E3718	f89r	PHARMA	P1009-S618	f89r2.8	oky	OK+Y	2	UNCHANGED	YES	f10r|f55v|f76r|f81v|f82r|f88r	f10r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3719	P1008-E1226	P1026-E3719	f89r	PHARMA	P1009-S618	f89r2.8	cheody	CH+E+O+Y	4	UNCHANGED	YES	f55v|f88r|f88v	f55v|f88r|f88v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3720	P1008-E1227	P1026-E3720	f89r	PHARMA	P1009-S618	f89r2.8	cheoky	CH+E+O+K+Y	5	UNCHANGED	YES	f72r|f82r	f72r|f82r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3721	P1008-E1234	P1026-E3721	f89r	PHARMA	P1009-S619	f89r2.12	porachol	P+O+R+A_ADDR+CH+OL	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3722	P1008-E1235	P1026-E3722	f89r	PHARMA	P1009-S619	f89r2.12	yody	Y+O+DY	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3723	P1008-E1236	P1026-E3723	f89r	PHARMA	P1009-S620	f89r2.12	qoteol	OT+E+OL	3	UNCHANGED	YES	NONE	f72r|f88v	NONE	CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E3724	P1008-E1237	P1026-E3724	f89r	PHARMA	P1009-S620	f89r2.12	oldaiin	OL+D_ADDR+AIIN	3	UNCHANGED	YES	f88v	f88v	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3725	P1008-E1238	P1026-E3725	f89r	PHARMA	P1009-S620	f89r2.12	otol	OT+OL	2	UNCHANGED	YES	f10r|f11r|f75r|f88v	f10r|f11r|f75r|f77r|f88v	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3726	P1008-E1239	P1026-E3726	f89r	PHARMA	P1009-S620	f89r2.12	sheor	SH+E+OR	3	UNCHANGED	YES	f88r|f88v	f88r|f88v	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3727	P1008-E1240	P1026-E3727	f89r	PHARMA	P1009-S620	f89r2.12	shor	SH+OR	2	UNCHANGED	YES	f10r|f11r|f17r|f18r|f77r|f88v	f10r|f11r|f17r|f18r|f77r|f88v	HERBAL|BIOLOGICAL	HERBAL|BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3728	P1008-E1241	P1026-E3728	f89r	PHARMA	P1009-S620	f89r2.12	oldaiin	OL+D_ADDR+AIIN	3	UNCHANGED	YES	f88v	f88v	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3729	P1008-E1242	P1026-E3729	f89r	PHARMA	P1009-S620	f89r2.12	otchol	OT+CH+OL	3	UNCHANGED	YES	f13r|f17r|f88r	f10r|f13r|f17r|f88r	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3730	P1008-E1243	P1026-E3730	f89r	PHARMA	P1009-S620	f89r2.12	cheol	CH+E+O+L	4	UNCHANGED	YES	f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r	f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3731	P1008-E1244	P1026-E3731	f89r	PHARMA	P1009-S620	f89r2.12	otolpchy	OT+OL+P+CH+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E3732	P1008-E1245	P1026-E3732	f89r	PHARMA	P1009-S620	f89r2.12	dar	D_ADDR+AR	2	UNCHANGED	YES	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v	HERBAL|BIOLOGICAL|CELESTIAL	HERBAL|BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3733	P1008-E1246	P1026-E3733	f89r	PHARMA	P1009-S620	f89r2.12	cho	HO	1	UNCHANGED	YES	f17r|f55v|f56r|f88v	f17r|f55v|f56r|f88v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E3734	P1008-E1247	P1026-E3734	f89r	PHARMA	P1009-S620	f89r2.12	lkeopol	L+K+E+O+P+OL	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
