active_group_serial	work_order_id	active_unit_no	active_unit_id	phase	path_role	source_group_id	page	source_unit	reading_unit_id	visible_owner	visible_surface	lookup_id	resolved_entry_id	resolved_reading_de
P377	D4_FRESH_PLANT_LEFT_WHEEL	35	B3-S026	HOW	EXECUTED_PROSE_CARD	E289	f83r	B3	B3-S026	NOT_REQUIRED	checthy	PR015	MC161	bereit
P378	D4_FRESH_PLANT_LEFT_WHEEL	35	B3-S026	HOW	EXECUTED_PROSE_CARD	E290	f83r	B3	B3-S026	NOT_REQUIRED	chealror	PR014	MC146	Ansatz von dort zur Zielstelle
P379	D4_FRESH_PLANT_LEFT_WHEEL	35	B3-S026	HOW	EXECUTED_PROSE_CARD	E291	f83r	B3	B3-S026	NOT_REQUIRED	solkeedy	PR206	MC045	länger sammeln; Schluss
P380	D4_FRESH_PLANT_LEFT_WHEEL	36	B3-S027	HOW	EXECUTED_PROSE_CARD	E292	f83r	B3	B3-S027	NOT_REQUIRED	qoteedy	PR170	MC173	lange Folge; Schluss
P381	D4_FRESH_PLANT_LEFT_WHEEL	37	B3-S028	HOW	EXECUTED_PROSE_CARD	E293	f83r	B3	B3-S028	NOT_REQUIRED	qokeey	PR152	MC002	länger ansetzen
P382	D4_FRESH_PLANT_LEFT_WHEEL	37	B3-S028	HOW	EXECUTED_PROSE_CARD	E294	f83r	B3	B3-S028	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss
P383	D4_FRESH_PLANT_LEFT_WHEEL	38	B3-S029	HOW	EXECUTED_PROSE_CARD	E295	f83r	B3	B3-S029	NOT_REQUIRED	sol	PR204	MC153	fortsetzen
P384	D4_FRESH_PLANT_LEFT_WHEEL	38	B3-S029	HOW	EXECUTED_PROSE_CARD	E296	f83r	B3	B3-S029	NOT_REQUIRED	cheeety	PR022	MC094	ganzen Teilposten
P385	D4_FRESH_PLANT_LEFT_WHEEL	38	B3-S029	HOW	EXECUTED_PROSE_CARD	E297	f83r	B3	B3-S029	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss
P386	D4_FRESH_PLANT_LEFT_WHEEL	39	B3-S030	HOW	EXECUTED_PROSE_CARD	E298	f83r	B3	B3-S030	NOT_REQUIRED	qoky	PR157	MC026	aktuellen Posten ansetzen
P387	D4_FRESH_PLANT_LEFT_WHEEL	39	B3-S030	HOW	EXECUTED_PROSE_CARD	E299	f83r	B3	B3-S030	NOT_REQUIRED	saiin	PR176	MC039	Sollmaß
P388	D4_FRESH_PLANT_LEFT_WHEEL	39	B3-S030	HOW	EXECUTED_PROSE_CARD	E300	f83r	B3	B3-S030	NOT_REQUIRED	schedair	PR179	MC116	Wasser weiterleiten
P389	D4_FRESH_PLANT_LEFT_WHEEL	39	B3-S030	HOW	EXECUTED_PROSE_CARD	E301	f83r	B3	B3-S030	NOT_REQUIRED	otchedy	PR126	MC057	nächsten Posten überführen; Schluss
P390	D4_FRESH_PLANT_LEFT_WHEEL	40	B3-S031	HOW	EXECUTED_PROSE_CARD	E302	f83r	B3	B3-S031	NOT_REQUIRED	qokeedy	PR150	MC082	länger ansetzen; Schluss
P391	D4_FRESH_PLANT_LEFT_WHEEL	41	B3-S032	HOW	EXECUTED_PROSE_CARD	E303	f83r	B3	B3-S032	NOT_REQUIRED	chedain	PR016	MC145	Portion umsetzen
P392	D4_FRESH_PLANT_LEFT_WHEEL	41	B3-S032	HOW	EXECUTED_PROSE_CARD	E304	f83r	B3	B3-S032	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen
P393	D4_FRESH_PLANT_LEFT_WHEEL	41	B3-S032	HOW	EXECUTED_PROSE_CARD	E305	f83r	B3	B3-S032	NOT_REQUIRED	qotedaiin	PR169	MC018	kurzes Folgemass
P394	D4_FRESH_PLANT_LEFT_WHEEL	41	B3-S032	HOW	EXECUTED_PROSE_CARD	E306	f83r	B3	B3-S032	NOT_REQUIRED	otaiin	PR122	MC060	Folgemaß
P395	D4_FRESH_PLANT_LEFT_WHEEL	41	B3-S032	HOW	EXECUTED_PROSE_CARD	E307	f83r	B3	B3-S032	NOT_REQUIRED	otedy	PR129	MC135	kurze Folge; Schluss
P396	D4_FRESH_PLANT_LEFT_WHEEL	42	B3-S033	HOW	EXECUTED_PROSE_CARD	E308	f83r	B3	B3-S033	NOT_REQUIRED	ldy	PR088	MC004	abziehen; Ende
P397	D4_FRESH_PLANT_LEFT_WHEEL	43	B3-S034	HOW	EXECUTED_PROSE_CARD	E309	f83r	B3	B3-S034	NOT_REQUIRED	soiiin	PR203	MC033	Sollstufe
P398	D4_FRESH_PLANT_LEFT_WHEEL	43	B3-S034	HOW	EXECUTED_PROSE_CARD	E310	f83r	B3	B3-S034	NOT_REQUIRED	checthy	PR015	MC161	bereit
P399	D4_FRESH_PLANT_LEFT_WHEEL	43	B3-S034	HOW	EXECUTED_PROSE_CARD	E311	f83r	B3	B3-S034	NOT_REQUIRED	chety	PR029	MC086	Teil abtrennen
P400	D4_FRESH_PLANT_LEFT_WHEEL	43	B3-S034	HOW	EXECUTED_PROSE_CARD	E312	f83r	B3	B3-S034	NOT_REQUIRED	otaiin	PR122	MC060	Folgemaß
P401	D4_FRESH_PLANT_LEFT_WHEEL	43	B3-S034	HOW	EXECUTED_PROSE_CARD	E313	f83r	B3	B3-S034	NOT_REQUIRED	olsaly	PR117	MC078	untere Zielstelle
P402	D4_FRESH_PLANT_LEFT_WHEEL	43	B3-S034	HOW	EXECUTED_PROSE_CARD	E314	f83r	B3	B3-S034	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss
