transition_serial	statement_id	unit_id	entry_boundary_class	observed_triggers	inferred_missing_slots	pre_state	owner_operation	active_operation	target_operation	previous_operation	operation_trace	post_state	compiler_state_path	backward_from_full_log	backward_from_post_state_only	irreducible_ambiguity_codes	record_local_contract
67	B3-S005	B3	RESUME_ACTIVE_ITEM	BOUNDARY:RESUME_ACTIVE_ITEM | CLOSURE:F075:TERMINAL | LOCAL_TARGET_FILLER:VESSEL_OR_RUN | SOURCE_TO:B3-LB01:RESUME_ACTIVE_ITEM	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	CARRY	RESUME	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:RESUME(B3:I001) -> TARGET/STATION:CARRY(B3:T002) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B3:T003;LOCAL_VESSEL_OR_RUN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
68	B3-S006	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F076:TERMINAL | LOCAL_TARGET_FILLER:COVERED_CATCH_VESSEL | LOCAL_PREVIOUS_CUE:TWO_SHARES	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	INTRODUCE	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T003) -> PREVIOUS_ITEM:CARRY(UNSET) -> PREVIOUS_ITEM:INTRODUCE_DERIVED(B3:I002;LOCAL_TWO_SHARES) -> TARGET/STATION:INTRODUCE(B3:T004;LOCAL_COVERED_CATCH_VESSEL)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TWO_INPUTS_ORDER_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
69	B3-S007	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F077:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
70	B3-S008	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ABLASSEN? | CLOSURE:F078:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:RESUME(B3:T004;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
71	B3-S009	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ANWENDEN? | CLOSURE:F079:OPEN | SOURCE_FROM:B3-LB02:RESUME_ACTIVE_ITEM	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:RESUME(B3:T004;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
72	B3-S010	B3	RESUME_ACTIVE_ITEM	BOUNDARY:RESUME_ACTIVE_ITEM | CLOSURE:F080:TERMINAL | SOURCE_TO:B3-LB02:RESUME_ACTIVE_ITEM	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	RESUME	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:RESUME(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
73	B3-S011	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ANWENDEN? | CLOSURE:F081:OPEN | LOCAL_TARGET_FILLER:MARKED_TARGET | SOURCE_FROM:B3-LB03:RESUME_ACTIVE_ITEM	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T005;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
74	B3-S012	B3	RESUME_ACTIVE_ITEM	BOUNDARY:RESUME_ACTIVE_ITEM | EXACT_SELECTED:ANSATZ? | CLOSURE:F082:TERMINAL | SOURCE_TO:B3-LB03:RESUME_ACTIVE_ITEM	OWNER	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CARRY	RESUME	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:RESUME(B3:I001) -> TARGET/STATION:CARRY(B3:T005) -> PREVIOUS_ITEM:CARRY(B3:I002) -> ACTIVE_ITEM/PREPARATION:RESUME_OR_CONFIRM(B3:I001;ANSATZ?)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
75	B3-S013	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:SPÜLEN? | CLOSURE:F083:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET | LOCAL_PREVIOUS_CUE:SAME_SETTING	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION | PREVIOUS_ITEM	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	RESUME	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T005) -> PREVIOUS_ITEM:CARRY(B3:I002) -> PREVIOUS_ITEM:RESUME(B3:I002;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B3:T006;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
76	B3-S014	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F084:TERMINAL | LOCAL_TARGET_FILLER:UPPER_RUN	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T006) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T007;LOCAL_UPPER_RUN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
77	B3-S015	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ABLASSEN? | CLOSURE:F085:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T007) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:RESUME(B3:T007;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
78	B3-S016	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F086:OPEN > F087:TERMINAL | LOCAL_TARGET_FILLER:LOWER_OUTLET | SOURCE_FROM:B3-LB04:CONTINUE_SAME_CLAUSE | SOURCE_TO:B3-LB04:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B3-LB04:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T007) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T008;LOCAL_LOWER_OUTLET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
79	B3-S017	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F088:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
80	B3-S018	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F089:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
81	B3-S019	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F090:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
82	B3-S020	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ZIEL? | EXACT_SELECTED:ABLASSEN? | CLOSURE:F091:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T009;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
83	B3-S021	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:BEREIT? | EXACT_SELECTED:ZIEL? | EXACT_SELECTED:MASS? | EXACT_SELECTED:ZIEL? | EXACT_SELECTED:BEREIT? | CLOSURE:F092:OPEN > F093:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET | LOCAL_PREVIOUS_CUE:REMAINDER | SOURCE_FROM:B3-LB05:CONTINUE_SAME_CLAUSE | SOURCE_TO:B3-LB05:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B3-LB05:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T009) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T010;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
84	B3-S022	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F094:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T010) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
85	B3-S023	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ABLASSEN? | CLOSURE:F095:TERMINAL | SOURCE_FROM:B3-LB06:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T010) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:RESUME(B3:T010;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
86	B3-S024	B3	NEXT_PARALLEL_CELL	BOUNDARY:NEXT_PARALLEL_CELL | CLOSURE:F096:TERMINAL | LOCAL_TARGET_FILLER:VESSEL_OR_RUN | SOURCE_TO:B3-LB06:NEXT_PARALLEL_CELL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER:CARRY(B3:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B3:I001) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B3:I003) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B3:T011;LOCAL_VESSEL_OR_RUN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
87	B3-S025	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F097:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T011) -> PREVIOUS_ITEM:CARRY(B3:I001)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
88	B3-S026	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:BEREIT? | CLOSURE:F098:OPEN > F099:TERMINAL | LOCAL_TARGET_FILLER:PERSON_AT_BASIN | SOURCE_FROM:B3-LB07:CONTINUE_SAME_CLAUSE | SOURCE_TO:B3-LB07:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B3-LB07:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T011) -> PREVIOUS_ITEM:CARRY(B3:I001) -> TARGET/STATION:INTRODUCE(B3:T012;LOCAL_PERSON_AT_BASIN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
89	B3-S027	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F100:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I003) -> TARGET/STATION:CARRY(B3:T012) -> PREVIOUS_ITEM:CARRY(B3:I001)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
