universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	local_selected_source_fragment	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	reverse_lookup_requirement	semantic_invertibility_from_surface_alone	source_fragment_digest	mechanical_roundtrip_token	roundtrip_status
614	ASTRO	A2	f68r1	233	f68r1.19	f68r1.19:1	S11	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.19::1::12208	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S11; externer Picatrix-Vergleichsname: Ozobea; dort überlieferte Operationsklasse: Befreiung, Handel oder festen Bau.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.19:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S11	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otys	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	7f2e8c203fa68eedfe43	b4a6b58cf4986ef5738e	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
615	ASTRO	A2	f68r1	234	f68r1.20	f68r1.20:1	S12	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.20::1::12209	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S12; externer Picatrix-Vergleichsname: Acarfa; dort überlieferte Operationsklasse: Pflanzen, Besitz oder Schifffahrt.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.20:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S12	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	olor	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	d4c8803a6ac5ce0c1b3e	b7249aefd0a9ff3b3ced	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
616	ASTRO	A2	f68r1	235	f68r1.21	f68r1.21:1	S13	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.21::1::12210	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S13; externer Picatrix-Vergleichsname: Alahuc; dort überlieferte Operationsklasse: Handel, Saat, Reise oder Bau.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.21:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S13	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ockhy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	717a868f56ee2dbc9642	240fb8e5329111d3394b	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
617	ASTRO	A2	f68r1	236	f68r1.22	f68r1.22:1	S14	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.22::1::12211	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S14; externer Picatrix-Vergleichsname: Acimech; dort überlieferte Operationsklasse: Kranke heilen, Reise oder Freundschaft.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.22:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S14	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ofcheor	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	96acf0c2568e0c5e1034	79b4bc82a100e4a3d1e1	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
618	ASTRO	A2	f68r1	237	f68r1.23	f68r1.23:1	S15	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.23::1::12212	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S15; externer Picatrix-Vergleichsname: Algafra; dort überlieferte Operationsklasse: Brunnen, Schatzsuche oder Trennung.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.23:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S15	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otchdy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	b45df02fa1d00a9e8651	7f9149aae9783a964698	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
619	ASTRO	A2	f68r1	238	f68r1.24	f68r1.24:1	S16	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.24::1::12213	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S16; externer Picatrix-Vergleichsname: Aculine; dort überlieferte Operationsklasse: Befreiung oder Zwietracht.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.24:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S16	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otykchs	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	0ab0969dfde3c199cbd2	45ac08929c00810c974a	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
620	ASTRO	A2	f68r1	239	f68r1.25	f68r1.25:1	S17	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.25::1::12214	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S17; externer Picatrix-Vergleichsname: Alichil; dort überlieferte Operationsklasse: dauerhafte Freundschaft, Bau oder Schifffahrt.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.25:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S17	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otol	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	8027944f3905d3c19d39	d116b716ceb8da70435b	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
621	ASTRO	A2	f68r1	240	f68r1.26	f68r1.26:1	S18	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.26::1::12215	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S18; externer Picatrix-Vergleichsname: Alcalb; dort überlieferte Operationsklasse: Bau, Befreiung oder Streit.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.26:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S18	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otor	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	3792be402068164d3f79	6947691a6fed149d3d7c	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
622	ASTRO	A2	f68r1	241	f68r1.27	f68r1.27:1	S19	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.27::1::12216	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S19; externer Picatrix-Vergleichsname: Exaula; dort überlieferte Operationsklasse: Krieg, Ernte, Reise oder Gefangenschaft.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.27:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S19	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	oiinar	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	6b631fdf131aadb52418	2c64070c7eff9f604896	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
623	ASTRO	A2	f68r1	242	f68r1.28	f68r1.28:1	S20	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.28::1::12217	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S20; externer Picatrix-Vergleichsname: Nahaym; dort überlieferte Operationsklasse: Tiere zähmen, Rückkehr oder Versammlung.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.28:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S20	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okoldy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	a6c62d5c86a0d586e3d6	3c1eafe296fab135aa2d	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
624	ASTRO	A2	f68r1	243	f68r1.29	f68r1.29:1	S21	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.29::1::12218	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S21; externer Picatrix-Vergleichsname: Elbelda; dort überlieferte Operationsklasse: Bau, Ernte, Reise oder Trennung.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.29:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S21	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ykchdy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	955b06f4462ab1eebb0a	93b0248f14a2bd7487e8	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
625	ASTRO	A2	f68r1	244	f68r1.30	f68r1.30:1	S22	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.30::1::12219	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S22; externer Picatrix-Vergleichsname: Cadaldeba; dort überlieferte Operationsklasse: Krankheit heilen oder Gefangene lösen.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.30:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S22	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	oeeody	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	1a452e5d78ad47f3dd90	1d843d92313f1e80ef29	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
626	ASTRO	A2	f68r1	245	f68r1.31	f68r1.31:1	S23	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.31::1::12220	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S23; externer Picatrix-Vergleichsname: Cacidebehah; dort überlieferte Operationsklasse: Krankheit heilen oder Gefangene lösen.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.31:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S23	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ocphy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	75bc4a9d7d10c27ff30e	25271af8c64c6d502d42	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
627	ASTRO	A2	f68r1	246	f68r1.32	f68r1.32:1	S24	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.32::1::12221	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S24; externer Picatrix-Vergleichsname: Zazedahot; dort überlieferte Operationsklasse: Handel, Ehe oder Sieg.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.32:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S24	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okeeodal	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	af2162871760671b3eb2	6ef33a4193a467df53de	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
628	ASTRO	A2	f68r1	247	f68r1.33	f68r1.33:1	S25	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.33::1::12222	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S25; externer Picatrix-Vergleichsname: Cadalhacia; dort überlieferte Operationsklasse: Körperglied binden, Streit oder Bau.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.33:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S25	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okshor	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	ed29fa42e25a35f2f7aa	adee1747f6dbb29731a3	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
629	ASTRO	A2	f68r1	248	f68r1.34	f68r1.34:1	S26	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.34::1::12223	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S26; externer Picatrix-Vergleichsname: Almiquidam; dort überlieferte Operationsklasse: Liebe, Reise oder festen Bau.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.34:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S26	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	osdaiin	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	e2d95db3a21569333c41	b8e059eaf6365c3e0a3c	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
630	ASTRO	A2	f68r1	249	f68r1.35	f68r1.35:1	S27	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.35::1::12224	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S27; externer Picatrix-Vergleichsname: Algrafaium; dort überlieferte Operationsklasse: Krankheit heilen, Handel oder Gefahr.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.35:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S27	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otochedy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	fb7e3d415a492f864ae3	6cf9244e3b1563c132a5	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
631	ASTRO	A2	f68r1	250	f68r1.36	f68r1.36:1	S28	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.36::1::12225	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S28; externer Picatrix-Vergleichsname: Arexe; dort überlieferte Operationsklasse: Ernte, Reise, Frieden oder Gefangenschaft.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.36:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=S28	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dolchedy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	098bebfff11aa52a672a	49092f1648e536d29167	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
632	ASTRO	A2	f68r1	251	f68r1.37	f68r1.37:1	CENTRE_LEGEND	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::1::12226	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 1/5; KEINE KARTENGLOSSE] Der Mond besitzt	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.37:1	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=CENTRE_LEGEND	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	oky	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	8186e12f777ae809fc63	57ae2e64111bc983e3a4	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
633	ASTRO	A2	f68r1	252	f68r1.37	f68r1.37:2	CENTRE_LEGEND	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::2::12227	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 2/5; KEINE KARTENGLOSSE] in dieser lokalen	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.37:2	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=CENTRE_LEGEND	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okchdy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	7555c7f5186f4507ff8b	3034e5ecc1bbb16c3684	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
634	ASTRO	A2	f68r1	253	f68r1.37	f68r1.37:3	CENTRE_LEGEND	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::3::12228	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 3/5; KEINE KARTENGLOSSE] Editionswelt einen vollständigen	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f68r1	LOOK_UP_LOCAL_ADDRESS=f68r1.37:3	PAGE_NAMESPACE=f68r1; LOCAL_ITEM=CENTRE_LEGEND	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okardy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	7c7775c0c55953eea904	3b18deebdff850e2146e	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
