combined_group_ordinal	namespace	unit_id	page	source_locus	field_or_local_address	statement_or_locus_unit	group_ordinal_within_unit	opaque_whole_card_key	surface_display_only	typed_source_class	silent_state_mode	compiler_channel	licensed_prompt	event_template_or_local_role	external_exemplar_payload_key	external_source_payload	field_grouping_operation	line_reflow_operation	hand_renderer_operation	id_to_surface_encode_status	surface_to_id_decode_status	formal_identity_order_layout_roundtrip	source_intention_without_exemplar	source_intention_with_exemplar	external_exemplar_required_for_complete_source	semantic_contract
558	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.73	A1:I34:G11	A1:L073	177	A:A1:G177	olar	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G177	Lookup-Anweisungsblock I34 lesen; Fragment 11 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
559	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G01	A1:L074	178	A:A1:G178	yshey	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G178	Lookup-Anweisungsblock I35 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
560	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G02	A1:L074	179	A:A1:G179	qokeeody	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G179	Lookup-Anweisungsblock I35 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
561	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G03	A1:L074	180	A:A1:G180	cheos	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G180	Lookup-Anweisungsblock I35 lesen; Fragment 03 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
562	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G04	A1:L074	181	A:A1:G181	oeeos	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G181	Lookup-Anweisungsblock I35 lesen; Fragment 04 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
563	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G05	A1:L074	182	A:A1:G182	qockhy	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G182	Lookup-Anweisungsblock I35 lesen; Fragment 05 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
564	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G06	A1:L074	183	A:A1:G183	chos	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G183	Lookup-Anweisungsblock I35 lesen; Fragment 06 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
565	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G07	A1:L074	184	A:A1:G184	aiin	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G184	Lookup-Anweisungsblock I35 lesen; Fragment 07 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
566	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G08	A1:L074	185	A:A1:G185	okeeody	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G185	Lookup-Anweisungsblock I35 lesen; Fragment 08 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
567	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G09	A1:L074	186	A:A1:G186	qokoaiin	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G186	Lookup-Anweisungsblock I35 lesen; Fragment 09 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
568	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G10	A1:L074	187	A:A1:G187	odain	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G187	Lookup-Anweisungsblock I35 lesen; Fragment 10 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
569	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G11	A1:L074	188	A:A1:G188	ar	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G188	Lookup-Anweisungsblock I35 lesen; Fragment 11 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
570	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G12	A1:L074	189	A:A1:G189	air	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G189	Lookup-Anweisungsblock I35 lesen; Fragment 12 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
571	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.74	A1:I35:G13	A1:L074	190	A:A1:G190	ay	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G190	Lookup-Anweisungsblock I35 lesen; Fragment 13 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
572	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G01	A2:L001	001	A:A2:G001	shokchy	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G001	Katalogkopf-Fragment 01.01 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
573	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G02	A2:L001	002	A:A2:G002	chteey	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G002	Katalogkopf-Fragment 01.02 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
574	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G03	A2:L001	003	A:A2:G003	choteey	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G003	Katalogkopf-Fragment 01.03 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
575	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G04	A2:L001	004	A:A2:G004	cphol	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G004	Katalogkopf-Fragment 01.04 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
576	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G05	A2:L001	005	A:A2:G005	cheor	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G005	Katalogkopf-Fragment 01.05 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
577	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G06	A2:L001	006	A:A2:G006	opcheeol	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G006	Katalogkopf-Fragment 01.06 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
578	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G07	A2:L001	007	A:A2:G007	otor	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G007	Katalogkopf-Fragment 01.07 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
579	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G08	A2:L001	008	A:A2:G008	choctheeey	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G008	Katalogkopf-Fragment 01.08 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
580	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.1	A2:HEADER:L01:G09	A2:L001	009	A:A2:G009	okchoal	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G009	Katalogkopf-Fragment 01.09 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
581	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.2	A2:HEADER:L02:G01	A2:L002	010	A:A2:G010	tochso	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G010	Katalogkopf-Fragment 02.01 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
582	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.2	A2:HEADER:L02:G02	A2:L002	011	A:A2:G011	otchl	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G011	Katalogkopf-Fragment 02.02 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
583	ASTRO_PAGE_LOCAL_GROUP	A2	f68r1	f68r1.2	A2:HEADER:L02:G03	A2:L002	012	A:A2:G012	qokeeedy	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:CATALOGUE_HEADER_FRAGMENT	HEADER	SRC:A:A2:G012	Katalogkopf-Fragment 02.03 lesen; keine Stationsnummer ableiten	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
