global_index	section	page	unit_id	locus	local_index	opaque_identity	surface_display_only	source_segment	compiler_mechanism	source_recoverable_without_local_exemplar	register_context	field_or_diagram_context	roundtrip_contract
567	ASTRO	f67r2	A1	f67r2.74	186	f67r2:f67r2.74:9	qokoaiin	[LOKALER EXEMPLARTEXT 9/13; KEINE KARTENGLOSSE] oder Buch	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
568	ASTRO	f67r2	A1	f67r2.74	187	f67r2:f67r2.74:10	odain	[LOKALER EXEMPLARTEXT 10/13; KEINE KARTENGLOSSE] mit und	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
569	ASTRO	f67r2	A1	f67r2.74	188	f67r2:f67r2.74:11	ar	[LOKALER EXEMPLARTEXT 11/13; KEINE KARTENGLOSSE] benutzt das	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
570	ASTRO	f67r2	A1	f67r2.74	189	f67r2:f67r2.74:12	air	[LOKALER EXEMPLARTEXT 12/13; KEINE KARTENGLOSSE] Diagramm nur	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
571	ASTRO	f67r2	A1	f67r2.74	190	f67r2:f67r2.74:13	ay	[LOKALER EXEMPLARTEXT 13/13; KEINE KARTENGLOSSE] als Wahlfilter.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
572	ASTRO	f68r1	A2	f68r1.1	191	f68r1:f68r1.1:1	shokchy	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Tafel der achtundzwanzig	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
573	ASTRO	f68r1	A2	f68r1.1	192	f68r1:f68r1.1:2	chteey	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] Häuser des Mondes:	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
574	ASTRO	f68r1	A2	f68r1.1	193	f68r1:f68r1.1:3	choteey	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] Der Kreis	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
575	ASTRO	f68r1	A2	f68r1.1	194	f68r1:f68r1.1:4	cphol	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] ist hier	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
576	ASTRO	f68r1	A2	f68r1.1	195	f68r1:f68r1.1:5	cheor	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] ein räumlicher	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
577	ASTRO	f68r1	A2	f68r1.1	196	f68r1:f68r1.1:6	opcheeol	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] Namenskatalog und	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
578	ASTRO	f68r1	A2	f68r1.1	197	f68r1:f68r1.1:7	otor	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] noch kein	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
579	ASTRO	f68r1	A2	f68r1.1	198	f68r1:f68r1.1:8	choctheeey	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] bewiesener Lauf	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
580	ASTRO	f68r1	A2	f68r1.1	199	f68r1:f68r1.1:9	okchoal	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] oder Kalender.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
581	ASTRO	f68r1	A2	f68r1.2	200	f68r1:f68r1.2:1	tochso	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Jede gezeichnete Sternstelle	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
582	ASTRO	f68r1	A2	f68r1.2	201	f68r1:f68r1.2:2	otchl	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] bewahrt einen eigenen	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
583	ASTRO	f68r1	A2	f68r1.2	202	f68r1:f68r1.2:3	qokeeedy	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] lokalen Namen; der	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
584	ASTRO	f68r1	A2	f68r1.2	203	f68r1:f68r1.2:4	cheey	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] Benutzer findet sie	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
585	ASTRO	f68r1	A2	f68r1.2	204	f68r1:f68r1.2:5	cheeteey	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] nach Lage	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
586	ASTRO	f68r1	A2	f68r1.2	205	f68r1:f68r1.2:6	yteody	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] und nach	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
587	ASTRO	f68r1	A2	f68r1.2	206	f68r1:f68r1.2:7	chpor	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] einem außerhalb	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
588	ASTRO	f68r1	A2	f68r1.2	207	f68r1:f68r1.2:8	cheokorchey	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] dieser Seite	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
589	ASTRO	f68r1	A2	f68r1.2	208	f68r1:f68r1.2:9	chod	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] erlernten Himmelsort.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
590	ASTRO	f68r1	A2	f68r1.3	209	f68r1:f68r1.3:1	ykor	[LOKALER EXEMPLARTEXT 1/8; KEINE KARTENGLOSSE] Für die vollständige Vergleichsausgabe	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
591	ASTRO	f68r1	A2	f68r1.3	210	f68r1:f68r1.3:2	shey	[LOKALER EXEMPLARTEXT 2/8; KEINE KARTENGLOSSE] setzt der Herausgeber Haus	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
592	ASTRO	f68r1	A2	f68r1.3	211	f68r1:f68r1.3:3	qocheey	[LOKALER EXEMPLARTEXT 3/8; KEINE KARTENGLOSSE] eins an Quelllocus neun	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
593	ASTRO	f68r1	A2	f68r1.3	212	f68r1:f68r1.3:4	chokal	[LOKALER EXEMPLARTEXT 4/8; KEINE KARTENGLOSSE] und zählt bis	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
594	ASTRO	f68r1	A2	f68r1.3	213	f68r1:f68r1.3:5	okeey	[LOKALER EXEMPLARTEXT 5/8; KEINE KARTENGLOSSE] Quelllocus sechsunddreißig; weder	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
595	ASTRO	f68r1	A2	f68r1.3	214	f68r1:f68r1.3:6	ror	[LOKALER EXEMPLARTEXT 6/8; KEINE KARTENGLOSSE] dieser Anfang noch	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
596	ASTRO	f68r1	A2	f68r1.3	215	f68r1:f68r1.3:7	eckhear	[LOKALER EXEMPLARTEXT 7/8; KEINE KARTENGLOSSE] diese Richtung ist	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
597	ASTRO	f68r1	A2	f68r1.3	216	f68r1:f68r1.3:8	daram	[LOKALER EXEMPLARTEXT 8/8; KEINE KARTENGLOSSE] im Blatt bewiesen.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
598	ASTRO	f68r1	A2	f68r1.4	217	f68r1:f68r1.4:1	dchor	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Die Namen Alnat bis Arexe stammen aus	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
599	ASTRO	f68r1	A2	f68r1.4	218	f68r1:f68r1.4:2	okaiiin	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] einem lateinischen Picatrix-Vergleich und lesen kein Voynich-Gebilde.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
600	ASTRO	f68r1	A2	f68r1.5	219	f68r1:f68r1.5:1	yky	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Der Benutzer bringt den Mondort aus Kalender oder Beobachtung mit.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
601	ASTRO	f68r1	A2	f68r1.6	220	f68r1:f68r1.6:1	dary	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Er wählt danach genau eine gezeichnete Sternstelle.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
602	ASTRO	f68r1	A2	f68r1.7	221	f68r1:f68r1.7:1	chkchykoly	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Ihre Wirkung wird in einem getrennten Regeltext nachgeschlagen.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
603	ASTRO	f68r1	A2	f68r1.8	222	f68r1:f68r1.8:1	okodaly	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Der Mond als externer Editionsbesitzer eines Katalogs aus achtundzwanzig Häusern; kein Wortwert der Oberfläche.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	CENTRAL_LUNAR_CATALOGUE_OWNER	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
604	ASTRO	f68r1	A2	f68r1.9	223	f68r1:f68r1.9:1	odchecthy	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S01; externer Picatrix-Vergleichsname: Alnat; dort überlieferte Operationsklasse: Arznei einnehmen oder Reise beginnen.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
605	ASTRO	f68r1	A2	f68r1.10	224	f68r1:f68r1.10:1	otcheody	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S02; externer Picatrix-Vergleichsname: Albatain; dort überlieferte Operationsklasse: Wasserlauf, Brunnen oder Saat.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
606	ASTRO	f68r1	A2	f68r1.11	225	f68r1:f68r1.11:1	okoaly	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S03; externer Picatrix-Vergleichsname: Alcorata; dort überlieferte Operationsklasse: Seefahrt, Feuerarbeit oder Jagd.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
607	ASTRO	f68r1	A2	f68r1.12	226	f68r1:f68r1.12:1	chocfhy	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S04; externer Picatrix-Vergleichsname: Aldebatam; dort überlieferte Operationsklasse: Bauten, Quellen oder Trennung.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
608	ASTRO	f68r1	A2	f68r1.13	227	f68r1:f68r1.13:1	octhey	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S05; externer Picatrix-Vergleichsname: Altintas; dort überlieferte Operationsklasse: Lernen, Reise oder Bau verbessern.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
609	ASTRO	f68r1	A2	f68r1.14	228	f68r1:f68r1.14:1	otshey	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S06; externer Picatrix-Vergleichsname: Achaia; dort überlieferte Operationsklasse: Ernte oder Arzneiwirkung hemmen.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
610	ASTRO	f68r1	A2	f68r1.15	229	f68r1:f68r1.15:1	otydy	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S07; externer Picatrix-Vergleichsname: Aldira; dort überlieferte Operationsklasse: Handel, Ernte oder sichere Schifffahrt.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
611	ASTRO	f68r1	A2	f68r1.16	230	f68r1:f68r1.16:1	okear	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S08; externer Picatrix-Vergleichsname: Anathea; dort überlieferte Operationsklasse: Freundschaft, Reise oder Verwahrung.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
612	ASTRO	f68r1	A2	f68r1.17	231	f68r1:f68r1.17:1	cphocthy	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S09; externer Picatrix-Vergleichsname: Atraff; dort überlieferte Operationsklasse: Streit, Schaden oder Abwehr.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
613	ASTRO	f68r1	A2	f68r1.18	232	f68r1:f68r1.18:1	ytchody	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S10; externer Picatrix-Vergleichsname: Algebhal; dort überlieferte Operationsklasse: Ehe, Gebäude oder Beistand.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
614	ASTRO	f68r1	A2	f68r1.19	233	f68r1:f68r1.19:1	otys	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S11; externer Picatrix-Vergleichsname: Ozobea; dort überlieferte Operationsklasse: Befreiung, Handel oder festen Bau.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
615	ASTRO	f68r1	A2	f68r1.20	234	f68r1:f68r1.20:1	olor	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S12; externer Picatrix-Vergleichsname: Acarfa; dort überlieferte Operationsklasse: Pflanzen, Besitz oder Schifffahrt.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
616	ASTRO	f68r1	A2	f68r1.21	235	f68r1:f68r1.21:1	ockhy	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S13; externer Picatrix-Vergleichsname: Alahuc; dort überlieferte Operationsklasse: Handel, Saat, Reise oder Bau.	PAGE_LOCAL_DIAGRAM_LABEL	FORMAL_ADDRESS_ONLY	PAGE_LOCAL_DIAGRAM_NAMESPACE	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	VISIBLE_GROUP_AND_LOCUS_WITH_DIAGRAM_EXEMPLAR;NO_PROSE_CARD_IMPORT
