selection_ordinal	register	gdt584_rule_id	carrier_root	carrier_root_signature	gdt587_context_family	gdt587_lemma_de	gdt587_object_form_de	gdt587_genitive_form_de	gdt587_packet_rule_id	assignment_count	host_count	page_count	pages	layer_profile	strict_type_mobility	example_carrier_slot_ids	guard
194	HERBAL	T_PHYSICAL_BROAD	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	6	5	5	f10r|f11r|f13r|f18r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0237@5|RUNNING:G407-E0238@2|RUNNING:G407-E0326@3|RUNNING:G407-E0428@3|RUNNING:G407-E0595@3|RUNNING:G407-E4412@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
195	HERBAL	T_PHYSICAL_GRADE_TEMPER	AIN	Y+AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4488@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
196	HERBAL	T_PHYSICAL_GRADE_TEMPER	OR	Y+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0233@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
197	HERBAL	T_PHYSICAL_GRADE_TEMPER	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	8	7	6	f17r|f20v|f24v|f31r|f4r|f55v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0485@4|RUNNING:G407-E0660@2|RUNNING:G407-E0697@1|RUNNING:G407-E0697@4|RUNNING:G515-E0064@4|RUNNING:G515-E0121@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
198	HERBAL	T_PHYSICAL_GRADE_TEMPER	Y	Y+AIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4487@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
199	HERBAL	T_PHYSICAL_GRADE_TEMPER	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0232@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
200	PHARMA	CHD_HP_MATERIAL_COMMINUTE	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f88v|f89r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E4028@3|RUNNING:G407-E4075@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
201	PHARMA	CHD_HP_WET_EXTRACT_PROCESS	AIIN	Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4170@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
202	PHARMA	CHD_HP_WET_EXTRACT_PROCESS	Y	Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	4	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4166@4|RUNNING:G407-E4169@1|RUNNING:G407-E4171@1|RUNNING:G407-E4171@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
203	PHARMA	CHD_HP_WET_TRITURATE	AIN	AIN	PHARMA_PORTION	Zutatenportion	die Zutatenportion	der Zutatenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4207@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
204	PHARMA	SH_HP_EXTRACT_STEEP	AIIN	AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f88v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4036@1|RUNNING:G407-E4038@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
205	PHARMA	SH_HP_EXTRACT_STEEP	AIIN	AIIN+OR	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4238@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
206	PHARMA	SH_HP_EXTRACT_STEEP	AIIN	Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f88v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3935@1|RUNNING:G407-E4044@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
207	PHARMA	SH_HP_EXTRACT_STEEP	AIIN	Y+AIIN+OR	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f88r|f88v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3896@1|RUNNING:G407-E3975@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
208	PHARMA	SH_HP_EXTRACT_STEEP	OR	AIIN+OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	der Materialeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4237@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
209	PHARMA	SH_HP_EXTRACT_STEEP	OR	Y+AIIN+OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	der Materialeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f88r|f88v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3895@1|RUNNING:G407-E3975@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
210	PHARMA	SH_HP_EXTRACT_STEEP	Y	Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f88v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3934@4|RUNNING:G407-E4045@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
211	PHARMA	SH_HP_EXTRACT_STEEP	Y	Y+AIIN+OR	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f88r|f88v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3894@3|RUNNING:G407-E3976@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
212	PHARMA	SH_HP_SETTLE_BEFORE_STRAIN	OR	Y+OR	PHARMA_PROCESSED_BATCH	Arzneiansatz	den Arzneiansatz	des Arzneiansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4089@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
213	PHARMA	SH_HP_SETTLE_BEFORE_STRAIN	Y	Y+OR	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4089@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
214	PHARMA	SH_HP_SOAK	OR	Y+OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	der Materialeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f88r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3796@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
215	PHARMA	SH_HP_SOAK	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	14	14	3	f88r|f88v|f89r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3870@7|RUNNING:G407-E3872@3|RUNNING:G407-E3978@5|RUNNING:G407-E4067@3|RUNNING:G407-E4117@3|RUNNING:G407-E4145@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
216	PHARMA	SH_HP_SOAK	Y	Y+OR	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f88r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3796@6	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
217	PHARMA	SH_HP_UNIT_HOLD	OR	OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	der Materialeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	4	4	3	f88r|f88v|f89r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3800@3|RUNNING:G407-E4042@3|RUNNING:G407-E4050@3|RUNNING:G407-E4236@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
218	PHARMA	SH_REST_HOLD	OR	OR	PHARMA_HELD_UNIT	Materialeinheit	die Materialeinheit	der Materialeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f88v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3938@3|RUNNING:G407-E3939@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
219	PHARMA	SH_REST_HOLD	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	4	3	2	f88r|f89r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3876@1|RUNNING:G407-E3876@2|RUNNING:G407-E4293@2|RUNNING:G407-E4300@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
220	PHARMA	S_HP_SEPARATE	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	7	6	2	f88r|f89r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3849@5|RUNNING:G407-E3861@1|RUNNING:G407-E3907@3|RUNNING:G407-E4129@3|RUNNING:G407-E4130@3|RUNNING:G407-E4208@5	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
221	PHARMA	S_HP_SIEVE	AIN	AIN+OR	PHARMA_PORTION	Zutatenportion	die Zutatenportion	der Zutatenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f88r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3816@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
222	PHARMA	S_HP_SIEVE	OR	AIN+OR	PHARMA_PROCESSED_BATCH	Arzneiansatz	den Arzneiansatz	des Arzneiansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f88r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3817@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
223	PHARMA	S_HP_SIEVE	OR	OR	PHARMA_PROCESSED_BATCH	Arzneiansatz	den Arzneiansatz	des Arzneiansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f88v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3934@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
224	PHARMA	S_HP_SIEVE	OR	Y+OR	PHARMA_PROCESSED_BATCH	Arzneiansatz	den Arzneiansatz	des Arzneiansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f88r	LOCAL_COMPONENT	SINGLE_PAGE	LOCAL_COMPONENT:P912-E2419@2|LOCAL_COMPONENT:P912-E2419@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
225	PHARMA	S_HP_SIEVE	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f88r	LOCAL_COMPONENT	SINGLE_PAGE	LOCAL_COMPONENT:P912-E2460@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
226	PHARMA	S_HP_SIEVE	Y	Y+OR	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f88r	LOCAL_COMPONENT	SINGLE_PAGE	LOCAL_COMPONENT:P912-E2419@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
227	PHARMA	S_HP_SIEVE_DIRECT_PORTION	AIIN	AIIN+AIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4227@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
228	PHARMA	S_HP_SIEVE_DIRECT_PORTION	AIN	AIIN+AIN	PHARMA_PORTION	Zutatenportion	die Zutatenportion	der Zutatenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4226@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
229	PHARMA	S_HP_STRAIN	AIIN	AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	HP_EXTRACT_OF_MATERIAL	15	14	3	f88r|f88v|f89r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3813@1|RUNNING:G407-E3829@2|RUNNING:G407-E3863@1|RUNNING:G407-E3937@4|RUNNING:G407-E3960@1|RUNNING:G407-E4057@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
230	PHARMA	S_HP_STRAIN	AIIN	Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	HP_EXTRACT_OF_MATERIAL	3	2	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4125@1|RUNNING:G407-E4127@3|RUNNING:G407-E4384@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
231	PHARMA	S_HP_STRAIN	Y	Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	HP_EXTRACT_OF_MATERIAL	3	2	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4126@1|RUNNING:G407-E4128@1|RUNNING:G407-E4383@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
232	PHARMA	S_HP_STRAIN_AFTER_WET_STEP	AIN	AIN	PHARMA_PORTION	Zutatenportion	die Zutatenportion	der Zutatenportion	HP_EXTRACT_OF_MATERIAL	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4070@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
233	PHARMA	S_HP_STRAIN_AFTER_WET_STEP	OR	OR	PHARMA_PROCESSED_BATCH	Arzneiansatz	den Arzneiansatz	des Arzneiansatzes	HP_EXTRACT_OF_MATERIAL	1	1	1	f88r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E3904@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
234	PHARMA	T_AFTER_SH_COOL	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4163@5	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
235	PHARMA	T_HP_FORM_SET	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f88v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4015@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
236	PHARMA	T_HP_MEASURE_SET	AIIN	AIIN	PHARMA_EXTRACT_OR_DOSE	Dosismaß	das Dosismaß	des Dosismaßes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4161@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
237	PHARMA	T_HP_MEASURE_SET	AIN	AIN	PHARMA_PORTION	Zutatenportion	die Zutatenportion	der Zutatenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4098@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
238	PHARMA	T_PHYSICAL_BROAD	AIIN	Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	3	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4219@1|RUNNING:G407-E4220@1|RUNNING:G407-E4221@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
239	PHARMA	T_PHYSICAL_BROAD	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	6	5	3	f88r|f88v|f89r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E4063@6|RUNNING:G407-E4072@4|RUNNING:G407-E4175@1|RUNNING:G407-E4175@3|LOCAL_COMPONENT:P912-E2362@6|LOCAL_COMPONENT:P1003-E0414@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
240	PHARMA	T_PHYSICAL_BROAD	Y	Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4221@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
241	PHARMA	T_PHYSICAL_GRADE_TEMPER	AIIN	Y+AIIN	PHARMA_EXTRACT_OR_DOSE	Arzneiauszug	den Arzneiauszug	des Arzneiauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4367@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
242	PHARMA	T_PHYSICAL_GRADE_TEMPER	Y	Y	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	5	3	3	f88r|f88v|f89r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E3919@6|RUNNING:G407-E4007@6|RUNNING:G407-E4008@4|RUNNING:G407-E4009@1|RUNNING:G407-E4087@5	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
243	PHARMA	T_PHYSICAL_GRADE_TEMPER	Y	Y+AIIN	PHARMA_MATERIAL	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f89r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4366@4|RUNNING:G407-E4368@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
244	SOURCE_SECTION_T	CHD_REST_PROCESS	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	12	12	2	f1r|f66r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0102@2|RUNNING:G515-E0326@2|RUNNING:G515-E0330@2|RUNNING:G515-E0331@2|RUNNING:G515-E0389@3|RUNNING:G515-E0402@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
245	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	4	4	2	f1r|f66r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0161@2|RUNNING:G407-E0183@3|RUNNING:G515-E0357@5|RUNNING:G515-E0563@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
246	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	AIIN+AIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f1r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0100@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
247	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	AIIN+OR	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f66r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G515-E0415@6	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
248	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	Y+AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	1	f66r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G515-E0573@2|RUNNING:G515-E0579@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
249	SOURCE_SECTION_T	SH_SOURCE_REST	AIN	AIIN+AIN	SOURCE_PART	Teilmenge	die Teilmenge	der Teilmenge	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f1r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0095@2|RUNNING:G407-E0097@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
250	SOURCE_SECTION_T	SH_SOURCE_REST	AIN	AIN	SOURCE_PART	Teilmenge	die Teilmenge	der Teilmenge	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f1r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0085@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
251	SOURCE_SECTION_T	SH_SOURCE_REST	OR	AIIN+OR	SOURCE_BATCH	Ansatz	den Ansatz	des Ansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f66r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G515-E0415@4|RUNNING:G515-E0417@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
252	SOURCE_SECTION_T	SH_SOURCE_REST	OR	OR	SOURCE_BATCH	Ansatz	den Ansatz	des Ansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	5	4	1	f66r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G515-E0386@2|RUNNING:G515-E0430@2|RUNNING:G515-E0431@3|RUNNING:G515-E0433@2|RUNNING:G515-E0444@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
253	SOURCE_SECTION_T	SH_SOURCE_REST	OR	Y+OR	SOURCE_BATCH	Ansatz	den Ansatz	des Ansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	2	f1r|f66r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0006@2|RUNNING:G515-E0471@2|RUNNING:G515-E0532@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
254	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	29	26	2	f1r|f66r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0010@4|RUNNING:G407-E0046@1|RUNNING:G407-E0046@7|RUNNING:G407-E0054@5|RUNNING:G407-E0055@1|RUNNING:G407-E0055@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
255	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y+AIIN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	3	2	1	f66r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G515-E0572@3|RUNNING:G515-E0580@3|RUNNING:G515-E0581@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
256	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y+OR	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	2	f1r|f66r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0006@3|RUNNING:G515-E0470@5|RUNNING:G515-E0533@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
257	SOURCE_SECTION_T	S_SOURCE_SORT_OUT	AIIN	AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	6	5	2	f1r|f66r	LOCAL_COMPONENT|RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0065@1|RUNNING:G407-E0073@5|RUNNING:G407-E0092@5|RUNNING:G515-E0462@1|RUNNING:G515-E0463@1|LOCAL_COMPONENT:G515-E0265@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
258	SOURCE_SECTION_T	S_SOURCE_SORT_OUT	AIIN	Y+AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	SOURCE_LIQUID_FROM_MATERIAL	1	1	1	f1r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0029@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
259	SOURCE_SECTION_T	S_SOURCE_SORT_OUT	OR	Y+OR	SOURCE_BATCH	Ansatz	den Ansatz	des Ansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f1r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0011@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
