mobility_ordinal	carrier_slot_id	primary_governor_key	statement_or_record_id	physical_page	layer	register	gdt584_rule_id	carrier_root	carrier_root_signature	gdt587_context_family	gdt587_lemma_de	gdt587_packet_rule_id	strict_exact_foreign_page_count	strict_exact_foreign_pages	same_action_root_foreign_page_count	same_action_root_foreign_pages	same_action_root_lemma_foreign_pages	same_register_root_foreign_page_count	same_register_root_foreign_pages	same_register_root_lemma_foreign_pages	cross_register_same_root_lemma_foreign_pages	transfer_tier	transfer_tier_short	tier_supporting_pages	foreign_example_carrier_slot_id	same_layer_transfer_tier	same_layer_supporting_pages	future_intake_action	guard
1150	RUNNING:G515-E0540@5	ACTION:G515-E0540@4:T	G515-S068	f66r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0027@5	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1151	RUNNING:G515-E0545@6	ACTION:G515-E0545@4:T	G515-S068	f66r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0027@5	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1152	RUNNING:G515-E0549@4	ACTION:G515-E0549@3:T	G515-S069	f66r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0027@5	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1153	RUNNING:G515-E0557@4	ACTION:G515-E0557@3:CHD	G515-S070	f66r	RUNNING_ATOM	SOURCE_SECTION_T	CHD_REST_PROCESS	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0102@2	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1154	RUNNING:G515-E0559@5	ACTION:G515-E0559@1:SH	G515-S070	f66r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0010@4	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1155	RUNNING:G515-E0563@1	ACTION:G515-E0564@1:SH	G515-S071	f66r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0161@2	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1156	RUNNING:G515-E0572@3	ACTION:G515-E0571@1:SH	G515-S073	f66r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y+AIIN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	1	f1r	f1r	1	f1r	f1r	f1r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f1r	RUNNING:G407-E0006@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f1r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1157	RUNNING:G515-E0573@2	ACTION:G515-E0571@1:SH	G515-S073	f66r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	Y+AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	1	f1r	f1r	1	f1r	f1r	f1r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f1r	RUNNING:G407-E0100@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f1r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1158	RUNNING:G515-E0574@4	ACTION:G515-E0574@3:CHD	G515-S073	f66r	RUNNING_ATOM	SOURCE_SECTION_T	CHD_REST_PROCESS	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0102@2	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1159	RUNNING:G515-E0579@1	ACTION:G515-E0580@1:SH	G515-S077	f66r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	AIIN	Y+AIIN	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	1	f1r	f1r	1	f1r	f1r	f1r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f1r	RUNNING:G407-E0100@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f1r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1160	RUNNING:G515-E0580@3	ACTION:G515-E0580@1:SH	G515-S077	f66r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y+AIIN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	1	f1r	f1r	1	f1r	f1r	f1r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f1r	RUNNING:G407-E0006@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f1r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1161	RUNNING:G515-E0581@4	ACTION:G515-E0580@1:SH	G515-S077	f66r	RUNNING_ATOM	SOURCE_SECTION_T	SH_SOURCE_REST	Y	Y+AIIN	SOURCE_ACTION_OBJECT	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	1	f1r	f1r	1	f1r	f1r	f1r	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	C	f1r	RUNNING:G407-E0006@3	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f1r	REUSE_ACTION_ROOT_LEMMA_REBUILD_PACKET_COUNTS	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1162	RUNNING:G515-E0584@4	ACTION:G515-E0584@3:T	G515-S078	f66r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0027@5	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1163	RUNNING:G515-E0590@2	ACTION:G515-E0590@1:T	G515-S078	f66r	RUNNING_ATOM	SOURCE_SECTION_T	T_SOURCE_FIX	Y	Y	SOURCE_ACTION_OBJECT	Arbeitsgut	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f1r	1	f1r	f1r	1	f1r	f1r	f1r	EXACT_SELECTION_OTHER_PAGE	E	f1r	RUNNING:G407-E0027@5	EXACT_SELECTION_OTHER_PAGE	f1r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1164	LOCAL_COMPONENT:P912-E1754@3	LOCAL_ACTION:P912-E1754@2:S	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	S_CELESTIAL_SELECT	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f68r1|f69v|f72r	3	f68r1|f69v|f72r	f68r1|f69v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f72r	RUNNING:G407-E1207@3	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f72r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1165	LOCAL_COMPONENT:P912-E1754@5	LOCAL_ACTION:P912-E1754@2:S	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	S_CELESTIAL_SELECT	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f68r1|f69v|f72r	3	f68r1|f69v|f72r	f68r1|f69v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f72r	RUNNING:G407-E1207@3	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f72r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1166	LOCAL_COMPONENT:P912-E1759@2	LOCAL_ACTION:P912-E1759@1:S	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	S_CELESTIAL_SELECT	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f68r1|f69v|f72r	3	f68r1|f69v|f72r	f68r1|f69v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f72r	RUNNING:G407-E1207@3	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f72r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1167	LOCAL_COMPONENT:P912-E1762@6	LOCAL_ACTION:P912-E1762@4:T	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	T_CELESTIAL_SET	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f70v|f71v|f72r	RUNNING:G407-E1029@4	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1168	LOCAL_COMPONENT:P912-E1769@4	LOCAL_ACTION:P912-E1769@3:SH	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	SH_CELESTIAL_FIX	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f70v|f71v|f72r	RUNNING:G407-E1040@3	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1169	LOCAL_COMPONENT:P912-E1840@1	LOCAL_ACTION:P912-E1840@2:T	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	T_CELESTIAL_SET	Y	Y+AIIN	CELESTIAL_RING_ENTRY	Ringposition	CELESTIAL_POSITION_SEGMENT_VALUE	1	f71v	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f71v	RUNNING:G407-E1063@4	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f68r1|f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1170	LOCAL_COMPONENT:P912-E1840@4	LOCAL_ACTION:P912-E1840@2:T	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	T_CELESTIAL_SET	AIIN	Y+AIIN	CELESTIAL_RING_ENTRY	Positionswert	CELESTIAL_POSITION_SEGMENT_VALUE	1	f71v	2	f70v|f71v	f70v|f71v	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f71v	RUNNING:G407-E1064@1	SAME_ACTION_ROOT_LEMMA_OTHER_PAGE	f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1171	LOCAL_COMPONENT:P912-E1880@1	LOCAL_ACTION:P912-E1880@2:T	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	T_CELESTIAL_SET	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f70v|f71v|f72r	RUNNING:G407-E1029@4	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1172	LOCAL_COMPONENT:P912-E1888@1	LOCAL_ACTION:P912-E1888@2:T	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	T_CELESTIAL_SET	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f70v|f71v|f72r	RUNNING:G407-E1029@4	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1173	LOCAL_COMPONENT:P912-E1889@3	LOCAL_ACTION:P912-E1889@4:S	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	S_CELESTIAL_SELECT	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f68r1|f69v|f72r	3	f68r1|f69v|f72r	f68r1|f69v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f72r	RUNNING:G407-E1207@3	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f72r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1174	LOCAL_COMPONENT:P912-E1890@1	LOCAL_ACTION:P912-E1890@2:T	NOT_APPLICABLE	f67r2	LOCAL_COMPONENT	CELESTIAL	T_CELESTIAL_SET	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	5	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	f68r1|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f68r1|f69v|f70v|f71v|f72r	RUNNING:G407-E1029@4	EXACT_SELECTION_OTHER_PAGE	f68r1|f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1175	LOCAL_COMPONENT:P912-E1976@4	LOCAL_ACTION:P912-E1976@2:SH	NOT_APPLICABLE	f68r1	LOCAL_COMPONENT	CELESTIAL	SH_CELESTIAL_FIX	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f67r2|f69v|f70v|f71v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f67r2|f69v|f70v|f71v|f72r	RUNNING:G407-E1004@4	EXACT_SELECTION_OTHER_PAGE	f67r2|f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1176	LOCAL_COMPONENT:P912-E1980@1	LOCAL_ACTION:P912-E1980@2:T	NOT_APPLICABLE	f68r1	LOCAL_COMPONENT	CELESTIAL	T_CELESTIAL_SET	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f67r2|f69v|f70v|f71v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f67r2|f69v|f70v|f71v|f72r	RUNNING:G407-E0935@1	EXACT_SELECTION_OTHER_PAGE	f67r2|f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1177	LOCAL_COMPONENT:P912-E1981@2	LOCAL_ACTION:P912-E1981@3:S	NOT_APPLICABLE	f68r1	LOCAL_COMPONENT	CELESTIAL	S_CELESTIAL_SELECT	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f67r2|f69v|f72r	3	f67r2|f69v|f72r	f67r2|f69v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f67r2|f69v|f72r	RUNNING:G407-E0906@4	EXACT_SELECTION_OTHER_PAGE	f67r2|f69v|f72r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1178	LOCAL_COMPONENT:P912-E1991@4	LOCAL_ACTION:P912-E1991@3:CHD	NOT_APPLICABLE	f68r1	LOCAL_COMPONENT	CELESTIAL	CHD_CELESTIAL_CALCULATE	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f69v|f70v|f72r	4	f67r2|f69v|f70v|f72r	f67r2|f69v|f70v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f69v|f70v|f72r	RUNNING:G407-E1143@3	EXACT_SELECTION_OTHER_PAGE	f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1179	LOCAL_COMPONENT:P912-E1995@3	LOCAL_ACTION:P912-E1995@2:SH	NOT_APPLICABLE	f68r1	LOCAL_COMPONENT	CELESTIAL	SH_CELESTIAL_FIX	OR	OR	CELESTIAL_RING_ENTRY	Ringsegment	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f71v	2	f71v|f72r	f71v|f72r	4	f67r2|f69v|f71v|f72r	f67r2|f69v|f71v|f72r	f67r2|f69v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f71v	RUNNING:G407-E1125@3	SAME_REGISTER_ROOT_OTHER_PAGE	f69v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1180	LOCAL_COMPONENT:P912-E1996@4	LOCAL_ACTION:P912-E1996@2:S	NOT_APPLICABLE	f68r1	LOCAL_COMPONENT	CELESTIAL	S_CELESTIAL_SELECT	AIIN	AIIN	CELESTIAL_RING_ENTRY	Positionswert	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f67r2|f69v|f70v|f71v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f67r2|f69v|f70v|f71v|f72r	RUNNING:G407-E0942@2	EXACT_SELECTION_OTHER_PAGE	f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1181	LOCAL_COMPONENT:P912-E1997@4	LOCAL_ACTION:P912-E1997@3:CHD	NOT_APPLICABLE	f68r1	LOCAL_COMPONENT	CELESTIAL	CHD_CELESTIAL_CALCULATE	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f69v|f70v|f72r	4	f67r2|f69v|f70v|f72r	f67r2|f69v|f70v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f69v|f70v|f72r	RUNNING:G407-E1143@3	EXACT_SELECTION_OTHER_PAGE	f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1182	LOCAL_COMPONENT:P912-E1998@4	LOCAL_ACTION:P912-E1998@3:CHD	NOT_APPLICABLE	f68r1	LOCAL_COMPONENT	CELESTIAL	CHD_CELESTIAL_CALCULATE	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f69v|f70v|f72r	4	f67r2|f69v|f70v|f72r	f67r2|f69v|f70v|f72r	5	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	f67r2|f69v|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f69v|f70v|f72r	RUNNING:G407-E1143@3	EXACT_SELECTION_OTHER_PAGE	f69v|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
1183	LOCAL_COMPONENT:P912-E2012@6	LOCAL_ACTION:P912-E2012@3:T	NOT_APPLICABLE	f69v	LOCAL_COMPONENT	CELESTIAL	T_CELESTIAL_SET	Y	Y	CELESTIAL_RING_ENTRY	Ringposition	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f67r2|f68r1|f70v|f71v|f72r	5	f67r2|f68r1|f70v|f71v|f72r	f67r2|f68r1|f70v|f71v|f72r	5	f67r2|f68r1|f70v|f71v|f72r	f67r2|f68r1|f70v|f71v|f72r	f67r2|f68r1|f70v|f71v|f72r	EXACT_SELECTION_OTHER_PAGE	E	f67r2|f68r1|f70v|f71v|f72r	RUNNING:G407-E0935@1	EXACT_SELECTION_OTHER_PAGE	f67r2|f68r1|f70v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
