dictionary_ordinal	lock_key	surface	occurrence_count	physical_pages	final_working_recipe	literal_reading_de	old_working_phrase_de	controlled_order_reading_de	canonical_workshop_phrase_de	phrase_template	phrase_repair_status	atom_count	portable_atom_count	structural_or_local_atom_count	action_slot_count	argument_slot_count	all_slots_explicit	exact_recipe_roundtrip	special_route	route_class	route_source	resolution_status	lock_scope	local_record_policy	guard
110	PROSE_STREAM|rotaiin	rotaiin	1	f66r	R+OT+AIIN	MARKIEREN · DANACH · WERT	INHERITED	markieren → danach → Wert.	Den Wert markieren; danach.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	3	0	1	1	YES	R+OT+AIIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
111	PROSE_STREAM|saiis	saiis	1	f31r	S+A_ADDR+IIN+S	WÄHLEN · HIER · STUFE · WÄHLEN	Wählen; hier die Stufe wählen.	wählen → [hier: A-Adresse] → [Stufe] → wählen.	Zweimal wählen; hier; auf der bezeichneten Stufe.	MULTI_ACTION_NO_ARGUMENT	NORMALIZED_EXISTING_PHRASE	4	2	2	2	0	YES	S+A_ADDR+IIN+S	YES	EXACT_RIGHT_BLOCK_SUPERFORM_PEEL	GDT531	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
112	PROSE_STREAM|salf	salf	1	f66r	S+AL+LOCAL_CHAR_F	WÄHLEN · ZIELORT · [LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	wählen → Zielort → [hier: f-Kennmarke].	Wählen; am Zielort; hier.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	0	YES	S+AL+LOCAL_CHAR_F	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
113	PROSE_STREAM|saly	saly	1	f66r	S+AL+Y	WÄHLEN · ZIELORT · POSTEN	INHERITED	wählen → Zielort → Posten.	Den Posten wählen; am Zielort.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	3	0	1	1	YES	S+AL+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
114	PROSE_STREAM|shain	shain	2	f20v|f4r	SH+AIN	HALTEN · ANTEIL	INHERITED	halten → Anteil.	Den Anteil halten.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	2	2	0	1	1	YES	SH+AIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
115	PROSE_STREAM|shckhar	shckhar	1	f66r	SH+CH+K+AR	HALTEN · NEHMEN · GEBEN · AUSGANG	INHERITED	halten → nehmen → geben → Ausgang.	Halten, nehmen und geben; vom Ausgang.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	4	0	3	0	YES	SH+CH+K+AR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
116	PROSE_STREAM|shckheody	shckheody	1	f66r	SH+CH+K+E+O+DY	HALTEN · NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	halten → nehmen → geben → [Grad I] → [Ausführung] → [Schluss].	Halten, nehmen und geben; auf Grad I; zur Ausführung; abschließen.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	3	0	YES	SH+CH+K+E+O+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
117	PROSE_STREAM|shd	shd	1	f20v	SH+D_ADDR	HALTEN · [D_ADDR:STEUERUNG=HIER]	INHERITED	halten → [hier: D-Adresse].	Halten; hier.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	2	1	1	1	0	YES	SH+D_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
118	PROSE_STREAM|shddy	shddy	1	f66r	SH+D_ADDR+DY	HALTEN · [D_ADDR:STEUERUNG=HIER] · [DY:STEUERUNG=SCHLUSS]	INHERITED	halten → [hier: D-Adresse] → [Schluss].	Halten; hier; abschließen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	1	2	1	0	YES	SH+D_ADDR+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
119	PROSE_STREAM|shedshey	shedshey	1	f31r	SH+E+D_ADDR+SH+E+Y	HALTEN · [E:STEUERUNG=GRAD I] · [D_ADDR:STEUERUNG=HIER] · HALTEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	halten → [Grad I] → [hier: D-Adresse] → halten → [Grad I] → Posten.	Den Posten zweimal halten; auf Grad I; hier; erneut auf Grad I.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	2	1	YES	SH+E+D_ADDR+SH+E+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
120	PROSE_STREAM|shee	shee	1	f31r	SH+EE	HALTEN · [EE:STEUERUNG=GRAD II]	INHERITED	halten → [Grad II].	Halten; auf Grad II.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	2	1	1	1	0	YES	SH+EE	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
121	PROSE_STREAM|sheeody	sheeody	1	f31r	SH+EE+O+D_ADDR+Y	HALTEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	halten → [Grad II] → [Ausführung] → [hier: D-Adresse] → Posten.	Den Posten halten; auf Grad II; zur Ausführung; hier.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	2	3	1	1	YES	SH+EE+O+D_ADDR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
122	PROSE_STREAM|shekair	shekair	1	f66r	SH+E+K+AIR	HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · BAHN	INHERITED	halten → [Grad I] → geben → Bahn.	Halten und geben; auf Grad I; entlang der Bahn.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	2	0	YES	SH+E+K+AIR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
123	PROSE_STREAM|shekaly	shekaly	1	f66r	SH+E+K+AL+Y	HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · ZIELORT · POSTEN	INHERITED	halten → [Grad I] → geben → Zielort → Posten.	Den Posten halten und geben; auf Grad I; am Zielort.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	4	1	2	1	YES	SH+E+K+AL+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
124	PROSE_STREAM|shekeefy	shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · [EE:STEUERUNG=GRAD II] · [LOCAL_CHAR_F:STEUERUNG=HIER] · POSTEN	INHERITED	halten → [Grad I] → geben → [Grad II] → [hier: f-Kennmarke] → Posten.	Den Posten halten und geben; auf Grad I; auf Grad II; hier.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	2	1	YES	SH+E+K+EE+LOCAL_CHAR_F+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
125	PROSE_STREAM|shekeey	shekeey	1	f31r	SH+E+K+EE+Y	HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	halten → [Grad I] → geben → [Grad II] → Posten.	Den Posten halten und geben; auf Grad I; auf Grad II.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	2	1	YES	SH+E+K+EE+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
126	PROSE_STREAM|shekey	shekey	1	f66r	SH+E+K+E+Y	HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	halten → [Grad I] → geben → [Grad I] → Posten.	Den Posten halten und geben; auf Grad I; erneut auf Grad I.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	3	2	2	1	YES	SH+E+K+E+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
127	PROSE_STREAM|shekol	shekol	1	f66r	SH+E+K+OL	HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · FORTSETZEN	INHERITED	halten → [Grad I] → geben → fortsetzen.	Halten und geben; auf Grad I; fortsetzen.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	2	0	YES	SH+E+K+OL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
128	PROSE_STREAM|sheocthy	sheocthy	1	f66r	SH+E+O+CH+T+Y	HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · POSTEN	INHERITED	halten → [Grad I] → [Ausführung] → nehmen → einstellen → Posten.	Den Posten halten, nehmen und einstellen; auf Grad I; zur Ausführung.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	4	2	3	1	YES	SH+E+O+CH+T+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
129	PROSE_STREAM|sheod	sheod	1	f66r	SH+E+O+D_ADDR	HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	INHERITED	halten → [Grad I] → [Ausführung] → [hier: D-Adresse].	Halten; auf Grad I; zur Ausführung; hier.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	1	3	1	0	YES	SH+E+O+D_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
130	PROSE_STREAM|sheodaiin	sheodaiin	1	f66r	SH+E+O+D_ADDR+AIIN	HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Wert.	Den Wert halten; auf Grad I; zur Ausführung; hier.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	2	3	1	1	YES	SH+E+O+D_ADDR+AIIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
131	PROSE_STREAM|sheoy	sheoy	1	f20v	SH+E+O+Y	HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	INHERITED	halten → [Grad I] → [Ausführung] → Posten.	Den Posten halten; auf Grad I; zur Ausführung.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	1	1	YES	SH+E+O+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
132	PROSE_STREAM|shofol	shofol	1	f66r	SH+O+LOCAL_CHAR_F+OL	HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · FORTSETZEN	INHERITED	halten → [Ausführung] → [hier: f-Kennmarke] → fortsetzen.	Halten; zur Ausführung; hier; fortsetzen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	1	0	YES	SH+O+LOCAL_CHAR_F+OL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
133	PROSE_STREAM|shokaiir	shokaiir	1	f66r	SH+OK+IIN+R	HALTEN · SETZEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	INHERITED	halten → setzen → [Stufe] → markieren.	Halten, setzen und markieren; auf der bezeichneten Stufe.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	3	0	YES	SH+OK+IIN+R	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
134	PROSE_STREAM|sholfordaiin	sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	HALTEN · FORTSETZEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · EINHEIT · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	halten → fortsetzen → [hier: f-Kennmarke] → Einheit → [hier: D-Adresse] → Wert.	Die Einheit und den Wert halten; fortsetzen; hier; hier.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	4	2	1	2	YES	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
135	PROSE_STREAM|shso	shso	1	f31r	SH+S+O	HALTEN · WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	halten → wählen → [Ausführung].	Halten und wählen; zur Ausführung.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	2	0	YES	SH+S+O	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
136	PROSE_STREAM|shtchy	shtchy	1	f4r	SH+T+CH+Y	HALTEN · EINSTELLEN · NEHMEN · POSTEN	INHERITED	halten → einstellen → nehmen → Posten.	Den Posten halten, einstellen und nehmen.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	4	0	3	1	YES	SH+T+CH+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
137	PROSE_STREAM|shyshol	shyshol	1	f4r	SH+Y+SH+OL	HALTEN · POSTEN · HALTEN · FORTSETZEN	INHERITED	halten → Posten → halten → fortsetzen.	Den Posten zweimal halten; fortsetzen.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	4	0	2	1	YES	SH+Y+SH+OL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
138	PROSE_STREAM|shytchy	shytchy	1	f4r	SH+Y+T+CH+Y	HALTEN · POSTEN · EINSTELLEN · NEHMEN · POSTEN	INHERITED	halten → Posten → einstellen → nehmen → Posten.	Beide Posten halten, einstellen und nehmen.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	5	0	3	2	YES	SH+Y+T+CH+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
139	PROSE_STREAM|soaiin	soaiin	1	f20v	S+O+AIIN	WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	INHERITED	wählen → [Ausführung] → Wert.	Den Wert wählen; zur Ausführung.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	1	YES	S+O+AIIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
140	PROSE_STREAM|tcheo	tcheo	1	f66r	T+CH+E+O	EINSTELLEN · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	einstellen → nehmen → [Grad I] → [Ausführung].	Einstellen und nehmen; auf Grad I; zur Ausführung.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	2	0	YES	T+CH+E+O	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
141	PROSE_STREAM|tocpheey	tocpheey	1	f66r	T+O+CH+P+EE+Y	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	einstellen → [Ausführung] → nehmen → einsetzen → [Grad II] → Posten.	Den Posten einstellen, nehmen und einsetzen; zur Ausführung; auf Grad II.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	4	2	3	1	YES	T+O+CH+P+EE+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
142	PROSE_STREAM|todeeey	todeeey	1	f66r	T+O+D_ADDR+EEE+Y	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [EEE:STEUERUNG=GRAD III] · POSTEN	INHERITED	einstellen → [Ausführung] → [hier: D-Adresse] → [Grad III] → Posten.	Den Posten einstellen; zur Ausführung; hier; auf Grad III.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	2	3	1	1	YES	T+O+D_ADDR+EEE+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
143	PROSE_STREAM|tolchedy	tolchedy	1	f66r	T+OL+CHD+DY	EINSTELLEN · FORTSETZEN · BEARBEITEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	einstellen → fortsetzen → bearbeiten → [Schluss].	Einstellen und bearbeiten; fortsetzen; abschließen.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	2	0	YES	T+OL+CHD+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
144	PROSE_STREAM|tolshy	tolshy	1	f20v	T+OL+SH+Y	EINSTELLEN · FORTSETZEN · HALTEN · POSTEN	INHERITED	einstellen → fortsetzen → halten → Posten.	Den Posten einstellen und halten; fortsetzen.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	4	0	2	1	YES	T+OL+SH+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
145	PROSE_STREAM|tosheo	tosheo	1	f66r	T+O+SH+E+O	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	einstellen → [Ausführung] → halten → [Grad I] → [Ausführung].	Einstellen und halten; zur Ausführung; auf Grad I; erneut zur Ausführung.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	2	3	2	0	YES	T+O+SH+E+O	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
146	PROSE_STREAM|tshokeody	tshokeody	1	f31r	T+SH+OK+E+O+D_ADDR+Y	EINSTELLEN · HALTEN · SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	einstellen → halten → setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	Den Posten einstellen, halten und setzen; auf Grad I; zur Ausführung; hier.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	7	4	3	3	1	YES	T+SH+OK+E+O+D_ADDR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
