target_occurrence_id	surface_provenance_only	page	physical_folio	locus	ordinal	line_token_count	line_position	gdt734_complete_line_v99r7	gdt734_unknown_cells_v99r7	gdt770_admitted_line	union_admitted_line	explicit_gdt770_exclusion	explicit_gdt771_exclusion	strict_discriminator_eligible	admission_source	current_reader_state	frame_ids	d1_left_eligible_donors	d1_right_eligible_donors	r2_left_eligible_donors	r2_right_eligible_donors	written_line_eva	target_default_credit	target_role_credit	confirmed_lexeme	confirmed_plaintext	component_export_credit
G769-T0415	ol	f81r	f81	f81r.22	4	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	daiin@5:d1:roles=SCALAR_VALUE:features=VALUE_AMOUNT	NONE	daiin@5:d1:roles=SCALAR_VALUE:features=VALUE_AMOUNT	qotal chedy qol ol daiin ol chedar ol oly	0	0	0	0	0
G769-T0416	ol	f81r	f81	f81r.22	6	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F14_MEDIAL_TWO_SIDED_LINKER	daiin@5:d1:roles=SCALAR_VALUE:features=VALUE_AMOUNT	chedar@7:d1:roles=AMOUNT_VALUE/QUALITY_STAGE:features=DRY/STAGE/VALUE_AMOUNT	daiin@5:d1:roles=SCALAR_VALUE:features=VALUE_AMOUNT	chedar@7:d1:roles=AMOUNT_VALUE/QUALITY_STAGE:features=DRY/STAGE/VALUE_AMOUNT	qotal chedy qol ol daiin ol chedar ol oly	0	0	0	0	0
G769-T0417	ol	f81r	f81	f81r.22	8	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F06_TARGET_BEFORE_PROCESS	chedar@7:d1:roles=AMOUNT_VALUE/QUALITY_STAGE:features=DRY/STAGE/VALUE_AMOUNT	NONE	chedar@7:d1:roles=AMOUNT_VALUE/QUALITY_STAGE:features=DRY/STAGE/VALUE_AMOUNT	NONE	qotal chedy qol ol daiin ol chedar ol oly	0	0	0	0	0
G769-T0418	ol	f81r	f81	f81r.29	9	9	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	olkaiin@8:d1:roles=KNOWN_OTHER:features=NONE	NONE	olkaiin@8:d1:roles=KNOWN_OTHER:features=NONE	NONE	y sheedy shy chey l chcthy ytar olkaiin ol	0	0	0	0	0
G769-T0403	ol	f81r	f81	f81r.3	5	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	olkal@4:d1:roles=KNOWN_OTHER:features=NONE	NONE	olkal@4:d1:roles=KNOWN_OTHER:features=NONE	NONE	qotey l chees olkal ol chedy okar shedy	0	0	0	0	0
G769-T0419	ol	f81r	f81	f81r.31	3	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	shedy@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	NONE	shedy@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	NONE	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	0	0	0	0	0
G769-T0404	ol	f81r	f81	f81r.4	3	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F06_TARGET_BEFORE_PROCESS|F14_MEDIAL_TWO_SIDED_LINKER	qokain@2:d1:roles=KNOWN_OTHER:features=NONE	NONE	qokain@2:d1:roles=KNOWN_OTHER:features=NONE	chcthy@5:d2:roles=NONE:features=NONE	dchedy qokain ol ol chcthy ykeedy al	0	0	0	0	0
G769-T0405	ol	f81r	f81	f81r.4	4	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F06_TARGET_BEFORE_PROCESS|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	chcthy@5:d1:roles=NONE:features=NONE	qokain@2:d2:roles=KNOWN_OTHER:features=NONE	chcthy@5:d1:roles=NONE:features=NONE ; ykeedy@6:d2:roles=CLOSE/QUALITY_STAGE:features=CLOSE/HOT/STAGE	dchedy qokain ol ol chcthy ykeedy al	0	0	0	0	0
G769-T0406	ol	f81r	f81	f81r.5	4	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2	okeey@3:d1:roles=KNOWN_OTHER:features=NONE	NONE	okeey@3:d1:roles=KNOWN_OTHER:features=NONE ; cheol@2:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY	NONE	qol cheol okeey ol ol olaiin ol or ain	0	0	0	0	0
G769-T0407	ol	f81r	f81	f81r.5	5	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	okeey@3:d2:roles=KNOWN_OTHER:features=NONE	NONE	qol cheol okeey ol ol olaiin ol or ain	0	0	0	0	0
G769-T0408	ol	f81r	f81	f81r.5	7	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	qol cheol okeey ol ol olaiin ol or ain	0	0	0	0	0
G769-T0420	ol	f81v	f81	f81v.1	7	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	par shey keedy shekal dal dar ol pchedy shek dain ofalsheky	0	0	0	0	0
G769-T0429	ol	f81v	f81	f81v.17	3	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	shedy@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	sshkchdy@1:d2:roles=KNOWN_OTHER:features=NONE	shedy@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	sshkchdy chedy ol shedy qolchedy qokain ckhy dl ral	0	0	0	0	0
G769-T0430	ol	f81v	f81	f81v.18	3	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	0	0	0	0	0
G769-T0431	ol	f81v	f81	f81v.18	5	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2	NONE	shedy@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	NONE	shedy@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE ; qokedy@7:d2:roles=KNOWN_OTHER:features=NONE	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	0	0	0	0	0
G769-T0432	ol	f81v	f81	f81v.19	2	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	solkeey ol shedy qokar shckhy dedy qokar qokal dol chy	0	0	0	0	0
G769-T0421	ol	f81v	f81	f81v.2	6	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	NONE	kain@7:d1:roles=KNOWN_OTHER:features=NONE	NONE	kain@7:d1:roles=KNOWN_OTHER:features=NONE ; olkain@8:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	0	0	0	0	0
G769-T0422	ol	f81v	f81	f81v.2	10	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2	NONE	NONE	olkain@8:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE	NONE	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	0	0	0	0	0
G769-T0423	ol	f81v	f81	f81v.4	5	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	kaiin@6:d1:roles=QUALITY_STAGE:features=HOT/STAGE	NONE	kaiin@6:d1:roles=QUALITY_STAGE:features=HOT/STAGE ; dain@7:d2:roles=NONE:features=NONE	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy	0	0	0	0	0
G769-T0424	ol	f81v	f81	f81v.6	3	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F14_MEDIAL_TWO_SIDED_LINKER	okaiin@2:d1:roles=KNOWN_OTHER:features=NONE	NONE	okaiin@2:d1:roles=KNOWN_OTHER:features=NONE ; qokain@1:d2:roles=KNOWN_OTHER:features=NONE	cheol@5:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY	qokain okaiin ol chedy cheol lky l s aiin okain daldy	0	0	0	0	0
G769-T0435	ol	f82r	f82	f82r.16	7	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	0	0	0	0	0
G769-T0437	ol	f82r	f82	f82r.33	2	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2	NONE	cheol@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY	NONE	cheol@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY	sain ol cheol ey cheor chey	0	0	0	0	0
G769-T0438	ol	f82v	f82	f82v.12	4	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2	NONE	qoky@5:d1:roles=QUALITY_STAGE:features=HOT/STAGE	NONE	qoky@5:d1:roles=QUALITY_STAGE:features=HOT/STAGE	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	0	0	0	0	0
G769-T0441	ol	f83r	f83	f83r.42	2	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	sol ol chcthdy l chedy lchdy	0	0	0	0	0
G769-T0445	ols	f83v	f83	f83v.22	7	7	LAST	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F03_DRY_R2|F05_PROCESS_SLOT_FINAL|F07_LINE_FINAL_OR_CLOSE	cheor@6:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/STATE_DRY_ANCHOR/VALUE_AMOUNT	NONE	cheor@6:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/STATE_DRY_ANCHOR/VALUE_AMOUNT ; qokal@5:d2:roles=KNOWN_OTHER:features=NONE	NONE	char qokar cheolkain shckhey qokal cheor ols	0	0	0	0	0
G769-T0453	ol	f85r1	f85	f85r1.21	4	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F14_MEDIAL_TWO_SIDED_LINKER	oraiin@3:d1:roles=AMOUNT_VALUE:features=VALUE_AMOUNT	okaiin@5:d1:roles=KNOWN_OTHER:features=NONE	oraiin@3:d1:roles=AMOUNT_VALUE:features=VALUE_AMOUNT	okaiin@5:d1:roles=KNOWN_OTHER:features=NONE ; cheocthey@6:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/PREPARATION	daiir cheody oraiin ol okaiin cheocthey olor otedy qotaiin chor chedy	0	0	0	0	0
G769-T0455	otar	f85r1	f85	f85r1.29	11	13	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F09_COLD_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	otchy@12:d1:roles=KNOWN_OTHER:features=NONE	qotol@9:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=COLD/MATERIAL	otchy@12:d1:roles=KNOWN_OTHER:features=NONE	oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam	0	0	0	0	0
G769-T0449	ol	f85r1	f85	f85r1.6	6	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F08_HOT_R2|F10_PART_OR_CONTENT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	chor@5:d1:roles=KNOWN_OTHER:features=NONE	shedy@7:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	chor@5:d1:roles=KNOWN_OTHER:features=NONE ; qokeey@4:d2:roles=QUALITY_STAGE:features=HOT/STAGE	shedy@7:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	roraiin shey pchey qokeey chor ol shedy	0	0	0	0	0
G769-T0465	otar	f86v5	f86	f86v5.13	10	11	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F01_AMOUNT_DIRECT|F14_MEDIAL_TWO_SIDED_LINKER|F16_RELATIONAL_AMOUNT_ORDER	aiin@9:d1:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	aiiin@11:d1:roles=KNOWN_OTHER:features=NONE	aiin@9:d1:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	aiiin@11:d1:roles=KNOWN_OTHER:features=NONE	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	0	0	0	0	0
G769-T0463	ol	f86v5	f86	f86v5.2	9	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	qopchol@7:d2:roles=KNOWN_OTHER:features=NONE	NONE	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	0	0	0	0	0
G769-T0468	ol	f86v5	f86	f86v5.32	10	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	teody@11:d1:roles=CONTENT_PREPARATION:features=PREPARATION	chody@8:d2:roles=KNOWN_OTHER:features=NONE	teody@11:d1:roles=CONTENT_PREPARATION:features=PREPARATION ; aiin@12:d2:roles=KNOWN_OTHER:features=NONE	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin	0	0	0	0	0
G769-T0469	ol	f86v5	f86	f86v5.33	2	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	qokeey@1:d1:roles=QUALITY_STAGE:features=HOT/STAGE	NONE	qokeey@1:d1:roles=QUALITY_STAGE:features=HOT/STAGE	NONE	qokeey ol kaiin ol kain olkeedy qopcheey oty daiin otam	0	0	0	0	0
G769-T0471	ol	f86v5	f86	f86v5.37	5	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	otaiin@4:d1:roles=KNOWN_OTHER:features=NONE	NONE	otaiin@4:d1:roles=KNOWN_OTHER:features=NONE ; qotain@3:d2:roles=KNOWN_OTHER:features=NONE	NONE	dchol chedy qotain otaiin ol cheody olkeeody oreeeg	0	0	0	0	0
G769-T0476	ol	f86v6	f86	f86v6.14	11	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	ain@12:d1:roles=NONE:features=NONE	NONE	ain@12:d1:roles=NONE:features=NONE	ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar dar ol ain	0	0	0	0	0
G769-T0477	ol	f86v6	f86	f86v6.23	12	13	MIDDLE	1	0	0	1	0	1	0	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	ain@11:d1:roles=NONE:features=NONE	keodar@13:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/PREPARATION/STAGE/VALUE_AMOUNT	ain@11:d1:roles=NONE:features=NONE ; dair@10:d2:roles=KNOWN_OTHER:features=NONE	keodar@13:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/PREPARATION/STAGE/VALUE_AMOUNT	qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar	0	0	0	0	0
G769-T0480	otar	f86v6	f86	f86v6.35	3	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	aiin@2:d1:roles=KNOWN_OTHER:features=NONE	cheody@4:d1:roles=KNOWN_OTHER:features=NONE	aiin@2:d1:roles=KNOWN_OTHER:features=NONE	cheody@4:d1:roles=KNOWN_OTHER:features=NONE ; qotaiin@5:d2:roles=KNOWN_OTHER:features=NONE	sar aiin otar cheody qotaiin qokaiin ol tey qokaiin okar ol	0	0	0	0	0
G769-T0481	ol	f86v6	f86	f86v6.35	7	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F09_COLD_R2|F14_MEDIAL_TWO_SIDED_LINKER	qokaiin@6:d1:roles=KNOWN_OTHER:features=NONE	tey@8:d1:roles=QUALITY_STAGE:features=COLD/STAGE	qokaiin@6:d1:roles=KNOWN_OTHER:features=NONE ; qotaiin@5:d2:roles=KNOWN_OTHER:features=NONE	tey@8:d1:roles=QUALITY_STAGE:features=COLD/STAGE ; qokaiin@9:d2:roles=KNOWN_OTHER:features=NONE	sar aiin otar cheody qotaiin qokaiin ol tey qokaiin okar ol	0	0	0	0	0
G769-T0482	ol	f86v6	f86	f86v6.35	11	11	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	qokaiin@9:d2:roles=KNOWN_OTHER:features=NONE	NONE	sar aiin otar cheody qotaiin qokaiin ol tey qokaiin okar ol	0	0	0	0	0
G769-T0472	ol	f86v6	f86	f86v6.4	4	13	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F10_PART_OR_CONTENT_R2|F14_MEDIAL_TWO_SIDED_LINKER	shor@3:d1:roles=KNOWN_OTHER:features=NONE	aiin@5:d1:roles=AMOUNT_VALUE:features=VALUE_AMOUNT	shor@3:d1:roles=KNOWN_OTHER:features=NONE ; shdy@2:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	aiin@5:d1:roles=AMOUNT_VALUE:features=VALUE_AMOUNT ; olkeedy@6:d2:roles=KNOWN_OTHER:features=NONE	dshor shdy shor ol aiin olkeedy shdal oteor chdar l karchees olkar dalam	0	0	0	0	0
G769-T0474	otar	f86v6	f86	f86v6.9	7	11	MIDDLE	1	0	0	1	1	0	0	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F01_AMOUNT_DIRECT|F03_DRY_R2|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F16_RELATIONAL_AMOUNT_ORDER	cheol@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY	NONE	cheol@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY ; qokol@5:d2:roles=PROCESS_PASS/QUALITY_STAGE:features=HOT/PASS/PROCESS	aiiin@9:d2:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin	0	0	0	0	0
G769-T0491	otar	f89v1	f89	f89v1.6	9	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	cthol@10:d1:roles=CONTENT_PREPARATION:features=MATERIAL	dain@7:d2:roles=NONE:features=NONE	cthol@10:d1:roles=CONTENT_PREPARATION:features=MATERIAL	dor sheey qokol cheol cthody qockhy dain yteey otar cthol	0	0	0	0	0
G769-T0495	ckhy	f8r	f8	f8r.15	10	10	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	NONE	NONE	dchey ckhol chol chey kc chy daiin dol daiiiry ckhy	0	0	0	0	0
G769-T0501	ckhy	f93v	f93	f93v.10	3	5	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2	NONE	NONE	ychol@1:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL	NONE	ychol chs ckhy s cheeol	0	0	0	0	0
G769-T0504	otar	f94v	f94	f94v.4	2	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F06_TARGET_BEFORE_PROCESS|F08_HOT_R2	NONE	otchy@3:d1:roles=KNOWN_OTHER:features=NONE	NONE	otchy@3:d1:roles=KNOWN_OTHER:features=NONE ; kedy@4:d2:roles=CLOSE/QUALITY_STAGE:features=CLOSE/HOT/STAGE	dchdy otar otchy kedy qokchdy ol okchy	0	0	0	0	0
G769-T0505	ol	f94v	f94	f94v.4	6	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2	NONE	NONE	kedy@4:d2:roles=CLOSE/QUALITY_STAGE:features=CLOSE/HOT/STAGE	NONE	dchdy otar otchy kedy qokchdy ol okchy	0	0	0	0	0
G769-T0506	ol	f94v	f94	f94v.9	8	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F01_AMOUNT_DIRECT|F14_MEDIAL_TWO_SIDED_LINKER|F16_RELATIONAL_AMOUNT_ORDER	NONE	NONE	NONE	aiin@10:d2:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	0	0	0	0	0
G769-T0510	ol	f95r1	f95	f95r1.11	5	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	chekain@4:d1:roles=PROCESS_PASS/QUALITY_STAGE:features=DRY/HOT/PASS/PROCESS/STAGE	NONE	chekain@4:d1:roles=PROCESS_PASS/QUALITY_STAGE:features=DRY/HOT/PASS/PROCESS/STAGE	NONE	ykaiin or chdy chekain ol dar ykar olkeey ldar chekal	0	0	0	0	0
G769-T0509	ol	f95r1	f95	f95r1.2	1	12	FIRST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	ol chdy chdy qokaiin shdy qokaiin chdy kol chdy qoty oky dan	0	0	0	0	0
G769-T0516	otar	f95v1	f95	f95v1.7	7	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F08_HOT_R2	NONE	NONE	NONE	kchdy@9:d2:roles=QUALITY_STAGE:features=DRY/HOT/STAGE	dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy	0	0	0	0	0
G769-T0520	ols	f99r	f99	f99r.52	2	4	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	ychor ols or agairom	0	0	0	0	0
G769-T0526	ckhy	f9v	f9	f9v.12	2	3	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F08_HOT_R2|F10_PART_OR_CONTENT_R2|F14_MEDIAL_TWO_SIDED_LINKER	chkaiin@1:d1:roles=QUALITY_STAGE:features=DRY/HOT/STAGE	chor@3:d1:roles=KNOWN_OTHER:features=NONE	chkaiin@1:d1:roles=QUALITY_STAGE:features=DRY/HOT/STAGE	chor@3:d1:roles=KNOWN_OTHER:features=NONE	chkaiin ckhy chor	0	0	0	0	0
