surface_id	visible_surface	register_status	prose_occurrences	astro_occurrences	common_atom_sequences	classification	historical_layer	composition_autonomy	apprentice_action_de	memorized_body_or_residue	classification_evidence	short_spoken_value_de
SF0280	otedy	PROSE_ONLY	2	0	OT+E+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurze Folge; Schluss
SF0281	oteeal	ASTRO_ONLY	0	1	OT+AL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Folge + Ziel
SF0282	oteeo	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe
SF0283	oteey	PROSE_AND_ASTRO	2	2	OT+EE+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	langer Folgeposten
SF0284	oteeys	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe
SF0285	oteoarar	ASTRO_ONLY	0	1	OT+AR+AR	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Folge + Quelle + Quelle
SF0286	oteody	ASTRO_ONLY	0	1	OT+E+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	den nächsten Posten kurz markieren
SF0287	oteol	ASTRO_ONLY	0	1	OT+E+OL	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	als nächstes kurz fortsetzen
SF0288	otoar	ASTRO_ONLY	0	1	OT+AR	PRODUCTIVE_ASTRO_COMPOSITION	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kerne lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:FAMILY_COMPOSITION	nächste Quelle
SF0289	otochedy	ASTRO_ONLY	0	1	OT+CHD	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Folge + Umsetzen
SF0290	otody	ASTRO_ONLY	0	1	OT+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	den nächsten Posten markieren
SF0291	otokeeey	ASTRO_ONLY	0	1	OT+OK	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Folge + Aktivieren
SF0292	otol	PROSE_AND_ASTRO	1	1	OT+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	danach fortsetzen
SF0293	otoldos	ASTRO_ONLY	0	1	OT+OL	PRODUCTIVE_ASTRO_COMPOSITION	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kerne lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:FAMILY_COMPOSITION	als nächstes fortsetzen; lokaler DOS-Status
SF0294	otolor	ASTRO_ONLY	0	1	OT+OL+OR	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Folge + Fortsetzen + Ansatz/Satz
SF0295	otoly	ASTRO_ONLY	0	1	OT+OL+Y	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	diese Fortsetzung als nächste nehmen
SF0296	otor	ASTRO_ONLY	0	2	OT+OR	PRODUCTIVE_ASTRO_COMPOSITION	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kerne lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:FAMILY_COMPOSITION	nächster Satz
SF0297	otshey	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert
SF0298	oty	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Teilsektor oder Untereintrag
SF0299	otydy	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Teilsektor oder Untereintrag
SF0300	otykchs	ASTRO_ONLY	0	1	OT+KCH	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Folge + Bearbeiten
SF0301	otys	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Teilsektor oder Untereintrag
SF0302	otytchol	PROSE_ONLY	1	0	OT+TY+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	naechsten Teilposten weiterfuehren
SF0303	oygy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	oygy	ASTRO:NO_COMMON_CORE	aktueller Grundgrad
SF0304	oykchor	PROSE_ONLY	1	0	Y+KCH+OR	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	Y	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	aktuellen Ansatz bearbeiten
SF0305	pchedal	PROSE_ONLY	1	0	P+CHD+AL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Einlass
SF0306	pchedy	PROSE_ONLY	1	0	P+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	einführen; Schluss
SF0307	qcthey	PROSE_ONLY	1	0	CTH+E+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz bereithalten
SF0308	qear	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0309	qekey	PROSE_ONLY	1	0	KCH+E+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	KCH	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	aktuellen Posten kurz bearbeiten
SF0310	qeykeey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	qeykeey	ASTRO:NO_COMMON_CORE	lange oder volle Diagrammstufe
SF0311	qkoy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	qkoy	ASTRO:NO_COMMON_CORE	neue Grundklasse
SF0312	qocheey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	qocheey	ASTRO:NO_COMMON_CORE	abgelesener oder freigegebener Wert
SF0313	qockhey	PROSE_ONLY	1	0	OK+CKH+E+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	OK	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurzen Durchlauf ansetzen
SF0314	qockhy	ASTRO_ONLY	0	1	CKH	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	durch Sektor, Ring oder Pruefweg fuehren
SF0315	qoctholy	PROSE_ONLY	1	0	CTH+OL+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	bereiten Posten weiterfuehren
SF0316	qofair	ASTRO_ONLY	0	1	AIR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmels-, Ring- oder Zeigerlauf
SF0317	qokaiin	PROSE_ONLY	8	0	OK+AIIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	auf Sollmaß einstellen
SF0318	qokain	PROSE_ONLY	4	0	OK+AIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	eine Portion zugeben
SF0319	qokal	PROSE_ONLY	4	0	OK+AL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	dort ansetzen
SF0320	qokaly	PROSE_ONLY	1	0	OK+AL+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	dies dort ansetzen
SF0321	qokar	PROSE_ONLY	1	0	OK+AR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	daraus ansetzen
SF0322	qokchdy	PROSE_ONLY	3	0	OK+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Umsetzung ansetzen; Schluss
SF0323	qokchedy	PROSE_ONLY	1	0	OK+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	angesetzten Inhalt überführen; Schluss
SF0324	qokchy	PROSE_ONLY	1	0	OK+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Posten zur Weiterbearbeitung ansetzen
SF0325	qokedy	PROSE_ONLY	8	0	OK+E+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz ansetzen; Schluss
SF0326	qokeedal	PROSE_ONLY	1	0	OK+EE+AL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	dort länger halten
SF0327	qokeedy	PROSE_ONLY	10	0	OK+EE+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	länger ansetzen; Schluss
SF0328	qokeeedy	PROSE_AND_ASTRO	1	1	OK+EEE+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	vollständig ansetzen; Schluss
SF0329	qokeeody	ASTRO_ONLY	0	1	OK+EE+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen Posten länger aktivieren und eintragen
SF0330	qokeey	PROSE_ONLY	6	0	OK+EE+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	länger ansetzen
SF0331	qokeochy	ASTRO_ONLY	0	1	OK	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammposten setzen oder aktivieren
SF0332	qokey	PROSE_ONLY	1	0	OK+E+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	kurz ansetzen
SF0333	qokoaiin	ASTRO_ONLY	0	1	OK+AIIN	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Aktivieren + Sollwert/Maß
SF0334	qokokchy	PROSE_ONLY	1	0	OK+OK+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	erneut ansetzen
SF0335	qokol	PROSE_ONLY	1	0	OK+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Fortsetzung ansetzen
SF0336	qokshedy	PROSE_ONLY	1	0	OK+SHED+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Absetzgang ansetzen; Schluss
SF0337	qoky	PROSE_ONLY	7	0	OK+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	aktuellen Posten ansetzen
SF0338	qokylddy	PROSE_ONLY	1	0	OK+Y+LDDY	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY	BREVIGRAPH_PLUS_NOMENCLATOR	PARTIAL	Rahmen lesen, Körper auswendig ergänzen	LDDY	PROSE:PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY	aktuellen Posten befestigen; Schluss
SF0339	qol	PROSE_ONLY	3	0	OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	fortsetzen
SF0340	qolchedy	PROSE_ONLY	2	0	OL+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	weiterüberführen; Schluss
SF0341	qolchey	PROSE_ONLY	1	0	OL+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	diesen Posten weiterfuehren
SF0342	qolkain	PROSE_ONLY	1	0	OL+AIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	weitere Portion
SF0343	qolky	PROSE_ONLY	1	0	OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	auf dem Arbeitsweg weiterleiten
SF0344	qopchy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	qopchy	ASTRO:NO_COMMON_CORE	neuer Paarbezug
SF0345	qotair	ASTRO_ONLY	0	1	OT+AIR	PRODUCTIVE_ASTRO_COMPOSITION	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kerne lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:FORWARD_SINGLE_CELL	NÄCHSTER LAUF/NÄCHSTE BAHN
SF0346	qotal	PROSE_ONLY	2	0	OT+AL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	danach dorthin
SF0347	qotchedy	PROSE_ONLY	1	0	OT+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	nächsten Posten überführen; Schluss
SF0348	qotchol	PROSE_ONLY	1	0	OT+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	danach weiterfuehren
SF0349	qotchor	PROSE_ONLY	1	0	OT+OR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Folgeansatz
SF0350	qotchy	PROSE_ONLY	1	0	OT+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	anschließender Arbeitsposten
SF0351	qotedaiin	PROSE_ONLY	1	0	OT+E+AIIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	kurzes Folgemass
SF0352	qoteedy	PROSE_ONLY	2	0	OT+EE+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	lange Folge; Schluss
SF0353	qoteor	ASTRO_ONLY	0	1	OT+E+OR	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	nächsten Satz kurz nehmen
SF0354	qotoear	ASTRO_ONLY	0	1	OT+E+AR	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	nächste Quelle kurz nehmen
SF0355	qsg	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	qsg	ASTRO:NO_COMMON_CORE	neuer Nebengrad
SF0356	r	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	r	ASTRO:NO_COMMON_CORE	Bezugswert
SF0357	ral	PROSE_ONLY	1	0	AL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	zur Zielstelle
SF0358	raly	PROSE_ONLY	1	0	AL+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	diesen Posten dorthin
SF0359	rol	PROSE_ONLY	1	0	OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	vom vorigen Gang weiterführen
SF0360	ror	ASTRO_ONLY	0	1	OR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Bedingungs-, Tabellen- oder Wahlansatz
SF0361	rsheal	PROSE_ONLY	1	0	SH+E+AL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz am Ziel ruhen
SF0362	rshedy	PROSE_ONLY	1	0	WASH+CLOSE	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE	NOMENCLATOR_PLUS_BREVIGRAPH	PARTIAL	Körper lernen, produktiven Rand lesen	WASH	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Waschgang abschließen
SF0363	s	ASTRO_ONLY	0	4	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	s	ASTRO:NO_COMMON_CORE	Nebenwert
SF0364	saiin	PROSE_AND_ASTRO	4	1	AIIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Sollmaß
SF0365	saiir	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	saiir	ASTRO:NO_COMMON_CORE	sekundärer Hauptindex
SF0366	sain	ASTRO_ONLY	0	1	AIN	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	gezaehlter Teil oder Unterabschnitt
SF0367	sal	PROSE_AND_ASTRO	1	1	AL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	dorthin
SF0368	saldal	ASTRO_ONLY	0	1	AL+AL	UNPROMOTED_MULTI_CORE_HINT	BREVIGRAPH_HINT_PLUS_OWNER	PARTIAL	Kernfolge als Hinweis lesen, lokale Karte lernen	NONE	ASTRO:COMMON_CORE	Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld
SF0369	salsain	ASTRO_ONLY	0	1	AL+AIN	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Ziel + Portion
SF0370	sar	PROSE_AND_ASTRO	1	2	AR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	aus dem Ansatz
SF0371	saral	ASTRO_ONLY	0	2	AR+AL	PRODUCTIVE_ASTRO_COMPOSITION	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kerne lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:FAMILY_COMPOSITION	von Quelle zum Ziel
SF0372	sarydy	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0373	schedair	PROSE_ONLY	1	0	AIR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Wasser weiterleiten
SF0374	schedy	PROSE_ONLY	2	0	CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Posten überführen; Schluss
SF0375	schoal	PROSE_ONLY	1	0	HO+AL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Zutat an die Arbeitsstelle geben
SF0376	schol	PROSE_ONLY	1	0	DCHOL	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	DCHOL	PROSE:MEMORIZED_WHOLE	vorigen Posten fortsetzen
