component_recipe	literal_reading_de	generic_workshop_phrase_de	source_neighbor_count	source_recipes	generic_phrase_collision_count	generic_phrase_collision_recipes	appendix_rule	surface_rule
Y+K+EE+AIN	POSTEN · GEBEN · GRAD II · ANTEIL	Gib den Posten und den Anteil auf Grad II.	2	Y+K+EE+OR | Y+K+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+OK+AIR	POSTEN · SETZEN · BAHN	Setze den Posten entlang der Bahn.	2	Y+K+AIR | Y+P+AIR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+OK+CH+Y	POSTEN · SETZEN · NEHMEN · POSTEN	Setze den Posten und den Posten; nimm den Posten und den Posten.	2	Y+K+CH+Y | Y+P+CH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+OK+E+O+D_ADDR+AIN	POSTEN · SETZEN · GRAD I · AUSFÜHRUNG · HIER · ANTEIL	Setze den Posten und den Anteil auf Grad I als Ausführung hier.	2	Y+K+E+O+D_ADDR+AIN | Y+OK+E+O+D_ADDR+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+P+AL	POSTEN · EINSETZEN · ZIELORT	Setze den Posten am Zielort ein.	2	Y+K+AL | Y+P+AIR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+P+AR	POSTEN · EINSETZEN · AUSGANG	Setze den Posten vom Ausgang ein.	2	Y+K+AR | Y+P+AIR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+P+CH+OR	POSTEN · EINSETZEN · NEHMEN · EINHEIT	Setze den Posten und die Einheit ein; nimm den Posten und die Einheit.	2	Y+K+CH+OR | Y+P+CH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+SH+E+AIIN	POSTEN · HALTEN · GRAD I · WERT	Halte den Posten und den Wert auf Grad I.	2	Y+SH+E+OR | Y+SH+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+SH+E+AIN	POSTEN · HALTEN · GRAD I · ANTEIL	Halte den Posten und den Anteil auf Grad I.	2	Y+SH+E+OR | Y+SH+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+SH+Y	POSTEN · HALTEN · POSTEN	Halte den Posten und den Posten.	2	Y+CHD+Y | Y+SH+OR	1	SH+Y+Y|Y+SH+Y	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+T+AIR	POSTEN · EINSTELLEN · BAHN	Stelle den Posten entlang der Bahn ein.	2	Y+T+AL | Y+T+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+T+L	POSTEN · EINSTELLEN · VERBINDUNG	Stelle den Posten über die Verbindung ein.	2	Y+T+AL | Y+T+AR	1	L+T+Y|Y+T+L	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
