bundle_id	bundle_ordinal	physical_page	register	locus	owner_de	event_count	source_event_ids	surface_sequence	recipe_sequence	literal_working_reading_de	learned_name_event_count	explicit_action_root_count	coordinate_repair_count	instruction_repair_count	catalogue_repair_count	best_models	selected_model	selection_reason	coordinate_bundle_reading_de	instruction_bundle_reading_de	catalogue_bundle_reading_de	selected_bundle_reading_de	claim_status
G474-B114	114	f89r	PHARMA	f89r1.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1038	okchshy	OK+CH+Y	SETZEN · NEHMEN · POSTEN	0	2	2	0	3	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Entnahmepunkt → Drogenposten.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	Eintrag »okchshy« — Setzvermerk, Entnahmevermerk, Postenangabe.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B115	115	f89r	PHARMA	f89r1.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1039	qkol	OL	[DROGENNAME:qk] · FORTSETZEN	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »qk« → weiter.	Weiter beziehe den Drogeneintrag »qk«.	Droge »qk« — Fortsetzungsvermerk.	Droge »qk« — Fortsetzungsvermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B116	116	f89r	PHARMA	f89r1.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1040	oldam	OL+AM_ADDR	FORTSETZEN · [DROGENNAME:d] · HIER	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: weiter → Droge »d« → hier.	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle.	Droge »d« — Fortsetzungsvermerk, Hier-Vermerk.	Droge »d« — Fortsetzungsvermerk, Hier-Vermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B117	117	f89r	PHARMA	f89r1.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1041	otoldy	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:dy]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → weiter → Droge »dy«.	Danach und weiter beziehe den Drogeneintrag »dy«.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B118	118	f89r	PHARMA	f89r1.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	1	P1008-E1042	ararchodaiin	AR+AR+AIIN	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Ausgangsgefäß → Ausgangsgefäß → Droge »cho« → Mengenwert.	Beziehe den Drogeneintrag »cho« und den Mengenwert vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen].	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B119	119	f89r	PHARMA	f89r1.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	1	P1008-E1090	ykyd	Y+K+Y+D_ADDR	POSTEN · GEBEN · POSTEN · HIER	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Drogenposten → Zuweisepunkt → Drogenposten → hier.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	Eintrag »ykyd« — Postenangabe, Zuweisungsvermerk, Postenangabe, Hier-Vermerk.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B120	120	f89r	PHARMA	f89r1.12	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	2	P1008-E1091|P1008-E1092	chol|ches	OL / CH+E+S	FORTSETZEN / NEHMEN · GRAD I · WÄHLEN	0	2	2	1	4	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	1. Adressspur: weiter. 2. Adressspur: Entnahmepunkt → Grad I → Auswahlpunkt.	1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I.	1. Eintrag »chol« — Fortsetzungsvermerk. 2. Eintrag »ches« — Entnahmevermerk, Grad I, Auswahlvermerk.	1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B121	121	f89r	PHARMA	f89r1.13	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	1	P1008-E1093	otorain	OT+AIN	DANACH · [DROGENNAME:or] · ANTEIL	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Droge »or« → Drogenanteil.	Danach beziehe den Drogeneintrag »or« und den Drogenanteil.	Droge »or« — Folgevermerk, Anteilsangabe.	Droge »or« — Folgevermerk, Anteilsangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B122	122	f89r	PHARMA	f89r1.14	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	2	P1008-E1094|P1008-E1095	okaiin|dan	OK+AIIN / AIN	SETZEN · WERT / ANTEIL	0	1	1	0	3	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	1. Adressspur: Setzpunkt → Mengenwert. 2. Adressspur: Drogenanteil.	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	1. Eintrag »okaiin« — Setzvermerk, Wertangabe. 2. Eintrag »dan« — Anteilsangabe.	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B123	123	f89r	PHARMA	f89r1.24	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	1	P1008-E1175	ykocfhy	CH+LOCAL_CHAR_F+Y	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Droge »yko« → Entnahmepunkt → hier → Drogenposten.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	Droge »yko« — Entnahmevermerk, Hier-Vermerk, Postenangabe.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B124	124	f89r	PHARMA	f89r1.25	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	1	P1008-E1176	saldam	AL+AM_ADDR	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »s« → Zielgefäß → Droge »d« → hier.	Beziehe den Drogeneintrag »s« und den Drogeneintrag »d« zum Zielgefäß an der bezeichneten Stelle.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B125	125	f89r	PHARMA	f89r1.26	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	1	P1008-E1177	sydarary	D_ADDR+AR+AR	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »sy« → hier → Ausgangsgefäß → Ausgangsgefäß → Droge »y«.	Beziehe den Drogeneintrag »sy« und den Drogeneintrag »y« vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen] an der bezeichneten Stelle.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B126	126	f89r	PHARMA	f89r1.27	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	1	P1008-E1178	yddy	Y+D_ADDR+Y	POSTEN · HIER · POSTEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: Drogenposten → hier → Drogenposten.	Beziehe den Drogenposten [außen] und den Drogenposten [innen] an der bezeichneten Stelle.	Eintrag »yddy« — Postenangabe, Hier-Vermerk, Postenangabe.	Adressspur: Drogenposten → hier → Drogenposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B127	127	f89r	PHARMA	f89r2.1	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1179	odory	OR+Y	[DROGENNAME:od] · EINHEIT · POSTEN	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »od« → Ansatzeinheit → Drogenposten.	Beziehe den Drogeneintrag »od«, die Ansatzeinheit und den Drogenposten.	Droge »od« — Einheitsangabe, Postenangabe.	Droge »od« — Einheitsangabe, Postenangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B128	128	f89r	PHARMA	f89r2.2	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1180	doly	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »d« → weiter → Drogenposten.	Weiter beziehe den Drogeneintrag »d« und den Drogenposten.	Droge »d« — Fortsetzungsvermerk, Postenangabe.	Droge »d« — Fortsetzungsvermerk, Postenangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B129	129	f89r	PHARMA	f89r2.3	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1181	opchosam	AM_ADDR	[DROGENNAME:opchos] · HIER	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »opchos« → hier.	Beziehe den Drogeneintrag »opchos« an der bezeichneten Stelle.	Droge »opchos« — Hier-Vermerk.	Droge »opchos« — Hier-Vermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B130	130	f89r	PHARMA	f89r2.4	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1182	saloiinsheol	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Droge »s« → Zielgefäß → Droge »oiin« → Haltepunkt → Droge »e« → weiter.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	Droge »s« / Droge »oiin« / Droge »e« — Zielzuordnung, Haltevermerk, Fortsetzungsvermerk.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B131	131	f89r	PHARMA	f89r2.5	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	1	P1008-E1183	opcheor	O+P+CH+E+OR	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	0	2	3	0	3	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Ausführungspunkt → Einsatzstelle → Entnahmepunkt → Grad I → Ansatzeinheit.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	Eintrag »opcheor« — Ausführungsvermerk, Einsatzvermerk, Entnahmevermerk, Grad I, Einheitsangabe.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B132	132	f89r	PHARMA	f89r2.9	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	2	P1008-E1228|P1008-E1229	otold|y	OT+OL / Y	DANACH · FORTSETZEN · [DROGENNAME:d] / POSTEN	1	0	0	2	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: danach → weiter → Droge »d«. 2. Adressspur: Drogenposten.	1. Danach und weiter beziehe den Drogeneintrag »d«. 2. Beziehe den Drogenposten.	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe.	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B133	133	f89r	PHARMA	f89r2.10	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	3	P1008-E1230|P1008-E1231|P1008-E1232	okol|shol|dy	OK+OL / SH+OL / Y	SETZEN · FORTSETZEN / HALTEN · FORTSETZEN / POSTEN	0	2	2	0	5	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	1. Adressspur: Setzpunkt → weiter. 2. Adressspur: Haltepunkt → weiter. 3. Adressspur: Drogenposten.	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten.	1. Eintrag »okol« — Setzvermerk, Fortsetzungsvermerk. 2. Eintrag »shol« — Haltevermerk, Fortsetzungsvermerk. 3. Eintrag »dy« — Postenangabe.	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B134	134	f89r	PHARMA	f89r2.11	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	1	P1008-E1233	opchoroiin	O+IIN	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	1	0	1	1	0	CATALOGUE	CATALOGUE	UNIQUE_LOWEST_REPAIR	Adressspur: Droge »opchor« → Ausführungspunkt → Stufe.	Beziehe den Drogeneintrag »opchor«, als Ausführung und auf der bezeichneten Stufe.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B135	135	f89r	PHARMA	f89r2.16	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1296	korainy	K+OR+AIN+Y	GEBEN · EINHEIT · ANTEIL · POSTEN	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Zuweisepunkt → Ansatzeinheit → Drogenanteil → Drogenposten.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	Eintrag »korainy« — Zuweisungsvermerk, Einheitsangabe, Anteilsangabe, Postenangabe.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B136	136	f89r	PHARMA	f89r2.17	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1297	sodar	S+O+DA+R	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	0	2	3	0	3	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Auswahlpunkt → Ausführungspunkt → zweite Stufe → Marke.	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	Eintrag »sodar« — Auswahlvermerk, Ausführungsvermerk, zweite Stufe, Markierungsvermerk.	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B137	137	f89r	PHARMA	f89r2.18	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1298	cheys	Y+S	POSTEN · WÄHLEN	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Drogenposten → Auswahlpunkt.	Wähle den Drogenposten.	Eintrag »cheys« — Postenangabe, Auswahlvermerk.	Wähle den Drogenposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B138	138	f89r	PHARMA	f89r2.19	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1299	cheody	CH+E+O+Y	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	0	1	2	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Entnahmepunkt → Grad I → Ausführungspunkt → Drogenposten.	Nimm den Drogenposten, auf Grad I und als Ausführung.	Eintrag »cheody« — Entnahmevermerk, Grad I, Ausführungsvermerk, Postenangabe.	Nimm den Drogenposten, auf Grad I und als Ausführung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B139	139	f89r	PHARMA	f89r2.20	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1300	oporain	AIN	[DROGENNAME:opor] · ANTEIL	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »opor« → Drogenanteil.	Beziehe den Drogeneintrag »opor« und den Drogenanteil.	Droge »opor« — Anteilsangabe.	Droge »opor« — Anteilsangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B140	140	f89r	PHARMA	f89r2.21	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	1	P1008-E1301	okshdchos	OK+SH	SETZEN · HALTEN · [DROGENNAME:dchos]	1	2	2	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Haltepunkt → Droge »dchos«.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	Droge »dchos« — Setzvermerk, Haltevermerk.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B141	141	f89r	PHARMA	f89r2.29	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1408	okain	OK+AIN	SETZEN · ANTEIL	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Drogenanteil.	Setze den Drogenanteil als Ansatz an.	Eintrag »okain« — Setzvermerk, Anteilsangabe.	Setze den Drogenanteil als Ansatz an.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B142	142	f89r	PHARMA	f89r2.30	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1409	yorain	AIN	[DROGENNAME:yor] · ANTEIL	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »yor« → Drogenanteil.	Beziehe den Drogeneintrag »yor« und den Drogenanteil.	Droge »yor« — Anteilsangabe.	Droge »yor« — Anteilsangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B143	143	f89r	PHARMA	f89r2.31	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1410	ofakal	O+LOCAL_CHAR_F+AL	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	1	0	1	1	0	CATALOGUE	CATALOGUE	UNIQUE_LOWEST_REPAIR	Adressspur: Ausführungspunkt → hier → Droge »ak« → Zielgefäß.	Beziehe den Drogeneintrag »ak« zum Zielgefäß, als Ausführung an der bezeichneten Stelle.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B144	144	f89r	PHARMA	f89r2.32	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1411	otalsy	OT+AL+Y	DANACH · ZIELORT · POSTEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Zielgefäß → Drogenposten.	Danach beziehe den Drogenposten zum Zielgefäß.	Eintrag »otalsy« — Folgevermerk, Zielzuordnung, Postenangabe.	Adressspur: danach → Zielgefäß → Drogenposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B145	145	f89r	PHARMA	f89r2.33	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1412	ytarem	AR	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »yt« → Ausgangsgefäß → Droge »em«.	Beziehe den Drogeneintrag »yt« und den Drogeneintrag »em« vom Ausgangsgefäß.	Droge »yt« / Droge »em« — Ausgangszuordnung.	Droge »yt« / Droge »em« — Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B146	146	f89r	PHARMA	f89r2.34	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	1	P1008-E1413	otolarol	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	Danach, weiter und weiter beziehe den Eintrag vom Ausgangsgefäß.	Eintrag »otolarol« — Folgevermerk, Fortsetzungsvermerk, Ausgangszuordnung, Fortsetzungsvermerk.	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
