gdt513_local_id	source_event_id	physical_page	source_panel	register	locus	source_order	owner_de	surface	component_recipe	component_atom_count	portable_core_atoms	formal_or_local_atoms	legacy_structural_atoms	unresolved_atoms	component_trace_de	record_role	default_working_reading_de	running_support_tier	running_surface_event_count	running_surface_recipe_count	running_surface_recipes	running_recipe_event_count	running_recipe_surface_count	running_recipe_pages	local_leaveout_class	other_local_surface_pages	other_local_recipe_pages	gdt405_lock_contact	gdt405_locked_recipe	gdt405_lock_alignment	future_batch_recipe_policy	formula_hypothesis_signal	nomenclator_hypothesis_signal	record_hypothesis_signal	renderer_hypothesis_signal	mixed_model_assignment	meaning_status	portable_meaning_changed	structural_tag_promoted_to_word	guard
G513-L375	P912-E2280	f70v	f70v	CELESTIAL	f70v2.8	1135	Fischrad mit Stern tragenden Figuren	okala	OK+AL+A_ADDR	3	OK+AL	A_ADDR	NONE	NONE	SETZEN · ZIELORT · [A_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: SETZEN · ZIELORT · [A_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L376	P912-E2281	f70v	f70v	CELESTIAL	f70v2.9	1136	Fischrad mit Stern tragenden Figuren	otody	OT+O+DY	3	OT	O+DY	NONE	NONE	DANACH · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	A_EXACT_RUNNING_SURFACE_RECIPE	2	1	OT+O+DY	4	2	f75r|f88v|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v	f69v	YES	OT+O+DY	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L377	P912-E2282	f70v	f70v	CELESTIAL	f70v2.10	1137	Fischrad mit Stern tragenden Figuren	otald	OT+AL+D_LABEL	3	OT+AL	D_LABEL	NONE	NONE	DANACH · ZIELORT · [D_LABEL:LOKALSTRUKTUR=HIER]	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · ZIELORT · [D_LABEL:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L378	P912-E2283	f70v	f70v	CELESTIAL	f70v2.11	1138	Fischrad mit Stern tragenden Figuren	otaldar	OT+AL+D_ADDR+AR	4	OT+AL+AR	D_ADDR	NONE	NONE	DANACH · ZIELORT · [D_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · ZIELORT · [D_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG	B_RUNNING_RECIPE_NEW_SURFACE	0	0	NONE	1	1	f81r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	YES	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L379	P912-E2284	f70v	f70v	CELESTIAL	f70v2.12	1139	Fischrad mit Stern tragenden Figuren	okody	OK+O+Y	3	OK+Y	O	NONE	NONE	SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	B_RUNNING_RECIPE_NEW_SURFACE	0	0	NONE	1	1	f72r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v	f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	YES	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L380	P912-E2285	f70v	f70v	CELESTIAL	f70v2.13	1140	Fischrad mit Stern tragenden Figuren	opysam	O+P+Y+S_ADDR+AM_ADDR	5	P+Y	O+S_ADDR+AM_ADDR	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · EINSETZEN · POSTEN · [S_ADDR:LOKALSTRUKTUR=HIER] · [AM_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: [O:STEUERUNG=AUSFÜHRUNG] · EINSETZEN · POSTEN · [S_ADDR:LOKALSTRUKTUR=HIER] · [AM_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L381	P912-E2286	f70v	f70v	CELESTIAL	f70v2.14	1141	Fischrad mit Stern tragenden Figuren	chy	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Fischrad mit Stern tragenden Figuren: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	21	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f69v	f67r2|f69v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L382	P912-E2287	f70v	f70v	CELESTIAL	f70v2.15	1142	Fischrad mit Stern tragenden Figuren	otaly	OT+AL+Y	3	OT+AL+Y	NONE	NONE	NONE	DANACH · ZIELORT · POSTEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · ZIELORT · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	2	1	OT+AL+Y	3	2	f71v|f72r|f76r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f88r	f88r	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L383	P912-E2288	f70v	f70v	CELESTIAL	f70v2.16	1143	Fischrad mit Stern tragenden Figuren	otal	OT+AL	2	OT+AL	NONE	NONE	NONE	DANACH · ZIELORT	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · ZIELORT	A_EXACT_RUNNING_SURFACE_RECIPE	6	1	OT+AL	16	3	f71v|f72r|f76r|f77r|f81r|f82r|f83r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f72r	NONE	YES	OT+AL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L384	P912-E2289	f70v	f70v	CELESTIAL	f70v2.16	1144	Fischrad mit Stern tragenden Figuren	arar	AR+AR	2	AR+AR	NONE	NONE	NONE	AUSGANG · AUSGANG	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Fischrad mit Stern tragenden Figuren: AUSGANG · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L385	P912-E2290	f70v	f70v	CELESTIAL	f70v2.17	1145	Fischrad mit Stern tragenden Figuren	otaldy	OT+AL+DY	3	OT+AL	DY	NONE	NONE	DANACH · ZIELORT · [DY:STEUERUNG=SCHLUSS]	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · ZIELORT · [DY:STEUERUNG=SCHLUSS]	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	OT+AL+DY	1	1	f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f88r	f88r	YES	OT+AL+DY	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L386	P912-E2291	f70v	f70v	CELESTIAL	f70v2.18	1146	Fischrad mit Stern tragenden Figuren	okeoly	OK+E+OL+Y	4	OK+OL+Y	E	NONE	NONE	SETZEN · [E:STEUERUNG=GRAD I] · FORTSETZEN · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: SETZEN · [E:STEUERUNG=GRAD I] · FORTSETZEN · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L387	P912-E2292	f70v	f70v	CELESTIAL	f70v2.19	1147	Fischrad mit Stern tragenden Figuren	okydy	OK+Y+DY	3	OK+Y	DY	NONE	NONE	SETZEN · POSTEN · [DY:STEUERUNG=SCHLUSS]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: SETZEN · POSTEN · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L388	P912-E2293	f70v	f70v	CELESTIAL	f70v2.20	1148	Fischrad mit Stern tragenden Figuren	okees	OK+EE+S_LABEL	3	OK	EE+S_LABEL	NONE	NONE	SETZEN · [EE:STEUERUNG=GRAD II] · [S_LABEL:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: SETZEN · [EE:STEUERUNG=GRAD II] · [S_LABEL:LOKALSTRUKTUR=HIER]	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	3	1	OK+EE+S	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L389	P912-E2294	f70v	f70v	CELESTIAL	f70v2.21	1149	Fischrad mit Stern tragenden Figuren	daii	DA+IIN	2	NONE	DA+IIN	NONE	NONE	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI Fischrad mit Stern tragenden Figuren: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE]	B_RUNNING_RECIPE_NEW_SURFACE	0	0	NONE	5	1	f17r|f1r|f77r|f83r|f89r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	YES	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L390	P912-E2295	f70v	f70v	CELESTIAL	f70v2.21	1150	Fischrad mit Stern tragenden Figuren	amdy	AM_ADDR+DY	2	NONE	AM_ADDR+DY	NONE	NONE	[AM_ADDR:LOKALSTRUKTUR=HIER] · [DY:STEUERUNG=SCHLUSS]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI Fischrad mit Stern tragenden Figuren: [AM_ADDR:LOKALSTRUKTUR=HIER] · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L391	P912-E2296	f70v	f70v	CELESTIAL	f70v2.21	1151	Fischrad mit Stern tragenden Figuren	otar	OT+AR	2	OT+AR	NONE	NONE	NONE	DANACH · AUSGANG	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	18	1	OT+AR	22	2	f10r|f55v|f71v|f72r|f75r|f76r|f81r|f81v|f83r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f71v|f72r|f88v	f67r2	YES	OT+AR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L392	P912-E2297	f70v	f70v	CELESTIAL	f70v2.21	1152	Fischrad mit Stern tragenden Figuren	am	AM_ADDR	1	NONE	AM_ADDR	NONE	NONE	[AM_ADDR:LOKALSTRUKTUR=HIER]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI Fischrad mit Stern tragenden Figuren: [AM_ADDR:LOKALSTRUKTUR=HIER]	A_EXACT_RUNNING_SURFACE_RECIPE	9	1	AM_ADDR	9	1	f10r|f24v|f55v|f67r2|f72r|f75r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f71v|f88r	f67r2|f88r	YES	AM_ADDR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L393	P912-E2298	f70v	f70v	CELESTIAL	f70v2.21	1153	Fischrad mit Stern tragenden Figuren	aral	AR+AL	2	AR+AL	NONE	NONE	NONE	AUSGANG · ZIELORT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Fischrad mit Stern tragenden Figuren: AUSGANG · ZIELORT	D_EXACT_LOCAL_SURFACE_OTHER_PAGE	0	0	NONE	0	0	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE	f72r	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L394	P912-E2299	f70v	f70v	CELESTIAL	f70v2.21	1154	Fischrad mit Stern tragenden Figuren	otair	OT+AIR	2	OT+AIR	NONE	NONE	NONE	DANACH · BAHN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · BAHN	D_EXACT_LOCAL_SURFACE_OTHER_PAGE	0	0	NONE	0	0	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE	f72r	f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L395	P912-E2300	f70v	f70v	CELESTIAL	f70v2.21	1155	Fischrad mit Stern tragenden Figuren	chedaiin	CHD+AIIN	2	CHD+AIIN	NONE	NONE	NONE	BEARBEITEN · WERT	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: BEARBEITEN · WERT	A_EXACT_RUNNING_SURFACE_RECIPE	8	1	CHD+AIIN	8	1	f67r2|f72r|f77r|f83r|f95v	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	CHD+AIIN	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L396	P912-E2301	f70v	f70v	CELESTIAL	f70v2.21	1156	Fischrad mit Stern tragenden Figuren	oteey	OT+EE+Y	3	OT+Y	EE	NONE	NONE	DANACH · [EE:STEUERUNG=GRAD II] · POSTEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · [EE:STEUERUNG=GRAD II] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	16	1	OT+EE+Y	22	3	f1r|f71v|f72r|f75r|f76r|f77r|f81r|f82r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v|f72r	f69v	YES	OT+EE+Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L397	P912-E2302	f70v	f70v	CELESTIAL	f70v2.21	1157	Fischrad mit Stern tragenden Figuren	dair	D_ADDR+AIR	2	AIR	D_ADDR	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Fischrad mit Stern tragenden Figuren: [D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	A_EXACT_RUNNING_SURFACE_RECIPE	9	1	D_ADDR+AIR	9	1	f10r|f11r|f17r|f18r|f88v|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v	f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L398	P912-E2303	f70v	f70v	CELESTIAL	f70v2.21	1158	Fischrad mit Stern tragenden Figuren	shchey	SH+Y	2	SH+Y	NONE	NONE	NONE	HALTEN · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: HALTEN · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	SH+Y	1	1	f81v	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L399	P912-E2304	f70v	f70v	CELESTIAL	f70v2.21	1159	Fischrad mit Stern tragenden Figuren	daiin	AIIN	1	AIIN	NONE	NONE	NONE	WERT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Fischrad mit Stern tragenden Figuren: WERT	A_EXACT_RUNNING_SURFACE_RECIPE	100	1	AIIN	155	2	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f72r	f67r2|f69v	YES	AIIN	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L400	P912-E2305	f70v	f70v	CELESTIAL	f70v2.21	1160	Fischrad mit Stern tragenden Figuren	chalaly	CH+AL+AL+Y	4	CH+AL+AL+Y	NONE	NONE	NONE	NEHMEN · ZIELORT · ZIELORT · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: NEHMEN · ZIELORT · ZIELORT · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L401	P912-E2306	f70v	f70v	CELESTIAL	f70v2.21	1161	Fischrad mit Stern tragenden Figuren	oteody	OT+E+O+Y	4	OT+Y	E+O	NONE	NONE	DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Fischrad mit Stern tragenden Figuren: DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	4	1	OT+E+O+Y	4	1	f72r|f88v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f69v	f69v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L402	P912-E2307	f70v	f70v	CELESTIAL	f70v2.21	1162	Fischrad mit Stern tragenden Figuren	chotol	CH+OT+OL	3	CH+OT+OL	NONE	NONE	NONE	NEHMEN · DANACH · FORTSETZEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: NEHMEN · DANACH · FORTSETZEN	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	CH+OT+OL	1	1	f56r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
