unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status	controlled_unit_reading_de	controlled_rewrite_status
638	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A257	A3:G002	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
639	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A258	A3:G003	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
640	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A259	A3:G004	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
641	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A260	A3:G005	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
642	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A261	A3:G006	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
643	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A262	A3:G007	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
644	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A263	A3:G008	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
645	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A264	A3:G009	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
646	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A265	A3:G010	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
647	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A266	A3:G011	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
648	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A267	A3:G012	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
649	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A268	A3:G013	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
650	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A269	A3:G014	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
651	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A270	A3:G015	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
652	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A271	A3:G016	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
653	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A272	A3:G017	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
654	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A273	A3:G018	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
655	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A274	A3:G019	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
656	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A275	A3:G020	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
657	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A276	A3:G021	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
658	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A277	A3:G022	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
659	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A278	A3:G023	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
660	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A279	A3:G024	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
661	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A280	A3:G025	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
662	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A281	A3:G026	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
663	ASTRO_LOCAL_LOOKUP	f69v	f69v.1	A282	A3:G027	A3_LEFT_WHEEL_ONLY	A3_LEFT_WHEEL_RING_TEXT	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A3	ROSETTE>MANSION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>WEATHER_VALUE>LIGHT_VALUE>PLANET_VALUE>QUALITY_VALUE>NAMESPACE	NO	Rosetteninstrument; 28er Platz; Ringrubrik; Himmelslabel; Kalenderwert; Witterungswert; Lichtwert; Zeitwert; Qualitätswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Rosetteninstrument einen 28er Platz und die Ringrubrik wählen. Das Himmelslabel kopieren und mit dem örtlichen Instrumentenschlüssel Kalenderwert, Witterungswert, Lichtwert, Zeitwert oder Qualitätswert lesen. Beim Rosettenwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
