collision_group_id	register	sample_incoming_action	sample_incoming_argument	shared_outgoing_action	shared_outgoing_argument	shared_clause_de	component_recipes
COLLISION0095	BIOLOGICAL	OK	Y	SH	Y	Weiter wähle den Stationsposten [wie zuvor] und halte den Stationsposten [wie zuvor]; auf Grad I.	S+OL+SH+E|S+SH+E+OL
COLLISION0095	CELESTIAL	OK	Y	SH	Y	Weiter wähle den Positionsposten [wie zuvor] und halte den Positionsposten [wie zuvor]; auf Grad I.	S+OL+SH+E|S+SH+E+OL
COLLISION0095	PHARMA	OK	Y	SH	Y	Weiter wähle den Drogenposten [wie zuvor] und halte den Drogenposten [wie zuvor]; auf Grad I.	S+OL+SH+E|S+SH+E+OL
COLLISION0096	SOURCE_SECTION_T	OK	Y	K	Y	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	SH+CH+K+E+Y|SH+E+CH+K+Y
COLLISION0096	HERBAL	OK	Y	K	Y	Halte den Pflanzenposten, nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	SH+CH+K+E+Y|SH+E+CH+K+Y
COLLISION0096	BIOLOGICAL	OK	Y	K	Y	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	SH+CH+K+E+Y|SH+E+CH+K+Y
COLLISION0096	CELESTIAL	OK	Y	K	Y	Halte den Positionsposten, nimm den Positionsposten auf und ordne den Positionsposten zu; auf Grad I.	SH+CH+K+E+Y|SH+E+CH+K+Y
COLLISION0096	PHARMA	OK	Y	K	Y	Halte den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.	SH+CH+K+E+Y|SH+E+CH+K+Y
COLLISION0097	SOURCE_SECTION_T	OK	Y	T	Y	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	SH+CH+T+E+Y|SH+E+CH+T+Y
COLLISION0097	HERBAL	OK	Y	T	Y	Halte den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; auf Grad I.	SH+CH+T+E+Y|SH+E+CH+T+Y
COLLISION0097	BIOLOGICAL	OK	Y	T	Y	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.	SH+CH+T+E+Y|SH+E+CH+T+Y
COLLISION0097	CELESTIAL	OK	Y	T	Y	Halte den Positionsposten, nimm den Positionsposten auf und stelle den Positionsposten ein; auf Grad I.	SH+CH+T+E+Y|SH+E+CH+T+Y
COLLISION0097	PHARMA	OK	Y	T	Y	Halte den Drogenposten, nimm den Drogenposten und stelle den Drogenposten ein; auf Grad I.	SH+CH+T+E+Y|SH+E+CH+T+Y
COLLISION0098	SOURCE_SECTION_T	OK	Y	K	Y	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I.	SH+E+K+Y|SH+E+Y+K
COLLISION0098	HERBAL	OK	Y	K	Y	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	SH+E+K+Y|SH+E+Y+K
COLLISION0098	BIOLOGICAL	OK	Y	K	Y	Halte den Stationsposten und führe den Stationsposten zu; auf Grad I.	SH+E+K+Y|SH+E+Y+K
COLLISION0098	CELESTIAL	OK	Y	K	Y	Halte den Positionsposten und ordne den Positionsposten zu; auf Grad I.	SH+E+K+Y|SH+E+Y+K
COLLISION0098	PHARMA	OK	Y	K	Y	Halte den Drogenposten und gib den Drogenposten zu; auf Grad I.	SH+E+K+Y|SH+E+Y+K
COLLISION0099	SOURCE_SECTION_T	OK	Y	SH	Y	Halte den laufenden Eintrag fest; auf Grad I und als Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR
COLLISION0099	HERBAL	OK	Y	SH	Y	Halte den Pflanzenposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR
COLLISION0099	BIOLOGICAL	OK	Y	SH	Y	Halte den Stationsposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR
COLLISION0099	CELESTIAL	OK	Y	SH	Y	Halte den Positionsposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR
COLLISION0099	PHARMA	OK	Y	SH	Y	Halte den Drogenposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR
COLLISION0100	SOURCE_SECTION_T	OK	Y	SH	Y	Halte den laufenden Eintrag [wie zuvor] fest; auf Grad II; an der bezeichneten Stelle.	SH+EE+D_ADDR|SH+EE+S_ADDR
COLLISION0100	HERBAL	OK	Y	SH	Y	Halte den Pflanzenposten [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	SH+EE+D_ADDR|SH+EE+S_ADDR
COLLISION0100	BIOLOGICAL	OK	Y	SH	Y	Halte den Stationsposten [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	SH+EE+D_ADDR|SH+EE+S_ADDR
COLLISION0100	CELESTIAL	OK	Y	SH	Y	Halte den Positionsposten [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	SH+EE+D_ADDR|SH+EE+S_ADDR
COLLISION0100	PHARMA	OK	Y	SH	Y	Halte den Drogenposten [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	SH+EE+D_ADDR|SH+EE+S_ADDR
COLLISION0101	SOURCE_SECTION_T	OK	Y	SH	Y	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	SH+O+D_ADDR+AR+Y|SH+O+Y+LOCAL_CHAR_F+AR
COLLISION0101	HERBAL	OK	Y	SH	Y	Halte den Pflanzenposten; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	SH+O+D_ADDR+AR+Y|SH+O+Y+LOCAL_CHAR_F+AR
COLLISION0101	BIOLOGICAL	OK	Y	SH	Y	Halte den Stationsposten; von der Ausgangsstation; als Ausführung; an der bezeichneten Stelle.	SH+O+D_ADDR+AR+Y|SH+O+Y+LOCAL_CHAR_F+AR
COLLISION0101	CELESTIAL	OK	Y	SH	Y	Halte den Positionsposten; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	SH+O+D_ADDR+AR+Y|SH+O+Y+LOCAL_CHAR_F+AR
COLLISION0101	PHARMA	OK	Y	SH	Y	Halte den Drogenposten; vom Ausgangsgefäß; als Ausführung; an der bezeichneten Stelle.	SH+O+D_ADDR+AR+Y|SH+O+Y+LOCAL_CHAR_F+AR
COLLISION0102	SOURCE_SECTION_T	OK	Y	SH	Y	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest.	SH+Y+Y|Y+SH+Y
COLLISION0102	HERBAL	OK	Y	SH	Y	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen].	SH+Y+Y|Y+SH+Y
COLLISION0102	BIOLOGICAL	OK	Y	SH	Y	Halte den Stationsposten [außen] und den Stationsposten [innen].	SH+Y+Y|Y+SH+Y
COLLISION0102	CELESTIAL	OK	Y	SH	Y	Halte den Positionsposten [außen] und den Positionsposten [innen].	SH+Y+Y|Y+SH+Y
COLLISION0102	PHARMA	OK	Y	SH	Y	Halte den Drogenposten [außen] und den Drogenposten [innen].	SH+Y+Y|Y+SH+Y
COLLISION0103	SOURCE_SECTION_T	OK	Y	T	Y	Lege den laufenden Eintrag fest; zur Zielspalte.	T+AL+Y|Y+T+AL
COLLISION0103	HERBAL	OK	Y	T	Y	Stelle den Pflanzenposten ein; zur Zielstelle.	T+AL+Y|Y+T+AL
COLLISION0103	BIOLOGICAL	OK	Y	T	Y	Stelle den Stationsposten ein; zur Zielstation.	T+AL+Y|Y+T+AL
COLLISION0103	CELESTIAL	OK	Y	T	Y	Stelle den Positionsposten ein; zur Zielposition.	T+AL+Y|Y+T+AL
COLLISION0103	PHARMA	OK	Y	T	Y	Stelle den Drogenposten ein; zum Zielgefäß.	T+AL+Y|Y+T+AL
COLLISION0104	SOURCE_SECTION_T	OK	Y	T	Y	Lege den laufenden Eintrag fest.	T+Y|Y+T
COLLISION0104	HERBAL	OK	Y	T	Y	Stelle den Pflanzenposten ein.	T+Y|Y+T
COLLISION0104	BIOLOGICAL	OK	Y	T	Y	Stelle den Stationsposten ein.	T+Y|Y+T
COLLISION0104	CELESTIAL	OK	Y	T	Y	Stelle den Positionsposten ein.	T+Y|Y+T
COLLISION0104	PHARMA	OK	Y	T	Y	Stelle den Drogenposten ein.	T+Y|Y+T
