component_recipe	intake_tier	atom_count	support_count	reachable_state_count	register_count	transition_cell_count	order_repaired_cell_count	distinct_outgoing_state_count	distinct_clause_count	state_signature_sha256	clause_signature_sha256	full_transition_signature_sha256
SH+E+CH+K+E+DY	T0_EXACT_OBSERVED	6	2	49	5	245	0	5	24	cd0b746ed502beda5b45cf4321d770f662ee7d0d2cb06fadc2440bde1dac8369	79a726225b06ef221cc017d3ef0bb6fa4c49874ff2ed5bb4c2c088c890b478c6	fbf5fab1165dc909dd75fcaaadc4d700978873b59455d4aa504941f1b6e7a704
SH+E+CH+K+E+Y	T0_EXACT_OBSERVED	6	2	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	8b8b002f2cf1e51d62e9376fb9ae82527170e99727b92824b1363e8448381c4f	df5edaa796b7edb15fc0e7cd8a9532fd75eb794b30167aa3c9b178a2e54c6e09
SH+E+CH+K+Y	T0_EXACT_OBSERVED	5	4	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	c75d124e0036ad6357d8452a3cfb9d662b1989b0384aa9a8d980e751229f25c1	563dec4666ac45758cfe3d64694758a90ace11e1e8499b2374c522b460b01762
SH+E+CH+OK+Y	T4_NARROW_APPENDIX	5	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	0fcdb2bc5e8de5f3086ae40396716b60c53aec6fa0d65994b1d4e2eebbdd262e	938402d615f91cc2c989f84bd6551a04c97378c6cea9be1b66d52dfddcc9b94a
SH+E+CH+P+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	d3cc11878ac28f1e93a218e63549a6b0ef6f8880ead43349c5bbbf332f39d82e	32402107ef602b72ab9e3cf520b9ed2e8d5d355346d7947c2fdc6ba7ff2f1365
SH+E+CH+T+CHD+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	e49d1c3854119e865fcaca29edc051b8a3eead776554c0b2411b156fd70eb438	f8979561f2d174a09774b3f3b57d1ba07ac5189a12266788e0aedec9d8518ba3
SH+E+CH+T+E+D_ADDR+Y	T0_EXACT_OBSERVED	7	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	eb3bd0f8cdfc1ac710690285e3e0e2c7d6ff8106ddb1cac1c61bed5d141b446d	bbc215158966bae4ec076a18b52429e0073846d90c7ffb6c977753df6af325ac
SH+E+CH+T+Y	T0_EXACT_OBSERVED	5	5	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	dc95ff02745c4c531a739f321cd1bec58ae11c785515235b28b3e1e0705fd4d3	4e5df979a1d74f815c477193e3136d998cf07ab761c312a621f324955830d4a3
SH+E+CH+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	08f1bad0bcbc598a70427002971848369b145de684ac4f54731fc0706152cd40	c78ef4dc1c9e9d0f838891e44a33f1c85d96f73f0a9d528d6f740499d2499cd3
SH+E+DY	T0_EXACT_OBSERVED	3	110	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	4e1603c37694ed382efdcee33c33ba7e2360b0f304034f2c971f33a67368ec7a	7c8c5dd795205b7354b78eda61d620fa27d5f51c24f5dc5705d87ce075c93e04
SH+E+D_ADDR	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	de4418d89cb4f4d509557686298a6a83b2486e06235255da49925f8cbc78f6dc	4fa86715a147c4f79c46c2ba46f6ba174a2a9a31e5a18046b24dcadefcfccad8
SH+E+D_ADDR+AR	T0_EXACT_OBSERVED	4	2	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	13fbc2255ce314c8ea5b0df8f5189d68d4279db428a3755ba3c016940e984f0b	c371ef2b0133bb89e79b4ecddd17b6c61c15dfda0312c98f5ab721a335d70f60
SH+E+K	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	24	cd0b746ed502beda5b45cf4321d770f662ee7d0d2cb06fadc2440bde1dac8369	fdcfc6604b2919fe2966322953c6a0dda71d560edda51653abbe986dec5588f3	cc382c500f2e77edbbfbcc26399d22b29d2f3365d8841d682cb8deaf9674d05c
SH+E+K+AIIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	573e8b1574ae7b3212099a780cdc2771bb329a4b06efca7099adfabe5a64861e	e8000357827a831ada5ce33d7d4b659d0023bd749601685e6f6a0c27f0f96b83	6513b46111299af82995b99d463991817b5da6cb3b9c6f68d7d44caffcc77398
SH+E+K+AIN	T2_FUTURE_STRONG	4	3	49	5	245	0	1	5	a143e8ea70234eb1b76f15ff69a31ccb7939290c82805d0462d7e82fa4419131	624d8ee0f9c339792efd6458c7920ee3d4c29e171cdcc8c5640f6c04b052a233	c3c71c6c7adc91a17f93428064822850ab67e66bc7ae960772c40cfcf79f9b61
SH+E+K+AL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	cd0b746ed502beda5b45cf4321d770f662ee7d0d2cb06fadc2440bde1dac8369	e61ad87703befb86bd0b31ee6443bc3553cbc500cfbc415b9b2ffd622b3fe039	2d71135ccc32c9e2d304cfad911efc42cb7b0eadc965da31bc940cdfb241fe7c
SH+E+K+E+D_ADDR+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	b245848b9fbd7cd47aca375528a91e9d064aed064b27d2255d61a3ef1be40ff3	40c20836ee3e89fd947efd9647a140bce06418fd5d17a7ece0788f06080669b8
SH+E+K+O+IIN	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	cd0b746ed502beda5b45cf4321d770f662ee7d0d2cb06fadc2440bde1dac8369	3af6fd43d249020ec12f1fa9e5d52d9d1a5048d03c9ee2aa728540849a477e52	b5493ae19fe84f06327d87b491b6fd2ef212282f615b9b603c2702c6ef2e8806
SH+E+K+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	52a564e1763fe45af7ba82c461105c3078e8b7e6379a7180cc47ed392d8b41f8	80cfd1c882715c706ed583aecbdf1d92ae6591f8533d57d65e66ee072b018329	f36565e649fb3d6b567395a73f49354bce3f77d6f675bed305a6c23b89e31be2
SH+E+K+SH+E+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	2224d87031063a1d85da2f407c0c7c5f38ccbb204214af5461c8b1785a72c4e6	ca1efd7d00afa00bc02333a17eaf3f82f288b637a3c383e341e7a402ce412114
SH+E+K+Y	T0_EXACT_OBSERVED	4	3	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	f0792cc0b7c23ac041c827fe999b34dc2550eeff71c5abf2db01a779295c261e	61ce838352f3974ee51cef5bf7a17e39c6bc7effe2c8005d345468fdd47d5427
SH+E+K+Y+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	b42055f66942db981319a6d875aead954ba4662d302b523965605a4970811b63	1d2141a344d6775e9d51ecca371afcf78c08417d99bcc61bc5e5ca9b240a0f84
SH+E+L	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	897f59a8898b26f952dbe56635e0f7422f1f14eb31d0b254f3a3a1ab2854d2f6	548aa0f1aa5afa2724acb63c14b48b7075ff3df2b8a9cd50412a4f0491b1e2bc
SH+E+O	T0_EXACT_OBSERVED	3	5	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	d6729c64178f891fd8c7058572b00ceae24feaaaee2e1e26af7053e16995ce28	99d21f9bf57bcff69cc310034ce6f4ddffd4f894b04b9fab00068b37a853c425
SH+E+O+AL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	4e1011f760a7991bc0c17ef9db4ed8383c1e92ed772556113dd362fb619bae83	204ee05ad40fff031792703d46a69eff099d13b21902e50139340abedc9b5bd7
SH+E+O+AM_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	c2f23790b4f896a54363faa348b5351a1157e3d9f94cf8cc013cdcc761bad34d	455e6175c83c474458efa6d12ad1857df2f1f65a1bf0240a7b2ab08df932961c
SH+E+O+D_ADDR+Y	T0_EXACT_OBSERVED	5	5	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	b000ded856fce71df5f059da3c65f3a1773d6c22afb4a5e019891485239a894c	960cf79761703ea1e45e81f51fb29ea41b6ed07d3bf7aefa48a504d1a0f2ebd4
SH+E+O+S	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	35f3d1230034b62f4a30b7ad29839994192f7f8d07fb7ec706bed9fea577a3d2	660d6aadb2915800d587c9249bfd308c7e9fd96e5da468a161b423a1eeb1a375
SH+E+OK+AIIN	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	4f44b61b4948bcc734286e0256c5452e18d388d7e8c5ea10c426e80d85f760fc	6ddf8640ea0edd16348e785b3cbafa7a5ac0e9492ede41e78a8b14f152b74dcd
SH+E+OK+E+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	b5d346bd44ba53244a1f25a2b23421a9d0c527b05484e4573ef53a031fcc6f73	6872c7d257cee2af5966806762261c158264b3ff8eaf83619ab338b61985dc78
SH+E+OK+OR	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	ca38ed093a83bc6f8acad9332ef9c6cc65ae4b90f23614be9532ba055007d9fe	844ed0b577d449775c1bc60ded3d68d7e386a1c2e05a9d926ea3d0b37a8359da
SH+E+OK+Y	T0_EXACT_OBSERVED	4	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	4004443d157e0138c208219ec008eec2ee4a5332d335e229a6fac0f41c6107d1	eb81f3bf302c91dd09b9e646ae208331e78bf1bc66967425291d0dfbdeb00671
SH+E+OL	T0_EXACT_OBSERVED	3	15	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	5ce506e7bfab02f4dacf7d8df8b139b0215769cbe57f7d058350f135b9dd1dee	ff76726da2fff4f6783b447b9d5af19408bf8aedae703855a8290b002eba2b4b
SH+E+OL+AIIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	23e39c0b36e87a5a38f63b48f9dbaa645ab5081da6c517cae4247a9021f59f8a	c88405442d808653bfa0040e2b2a730bed067784b68e88be870376f611d5a081	a6d27a06be9d36b58af7b31fddf98c9c5dafd68b7bd7f7eb158cfa4f06a96a1f
SH+E+OL+AIN	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	88669dca6a2d542c5459a66937bdca93187f066c0c40f57660d9c0cc148fddc2	f4d6435b85c2af40979ab08192363ecc51c1b8c315b10b584c9cf08c1951a6ae	77e755184d7da821a76c5522493663a0897a4f7ca7d69a2fba65e32fa2bb0864
SH+E+OL+D_ADDR+LOCAL_CHAR_G	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	666effaaf5c8edf7d2e63db0a8fef8db896d34e9f69e8bb661a3e75dd9ca53c6	7817aa188f0f300edbe6236a3cf20749bb49d961962dba416ded97ddec3f16d6
SH+E+OL+OR	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	d25302936dbbd59ba92e5030bea1d3b0c9963bfe65dd8008f6f166c5fe247843	75f87aa4efc8262cc9283e3a84ff6c2b7b4c6f156ff4bd770dccd5b65a646624
SH+E+OL+T+E+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	528eb683acef26c19f60b91163f82c7204c1e3ccd1b0e08d44a77a7948d156e3	cb9581c5833d80808a147380e4f41bf8efa453861f7e2eac0c82b53dfcfa8a38
SH+E+OL+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	636dabf73971c86c6185ce064f6519395757e6f8d0b25bf20c97647bd95aad93	4b7ed43524efa0d67785ec7319577473bc45d957c36499dcaab40bfc5c155f20
SH+E+OR	T0_EXACT_OBSERVED	3	5	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	bb0e526194a89dfda50697a997a32d0b3164d5864983f73f716881e9f69b7bf2	bfec4011ecca1dbe1dc24436c458c4ffc15cd9893a30b5d23266b796435f6798
SH+E+P+AIIN	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	0b50e46f6f71613ecf94a890221d34a60ea8b378245c10040a1640986270c6ee	6195d45ffee9b1bf28c8eb4d4a7d02f2ed5303ebe2a421bb2314e052c50e5f12	41127387854e75a8bb9a699c63589fa75e98d56556fbce6e683f7c84346a2259
SH+E+P+CH+OL	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	9af8bf55eba02dc8fd3461ca1ebaa7bc73325fa33f860af32113b7f505356a69	89081e2a901d520d51999feaf19dce6762645a1156bec83b12b45ea8e448f4c7
SH+E+P+OR	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	c4d508e315ec2c86b8882e39a24d094812882c2f5bddb33bb6cd414e9742f22f	87a461f91a91b22c1ee30ce059e5f63959f7e9aaed7aaf5938970802706c7910	4d02ab7a3cda4a36a4fd86f08fe827a03d06f4c968824d4b68a1ffda52d6cbf4
SH+E+P+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	92bdfa9fe684488351a0800e1d5002774fe091f95442aaf9f16024d279fab20f	fd5d58e506da303993616c4e2cfe14c82217ab1dba3876f9ebc5ba03616001b6
SH+E+S	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	22	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	8b0905d8055daf7a6f72a587f345991e66147e3a57d7a24db43c54a75712477e	67863e4eeab7ee41662e3861e4fe363753cf09048d763172f2df2ed9b5049383
SH+E+T+AR	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	050907e8d6d16e464df690e2a3e5d52b94224e349384c56a3fbec11d9da0643d	524ed4166493f77db34b0f97be76615219937343223f90f9534b1973782f4b6c
SH+E+T+E+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	d383304d0bb63b3aeb3dd311ae3bbb996545415e5140ae9165fead766e53610e	dc7f8ec26b69b87ce27866258b22d43aad12711b964c5625a89d01b91c575dad
SH+E+Y	T0_EXACT_OBSERVED	3	44	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	3203fa731f5e24fdec5d2a59cd2ce72253716af48a1d87b9b848e696e00c1a16	2b69bd14e028c3300df71e015b55b1aaf5b956b30c5647cb78c68a89d615a85b
SH+E+Y+CH+T+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	f59ca883f0c7989f9dce374b23c3fdd08d4d20ea2aea9793e7b0645da0e0d777	847fa0a216c04ebd0345a5450d6e8bd1cfaf6faceb5337461244b43be6ce61ef
SH+E+Y+K	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	f0792cc0b7c23ac041c827fe999b34dc2550eeff71c5abf2db01a779295c261e	61ce838352f3974ee51cef5bf7a17e39c6bc7effe2c8005d345468fdd47d5427
SH+E+Y+R	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	585061f262a471ce2b8d7dc617412b7ef8a224e4a271d7e98bb4ee32967584ec	7a34847b09eab5b184d442d5f27000350b94f0263c30d63d947d77e6909e8706	faaa81e687773e12c533e4ba8ed7dc47965d20ff2f3086e2aff16d5dda816400
SH+EE	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	08a5d2dd56edd40db2dc9da490b6e23e7238387f5eee240a1c64b846975fb2a6	640e3de1aeabd257e965ee8fb8bc62bab218d6e42bc15e3462dd18014fd00320
SH+EE+AIIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	23e39c0b36e87a5a38f63b48f9dbaa645ab5081da6c517cae4247a9021f59f8a	aee25b2bb4c52c4f09e63ef2830d629f2ddb8ea290a2a512ff8ce28d377cd38d	af063ad0889c7efd1abb2fec6463d87d1d0a55759db954d960bed65ebdc8e1e0
SH+EE+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	88669dca6a2d542c5459a66937bdca93187f066c0c40f57660d9c0cc148fddc2	f0745e9f2b11464e8ccbba28dff6430fd0b5c9df4a63a42cd6053a56e6df581e	5cb6c79ab075e02c2411607b7cf622b103960e0f43f8da710c216976614d9d30
SH+EE+AL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	b4a4d57bbd9e4515533fd657ea754910b832f319fa71fb2469a69ad5e2b7dee3	f87f1b56fd14b0ca4372cced5857ea3ff41e8fc39186f5e2f8ee786820543265
SH+EE+AL+O+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	56e7645d88439dfc70a08b3079d45d33d1c896d2f23205dcee2cce8d660f2623	58b2b6ac0ae920f822edfcfa341896d920ee18134ace7c0d6669bf32839e359f
SH+EE+DY	T0_EXACT_OBSERVED	3	17	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	8b02625f949b03cfc9f157fe0d565469c1d38edab162ae3644b517186832b97d	724dbe357c393d1d35cf7406099da35dd8830ec3bd1bf1542d1c28fad1ab2fcc
SH+EE+D_ADDR	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	7d18e7f0ac0735df8b5a1096c25fee8394daf448c158ff90c1e11470dfb28e24	89446e598bab541c6859a239422bb4e9a6d05f4bffe95eaeda8e7855ce8bd495
SH+EE+K+CH+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	8e586d8729801d67c496dbdd57da12829d55ffff2294e0caefe851a1259301a2	78d89a2e23607cf5f3ef17ed6e18a9dd7fc45eb8590ef9f1113fb0fb46a15de4
SH+EE+K+Y	T0_EXACT_OBSERVED	4	3	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	7c9689ed3d00e3b676e29ffbad6af166dc39400e0b510a5408502826c898193c	35d84ff6098cb0a61ef96fbedcd836c72970a83ce8b67da8fe9f63c560afc0bb
SH+EE+LOCAL_CHAR_G	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	b5706008b001f780bf987b18822edb219ec2fd8ce028fea259a02feb619db6e3	0835f13c79591a05befca346e3264275558f24a9852bb49985bfbb2e474627da
SH+EE+O	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	0db79851ff4be7703f5a13ddbefa5e3cf7b8d38274175b5226c5be16913d53ee	4bd2d219ea9bfae755a22f3b7f883875b35e34c16d86744f0bb22e98030afab8
SH+EE+O+S	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	d9209a6c66384c9bca94332777f19a79ca6b5b896f2abc566db3b7180527ea1c	d224e403149d8c26f93dc18de5801aeda21ddc0f8653b9d8177ccfd506eaef70
SH+EE+OL	T0_EXACT_OBSERVED	3	6	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	73e90fa4c908407818dacef33624920135afd13bd949af710fccc0b7e346ec0a	73b74977771e660aa6400c98b83b6728e6c014e6afbfaa847b0a253912275be2
SH+EE+OR	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	197aab29f77314a36296c743e64960e502dac4013c460bd42ade1d3a4ee8b386	b87b9cbe737d09a847bd0f4c7f440a30fdb4a7be67a5919174369e7217be22e6
SH+EE+S	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	22	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	d1fff78ddcab51d48df03a0918a0eea84d0c066998bcd91a11bf110cf7104bcc	968c9729a871d81b413c106ef7a0f950bbdfa1baf8e3ebd0fd21867941319868
SH+EE+S_ADDR	T0_EXACT_OBSERVED	3	4	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	7d18e7f0ac0735df8b5a1096c25fee8394daf448c158ff90c1e11470dfb28e24	89446e598bab541c6859a239422bb4e9a6d05f4bffe95eaeda8e7855ce8bd495
SH+EE+T+Y	T0_EXACT_OBSERVED	4	4	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	1a42faf8c170f3e8f215e9f70f63753be6f5c22b99fb40612c20cf09e708e6eb	4c120f6bfbc3b20630190d6cf5ab30c922f5f7861dd0f7e71aa8721cc4384a93
SH+EE+Y	T0_EXACT_OBSERVED	3	43	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	d449ee464aa347b02578bb4469ea5ca35df15cc188e094fb5d461cd2b3565f8d	490ded018ec9f98e1fac0d43f3fb2640f9ddc44a6aceae57850a4433d9b0f776
SH+K+AIIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	573e8b1574ae7b3212099a780cdc2771bb329a4b06efca7099adfabe5a64861e	8ae5fa1eb970b278b96e6a90ddf590a92d2355f671ca256a471b777b5391d85b	9d4d0fc58f01822ddaff15d7a6bafb8ad2b7c84579d740d90891df84819f7205
SH+K+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	a143e8ea70234eb1b76f15ff69a31ccb7939290c82805d0462d7e82fa4419131	3dd61dcdbfe95af5fc4d27fdfa2a68703527bdc386a072c1c377ac54947036e8	c237b30f35e78a5444b05760afa49c64f27d4dd3c074a62582dd041ff4481d0b
SH+K+CHD+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	24	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	eea856639d0ab8ed48f108930a3d16bc90f4e17fe00a01a9d4a9be24238018de	b24b28b3e5af1c9b7c827a6fe6804dc8ef1ba82e9b7abc80f12efaca70ef8a3e
SH+K+Y	T0_EXACT_OBSERVED	3	3	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	ce00856b28c775e94ba10cb3a7a5c17473fbda2a17c84e84bfcdea07b710184e	5befb398c6ef9c5c6647ef25b7a43a0b6dd457ef404916a350594644f32ebae5
SH+L	T4_NARROW_APPENDIX	2	2	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	cf1ee9ac9b896ec17a0cfa464eff41062c1c87082ece2108cbca76a93300a062	fdb6f916e2bdeb2a27186111ba046475f1a7f0703ae21878e344f8f201179b44
SH+L+DY	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	c1e7eacfef07b140a6bc61f8898fe7e56a129edc98da8fb1cdb8f9fc6476a73c	c9586ffa8edc1589cd06c739aa02795ff2b7b5c6d97619f8423c140e476f87bd
SH+O	T0_EXACT_OBSERVED	2	10	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	5f790ef4454e29c1cc7ea7f4e1be159684be49964d7d50110623d5224d86d058	8fd57218c2273e5d803efff3f66a8e7aaf12722e911fd2299c7e1e8024b302f4
SH+O+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	23e39c0b36e87a5a38f63b48f9dbaa645ab5081da6c517cae4247a9021f59f8a	62015edcd256c67234cd8cf52f5587d1930088559ad57091ae976e36b9920171	1529596ae79f637b1ee5f90ab04ac12a4e8283935adaf68a8018ec56a2f21d7f
SH+O+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	88669dca6a2d542c5459a66937bdca93187f066c0c40f57660d9c0cc148fddc2	ca0f561b84537c6d2d505879b1e7142f0646fee9b8046325fefdd5785a99171d	2a0f9c58af9ac15b2ff6f1a2acfdd1f433953692740ec726853c376bc525e837
SH+O+AL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	180f3e52585aff421937f77e549ef36c63606479a85b52bf13881ae7198e334f	35035c36b720d1a926768a2c5458d89f0053eef35635dc199cf64d1e8877032b
SH+O+CH+P+E+DY	T0_EXACT_OBSERVED	6	1	49	5	245	0	5	24	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	3869428666c569cee92a036e70df739611ff3d050ee318320056b7abb077b2a8	f7703827fc6aedc3f14892bec8efb61592b228dfb2bf6b4bfd8602c2695e014c
