replay_event_id	event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	all_atoms_on_apprentice_sheet	contains_local_channel	exact_surface_other_pages	exact_recipe_other_pages	surface_page_private	recipe_page_private	event_replay_result
P1024-E3441	P1003-E0440	f88v	PHARMA	P1009-S596	f88v.8	cho	HO	1	YES	YES	f17r,f55v,f56r,f89r	f17r,f18r,f55v,f56r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3442	P1003-E0441	f88v	PHARMA	P1009-S596	f88v.8	chckhy	CH+K+Y	3	YES	NO	f13r,f18r,f55v,f72r,f75r,f76r,f77r,f81v,f82r,f89r	f10r,f13r,f18r,f55v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3443	P1003-E0442	f88v	PHARMA	P1009-S596	f88v.8	qoeey	O+EE+Y	3	YES	NO	f89r	f72r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3444	P1003-E0443	f88v	PHARMA	P1009-S596	f88v.8	key	K+E+Y	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3445	P1003-E0444	f88v	PHARMA	P1009-S596	f88v.8	cheokam	CH+E+O+K+AM_ADDR	5	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3446	P1003-E0445	f88v	PHARMA	P1009-S596	f88v.9	choeey	HO+EE+Y	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3447	P1003-E0446	f88v	PHARMA	P1009-S596	f88v.9	keeod	K+EE+O+D_ADDR	4	YES	YES	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3448	P1003-E0447	f88v	PHARMA	P1009-S596	f88v.9	y	Y	1	YES	NO	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f76r,f77r,f81v,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3449	P1003-E0448	f88v	PHARMA	P1009-S596	f88v.9	s	S	1	YES	NO	f11r,f13r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f11r,f13r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3450	P1003-E0449	f88v	PHARMA	P1009-S596	f88v.9	aiin	AIIN	1	YES	NO	f10r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3451	P1003-E0450	f88v	PHARMA	P1009-S596	f88v.9	chody	CH+O+D_ADDR+Y	4	YES	YES	f11r,f56r,f88r,f89r	f11r,f56r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3452	P1003-E0451	f88v	PHARMA	P1009-S596	f88v.9	okearcheol	OK+E+AR+CH+E+O+L	7	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3453	P1003-E0452	f88v	PHARMA	P1009-S596	f88v.9	archeey	AR+CH+EE+Y	4	YES	NO	NONE	f76r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3454	P1003-E0453	f88v	PHARMA	P1009-S596	f88v.9	sairal	S+AIR+AL	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3455	P1003-E0454	f88v	PHARMA	P1009-S596	f88v.10	dar	D_ADDR+AR	2	YES	YES	f10r,f13r,f17r,f18r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	f10r,f13r,f17r,f18r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3456	P1003-E0455	f88v	PHARMA	P1009-S596	f88v.10	cheorol	CH+E+O+R+OL	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3457	P1003-E0456	f88v	PHARMA	P1009-S596	f88v.10	chekol	CH+K+OL	3	YES	NO	NONE	f72r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3458	P1003-E0457	f88v	PHARMA	P1009-S596	f88v.10	daraly	D_ADDR+AR+AL+Y	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3459	P1003-E0462	f88v	PHARMA	P1009-S597	f88v.15	kosholdy	K+O+SH+OL+DY	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3460	P1003-E0463	f88v	PHARMA	P1009-S598	f88v.15	qotody	OT+O+DY	3	YES	NO	NONE	f75r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3461	P1003-E0464	f88v	PHARMA	P1009-S599	f88v.15	opykey	O+P+Y+K+E+Y	6	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3462	P1003-E0465	f88v	PHARMA	P1009-S599	f88v.15	oldaiin	OL+D_ADDR+AIIN	3	YES	YES	f89r	f18r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3463	P1003-E0466	f88v	PHARMA	P1009-S599	f88v.15	qoteody	OT+E+O+DY	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3464	P1003-E0467	f88v	PHARMA	P1009-S600	f88v.15	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3465	P1003-E0468	f88v	PHARMA	P1009-S600	f88v.15	oraiin	OR+AIIN	2	YES	NO	f72r	f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3466	P1003-E0469	f88v	PHARMA	P1009-S600	f88v.16	ysheod	Y+SH+E+O+D_ADDR	5	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3467	P1003-E0470	f88v	PHARMA	P1009-S600	f88v.16	sheo	SH+E+O	3	YES	NO	f71v,f89r	f71v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3468	P1003-E0471	f88v	PHARMA	P1009-S600	f88v.16	sheody	SH+E+O+D_ADDR+Y	5	YES	YES	f67r2,f89r	f67r2,f72r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3469	P1003-E0472	f88v	PHARMA	P1009-S600	f88v.16	qokeody	OK+E+O+D_ADDR+Y	5	YES	YES	f88r,f89r	f55v,f72r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3470	P1003-E0473	f88v	PHARMA	P1009-S600	f88v.16	qoky	OK+Y	2	YES	NO	f13r,f75r,f76r,f77r,f81v,f82r,f83r	f10r,f13r,f17r,f18r,f55v,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3471	P1003-E0474	f88v	PHARMA	P1009-S600	f88v.16	chees	SH+EE+S_ADDR	3	YES	YES	f77r	f77r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3472	P1003-E0475	f88v	PHARMA	P1009-S600	f88v.16	cheody	CH+E+O+Y	4	YES	NO	f55v,f88r,f89r	f55v,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3473	P1003-E0476	f88v	PHARMA	P1009-S600	f88v.16	qokeody	OK+E+O+D_ADDR+Y	5	YES	YES	f88r,f89r	f55v,f72r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3474	P1003-E0477	f88v	PHARMA	P1009-S600	f88v.16	dal	AL	1	YES	NO	f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3475	P1003-E0478	f88v	PHARMA	P1009-S600	f88v.17	qokeey	OK+EE+Y	3	YES	NO	f56r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f56r,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3476	P1003-E0479	f88v	PHARMA	P1009-S600	f88v.17	qokeody	OK+E+O+D_ADDR+Y	5	YES	YES	f88r,f89r	f55v,f72r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3477	P1003-E0480	f88v	PHARMA	P1009-S600	f88v.17	chor	CH+OR	2	YES	NO	f10r,f13r,f17r,f18r,f56r,f88r,f89r	f10r,f13r,f17r,f18r,f56r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3478	P1003-E0481	f88v	PHARMA	P1009-S600	f88v.17	oteody	OT+E+O+Y	4	YES	NO	f72r	f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3479	P1003-E0482	f88v	PHARMA	P1009-S600	f88v.17	qockhol	CARRIER_Q+O+CH+K+OL	5	YES	NO	f83r,f88r	f83r,f88r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3480	P1003-E0483	f88v	PHARMA	P1009-S600	f88v.17	okol	OK+OL	2	YES	NO	f67r2,f71v,f88r	f10r,f11r,f17r,f18r,f56r,f67r2,f71v,f72r,f77r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3481	P1003-E0484	f88v	PHARMA	P1009-S600	f88v.17	cheedy	CH+EE+D_ADDR+Y	4	YES	YES	f72r,f76r,f77r,f81v,f82r,f89r	f72r,f76r,f77r,f81v,f82r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3482	P1003-E0485	f88v	PHARMA	P1009-S600	f88v.17	qokody	OK+O+DY	3	YES	NO	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3483	P1003-E0486	f88v	PHARMA	P1009-S601	f88v.18	ykeeor	Y+K+EE+OR	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3484	P1003-E0487	f88v	PHARMA	P1009-S601	f88v.18	chockhy	HO+CH+K+Y	4	YES	YES	f89r	f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3485	P1003-E0488	f88v	PHARMA	P1009-S601	f88v.18	otol	OT+OL	2	YES	NO	f10r,f11r,f75r,f89r	f10r,f11r,f75r,f77r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3486	P1003-E0489	f88v	PHARMA	P1009-S601	f88v.18	cheeol	SH+EE+OL	3	YES	NO	f77r	f76r,f77r,f88r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3487	P1003-E0490	f88v	PHARMA	P1009-S601	f88v.18	cheody	CH+E+O+Y	4	YES	NO	f55v,f88r,f89r	f55v,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3488	P1003-E0491	f88v	PHARMA	P1009-S601	f88v.18	qotody	OT+O+DY	3	YES	NO	NONE	f75r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3489	P1003-E0492	f88v	PHARMA	P1009-S602	f88v.18	soteol	S+OT+E+OL	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3490	P1003-E0493	f88v	PHARMA	P1009-S602	f88v.18	chotam	CH+OT+AM_ADDR	3	YES	YES	f72r	f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3491	P1003-E0494	f88v	PHARMA	P1009-S602	f88v.19	odaiin	O+D_ADDR+AIIN	3	YES	YES	f10r	f10r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3492	P1003-E0495	f88v	PHARMA	P1009-S602	f88v.19	sheo	SH+E+O	3	YES	NO	f71v,f89r	f71v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3493	P1003-E0496	f88v	PHARMA	P1009-S602	f88v.19	ol	OL	1	YES	NO	f18r,f55v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3494	P1003-E0497	f88v	PHARMA	P1009-S602	f88v.19	qokeey	OK+EE+Y	3	YES	NO	f56r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f56r,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3495	P1003-E0498	f88v	PHARMA	P1009-S602	f88v.19	olaiin	OL+AIIN	2	YES	NO	f17r,f72r,f75r,f76r,f77r	f17r,f72r,f75r,f76r,f77r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3496	P1003-E0499	f88v	PHARMA	P1009-S602	f88v.19	cheody	CH+E+O+Y	4	YES	NO	f55v,f88r,f89r	f55v,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3497	P1003-E0500	f88v	PHARMA	P1009-S602	f88v.19	chocthey	CH+O+CH+T+E+Y	6	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3498	P1003-E0501	f88v	PHARMA	P1009-S602	f88v.19	oteody	OT+E+O+Y	4	YES	NO	f72r	f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3499	P1003-E0502	f88v	PHARMA	P1009-S602	f88v.19	dy	Y	1	YES	NO	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3500	P1003-E0503	f88v	PHARMA	P1009-S602	f88v.20	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN	6	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3501	P1003-E0504	f88v	PHARMA	P1009-S602	f88v.20	cheody	CH+E+O+Y	4	YES	NO	f55v,f88r,f89r	f55v,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3502	P1003-E0505	f88v	PHARMA	P1009-S602	f88v.20	oteol	OT+E+OL	3	YES	NO	f72r	f72r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3503	P1003-E0506	f88v	PHARMA	P1009-S602	f88v.20	cheockhy	CH+E+O+CH+K+Y	6	YES	NO	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3504	P1003-E0507	f88v	PHARMA	P1009-S602	f88v.20	chody	CH+O+D_ADDR+Y	4	YES	YES	f11r,f56r,f88r,f89r	f11r,f56r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3505	P1003-E0508	f88v	PHARMA	P1009-S602	f88v.21	toairy	T+O+AIR+Y	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3506	P1003-E0509	f88v	PHARMA	P1009-S602	f88v.21	oteeody	OT+EE+O+DY	4	YES	NO	NONE	f72r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3507	P1003-E0510	f88v	PHARMA	P1009-S603	f88v.21	cpheody	CH+P+E+O+DY	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3508	P1003-E0511	f88v	PHARMA	P1009-S604	f88v.21	ykchey	Y+K+CH+E+Y	5	YES	NO	f67r2	f67r2	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3509	P1003-E0512	f88v	PHARMA	P1009-S604	f88v.21	dam	DA+AM_ADDR	2	YES	YES	f82r,f89r	f82r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3510	P1003-E0513	f88v	PHARMA	P1009-S604	f88v.21	cheor	CH+E+O+R	4	YES	NO	f68r1,f71v,f72r,f76r,f82r,f88r,f89r	f68r1,f71v,f72r,f76r,f82r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3511	P1003-E0514	f88v	PHARMA	P1009-S604	f88v.21	chaly	CH+AL+Y	3	YES	NO	f76r	f76r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3512	P1003-E0515	f88v	PHARMA	P1009-S604	f88v.21	korain	K+OR+AIN	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3513	P1003-E0516	f88v	PHARMA	P1009-S604	f88v.22	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	5	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3514	P1003-E0517	f88v	PHARMA	P1009-S604	f88v.22	ykeodain	Y+K+E+O+D_ADDR+AIN	6	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3515	P1003-E0518	f88v	PHARMA	P1009-S604	f88v.22	dain	AIN	1	YES	NO	f10r,f11r,f18r,f67r2,f75r,f76r,f81v,f83r,f89r	f10r,f11r,f18r,f55v,f67r2,f75r,f76r,f77r,f81v,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3516	P1003-E0519	f88v	PHARMA	P1009-S604	f88v.22	shedy	SH+E+DY	3	YES	NO	f75r,f76r,f77r,f81v,f82r,f83r	f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3517	P1003-E0520	f88v	PHARMA	P1009-S605	f88v.22	qoteo	OT+E+O	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3518	P1003-E0521	f88v	PHARMA	P1009-S605	f88v.22	lchdy	L+CHD+Y	3	YES	NO	f83r	f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3519	P1003-E0522	f88v	PHARMA	P1009-S605	f88v.22	qokeo	OK+E+O	3	YES	NO	NONE	f67r2,f71v,f72r,f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3520	P1003-E0523	f88v	PHARMA	P1009-S605	f88v.22	r	R	1	YES	NO	f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3521	P1003-E0524	f88v	PHARMA	P1009-S605	f88v.22	ain	AIN	1	YES	NO	f55v,f67r2,f75r,f76r,f77r,f89r	f10r,f11r,f18r,f55v,f67r2,f75r,f76r,f77r,f81v,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3522	P1003-E0525	f88v	PHARMA	P1009-S605	f88v.23	tol	T+OL	2	YES	NO	f83r,f89r	f11r,f18r,f56r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3523	P1003-E0526	f88v	PHARMA	P1009-S605	f88v.23	keeodaiin	K+EE+O+D_ADDR+AIIN	5	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3524	P1003-E0527	f88v	PHARMA	P1009-S605	f88v.23	qoky	OK+Y	2	YES	NO	f13r,f75r,f76r,f77r,f81v,f82r,f83r	f10r,f13r,f17r,f18r,f55v,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3525	P1003-E0528	f88v	PHARMA	P1009-S605	f88v.23	sheol	SH+E+OL	3	YES	NO	f72r,f75r,f76r,f82r,f83r,f89r	f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3526	P1003-E0529	f88v	PHARMA	P1009-S605	f88v.23	daiin	AIIN	1	YES	NO	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3527	P1003-E0530	f88v	PHARMA	P1009-S605	f88v.23	chees	SH+EE+S_ADDR	3	YES	YES	f77r	f77r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3528	P1003-E0531	f88v	PHARMA	P1009-S605	f88v.23	aiin	AIIN	1	YES	NO	f10r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3529	P1003-E0532	f88v	PHARMA	P1009-S605	f88v.23	chokar	OK+AR	2	YES	NO	NONE	f55v,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3530	P1003-E0533	f88v	PHARMA	P1009-S605	f88v.23	daimd	DA+IIN+M_LOCAL+D_ADDR	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3531	P1003-E0534	f88v	PHARMA	P1009-S605	f88v.24	daiin	AIIN	1	YES	NO	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3532	P1003-E0535	f88v	PHARMA	P1009-S605	f88v.24	sheor	SH+E+OR	3	YES	NO	f88r,f89r	f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3533	P1003-E0536	f88v	PHARMA	P1009-S605	f88v.24	sheedy	SH+EE+DY	3	YES	NO	f72r,f75r,f76r,f77r,f81v,f82r,f83r	f72r,f75r,f76r,f77r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3534	P1003-E0537	f88v	PHARMA	P1009-S606	f88v.24	daiin	AIIN	1	YES	NO	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3535	P1003-E0538	f88v	PHARMA	P1009-S606	f88v.24	shoy	SH+O+Y	3	YES	NO	f88r	f88r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3536	P1003-E0539	f88v	PHARMA	P1009-S606	f88v.24	qokeody	OK+E+O+D_ADDR+Y	5	YES	YES	f88r,f89r	f55v,f72r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3537	P1003-E0540	f88v	PHARMA	P1009-S606	f88v.24	doy	D_ADDR+O+Y	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3538	P1003-E0541	f88v	PHARMA	P1009-S606	f88v.24	dair	D_ADDR+AIR	2	YES	YES	f10r,f11r,f17r,f18r,f89r	f10r,f11r,f17r,f18r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3539	P1003-E0542	f88v	PHARMA	P1009-S606	f88v.25	ykeey	Y+K+EE+Y	4	YES	NO	f72r,f75r,f81v,f82r	f72r,f75r,f81v,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3540	P1003-E0543	f88v	PHARMA	P1009-S606	f88v.25	sheor	SH+E+OR	3	YES	NO	f88r,f89r	f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3541	P1003-E0544	f88v	PHARMA	P1009-S606	f88v.25	tos	T+O+S	3	YES	NO	f89r	f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3542	P1003-E0545	f88v	PHARMA	P1009-S606	f88v.25	checkhy	CH+E+CH+K+Y	5	YES	NO	f75r,f76r,f77r,f81v,f83r	f72r,f75r,f76r,f77r,f81v,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3543	P1003-E0546	f88v	PHARMA	P1009-S606	f88v.25	dain	AIN	1	YES	NO	f10r,f11r,f18r,f67r2,f75r,f76r,f81v,f83r,f89r	f10r,f11r,f18r,f55v,f67r2,f75r,f76r,f77r,f81v,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3544	P1003-E0547	f88v	PHARMA	P1009-S606	f88v.25	cheos	CH+E+O+S	4	YES	NO	f67r2,f88r,f89r	f67r2,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3545	P1003-E0548	f88v	PHARMA	P1009-S606	f88v.25	cheockhy	CH+E+O+CH+K+Y	6	YES	NO	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3546	P1003-E0549	f88v	PHARMA	P1009-S606	f88v.25	saldy	S+AL+DY	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E3547	P1003-E0550	f88v	PHARMA	P1009-S607	f88v.26	saiin	S+AIIN	2	YES	NO	f67r2,f72r,f75r,f76r,f77r,f81v,f83r,f88r,f89r	f67r2,f72r,f75r,f76r,f77r,f81v,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3548	P1003-E0551	f88v	PHARMA	P1009-S607	f88v.26	choky	OK+Y	2	YES	NO	f17r,f56r	f10r,f13r,f17r,f18r,f55v,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3549	P1003-E0552	f88v	PHARMA	P1009-S607	f88v.26	cheor	CH+E+O+R	4	YES	NO	f68r1,f71v,f72r,f76r,f82r,f88r,f89r	f68r1,f71v,f72r,f76r,f82r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3550	P1003-E0553	f88v	PHARMA	P1009-S607	f88v.26	shy	Y	1	YES	NO	f10r,f13r,f56r,f72r,f75r,f76r,f83r,f88r	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E3551	P1008-E1043	f89r	PHARMA	P1009-S608	f89r1.6	qoar	O+D_ADDR+AR	3	YES	YES	NONE	f17r,f72r,f75r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3552	P1008-E1044	f89r	PHARMA	P1009-S608	f89r1.6	shar	SH+E+AR	3	YES	NO	NONE	f72r,f76r,f77r,f88r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E3553	P1008-E1045	f89r	PHARMA	P1009-S608	f89r1.6	qopcholy	CARRIER_Q+O+CH+T+OL+Y	6	YES	NO	NONE	f10r	YES	NO	ROOT_RECIPE_TRANSFERS
