local_witness_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	observed_matrix_cell_id	observed_action_root	observed_action_recipe	observed_event_count	observed_clause_form_count	observed_pages	observed_event_ids	observed_selected_phrase_de	all_observed_clause_forms_de	exact_same_frame_and_register
G499-L0295	G498-M176	@ACTION+AL	P	P+AL	SOURCE_SECTION_T	G498-M141	CH	CH+AL	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-L0296	G498-M177	@ACTION+AL	P	P+AL	HERBAL	G498-M137	OK	OK+AL	7	3	f18r|f55v|f95v	G407-E0574|G407-E0580|G407-E0600|G407-E0758|G407-E0783|G407-E4425|G407-E4491	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES
G499-L0297	G498-M177	@ACTION+AL	P	P+AL	HERBAL	G498-M142	CH	CH+AL	1	1	f56r	G407-E0798	Nimm; zur Zielstelle.	Nimm; zur Zielstelle.	YES
G499-L0298	G498-M177	@ACTION+AL	P	P+AL	HERBAL	G498-M152	K	K+AL	1	1	f55v	G407-E0775	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES
G499-L0299	G498-M178	@ACTION+AL	P	P+AL	BIOLOGICAL	G498-M138	OK	OK+AL	34	4	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1518|G407-E1524|G407-E1627|G407-E1694|G407-E1733|G407-E1881|G407-E1953|G407-E2171|G407-E2180|G407-E2199|G407-E2231|G407-E2314|G407-E2364|G407-E2370|G407-E2527|G407-E2538|G407-E2840|G407-E2873|G407-E2938|G407-E3048|G407-E3057|G407-E3102|G407-E3122|G407-E3141|G407-E3190|G407-E3204|G407-E3210|G407-E3214|G407-E3220|G407-E3263|G407-E3275|G407-E3504|G407-E3567|G407-E3661	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; zur Zielstation. || Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation. || Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation. || Setze die Stationseinheit [wie zuvor] im Stationsgang an; zur Zielstation.	YES
G499-L0300	G498-M178	@ACTION+AL	P	P+AL	BIOLOGICAL	G498-M143	CH	CH+AL	4	3	f75r|f76r|f81v	G407-E1441|G407-E2200|G407-E2360|G407-E3176	Entnimm den Stationsposten [wie zuvor]; zur Zielstation.	Entnimm den Stationsanteil [wie zuvor]; zur Zielstation. || Entnimm den Stationsposten [wie zuvor]; zur Zielstation. || Entnimm die Stationseinheit [wie zuvor]; zur Zielstation.	YES
G499-L0301	G498-M178	@ACTION+AL	P	P+AL	BIOLOGICAL	G498-M148	SH	SH+AL	1	1	f75r	G407-E1576	Halte den Stationsposten [wie zuvor]; zur Zielstation.	Halte den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-L0302	G498-M178	@ACTION+AL	P	P+AL	BIOLOGICAL	G498-M153	K	K+AL	3	1	f75r|f76r	G407-E1453|G407-E1960|G407-E2142	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	YES
G499-L0303	G498-M178	@ACTION+AL	P	P+AL	BIOLOGICAL	G498-M158	S	S+AL	8	1	f75r|f76r|f77r|f81v|f82r	G407-E1502|G407-E1934|G407-E2328|G407-E2339|G407-E2411|G407-E2707|G407-E3145|G407-E3369	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-L0304	G498-M178	@ACTION+AL	P	P+AL	BIOLOGICAL	G498-M163	CHD	CHD+AL	1	1	f83r	G407-E3775	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-L0305	G498-M178	@ACTION+AL	P	P+AL	BIOLOGICAL	G498-M168	T	T+AL	2	1	f77r|f83r	G407-E2698|G407-E3592	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	YES
G499-L0306	G498-M178	@ACTION+AL	P	P+AL	BIOLOGICAL	G498-M173	R	R+AL	1	1	f81v	G407-E3084	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-L0307	G498-M179	@ACTION+AL	P	P+AL	CELESTIAL	G498-M139	OK	OK+AL	5	2	f68r1|f71v|f72r	G407-E1049|G407-E1130|G407-E1201|G407-E1255|G407-E1278	Setze den Positionsposten [wie zuvor]; zur Zielposition.	Setze den Positionsposten [wie zuvor]; zur Zielposition. || Setze den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-L0308	G498-M179	@ACTION+AL	P	P+AL	CELESTIAL	G498-M144	CH	CH+AL	2	2	f71v|f72r	G407-E1096|G407-E1215	Nimm auf; zur Zielposition.	Nimm auf; zur Zielposition. || Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	YES
G499-L0309	G498-M179	@ACTION+AL	P	P+AL	CELESTIAL	G498-M154	K	K+AL	1	1	f71v	G407-E1136	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	YES
G499-L0310	G498-M179	@ACTION+AL	P	P+AL	CELESTIAL	G498-M159	S	S+AL	2	1	f67r2|f72r	G407-E0990|G407-E1169	Wähle den Positionswert [wie zuvor]; zur Zielposition.	Wähle den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-L0311	G498-M179	@ACTION+AL	P	P+AL	CELESTIAL	G498-M164	CHD	CHD+AL	1	1	f72r	G407-E1144	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	YES
G499-L0312	G498-M179	@ACTION+AL	P	P+AL	CELESTIAL	G498-M169	T	T+AL	1	1	f71v	G407-E1108	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	YES
G499-L0313	G498-M180	@ACTION+AL	P	P+AL	PHARMA	G498-M140	OK	OK+AL	1	1	f89r	G407-E4301	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	YES
G499-L0314	G498-M180	@ACTION+AL	P	P+AL	PHARMA	G498-M175	R	R+AL	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-L0315	G498-M185	@ACTION+AL+Y	OK	OK+AL+Y	PHARMA	G498-M190	CH	CH+AL+Y	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-L0316	G498-M189	@ACTION+AL+Y	CH	CH+AL+Y	CELESTIAL	G498-M184	OK	OK+AL+Y	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-L0317	G498-M189	@ACTION+AL+Y	CH	CH+AL+Y	CELESTIAL	G498-M214	T	T+AL+Y	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-L0318	G498-M193	@ACTION+AL+Y	SH	SH+AL+Y	BIOLOGICAL	G498-M183	OK	OK+AL+Y	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-L0319	G498-M193	@ACTION+AL+Y	SH	SH+AL+Y	BIOLOGICAL	G498-M188	CH	CH+AL+Y	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-L0320	G498-M193	@ACTION+AL+Y	SH	SH+AL+Y	BIOLOGICAL	G498-M218	R	R+AL+Y	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-L0321	G498-M194	@ACTION+AL+Y	SH	SH+AL+Y	CELESTIAL	G498-M184	OK	OK+AL+Y	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-L0322	G498-M194	@ACTION+AL+Y	SH	SH+AL+Y	CELESTIAL	G498-M214	T	T+AL+Y	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-L0323	G498-M195	@ACTION+AL+Y	SH	SH+AL+Y	PHARMA	G498-M190	CH	CH+AL+Y	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-L0324	G498-M198	@ACTION+AL+Y	K	K+AL+Y	BIOLOGICAL	G498-M183	OK	OK+AL+Y	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-L0325	G498-M198	@ACTION+AL+Y	K	K+AL+Y	BIOLOGICAL	G498-M188	CH	CH+AL+Y	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-L0326	G498-M198	@ACTION+AL+Y	K	K+AL+Y	BIOLOGICAL	G498-M218	R	R+AL+Y	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-L0327	G498-M199	@ACTION+AL+Y	K	K+AL+Y	CELESTIAL	G498-M184	OK	OK+AL+Y	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-L0328	G498-M199	@ACTION+AL+Y	K	K+AL+Y	CELESTIAL	G498-M214	T	T+AL+Y	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-L0329	G498-M200	@ACTION+AL+Y	K	K+AL+Y	PHARMA	G498-M190	CH	CH+AL+Y	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-L0330	G498-M203	@ACTION+AL+Y	S	S+AL+Y	BIOLOGICAL	G498-M183	OK	OK+AL+Y	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-L0331	G498-M203	@ACTION+AL+Y	S	S+AL+Y	BIOLOGICAL	G498-M188	CH	CH+AL+Y	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-L0332	G498-M203	@ACTION+AL+Y	S	S+AL+Y	BIOLOGICAL	G498-M218	R	R+AL+Y	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-L0333	G498-M204	@ACTION+AL+Y	S	S+AL+Y	CELESTIAL	G498-M184	OK	OK+AL+Y	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-L0334	G498-M204	@ACTION+AL+Y	S	S+AL+Y	CELESTIAL	G498-M214	T	T+AL+Y	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-L0335	G498-M205	@ACTION+AL+Y	S	S+AL+Y	PHARMA	G498-M190	CH	CH+AL+Y	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-L0336	G498-M208	@ACTION+AL+Y	CHD	CHD+AL+Y	BIOLOGICAL	G498-M183	OK	OK+AL+Y	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-L0337	G498-M208	@ACTION+AL+Y	CHD	CHD+AL+Y	BIOLOGICAL	G498-M188	CH	CH+AL+Y	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-L0338	G498-M208	@ACTION+AL+Y	CHD	CHD+AL+Y	BIOLOGICAL	G498-M218	R	R+AL+Y	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-L0339	G498-M209	@ACTION+AL+Y	CHD	CHD+AL+Y	CELESTIAL	G498-M184	OK	OK+AL+Y	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-L0340	G498-M209	@ACTION+AL+Y	CHD	CHD+AL+Y	CELESTIAL	G498-M214	T	T+AL+Y	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-L0341	G498-M210	@ACTION+AL+Y	CHD	CHD+AL+Y	PHARMA	G498-M190	CH	CH+AL+Y	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-L0342	G498-M213	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	G498-M183	OK	OK+AL+Y	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-L0343	G498-M213	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	G498-M188	CH	CH+AL+Y	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-L0344	G498-M213	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	G498-M218	R	R+AL+Y	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-L0345	G498-M215	@ACTION+AL+Y	T	T+AL+Y	PHARMA	G498-M190	CH	CH+AL+Y	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-L0346	G498-M219	@ACTION+AL+Y	R	R+AL+Y	CELESTIAL	G498-M184	OK	OK+AL+Y	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-L0347	G498-M219	@ACTION+AL+Y	R	R+AL+Y	CELESTIAL	G498-M214	T	T+AL+Y	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-L0348	G498-M220	@ACTION+AL+Y	R	R+AL+Y	PHARMA	G498-M190	CH	CH+AL+Y	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-L0349	G498-M223	@ACTION+AL+Y	P	P+AL+Y	BIOLOGICAL	G498-M183	OK	OK+AL+Y	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-L0350	G498-M223	@ACTION+AL+Y	P	P+AL+Y	BIOLOGICAL	G498-M188	CH	CH+AL+Y	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-L0351	G498-M223	@ACTION+AL+Y	P	P+AL+Y	BIOLOGICAL	G498-M218	R	R+AL+Y	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-L0352	G498-M224	@ACTION+AL+Y	P	P+AL+Y	CELESTIAL	G498-M184	OK	OK+AL+Y	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-L0353	G498-M224	@ACTION+AL+Y	P	P+AL+Y	CELESTIAL	G498-M214	T	T+AL+Y	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-L0354	G498-M225	@ACTION+AL+Y	P	P+AL+Y	PHARMA	G498-M190	CH	CH+AL+Y	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-L0355	G498-M226	@ACTION+CH+E+Y	OK	OK+CH+E+Y	SOURCE_SECTION_T	G498-M256	T	T+CH+E+Y	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-L0356	G498-M228	@ACTION+CH+E+Y	OK	OK+CH+E+Y	BIOLOGICAL	G498-M263	R	R+CH+E+Y	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-L0357	G498-M231	@ACTION+CH+E+Y	CH	CH+CH+E+Y	SOURCE_SECTION_T	G498-M256	T	T+CH+E+Y	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-L0358	G498-M232	@ACTION+CH+E+Y	CH	CH+CH+E+Y	HERBAL	G498-M227	OK	OK+CH+E+Y	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0359	G498-M232	@ACTION+CH+E+Y	CH	CH+CH+E+Y	HERBAL	G498-M242	K	K+CH+E+Y	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0360	G498-M232	@ACTION+CH+E+Y	CH	CH+CH+E+Y	HERBAL	G498-M247	S	S+CH+E+Y	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0361	G498-M233	@ACTION+CH+E+Y	CH	CH+CH+E+Y	BIOLOGICAL	G498-M263	R	R+CH+E+Y	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-L0362	G498-M236	@ACTION+CH+E+Y	SH	SH+CH+E+Y	SOURCE_SECTION_T	G498-M256	T	T+CH+E+Y	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-L0363	G498-M237	@ACTION+CH+E+Y	SH	SH+CH+E+Y	HERBAL	G498-M227	OK	OK+CH+E+Y	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0364	G498-M237	@ACTION+CH+E+Y	SH	SH+CH+E+Y	HERBAL	G498-M242	K	K+CH+E+Y	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0365	G498-M237	@ACTION+CH+E+Y	SH	SH+CH+E+Y	HERBAL	G498-M247	S	S+CH+E+Y	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0366	G498-M238	@ACTION+CH+E+Y	SH	SH+CH+E+Y	BIOLOGICAL	G498-M263	R	R+CH+E+Y	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-L0367	G498-M241	@ACTION+CH+E+Y	K	K+CH+E+Y	SOURCE_SECTION_T	G498-M256	T	T+CH+E+Y	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-L0368	G498-M243	@ACTION+CH+E+Y	K	K+CH+E+Y	BIOLOGICAL	G498-M263	R	R+CH+E+Y	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-L0369	G498-M246	@ACTION+CH+E+Y	S	S+CH+E+Y	SOURCE_SECTION_T	G498-M256	T	T+CH+E+Y	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-L0370	G498-M248	@ACTION+CH+E+Y	S	S+CH+E+Y	BIOLOGICAL	G498-M263	R	R+CH+E+Y	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-L0371	G498-M251	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	SOURCE_SECTION_T	G498-M256	T	T+CH+E+Y	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-L0372	G498-M252	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	HERBAL	G498-M227	OK	OK+CH+E+Y	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0373	G498-M252	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	HERBAL	G498-M242	K	K+CH+E+Y	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0374	G498-M252	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	HERBAL	G498-M247	S	S+CH+E+Y	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0375	G498-M253	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	BIOLOGICAL	G498-M263	R	R+CH+E+Y	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-L0376	G498-M257	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	G498-M227	OK	OK+CH+E+Y	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0377	G498-M257	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	G498-M242	K	K+CH+E+Y	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0378	G498-M257	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	G498-M247	S	S+CH+E+Y	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0379	G498-M258	@ACTION+CH+E+Y	T	T+CH+E+Y	BIOLOGICAL	G498-M263	R	R+CH+E+Y	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-L0380	G498-M261	@ACTION+CH+E+Y	R	R+CH+E+Y	SOURCE_SECTION_T	G498-M256	T	T+CH+E+Y	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-L0381	G498-M262	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	G498-M227	OK	OK+CH+E+Y	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0382	G498-M262	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	G498-M242	K	K+CH+E+Y	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0383	G498-M262	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	G498-M247	S	S+CH+E+Y	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0384	G498-M266	@ACTION+CH+E+Y	P	P+CH+E+Y	SOURCE_SECTION_T	G498-M256	T	T+CH+E+Y	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-L0385	G498-M267	@ACTION+CH+E+Y	P	P+CH+E+Y	HERBAL	G498-M227	OK	OK+CH+E+Y	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-L0386	G498-M267	@ACTION+CH+E+Y	P	P+CH+E+Y	HERBAL	G498-M242	K	K+CH+E+Y	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
