surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v93_context_realizations_de	source_reading_ids	v93_audit_decision	v93_evidence_class	v93_open_semantic_slots	v93_component_global_export_allowed
schey	schey#GLOBAL	Samen/Saatgut, trocken gebunden, Form I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	5	5	56	W2_PROVISIONAL_WORKING	V13:SCOPED_RESIDUAL_HEAD_FORM	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Samen/Saatgut, trocken gebunden, Form I	schey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
schodain	schodain#GLOBAL	trockener Samenansatz, Dosis II	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockener Samenansatz, Dosis II	schodain#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
schokey	schokey#GLOBAL	heiß-trockener Samenansatz in der Gradmitte	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT660:EXACT_WHOLE	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	heiß-trockener Samenansatz in der Gradmitte	schokey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
schol	schol#GLOBAL	trockener Samen/Saatgutstoff/Trockengut	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	51	W2_PROVISIONAL_WORKING	V13:SCOPED_RESIDUAL_HEAD_FORM	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockener Samen/Saatgutstoff/Trockengut	schol#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
schos	schos#GLOBAL	trockene Arzneimischung aus Samen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT658:EXACT_TWO_SLOTS_S_WHOLE	V48-Quelle GDT658:EXACT_TWO_SLOTS_S_WHOLE mit Staerke EXACT_WHOLE_RESIDUAL_CONCRETE_COMPLETION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockene Arzneimischung aus Samen	schos#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
schy	schy#GLOBAL	Samen/Saatgut, trockene Grundform	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	43	W2_PROVISIONAL_WORKING	V13:SCOPED_RESIDUAL_HEAD_FORM	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Samen/Saatgut, trockene Grundform	schy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
scthey	scthey#GLOBAL	Saatgut mit Krautdroge auf mittlerer Stufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Saatgut mit Krautdroge auf mittlerer Stufe	scthey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
secheeol	secheeol#GLOBAL	vollständig getrockneter Saatdrogenstoff	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT670:EXACT_WHOLE	V48-Quelle GDT670:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	vollständig getrockneter Saatdrogenstoff	secheeol#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sfm	sfm#GLOBAL	eine Handvoll Saatgut und Blüten	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	eine Handvoll Saatgut und Blüten	sfm#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
sh	sh#GLOBAL	einweichen	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	14	13	14	31	W1_WEAK_WORKING	GDT669:CONTEXT_SHORT_DEFAULT	V48-Quelle GDT669:CONTEXT_SHORT_DEFAULT mit Staerke CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY und Scope KNOWN_CONTEXT_LICENSED; 14 exakte ZL3b-Vorkommen auf 13 Seiten und 14 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	einweichen	sh#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shaiiin	shaiiin#GLOBAL	feucht, Grad IV	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	1	1	1	46	W2_PROVISIONAL_WORKING	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	feucht, Grad IV	shaiiin#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shaiin	shaiin#GLOBAL	feucht, Grad III	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	19	17	19	59	W2_PROVISIONAL_WORKING	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 19 exakte ZL3b-Vorkommen auf 17 Seiten und 19 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	feucht, Grad III	shaiin#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shain	shain#GLOBAL	feucht, Grad II	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	9	8	9	59	W2_PROVISIONAL_WORKING	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 9 exakte ZL3b-Vorkommen auf 8 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	feucht, Grad II	shain#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shal	shal#1	feuchtes Material I, Anfangsstufe	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	34	W1_WEAK_WORKING	GDT656|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: Elf reader-exakte GDT656-Atlaspositionen tragen die feuchte SH-Startzelle mit AL-I; die aktive Stelle besitzt dieselben Signale. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Nur eine aktive Stelle; Materialart und historischer Wert bleiben offen. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	feuchtes Material I, Anfangsstufe	shal#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
sham	sham#GLOBAL	ein Maß Flüssigkeit	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	6	5	6	63	W3_SOLID_WORKING_THEORY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 5 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein Maß Flüssigkeit	sham#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shan	shan#GLOBAL	feucht, Grad I	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	6	6	6	59	W2_PROVISIONAL_WORKING	V13:QUALITY_DEGREE_SERIES	V48-Quelle V13:QUALITY_DEGREE_SERIES mit Staerke PRODUCTIVE_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 6 exakte ZL3b-Vorkommen auf 6 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	feucht, Grad I	shan#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shar	shar#GLOBAL	angefeuchtete Drogenfraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	29	25	28	76	W3_SOLID_WORKING_THEORY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 29 exakte ZL3b-Vorkommen auf 25 Seiten und 28 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	angefeuchtete Drogenfraktion I	shar#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shas	shas#GLOBAL	angefeuchtete Kräutermischung	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	angefeuchtete Kräutermischung	shas#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shckhdy	shckhdy#GLOBAL	Arzneikompositum: feucht, Gradanfang, abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	41	W2_PROVISIONAL_WORKING	GDT651:PROVISIONAL_LOW_N_CKH_FAMILY	V48-Quelle GDT651:PROVISIONAL_LOW_N_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Arzneikompositum: feucht, Gradanfang, abgeschlossen	shckhdy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shckhedy	shckhedy#GLOBAL	Arzneikompositum: feucht, Gradmitte, abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	4	4	63	W3_SOLID_WORKING_THEORY	GDT651:PROVISIONAL_LOW_N_CKH_FAMILY	V48-Quelle GDT651:PROVISIONAL_LOW_N_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Arzneikompositum: feucht, Gradmitte, abgeschlossen	shckhedy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shckheody	shckheody#GLOBAL	fertig angesetztes feuchtes Arzneikompositum	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	fertig angesetztes feuchtes Arzneikompositum	shckheody#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shckhey	shckhey#GLOBAL	Arzneikompositum: feucht, Gradmitte	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	10	9	10	71	W3_SOLID_WORKING_THEORY	GDT651:STRONG_LEARNED_CKH_FAMILY	V48-Quelle GDT651:STRONG_LEARNED_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 9 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Arzneikompositum: feucht, Gradmitte	shckhey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shckhy	shckhy#V84_1	feuchte Mischung, Anfangsstufe	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	45	W2_PROVISIONAL_WORKING	GDT651|GDT711	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || Feuchte CKH-Schwesterzelle und Anfangszelle sind sichtbar.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Mischung ist ein gelernter Familienkopf, keine freie CKH- oder Arzneibedeutung.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	feuchte Mischung, Anfangsstufe	shckhy#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
shcthey	shcthey#GLOBAL	angefeuchtete Krautdroge, Form I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	56	W2_PROVISIONAL_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	angefeuchtete Krautdroge, Form I	shcthey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shcthy	shcthy#GLOBAL	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	29	17	29	48	W2_PROVISIONAL_WORKING	V13:MOIST_CTH_MATERIAL	V48-Quelle V13:MOIST_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 29 exakte ZL3b-Vorkommen auf 17 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	shcthy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shdaiin	shdaiin#GLOBAL	drei Dosen eingeweichte Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	drei Dosen eingeweichte Droge	shdaiin#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
shdal	shdal#1	feuchtes, abgemessenes Material I, Anfangsstufe	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	2	2	2	46	W2_PROVISIONAL_WORKING	GDT655|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: Zwei aktive Positionen auf zwei Seiten sowie die akzeptierte GDT655-SH+DAL-Schwester tragen feucht, abgemessen, Material I und Anfangsstufe. || 2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: D|AL ist nicht frei belegt; weder Materialidentitaet noch Maßeinheit ist bekannt. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	feuchtes, abgemessenes Material I, Anfangsstufe	shdal#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
shdpchy	shdpchy#GLOBAL	feuchte eine Dosis Pulver an und trockne sie leicht an	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	feuchte eine Dosis Pulver an und trockne sie leicht an	shdpchy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
