surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	new_meaning_de	decision
qokedy	f77v	f77v.26	dairol shedy rchy sheor qokedy qoky chckhy qokchy ldol	dairol shedy rchy sheor qokedy qoky chckhy qokchy ldol	dairol shedy r chy sheor qoke y qoky chckhy qokchy ld l	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f77v	f77v.28	ychedy qokedy qoked ol sheor olchdy	ychedy qokedy qoked olsheor olchdy	yche y qoke y qoked ol sheor olch y	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f77v	f77v.36	qotchy qokal shedy qokedy lchedy qokedy qol raiin chey	qotchy qokal shedy qokedy lchedy qokedy qol raiin chey	qotchy qotal shedy qokedy lchedy qoke y qol r aiin chey	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f77v	f77v.38	toldal shedy qokedy qokain dolcheedy rolchedy qokedy	toldal shedy qokedy qotain dolcheedy rolchedy qokedy	toldal shedy qoke y qokain dolcheedy rolche y qokedy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f77v	f77v.6	qetedy shedy qotol odal chal dar qopshedy qotedy qotedy qokedy dal	qetedy shedy qotol odal chal dar qopshedy qotedy qotedy qokedy dal	qetedy shedy qotol odal chal dar qopedy qotedy qotedy qo edy dal	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78r	f78r.24	qokeedy kedy qokeey qokedy olol	qokeedy kedy qokeey qokedy olol	qokeedy kedy qokeey qoke y olol	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78r	f78r.3	tshedor shedy qopchedy qokedy dy qokol oky	tshedor shedy qopchedy qokedy dy qokol oky	ted r shedy qopchedy qoke y dy qokol oky	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78r	f78r.7	qokal otedy qokedy qokedy dal qokedy qokedy s am	qokal otedy qokedy qokedy dal qokedy qokedy s kam	qokol ote y qokedy qokedy dal qoke y qoke y s am	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78r	f78r.7	qokal otedy qokedy qokedy dal qokedy qokedy s am	qokal otedy qokedy qokedy dal qokedy qokedy s kam	qokol ote y qokedy qokedy dal qoke y qoke y s am	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78r	f78r.8	dshedy qokedy okar qokedy shedy ykedy shedy qoky	dshedy qokedy okar qokedy shedy ykedy shedy qoky	dshedy qokedy okar qoke y e y ykedy shedy qoky	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78r	f78r.9	schedy keedy qokedy chckhd qokain chedy qotedy dy	schedy keedy qokedy chckhd qokain chedy qotedy dy	sche y kee y qoke y chckh qokain chedy qotedy y	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78v	f78v.15	cheey qolchedy qokey or cheef chckhey tedy qokedy ls	cheey qol chedy qokey or cheef chckhey tedy qokedy lr	cheey qol che y qokey or cheef chckhey tedy qoke y ls	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78v	f78v.2	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	oledy qoked re y cth y otedy edy al dal dol oty dal	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f78v	f78v.23	qol chedy okeshy qoteedy okeedy ol shedy qokedy dy	qol chedy okeshy qoteedy okeedy olshedy qokedydy	qol chedy okeshy qoteedy keedy ol shedy qokedydy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f79v	f79v.5	qolkeedy qokedy qotal saiin ory qokedy oteedy lcheam	qolkeedy qokedy qotol saiin ory qokedy oteedy lcheam	qolkeedy qoke y qot l saiin ory qokedy otee lcheam	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f80r	f80r.34	ey rcheky shepchedy qokar ol qockhey olchey qokedy koroiin y	cthcthey rcheky shepchedy qokor ol qockhey olchey qokedy koroiin y	cthchey r cheky shepched qok r ol qockhey olchey qoke y koroiin y	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f81r	f81r.1	polchoy qokedy shol opchedy olpchedy ofshdy oly	polchey qokedy shol opchedy olpchedy ofshdy oly	polchoy qoked ol opched olpchedy ofsh y oly	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f81r	f81r.27	sol chedy qokedy olkedy dol qokchedy	sal chedy qokedy olkedy dol qokchedy	s l che y qoke y olkedy dol qokchedy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f81v	f81v.18	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	qokch y chey ol cheky ol shedy qoke y qokedy chckhy qoky	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f81v	f81v.2	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	qoke y okaiin kair okal sar ol kain olkain al ol rol l	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f81v	f81v.20	qocthey chekal chedy qokedy lshety qoldy ltedy qotain	qocthey chekal chody qokedy lshety qoldy ltedy qotain	qocthey chekal chedy qoke y lshety qoldy lte y qotain	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f82r	f82r.20	posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly	posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly	posalshy qoked cphal e y sheolkeee y lkaiin she y qoly	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f82r	f82r.8	qekeey sheedy qokedy lcho r cheey qokey qotal chedy qoteor	qokeey sheedy qokedy lchor cheey qokey qotal chedy qoteor	qekeey sheedy qoke y lchor cheey qokey qotal che y qoteor	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f82v	f82v.8	qokain sheol qoteedy chedy qokey qokedy qokol chedy chedy lchy	qokain sheol qoteedy chedy qokey qokedy qokol chedy chedy lchy	qokain sheol qoteedy chedy qokey qoke y qokol chedy chedy lchy	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f83r	f83r.13	salcheol tar shedy s altedy sair qokedy qedy lchcphedy ldar	solcheol tar shedy saltedy sair qokedy qpchedy lchcphedy ldar	solcheol tar shedy s altedy s air qotedy qedy lchcphedy ldar	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f83r	f83r.20	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	solkeedy qoteedy qokeey qokedy sol cheeety qoke y qoky saiin	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f83v	f83v.11	pchedar shedal qokar shedal okchdy qokedy okail shedy qoky lsheg	pchedas shedas qokar shedal okchdy qokedy okail shedy qoky lsheg	pchedar shedal qokar she al okchdy qoke y okail shedy qoky lsheg	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f85r1	f85r1.18	olkeey otchey qokedy qodaiin chy checphey otshey qokshey schdy dam	olkeey otchey qokedy qodaiin chcthihy checphey otshey qokshey schdy dam	olkeey otchey qoke y qodaiin chy checphey otshey qokshey sch y am	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f85r1	f85r1.7	pchedy oraiin shefchdy qopar sheedy qokedy qotchedy kchdar ypchdy ldo	pchedy oraiin shefchdy qopar sheedy qokedy qotchedy kchdar ypchdy ldo	pchedy oraiin shefchdy qopar sheedy qo e y qotchedy chdar ypchdyldo	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f85r2	f85r2.7	pchedeey olkey qokedy sheos fcheey	pchedeey olkey qokedy sheos fcheey	pchedeey olkey qoke y eos fcheey	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f86v3	f86v3.10	ychey olkeeey qotchedy qokeey qotchedar sheedy qokaiin qokedy ykaiin qotaiior am	ychey ol keeey qotchedy qokeey qotchedar sheedy qokaiin qokedy ykaiin qotaiior am	ychey olkeeey qotche y qokeey qotchedar eedy qokaiin qoke y ykaiin qotaiior am	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokedy	f95v1	f95v1.2	okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar am	okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar am	oky tshor qok qokain otar oty qoke y otal ytch y qo ar am	READER_VARIANT	heiß in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f103r	f103r.21	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	pcheam soke y dalkar otal qokal chepy okedy qoky pche y okaly qokee y lor	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f103r	f103r.41	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	cheol sheeey qotey oteeal oteedy shetsho keeos shey qokeedy qokal dal	cheol sheeey qotey oteeal oteedy etsho keeosshey qokee y qokal dal	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f103r	f103r.45	qokeedy qokeedy shol shedar chedy qoteedy oteedy olkeol ltar y	qokeedy qokeedy shol shedar chedy qoteedy oteedy olkeol ltary	qokeedy qokee y shol shedar che y qotee y oteedy olkeol ltary	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f103r	f103r.49	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l olsheed qokeey she l qokee y shedy qoky leees ain am	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f104r	f104r.4	o l sheedy qokeedy chedal qodaiin qodaiin chry	ol sheedy qokeedy chedal qodaiin qodaiiin chry	ol eedy qokee y chedal qodaiin qodeiiiin chry	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f104r	f104r.6	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam	ycheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy tain chedam	ycheeo y aiin lkar cheeo dain ockhedy qokee y qotain otch y otain chedam	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f104v	f104v.4	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokeedy	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokeedy	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokee y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f105r	f105r.3	olshey qoden odeey kcheody cheeo ar yteey ytchy otedy qokeedy qokeey rol	olshey qodan odeey kcheody cheeo ar yteey ytchy otedy qokeedy qokeey rol	lshey qoden odee kcheody cheeo ar yteey ytchy ote y qokee y qokeey rol	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f105r	f105r.8	sheey oleeey or air qokaiin chey qokeedy qokedy oteedy lchedy oesal	sheey oleeey or air qokaiin chey qokeedy qokedy oteedy lchedy oesal	sheey oleeey or air qokaiin chey qokee y qoked oteedy lche y oesal	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f106r	f106r.2	shedchy ytchedy chees otshes okcho chdy qokeedy ched chedy chedy qotar rod	shedchy ytchedy chees otshes okcho chdy qoteedy ched chedy chedy qotar rod	shedch ytchedy chees otshes okcho chdy qotee y ched chedy chedy qotar rod	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f107r	f107r.10	yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alo m	yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alom	ytee y qokee y okeol lchedy qokal lor sheal cheedaiin chey sair alom	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f107r	f107r.6	okcheey qokeedy chotchedy daiinar oteey lteey chedaiin okchey otaiin am	okcheey qokeedy chotchedy daiin ar oteey lteey chedaiin okchey otaiin am	okcheey qokee y chotche y daiinar oteey lteey che aiin okeeey otaiin am	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f107v	f107v.35	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol	polche y olkeey lkey chcthy lkar shedy qokaiin chedy qokee y lol	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f107v	f107v.48	oteedy qokey qokeedy chody chey qoky oteey otain chey aiinal	oteedy qokey qokeedy chody chey qoky oteey otain chey aiin al	otee y qokey qokeed chody chey qoky oteey otain chey aiinal	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108r	f108r.26	dair okal chedy qokeedy oteor al qokedy qokedy otaiin otedar chalkeedy	dair okal chedy qokeedy oteor al qokedy qokedy otaiin otedar chalkeedy	dair okal che y qo eedy oteor al qokedy qokedy otaiin otedar chalkeedy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108r	f108r.38	dcheeody cheedy qokeedy otedy qeeey chey	dcheeody cheedy qokeedy otedy qeeey chey	dcheeody cheedy qokee y ote y qeeey chey	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108r	f108r.48	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	pcheedy qokeol okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	pcheedy qokeo l okeol keol dain ar otedy qoke y qokee y qokeedy lchdy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108r	f108r.49	oteedy lchedy qokeedy qokeedy qokeo lchedy qokey qokeey lkedy lkedy	oteedy lchedy qokeedy qokeedy qokeo lchedy qokey qokeey lkedy lkedy	oteedy lche y qokeedy qokee y qokeo lchedy qokey qokeey lke y lke y	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108r	f108r.50	qokeedy lchedy lkaiin chdy qokey okedy okaram chdar ar okam	qokeedy lchedy lkaiin chdy qokey okedy okaram chdar or okam	qokee ylche y lkaiin chdy qokey okedy okaram chdar r okam	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108v	f108v.13	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldar	daiin cheol qokee qokee qokeey raiin chckhy okeey qokeedy okedain al ar	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108v	f108v.35	daiin chedy lchedy sholkeedy qokeedy chey qokeey qokeedy oteedy lchedam	daiin chedy lchedy sholkeedy qokeedy chey qokeey qokeedy oteedy lchedam	daiin chedy l chedy sholkeed qokeedy chey qokeey qokee y oteedy lche am	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108v	f108v.38	dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam	dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam	dsheol qokee y qokeedy chey qokeedy qokedy sheckhy lkedy qotee y otam	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108v	f108v.40	daiin sheeal qokeedy qokeedy qokeedy qotey qokeey qokeey otedy qotaiin	daiin sheeal qokeedy qokeedy qokeedy qotey qokeey qokeey otedy qotaiin	daiin sheeal qokee y qokeedy qokeedy qotey qokeey qokeey oted qotaiin	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108v	f108v.42	ycheain chey lcheal ykeey qolcheedy qokeedy okeedy qokey qokeedy qoteedy	ycheain chey lcheal ykeey qolcheedy qokeedy okeody qokey qokeedy qoteedy	ycheain chey lcheal ykeey qolcheedy qokeedy okeedy qokey qokee y qoteedy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108v	f108v.49	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	saiin okain cheey lkaiin cheal cheol keear qokee y qokeey checkhe y qokal oam	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108v	f108v.52	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	saiin cheol qokeedy qokee y che y qokee cheal llchey aiin okeey qokeey	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f108v	f108v.6	oeeedain chey lokeey lchedy loety qokeedy qokeey qokar okeedy kedarxy	oeeedain chey lokeey lchedy loety qokeedy qokeey qokar okeedy kedarxy	oeeedain chey lokeey lchedy loety qokee y qokeey qokar okeedy kedarxy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f111r	f111r.19	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodar checthdy qoted l loty	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodor checthdy qotedl loty	saiin eeol qoteedy lchey lcheoekam ooiin cheky qokeeodar checthdy qotedl loty	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f111r	f111r.29	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokee y qoke y qotee y qod	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f111r	f111r.31	sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy	sheotchedy shedain shkey qokeain shkeody qokeey qokeedy chkal checthy	sheotched shedain shkey qokeaiin shteo y qokeey qokee y chkal checthy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f111r	f111r.33	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s oin ar olkeey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s ain ar olkeey lkain cheda chkal keeodal eees eeo y qokee y l	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f111r	f111r.38	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain	dched daiin al okeey kechedy chcthedy chedain oteedy qokeedy key l ltain	dched daiin al okeey techedy chcthedy che ain ote y qokeedykey l ltain	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f111r	f111r.48	poeokeey lkeedy tedain shecthy qokeedy chckhy lfchy cheal chepcham daim	poeokeey lkeedy tedain shecthy qokeedy chckhy lfchy cheal chepcham daim	poeokeey lkee y tedain shecthy qokee y chckhy lfchy cheal chepcham daim	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f111r	f111r.6	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary	dain she y qoky chedy qok shed olchedy qokee y tee y ch y keedy qotche y dary	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f111v	f111v.40	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeedy lchsl	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeedy lchsl	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeed lchsl	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f112r	f112r.15	poar alchar octhy otedy qokeedy okedy pchedy opamdy	poar alchor octhy otedy qokeedy okedy pchedy opomdy	poar alch r octhy otedy qokee y oke y pchedy op mdy	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f112r	f112r.28	ysheedy sheokeedy qokeedy qokain oteedy chckhy ytchedy sharam	ysheedy sheokeedy qokeedy qokain oteedy chckhy ytchedy sharam	ysheedy sheokeedy qokee y qokain oteedy chckhy ytchedy shar am	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f112r	f112r.4	qokeedy chokain otain otar chedy taim oram	qokeedy chokain otain otar chedy taim oram	qokee y chokain otain otar che y taim oram	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f112v	f112v.12	daiin al olkeedain oteey sheeol qokeedy qochaiin oteey qoty	daiin al olkeedain oteey sheeol qokeedy qochaiin oteey qoty	daiin al olkeedain oteey sheeol qokee y qochaiin otee qoty	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f112v	f112v.14	sain air a ykeedain qokeedy chedaiin aloin	sain ain am ykeedain qokeedy chedaiin alain	sain air am ykee ain qokee y che aiin alain	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f112v	f112v.24	soiin or okain otchedy qokeedy eeedeeg ckhedy cheedaiin cheedy	soiin or okain otchedy qokeedy eeedeed ckhedy cheedaiin chedy	s iin ar kain otche y qokee y eee eed ckhedy cheedaiin cheely	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f112v	f112v.34	saiin chedaiin checkhy lkeedy qokeedy chkaiin checkhol chdam	saiin chedaiin checkhy lkeedy qokeedy chkaiin checkhol chdam	saiin chedaiin checkhy lkeedy qokee y chkaiin checkhol chdam	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f113v	f113v.10	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin oteol otedy ar ar al kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin oteol ote yar ar al ke y qokee y olaraiin kchey dal otor ar opchey ro	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f113v	f113v.33	polsairy oteo qokeedy qokaiin okal qofcheol qokaiin opalor lkch ofchr	polsaisy oteo qokeedy qokaiin okal qofcheol qokaiin opalor lkch ofchr	p lsairy oteo qokee qokaiin okal qofcheol qokaiin opalor lkch ofchr	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f113v	f113v.36	ofaral olkaiin okar okeeedy tshedy qokeedy otchey p chedy tsho lteam	ofaral olkaiin okar okeeedy tshedy qokeedy otcheypchedy tsho lteam	ofaral olkaiin okar okeeedy tshedy qokee y otcheypchedy tsho lteam	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
qokeedy	f113v	f113v.5	dcheos otaiin otedy otodaiin qokeey rcheey qoeear oteedy qokeedy otedar ar ot otees al	dcheos otaiin otedy otodaiin qokeey rchchy qeeeear oteedy qokeedy otedar ar t oteesal	dcheos otaiin ote y otodaiin qokeey rcheey qoeear otee y qokee y oted r ar ot otees al	READER_VARIANT	heiß am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
