event_id	page	record	statement_id	surface	component_parse	atomic_card_value_de	local_action_expansion_de	revised_event_reading_de	corrected_full_compact_instruction_de	complete_meaning
E289	f83r	B3	B3-S026	checthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
E290	f83r	B3	B3-S026	chealror	AL+R+OR	den Ansatz an bezeichnete Stelle abkühlen	abkühlen lassen	abkühlen lassen	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
E291	f83r	B3	B3-S026	solkeedy	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	auffangen und stehen lassen	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
E292	f83r	B3	B3-S027	qoteedy	OT+EE+DY	danach · länger; Schritt schließen	NON_ACTION_CONTRIBUTION	danach · länger; Schritt schließen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	YES
E293	f83r	B3	B3-S028	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: wirken lassen → einwirken lassen.	YES
E294	f83r	B3	B3-S028	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: wirken lassen → einwirken lassen.	YES
E295	f83r	B3	B3-S029	sol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → einwirken lassen. Angaben: fort.	YES
E296	f83r	B3	B3-S029	cheeety	EEE+T+Y	diesen Posten vollständig eintragen	eintragen	eintragen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → einwirken lassen. Angaben: fort.	YES
E297	f83r	B3	B3-S029	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → einwirken lassen. Angaben: fort.	YES
E298	f83r	B3	B3-S030	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	den Arbeitsstoff einsetzen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	YES
E299	f83r	B3	B3-S030	saiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	YES
E300	f83r	B3	B3-S030	schedair	CHD+AIR	den laufenden Posten durch laufender Bestand umsetzen	durchleiten	durchleiten	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	YES
E301	f83r	B3	B3-S030	otchedy	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	YES
E302	f83r	B3	B3-S031	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: einwirken lassen.	YES
E303	f83r	B3	B3-S032	chedain	CHD+AIN	den laufenden Posten nach Portion umsetzen	abmessen und umsetzen	abmessen und umsetzen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	YES
E304	f83r	B3	B3-S032	chedy	CHD+Y	den aktuellen Posten umsetzen	abmessen und umsetzen	abmessen und umsetzen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	YES
E305	f83r	B3	B3-S032	qotedaiin	OT+E+AIIN	danach · kurz · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	danach · kurz · vorgeschriebenes Maß	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	YES
E306	f83r	B3	B3-S032	otaiin	OT+AIIN	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	danach · vorgeschriebenes Maß	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	YES
E307	f83r	B3	B3-S032	otedy	OT+E+DY	danach · kurz; Schritt schließen	NON_ACTION_CONTRIBUTION	danach · kurz; Schritt schließen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	YES
E308	f83r	B3	B3-S033	ldy	L+DY	den laufenden Posten führen; Schritt schließen	abführen	abführen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abführen.	YES
E309	f83r	B3	B3-S034	soiiin	O+IIN	Arbeitsgang · Sollstufe	NON_ACTION_CONTRIBUTION	Arbeitsgang · Sollstufe	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	YES
E310	f83r	B3	B3-S034	checthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	YES
E311	f83r	B3	B3-S034	chety	T+Y	den aktuellen Posten eintragen	eintragen	eintragen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	YES
E312	f83r	B3	B3-S034	otaiin	OT+AIIN	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	danach · vorgeschriebenes Maß	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	YES
E313	f83r	B3	B3-S034	olsaly	OL+AL+Y	fortsetzen · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	fortsetzen · bezeichnete Stelle · dieser Posten	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	YES
E314	f83r	B3	B3-S034	shedy	SHED+DY	absetzen und den Schritt schließen	ablagern	ablagern	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	YES
E315	f83r	B4	B4-S001	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: einwirken lassen.	YES
E316	f83r	B4	B4-S002	qolchey	OL+Y	fortsetzen · dieser Posten	NON_ACTION_CONTRIBUTION	fortsetzen · dieser Posten	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: wirken lassen → einwirken lassen. Angaben: fort · dies.	YES
E317	f83r	B4	B4-S002	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: wirken lassen → einwirken lassen. Angaben: fort · dies.	YES
E318	f83r	B4	B4-S002	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: wirken lassen → einwirken lassen. Angaben: fort · dies.	YES
E319	f83r	B4	B4-S003	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	umschöpfen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
E320	f83r	B4	B4-S003	otal	OT+AL	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	danach · bezeichnete Stelle	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
E321	f83r	B4	B4-S003	otchey	OT+Y	danach · dieser Posten	NON_ACTION_CONTRIBUTION	danach · dieser Posten	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
E322	f83r	B4	B4-S003	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	anlegen	anlegen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
E323	f83r	B4	B4-S003	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	den Arbeitsstoff einsetzen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
E324	f83r	B4	B4-S003	tol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
E325	f83r	B4	B4-S003	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
E326	f83r	B4	B4-S004	qokylddy	OK+Y+LD+DY	diesen Posten ansetzen und befestigen; Schritt schließen	einsetzen + festbinden	einsetzen + festbinden	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: einsetzen + festbinden.	YES
E327	f83r	B4	B4-S005	dain	AIN	Portion	NON_ACTION_CONTRIBUTION	Portion	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	YES
E328	f83r	B4	B4-S005	chedy	CHD+Y	den aktuellen Posten umsetzen	abmessen und umsetzen	abmessen und umsetzen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	YES
E329	f83r	B4	B4-S005	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	YES
E330	f83r	B4	B4-S006	shckhedy	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	zurückhalten	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: zurückhalten.	YES
E331	f83r	B4	B4-S007	shckhedy	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	zurückhalten	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: zurückhalten.	YES
E332	f83r	B4	B4-S008	saiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	YES
E333	f83r	B4	B4-S008	cheeky	CHK+EE+Y	den aktuellen Posten länger wärmen	warm halten	warm halten	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	YES
E334	f83r	B4	B4-S008	sheey	SH+EE+Y	diesen Posten länger halten	halten	einwirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	YES
E335	f83r	B4	B4-S008	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	YES
E336	f83r	B4	B4-S009	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: absetzen lassen.	YES
E337	f83r	B4	B4-S010	oldy	OL+DY	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	fortsetzen; Schritt schließen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: fort; Schritt schließen.	YES
E338	f83r	B4	B4-S011	saiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
E339	f83r	B4	B4-S011	cheky	CHK+E+Y	diesen Posten kurz wärmen	warm halten	warm halten	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
E340	f83r	B4	B4-S011	okeeol	OK+EE+OL	fortsetzen den laufenden Posten länger ansetzen	wirken lassen	wirken lassen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
E341	f83r	B4	B4-S011	okain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
E342	f83r	B4	B4-S011	chdy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	umschöpfen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
E343	f83r	B4	B4-S011	sol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
E344	f83r	B4	B4-S011	lkedy	L+K+E+DY	den laufenden Posten kurz führen und zuführen; Schritt schließen	abführen + zugeben	abführen + zugeben	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
E345	f83r	B4	B4-S012	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	abführen + überführen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: abführen + überführen.	YES
E346	f83r	B4	B4-S013	qokol	OK+OL	fortsetzen den laufenden Posten ansetzen	einsetzen	weiter beschicken	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: weiter beschicken → absetzen lassen.	YES
E347	f83r	B4	B4-S013	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: weiter beschicken → absetzen lassen.	YES
E348	f83r	B4	B4-S014	or	OR	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	YES
E349	f83r	B4	B4-S014	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	YES
E350	f83r	B4	B4-S014	qockhey	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	Arbeitsgang · Durchlass · kurz · dieser Posten	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	YES
E351	f83r	B4	B4-S014	dairydy	AIR+Y+DY	laufender Bestand · dieser Posten; Schritt schließen	NON_ACTION_CONTRIBUTION	laufender Bestand · dieser Posten; Schritt schließen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	YES
E352	f83r	B4	B4-S015	qokain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	YES
E353	f83r	B4	B4-S015	shey	SH+EE+Y	diesen Posten länger halten	halten	stehen lassen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	YES
E354	f83r	B4	B4-S015	kain	K+AIN	den laufenden Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	YES
E355	f83r	B4	B4-S015	chckhal	CH+CKH+AL	den laufenden Posten an bezeichnete Stelle durch Durchlass abziehen	ablaufen lassen	ablaufen lassen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	YES
E356	f83r	B4	B4-S015	solkey	SOLK+E+Y	diesen Posten kurz auffangen	auffangen	auffangen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	YES
E357	f83r	B4	B4-S015	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	abführen + überführen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	YES
E358	f83r	B4	B4-S016	qolkain	OL+K+AIN	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	YES
E359	f83r	B4	B4-S016	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	YES
E360	f83r	B4	B4-S016	skar	K+AR	den laufenden Posten von dort zuführen	zuführen	zuführen	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	YES
E361	f83r	B4	B4-S016	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	YES
E362	f83r	B5	B5-S001	otchdy	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: führe zur nächsten Station.	YES
E363	f83r	B5	B5-S002	qokchdy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	einsetzen + überführen	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: einsetzen + überführen.	YES
E364	f83r	B5	B5-S003	shedal	SHED+AL	den laufenden Posten an bezeichnete Stelle absetzen	ablagern	ablagern	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E365	f83r	B5	B5-S003	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E366	f83r	B5	B5-S003	cheol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E367	f83r	B5	B5-S003	lol	L+OL	fortsetzen den laufenden Posten führen	hinleiten	hinleiten	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E368	f83r	B5	B5-S003	chdal	CHD+AL	den laufenden Posten an bezeichnete Stelle umsetzen	umfüllen	umfüllen	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E369	f83r	B5	B5-S003	aiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E370	f83r	B5	B5-S003	sol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E371	f83r	B5	B5-S003	daiiin	DA+IIN	zweite · Sollstufe	NON_ACTION_CONTRIBUTION	zweite · Sollstufe	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E372	f83r	B5	B5-S003	chedy	CHD+Y	den aktuellen Posten umsetzen	abmessen und umsetzen	abmessen und umsetzen	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
E373	f83r	B6	B6-S001	solkeey	SOLK+EE+Y	diesen Posten länger auffangen	auffangen	auffangen	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
E374	f83r	B6	B6-S001	qekey	E+K+E+Y	diesen Posten kurz kurz zuführen	zugeben	zugeben	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
E375	f83r	B6	B6-S001	raly	R+AL+Y	diesen Posten an bezeichnete Stelle abkühlen	abkühlen lassen	abkühlen lassen	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
E376	f83r	B6	B6-S001	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
E377	f83r	B6	B6-S001	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
E378	f83r	B6	B6-S001	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
E379	f83r	B6	B6-S001	dain	AIN	Portion	NON_ACTION_CONTRIBUTION	Portion	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
E380	f83r	B6	B6-S001	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
E381	f83r	B6	B6-S001	ldalor	L+AL+OR	den Ansatz an bezeichnete Stelle führen	hinleiten	hinleiten	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
