root	selected_minimal_value_de	register	physical_page	source_statement_id	surface	component_recipe	owner_de	statement_surface_sequence	statement_literal_core_sequence_de	semantic_caution_de
CHD	UMSETZEN	HERBAL	f24v	G404-S010	ochdy	O+CHD+Y	F24V_WHOLE_PLANT	tochol chor arsa r ycheol daid dar olom kochky chcthy shol sain ychol chol or chor om okoeor ctheod choy keol ydaiin chear qodom okodaiin ksho foar o sho qokch ok okchal oeeey cheol chol odor sho do otolodal doiir cheeodam sho sho dy dchey kchod dchal ochdy otchol odaiim	EINSTELLEN · AUSFÜHRUNG · NEHMEN · FORTSETZEN | NEHMEN · EINHEIT | AUSGANG · WÄHLEN · HIER | MARKIEREN | AKTIVER POSTEN · NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG | ANTEIL · HIER | HIER · AUSGANG | FORTSETZEN · AUSFÜHRUNG · HIER | GEBEN · AUSFÜHRUNG · NEHMEN · GEBEN · AKTIVER POSTEN | NEHMEN · NEHMEN · EINSTELLEN · AKTIVER POSTEN | HALTEN · FORTSETZEN | WÄHLEN · ANTEIL | AKTIVER POSTEN · FORTSETZEN | FORTSETZEN | EINHEIT | NEHMEN · EINHEIT | AUSFÜHRUNG · HIER | SETZEN · AUSFÜHRUNG · GRAD I · EINHEIT | NEHMEN · EINSTELLEN · GRAD I · AUSFÜHRUNG · HIER | KLASSE · AKTIVER POSTEN | GEBEN · GRAD I · FORTSETZEN | AKTIVER POSTEN · HIER · WERT | NEHMEN · GRAD I · AUSGANG | BEGINNMARKER · AUSFÜHRUNG · HIER · AUSFÜHRUNG · HIER | SETZEN · AUSFÜHRUNG · HIER · WERT | GEBEN · HALTEN · AUSFÜHRUNG | HIER · AUSFÜHRUNG · AUSGANG | AUSFÜHRUNG | HALTEN · AUSFÜHRUNG | SETZEN · NEHMEN | SETZEN | SETZEN · NEHMEN · ZIELORT | AUSFÜHRUNG · GRAD III · AKTIVER POSTEN | NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG | FORTSETZEN | AUSFÜHRUNG · HIER · EINHEIT | HALTEN · AUSFÜHRUNG | HIER · AUSFÜHRUNG | DANACH · FORTSETZEN · AUSFÜHRUNG · HIER · ZIELORT | HIER · AUSFÜHRUNG · STUFE · MARKIEREN | NEHMEN · GRAD II · AUSFÜHRUNG · HIER · HIER | HALTEN · AUSFÜHRUNG | HALTEN · AUSFÜHRUNG | AKTIVER POSTEN | NEHMEN · GRAD I · AKTIVER POSTEN | GEBEN · NEHMEN · AUSFÜHRUNG · HIER | HIER · NEHMEN · ZIELORT | AUSFÜHRUNG · UMSETZEN · AKTIVER POSTEN | DANACH · NEHMEN · FORTSETZEN | AUSFÜHRUNG · HIER · WERT · HIER	Transfer-/Zustandswechselkern, genauer Vorgang offen
CHD	UMSETZEN	PHARMA	f88v	P1009-S605	lchdy	L+CHD+Y	zweite Gefaess-/Zutatengruppe	qoteo lchdy qokeo r ain tol keeodaiin qoky sheol daiin chees aiin chokar daimd daiin sheor sheedy	DANACH · GRAD I · AUSFÜHRUNG | VERBINDUNG · UMSETZEN · AKTIVER POSTEN | SETZEN · GRAD I · AUSFÜHRUNG | MARKIEREN | ANTEIL | EINSTELLEN · FORTSETZEN | GEBEN · GRAD II · AUSFÜHRUNG · HIER · WERT | SETZEN · AKTIVER POSTEN | HALTEN · GRAD I · FORTSETZEN | WERT | HALTEN · GRAD II · HIER | WERT | SETZEN · AUSGANG | ZWEITE STUFE · STUFE · HIER · HIER | WERT | HALTEN · GRAD I · EINHEIT | HALTEN · GRAD II · SCHLUSS	Transfer-/Zustandswechselkern, genauer Vorgang offen
CHD	UMSETZEN	SOURCE_SECTION_T	f1r	G404-S005	chdy	CHD+Y	F1R_TEXT_BLOCK_C	ydain cphesaiin ols cphey ytain shoshy cphodal es oksho kshoy otairin oteol okan shodain sckhey daiin shoy ckhey kodaiin cphy cphodaiils cthey sho oldain d dain oiin chol odaiin chodain chdy okain dn cthy kod daiin shckhey eo r char shey kol chol chol kor chal sho chol shodan kshy kchy d or chodaiin sho koeam ycho tchey chekain sheo pshol dydyd cthy daiy yto shol she kodshey cphealy dar ain dain ckhyds dchar shcthaiin okaiir chey chy tol cthols dloo shok chor chey dain ckhey otol daiiin	AKTIVER POSTEN · ANTEIL | NEHMEN · EINSETZEN · GRAD I · WÄHLEN · WERT | FORTSETZEN · WÄHLEN | NEHMEN · EINSETZEN · GRAD I · AKTIVER POSTEN | AKTIVER POSTEN · EINSTELLEN · ANTEIL | HALTEN · AUSFÜHRUNG · HALTEN · AKTIVER POSTEN | NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · ZIELORT | GRAD I · WÄHLEN | SETZEN · HALTEN · AUSFÜHRUNG | GEBEN · HALTEN · AUSFÜHRUNG · AKTIVER POSTEN | DANACH · LAUF · STUFE | DANACH · GRAD I · FORTSETZEN | SETZEN · KLASSE | HALTEN · AUSFÜHRUNG · HIER · ANTEIL | WÄHLEN · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | WERT | HALTEN · AUSFÜHRUNG · AKTIVER POSTEN | NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | GEBEN · AUSFÜHRUNG · HIER · WERT | NEHMEN · EINSETZEN · AKTIVER POSTEN | NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · WERT · VERBINDUNG · WÄHLEN | NEHMEN · EINSTELLEN · GRAD I · AKTIVER POSTEN | HALTEN · AUSFÜHRUNG | FORTSETZEN · ANTEIL | HIER | ANTEIL | AUSFÜHRUNG · STUFE | FORTSETZEN | AUSFÜHRUNG · HIER · WERT | NEHMEN · AUSFÜHRUNG · HIER · ANTEIL | UMSETZEN · AKTIVER POSTEN | SETZEN · ANTEIL | HIER · KLASSE | NEHMEN · EINSTELLEN · AKTIVER POSTEN | GEBEN · AUSFÜHRUNG · HIER | WERT | HALTEN · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | GRAD I · AUSFÜHRUNG | MARKIEREN | AUSGANG | HALTEN · GRAD I · AKTIVER POSTEN | GEBEN · FORTSETZEN | FORTSETZEN | FORTSETZEN | GEBEN · EINHEIT | NEHMEN · ZIELORT | HALTEN · AUSFÜHRUNG | FORTSETZEN | HALTEN · AUSFÜHRUNG · HIER · KLASSE | GEBEN · HALTEN · AKTIVER POSTEN | GEBEN · AKTIVER POSTEN | HIER | EINHEIT | NEHMEN · AUSFÜHRUNG · HIER · WERT | HALTEN · AUSFÜHRUNG | GEBEN · AUSFÜHRUNG · GRAD I · HIER | AKTIVER POSTEN · NEHMEN · AUSFÜHRUNG | EINSTELLEN · NEHMEN · GRAD I · AKTIVER POSTEN | NEHMEN · GEBEN · ANTEIL | HALTEN · GRAD I · AUSFÜHRUNG | EINSETZEN · HALTEN · FORTSETZEN | AKTIVER POSTEN · SCHLUSS · HIER | NEHMEN · EINSTELLEN · AKTIVER POSTEN | HIER · HIER · VARIANTE · AKTIVER POSTEN | AKTIVER POSTEN · EINSTELLEN · AUSFÜHRUNG | HALTEN · FORTSETZEN | HALTEN · GRAD I | GEBEN · AUSFÜHRUNG · HIER · HALTEN · GRAD I · AKTIVER POSTEN | NEHMEN · EINSETZEN · GRAD I · ZIELORT · AKTIVER POSTEN | HIER · AUSGANG | ANTEIL | ANTEIL | NEHMEN · GEBEN · AKTIVER POSTEN · HIER · WÄHLEN | HIER · NEHMEN · AUSGANG | HALTEN · NEHMEN · EINSTELLEN · WERT | SETZEN · STUFE · MARKIEREN | AKTIVER POSTEN | AKTIVER POSTEN | EINSTELLEN · FORTSETZEN | NEHMEN · EINSTELLEN · FORTSETZEN · WÄHLEN | HIER · VERBINDUNG · AUSFÜHRUNG · AUSFÜHRUNG | HALTEN · SETZEN | NEHMEN · EINHEIT | AKTIVER POSTEN | ANTEIL | NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | DANACH · FORTSETZEN | ZWEITE STUFE · STUFE	Transfer-/Zustandswechselkern, genauer Vorgang offen
OR	EINHEIT	BIOLOGICAL	f75r	P1009-S075	ror	R+OR	großes Bad-/Stationsblatt mit dreieckiger Insel	ror qokain chal orchey qey kain sheeky ltain olkar or dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	MARKIEREN · EINHEIT | SETZEN · ANTEIL | NEHMEN · ZIELORT | EINHEIT · AKTIVER POSTEN | GRAD I · AKTIVER POSTEN | GEBEN · ANTEIL | HALTEN · GRAD II · GEBEN · AKTIVER POSTEN | VERBINDUNG · EINSTELLEN · ANTEIL | FORTSETZEN · GEBEN · AUSGANG | EINHEIT | ZWEITE STUFE · NEHMEN · GEBEN · AKTIVER POSTEN | VERBINDUNG · GEBEN · HIER · AUSFÜHRUNG | AKTIVER POSTEN · GEBEN · GRAD II · AKTIVER POSTEN | VERBINDUNG · HALTEN · GRAD I · AKTIVER POSTEN | GEBEN · ZIELORT | AKTIVER POSTEN | HALTEN · GRAD I · AKTIVER POSTEN | SETZEN | HALTEN · GRAD I · AKTIVER POSTEN | SETZEN · GRAD II · SCHLUSS	ANSATZ wäre in Bio/Himmel zu eng
OR	EINHEIT	CELESTIAL	f67r2	P1009-S032	soraiir	S+OR+AIIN+R	zwei getrennte Himmelsräder und Tabelle	odaeiin okoes oekain y otchey soraiir dy qopchy daiin dal ydchos ain ar amy chocfhy saral sain am ar	AUSFÜHRUNG · ZWEITE STUFE · GRAD I · STUFE | SETZEN · AUSFÜHRUNG · GRAD I · WÄHLEN | AUSFÜHRUNG · GRAD I · GEBEN · ANTEIL | AKTIVER POSTEN | DANACH · AKTIVER POSTEN | WÄHLEN · EINHEIT · WERT · MARKIEREN | AKTIVER POSTEN | AUSFÜHRUNG · EINSETZEN · AKTIVER POSTEN | WERT | ZIELORT | AKTIVER POSTEN · HIER · NEHMEN · AUSFÜHRUNG · WÄHLEN | ANTEIL | AUSGANG | HIER · AKTIVER POSTEN | NEHMEN · AUSFÜHRUNG · NEHMEN · HIER · AKTIVER POSTEN | WÄHLEN · AUSGANG · ZIELORT | WÄHLEN · ANTEIL | HIER | AUSGANG	ANSATZ wäre in Bio/Himmel zu eng
OR	EINHEIT	HERBAL	f10r	P1009-S001	shor	SH+OR	zweiknolliges blauköpfiges Heilkraut	pchocthy shor octhody chorchy pchodol chopchal ypch kom dchey cthoor char chty os chair otytchol oky daiin etyd qotor o tchy daiin chocthy qotchy chol or yty dy dy sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody	EINSETZEN · NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AKTIVER POSTEN | HALTEN · EINHEIT | AUSFÜHRUNG · NEHMEN · EINSTELLEN · AUSFÜHRUNG · HIER · AKTIVER POSTEN | NEHMEN · EINHEIT · NEHMEN · AKTIVER POSTEN | EINSETZEN · NEHMEN · AUSFÜHRUNG · HIER · FORTSETZEN | NEHMEN · AUSFÜHRUNG · EINSETZEN · NEHMEN · ZIELORT | AKTIVER POSTEN · EINSETZEN · NEHMEN | GEBEN · AUSFÜHRUNG · HIER | NEHMEN · GRAD I · AKTIVER POSTEN | NEHMEN · EINSTELLEN · AUSFÜHRUNG · EINHEIT | AUSGANG | NEHMEN · EINSTELLEN · AKTIVER POSTEN | VORBEZUG | NEHMEN · LAUF | DANACH · AKTIVER POSTEN · EINSTELLEN · NEHMEN · FORTSETZEN | SETZEN · AKTIVER POSTEN | WERT | GRAD I · EINSTELLEN · AKTIVER POSTEN | DANACH · EINHEIT | AUSFÜHRUNG | EINSTELLEN · AKTIVER POSTEN | WERT | NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AKTIVER POSTEN | DANACH · AKTIVER POSTEN | FORTSETZEN | EINHEIT | AKTIVER POSTEN · EINSTELLEN · AKTIVER POSTEN | AKTIVER POSTEN | AKTIVER POSTEN | WÄHLEN · EINHEIT | NEHMEN · WERT | NEHMEN · NEHMEN · EINSTELLEN · AKTIVER POSTEN | NEHMEN · EINSTELLEN · AUSFÜHRUNG | NEHMEN · GEBEN · AKTIVER POSTEN | EINHEIT | WERT | NEHMEN · EINSTELLEN · NEHMEN · EINHEIT | HIER · AUSFÜHRUNG · STUFE · MARKIEREN | AUSFÜHRUNG · SCHLUSS	ANSATZ wäre in Bio/Himmel zu eng
OR	EINHEIT	PHARMA	f88r	P1009-S590	dorsheoy	D_ADDR+OR+SH+E+O+Y	sechzehn Drogenposten und drei Gefäßansätze	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol ral sheom keol chear shekor qokor daiin sar s aiin oky sam oain or om otam okeom cheeor qokeody dar or om cheody qokeol cheol saiin cheos cheol doleeey or cheom cheojam yokeody cheom qoor cheeb ykeor shy sam	HIER · EINHEIT · HALTEN · GRAD I · AUSFÜHRUNG · AKTIVER POSTEN | NEHMEN · EINSTELLEN · GRAD I · FORTSETZEN | AUSFÜHRUNG · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | HIER · EINHEIT · AKTIVER POSTEN | HALTEN · GRAD I · EINHEIT | HALTEN · FORTSETZEN · HIER · NEHMEN · EINHEIT | ZIELORT | NEHMEN · NEHMEN · EINSTELLEN · FORTSETZEN | MARKIEREN · ZIELORT | HALTEN · GRAD I · AUSFÜHRUNG · HIER | GEBEN · GRAD I · FORTSETZEN | NEHMEN · GRAD I · AUSGANG | HALTEN · GRAD I · GEBEN · EINHEIT | SETZEN · EINHEIT | WERT | WÄHLEN · AUSGANG | WÄHLEN | WERT | SETZEN · AKTIVER POSTEN | WÄHLEN · HIER | AUSFÜHRUNG · ANTEIL | EINHEIT | AUSFÜHRUNG · HIER | DANACH · HIER | SETZEN · GRAD I · AUSFÜHRUNG · HIER | NEHMEN · GRAD II · EINHEIT | SETZEN · GRAD I · AUSFÜHRUNG · HIER · AKTIVER POSTEN | HIER · AUSGANG | EINHEIT | AUSFÜHRUNG · HIER | NEHMEN · GRAD I · AUSFÜHRUNG · AKTIVER POSTEN | SETZEN · GRAD I · FORTSETZEN | NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG | WÄHLEN · WERT | NEHMEN · GRAD I · AUSFÜHRUNG · WÄHLEN | NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG | HIER · FORTSETZEN · GRAD III · AKTIVER POSTEN | EINHEIT | NEHMEN · GRAD I · AUSFÜHRUNG · HIER | NEHMEN · GRAD I · AUSFÜHRUNG · VARIANTE · HIER · HIER | AKTIVER POSTEN · SETZEN · GRAD I · AUSFÜHRUNG · HIER · AKTIVER POSTEN | NEHMEN · GRAD I · AUSFÜHRUNG · HIER | BEGINNMARKER · AUSFÜHRUNG · EINHEIT | NEHMEN · GRAD II · VARIANTE | AKTIVER POSTEN · GEBEN · GRAD I · EINHEIT | AKTIVER POSTEN | WÄHLEN · HIER	ANSATZ wäre in Bio/Himmel zu eng
OR	EINHEIT	SOURCE_SECTION_T	f1r	G404-S001	shory	SH+OR+Y	F1R_TEXT_BLOCK_A	fachys ykal ar ataiin shol shory cthres y kor sholdy sory ckhar or y kair chtaiin shar ase cthar cthar dan syaiir sheky or ykaiin shod cthoary cthes daraiin sy soiin oteey oteos roloty cthiar daiin okaiin or okan sair y chear cthaiin cphar cfhaiin ydaraishy	HIER · HIER · NEHMEN · AKTIVER POSTEN · WÄHLEN | AKTIVER POSTEN · GEBEN · ZIELORT | AUSGANG | HIER · EINSTELLEN · WERT | HALTEN · FORTSETZEN | HALTEN · EINHEIT · AKTIVER POSTEN | NEHMEN · EINSTELLEN · MARKIEREN · GRAD I · WÄHLEN | AKTIVER POSTEN | GEBEN · EINHEIT | HALTEN · FORTSETZEN · HIER · AKTIVER POSTEN | WÄHLEN · EINHEIT · AKTIVER POSTEN | NEHMEN · GEBEN · AUSGANG | EINHEIT | AKTIVER POSTEN | GEBEN · LAUF | NEHMEN · EINSTELLEN · WERT | HALTEN · AUSGANG | HIER · WÄHLEN · GRAD I | NEHMEN · EINSTELLEN · AUSGANG | NEHMEN · EINSTELLEN · AUSGANG | ANTEIL | WÄHLEN · AKTIVER POSTEN · STUFE · MARKIEREN | HALTEN · GRAD I · GEBEN · AKTIVER POSTEN | EINHEIT | AKTIVER POSTEN · GEBEN · WERT | HALTEN · AUSFÜHRUNG · HIER | NEHMEN · EINSTELLEN · AUSFÜHRUNG · AUSGANG · AKTIVER POSTEN | NEHMEN · EINSTELLEN · GRAD I · WÄHLEN | HIER · AUSGANG · WERT | AKTIVER POSTEN | WÄHLEN · AUSFÜHRUNG · STUFE | DANACH · GRAD II · AKTIVER POSTEN | DANACH · GRAD I · AUSFÜHRUNG · HIER | MARKIEREN · FORTSETZEN · DANACH · AKTIVER POSTEN | NEHMEN · EINSTELLEN · VARIANTE · AUSGANG | WERT | SETZEN · WERT | EINHEIT | SETZEN · KLASSE | WÄHLEN · LAUF | AKTIVER POSTEN | NEHMEN · GRAD I · AUSGANG | NEHMEN · EINSTELLEN · WERT | NEHMEN · EINSETZEN · AUSGANG | NEHMEN · HIER · WERT | AKTIVER POSTEN · HIER · AUSGANG · HIER · VARIANTE · HALTEN · AKTIVER POSTEN	ANSATZ wäre in Bio/Himmel zu eng
L	VERBINDUNG	BIOLOGICAL	f75r	P1009-S073	ly	L+Y	großes Bad-/Stationsblatt mit dreieckiger Insel	dain shey ly ssheol qoldy	ANTEIL | HALTEN · GRAD I · AKTIVER POSTEN | VERBINDUNG · AKTIVER POSTEN | WÄHLEN · HALTEN · GRAD I · FORTSETZEN | FORTSETZEN · SCHLUSS	relationale Brücke stabil, MIT bleibt Rivale
L	VERBINDUNG	CELESTIAL	f67r2	P1009-S036	odal	O+DA+L	zwei getrennte Himmelsräder und Tabelle	dosar odas air alaiin dokan oear odal	HIER · AUSFÜHRUNG · WÄHLEN · AUSGANG | AUSFÜHRUNG · ZWEITE STUFE · WÄHLEN | LAUF | ZIELORT · WERT | HIER · SETZEN · KLASSE | AUSFÜHRUNG · GRAD I · AUSGANG | AUSFÜHRUNG · ZWEITE STUFE · VERBINDUNG	relationale Brücke stabil, MIT bleibt Rivale
L	VERBINDUNG	HERBAL	f11r	P1009-S004	chodl	CH+O+D_ADDR+L	blühender dreikroniger Sodenstock	shoyty socthody qodor y kshy daiin ytchy ytchoky kchol daiin qoty chol cthy dor ykychy choty dain chaiin daiin dod dchol chy kchy dy daiin tchol shor shor dky y daiin cthy d y chodl daiin odl d s y otol chaiin ykchor dair chody cthy s daiin qotchy okchol cthy dy	HALTEN · AUSFÜHRUNG · AKTIVER POSTEN · EINSTELLEN · AKTIVER POSTEN | WÄHLEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AUSFÜHRUNG · HIER · AKTIVER POSTEN | BEGINNMARKER · AUSFÜHRUNG · HIER · EINHEIT | AKTIVER POSTEN | GEBEN · HALTEN · AKTIVER POSTEN | WERT | AKTIVER POSTEN · EINSTELLEN · AKTIVER POSTEN | AKTIVER POSTEN · EINSTELLEN · SETZEN · AKTIVER POSTEN | GEBEN · FORTSETZEN | WERT | DANACH · AKTIVER POSTEN | FORTSETZEN | NEHMEN · EINSTELLEN · AKTIVER POSTEN | HIER · EINHEIT | AKTIVER POSTEN · GEBEN · AKTIVER POSTEN · NEHMEN · AKTIVER POSTEN | NEHMEN · DANACH · AKTIVER POSTEN | ANTEIL | NEHMEN · WERT | WERT | HIER · AUSFÜHRUNG · HIER | HIER · FORTSETZEN | AKTIVER POSTEN | GEBEN · AKTIVER POSTEN | AKTIVER POSTEN | WERT | EINSTELLEN · FORTSETZEN | HALTEN · EINHEIT | HALTEN · EINHEIT | HIER · GEBEN · AKTIVER POSTEN | AKTIVER POSTEN | WERT | NEHMEN · EINSTELLEN · AKTIVER POSTEN | HIER | AKTIVER POSTEN | NEHMEN · AUSFÜHRUNG · HIER · VERBINDUNG | WERT | AUSFÜHRUNG · HIER · VERBINDUNG | HIER | WÄHLEN | AKTIVER POSTEN | DANACH · FORTSETZEN | NEHMEN · WERT | AKTIVER POSTEN · GEBEN · NEHMEN · EINHEIT | HIER · LAUF | NEHMEN · AUSFÜHRUNG · HIER · AKTIVER POSTEN | NEHMEN · EINSTELLEN · AKTIVER POSTEN | WÄHLEN | WERT | DANACH · AKTIVER POSTEN | SETZEN · FORTSETZEN | NEHMEN · EINSTELLEN · AKTIVER POSTEN | AKTIVER POSTEN	relationale Brücke stabil, MIT bleibt Rivale
L	VERBINDUNG	PHARMA	f88r	P1009-S590	cheol	CH+E+O+L	sechzehn Drogenposten und drei Gefäßansätze	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol ral sheom keol chear shekor qokor daiin sar s aiin oky sam oain or om otam okeom cheeor qokeody dar or om cheody qokeol cheol saiin cheos cheol doleeey or cheom cheojam yokeody cheom qoor cheeb ykeor shy sam	HIER · EINHEIT · HALTEN · GRAD I · AUSFÜHRUNG · AKTIVER POSTEN | NEHMEN · EINSTELLEN · GRAD I · FORTSETZEN | AUSFÜHRUNG · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | HIER · EINHEIT · AKTIVER POSTEN | HALTEN · GRAD I · EINHEIT | HALTEN · FORTSETZEN · HIER · NEHMEN · EINHEIT | ZIELORT | NEHMEN · NEHMEN · EINSTELLEN · FORTSETZEN | MARKIEREN · ZIELORT | HALTEN · GRAD I · AUSFÜHRUNG · HIER | GEBEN · GRAD I · FORTSETZEN | NEHMEN · GRAD I · AUSGANG | HALTEN · GRAD I · GEBEN · EINHEIT | SETZEN · EINHEIT | WERT | WÄHLEN · AUSGANG | WÄHLEN | WERT | SETZEN · AKTIVER POSTEN | WÄHLEN · HIER | AUSFÜHRUNG · ANTEIL | EINHEIT | AUSFÜHRUNG · HIER | DANACH · HIER | SETZEN · GRAD I · AUSFÜHRUNG · HIER | NEHMEN · GRAD II · EINHEIT | SETZEN · GRAD I · AUSFÜHRUNG · HIER · AKTIVER POSTEN | HIER · AUSGANG | EINHEIT | AUSFÜHRUNG · HIER | NEHMEN · GRAD I · AUSFÜHRUNG · AKTIVER POSTEN | SETZEN · GRAD I · FORTSETZEN | NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG | WÄHLEN · WERT | NEHMEN · GRAD I · AUSFÜHRUNG · WÄHLEN | NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG | HIER · FORTSETZEN · GRAD III · AKTIVER POSTEN | EINHEIT | NEHMEN · GRAD I · AUSFÜHRUNG · HIER | NEHMEN · GRAD I · AUSFÜHRUNG · VARIANTE · HIER · HIER | AKTIVER POSTEN · SETZEN · GRAD I · AUSFÜHRUNG · HIER · AKTIVER POSTEN | NEHMEN · GRAD I · AUSFÜHRUNG · HIER | BEGINNMARKER · AUSFÜHRUNG · EINHEIT | NEHMEN · GRAD II · VARIANTE | AKTIVER POSTEN · GEBEN · GRAD I · EINHEIT | AKTIVER POSTEN | WÄHLEN · HIER	relationale Brücke stabil, MIT bleibt Rivale
L	VERBINDUNG	SOURCE_SECTION_T	f1r	G404-S005	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	F1R_TEXT_BLOCK_C	ydain cphesaiin ols cphey ytain shoshy cphodal es oksho kshoy otairin oteol okan shodain sckhey daiin shoy ckhey kodaiin cphy cphodaiils cthey sho oldain d dain oiin chol odaiin chodain chdy okain dn cthy kod daiin shckhey eo r char shey kol chol chol kor chal sho chol shodan kshy kchy d or chodaiin sho koeam ycho tchey chekain sheo pshol dydyd cthy daiy yto shol she kodshey cphealy dar ain dain ckhyds dchar shcthaiin okaiir chey chy tol cthols dloo shok chor chey dain ckhey otol daiiin	AKTIVER POSTEN · ANTEIL | NEHMEN · EINSETZEN · GRAD I · WÄHLEN · WERT | FORTSETZEN · WÄHLEN | NEHMEN · EINSETZEN · GRAD I · AKTIVER POSTEN | AKTIVER POSTEN · EINSTELLEN · ANTEIL | HALTEN · AUSFÜHRUNG · HALTEN · AKTIVER POSTEN | NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · ZIELORT | GRAD I · WÄHLEN | SETZEN · HALTEN · AUSFÜHRUNG | GEBEN · HALTEN · AUSFÜHRUNG · AKTIVER POSTEN | DANACH · LAUF · STUFE | DANACH · GRAD I · FORTSETZEN | SETZEN · KLASSE | HALTEN · AUSFÜHRUNG · HIER · ANTEIL | WÄHLEN · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | WERT | HALTEN · AUSFÜHRUNG · AKTIVER POSTEN | NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | GEBEN · AUSFÜHRUNG · HIER · WERT | NEHMEN · EINSETZEN · AKTIVER POSTEN | NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · WERT · VERBINDUNG · WÄHLEN | NEHMEN · EINSTELLEN · GRAD I · AKTIVER POSTEN | HALTEN · AUSFÜHRUNG | FORTSETZEN · ANTEIL | HIER | ANTEIL | AUSFÜHRUNG · STUFE | FORTSETZEN | AUSFÜHRUNG · HIER · WERT | NEHMEN · AUSFÜHRUNG · HIER · ANTEIL | UMSETZEN · AKTIVER POSTEN | SETZEN · ANTEIL | HIER · KLASSE | NEHMEN · EINSTELLEN · AKTIVER POSTEN | GEBEN · AUSFÜHRUNG · HIER | WERT | HALTEN · NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | GRAD I · AUSFÜHRUNG | MARKIEREN | AUSGANG | HALTEN · GRAD I · AKTIVER POSTEN | GEBEN · FORTSETZEN | FORTSETZEN | FORTSETZEN | GEBEN · EINHEIT | NEHMEN · ZIELORT | HALTEN · AUSFÜHRUNG | FORTSETZEN | HALTEN · AUSFÜHRUNG · HIER · KLASSE | GEBEN · HALTEN · AKTIVER POSTEN | GEBEN · AKTIVER POSTEN | HIER | EINHEIT | NEHMEN · AUSFÜHRUNG · HIER · WERT | HALTEN · AUSFÜHRUNG | GEBEN · AUSFÜHRUNG · GRAD I · HIER | AKTIVER POSTEN · NEHMEN · AUSFÜHRUNG | EINSTELLEN · NEHMEN · GRAD I · AKTIVER POSTEN | NEHMEN · GEBEN · ANTEIL | HALTEN · GRAD I · AUSFÜHRUNG | EINSETZEN · HALTEN · FORTSETZEN | AKTIVER POSTEN · SCHLUSS · HIER | NEHMEN · EINSTELLEN · AKTIVER POSTEN | HIER · HIER · VARIANTE · AKTIVER POSTEN | AKTIVER POSTEN · EINSTELLEN · AUSFÜHRUNG | HALTEN · FORTSETZEN | HALTEN · GRAD I | GEBEN · AUSFÜHRUNG · HIER · HALTEN · GRAD I · AKTIVER POSTEN | NEHMEN · EINSETZEN · GRAD I · ZIELORT · AKTIVER POSTEN | HIER · AUSGANG | ANTEIL | ANTEIL | NEHMEN · GEBEN · AKTIVER POSTEN · HIER · WÄHLEN | HIER · NEHMEN · AUSGANG | HALTEN · NEHMEN · EINSTELLEN · WERT | SETZEN · STUFE · MARKIEREN | AKTIVER POSTEN | AKTIVER POSTEN | EINSTELLEN · FORTSETZEN | NEHMEN · EINSTELLEN · FORTSETZEN · WÄHLEN | HIER · VERBINDUNG · AUSFÜHRUNG · AUSFÜHRUNG | HALTEN · SETZEN | NEHMEN · EINHEIT | AKTIVER POSTEN | ANTEIL | NEHMEN · GEBEN · GRAD I · AKTIVER POSTEN | DANACH · FORTSETZEN | ZWEITE STUFE · STUFE	relationale Brücke stabil, MIT bleibt Rivale
