group_serial	page	locus	event_index	source_event_serial	surface_ZL3b	locus_role	inventory_item	default_content_German	content_status	external_label_status	historical_basis_ids	rotation_start_status	f68_f69_mapping	confidence
164	f67r2	f67r2.72	10	12004	ytalchos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 10/12; KEINE KARTENGLOSSE] entscheidet, ob jetzt	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
165	f67r2	f67r2.72	11	12005	oly	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 11/12; KEINE KARTENGLOSSE] gehandelt, gemildert oder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
166	f67r2	f67r2.72	12	12006	okey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 12/12; KEINE KARTENGLOSSE] verschoben wird.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
167	f67r2	f67r2.73	1	12007	sshey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 1/11; KEINE KARTENGLOSSE] Die Namen und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
168	f67r2	f67r2.73	2	12008	sy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 2/11; KEINE KARTENGLOSSE] medizinischen Zuordnungen dieser	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
169	f67r2	f67r2.73	3	12009	shees	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 3/11; KEINE KARTENGLOSSE] Ausgabe stammen aus	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
170	f67r2	f67r2.73	4	12010	qeykeey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 4/11; KEINE KARTENGLOSSE] einem äußeren zeitgenössischen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
171	f67r2	f67r2.73	5	12011	ykchey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 5/11; KEINE KARTENGLOSSE] Exemplar. Kein sichtbares	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
172	f67r2	f67r2.73	6	12012	ykchey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 6/11; KEINE KARTENGLOSSE] Gebilde wird dadurch	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
173	f67r2	f67r2.73	7	12013	qokeochy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 7/11; KEINE KARTENGLOSSE] zum lateinischen oder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
174	f67r2	f67r2.73	8	12014	oaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 8/11; KEINE KARTENGLOSSE] deutschen Wort,	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
175	f67r2	f67r2.73	9	12015	okol	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 9/11; KEINE KARTENGLOSSE] und der	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
176	f67r2	f67r2.73	10	12016	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 10/11; KEINE KARTENGLOSSE] gezeichnete Anfang	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
177	f67r2	f67r2.73	11	12017	olar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I73	[LOKALER EXEMPLARTEXT 11/11; KEINE KARTENGLOSSE] bleibt unbekannt.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
178	f67r2	f67r2.74	1	12018	yshey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 1/13; KEINE KARTENGLOSSE] Diese Tafel nennt	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
179	f67r2	f67r2.74	2	12019	qokeeody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 2/13; KEINE KARTENGLOSSE] weder Krankheit noch	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
180	f67r2	f67r2.74	3	12020	cheos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 3/13; KEINE KARTENGLOSSE] Arznei des einzelnen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
181	f67r2	f67r2.74	4	12021	oeeos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 4/13; KEINE KARTENGLOSSE] Kranken. Der Arzt	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
182	f67r2	f67r2.74	5	12022	qockhy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 5/13; KEINE KARTENGLOSSE] bringt Diagnose, Rezept,	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
183	f67r2	f67r2.74	6	12023	chos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 6/13; KEINE KARTENGLOSSE] Dosis und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
184	f67r2	f67r2.74	7	12024	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 7/13; KEINE KARTENGLOSSE] Eingriff aus	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
185	f67r2	f67r2.74	8	12025	okeeody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 8/13; KEINE KARTENGLOSSE] seinem Fall	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
186	f67r2	f67r2.74	9	12026	qokoaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 9/13; KEINE KARTENGLOSSE] oder Buch	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
187	f67r2	f67r2.74	10	12027	odain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 10/13; KEINE KARTENGLOSSE] mit und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
188	f67r2	f67r2.74	11	12028	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 11/13; KEINE KARTENGLOSSE] benutzt das	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
189	f67r2	f67r2.74	12	12029	air	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 12/13; KEINE KARTENGLOSSE] Diagramm nur	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
190	f67r2	f67r2.74	13	12030	ay	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	[LOKALER EXEMPLARTEXT 13/13; KEINE KARTENGLOSSE] als Wahlfilter.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
191	f68r1	f68r1.1	1	12166	shokchy	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Tafel der achtundzwanzig	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
192	f68r1	f68r1.1	2	12167	chteey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] Häuser des Mondes:	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
193	f68r1	f68r1.1	3	12168	choteey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] Der Kreis	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
194	f68r1	f68r1.1	4	12169	cphol	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] ist hier	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
195	f68r1	f68r1.1	5	12170	cheor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] ein räumlicher	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
196	f68r1	f68r1.1	6	12171	opcheeol	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] Namenskatalog und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
197	f68r1	f68r1.1	7	12172	otor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] noch kein	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
198	f68r1	f68r1.1	8	12173	choctheeey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] bewiesener Lauf	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
199	f68r1	f68r1.1	9	12174	okchoal	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] oder Kalender.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
200	f68r1	f68r1.2	1	12175	tochso	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Jede gezeichnete Sternstelle	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
201	f68r1	f68r1.2	2	12176	otchl	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] bewahrt einen eigenen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
202	f68r1	f68r1.2	3	12177	qokeeedy	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] lokalen Namen; der	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
203	f68r1	f68r1.2	4	12178	cheey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] Benutzer findet sie	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
204	f68r1	f68r1.2	5	12179	cheeteey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] nach Lage	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
205	f68r1	f68r1.2	6	12180	yteody	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] und nach	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
206	f68r1	f68r1.2	7	12181	chpor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] einem außerhalb	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
207	f68r1	f68r1.2	8	12182	cheokorchey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] dieser Seite	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
208	f68r1	f68r1.2	9	12183	chod	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] erlernten Himmelsort.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
209	f68r1	f68r1.3	1	12184	ykor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	[LOKALER EXEMPLARTEXT 1/8; KEINE KARTENGLOSSE] Für die vollständige Vergleichsausgabe	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
210	f68r1	f68r1.3	2	12185	shey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	[LOKALER EXEMPLARTEXT 2/8; KEINE KARTENGLOSSE] setzt der Herausgeber Haus	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
211	f68r1	f68r1.3	3	12186	qocheey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	[LOKALER EXEMPLARTEXT 3/8; KEINE KARTENGLOSSE] eins an Quelllocus neun	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
212	f68r1	f68r1.3	4	12187	chokal	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	[LOKALER EXEMPLARTEXT 4/8; KEINE KARTENGLOSSE] und zählt bis	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
213	f68r1	f68r1.3	5	12188	okeey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	[LOKALER EXEMPLARTEXT 5/8; KEINE KARTENGLOSSE] Quelllocus sechsunddreißig; weder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
214	f68r1	f68r1.3	6	12189	ror	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	[LOKALER EXEMPLARTEXT 6/8; KEINE KARTENGLOSSE] dieser Anfang noch	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
215	f68r1	f68r1.3	7	12190	eckhear	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	[LOKALER EXEMPLARTEXT 7/8; KEINE KARTENGLOSSE] diese Richtung ist	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
216	f68r1	f68r1.3	8	12191	daram	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	[LOKALER EXEMPLARTEXT 8/8; KEINE KARTENGLOSSE] im Blatt bewiesen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
217	f68r1	f68r1.4	1	12192	dchor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R04	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Die Namen Alnat bis Arexe stammen aus	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
218	f68r1	f68r1.4	2	12193	okaiiin	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R04	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] einem lateinischen Picatrix-Vergleich und lesen kein Voynich-Gebilde.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
219	f68r1	f68r1.5	1	12194	yky	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R05	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Der Benutzer bringt den Mondort aus Kalender oder Beobachtung mit.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
220	f68r1	f68r1.6	1	12195	dary	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R06	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Er wählt danach genau eine gezeichnete Sternstelle.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
221	f68r1	f68r1.7	1	12196	chkchykoly	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R07	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Ihre Wirkung wird in einem getrennten Regeltext nachgeschlagen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.34
222	f68r1	f68r1.8	1	12197	okodaly	CENTRAL_LUNAR_CATALOGUE_OWNER	CENTRE	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Der Mond als externer Editionsbesitzer eines Katalogs aus achtundzwanzig Häusern; kein Wortwert der Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S5|S6	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.49
