local_locus_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_count	local_group_ids	surface_sequence_display_only	instrument_component	local_lookup_address	technical_role_sequence	complete_technical_locus_reading_German	medical_election_comparator	orientation_contract	crosspage_contract	source_lineage
A3:L001	A3	f69v	f69v.1	1	40	A3:G001|A3:G002|A3:G003|A3:G004|A3:G005|A3:G006|A3:G007|A3:G008|A3:G009|A3:G010|A3:G011|A3:G012|A3:G013|A3:G014|A3:G015|A3:G016|A3:G017|A3:G018|A3:G019|A3:G020|A3:G021|A3:G022|A3:G023|A3:G024|A3:G025|A3:G026|A3:G027|A3:G028|A3:G029|A3:G030|A3:G031|A3:G032|A3:G033|A3:G034|A3:G035|A3:G036|A3:G037|A3:G038|A3:G039|A3:G040	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	HEADER	A3:HEADER:L01	SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT	Regelband 1, Fragment 01: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 02: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 03: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 04: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 05: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 06: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 07: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 08: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 09: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 10: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 11: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 12: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 13: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 14: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 15: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 16: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 17: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 18: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 19: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 20: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 21: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 22: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 23: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 24: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 25: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 26: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 27: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 28: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 29: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 30: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 31: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 32: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 33: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 34: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 35: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 36: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 37: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 38: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 39: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 1, Fragment 40: Konsultationsmodus lesen; Inhalt opak halten	apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L002	A3	f69v	f69v.2	2	38	A3:G041|A3:G042|A3:G043|A3:G044|A3:G045|A3:G046|A3:G047|A3:G048|A3:G049|A3:G050|A3:G051|A3:G052|A3:G053|A3:G054|A3:G055|A3:G056|A3:G057|A3:G058|A3:G059|A3:G060|A3:G061|A3:G062|A3:G063|A3:G064|A3:G065|A3:G066|A3:G067|A3:G068|A3:G069|A3:G070|A3:G071|A3:G072|A3:G073|A3:G074|A3:G075|A3:G076|A3:G077|A3:G078	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	HEADER	A3:HEADER:L02	SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT	Regelband 2, Fragment 01: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 02: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 03: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 04: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 05: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 06: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 07: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 08: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 09: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 10: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 11: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 12: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 13: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 14: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 15: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 16: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 17: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 18: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 19: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 20: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 21: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 22: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 23: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 24: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 25: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 26: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 27: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 28: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 29: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 30: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 31: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 32: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 33: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 34: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 35: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 36: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 37: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 2, Fragment 38: Konsultationsmodus lesen; Inhalt opak halten	continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L003	A3	f69v	f69v.3	3	29	A3:G079|A3:G080|A3:G081|A3:G082|A3:G083|A3:G084|A3:G085|A3:G086|A3:G087|A3:G088|A3:G089|A3:G090|A3:G091|A3:G092|A3:G093|A3:G094|A3:G095|A3:G096|A3:G097|A3:G098|A3:G099|A3:G100|A3:G101|A3:G102|A3:G103|A3:G104|A3:G105|A3:G106|A3:G107	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	HEADER	A3:HEADER:L03	SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT > SCHEDULE_HEADER_FRAGMENT	Regelband 3, Fragment 01: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 02: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 03: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 04: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 05: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 06: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 07: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 08: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 09: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 10: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 11: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 12: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 13: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 14: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 15: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 16: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 17: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 18: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 19: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 20: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 21: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 22: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 23: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 24: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 25: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 26: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 27: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 28: Konsultationsmodus lesen; Inhalt opak halten ; Regelband 3, Fragment 29: Konsultationsmodus lesen; Inhalt opak halten	when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule ; if the condition is favourable ; apply the remedy ; if adverse, withhold it ; keep the usual measure ; continue to the next station ; repeat only once ; close the consultation ; when the Moon reaches the station ; inspect the pictured schedule	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L004	A3	f69v	f69v.4	4	2	A3:G108|A3:G109	okeey sar	RULE_28	A3:LOC:f69v.4	RULE_ENTRY_FRAGMENT > RULE_ENTRY_FRAGMENT	Regel 01, Fragment 01: Warmen Arbeitsgang nach Abendbeginn freigeben. ; Regel 01, Fragment 02: Warmen Arbeitsgang nach Abendbeginn freigeben.	favorable for a warm bath ; especially after sunset	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L005	A3	f69v	f69v.5	5	2	A3:G110|A3:G111	okeo dy	RULE_28	A3:LOC:f69v.5	RULE_ENTRY_FRAGMENT > RULE_ENTRY_FRAGMENT	Regel 02, Fragment 01: Kühlen Waschgang einmal ausführen und danach stoppen. ; Regel 02, Fragment 02: Kühlen Waschgang einmal ausführen und danach stoppen.	use a cool washing ; then stop	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L006	A3	f69v	f69v.6	6	1	A3:G112	ochoyk	RULE_28	A3:LOC:f69v.6	RULE_ENTRY_FRAGMENT	Regel 03, Fragment 01: Schneiden, Bohren oder Öffnen an diesem Termin unterlassen.	avoid bloodletting	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L007	A3	f69v	f69v.7	7	1	A3:G113	ykeey	RULE_28	A3:LOC:f69v.7	RULE_ENTRY_FRAGMENT	Regel 04, Fragment 01: Bewegliche Verbindung ölen und den Lauf prüfen.	favorable for anointing	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L008	A3	f69v	f69v.8	8	1	A3:G114	ytory	RULE_28	A3:LOC:f69v.8	RULE_ENTRY_FRAGMENT	Regel 05, Fragment 01: Am oberen Gerüst- oder Leitungsabschnitt arbeiten.	apply to the upper body	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L009	A3	f69v	f69v.9	9	1	A3:G115	oeesy	RULE_28	A3:LOC:f69v.9	RULE_ENTRY_FRAGMENT	Regel 06, Fragment 01: Anlage ruhen lassen und keinen Abzug öffnen.	rest and give no purge	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L010	A3	f69v	f69v.10	10	1	A3:G116	ytody	RULE_28	A3:LOC:f69v.10	RULE_ENTRY_FRAGMENT	Regel 07, Fragment 01: Einen einzelnen Spülgang vollständig ausführen.	complete a single rinse	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L011	A3	f69v	f69v.11	11	1	A3:G117	okody	RULE_28	A3:LOC:f69v.11	RULE_ENTRY_FRAGMENT	Regel 08, Fragment 01: Überschüssige Flüssigkeit kontrolliert ablassen.	draw off excess fluid	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L012	A3	f69v	f69v.12	12	1	A3:G118	otody	RULE_28	A3:LOC:f69v.12	RULE_ENTRY_FRAGMENT	Regel 09, Fragment 01: Starke Erwärmung vermeiden.	avoid a hot bath	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L013	A3	f69v	f69v.13	13	1	A3:G119	okeal	RULE_28	A3:LOC:f69v.13	RULE_ENTRY_FRAGMENT	Regel 10, Fragment 01: Den unteren Kanal- oder Beckenabschnitt bedienen.	apply below the waist	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L014	A3	f69v	f69v.14	14	1	A3:G120	okeod	RULE_28	A3:LOC:f69v.14	RULE_ENTRY_FRAGMENT	Regel 11, Fragment 01: Den gewöhnlichen Arbeitsgang freigeben und die Charge einmal umlaufen lassen.	favorable for bathing	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L015	A3	f69v	f69v.15	15	1	A3:G121	oteeys	RULE_28	A3:LOC:f69v.15	RULE_ENTRY_FRAGMENT	Regel 12, Fragment 01: Den Waschgang genau einmal wiederholen.	repeat the wash once	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L016	A3	f69v	f69v.16	16	1	A3:G122	oteol	RULE_28	A3:LOC:f69v.16	RULE_ENTRY_FRAGMENT	Regel 13, Fragment 01: Die vorige Charge unverändert wiederverwenden.	use the same preparation	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L017	A3	f69v	f69v.17	17	1	A3:G123	ykeydy	RULE_28	A3:LOC:f69v.17	RULE_ENTRY_FRAGMENT	Regel 14, Fragment 01: Die Charge nur bis handwarm erwärmen.	bathe until gently warm	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L018	A3	f69v	f69v.18	18	1	A3:G124	okeod	RULE_28	A3:LOC:f69v.18	RULE_ENTRY_FRAGMENT	Regel 15, Fragment 01: Den gewöhnlichen Arbeitsgang freigeben und die Charge einmal umlaufen lassen.	favorable for bathing	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L019	A3	f69v	f69v.19	19	1	A3:G125	saral	RULE_28	A3:LOC:f69v.19	RULE_ENTRY_FRAGMENT	Regel 16, Fragment 01: Die markierte Verbindung ölen.	anoint the affected place	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L020	A3	f69v	f69v.20	20	1	A3:G126	saiir	RULE_28	A3:LOC:f69v.20	RULE_ENTRY_FRAGMENT	Regel 17, Fragment 01: Arbeit und Anlage in Ruhe halten.	keep the patient at rest	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L021	A3	f69v	f69v.21	21	1	A3:G127	okolar	RULE_28	A3:LOC:f69v.21	RULE_ENTRY_FRAGMENT	Regel 18, Fragment 01: Nur die kleinere Sollmenge verwenden.	use a smaller measure	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L022	A3	f69v	f69v.22	22	1	A3:G128	ykeody	RULE_28	A3:LOC:f69v.22	RULE_ENTRY_FRAGMENT	Regel 19, Fragment 01: Spülen und den Auftrag schließen.	rinse and finish	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L023	A3	f69v	f69v.23	23	1	A3:G129	sarydy	RULE_28	A3:LOC:f69v.23	RULE_ENTRY_FRAGMENT	Regel 20, Fragment 01: Den Arbeitsgang kein zweites Mal ausführen.	avoid a second application	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A3:L024	A3	f69v	f69v.24	24	1	A3:G130	otchy	RULE_28	A3:LOC:f69v.24	RULE_ENTRY_FRAGMENT	Regel 21, Fragment 01: Getrocknetes Vorratsmaterial einsetzen.	use the dried herb	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
