model	edition	locus	index	word	hypothesis
Q	RF1b	f17r.1	4	chom	⟦chom⟧
Q	RF1b	f17r.1	5	opydy	⟦opydy⟧
Q	RF1b	f17r.1	6	ypod	⟦ypod⟧
Q	RF1b	f17r.1	7	chop	⟦chop⟧
Q	RF1b	f17r.1	8	otchy	Eigenschaft T
Q	RF1b	f17r.1	9	dody	⟦dody⟧
Q	RF1b	f17r.1	10	oldckhy	⟦oldckhy⟧
Q	RF1b	f19r.5	1	otchy	Eigenschaft T
Q	RF1b	f19r.5	2	tchy	⟦tchy⟧
Q	RF1b	f19r.5	3	qoky	⟦qoky⟧
Q	RF1b	f19r.5	4	daiin	Menge Γ
Q	RF1b	f19r.5	5	@243;	⟦@243;⟧
Q	RF1b	f21v.7	1	ykcho	⟦ykcho⟧
Q	RF1b	f21v.7	2	lchol	⟦lchol⟧
Q	RF1b	f21v.7	3	cholchaiin	⟦cholchaiin⟧
Q	RF1b	f21v.7	4	otchy	Eigenschaft T
Q	RF1b	f21v.7	5	s	und
Q	RF1b	f21v.7	6	sheaiin	⟦sheaiin⟧
Q	RF1b	f23r.2	1	to	⟦to⟧
Q	RF1b	f23r.2	2	ar	Anteil
Q	RF1b	f23r.2	3	chor	Blüten
Q	RF1b	f23r.2	4	daiin	Menge Γ
Q	RF1b	f23r.2	5	chkdain	⟦chkdain⟧
Q	RF1b	f23r.2	6	otchy	Eigenschaft T
Q	RF1b	f23r.2	7	lolchor	⟦lolchor⟧
Q	RF1b	f23r.2	8	daiin	Menge Γ
Q	RF1b	f23r.2	9	dam	⟦dam⟧
Q	RF1b	f23r.2	10	okchol	⟦okchol⟧
Q	RF1b	f23r.2	11	daing	⟦daing⟧
Q	RF1b	f47r.10	1	shy	⟦shy⟧
Q	RF1b	f47r.10	2	otcho	⟦otcho⟧
Q	RF1b	f47r.10	3	keey	⟦keey⟧
Q	RF1b	f47r.10	4	tor	⟦tor⟧
Q	RF1b	f47r.10	5	chey	⟦chey⟧
Q	RF1b	f47r.10	6	otchy	Eigenschaft T
Q	RF1b	f47r.10	7	tchol	⟦tchol⟧
Q	RF1b	f47r.10	8	dain	Menge Β
Q	RF1b	f47r.10	9	dam	⟦dam⟧
Q	RF1b	f5r.3	1	qoaiin	⟦qoaiin⟧
Q	RF1b	f5r.3	2	otan	⟦otan⟧
Q	RF1b	f5r.3	3	chy	Wasser
Q	RF1b	f5r.3	4	daiin	Menge Γ
Q	RF1b	f5r.3	5	oteeeb	⟦oteeeb⟧
Q	RF1b	f5r.3	6	chocthy	⟦chocthy⟧
Q	RF1b	f5r.3	7	otchy	Eigenschaft T
Q	RF1b	f5r.3	8	qotchody	⟦qotchody⟧
Q	RF1b	f7r.2	1	dcheey	⟦dcheey⟧
Q	RF1b	f7r.2	2	keo	⟦keo⟧
Q	RF1b	f7r.2	3	r	⟦r⟧
Q	RF1b	f7r.2	4	shor	Früchte
Q	RF1b	f7r.2	5	dol@152;	⟦dol@152;⟧
Q	RF1b	f7r.2	6	dchey	⟦dchey⟧
Q	RF1b	f7r.2	7	kchey	⟦kchey⟧
Q	RF1b	f7r.2	8	otchy	Eigenschaft T
Q	RF1b	f7r.2	9	cheody	⟦cheody⟧
Q	RF1b	f85r1.29	1	oees	⟦oees⟧
Q	RF1b	f85r1.29	2	aiin	⟦aiin⟧
Q	RF1b	f85r1.29	3	olkeeody	⟦olkeeody⟧
Q	RF1b	f85r1.29	4	or	⟦or⟧
Q	RF1b	f85r1.29	5	s	und
Q	RF1b	f85r1.29	6	cheey	⟦cheey⟧
Q	RF1b	f85r1.29	7	qokch@152;y	⟦qokch@152;y⟧
Q	RF1b	f85r1.29	8	qotol	⟦qotol⟧
Q	RF1b	f85r1.29	9	okar	⟦okar⟧
Q	RF1b	f85r1.29	10	otar	⟦otar⟧
Q	RF1b	f85r1.29	11	otchy	Eigenschaft T
Q	RF1b	f85r1.29	12	okam	⟦okam⟧
Q	RF1b	f85r1.8	1	daiin	Menge Γ
Q	RF1b	f85r1.8	2	chckhdy	⟦chckhdy⟧
Q	RF1b	f85r1.8	3	qotchdy	⟦qotchdy⟧
Q	RF1b	f85r1.8	4	opchsd	⟦opchsd⟧
Q	RF1b	f85r1.8	5	qokchdy	⟦qokchdy⟧
Q	RF1b	f85r1.8	6	otchy	Eigenschaft T
Q	RF1b	f85r1.8	7	qodal	⟦qodal⟧
Q	RF1b	f85r1.8	8	daiin	Menge Γ
Q	RF1b	f85r1.8	9	@152;al	⟦@152;al⟧
Q	RF1b	f85r1.8	10	shdar	⟦shdar⟧
Q	RF1b	f85r1.8	11	oram	⟦oram⟧
Q	RF1b	f9v.6	1	odol	⟦odol⟧
Q	RF1b	f9v.6	2	choy	⟦choy⟧
Q	RF1b	f9v.6	3	ksheody	⟦ksheody⟧
Q	RF1b	f9v.6	4	chody	⟦chody⟧
Q	RF1b	f9v.6	5	dain	Menge Β
Q	RF1b	f9v.6	6	otchy	Eigenschaft T
Q	RF1b	f9v.6	7	cthod	⟦cthod⟧
Q	RF1b	f9v.6	8	yk@221;	⟦yk@221;⟧
Q	ZL3b	f14v.2	1	okchor	⟦okchor⟧
Q	ZL3b	f14v.2	2	d	⟦d⟧
Q	ZL3b	f14v.2	3	chytshy	⟦chytshy⟧
Q	ZL3b	f14v.2	4	oty	⟦oty⟧
Q	ZL3b	f14v.2	5	chy	Wasser
Q	ZL3b	f14v.2	6	cthy	Kraut
Q	ZL3b	f14v.2	7	otchy	Eigenschaft T
Q	ZL3b	f14v.2	8	ty	⟦ty⟧
Q	ZL3b	f14v.2	9	chol	getrocknet
Q	ZL3b	f14v.2	10	daiin	Menge Γ
Q	ZL3b	f14v.7	1	oy	⟦oy⟧
Q	ZL3b	f14v.7	2	kshy	⟦kshy⟧
Q	ZL3b	f14v.7	3	cho	⟦cho⟧
Q	ZL3b	f14v.7	4	ty	⟦ty⟧
Q	ZL3b	f14v.7	5	dydy	⟦dydy⟧
Q	ZL3b	f14v.7	6	odyd	⟦odyd⟧
Q	ZL3b	f14v.7	7	otchy	Eigenschaft T
Q	ZL3b	f14v.7	8	o	⟦o⟧
Q	ZL3b	f14v.7	9	kchy	⟦kchy⟧
Q	ZL3b	f14v.7	10	dshy	⟦dshy⟧
Q	ZL3b	f14v.7	11	dardy	⟦dardy⟧
Q	ZL3b	f18v.6	1	qotor	⟦qotor⟧
Q	ZL3b	f18v.6	2	chor	Blüten
Q	ZL3b	f18v.6	3	otchy	Eigenschaft T
Q	ZL3b	f18v.6	4	qokeees	⟦qokeees⟧
Q	ZL3b	f18v.6	5	chy	Wasser
Q	ZL3b	f18v.6	6	s	und
Q	ZL3b	f18v.6	7	ar	Anteil
Q	ZL3b	f18v.6	8	ykar	⟦ykar⟧
Q	ZL3b	f20r.12	1	shoiin	⟦shoiin⟧
Q	ZL3b	f20r.12	2	cheody	⟦cheody⟧
Q	ZL3b	f20r.12	3	otchey	⟦otchey⟧
Q	ZL3b	f20r.12	4	otchy	Eigenschaft T
Q	ZL3b	f20r.12	5	tchy	⟦tchy⟧
Q	ZL3b	f20r.12	6	qoteey	⟦qoteey⟧
Q	ZL3b	f20r.12	7	daiin	Menge Γ
Q	ZL3b	f20r.12	8	dar	⟦dar⟧
Q	ZL3b	f20v.5	1	tshol	⟦tshol⟧
Q	ZL3b	f20v.5	2	folchol	⟦folchol⟧
Q	ZL3b	f20v.5	3	otor	⟦otor⟧
Q	ZL3b	f20v.5	4	shol	feucht
Q	ZL3b	f20v.5	5	shor	Früchte
Q	ZL3b	f20v.5	6	fshodchy	⟦fshodchy⟧
Q	ZL3b	f20v.5	7	otchy	Eigenschaft T
Q	ZL3b	f20v.5	8	chcphy	⟦chcphy⟧
Q	ZL3b	f20v.5	9	dy	⟦dy⟧
Q	ZL3b	f22r.7	1	kchol	⟦kchol⟧
Q	ZL3b	f22r.7	2	shol	feucht
Q	ZL3b	f22r.7	3	dsheor	⟦dsheor⟧
Q	ZL3b	f22r.7	4	{c'@162;@136;}	⟦{c'@162;@136;}⟧
Q	ZL3b	f22r.7	5	chdoly	⟦chdoly⟧
Q	ZL3b	f22r.7	6	ytaiin	⟦ytaiin⟧
Q	ZL3b	f22r.7	7	ol	auch
Q	ZL3b	f22r.7	8	otchy	Eigenschaft T
Q	ZL3b	f22r.7	9	cphal	⟦cphal⟧
Q	ZL3b	f22v.3	1	qoky	⟦qoky⟧
Q	ZL3b	f22v.3	2	kchorl	⟦kchorl⟧
Q	ZL3b	f22v.3	3	otchy	Eigenschaft T
Q	ZL3b	f22v.3	4	cthy	Kraut
Q	ZL3b	f22v.3	5	otchyky	⟦otchyky⟧
Q	ZL3b	f22v.3	6	ytchol	⟦ytchol⟧
Q	ZL3b	f22v.3	7	otam	⟦otam⟧
Q	ZL3b	f2v.3	1	otchy	Eigenschaft T
Q	ZL3b	f2v.3	2	chor	Blüten
Q	ZL3b	f2v.3	3	lshy	⟦lshy⟧
Q	ZL3b	f2v.3	4	chol	getrocknet
Q	ZL3b	f2v.3	5	chody	⟦chody⟧
Q	ZL3b	f2v.3	6	chodain	⟦chodain⟧
Q	ZL3b	f2v.3	7	chcthy	⟦chcthy⟧
Q	ZL3b	f2v.3	8	daiin	Menge Γ
Q	ZL3b	f32v.8	1	otchol	⟦otchol⟧
Q	ZL3b	f32v.8	2	daiin	Menge Γ
Q	ZL3b	f32v.8	3	daiin	Menge Γ
Q	ZL3b	f32v.8	4	ctho	⟦ctho⟧
Q	ZL3b	f32v.8	5	daiin	Menge Γ
Q	ZL3b	f32v.8	6	qotaiin	abseihen
Q	ZL3b	f32v.8	7	otchy	Eigenschaft T
Q	ZL3b	f32v.8	8	d	⟦d⟧
Q	ZL3b	f32v.8	9	shan	⟦shan⟧
Q	ZL3b	f44r.6	1	dshor	⟦dshor⟧
Q	ZL3b	f44r.6	2	y	⟦y⟧
Q	ZL3b	f44r.6	3	tchol	⟦tchol⟧
Q	ZL3b	f44r.6	4	shy	⟦shy⟧
Q	ZL3b	f44r.6	5	o	⟦o⟧
Q	ZL3b	f44r.6	6	@190;cheekchy	⟦@190;cheekchy⟧
Q	ZL3b	f44r.6	7	qotchy	zugeben
Q	ZL3b	f44r.6	8	otchy	Eigenschaft T
Q	ZL3b	f44r.6	9	dar	⟦dar⟧
Q	ZL3b	f44v.5	1	oain	⟦oain⟧
Q	ZL3b	f44v.5	2	shol	feucht
Q	ZL3b	f44v.5	3	cthy	Kraut
Q	ZL3b	f44v.5	4	cphaiin	⟦cphaiin⟧
Q	ZL3b	f44v.5	5	ykchor	⟦ykchor⟧
Q	ZL3b	f44v.5	6	otchy	Eigenschaft T
Q	ZL3b	f44v.5	7	qoty	⟦qoty⟧
Q	ZL3b	f44v.5	8	ytchear	⟦ytchear⟧
Q	ZL3b	f44v.5	9	cthain	⟦cthain⟧
Q	ZL3b	f56r.10	1	yt	⟦yt⟧
Q	ZL3b	f56r.10	2	chor	Blüten
Q	ZL3b	f56r.10	3	otchy	Eigenschaft T
Q	ZL3b	f56r.10	4	chok	⟦chok⟧
Q	ZL3b	f56r.10	5	y	⟦y⟧
Q	ZL3b	f56r.10	6	t	⟦t⟧
Q	ZL3b	f56r.10	7	chey	⟦chey⟧
Q	ZL3b	f56r.10	8	r	⟦r⟧
Q	ZL3b	f56r.10	9	okaiin	Zubereitung
Q	ZL3b	f58r.3	1	ykechod	⟦ykechod⟧
Q	ZL3b	f58r.3	2	dalaldam	⟦dalaldam⟧
Q	ZL3b	f58r.3	3	ytam	⟦ytam⟧
Q	ZL3b	f58r.3	4	choty	⟦choty⟧
Q	ZL3b	f58r.3	5	otchy	Eigenschaft T
Q	ZL3b	f58r.3	6	otaly	⟦otaly⟧
Q	ZL3b	f58r.3	7	shoty	⟦shoty⟧
Q	ZL3b	f58r.3	8	s	und
Q	ZL3b	f6v.1	1	koary	⟦koary⟧
Q	ZL3b	f6v.1	2	sar	⟦sar⟧
Q	ZL3b	f6v.1	3	[ch:{oh}]eekar<!funny o, @246;?>	⟦[ch:{oh}]eekar<!funny o, @246;?>⟧
Q	ZL3b	f6v.1	4	qoor	⟦qoor⟧
Q	ZL3b	f6v.1	5	shor	Früchte
Q	ZL3b	f6v.1	6	chapchy	⟦chapchy⟧
Q	ZL3b	f6v.1	7	s	und
Q	ZL3b	f6v.1	8	chear	⟦chear⟧
Q	ZL3b	f6v.1	9	char	⟦char⟧
Q	ZL3b	f6v.1	10	otchy	Eigenschaft T
Q	ZL3b	f76r.9	1	shed	⟦shed⟧
Q	ZL3b	f76r.9	2	al	⟦al⟧
Q	ZL3b	f76r.9	3	shckhy	⟦shckhy⟧
Q	ZL3b	f76r.9	4	[r:s]	⟦[r:s]⟧
Q	ZL3b	f76r.9	5	ain	⟦ain⟧
Q	ZL3b	f76r.9	6	chcphedy	⟦chcphedy⟧
Q	ZL3b	f76r.9	7	ain	⟦ain⟧
Q	ZL3b	f76r.9	8	olkeey	⟦olkeey⟧
Q	ZL3b	f76r.9	9	lkar	⟦lkar⟧
Q	ZL3b	f76r.9	10	ain	⟦ain⟧
Q	ZL3b	f76r.9	11	otchy	Eigenschaft T
Q	ZL3b	f76r.9	12	lkain	⟦lkain⟧
Q	ZL3b	f76r.9	13	chedy	⟦chedy⟧
Q	ZL3b	f76r.9	14	dar	⟦dar⟧
Q	ZL3b	f76r.9	15	daly	⟦daly⟧
Q	ZL3b	f76v.4	1	salkeey	⟦salkeey⟧
Q	ZL3b	f76v.4	2	sor	⟦sor⟧
Q	ZL3b	f76v.4	3	shecthy	⟦shecthy⟧
Q	ZL3b	f76v.4	4	daiin	Menge Γ
Q	ZL3b	f76v.4	5	okor	⟦okor⟧
Q	ZL3b	f76v.4	6	chpchedy	⟦chpchedy⟧
Q	ZL3b	f76v.4	7	{cp}chy	⟦{cp}chy⟧
Q	ZL3b	f76v.4	8	oty	⟦oty⟧
Q	ZL3b	f76v.4	9	olor	⟦olor⟧
Q	ZL3b	f76v.4	10	otchy	Eigenschaft T
Q	ZL3b	f76v.4	11	r	⟦r⟧
Q	ZL3b	f76v.4	12	alchl	⟦alchl⟧
Q	ZL3b	f94v.4	1	dchdy	⟦dchdy⟧
Q	ZL3b	f94v.4	2	otar	⟦otar⟧
Q	ZL3b	f94v.4	3	otchy	Eigenschaft T
Q	ZL3b	f94v.4	4	kedy	⟦kedy⟧
Q	ZL3b	f94v.4	5	qokchdy	⟦qokchdy⟧
Q	ZL3b	f94v.4	6	ol	auch
Q	ZL3b	f94v.4	7	okchy	⟦okchy⟧
Q	ZL3b	f94v.6	1	ycheeo	⟦ycheeo⟧
Q	ZL3b	f94v.6	2	lkeol	⟦lkeol⟧
Q	ZL3b	f94v.6	3	otor	⟦otor⟧
Q	ZL3b	f94v.6	4	opchdy	⟦opchdy⟧
Q	ZL3b	f94v.6	5	qotar	⟦qotar⟧
Q	ZL3b	f94v.6	6	aral	⟦aral⟧
Q	ZL3b	f94v.6	7	otor	⟦otor⟧
Q	ZL3b	f94v.6	8	otchy	Eigenschaft T
Q	ZL3b	f94v.6	9	tody	⟦tody⟧
Q	ZL3b	f94v.6	10	oty	⟦oty⟧
Q	ZL3b	f94v.8	1	pchedaiin	⟦pchedaiin⟧
Q	ZL3b	f94v.8	2	sheocthy	⟦sheocthy⟧
Q	ZL3b	f94v.8	3	daiin	Menge Γ
Q	ZL3b	f94v.8	4	cphedy	⟦cphedy⟧
Q	ZL3b	f94v.8	5	fchd	⟦fchd⟧
Q	ZL3b	f94v.8	6	otchy	Eigenschaft T
Q	ZL3b	f94v.8	7	qotchy	zugeben
Q	ZL3b	f94v.8	8	par	⟦par⟧
Q	ZL3b	f94v.8	9	ar	Anteil
Q	IT2a	f10r.3	1	qotor	⟦qotor⟧
Q	IT2a	f10r.3	2	otchy	Eigenschaft T
Q	IT2a	f10r.3	3	daiin	Menge Γ
Q	IT2a	f10r.3	4	chocthy	⟦chocthy⟧
Q	IT2a	f10r.3	5	qotchy	zugeben
Q	IT2a	f10r.3	6	chol	getrocknet
Q	IT2a	f10r.3	7	or	⟦or⟧
Q	IT2a	f10r.3	8	yty	⟦yty⟧
Q	IT2a	f10r.3	9	dy	⟦dy⟧
Q	IT2a	f10r.3	10	dy	⟦dy⟧
Q	IT2a	f14v.2	1	okchor	⟦okchor⟧
Q	IT2a	f14v.2	2	dchy	⟦dchy⟧
Q	IT2a	f14v.2	3	tshy	⟦tshy⟧
Q	IT2a	f14v.2	4	oky	⟦oky⟧
Q	IT2a	f14v.2	5	chy	Wasser
Q	IT2a	f14v.2	6	cthy	Kraut
Q	IT2a	f14v.2	7	otchy	Eigenschaft T
Q	IT2a	f14v.2	8	ty	⟦ty⟧
Q	IT2a	f14v.2	9	chol	getrocknet
Q	IT2a	f14v.2	10	daiin	Menge Γ
Q	IT2a	f14v.7	1	oykshy	⟦oykshy⟧
Q	IT2a	f14v.7	2	choty	⟦choty⟧
Q	IT2a	f14v.7	3	dydy	⟦dydy⟧
Q	IT2a	f14v.7	4	odyd	⟦odyd⟧
Q	IT2a	f14v.7	5	otchy	Eigenschaft T
Q	IT2a	f14v.7	6	okchy	⟦okchy⟧
Q	IT2a	f14v.7	7	dshy	⟦dshy⟧
Q	IT2a	f14v.7	8	dardy	⟦dardy⟧
Q	IT2a	f18v.6	1	qotor	⟦qotor⟧
Q	IT2a	f18v.6	2	chor	Blüten
Q	IT2a	f18v.6	3	otchy	Eigenschaft T
Q	IT2a	f18v.6	4	qokeees	⟦qokeees⟧
Q	IT2a	f18v.6	5	chy	Wasser
Q	IT2a	f18v.6	6	s	und
Q	IT2a	f18v.6	7	ar	Anteil
Q	IT2a	f18v.6	8	ykar	⟦ykar⟧
Q	IT2a	f20r.12	1	shoiin	⟦shoiin⟧
Q	IT2a	f20r.12	2	cheody	⟦cheody⟧
Q	IT2a	f20r.12	3	otchey	⟦otchey⟧
Q	IT2a	f20r.12	4	otchy	Eigenschaft T
Q	IT2a	f20r.12	5	tchy	⟦tchy⟧
Q	IT2a	f20r.12	6	qoteey	⟦qoteey⟧
Q	IT2a	f20r.12	7	daiin	Menge Γ
Q	IT2a	f20r.12	8	dar	⟦dar⟧
Q	IT2a	f20v.5	1	tshol	⟦tshol⟧
Q	IT2a	f20v.5	2	folchol	⟦folchol⟧
Q	IT2a	f20v.5	3	otor	⟦otor⟧
Q	IT2a	f20v.5	4	shol	feucht
Q	IT2a	f20v.5	5	shos	⟦shos⟧
Q	IT2a	f20v.5	6	fshodchy	⟦fshodchy⟧
Q	IT2a	f20v.5	7	otchy	Eigenschaft T
Q	IT2a	f20v.5	8	chcphy	⟦chcphy⟧
Q	IT2a	f20v.5	9	dy	⟦dy⟧
Q	IT2a	f22r.7	1	kchol	⟦kchol⟧
Q	IT2a	f22r.7	2	shol	feucht
Q	IT2a	f22r.7	3	dsheor	⟦dsheor⟧
Q	IT2a	f22r.7	4	ska	⟦ska⟧
Q	IT2a	f22r.7	5	chdoly	⟦chdoly⟧
Q	IT2a	f22r.7	6	ytaiin	⟦ytaiin⟧
Q	IT2a	f22r.7	7	ol	auch
Q	IT2a	f22r.7	8	otchy	Eigenschaft T
Q	IT2a	f22r.7	9	cphal	⟦cphal⟧
Q	IT2a	f22v.3	1	qoky	⟦qoky⟧
Q	IT2a	f22v.3	2	kchorl	⟦kchorl⟧
Q	IT2a	f22v.3	3	otchy	Eigenschaft T
Q	IT2a	f22v.3	4	cthy	Kraut
Q	IT2a	f22v.3	5	otchyky	⟦otchyky⟧
Q	IT2a	f22v.3	6	ytchol	⟦ytchol⟧
Q	IT2a	f22v.3	7	otam	⟦otam⟧
Q	IT2a	f2v.3	1	otchy	Eigenschaft T
Q	IT2a	f2v.3	2	chor	Blüten
Q	IT2a	f2v.3	3	lshy	⟦lshy⟧
Q	IT2a	f2v.3	4	chol	getrocknet
Q	IT2a	f2v.3	5	chody	⟦chody⟧
Q	IT2a	f2v.3	6	chodain	⟦chodain⟧
Q	IT2a	f2v.3	7	chcthy	⟦chcthy⟧
Q	IT2a	f2v.3	8	daiin	Menge Γ
Q	IT2a	f32v.8	1	otchol	⟦otchol⟧
Q	IT2a	f32v.8	2	daiin	Menge Γ
Q	IT2a	f32v.8	3	daiin	Menge Γ
Q	IT2a	f32v.8	4	ctho	⟦ctho⟧
Q	IT2a	f32v.8	5	daiin	Menge Γ
Q	IT2a	f32v.8	6	qotaiin	abseihen
Q	IT2a	f32v.8	7	otchy	Eigenschaft T
Q	IT2a	f32v.8	8	d	⟦d⟧
Q	IT2a	f32v.8	9	shar	⟦shar⟧
Q	IT2a	f44r.6	1	dshor	⟦dshor⟧
Q	IT2a	f44r.6	2	ytchol	⟦ytchol⟧
Q	IT2a	f44r.6	3	shy	⟦shy⟧
Q	IT2a	f44r.6	4	o	⟦o⟧
Q	IT2a	f44r.6	5	ocheeky	⟦ocheeky⟧
Q	IT2a	f44r.6	6	qotchy	zugeben
Q	IT2a	f44r.6	7	otchy	Eigenschaft T
Q	IT2a	f44r.6	8	dar	⟦dar⟧
Q	IT2a	f44v.5	1	oain	⟦oain⟧
Q	IT2a	f44v.5	2	shol	feucht
Q	IT2a	f44v.5	3	cthy	Kraut
Q	IT2a	f44v.5	4	cphaiin	⟦cphaiin⟧
Q	IT2a	f44v.5	5	ykchor	⟦ykchor⟧
Q	IT2a	f44v.5	6	otchy	Eigenschaft T
Q	IT2a	f44v.5	7	qoty	⟦qoty⟧
Q	IT2a	f44v.5	8	otcheor	⟦otcheor⟧
Q	IT2a	f44v.5	9	cthain	⟦cthain⟧
Q	IT2a	f56r.10	1	ytchor	⟦ytchor⟧
Q	IT2a	f56r.10	2	otchy	Eigenschaft T
Q	IT2a	f56r.10	3	chokyt	⟦chokyt⟧
Q	IT2a	f56r.10	4	chey	⟦chey⟧
Q	IT2a	f56r.10	5	r	⟦r⟧
Q	IT2a	f56r.10	6	okaiin	Zubereitung
Q	IT2a	f58r.3	1	ykechod	⟦ykechod⟧
Q	IT2a	f58r.3	2	dalaldam	⟦dalaldam⟧
Q	IT2a	f58r.3	3	ytam	⟦ytam⟧
Q	IT2a	f58r.3	4	choty	⟦choty⟧
Q	IT2a	f58r.3	5	otchy	Eigenschaft T
Q	IT2a	f58r.3	6	otaly	⟦otaly⟧
Q	IT2a	f58r.3	7	shoty	⟦shoty⟧
Q	IT2a	f58r.3	8	s	und
Q	IT2a	f6v.1	1	koar	⟦koar⟧
Q	IT2a	f6v.1	2	y	⟦y⟧
Q	IT2a	f6v.1	3	sar	⟦sar⟧
Q	IT2a	f6v.1	4	oheekar	⟦oheekar⟧
Q	IT2a	f6v.1	5	qoar	⟦qoar⟧
Q	IT2a	f6v.1	6	shor	Früchte
Q	IT2a	f6v.1	7	chapchy	⟦chapchy⟧
Q	IT2a	f6v.1	8	s	und
Q	IT2a	f6v.1	9	chear	⟦chear⟧
Q	IT2a	f6v.1	10	char	⟦char⟧
Q	IT2a	f6v.1	11	otchy	Eigenschaft T
Q	IT2a	f76r.9	1	shed	⟦shed⟧
Q	IT2a	f76r.9	2	al	⟦al⟧
Q	IT2a	f76r.9	3	shckhy	⟦shckhy⟧
Q	IT2a	f76r.9	4	sain	⟦sain⟧
Q	IT2a	f76r.9	5	chcphedy	⟦chcphedy⟧
Q	IT2a	f76r.9	6	ain	⟦ain⟧
Q	IT2a	f76r.9	7	olkeey	⟦olkeey⟧
Q	IT2a	f76r.9	8	lkar	⟦lkar⟧
Q	IT2a	f76r.9	9	ain	⟦ain⟧
Q	IT2a	f76r.9	10	otchy	Eigenschaft T
Q	IT2a	f76r.9	11	lkain	⟦lkain⟧
Q	IT2a	f76r.9	12	chedy	⟦chedy⟧
Q	IT2a	f76r.9	13	dar	⟦dar⟧
Q	IT2a	f76r.9	14	daly	⟦daly⟧
Q	IT2a	f76v.4	1	solkeey	⟦solkeey⟧
Q	IT2a	f76v.4	2	sor	⟦sor⟧
Q	IT2a	f76v.4	3	shecthy	⟦shecthy⟧
Q	IT2a	f76v.4	4	daiin	Menge Γ
Q	IT2a	f76v.4	5	okar	⟦okar⟧
Q	IT2a	f76v.4	6	chpchedy	⟦chpchedy⟧
Q	IT2a	f76v.4	7	cpchy	⟦cpchy⟧
Q	IT2a	f76v.4	8	oty	⟦oty⟧
Q	IT2a	f76v.4	9	olor	⟦olor⟧
Q	IT2a	f76v.4	10	otchy	Eigenschaft T
Q	IT2a	f76v.4	11	ralchl	⟦ralchl⟧
Q	IT2a	f94v.4	1	dchdy	⟦dchdy⟧
Q	IT2a	f94v.4	2	otar	⟦otar⟧
Q	IT2a	f94v.4	3	otchy	Eigenschaft T
Q	IT2a	f94v.4	4	kedy	⟦kedy⟧
Q	IT2a	f94v.4	5	qokchdy	⟦qokchdy⟧
Q	IT2a	f94v.4	6	ol	auch
Q	IT2a	f94v.4	7	okchy	⟦okchy⟧
Q	IT2a	f94v.6	1	ycheeo	⟦ycheeo⟧
Q	IT2a	f94v.6	2	lkeol	⟦lkeol⟧
Q	IT2a	f94v.6	3	otor	⟦otor⟧
Q	IT2a	f94v.6	4	opchdy	⟦opchdy⟧
Q	IT2a	f94v.6	5	qotar	⟦qotar⟧
Q	IT2a	f94v.6	6	aral	⟦aral⟧
Q	IT2a	f94v.6	7	otor	⟦otor⟧
Q	IT2a	f94v.6	8	otchy	Eigenschaft T
Q	IT2a	f94v.6	9	tody	⟦tody⟧
Q	IT2a	f94v.6	10	oty	⟦oty⟧
Q	RF1b	f10r.3	1	qotor	⟦qotor⟧
Q	RF1b	f10r.3	2	otchy	Eigenschaft T
Q	RF1b	f10r.3	3	daiin	Menge Γ
Q	RF1b	f10r.3	4	chocthy	⟦chocthy⟧
Q	RF1b	f10r.3	5	qotchy	zugeben
Q	RF1b	f10r.3	6	chol	getrocknet
Q	RF1b	f10r.3	7	or	⟦or⟧
Q	RF1b	f10r.3	8	yty	⟦yty⟧
Q	RF1b	f10r.3	9	dy	⟦dy⟧
Q	RF1b	f10r.3	10	dy	⟦dy⟧
Q	RF1b	f14v.2	1	okchor	⟦okchor⟧
Q	RF1b	f14v.2	2	dchytshy	⟦dchytshy⟧
Q	RF1b	f14v.2	3	oty	⟦oty⟧
Q	RF1b	f14v.2	4	chy	Wasser
Q	RF1b	f14v.2	5	cthy	Kraut
Q	RF1b	f14v.2	6	otchy	Eigenschaft T
Q	RF1b	f14v.2	7	ty	⟦ty⟧
Q	RF1b	f14v.2	8	chol	getrocknet
Q	RF1b	f14v.2	9	daiin	Menge Γ
Q	RF1b	f14v.7	1	oyk{ch'}y	⟦oyk{ch'}y⟧
Q	RF1b	f14v.7	2	choty	⟦choty⟧
Q	RF1b	f14v.7	3	dydy	⟦dydy⟧
Q	RF1b	f14v.7	4	odyd	⟦odyd⟧
Q	RF1b	f14v.7	5	otchy	Eigenschaft T
Q	RF1b	f14v.7	6	o	⟦o⟧
Q	RF1b	f14v.7	7	kchy	⟦kchy⟧
Q	RF1b	f14v.7	8	dshy	⟦dshy⟧
Q	RF1b	f14v.7	9	dardy	⟦dardy⟧
Q	RF1b	f18v.6	1	qotor	⟦qotor⟧
Q	RF1b	f18v.6	2	chor	Blüten
Q	RF1b	f18v.6	3	otchy	Eigenschaft T
Q	RF1b	f18v.6	4	qokeees	⟦qokeees⟧
Q	RF1b	f18v.6	5	chy	Wasser
Q	RF1b	f18v.6	6	s	und
Q	RF1b	f18v.6	7	ar	Anteil
Q	RF1b	f18v.6	8	ykar	⟦ykar⟧
Q	RF1b	f20r.12	1	shoiin	⟦shoiin⟧
Q	RF1b	f20r.12	2	cheody	⟦cheody⟧
Q	RF1b	f20r.12	3	otchey	⟦otchey⟧
Q	RF1b	f20r.12	4	otchy	Eigenschaft T
Q	RF1b	f20r.12	5	tchy	⟦tchy⟧
Q	RF1b	f20r.12	6	qoteey	⟦qoteey⟧
