group_serial	page	locus	opaque_local_id	local_namespace	condition_shelf	condition_family_de	copied_local_label	orientation_status	crosspage_key	word_translation
162	f67r2	f67r2.72	A1:G162	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 08/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
163	f67r2	f67r2.72	A1:G163	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 09/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
164	f67r2	f67r2.72	A1:G164	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 10/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
165	f67r2	f67r2.72	A1:G165	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 11/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
166	f67r2	f67r2.72	A1:G166	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 12/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
167	f67r2	f67r2.73	A1:G167	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 01/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
168	f67r2	f67r2.73	A1:G168	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 02/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
169	f67r2	f67r2.73	A1:G169	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 03/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
170	f67r2	f67r2.73	A1:G170	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 04/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
171	f67r2	f67r2.73	A1:G171	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 05/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
172	f67r2	f67r2.73	A1:G172	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 06/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
173	f67r2	f67r2.73	A1:G173	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 07/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
174	f67r2	f67r2.73	A1:G174	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 08/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
175	f67r2	f67r2.73	A1:G175	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 09/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
176	f67r2	f67r2.73	A1:G176	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 10/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
177	f67r2	f67r2.73	A1:G177	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 11/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
178	f67r2	f67r2.74	A1:G178	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 01/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
179	f67r2	f67r2.74	A1:G179	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 02/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
180	f67r2	f67r2.74	A1:G180	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 03/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
181	f67r2	f67r2.74	A1:G181	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 04/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
182	f67r2	f67r2.74	A1:G182	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 05/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
183	f67r2	f67r2.74	A1:G183	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 06/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
184	f67r2	f67r2.74	A1:G184	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 07/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
185	f67r2	f67r2.74	A1:G185	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 08/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
186	f67r2	f67r2.74	A1:G186	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 09/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
187	f67r2	f67r2.74	A1:G187	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 10/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
188	f67r2	f67r2.74	A1:G188	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 11/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
189	f67r2	f67r2.74	A1:G189	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 12/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
190	f67r2	f67r2.74	A1:G190	A1_OWNER_UNRESOLVED_NO_JOIN	Q67	unaufgelöste Legende	Kopiersegment 13/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
191	f68r1	f68r1.1	A2:G001	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 01/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
192	f68r1	f68r1.1	A2:G002	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 02/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
193	f68r1	f68r1.1	A2:G003	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 03/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
194	f68r1	f68r1.1	A2:G004	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 04/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
195	f68r1	f68r1.1	A2:G005	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 05/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
196	f68r1	f68r1.1	A2:G006	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 06/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
197	f68r1	f68r1.1	A2:G007	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 07/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
198	f68r1	f68r1.1	A2:G008	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 08/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
199	f68r1	f68r1.1	A2:G009	A2_LEFT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 09/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
200	f68r1	f68r1.2	A2:G010	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 01/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
201	f68r1	f68r1.2	A2:G011	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 02/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
202	f68r1	f68r1.2	A2:G012	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 03/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
203	f68r1	f68r1.2	A2:G013	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 04/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
204	f68r1	f68r1.2	A2:G014	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 05/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
205	f68r1	f68r1.2	A2:G015	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 06/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
206	f68r1	f68r1.2	A2:G016	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 07/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
207	f68r1	f68r1.2	A2:G017	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 08/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
208	f68r1	f68r1.2	A2:G018	A2_MIDDLE_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 09/09 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
209	f68r1	f68r1.3	A2:G019	A2_RIGHT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 01/08 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
210	f68r1	f68r1.3	A2:G020	A2_RIGHT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 02/08 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
211	f68r1	f68r1.3	A2:G021	A2_RIGHT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 03/08 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
212	f68r1	f68r1.3	A2:G022	A2_RIGHT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 04/08 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
213	f68r1	f68r1.3	A2:G023	A2_RIGHT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 05/08 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
214	f68r1	f68r1.3	A2:G024	A2_RIGHT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 06/08 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
215	f68r1	f68r1.3	A2:G025	A2_RIGHT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 07/08 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
216	f68r1	f68r1.3	A2:G026	A2_RIGHT_PANEL_ONLY	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 08/08 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
217	f68r1	f68r1.4	A2:G027	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
218	f68r1	f68r1.4	A2:G028	A2_LOCAL_OWNER_UNRESOLVED	C3	Sternort- oder Konstellationsbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
