surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v99_context_realizations_de	source_reading_ids	v99_audit_decision	v99_evidence_class	v99_open_semantic_slots	v99_component_global_export_allowed	v99_exact_whole_surface_default_allowed	v99_lineage_class	v99_value_kind	v99_structural_tag	v99_action_default_allowed
ycheedy	ycheedy#1	hiervon bis zur Endstufe trocknen	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	54	W2_PROVISIONAL_WORKING	GDT689	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT689: gebundener dy-Schwestervergleich und Endpunkt-Dispatch; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: trockne hiervon vollständig und stelle es fertig	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	hiervon bis zur Endstufe trocknen	ycheedy#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725
ycheeo	ycheeo#GLOBAL	Eintrag: zweiter Trockenansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	6	5	6	61	W3_SOLID_WORKING_THEORY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 5 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: zweiter Trockenansatz	ycheeo#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ycheeodaiin	ycheeodaiin#1	drei Portionen des zweiten Trockenansatzes abmessen	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	49	W2_PROVISIONAL_WORKING	GDT679|GDT727	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen || GDT727: Das initiale Ganzwort bindet Abmessen, Menge III und zweiten Trockenansatz; der physische Vorgänger endet in einer kalten Fraktion, einer Drogenportion und einer unbekannten Form und trägt daher keinen eindeutigen hiervon-Referenten.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE || GDT727: Singleton; Ordinal- und Materialbindung bleiben Arbeitshypothesen; genaue Einheit historisch unbekannt.	H0_NONE	NONE	0_GDT696_TO_GDT727	ACTIVE_WORKING_DEFAULT	NONE	1	drei Portionen des zweiten Trockenansatzes abmessen	ycheeodaiin#1	PORTION_FAMILY_PLUS_BOS_DETACH	EXACT_WHOLE_PLUS_POSITION_DISPATCH	Singleton; Ordinal- und Materialbindung bleiben Arbeitshypothesen; genaue Einheit historisch unbekannt.	0	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725
ycheey	ycheey#GLOBAL	trockne hiervon bis zur Endstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	18	16	18	76	W3_SOLID_WORKING_THEORY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 16 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon bis zur Endstufe	ycheey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychekch	ychekch#GLOBAL	trockne hiervon bis zur Mittelstufe, erhitze und trockne erneut	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT671:EXACT_WHOLE	V48-Quelle GDT671:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon bis zur Mittelstufe, erhitze und trockne erneut	ychekch#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ycheo	ycheo#GLOBAL	nimm hierzu den Trockenansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	9	8	9	63	W3_SOLID_WORKING_THEORY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 9 exakte ZL3b-Vorkommen auf 8 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hierzu den Trockenansatz	ycheo#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ycheodain	ycheodain#GLOBAL	hierzu zwei Portionen Trockenansatz nehmen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664:EXACT_WHOLE|GDT728	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT728	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	hierzu zwei Portionen Trockenansatz nehmen	ycheodain#GLOBAL	GDT728_PORTION_EXACT_WHOLE_DISPATCH	EXACT_WHOLE_UNIT_TERM_DISPATCH	Rückbezugsquelle außerhalb des Ganzworts offen	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48__GDT728_UNIT_TERM_DISPATCH	PORTION	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ycheoky	ycheoky#GLOBAL	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	ycheoky#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ycheol	ycheol#GLOBAL	trockener Drogenstoff dieser Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	11	10	11	71	W3_SOLID_WORKING_THEORY	GDT650:STRONG_LOCAL_ENTRY_FAMILY	V48-Quelle GDT650:STRONG_LOCAL_ENTRY_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 11 exakte ZL3b-Vorkommen auf 10 Seiten und 11 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockener Drogenstoff dieser Droge	ycheol#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ycheor	ycheor#GLOBAL	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	6	5	6	71	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 5 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	ycheor#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
yches	yches#GLOBAL	trockne hiervon eine Charge bis zur Mittelstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon eine Charge bis zur Mittelstufe	yches#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychey	ychey#GLOBAL	trockne hiervon bis zur Mittelstufe und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	13	13	13	76	W3_SOLID_WORKING_THEORY	GDT671:EXACT_WHOLE	V48-Quelle GDT671:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 13 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon bis zur Mittelstufe und schließe ab	ychey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychklkaiin	ychklkaiin#GLOBAL	nimm Holzdroge, trockne und erhitze sie auf Stufe III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm Holzdroge, trockne und erhitze sie auf Stufe III	ychklkaiin#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ycho	ycho#GLOBAL	Eintrag: Trockenansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: Trockenansatz	ycho#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychocthy	ychocthy#GLOBAL	trockne hiervon einen Ansatz mit Krautdroge leicht	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon einen Ansatz mit Krautdroge leicht	ychocthy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychoees	ychoees#GLOBAL	trockne hiervon eine Ansatzcharge vollständig	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon eine Ansatzcharge vollständig	ychoees#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychol	ychol#GLOBAL	trockne hiervon den Drogenstoff	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	10	10	10	76	W3_SOLID_WORKING_THEORY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 10 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon den Drogenstoff	ychol#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychor	ychor#GLOBAL	nimm hiervon den Pflanzenteil	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	14	14	14	76	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 14 exakte ZL3b-Vorkommen auf 14 Seiten und 14 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon den Pflanzenteil	ychor#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychos	ychos#GLOBAL	trockne hiervon eine Ansatzcharge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT668:EXACT_WHOLE	V48-Quelle GDT668:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon eine Ansatzcharge	ychos#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychoy	ychoy#GLOBAL	Eintrag/Bezug: Trockenansatz am Gradanfang	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	24	W1_WEAK_WORKING	GDT661:EXACT_WHOLE	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag/Bezug: Trockenansatz am Gradanfang	ychoy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ychy	ychy#GLOBAL	trockne hiervon leicht	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon leicht	ychy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
yckhey	yckhey#GLOBAL	Eintrags-/Bezugsform: Arzneikompositum in der Gradmitte	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	36	W1_WEAK_WORKING	GDT660:EXACT_WHOLE	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrags-/Bezugsform: Arzneikompositum in der Gradmitte	yckhey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
yckhodaiin	yckhodaiin#GLOBAL	Eintrag: drei Portionen Kompositum-Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	28	W1_WEAK_WORKING	GDT663:EXACT_WHOLE|GDT728	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT728	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: drei Portionen Kompositum-Ansatz	yckhodaiin#GLOBAL	GDT728_PORTION_EXACT_WHOLE_DISPATCH	EXACT_WHOLE_UNIT_TERM_DISPATCH	Mengenachse und Kompositumidentität offen	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48__GDT728_UNIT_TERM_DISPATCH	PORTION	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
ycthar	ycthar#GLOBAL	nimm hiervon die erste Kraut- oder Blattdrogenfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT670:EXACT_WHOLE	V48-Quelle GDT670:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon die erste Kraut- oder Blattdrogenfraktion	ycthar#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725
