occurrence_ordinal	surface	event_id	statement_id	card_ordinal_in_statement	physical_page	register	final_recipe	explicit_action_roots	incoming_action_root	incoming_action_source_event_id	incoming_action_distance_cards	explicit_argument_roots	incoming_argument_root	incoming_argument_source_event_id	incoming_argument_distance_cards	known_occurrence_requirement	known_clause_needs_active_action	known_clause_needs_active_argument	future_action_contract	future_argument_contract	resolved_action_root	resolved_argument_root	neutral_surface_phrase_de	known_contextual_clause_de	exact_recipe_roundtrip	guard
117	dairal	G515-E0469	G515-S056	11	f66r	SOURCE_SECTION_T	D_ADDR+AIR+AL	NONE	CH	G515-E0466	3	NONE	Y	G515-E0468	1	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CH	Y	Hier; entlang der Bahn; am Zielort.	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle.	D_ADDR+AIR+AL	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
118	dolarshy	G515-E0470	G515-S056	12	f66r	SOURCE_SECTION_T	D_ADDR+OL+AR+SH+Y	SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Hier; fortsetzen; vom Ausgang; den Posten halten.	Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort.	D_ADDR+OL+AR+SH+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
119	tosheo	G515-E0472	G515-S056	14	f66r	SOURCE_SECTION_T	T+O+SH+E+O	T|SH	NONE	NONE	NONE	NONE	OR	G515-E0471	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	SH	OR	Einstellen und halten; zur Ausführung; auf Grad I; erneut zur Ausführung.	Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen].	T+O+SH+E+O	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
120	kcheeky	G515-E0476	G515-S056	18	f66r	SOURCE_SECTION_T	K+CH+EE+K+Y	K|CH|K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten geben, nehmen und erneut geben; auf Grad II.	Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	K+CH+EE+K+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
121	todeeey	G515-E0481	G515-S057	1	f66r	SOURCE_SECTION_T	T+O+D_ADDR+EEE+Y	T	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	T	Y	Den Posten einstellen; zur Ausführung; hier; auf Grad III.	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der bezeichneten Stelle.	T+O+D_ADDR+EEE+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
122	keody	G515-E0482	G515-S057	2	f66r	SOURCE_SECTION_T	K+E+O+D_ADDR+Y	K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten geben; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+E+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
123	keody	G515-E0484	G515-S057	4	f66r	SOURCE_SECTION_T	K+E+O+D_ADDR+Y	K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten geben; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+E+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
124	shekeefy	G515-E0486	G515-S058	1	f66r	SOURCE_SECTION_T	SH+E+K+EE+LOCAL_CHAR_F+Y	SH|K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten halten und geben; auf Grad I; auf Grad II; hier.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	SH+E+K+EE+LOCAL_CHAR_F+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
125	kechody	G515-E0501	G515-S060	5	f66r	SOURCE_SECTION_T	K+E+CH+O+D_ADDR+Y	K|CH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	CH	Y	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+E+CH+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
126	sheocthy	G515-E0505	G515-S063	1	f66r	SOURCE_SECTION_T	SH+E+O+CH+T+Y	SH|CH|T	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	T	Y	Den Posten halten, nehmen und einstellen; auf Grad I; zur Ausführung.	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I und zur Ausführung.	SH+E+O+CH+T+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
127	ld	G515-E0507	G515-S063	3	f66r	SOURCE_SECTION_T	L+D_ADDR	NONE	T	G515-E0505	2	NONE	Y	G515-E0505	2	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	T	Y	Über die Verbindung; hier.	Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; an der bezeichneten Stelle.	L+D_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
128	ysheeod	G515-E0512	G515-S064	4	f66r	SOURCE_SECTION_T	Y+SH+EE+O+D_ADDR	SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Den Posten halten; auf Grad II; zur Ausführung; hier.	Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	Y+SH+EE+O+D_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
129	qoteeod	G515-E0513	G515-S064	5	f66r	SOURCE_SECTION_T	OT+EE+O+D_ADDR	NONE	SH	G515-E0512	1	NONE	Y	G515-E0512	1	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	SH	Y	Danach; auf Grad II; zur Ausführung; hier.	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	OT+EE+O+D_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
130	chckhedy	G515-E0516	G515-S064	8	f66r	SOURCE_SECTION_T	CH+CH+K+E+DY	CH|CH|K	NONE	NONE	NONE	NONE	Y	G515-E0515	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Nehmen, erneut nehmen und geben; auf Grad I; abschließen.	Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; schließe den Schritt.	CH+CH+K+E+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
131	dcheol	G515-E0518	G515-S065	2	f66r	SOURCE_SECTION_T	D_ADDR+CH+E+O+L	CH	NONE	NONE	NONE	NONE	Y	G515-E0517	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CH	Y	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	D_ADDR+CH+E+O+L	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
132	oteochey	G515-E0525	G515-S067	1	f66r	SOURCE_SECTION_T	OT+E+O+CH+E+Y	CH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	CH	Y	Danach; auf Grad I; zur Ausführung; den Posten nehmen; erneut auf Grad I.	Danach: entnimm den laufenden Eintrag; auf Grad I [außen], zur Ausführung und auf Grad I [innen].	OT+E+O+CH+E+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
133	tolchedy	G515-E0526	G515-S067	2	f66r	SOURCE_SECTION_T	T+OL+CHD+DY	T|CHD	NONE	NONE	NONE	NONE	Y	G515-E0525	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CHD	Y	Einstellen und bearbeiten; fortsetzen; abschließen.	Lege den laufenden Eintrag [wie zuvor] fest und bearbeite den laufenden Eintrag [wie zuvor]; führe fort; schließe den Schritt.	T+OL+CHD+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
134	lsheody	G515-E0527	G515-S068	1	f66r	SOURCE_SECTION_T	L+SH+E+O+D_ADDR+Y	SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Über die Verbindung; den Posten halten; auf Grad I; zur Ausführung; hier.	Halte den laufenden Eintrag fest; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	L+SH+E+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
135	tcheo	G515-E0531	G515-S068	5	f66r	SOURCE_SECTION_T	T+CH+E+O	T|CH	NONE	NONE	NONE	NONE	AIIN	G515-E0529	2	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CH	AIIN	Einstellen und nehmen; auf Grad I; zur Ausführung.	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	T+CH+E+O	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
136	lpchees	G515-E0534	G515-S068	8	f66r	SOURCE_SECTION_T	L+P+CH+EE+S	P|CH|S	NONE	NONE	NONE	NONE	Y	G515-E0533	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	S	Y	Über die Verbindung; einsetzen, nehmen und wählen; auf Grad II.	Setze den laufenden Eintrag [wie zuvor] ein, entnimm den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad II.	L+P+CH+EE+S	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
137	alkey	G515-E0537	G515-S068	11	f66r	SOURCE_SECTION_T	AL+K+E+Y	K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Am Zielort; den Posten geben; auf Grad I.	Ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I.	AL+K+E+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
138	ltsholy	G515-E0539	G515-S068	13	f66r	SOURCE_SECTION_T	L+T+SH+OL+Y	T|SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	L+T+SH+OL+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
139	qocthedy	G515-E0545	G515-S068	19	f66r	SOURCE_SECTION_T	CARRIER_Q+O+CH+T+E+Y	CH|T	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	T	Y	Mit Beginnmarker; zur Ausführung; den Posten nehmen und einstellen; auf Grad I.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; mit Beginnmarker, zur Ausführung und auf Grad I.	CARRIER_Q+O+CH+T+E+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
140	shekol	G515-E0568	G515-S073	2	f66r	SOURCE_SECTION_T	SH+E+K+OL	SH|K	NONE	NONE	NONE	NONE	Y	G515-E0567	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Halten und geben; auf Grad I; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; führe fort.	SH+E+K+OL	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
141	dalol	G515-E0569	G515-S073	3	f66r	SOURCE_SECTION_T	AL+OL	NONE	K	G515-E0568	1	NONE	Y	G515-E0567	2	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Am Zielort; fortsetzen.	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; zur Zielspalte; führe fort.	AL+OL	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
142	lodaiin	G515-E0570	G515-S073	4	f66r	SOURCE_SECTION_T	L+O+D_ADDR+AIIN	NONE	K	G515-E0568	2	AIIN	NONE	NONE	NONE	REQUIRES_ACTIVE_ACTION	YES	NO	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	AIIN	Über die Verbindung; zur Ausführung; hier; Wert.	Im laufenden Satz ordne den Kennwert zu; über die Eintragsverbindung; zur Ausführung; an der bezeichneten Stelle.	L+O+D_ADDR+AIIN	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
143	okalchedy	G515-E0574	G515-S073	8	f66r	SOURCE_SECTION_T	OK+AL+CHD+Y	OK|CHD	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	CHD	Y	Den Posten setzen und bearbeiten; am Zielort.	Trage den laufenden Eintrag ein und bearbeite den laufenden Eintrag; zur Zielspalte.	OK+AL+CHD+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
144	kody	G515-E0576	G515-S074	1	f66r	SOURCE_SECTION_T	K+O+DY	K	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	NONE	Geben; zur Ausführung; abschließen.	Ordne zu; zur Ausführung; schließe den Schritt.	K+O+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
145	qoteoly	G515-E0581	G515-S077	3	f66r	SOURCE_SECTION_T	OT+E+OL+Y	NONE	SH	G515-E0580	1	Y	NONE	NONE	NONE	REQUIRES_ACTIVE_ACTION	YES	NO	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Danach; auf Grad I; fortsetzen; Posten.	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I; führe fort.	OT+E+OL+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
146	lkeol	G515-E0585	G515-S078	2	f66r	SOURCE_SECTION_T	L+K+E+OL	K	NONE	NONE	NONE	NONE	Y	G515-E0584	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Über die Verbindung; geben; auf Grad I; fortsetzen.	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung; auf Grad I; führe fort.	L+K+E+OL	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
147	dkar	G515-E0587	G515-S078	4	f66r	SOURCE_SECTION_T	D_ADDR+K+AR	K	NONE	NONE	NONE	NONE	Y	G515-E0584	3	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Hier; geben; vom Ausgang.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	D_ADDR+K+AR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
148	shekaly	G515-E0591	G515-S078	8	f66r	SOURCE_SECTION_T	SH+E+K+AL+Y	SH|K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten halten und geben; auf Grad I; am Zielort.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I.	SH+E+K+AL+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
149	shckhar	G515-E0592	G515-S078	9	f66r	SOURCE_SECTION_T	SH+CH+K+AR	SH|CH|K	NONE	NONE	NONE	NONE	Y	G515-E0591	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Halten, nehmen und geben; vom Ausgang.	Halte den laufenden Eintrag [wie zuvor] fest, entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	SH+CH+K+AR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
