surface_ordinal	surface	final_recipe	event_count	physical_pages	event_ids	observed_requirement_modes	observed_mode_count	self_contained_occurrence_count	active_action_occurrence_count	active_argument_occurrence_count	both_active_occurrence_count	surface_evidence_class	visible_action_roots	visible_argument_roots	observed_incoming_action_roots	observed_incoming_argument_roots	max_action_source_distance_cards	max_argument_source_distance_cards	future_action_contract	future_argument_contract	minimum_future_state_for_verbal_clause	new_page_intake_de	neutral_surface_phrase_de	known_contextual_readings_de	guard
105	shd	SH+D_ADDR	1	f20v	G515-E0137	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH	NONE	NONE	Y	NONE	2	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten; hier.	Halte den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
106	shddy	SH+D_ADDR+DY	1	f66r	G515-E0305	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten; hier; abschließen.	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
107	shedshey	SH+E+D_ADDR+SH+E+Y	1	f31r	G515-E0222	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten zweimal halten; auf Grad I; hier; erneut auf Grad I.	Halte den Pflanzenposten und halte den Pflanzenposten; auf Grad I [außen] und auf Grad I [innen]; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
108	shee	SH+EE	1	f31r	G515-E0153	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten; auf Grad II.	Halte den Pflanzenposten [wie zuvor]; auf Grad II.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
109	sheeody	SH+EE+O+D_ADDR+Y	1	f31r	G515-E0186	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten halten; auf Grad II; zur Ausführung; hier.	Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
110	shekair	SH+E+K+AIR	1	f66r	G515-E0370	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH|K	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten und geben; auf Grad I; entlang der Bahn.	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn; auf Grad I.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
111	shekaly	SH+E+K+AL+Y	1	f66r	G515-E0591	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten halten und geben; auf Grad I; am Zielort.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
112	shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	1	f66r	G515-E0486	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten halten und geben; auf Grad I; auf Grad II; hier.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
113	shekeey	SH+E+K+EE+Y	1	f31r	G515-E0164	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten halten und geben; auf Grad I; auf Grad II.	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I und auf Grad II.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
114	shekey	SH+E+K+E+Y	1	f66r	G515-E0310	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten halten und geben; auf Grad I; erneut auf Grad I.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I [außen] und auf Grad I [innen].	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
115	shekol	SH+E+K+OL	1	f66r	G515-E0568	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH|K	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten und geben; auf Grad I; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
116	sheocthy	SH+E+O+CH+T+Y	1	f66r	G515-E0505	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|CH|T	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten halten, nehmen und einstellen; auf Grad I; zur Ausführung.	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I und zur Ausführung.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
117	sheod	SH+E+O+D_ADDR	1	f66r	G515-E0382	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH	NONE	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten; auf Grad I; zur Ausführung; hier.	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
118	sheodaiin	SH+E+O+D_ADDR+AIIN	1	f66r	G515-E0357	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH	AIIN	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Wert halten; auf Grad I; zur Ausführung; hier.	Halte den Kennwert fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
119	sheoy	SH+E+O+Y	1	f20v	G515-E0120	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten halten; auf Grad I; zur Ausführung.	Halte den Pflanzenposten; auf Grad I und zur Ausführung.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
120	shofol	SH+O+LOCAL_CHAR_F+OL	1	f66r	G515-E0453	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH	NONE	NONE	Y	NONE	2	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten; zur Ausführung; hier; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Ausführung; an der bezeichneten Stelle; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
121	shokaiir	SH+OK+IIN+R	1	f66r	G515-E0383	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|OK|R	NONE	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten, setzen und markieren; auf der bezeichneten Stufe.	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
122	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	f66r	G515-E0415	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH	OR|AIIN	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Die Einheit und den Wert halten; fortsetzen; hier; hier.	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
123	shso	SH+S+O	1	f31r	G515-E0216	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|S	NONE	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten und wählen; zur Ausführung.	Halte und wähle; zur Ausführung.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
124	shtchy	SH+T+CH+Y	1	f4r	G515-E0014	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|T|CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten halten, einstellen und nehmen.	Halte den Pflanzenposten, stelle den Pflanzenposten ein und nimm den Pflanzenposten.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
125	shyshol	SH+Y+SH+OL	1	f4r	G515-E0055	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten zweimal halten; fortsetzen.	Halte den Pflanzenposten und halte den Pflanzenposten; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
126	shytchy	SH+Y+T+CH+Y	1	f4r	G515-E0037	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|T|CH	Y|Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Beide Posten halten, einstellen und nehmen.	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen], stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
127	soaiin	S+O+AIIN	1	f20v	G515-E0123	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	S	AIIN	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Wert wählen; zur Ausführung.	Wähle den Arbeitswert; zur Ausführung.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
128	tcheo	T+CH+E+O	1	f66r	G515-E0531	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	T|CH	NONE	NONE	AIIN	NONE	2	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Einstellen und nehmen; auf Grad I; zur Ausführung.	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
129	tocpheey	T+O+CH+P+EE+Y	1	f66r	G515-E0358	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	T|CH|P	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten einstellen, nehmen und einsetzen; zur Ausführung; auf Grad II.	Lege den laufenden Eintrag fest, entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; zur Ausführung und auf Grad II.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
130	todeeey	T+O+D_ADDR+EEE+Y	1	f66r	G515-E0481	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	T	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten einstellen; zur Ausführung; hier; auf Grad III.	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
131	tolchedy	T+OL+CHD+DY	1	f66r	G515-E0526	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	T|CHD	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Einstellen und bearbeiten; fortsetzen; abschließen.	Lege den laufenden Eintrag [wie zuvor] fest und bearbeite den laufenden Eintrag [wie zuvor]; führe fort; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
132	tolshy	T+OL+SH+Y	1	f20v	G515-E0092	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	T|SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten einstellen und halten; fortsetzen.	Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
133	tosheo	T+O+SH+E+O	1	f66r	G515-E0472	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	T|SH	NONE	NONE	OR	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Einstellen und halten; zur Ausführung; auf Grad I; erneut zur Ausführung.	Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen].	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
134	tshokeody	T+SH+OK+E+O+D_ADDR+Y	1	f31r	G515-E0188	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	T|SH|OK	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten einstellen, halten und setzen; auf Grad I; zur Ausführung; hier.	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
135	tydy	T+Y+DY	1	f4r	G515-E0035	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	T	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten einstellen; abschließen.	Stelle den Pflanzenposten ein; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
136	yches	Y+CH+E+S	1	f31r	G515-E0233	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	CH|S	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten nehmen und wählen; auf Grad I.	Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
137	ykeedar	Y+K+EE+D_ADDR+AR	1	f31r	G515-E0196	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben; auf Grad II; hier; vom Ausgang.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
138	ykesho	Y+K+E+SH+O	1	f66r	G515-E0428	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K|SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben und halten; auf Grad I; zur Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
139	ykoiin	Y+K+O+IIN	1	f20v	G515-E0076	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben; zur Ausführung; auf der bezeichneten Stufe.	Gib den Pflanzenposten zu; zur Ausführung und auf der bezeichneten Stufe.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
140	ykshedy	Y+K+SH+E+DY	1	f66r	G515-E0318	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K|SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben und halten; auf Grad I; abschließen.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
141	ypches	Y+P+CH+E+S	1	f66r	G515-E0306	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	P|CH|S	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten einsetzen, nehmen und wählen; auf Grad I.	Setze den laufenden Eintrag ein, entnimm den laufenden Eintrag und wähle den laufenden Eintrag; auf Grad I.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
