instruction_id	clause_id	physical_page	register	instruction_order	phase	start_event	end_event	event_count	minimal_verb_sequence	current_fluent_de
P917-I0571	P915-C127	f75r	BIOLOGICAL	1	CONDITION	P912-E0843	P912-E0844	2	SHED	Als eine Portion absetzen; fertig.
P917-I0572	P915-C128	f75r	BIOLOGICAL	1	TRANSFER	P912-E0845	P912-E0846	2	CHD	Danach weiter diesen Posten umsetzen.
P917-I0573	P915-C128	f75r	BIOLOGICAL	2	CONTEXT	P912-E0847	P912-E0847	1	NONE	Weiter den Ansatz weiterarbeiten.
P917-I0574	P915-C129	f81v	BIOLOGICAL	1	PREPARE	P912-E0858	P912-E0858	1	P	Von der Entnahmestelle einsetzen.
P917-I0575	P915-C129	f81v	BIOLOGICAL	2	CONDITION	P912-E0859	P912-E0859	1	SH	Diesen Posten kurz halten.
P917-I0576	P915-C129	f81v	BIOLOGICAL	3	PREPARE	P912-E0860	P912-E0860	1	K	Länger zugeben; fertig.
P917-I0577	P915-C130	f81v	BIOLOGICAL	1	CONDITION	P912-E0861	P912-E0861	1	SH>K	Kurz halten und zugeben zur Ziel- oder Anschlussstelle.
P917-I0578	P915-C130	f81v	BIOLOGICAL	2	PREPARE	P912-E0862	P912-E0865	4	P>CHD	Weiter aus diesem Teil von der Entnahmestelle einsetzen und umsetzen zur Ziel- oder Anschlussstelle; fertig.
P917-I0579	P915-C131	f81v	BIOLOGICAL	1	CONDITION	P912-E0866	P912-E0866	1	SH>K	Kurz halten und zugeben.
P917-I0580	P915-C131	f81v	BIOLOGICAL	2	EXECUTE	P912-E0867	P912-E0868	2	O>LSH>K	Von der lokalen Stelle als eine Portion diesen Posten kurz ausführen, spülen und zugeben mit f-Zeichen.
P917-I0581	P915-C131	f81v	BIOLOGICAL	3	PREPARE	P912-E0869	P912-E0869	1	OK	Kurz ansetzen; fertig.
P917-I0582	P915-C132	f81v	BIOLOGICAL	1	PREPARE	P912-E0870	P912-E0870	1	OK	Nach Sollmaß ansetzen.
P917-I0583	P915-C132	f81v	BIOLOGICAL	2	PREPARE	P912-E0871	P912-E0871	1	K	Zugeben entlang des Laufs.
P917-I0584	P915-C132	f81v	BIOLOGICAL	3	PREPARE	P912-E0872	P912-E0872	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0585	P915-C132	f81v	BIOLOGICAL	4	SELECT	P912-E0873	P912-E0873	1	S	Von der Entnahmestelle wählen.
P917-I0586	P915-C132	f81v	BIOLOGICAL	5	PREPARE	P912-E0874	P912-E0875	2	K	Weiter als eine Portion zugeben.
P917-I0587	P915-C132	f81v	BIOLOGICAL	6	PREPARE	P912-E0876	P912-E0876	1	K	Weiter als eine Portion zugeben.
P917-I0588	P915-C132	f81v	BIOLOGICAL	7	CONDITION	P912-E0877	P912-E0879	3	R	Weiter kennzeichnen zur Ziel- oder Anschlussstelle.
P917-I0589	P915-C132	f81v	BIOLOGICAL	8	SELECT	P912-E0880	P912-E0881	2	S	Nach Sollmaß wählen in den nächsten Lauf.
P917-I0590	P915-C132	f81v	BIOLOGICAL	9	TRANSFER	P912-E0882	P912-E0883	2	SOLK	Nach Sollmaß länger auffangen; fertig.
P917-I0591	P915-C133	f81v	BIOLOGICAL	1	PREPARE	P912-E0884	P912-E0884	1	OK	Kurz ansetzen; fertig.
P917-I0592	P915-C134	f81v	BIOLOGICAL	1	PREPARE	P912-E0885	P912-E0885	1	K	Aus diesem Teil als eine Portion diesen Posten zugeben.
P917-I0593	P915-C134	f81v	BIOLOGICAL	2	CONDITION	P912-E0886	P912-E0886	1	SH>K	Kurz halten und zugeben.
P917-I0594	P915-C134	f81v	BIOLOGICAL	3	TRANSFER	P912-E0887	P912-E0887	1	CHD	Diesen Posten umsetzen.
P917-I0595	P915-C134	f81v	BIOLOGICAL	4	CONTEXT	P912-E0888	P912-E0889	2	NONE	Weiter zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P917-I0596	P915-C135	f81v	BIOLOGICAL	1	PREPARE	P912-E0890	P912-E0890	1	OK	Nach Sollmaß ansetzen.
P917-I0597	P915-C135	f81v	BIOLOGICAL	2	PREPARE	P912-E0891	P912-E0891	1	OK	Als eine Portion ansetzen.
P917-I0598	P915-C135	f81v	BIOLOGICAL	3	CONDITION	P912-E0892	P912-E0892	1	CHK	Diesen Posten länger behandeln.
P917-I0599	P915-C135	f81v	BIOLOGICAL	4	PREPARE	P912-E0893	P912-E0895	3	K	Weiter nach Sollmaß diesen Posten zugeben.
P917-I0600	P915-C135	f81v	BIOLOGICAL	5	SELECT	P912-E0896	P912-E0899	4	CH>CTH	Als eine Portion nach Sollmaß diesen Posten entnehmen und bereitstellen.
P917-I0601	P915-C135	f81v	BIOLOGICAL	6	PREPARE	P912-E0900	P912-E0900	1	OK	Nach Sollmaß ansetzen.
P917-I0602	P915-C135	f81v	BIOLOGICAL	7	PREPARE	P912-E0901	P912-E0904	4	OK	Danach nach Sollmaß als eine Portion diesen Posten länger ansetzen durch den Durchlass; fertig.
P917-I0603	P915-C136	f81v	BIOLOGICAL	1	PREPARE	P912-E0905	P912-E0905	1	OK	Diesen Posten ansetzen.
P917-I0604	P915-C136	f81v	BIOLOGICAL	2	PREPARE	P912-E0906	P912-E0906	1	K	Von der Entnahmestelle zugeben.
P917-I0605	P915-C136	f81v	BIOLOGICAL	3	PREPARE	P912-E0907	P912-E0908	2	OK	Von der Entnahmestelle nach Sollmaß ansetzen.
P917-I0606	P915-C136	f81v	BIOLOGICAL	4	PREPARE	P912-E0909	P912-E0909	1	OK	Als eine Portion ansetzen.
P917-I0607	P915-C136	f81v	BIOLOGICAL	5	PREPARE	P912-E0910	P912-E0910	1	OK	Nach Sollmaß ansetzen.
P917-I0608	P915-C136	f81v	BIOLOGICAL	6	TRANSFER	P912-E0911	P912-E0912	2	CHD	Weiter diesen Posten umsetzen.
P917-I0609	P915-C136	f81v	BIOLOGICAL	7	PREPARE	P912-E0913	P912-E0914	2	K	Den Auszug und diesen Posten zugeben in den nächsten Lauf.
P917-I0610	P915-C136	f81v	BIOLOGICAL	8	SELECT	P912-E0915	P912-E0916	2	S	Wählen in den nächsten Lauf.
P917-I0611	P915-C136	f81v	BIOLOGICAL	9	PREPARE	P912-E0917	P912-E0918	2	OK	Nach Sollmaß als eine Portion ansetzen.
P917-I0612	P915-C136	f81v	BIOLOGICAL	10	CONTEXT	P912-E0919	P912-E0919	1	NONE	Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P917-I0613	P915-C137	f81v	BIOLOGICAL	1	CONDITION	P912-E0920	P912-E0922	3	SH	Weiter den Ansatz kurz halten durch den Durchlass zur Ziel- oder Anschlussstelle.
P917-I0614	P915-C137	f81v	BIOLOGICAL	2	PREPARE	P912-E0923	P912-E0924	2	OK	Nach Sollmaß länger ansetzen zur Ziel- oder Anschlussstelle.
P917-I0615	P915-C137	f81v	BIOLOGICAL	3	TRANSFER	P912-E0925	P912-E0927	3	CHD	Nach Sollmaß diesen Posten umsetzen durch den Durchlass; fertig.
P917-I0616	P915-C138	f81v	BIOLOGICAL	1	PREPARE	P912-E0928	P912-E0929	2	K	Weiter diesen Posten zugeben.
P917-I0617	P915-C138	f81v	BIOLOGICAL	2	CONDITION	P912-E0930	P912-E0931	2	SHED	Den Ansatz absetzen; fertig.
P917-I0618	P915-C139	f81v	BIOLOGICAL	1	CONDITION	P912-E0932	P912-E0932	1	SH	Länger halten; fertig.
P917-I0619	P915-C140	f81v	BIOLOGICAL	1	TRANSFER	P912-E0933	P912-E0933	1	SOLK	Aus diesem Teil diesen Posten länger auffangen.
P917-I0620	P915-C140	f81v	BIOLOGICAL	2	PREPARE	P912-E0934	P912-E0935	2	K	Aus diesem Teil nach Sollmaß als eine Portion zugeben.
P917-I0621	P915-C140	f81v	BIOLOGICAL	3	TRANSFER	P912-E0936	P912-E0936	1	CPH	Kurz umleiten; fertig.
P917-I0622	P915-C141	f81v	BIOLOGICAL	1	CONTEXT	P912-E0937	P912-E0937	1	NONE	Weiter weiterarbeiten; fertig.
P917-I0623	P915-C142	f81v	BIOLOGICAL	1	PREPARE	P912-E0938	P912-E0940	3	K	Weiter von der Entnahmestelle nach Sollmaß diesen Posten zugeben.
P917-I0624	P915-C142	f81v	BIOLOGICAL	2	PREPARE	P912-E0941	P912-E0941	1	OK	Diesen Posten länger ansetzen.
P917-I0625	P915-C142	f81v	BIOLOGICAL	3	SELECT	P912-E0942	P912-E0944	3	CH	Weiter nach Sollmaß den Ansatz und diesen Posten kurz entnehmen durch den Durchlass.
P917-I0626	P915-C142	f81v	BIOLOGICAL	4	CONTEXT	P912-E0945	P912-E0945	1	NONE	Auf der zweiten Stufe auf der angegebenen Stufe weiterarbeiten; fertig.
P917-I0627	P915-C143	f81v	BIOLOGICAL	1	PREPARE	P912-E0946	P912-E0946	1	P>SH	Weiter diesen Posten einsetzen und halten.
P917-I0628	P915-C143	f81v	BIOLOGICAL	2	CONDITION	P912-E0947	P912-E0947	1	SH>T	Von der lokalen Stelle aus diesem Teil diesen Posten länger halten und einstellen.
P917-I0629	P915-C143	f81v	BIOLOGICAL	3	EXECUTE	P912-E0948	P912-E0948	1	O>P	Ausführen und einsetzen unter q-Träger.
P917-I0630	P915-C143	f81v	BIOLOGICAL	4	PREPARE	P912-E0949	P912-E0949	1	OK	Länger ansetzen; fertig.
P917-I0631	P915-C144	f81v	BIOLOGICAL	1	CONTEXT	P912-E0950	P912-E0950	1	NONE	Danach kurz weiterarbeiten; fertig.
P917-I0632	P915-C145	f81v	BIOLOGICAL	1	PREPARE	P912-E0951	P912-E0951	1	OK>SH	Kurz ansetzen und halten; fertig.
P917-I0633	P915-C146	f81v	BIOLOGICAL	1	CONDITION	P912-E0952	P912-E0954	3	SH	Danach aus diesem Teil von der lokalen Stelle diesen Posten kurz halten entlang des Laufs zur Innenstelle.
P917-I0634	P915-C146	f81v	BIOLOGICAL	2	PREPARE	P912-E0955	P912-E0955	1	OK	Diesen Posten länger ansetzen.
P917-I0635	P915-C146	f81v	BIOLOGICAL	3	PREPARE	P912-E0956	P912-E0956	1	OK	Diesen Posten länger ansetzen.
P917-I0636	P915-C146	f81v	BIOLOGICAL	4	PREPARE	P912-E0957	P912-E0957	1	OK	Diesen Posten ansetzen.
P917-I0637	P915-C146	f81v	BIOLOGICAL	5	PREPARE	P912-E0958	P912-E0958	1	K	Diesen Posten länger zugeben.
P917-I0638	P915-C146	f81v	BIOLOGICAL	6	PREPARE	P912-E0959	P912-E0959	1	OK	Diesen Posten ansetzen.
P917-I0639	P915-C146	f81v	BIOLOGICAL	7	PREPARE	P912-E0960	P912-E0960	1	OK	Diesen Posten ansetzen.
P917-I0640	P915-C146	f81v	BIOLOGICAL	8	PREPARE	P912-E0961	P912-E0961	1	K	Diesen Posten zugeben in den nächsten Lauf.
P917-I0641	P915-C146	f81v	BIOLOGICAL	9	SELECT	P912-E0962	P912-E0962	1	CH	Weiter diesen Posten entnehmen.
P917-I0642	P915-C146	f81v	BIOLOGICAL	10	PREPARE	P912-E0963	P912-E0963	1	K	Diesen Posten zugeben.
P917-I0643	P915-C146	f81v	BIOLOGICAL	11	CONDITION	P912-E0964	P912-E0964	1	SH	Weiter aus diesem Teil diesen Posten halten.
P917-I0644	P915-C146	f81v	BIOLOGICAL	12	TRANSFER	P912-E0965	P912-E0967	3	CHD	Weiter diesen Posten umsetzen.
P917-I0645	P915-C146	f81v	BIOLOGICAL	13	CONDITION	P912-E0968	P912-E0968	1	SHED	Absetzen; fertig.
P917-I0646	P915-C147	f81v	BIOLOGICAL	1	PREPARE	P912-E0969	P912-E0969	1	OK	Kurz ansetzen; fertig.
P917-I0647	P915-C148	f81v	BIOLOGICAL	1	EXECUTE	P912-E0970	P912-E0970	1	T	Diesen Posten kurz einstellen; fertig.
P917-I0648	P915-C149	f81v	BIOLOGICAL	1	SELECT	P912-E0971	P912-E0971	1	CH>T	Aus diesem Teil diesen Posten kurz entnehmen und einstellen.
P917-I0649	P915-C149	f81v	BIOLOGICAL	2	PREPARE	P912-E0972	P912-E0972	1	K	Aus diesem Teil diesen Posten kurz zugeben in den nächsten Lauf.
P917-I0650	P915-C149	f81v	BIOLOGICAL	3	EXECUTE	P912-E0973	P912-E0973	1	T	Diesen Posten kurz einstellen; fertig.
P917-I0651	P915-C150	f81v	BIOLOGICAL	1	PREPARE	P912-E0974	P912-E0974	1	K>SH	Diesen Posten kurz zugeben und halten.
P917-I0652	P915-C150	f81v	BIOLOGICAL	2	SELECT	P912-E0975	P912-E0975	1	CH>S	Aus diesem Teil kurz entnehmen und wählen.
P917-I0653	P915-C150	f81v	BIOLOGICAL	3	EXECUTE	P912-E0976	P912-E0976	1	T	Diesen Posten kurz einstellen; fertig.
P917-I0654	P915-C151	f81v	BIOLOGICAL	1	EXECUTE	P912-E0977	P912-E0977	1	T	Diesen Posten kurz einstellen; fertig.
P917-I0655	P915-C152	f81v	BIOLOGICAL	1	PREPARE	P912-E0978	P912-E0979	2	K	Aus diesem Teil von der Entnahmestelle auf der zweiten Stufe diesen Posten kurz zugeben.
P917-I0656	P915-C152	f81v	BIOLOGICAL	2	PREPARE	P912-E0980	P912-E0981	2	K	Danach diesen Posten kurz zugeben; fertig.
P917-I0657	P915-C153	f81v	BIOLOGICAL	1	PREPARE	P912-E0982	P912-E0982	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0658	P915-C153	f81v	BIOLOGICAL	2	CONDITION	P912-E0983	P912-E0983	1	SH	Kurz halten; fertig.
P917-I0659	P915-C154	f81v	BIOLOGICAL	1	PREPARE	P912-E0984	P912-E0984	1	K	Aus diesem Teil diesen Posten länger zugeben.
P917-I0660	P915-C154	f81v	BIOLOGICAL	2	CONDITION	P912-E0985	P912-E0985	1	SH>K	Diesen Posten länger halten und zugeben.
P917-I0661	P915-C154	f81v	BIOLOGICAL	3	PREPARE	P912-E0986	P912-E0987	2	OK	Nach Sollmaß kurz ansetzen; fertig.
P917-I0662	P915-C155	f81v	BIOLOGICAL	1	PREPARE	P912-E0988	P912-E0988	1	OK	Aus diesem Teil länger ansetzen.
P917-I0663	P915-C155	f81v	BIOLOGICAL	2	PREPARE	P912-E0989	P912-E0989	1	OK	Kurz ansetzen; fertig.
P917-I0664	P915-C156	f81v	BIOLOGICAL	1	SELECT	P912-E0990	P912-E0990	1	CH>P>CHD	Diesen Posten entnehmen, einsetzen und umsetzen in den nächsten Lauf.
P917-I0665	P915-C156	f81v	BIOLOGICAL	2	PREPARE	P912-E0991	P912-E0991	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0666	P915-C156	f81v	BIOLOGICAL	3	TRANSFER	P912-E0992	P912-E0992	1	CHD	Diesen Posten umsetzen.
P917-I0667	P915-C156	f81v	BIOLOGICAL	4	CONDITION	P912-E0993	P912-E0994	2	SH	Weiter diesen Posten länger halten.
P917-I0668	P915-C156	f81v	BIOLOGICAL	5	SELECT	P912-E0995	P912-E0995	1	S>LSH>CTH	Von der lokalen Stelle aus diesem Teil diesen Posten wählen, spülen und bereitstellen.
P917-I0669	P915-C156	f81v	BIOLOGICAL	6	EXECUTE	P912-E0996	P912-E0996	1	O>CHD	Diesen Posten ausführen und umsetzen unter q-Träger mit f-Zeichen.
P917-I0670	P915-C156	f81v	BIOLOGICAL	7	CONDITION	P912-E0997	P912-E0997	1	R	Kennzeichnen.
P917-I0671	P915-C156	f81v	BIOLOGICAL	8	TRANSFER	P912-E0998	P912-E0998	1	CHD	Diesen Posten umsetzen.
P917-I0672	P915-C156	f81v	BIOLOGICAL	9	EXECUTE	P912-E0999	P912-E0999	1	T	Von der Entnahmestelle diesen Posten einstellen in den nächsten Lauf.
P917-I0673	P915-C156	f81v	BIOLOGICAL	10	CONDITION	P912-E1000	P912-E1001	2	SHED	Den Ansatz absetzen in den nächsten Lauf; fertig.
P917-I0674	P915-C157	f81v	BIOLOGICAL	1	EXECUTE	P912-E1002	P912-E1002	1	O	Aus diesem Teil diesen Posten länger ausführen unter q-Träger.
P917-I0675	P915-C157	f81v	BIOLOGICAL	2	CONDITION	P912-E1003	P912-E1005	3	R>SH	Weiter aus diesem Teil diesen Posten kennzeichnen und halten.
P917-I0676	P915-C157	f81v	BIOLOGICAL	3	TRANSFER	P912-E1006	P912-E1006	1	LSH	Kurz spülen; fertig.
P917-I0677	P915-C158	f81v	BIOLOGICAL	1	TRANSFER	P912-E1007	P912-E1008	2	CHD	Aus diesem Teil von der Entnahmestelle diesen Posten umsetzen.
P917-I0678	P915-C158	f81v	BIOLOGICAL	2	PREPARE	P912-E1009	P912-E1009	1	P>CHD	Diesen Posten einsetzen und umsetzen.
P917-I0679	P915-C158	f81v	BIOLOGICAL	3	CONDITION	P912-E1010	P912-E1010	1	SH>K>CHD	Halten, zugeben und umsetzen; fertig.
P917-I0680	P915-C159	f81v	BIOLOGICAL	1	TRANSFER	P912-E1011	P912-E1011	1	CHD	Diesen Posten umsetzen.
P917-I0681	P915-C159	f81v	BIOLOGICAL	2	CONDITION	P912-E1012	P912-E1013	2	SHED	Weiter absetzen; fertig.
P917-I0682	P915-C160	f81v	BIOLOGICAL	1	TRANSFER	P912-E1014	P912-E1014	1	CHD	Weiter umsetzen; fertig.
P917-I0683	P915-C161	f81v	BIOLOGICAL	1	PREPARE	P912-E1015	P912-E1015	1	OK	Als eine Portion ansetzen.
P917-I0684	P915-C161	f81v	BIOLOGICAL	2	CONDITION	P912-E1016	P912-E1018	3	R	Diesen Posten kennzeichnen durch den Durchlass in den nächsten Lauf zur Ziel- oder Anschlussstelle.
P917-I0685	P915-C161	f81v	BIOLOGICAL	3	PREPARE	P912-E1019	P912-E1019	1	OK>CHD	Ansetzen und umsetzen; fertig.
P917-I0686	P915-C162	f81v	BIOLOGICAL	1	CONDITION	P912-E1020	P912-E1022	3	CHK	Weiter diesen Posten kurz behandeln.
P917-I0687	P915-C162	f81v	BIOLOGICAL	2	CONDITION	P912-E1023	P912-E1024	2	SHED	Weiter absetzen; fertig.
P917-I0688	P915-C163	f81v	BIOLOGICAL	1	PREPARE	P912-E1025	P912-E1025	1	OK	Kurz ansetzen; fertig.
P917-I0689	P915-C164	f81v	BIOLOGICAL	1	PREPARE	P912-E1026	P912-E1026	1	OK	Kurz ansetzen; fertig.
P917-I0690	P915-C165	f81v	BIOLOGICAL	1	PREPARE	P912-E1027	P912-E1028	2	OK	Diesen Posten ansetzen durch den Durchlass.
P917-I0691	P915-C165	f81v	BIOLOGICAL	2	TRANSFER	P912-E1029	P912-E1029	1	SOLK	Diesen Posten länger auffangen.
P917-I0692	P915-C165	f81v	BIOLOGICAL	3	CONDITION	P912-E1030	P912-E1031	2	SHED	Weiter absetzen; fertig.
P917-I0693	P915-C166	f81v	BIOLOGICAL	1	PREPARE	P912-E1032	P912-E1032	1	OK	Von der Entnahmestelle ansetzen.
P917-I0694	P915-C166	f81v	BIOLOGICAL	2	CONDITION	P912-E1033	P912-E1033	1	SH	Diesen Posten halten durch den Durchlass.
P917-I0695	P915-C166	f81v	BIOLOGICAL	3	CONTEXT	P912-E1034	P912-E1034	1	NONE	Aus diesem Teil kurz weiterarbeiten; fertig.
P917-I0696	P915-C167	f81v	BIOLOGICAL	1	PREPARE	P912-E1035	P912-E1035	1	OK	Von der Entnahmestelle ansetzen.
P917-I0697	P915-C167	f81v	BIOLOGICAL	2	PREPARE	P912-E1036	P912-E1036	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0698	P915-C167	f81v	BIOLOGICAL	3	EXECUTE	P912-E1037	P912-E1039	3	O>CTH	Weiter aus diesem Teil diesen Posten kurz ausführen und bereitstellen unter q-Träger.
P917-I0699	P915-C167	f81v	BIOLOGICAL	4	CONDITION	P912-E1040	P912-E1040	1	CHK	Behandeln zur Ziel- oder Anschlussstelle.
P917-I0700	P915-C167	f81v	BIOLOGICAL	5	TRANSFER	P912-E1041	P912-E1041	1	CHD	Diesen Posten umsetzen.
P917-I0701	P915-C167	f81v	BIOLOGICAL	6	PREPARE	P912-E1042	P912-E1042	1	OK	Kurz ansetzen; fertig.
P917-I0702	P915-C168	f81v	BIOLOGICAL	1	TRANSFER	P912-E1043	P912-E1043	1	LSH>T	Diesen Posten kurz spülen und einstellen.
P917-I0703	P915-C168	f81v	BIOLOGICAL	2	CONTEXT	P912-E1044	P912-E1044	1	NONE	Weiter weiterarbeiten; fertig.
P917-I0704	P915-C169	f81v	BIOLOGICAL	1	EXECUTE	P912-E1045	P912-E1045	1	T	Kurz einstellen in den nächsten Lauf; fertig.
P917-I0705	P915-C170	f81v	BIOLOGICAL	1	TRANSFER	P912-E1046	P912-E1047	2	LSH>O	Danach als eine Portion spülen und ausführen.
P917-I0706	P915-C170	f81v	BIOLOGICAL	2	PREPARE	P912-E1048	P912-E1048	1	OK	Diesen Posten kurz ansetzen.
P917-I0707	P915-C170	f81v	BIOLOGICAL	3	TRANSFER	P912-E1049	P912-E1049	1	LSH	Kurz spülen; fertig.
P917-I0708	P915-C171	f81v	BIOLOGICAL	1	TRANSFER	P912-E1050	P912-E1050	1	LSH	Kurz spülen; fertig.
P917-I0709	P915-C172	f81v	BIOLOGICAL	1	TRANSFER	P912-E1051	P912-E1051	1	CHD	Diesen Posten umsetzen.
P917-I0710	P915-C172	f81v	BIOLOGICAL	2	TRANSFER	P912-E1052	P912-E1052	1	SOLK	Diesen Posten auffangen.
P917-I0711	P915-C172	f81v	BIOLOGICAL	3	TRANSFER	P912-E1053	P912-E1053	1	CHD	Umsetzen in den nächsten Lauf zur Ziel- oder Anschlussstelle.
P917-I0712	P915-C172	f81v	BIOLOGICAL	4	PREPARE	P912-E1054	P912-E1056	3	OK	Weiter danach von der Entnahmestelle ansetzen zur Ziel- oder Anschlussstelle.
P917-I0713	P915-C172	f81v	BIOLOGICAL	5	EXECUTE	P912-E1057	P912-E1058	2	O	Weiter auf der angegebenen Stufe ausführen.
P917-I0714	P915-C172	f81v	BIOLOGICAL	6	CONDITION	P912-E1059	P912-E1059	1	SH	Diesen Posten länger halten.
P917-I0715	P915-C172	f81v	BIOLOGICAL	7	TRANSFER	P912-E1060	P912-E1061	2	CHD	Umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf; fertig.
P917-I0716	P915-C173	f81v	BIOLOGICAL	1	TRANSFER	P912-E1062	P912-E1062	1	CHD	Diesen Posten umsetzen.
P917-I0717	P915-C173	f81v	BIOLOGICAL	2	SELECT	P912-E1063	P912-E1063	1	S>CH>T>T	Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen, entnehmen und einstellen zur Ziel- oder Anschlussstelle.
P917-I0718	P915-C173	f81v	BIOLOGICAL	3	CONDITION	P912-E1064	P912-E1064	1	SH	Weiter halten.
P917-I0719	P915-C173	f81v	BIOLOGICAL	4	EXECUTE	P912-E1065	P912-E1065	1	T>CH	Diesen Posten kurz einstellen und entnehmen unter q-Träger.
P917-I0720	P915-C173	f81v	BIOLOGICAL	5	PREPARE	P912-E1066	P912-E1066	1	K	Nach Sollmaß diesen Posten zugeben.
P917-I0721	P915-C173	f81v	BIOLOGICAL	6	PREPARE	P912-E1067	P912-E1067	1	K	Weiter als eine Portion zugeben.
P917-I0722	P915-C173	f81v	BIOLOGICAL	7	CONDITION	P912-E1068	P912-E1068	1	SHED	Absetzen; fertig.
P917-I0723	P915-C174	f81v	BIOLOGICAL	1	PREPARE	P912-E1069	P912-E1069	1	OK	Diesen Posten ansetzen.
P917-I0724	P915-C174	f81v	BIOLOGICAL	2	TRANSFER	P912-E1070	P912-E1070	1	CHD	Aus diesem Teil diesen Posten umsetzen.
P917-I0725	P915-C174	f81v	BIOLOGICAL	3	CONDITION	P912-E1071	P912-E1071	1	R	Weiter kennzeichnen.
P917-I0726	P915-C174	f81v	BIOLOGICAL	4	CONDITION	P912-E1072	P912-E1072	1	CTH	Weiter aus diesem Teil diesen Posten bereitstellen.
P917-I0727	P915-C174	f81v	BIOLOGICAL	5	EXECUTE	P912-E1073	P912-E1073	1	T	Diesen Posten kurz einstellen.
P917-I0728	P915-C174	f81v	BIOLOGICAL	6	PREPARE	P912-E1074	P912-E1074	1	OK>CHD	Ansetzen und umsetzen; fertig.
P917-I0729	P915-C175	f81v	BIOLOGICAL	1	PREPARE	P912-E1075	P912-E1075	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0730	P915-C175	f81v	BIOLOGICAL	2	PREPARE	P912-E1076	P912-E1076	1	OK	Diesen Posten länger ansetzen.
P917-I0731	P915-C175	f81v	BIOLOGICAL	3	SELECT	P912-E1077	P912-E1078	2	CH	Weiter aus diesem Teil diesen Posten länger entnehmen.
P917-I0732	P915-C175	f81v	BIOLOGICAL	4	SELECT	P912-E1079	P912-E1079	1	S	Wählen zur Ziel- oder Anschlussstelle.
P917-I0733	P915-C175	f81v	BIOLOGICAL	5	TRANSFER	P912-E1080	P912-E1081	2	CHD	Weiter kurz umsetzen; fertig.
P917-I0734	P915-C176	f81v	BIOLOGICAL	1	EXECUTE	P912-E1082	P912-E1083	2	O>SHED	Diesen Posten ausführen und absetzen in den nächsten Lauf.
P917-I0735	P915-C176	f81v	BIOLOGICAL	2	CONTEXT	P912-E1084	P912-E1084	1	NONE	Danach kurz weiterarbeiten; fertig.
P917-I0736	P915-C177	f81v	BIOLOGICAL	1	CONDITION	P912-E1085	P912-E1085	1	SH	Weiter halten.
P917-I0737	P915-C177	f81v	BIOLOGICAL	2	TRANSFER	P912-E1086	P912-E1086	1	CHD	Diesen Posten umsetzen.
P917-I0738	P915-C177	f81v	BIOLOGICAL	3	CONDITION	P912-E1087	P912-E1088	2	SH	Diesen Posten halten.
P917-I0739	P915-C177	f81v	BIOLOGICAL	4	TRANSFER	P912-E1089	P912-E1092	4	CHD	Weiter diesen Posten umsetzen.
P917-I0740	P915-C177	f81v	BIOLOGICAL	5	EXECUTE	P912-E1093	P912-E1093	1	T>CHD	Einstellen und umsetzen.
P917-I0741	P915-C177	f81v	BIOLOGICAL	6	PREPARE	P912-E1094	P912-E1094	1	OK	Diesen Posten ansetzen.
P917-I0742	P915-C177	f81v	BIOLOGICAL	7	SELECT	P912-E1095	P912-E1096	2	CH>T	Weiter von der Entnahmestelle kurz entnehmen und einstellen.
P917-I0743	P915-C177	f81v	BIOLOGICAL	8	EXECUTE	P912-E1097	P912-E1097	1	O	Auf der angegebenen Stufe ausführen.
P917-I0744	P915-C177	f81v	BIOLOGICAL	9	PREPARE	P912-E1098	P912-E1098	1	OK	Kurz ansetzen; fertig.
P917-I0745	P915-C178	f81v	BIOLOGICAL	1	CONDITION	P912-E1099	P912-E1100	2	SH	Diesen Posten kurz halten zur Ziel- oder Anschlussstelle.
P917-I0746	P915-C178	f81v	BIOLOGICAL	2	PREPARE	P912-E1101	P912-E1101	1	K	Weiter kurz zugeben.
P917-I0747	P915-C178	f81v	BIOLOGICAL	3	TRANSFER	P912-E1102	P912-E1102	1	SOLK	Länger auffangen; fertig.
P917-I0748	P915-C179	f81v	BIOLOGICAL	1	PREPARE	P912-E1103	P912-E1103	1	OK	Weiter kurz ansetzen.
P917-I0749	P915-C179	f81v	BIOLOGICAL	2	CONDITION	P912-E1104	P912-E1104	1	SH	Weiter kurz halten.
P917-I0750	P915-C179	f81v	BIOLOGICAL	3	EXECUTE	P912-E1105	P912-E1105	1	O	Auf der angegebenen Stufe ausführen.
P917-I0751	P915-C179	f81v	BIOLOGICAL	4	TRANSFER	P912-E1106	P912-E1106	1	SOLK	Länger auffangen; fertig.
P917-I0752	P915-C180	f81v	BIOLOGICAL	1	EXECUTE	P912-E1107	P912-E1107	1	T	Kurz einstellen; fertig.
P917-I0753	P915-C181	f81v	BIOLOGICAL	1	CONDITION	P912-E1108	P912-E1108	1	CHK	Diesen Posten kurz behandeln.
