clause_id	physical_page	register	start_event	end_event	events	instructions	crosses_physical_line	end_reason	phase_run_sequence	phase_runs	verb_counts	source_quantity_inventory	target_path_inventory	grade_inventory	natural_process_summary_de
P915-C149	f81v	BIOLOGICAL	P912-E0971	P912-E0973	3	3	NO	LICENSED_DY_CLOSE	SELECTx1>PREPAREx1>EXECUTEx1	3	T:2;CH:1;K:1	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× einstellen, 1× entnehmen, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C150	f81v	BIOLOGICAL	P912-E0974	P912-E0976	3	3	NO	LICENSED_DY_CLOSE	PREPAREx1>SELECTx1>EXECUTEx1	3	K:1;SH:1;CH:1;S:1;T:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben, 1× halten, 1× entnehmen, 1× auswählen, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C151	f81v	BIOLOGICAL	P912-E0977	P912-E0977	1	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	T:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C152	f81v	BIOLOGICAL	P912-E0978	P912-E0981	4	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	K:2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C153	f81v	BIOLOGICAL	P912-E0982	P912-E0983	2	2	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SH:1	NONE	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C154	f81v	BIOLOGICAL	P912-E0984	P912-E0987	4	3	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>PREPAREx1	3	K:2;SH:1;OK:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben, 1× halten, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C155	f81v	BIOLOGICAL	P912-E0988	P912-E0989	2	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	OK:2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C156	f81v	BIOLOGICAL	P912-E0990	P912-E1001	12	10	YES	LICENSED_DY_CLOSE	SELECTx1>PREPAREx1>TRANSFERx1>CONDITIONx1>SELECTx1>EXECUTEx1>CONDITIONx1>TRANSFERx1>EXECUTEx1>CONDITIONx1	10	CHD:4;CH:1;P:1;OK:1;SH:1;S:1;LSH:1;CTH:1;O:1;R:1;T:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Ansatz	Ziel- oder Anschlussstelle;weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× umsetzen, 1× entnehmen, 1× einsetzen, 1× ansetzen, 1× halten, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C157	f81v	BIOLOGICAL	P912-E1002	P912-E1006	5	3	NO	LICENSED_DY_CLOSE	EXECUTEx1>CONDITIONx1>TRANSFERx1	3	O:1;R:1;SH:1;LSH:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× kennzeichnen, 1× halten, 1× spülen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C158	f81v	BIOLOGICAL	P912-E1007	P912-E1010	4	3	YES	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1>CONDITIONx1	3	CHD:3;P:1;SH:1;K:1	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× umsetzen, 1× einsetzen, 1× halten, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
P915-C159	f81v	BIOLOGICAL	P912-E1011	P912-E1013	3	2	NO	LICENSED_DY_CLOSE	TRANSFERx1>CONDITIONx1	2	CHD:1;SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C160	f81v	BIOLOGICAL	P912-E1014	P912-E1014	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C161	f81v	BIOLOGICAL	P912-E1015	P912-E1019	5	3	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>PREPAREx1	3	OK:2;R:1;CHD:1	Portion	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× kennzeichnen, 1× umsetzen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Danach wird der Arbeitsschritt geschlossen.
P915-C162	f81v	BIOLOGICAL	P912-E1020	P912-E1024	5	2	NO	LICENSED_DY_CLOSE	CONDITIONx2	1	CHK:1;SHED:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln, 1× absetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C163	f81v	BIOLOGICAL	P912-E1025	P912-E1025	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C164	f81v	BIOLOGICAL	P912-E1026	P912-E1026	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C165	f81v	BIOLOGICAL	P912-E1027	P912-E1031	5	3	YES	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1>CONDITIONx1	3	OK:1;SOLK:1;SHED:1	NONE	Durchlass	länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× auffangen, 1× absetzen. Der Gang führt über Durchlass. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C166	f81v	BIOLOGICAL	P912-E1032	P912-E1034	3	3	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>CONTEXTx1	3	OK:1;SH:1	Entnahmestelle oder bezeichnetes Teil	Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C167	f81v	BIOLOGICAL	P912-E1035	P912-E1042	8	6	YES	LICENSED_DY_CLOSE	PREPAREx2>EXECUTEx1>CONDITIONx1>TRANSFERx1>PREPAREx1	5	OK:3;O:1;CTH:1;CHK:1;CHD:1	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 1× ausführen, 1× bereitstellen, 1× behandeln, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C168	f81v	BIOLOGICAL	P912-E1043	P912-E1044	2	2	NO	LICENSED_DY_CLOSE	TRANSFERx1>CONTEXTx1	2	LSH:1;T:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× spülen, 1× einstellen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C169	f81v	BIOLOGICAL	P912-E1045	P912-E1045	1	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	T:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C170	f81v	BIOLOGICAL	P912-E1046	P912-E1049	4	3	YES	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1>TRANSFERx1	3	LSH:2;O:1;OK:1	Portion	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× spülen, 1× ausführen, 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C171	f81v	BIOLOGICAL	P912-E1050	P912-E1050	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	LSH:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× spülen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C172	f81v	BIOLOGICAL	P912-E1051	P912-E1061	11	7	YES	LICENSED_DY_CLOSE	TRANSFERx3>PREPAREx1>EXECUTEx1>CONDITIONx1>TRANSFERx1	5	CHD:3;SOLK:1;OK:1;O:1;SH:1	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle;weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× umsetzen, 1× auffangen, 1× ansetzen, 1× ausführen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C173	f81v	BIOLOGICAL	P912-E1062	P912-E1068	7	7	YES	LICENSED_DY_CLOSE	TRANSFERx1>SELECTx1>CONDITIONx1>EXECUTEx1>PREPAREx2>CONDITIONx1	6	T:3;CH:2;K:2;CHD:1;S:1;SH:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× einstellen, 2× entnehmen, 2× zugeben, 1× umsetzen, 1× auswählen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C174	f81v	BIOLOGICAL	P912-E1069	P912-E1074	6	6	YES	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1>CONDITIONx2>EXECUTEx1>PREPAREx1	5	OK:2;CHD:2;R:1;CTH:1;T:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 2× umsetzen, 1× kennzeichnen, 1× bereitstellen, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C175	f81v	BIOLOGICAL	P912-E1075	P912-E1081	7	5	NO	LICENSED_DY_CLOSE	PREPAREx2>SELECTx2>TRANSFERx1	3	OK:2;CH:1;S:1;CHD:1	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× entnehmen, 1× auswählen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C176	f81v	BIOLOGICAL	P912-E1082	P912-E1084	3	2	YES	LICENSED_DY_CLOSE	EXECUTEx1>CONTEXTx1	2	O:1;SHED:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× absetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C177	f81v	BIOLOGICAL	P912-E1085	P912-E1098	14	9	YES	LICENSED_DY_CLOSE	CONDITIONx1>TRANSFERx1>CONDITIONx1>TRANSFERx1>EXECUTEx1>PREPAREx1>SELECTx1>EXECUTEx1>PREPAREx1	9	CHD:3;SH:2;T:2;OK:2;CH:1;O:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 9 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× umsetzen, 2× halten, 2× einstellen, 2× ansetzen, 1× entnehmen, 1× ausführen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C178	f81v	BIOLOGICAL	P912-E1099	P912-E1102	4	3	NO	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1>TRANSFERx1	3	SH:1;K:1;SOLK:1	NONE	Ziel- oder Anschlussstelle	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× zugeben, 1× auffangen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C179	f81v	BIOLOGICAL	P912-E1103	P912-E1106	4	4	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>EXECUTEx1>TRANSFERx1	4	OK:1;SH:1;O:1;SOLK:1	NONE	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten, 1× ausführen, 1× auffangen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C180	f81v	BIOLOGICAL	P912-E1107	P912-E1107	1	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	T:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C181	f81v	BIOLOGICAL	P912-E1108	P912-E1109	2	2	NO	LICENSED_DY_CLOSE	CONDITIONx2	1	CHK:1;SH:1	NONE	Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln, 1× halten. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C182	f81v	BIOLOGICAL	P912-E1110	P912-E1110	1	1	NO	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	SELECTx1	1	CH:1	NONE	Ziel- oder Anschlussstelle	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen. Der Gang führt über Ziel- oder Anschlussstelle. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C183	f82r	BIOLOGICAL	P912-E1113	P912-E1122	10	8	YES	LICENSED_DY_CLOSE	EXECUTEx1>PREPAREx1>CONDITIONx1>PREPAREx1>CONDITIONx2>TRANSFERx2	6	SH:4;OK:2;CHD:2;O:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß	Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 8 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× halten, 2× ansetzen, 2× umsetzen, 1× ausführen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C184	f82r	BIOLOGICAL	P912-E1123	P912-E1125	3	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	OK:2	Portion	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C185	f82r	BIOLOGICAL	P912-E1126	P912-E1130	5	4	YES	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1>PREPAREx1>CONTEXTx1	4	OK:2;CHD:1	NONE	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C186	f82r	BIOLOGICAL	P912-E1131	P912-E1138	8	7	YES	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1>PREPAREx2>EXECUTEx1>CONDITIONx1>CONTEXTx1	6	OK:3;SOLK:1;O:1;CTH:1;CHK:1	Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 1× auffangen, 1× ausführen, 1× bereitstellen, 1× behandeln. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C187	f82r	BIOLOGICAL	P912-E1139	P912-E1145	7	5	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>PREPAREx3	3	OK:3;SH:1;K:1;CHD:1	NONE	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 1× halten, 1× zugeben, 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C188	f82r	BIOLOGICAL	P912-E1146	P912-E1149	4	4	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>TRANSFERx1>CONTEXTx1	4	OK:1;CTH:1;CHD:1	NONE	Ziel- oder Anschlussstelle	länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× bereitstellen, 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C189	f82r	BIOLOGICAL	P912-E1150	P912-E1152	3	3	YES	LICENSED_DY_CLOSE	PREPAREx1>SELECTx1>CONDITIONx1	3	OK:1;S:1;SHED:1	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× auswählen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
P915-C190	f82r	BIOLOGICAL	P912-E1153	P912-E1160	8	6	YES	LICENSED_DY_CLOSE	CONDITIONx2>PREPAREx1>CONDITIONx1>TRANSFERx1>CONDITIONx1	5	SH:3;SHED:1;OK:1;K:1;CHD:1	Sollmaß	Ziel- oder Anschlussstelle;Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 1× absetzen, 1× ansetzen, 1× zugeben, 1× umsetzen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C191	f82r	BIOLOGICAL	P912-E1161	P912-E1163	3	3	NO	LICENSED_DY_CLOSE	SELECTx1>PREPAREx1>CONDITIONx1	3	S:1;OK:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ansetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Danach wird der Arbeitsschritt geschlossen.
P915-C192	f82r	BIOLOGICAL	P912-E1164	P912-E1164	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SH:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C193	f82r	BIOLOGICAL	P912-E1165	P912-E1170	6	5	YES	LICENSED_DY_CLOSE	PREPAREx2>CONDITIONx1>PREPAREx1>CONDITIONx1	4	OK:2;SH:2;K:1	NONE	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 2× halten, 1× zugeben. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C194	f82r	BIOLOGICAL	P912-E1171	P912-E1171	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C195	f82r	BIOLOGICAL	P912-E1172	P912-E1184	13	11	YES	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	SELECTx1>CONDITIONx2>PREPAREx1>TRANSFERx1>CONDITIONx1>PREPAREx1>CONDITIONx2>SELECTx1>PREPAREx1	9	CH:3;OK:3;O:2;R:2;SH:2;CHD:1;S:1;LSH:1;CTH:1;CHK:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 11 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× entnehmen, 3× ansetzen, 2× ausführen, 2× kennzeichnen, 2× halten, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C196	f82r	BIOLOGICAL	P912-E1186	P912-E1187	2	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	K:1;CHD:1;OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben, 1× umsetzen, 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
