gdt755_occurrence_id	surface	page	locus	token_ordinal	line_position	field_channel	boundary_complete	selected_role_axes	historical_expression	working_candidate_de	working_confidence	spoken_candidate_render_de	written_line_eva	candidate_hybrid_line_de	unmapped_tokens_preserved_as_eva	candidate_layer_not_plaintext	literal_identity	confirmed_lexeme	component_export_credit
G755-O0191	lkaiin	f86v6	f86v6.36	8	MIDDLE	DESCRIPTIVE_QUALITY	1	HOT|LEVEL_III	calide in tertio gradu	heiß im dritten Grad	C2_STRONG_EXPLORATORY	Arbeitshypothese: heiß im dritten Grad	dairal daiin qokar chol tal cthdy qokeey lkaiin olkaiin araiin	<dairal> <daiin> <qokar> <chol> <tal> <cthdy> <qokeey> [heiß im dritten Grad] <olkaiin> <araiin>	1	1	OPEN	0	0
G755-O0192	lkaiin	f86v6	f86v6.38	9	MIDDLE	QUANTITY_OR_PART	0	HOT|LEVEL_III	calide in tertio gradu	heiß im dritten Grad	C2_STRONG_EXPLORATORY	Arbeitshypothese: heiß im dritten Grad	poiin otal kal toror olaiin okeockhey olkeey qoedy lkaiin oltam	<poiin> <otal> <kal> <toror> <olaiin> <okeockhey> <olkeey> <qoedy> [heiß im dritten Grad] <oltam>	1	1	OPEN	0	0
G755-O0193	qoaiin	f86v6	f86v6.44	7	MIDDLE	DESCRIPTIVE_QUALITY	0	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	shor qoky chorolk chokaiin qoal kaiin qoaiin or aiiin ykedy	<shor> <qoky> <chorolk> <chokaiin> <qoal> <kaiin> [nimm drei Einheiten] <or> <aiiin> [warm halten oder aufbewahren]	1	1	OPEN	0	0
G755-O0194	ykedy	f86v6	f86v6.44	10	LAST	OPEN	0	HOT|MIDDLE_STAGE|CLOSE|PASS	custodiatur	warm halten oder aufbewahren	C0_FORCED_DEFAULT	Arbeitshypothese: warm halten oder aufbewahren	shor qoky chorolk chokaiin qoal kaiin qoaiin or aiiin ykedy	<shor> <qoky> <chorolk> <chokaiin> <qoal> <kaiin> [nimm drei Einheiten] <or> <aiiin> [warm halten oder aufbewahren]	1	1	OPEN	0	0
G755-O0195	air	f86v5	f86v5.12	10	MIDDLE	OPEN	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	poraiiidy otshs al ar shey tair sheody qopchesy lfar air amod	<poraiiidy> <otshs> <al> <ar> <shey> <tair> <sheody> <qopchesy> <lfar> [zweiter Teil oder Abschnitt] <amod>	1	1	OPEN	0	0
G755-O0196	lkaiin	f86v5	f86v5.18	5	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|LEVEL_III	calide in tertio gradu	heiß im dritten Grad	C2_STRONG_EXPLORATORY	Arbeitshypothese: heiß im dritten Grad	poldaiin shea teraiin otcho lkaiin os al ody qotar ytedy daiin	<poldaiin> <shea> <teraiin> <otcho> [heiß im dritten Grad] <os> <al> <ody> <qotar> <ytedy> <daiin>	1	1	OPEN	0	0
G755-O0197	ychor	f86v5	f86v5.20	1	FIRST	OPEN	0	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil	[nimm] <ar> <aiin> <ytaly> <otaiin> <ykaiin> <otal> <ytar> <aiin> <ytaiiil>	1	1	OPEN	0	0
G755-O0198	cthody	f87r	f87r.5	4	MIDDLE	MATERIA_OR_INGREDIENT	0	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	daiin ctheey ckheckhy cthody chor s al dar chor	<daiin> <ctheey> <ckheckhy> [Salbe] <chor> <s> <al> <dar> <chor>	1	1	OPEN	0	0
G755-O0199	okeol	f87r	f87r.14	4	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	daiin shol cthey okeol cheor okeeo daiim	<daiin> <shol> <cthey> [heiß im zweiten Grad] <cheor> <okeeo> <daiim>	1	1	OPEN	0	0
G755-O0200	otaly	f88r	f88r.6	1	SINGLE	OPEN	1	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	otaly	[kalt im ersten Grad]	1	1	OPEN	0	0
G755-O0201	qockhey	f88r	f88r.7	3	MIDDLE	DESCRIPTIVE_MATERIA	0	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	misce	mische	C0_FORCED_DEFAULT	Arbeitshypothese: mische	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol	<dorsheoy> <ctheol> [mische] <dory> <sheor> <sholfchor> <dal> <chcthol>	1	1	OPEN	0	0
G755-O0202	qokeol	f88r	f88r.10	1	FIRST	OPEN	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	qokeol cheol saiin cheos cheol doleeey or cheom cheojam	[heiß im zweiten Grad] <cheol> <saiin> <cheos> <cheol> <doleeey> <or> <cheom> <cheojam>	1	1	OPEN	0	0
G755-O0203	qokeol	f88r	f88r.21	4	MIDDLE	MATERIA_OR_INGREDIENT	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	teol chor olsheody qokeol shoy ol sheeol sheoldg	<teol> <chor> <olsheody> [heiß im zweiten Grad] <shoy> <ol> <sheeol> <sheoldg>	1	1	OPEN	0	0
G755-O0204	qoaiin	f88v	f88v.8	1	FIRST	DESCRIPTIVE_MATERIA	0	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	qoaiin cheoy olcheody qoekeol cho chckhy qoeey key cheokam	[nimm drei Einheiten] <cheoy> <olcheody> <qoekeol> <cho> <chckhy> <qoeey> <key> <cheokam>	1	1	OPEN	0	0
G755-O0205	chees	f88v	f88v.16	6	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	<ysheod> <sheo> <sheody> <qokeody> <qoky> [vollständig getrocknet] <cheody> <qokeody> <dal>	1	1	OPEN	0	0
G755-O0206	chees	f88v	f88v.23	6	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	tol keeodaiin qoky sheol daiin chees aiin chokar daimd	<tol> <keeodaiin> <qoky> <sheol> <daiin> [vollständig getrocknet] <aiin> <chokar> <daimd>	1	1	OPEN	0	0
G755-O0207	qokeol	f89r1	f89r1.8	1	FIRST	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	qokeol chol qodaiin chol cheody qokechy daiin ctheody dam	[heiß im zweiten Grad] <chol> <qodaiin> <chol> <cheody> <qokechy> <daiin> <ctheody> <dam>	1	1	OPEN	0	0
G755-O0208	air	f89r1	f89r1.20	4	MIDDLE	PRESCRIPTIVE_RECIPE	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	daim cheom qoay air cheody ldain dal chom chtaii	<daim> <cheom> <qoay> [zweiter Teil oder Abschnitt] <cheody> <ldain> <dal> <chom> <chtaii>	1	1	OPEN	0	0
G755-O0209	cthody	f89v1	f89v1.6	5	MIDDLE	PRESCRIPTIVE_RECIPE	0	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	dor sheey qokol cheol cthody qockhy dain yteey otar cthol	<dor> <sheey> <qokol> <cheol> [Salbe] <qockhy> <dain> <yteey> <otar> <cthol>	1	1	OPEN	0	0
G755-O0210	okeol	f89v1	f89v1.17	8	MIDDLE	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	sal shol ykol daram sholckhy dolchey dalshdy okeol dalchy	<sal> <shol> <ykol> <daram> <sholckhy> <dolchey> <dalshdy> [heiß im zweiten Grad] <dalchy>	1	1	OPEN	0	0
G755-O0211	cthody	f89v1	f89v1.19	8	MIDDLE	DESCRIPTIVE_MATERIA	0	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	sar a daiin ckhy qotchy okol ycheo cthody okol olkaycthy	<sar> <a> <daiin> <ckhy> <qotchy> <okol> <ycheo> [Salbe] <okol> <olkaycthy>	1	1	OPEN	0	0
G755-O0212	qokeol	f90r1	f90r1.1	2	MIDDLE	OPEN	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	poleeol qokeol qokchod choly cthog	<poleeol> [heiß im zweiten Grad] <qokchod> <choly> <cthog>	1	1	OPEN	0	0
G755-O0213	okeol	f93r	f93r.11	1	FIRST	PRESCRIPTIVE_RECIPE	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	okeol oteol s odam sheo al sal	[heiß im zweiten Grad] <oteol> <s> <odam> <sheo> <al> <sal>	1	1	OPEN	0	0
G755-O0214	ychor	f93r	f93r.28	1	FIRST	PRESCRIPTIVE_RECIPE	1	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor odol chodaiin s	[nimm] <odol> <chodaiin> <s>	1	1	OPEN	0	0
G755-O0215	cthody	f93v	f93v.6	6	MIDDLE	MATERIA_OR_INGREDIENT	0	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	ytchl ckhol qochocthy ctho chkeey cthody s dar sheyokam	<ytchl> <ckhol> <qochocthy> <ctho> <chkeey> [Salbe] <s> <dar> <sheyokam>	1	1	OPEN	0	0
G755-O0216	otaly	f94r	f94r.6	4	MIDDLE	OPEN	0	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	saiin choky qotchdy otaly chedy dal dy chckhaiin chk qof	<saiin> <choky> <qotchdy> [kalt im ersten Grad] <chedy> <dal> <dy> <chckhaiin> <chk> <qof>	1	1	OPEN	0	0
G755-O0217	air	f94v	f94v.10	2	MIDDLE	OPEN	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	ol air cheey okchaiin shy tararain otody qodar oteey dar	<ol> [zweiter Teil oder Abschnitt] <cheey> <okchaiin> <shy> <tararain> <otody> <qodar> <oteey> <dar>	1	1	OPEN	0	0
G755-O0218	ykol	f94v	f94v.11	6	MIDDLE	DESCRIPTIVE_QUALITY	0	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	todaiin shy qokar chetaiin chdy ykol qoky or eedy oky	<todaiin> <shy> <qokar> <chetaiin> <chdy> [heißes Heilmittel] <qoky> <or> <eedy> <oky>	1	1	OPEN	0	0
G755-O0219	chky	f95r1	f95r1.3	7	MIDDLE	OPEN	1	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	teodaiin oekeey qokees ody chekaiin chekaiin chky chaiin	<teodaiin> <oekeey> <qokees> <ody> <chekaiin> <chekaiin> [heiß und trocken im ersten Grad] <chaiin>	1	1	OPEN	0	0
G755-O0220	ykedy	f95r1	f95r1.10	6	MIDDLE	OPEN	0	HOT|MIDDLE_STAGE|CLOSE|PASS	custodiatur	warm halten oder aufbewahren	C0_FORCED_DEFAULT	Arbeitshypothese: warm halten oder aufbewahren	daiin chckhy okaiin chckhy daiin ykedy epiin okaraiin ls	<daiin> <chckhy> <okaiin> <chckhy> <daiin> [warm halten oder aufbewahren] <epiin> <okaraiin> <ls>	1	1	OPEN	0	0
G755-O0221	okam	f95r2	f95r2.2	10	LAST	DESCRIPTIVE_MATERIA	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	daiin shody chkain chol chckhy otain oty oteedy kar okam	<daiin> <shody> <chkain> <chol> <chckhy> <otain> <oty> <oteedy> <kar> [eine Drachme]	1	1	OPEN	0	0
G755-O0222	qokeol	f96r	f96r.5	6	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	daiin chodaiin cthey tol sheor qokeol okol	<daiin> <chodaiin> <cthey> <tol> <sheor> [heiß im zweiten Grad] <okol>	1	1	OPEN	0	0
G755-O0223	cthody	f96r	f96r.9	3	MIDDLE	DESCRIPTIVE_MATERIA	1	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	todar sheo cthody shokocfhy chopcho dory	<todar> <sheo> [Salbe] <shokocfhy> <chopcho> <dory>	1	1	OPEN	0	0
G755-O0224	okeol	f99r	f99r.17	5	MIDDLE	PRESCRIPTIVE_RECIPE	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	dcheor chr al yckhy okeol ckhor oraiin chor qokeeor chory	<dcheor> <chr> <al> <yckhy> [heiß im zweiten Grad] <ckhor> <oraiin> <chor> <qokeeor> <chory>	1	1	OPEN	0	0
G755-O0225	ykol	f99r	f99r.18	3	MIDDLE	MATERIA_OR_INGREDIENT	0	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	qokeor chol ykol cheey chody ckhol daiin okeoly daiin ckhy	<qokeor> <chol> [heißes Heilmittel] <cheey> <chody> <ckhol> <daiin> <okeoly> <daiin> <ckhy>	1	1	OPEN	0	0
G755-O0226	okeol	f99r	f99r.28	7	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	kodaiin opchey qoky dar otchor opsho okeol sheol oteoefol	<kodaiin> <opchey> <qoky> <dar> <otchor> <opsho> [heiß im zweiten Grad] <sheol> <oteoefol>	1	1	OPEN	0	0
G755-O0227	okeol	f99r	f99r.29	4	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	dsheol ckhey ckheol okeol ctheol qokey ckhol okeol okeey dald	<dsheol> <ckhey> <ckheol> [heiß im zweiten Grad] <ctheol> <qokey> <ckhol> <okeol> <okeey> <dald>	1	1	OPEN	0	0
G755-O0228	chees	f99r	f99r.31	1	FIRST	DESCRIPTIVE_MATERIA	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	chees okeey qotol sheol daiin qotol okeol	[vollständig getrocknet] <okeey> <qotol> <sheol> <daiin> <qotol> [heiß im zweiten Grad]	1	1	OPEN	0	0
G755-O0229	okeol	f99r	f99r.31	7	LAST	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	chees okeey qotol sheol daiin qotol okeol	[vollständig getrocknet] <okeey> <qotol> <sheol> <daiin> <qotol> [heiß im zweiten Grad]	1	1	OPEN	0	0
G755-O0230	air	f99r	f99r.44	8	MIDDLE	PRESCRIPTIVE_RECIPE	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	qokey chkeey chey ckhey ckhey ykeey oiin air chody oeksa	<qokey> <chkeey> <chey> <ckhey> <ckhey> <ykeey> <oiin> [zweiter Teil oder Abschnitt] <chody> <oeksa>	1	1	OPEN	0	0
G755-O0231	okeol	f99r	f99r.48	2	MIDDLE	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	<ykeol> [heiß im zweiten Grad] <ockhey> <chol> <cheodal> <okeo> <r> <alcheeg> <orar>	1	1	OPEN	0	0
G755-O0232	ychor	f99r	f99r.52	1	FIRST	MATERIA_OR_INGREDIENT	1	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor ols or agairom	[nimm] <ols> <or> <agairom>	1	1	OPEN	0	0
G755-O0233	otaly	f99v	f99v.6	1	SINGLE	OPEN	1	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	otaly	[kalt im ersten Grad]	1	1	OPEN	0	0
G755-O0234	qokeol	f99v	f99v.11	4	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	okoiin choty qokchol qokeol okoldy qoldy toly daiin	<okoiin> <choty> <qokchol> [heiß im zweiten Grad] <okoldy> <qoldy> <toly> <daiin>	1	1	OPEN	0	0
G755-O0235	qokeol	f99v	f99v.12	2	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	qokeo qokeol chockhy otol daiin oty otoey da chor aiin	<qokeo> [heiß im zweiten Grad] <chockhy> <otol> <daiin> <oty> <otoey> <da> <chor> <aiin>	1	1	OPEN	0	0
G755-O0236	okeol	f99v	f99v.22	7	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	<doiin> <otey> <o> <keeol> <s> <aiin> [heiß im zweiten Grad] [heiß im zweiten Grad] <ctheol> [heiß im zweiten Grad] <dy> <qokaiin>	1	1	OPEN	0	0
G755-O0237	qokeol	f99v	f99v.22	8	MIDDLE	MATERIA_OR_INGREDIENT	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	<doiin> <otey> <o> <keeol> <s> <aiin> [heiß im zweiten Grad] [heiß im zweiten Grad] <ctheol> [heiß im zweiten Grad] <dy> <qokaiin>	1	1	OPEN	0	0
G755-O0238	qokeol	f99v	f99v.22	10	MIDDLE	MATERIA_OR_INGREDIENT	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	<doiin> <otey> <o> <keeol> <s> <aiin> [heiß im zweiten Grad] [heiß im zweiten Grad] <ctheol> [heiß im zweiten Grad] <dy> <qokaiin>	1	1	OPEN	0	0
G755-O0239	okeol	f99v	f99v.23	7	MIDDLE	OPEN	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom	<qokeey> <chol> <okeoldy> <qokol> <qokeolo> <lchol> [heiß im zweiten Grad] <sheodol> <qokeechom>	1	1	OPEN	0	0
G755-O0240	qockhey	f99v	f99v.34	5	MIDDLE	PRESCRIPTIVE_RECIPE	0	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	misce	mische	C0_FORCED_DEFAULT	Arbeitshypothese: mische	yoiin ol ol olaiin qockhey qokol olshy qokeeor or aiin doldam	<yoiin> <ol> <ol> <olaiin> [mische] <qokol> <olshy> <qokeeor> <or> <aiin> <doldam>	1	1	OPEN	0	0
G755-O0241	qokeol	f99v	f99v.38	3	MIDDLE	PRESCRIPTIVE_RECIPE	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ol cheey qokeol okeol okeol shokol ykey	<ol> <cheey> [heiß im zweiten Grad] [heiß im zweiten Grad] [heiß im zweiten Grad] <shokol> <ykey>	1	1	OPEN	0	0
G755-O0242	okeol	f99v	f99v.38	4	MIDDLE	PRESCRIPTIVE_RECIPE	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ol cheey qokeol okeol okeol shokol ykey	<ol> <cheey> [heiß im zweiten Grad] [heiß im zweiten Grad] [heiß im zweiten Grad] <shokol> <ykey>	1	1	OPEN	0	0
G755-O0243	okeol	f99v	f99v.38	5	MIDDLE	PRESCRIPTIVE_RECIPE	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ol cheey qokeol okeol okeol shokol ykey	<ol> <cheey> [heiß im zweiten Grad] [heiß im zweiten Grad] [heiß im zweiten Grad] <shokol> <ykey>	1	1	OPEN	0	0
G755-O0244	okeol	f99v	f99v.39	6	LAST	MATERIA_OR_INGREDIENT	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	dar shol okchey ckhey qokololal okeol	<dar> <shol> <okchey> <ckhey> <qokololal> [heiß im zweiten Grad]	1	1	OPEN	0	0
G755-O0245	qokeol	f100r	f100r.14	6	MIDDLE	DESCRIPTIVE_QUALITY	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	shor chkeey qoteey qokeody qoteold qokeol so raiin otal ykeeeo	<shor> <chkeey> <qoteey> <qokeody> <qoteold> [heiß im zweiten Grad] <so> <raiin> <otal> <ykeeeo>	1	1	OPEN	0	0
G755-O0246	okeol	f100r	f100r.25	10	LAST	MATERIA_OR_INGREDIENT	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	<sheor> <qkeeody> <chol> <daiin> <ctheol> <olcheol> <cheky> <cheol> <cheockhy> [heiß im zweiten Grad]	1	1	OPEN	0	0
G755-O0247	qokeol	f100v	f100v.15	9	MIDDLE	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	<sor> <cheey> <dair> <ol> <cheol> <qoolkeey> <chol> <cheey> [heiß im zweiten Grad] <chotol> <s>	1	1	OPEN	0	0
G755-O0248	okeol	f100v	f100v.16	7	MIDDLE	PRESCRIPTIVE_RECIPE	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	<ykeeol> <chol> <chey> <eeoseeo> <s> <sheeo> [heiß im zweiten Grad] <ches> <okeor> [heiß im zweiten Grad] <dy>	1	1	OPEN	0	0
G755-O0249	okeol	f100v	f100v.16	10	MIDDLE	PRESCRIPTIVE_RECIPE	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	<ykeeol> <chol> <chey> <eeoseeo> <s> <sheeo> [heiß im zweiten Grad] <ches> <okeor> [heiß im zweiten Grad] <dy>	1	1	OPEN	0	0
G755-O0250	qokeol	f100v	f100v.17	3	MIDDLE	OPEN	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	chockhey sholkcheol qokeol okol chol chotor chso solcthy	<chockhey> <sholkcheol> [heiß im zweiten Grad] <okol> <chol> <chotor> <chso> <solcthy>	1	1	OPEN	0	0
G755-O0251	qokeol	f100v	f100v.18	10	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	<tachso> <s> <ol> <cheo> <cheeor> <odaidy> <ckhod> <sh> <chod> [heiß im zweiten Grad] <sal>	1	1	OPEN	0	0
G755-O0252	orain	f102r1	f102r1.5	5	MIDDLE	PRESCRIPTIVE_RECIPE	0	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	<ytol> <sheol> <she> <olaiin> [zwei Teile] <oraroekeol> <chol> <ekey> <qokol> <dain>	1	1	OPEN	0	0
G755-O0253	qokeol	f102r1	f102r1.9	3	MIDDLE	OPEN	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	<daiin> <orsheoldy> [heiß im zweiten Grad] <oteeody> <lshodykeodal> <qokshdy> <sy>	1	1	OPEN	0	0
