event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation
372	E372	B5	f83r	f83r.49	F133	B5-S003	6f7ff8287eddf4da9fdb	chedy	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CONTINUES_ACROSS_LINE
373	E373	B6	f83r	f83r.52	F134	B6-S001	1bfd786e6b8b63734a59	solkeey	solkeey=Beckenstation	Beckenstation	Beckenstation	Richte die bezeichnete Beckenstation ein	CONTINUES_ACROSS_LINE
374	E374	B6	f83r	f83r.52	F134	B6-S001	43eb9aa12959b4d5cdc9	qekey	qekey=ungekocht	ungekocht	ungekocht	Ohne Kochen	CONTINUES_ACROSS_LINE
375	E375	B6	f83r	f83r.52	F134	B6-S001	3e9c7f217843b588489d	raly	raly=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE
376	E376	B6	f83r	f83r.52	F134	B6-S001	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
377	E377	B6	f83r	f83r.54	F135	B6-S001	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
378	E378	B6	f83r	f83r.54	F135	B6-S001	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
379	E379	B6	f83r	f83r.54	F135	B6-S001	53cd0637c6820ba5e91f	dain	dain=durch Tuch	durch Tuch	durch Tuch	Durch ein Tuch	CONTINUES_ACROSS_LINE
380	E380	B6	f83r	f83r.54	F135	B6-S001	b921a237be883a820352	chey	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
381	E381	B6	f83r	f83r.54	F135	B6-S001	97ddca78c9ebcc956d04	ldalor	al=Stelle	Stelle	bezeichnete Stelle	An der bezeichneten Stelle	CONTINUES_ACROSS_LINE
