target_recipe	neighbor_row_count	distinct_source_recipe_count	mutation_families	target_is_exact_catalog_key	target_identity_route	target_execution_decision	target_blocked_factor_rules	source_recipes	fuzzy_identity_matching_used
SH+OK+E+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+SH+E+DY	NO
SH+OK+E+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OK+E+Y	NO
SH+OK+E+O+D_ADDR+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OK+E+O+D_ADDR+AIIN	NO
SH+OK+E+OR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OK+OR	NO
SH+OK+E+Y	4	4	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OK+E+Y|OK+SH+E+Y|SH+E+OK+E+Y|SH+E+OK+Y	NO
SH+OK+EE+CH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+CH+EE+Y	NO
SH+OK+EE+DY	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OK+EE+DY|S+OK+EE+DY	NO
SH+OK+EE+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+CH+EE+Y	NO
SH+OK+K+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>K	SH+CH+K+E+DY	NO
SH+OK+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>K	SH+CH+K+E+Y	NO
SH+OK+K+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>K	SH+OK+CH+EE+Y	NO
SH+OK+K+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>K	SH+CH+K+Y|SH+OK+CH+Y	NO
SH+OK+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+AL	NO
SH+OK+O	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OK+O|OK+SH+O	NO
SH+OK+O+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OK+O+Y	NO
SH+OK+OK+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+CH+EE+Y	NO
SH+OK+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+CH+Y	NO
SH+OK+OL	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OK+OL|SH+T+OL	NO
SH+OK+OR	5	5	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	NONE	CH+OK+OR|SH+E+OK+OR|SH+OK+AIIN|SH+OK+AIN|SH+OK+Y	NO
SH+OK+P+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>P	SH+OK+CH+EE+Y	NO
SH+OK+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>P	SH+OK+CH+Y	NO
SH+OK+R+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>R	SH+OK+CH+EE+Y	NO
SH+OK+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>R	SH+OK+CH+Y	NO
SH+OK+S+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	SH+OK+CH+EE+Y	NO
SH+OK+S+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	SH+OK+CH+Y	NO
SH+OK+SH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+CH+EE+Y	NO
SH+OK+SH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+CH+Y	NO
SH+OK+T+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>T	SH+CH+T+AIIN	NO
SH+OK+T+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>T	SH+CH+T+AIN	NO
SH+OK+T+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>T	SH+CH+T+E+Y	NO
SH+OK+T+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>T	SH+OK+CH+EE+Y	NO
SH+OK+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>T	SH+CH+T+OR	NO
SH+OK+T+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:OK>T	SH+CH+T+Y|SH+OK+CH+Y	NO
SH+OK+Y	9	9	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_FUTURE_STRONG	READ	NONE	CH+OK+Y|OK+SH+Y|SH+E+OK+Y|SH+K+Y|SH+OK+AIIN|SH+OK+AIN|SH+OK+CH+Y|SH+OK+OR|T+OK+Y	NO
SH+OK+Y+CH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+CH+Y	NO
SH+OL	12	12	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CHD+OL|K+OL|OK+OL|OT+SH+OL|P+OL|P+SH+OL|R+OL|SH+E+OL|SH+EE+OL|SH+T+OL|T+OL|T+SH+OL	NO
SH+OL+AIIN	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+AIIN	NO
SH+OL+AIN	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+AIN	NO
SH+OL+AL+CHD+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	P+OL+AL+CHD+DY	NO
SH+OL+AR+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OL+AR+OL	NO
SH+OL+CH+K+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OL+CH+K+AL	NO
SH+OL+CH+LOCAL_CHAR_F+OR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+CH+O+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	P+OL+CH+O+Y	NO
SH+OL+CH+OR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+CHD	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	P+OL+CHD|T+OL+CHD	NO
SH+OL+CHD+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	P+OL+CHD+DY	NO
SH+OL+CHD+Y	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+OL+CHD+Y|P+OL+CHD+Y|S+OL+CHD+Y	NO
SH+OL+DY	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+OL+DY|OK+OL+DY|P+OL+DY	NO
SH+OL+D_ADDR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+D_ADDR+Y	NO
SH+OL+D_ADDR+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+D_ADDR+Y	NO
SH+OL+D_ADDR+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+D_ADDR+Y	NO
SH+OL+D_ADDR+AR+A_ADDR+IIN+S	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	P+OL+D_ADDR+AR+A_ADDR+IIN+S	NO
SH+OL+D_ADDR+LOCAL_CHAR_G	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+D_ADDR+LOCAL_CHAR_G	NO
SH+OL+D_ADDR+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+D_ADDR+Y	NO
SH+OL+D_ADDR+SH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OL+D_ADDR+SH+Y	NO
SH+OL+D_ADDR+Y	2	2	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	P+OL+D_ADDR+Y|S+OL+D_ADDR+Y	NO
SH+OL+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL	NO
SH+OL+E+AIIN	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+AIIN	NO
SH+OL+E+AIN	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+AIN	NO
SH+OL+E+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OL+SH+E+DY	NO
SH+OL+E+D_ADDR+LOCAL_CHAR_G	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+D_ADDR+LOCAL_CHAR_G	NO
SH+OL+E+OR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+OR	NO
SH+OL+E+T+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+T+E+Y	NO
SH+OL+E+Y	2	2	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OL+SH+E+Y|SH+E+OL+Y	NO
SH+OL+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+EE+OL	NO
SH+OL+EE+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OL+SH+EE+DY	NO
SH+OL+EE+D_ADDR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OL+SH+EE+D_ADDR	NO
SH+OL+EE+D_ADDR+AR+AN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	P+OL+EE+D_ADDR+AR+AN	NO
SH+OL+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+EE+Y	NO
SH+OL+LOCAL_CHAR_F+CH	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+CH+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+CH+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+CHD+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+K+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+OK+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+OR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+OR+CH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+P+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+R+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+S+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+SH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+LOCAL_CHAR_F+T+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OL+OR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+OR	NO
SH+OL+OT+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	R+OL+OT+Y	NO
SH+OL+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+OL+P+Y	NO
SH+OL+SH+E	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OL+SH+E	NO
SH+OL+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OL+SH+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+OL+SH+Y|P+OL+SH+Y	NO
SH+OL+T	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+T+OL	NO
SH+OL+T+E+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+T+E+Y	NO
SH+OL+Y	3	3	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+OL+Y|SH+E+OL+Y|SH+OL+D_ADDR+Y	NO
SH+OL+Y+D_ADDR	2	2	ADJACENT_SWAP|ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	D_ADDR+SH+OL+Y+D_ADDR|SH+OL+D_ADDR+Y	NO
SH+OR	21	21	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+OR|CHD+OR|D_ADDR+SH+OR|K+OR|O+SH+OR|OK+OR|P+OR|R+OR|S+OR|SH+AIIN|SH+AIN|SH+E+OR|SH+EE+OR|SH+O+OR|SH+OK+OR|SH+OR+AIIN|SH+OR+Y|SH+Y|T+OR|T+SH+OR|Y+SH+OR	NO
SH+OR+AIIN	2	2	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	NONE	SH+OR+Y|SH+Y+AIIN	NO
SH+OR+AIIN+R	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OR+AIIN+R	NO
SH+OR+AIN	3	3	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+OR+AIN|SH+OR+AIIN|SH+OR+Y	NO
SH+OR+CH+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OR+CH+Y|K+OR+CH+Y	NO
SH+OR+D_ADDR+O	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OR+O+D_ADDR+O	NO
SH+OR+D_ADDR+O+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OR+O+D_ADDR+O	NO
SH+OR+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OR	NO
SH+OR+EE	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+EE+OR	NO
SH+OR+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+O+OR	NO
SH+OR+O+D_ADDR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OR+O+D_ADDR+O	NO
SH+OR+O+O	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OR+O+D_ADDR+O	NO
SH+OR+O+O+D_ADDR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OR+O+D_ADDR+O	NO
SH+OR+OK	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OK+OR	NO
SH+OR+OL+S+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OR+OL+S+AL	NO
SH+OR+OR	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OR+AIIN|SH+OR+Y	NO
SH+OR+OR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+OR+OR+Y	NO
SH+OR+SH+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OR+SH+E+DY	NO
SH+OR+SH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	T+OR+SH+OR	NO
SH+OR+SH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OR+SH+Y	NO
SH+OR+Y	5	5	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	R+OR+Y|S+OR+Y|SH+OR+AIIN|SH+Y+Y|T+OR+Y	NO
SH+OT	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL	NO
SH+OT+AIIN	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OT+AIIN|S+OT+AIIN	NO
SH+OT+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OT+AIN	NO
SH+OT+AM_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OT+AM_ADDR	NO
SH+OT+CH+E+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OT+CH+E+Y|SH+OT+SH+E+Y	NO
SH+OT+CH+OK+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	NONE	P+OT+CH+OK+OR	NO
SH+OT+CHD+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+D_ADDR+Y	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OT+SH+D_ADDR+Y|SH+OL+D_ADDR+Y	NO
SH+OT+E+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OT+E+OL	NO
SH+OT+E+SH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+E+Y	3	3	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OT+E+Y|SH+OT+EE+Y|SH+OT+SH+E+Y	NO
SH+OT+EE	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+EE+Y	NO
SH+OT+EE+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+EE+Y	NO
SH+OT+EE+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+EE+Y	NO
SH+OT+EE+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+EE+Y	NO
SH+OT+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+OT+EE+Y	NO
SH+OT+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+EE+Y	NO
SH+OT+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+LOCAL_CHAR_F+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OL+LOCAL_CHAR_F+CH+OR	NO
SH+OT+O+D_ADDR+AN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OT+O+D_ADDR+AN	NO
SH+OT+O+M_LOCAL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OT+O+M_LOCAL	NO
SH+OT+OK+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+OL	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OT+OL|OT+SH+OL	NO
SH+OT+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	S+OT+OR	NO
SH+OT+P+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+R+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+S+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+SH+E	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+SH+E+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+SH+E+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+SH+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+SH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+SH+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+SH+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+SH+Y+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
SH+OT+T+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+OT+SH+E+Y	NO
