case	edition	page	leaf	bundle	writer	paragraphs	observed_heads	source_ids	status	reason	candidate_codes	cuts	rejected_cuts	duplicate_positions
321	IT2a	f107v	107	161	STAGE_PREFIX	f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42	parair palar palchar kaolkar tolkeeedy toy polchedy poraiin pokar	IT2a|f107v.16|G001;IT2a|f107v.20|G001;IT2a|f107v.23|G001;IT2a|f107v.25|G001;IT2a|f107v.29|G001;IT2a|f107v.32|G001;IT2a|f107v.35|G001;IT2a|f107v.37|G001;IT2a|f107v.41|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	42	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 41}"	[]
322	IT2a	f107v	107	161	STAGE_SUFFIX	f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42	parair palar palchar kaolkar tolkeeedy toy polchedy poraiin pokar	IT2a|f107v.16|G001;IT2a|f107v.20|G001;IT2a|f107v.23|G001;IT2a|f107v.25|G001;IT2a|f107v.29|G001;IT2a|f107v.32|G001;IT2a|f107v.35|G001;IT2a|f107v.37|G001;IT2a|f107v.41|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	42	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 42}"	[]
323	IT2a	f107v	107	162	STAGE_PREFIX	f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44	palar palchar kaolkar tolkeeedy toy polchedy poraiin pokar pol	IT2a|f107v.20|G001;IT2a|f107v.23|G001;IT2a|f107v.25|G001;IT2a|f107v.29|G001;IT2a|f107v.32|G001;IT2a|f107v.35|G001;IT2a|f107v.37|G001;IT2a|f107v.41|G001;IT2a|f107v.43|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	36	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 36}"	[]
324	IT2a	f107v	107	162	STAGE_SUFFIX	f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44	palar palchar kaolkar tolkeeedy toy polchedy poraiin pokar pol	IT2a|f107v.20|G001;IT2a|f107v.23|G001;IT2a|f107v.25|G001;IT2a|f107v.29|G001;IT2a|f107v.32|G001;IT2a|f107v.35|G001;IT2a|f107v.37|G001;IT2a|f107v.41|G001;IT2a|f107v.43|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	36	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 36}"	[]
325	IT2a	f107v	107	163	STAGE_PREFIX	f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44;f107v|f107v.45-f107v.49	palchar kaolkar tolkeeedy toy polchedy poraiin pokar pol porain	IT2a|f107v.23|G001;IT2a|f107v.25|G001;IT2a|f107v.29|G001;IT2a|f107v.32|G001;IT2a|f107v.35|G001;IT2a|f107v.37|G001;IT2a|f107v.41|G001;IT2a|f107v.43|G001;IT2a|f107v.45|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	32	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 32}"	[]
326	IT2a	f107v	107	163	STAGE_SUFFIX	f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44;f107v|f107v.45-f107v.49	palchar kaolkar tolkeeedy toy polchedy poraiin pokar pol porain	IT2a|f107v.23|G001;IT2a|f107v.25|G001;IT2a|f107v.29|G001;IT2a|f107v.32|G001;IT2a|f107v.35|G001;IT2a|f107v.37|G001;IT2a|f107v.41|G001;IT2a|f107v.43|G001;IT2a|f107v.45|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	32	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 32}"	[]
327	IT2a	f108r	108	164	STAGE_PREFIX	f108r|f108r.1-f108r.4;f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.10;f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30	teodeear tchokedy pochedy teodeey polchal fcheokair qolshy folaiin polchedy	IT2a|f108r.1|G001;IT2a|f108r.5|G001;IT2a|f108r.8|G001;IT2a|f108r.11|G001;IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	30	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 30}"	[]
328	IT2a	f108r	108	164	STAGE_SUFFIX	f108r|f108r.1-f108r.4;f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.10;f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30	teodeear tchokedy pochedy teodeey polchal fcheokair qolshy folaiin polchedy	IT2a|f108r.1|G001;IT2a|f108r.5|G001;IT2a|f108r.8|G001;IT2a|f108r.11|G001;IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	30	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 29}"	[]
329	IT2a	f108r	108	165	STAGE_PREFIX	f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.10;f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34	tchokedy pochedy teodeey polchal fcheokair qolshy folaiin polchedy keol	IT2a|f108r.5|G001;IT2a|f108r.8|G001;IT2a|f108r.11|G001;IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	36	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 36}"	[]
330	IT2a	f108r	108	165	STAGE_SUFFIX	f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.10;f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34	tchokedy pochedy teodeey polchal fcheokair qolshy folaiin polchedy keol	IT2a|f108r.5|G001;IT2a|f108r.8|G001;IT2a|f108r.11|G001;IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	36	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 36}"	[]
331	IT2a	f108r	108	166	STAGE_PREFIX	f108r|f108r.8-f108r.10;f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36	pochedy teodeey polchal fcheokair qolshy folaiin polchedy keol pychory	IT2a|f108r.8|G001;IT2a|f108r.11|G001;IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	42	"{""SAME_STAGE_CODE"": 5, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 37}"	[]
332	IT2a	f108r	108	166	STAGE_SUFFIX	f108r|f108r.8-f108r.10;f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36	pochedy teodeey polchal fcheokair qolshy folaiin polchedy keol pychory	IT2a|f108r.8|G001;IT2a|f108r.11|G001;IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	42	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 42}"	[]
333	IT2a	f108r	108	167	STAGE_PREFIX	f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38	teodeey polchal fcheokair qolshy folaiin polchedy keol pychory tchedy	IT2a|f108r.11|G001;IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 24}"	[]
334	IT2a	f108r	108	167	STAGE_SUFFIX	f108r|f108r.11-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38	teodeey polchal fcheokair qolshy folaiin polchedy keol pychory tchedy	IT2a|f108r.11|G001;IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 24}"	[]
335	IT2a	f108r	108	168	STAGE_PREFIX	f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40	polchal fcheokair qolshy folaiin polchedy keol pychory tchedy porol	IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001;IT2a|f108r.39|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	30	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 30}"	[]
336	IT2a	f108r	108	168	STAGE_SUFFIX	f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40	polchal fcheokair qolshy folaiin polchedy keol pychory tchedy porol	IT2a|f108r.14|G001;IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001;IT2a|f108r.39|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	30	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 29}"	[]
337	IT2a	f108r	108	169	STAGE_PREFIX	f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44	fcheokair qolshy folaiin polchedy keol pychory tchedy porol sheedain	IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001;IT2a|f108r.39|G001;IT2a|f108r.41|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	30	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 30}"	[]
338	IT2a	f108r	108	169	STAGE_SUFFIX	f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44	fcheokair qolshy folaiin polchedy keol pychory tchedy porol sheedain	IT2a|f108r.17|G001;IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001;IT2a|f108r.39|G001;IT2a|f108r.41|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	30	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 30}"	[]
339	IT2a	f108r	108	170	STAGE_PREFIX	f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44;f108r|f108r.45-f108r.47	qolshy folaiin polchedy keol pychory tchedy porol sheedain dain	IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001;IT2a|f108r.39|G001;IT2a|f108r.41|G001;IT2a|f108r.45|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	28	"{""SAME_STAGE_CODE"": 2, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 26}"	[]
340	IT2a	f108r	108	170	STAGE_SUFFIX	f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44;f108r|f108r.45-f108r.47	qolshy folaiin polchedy keol pychory tchedy porol sheedain dain	IT2a|f108r.21|G001;IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001;IT2a|f108r.39|G001;IT2a|f108r.41|G001;IT2a|f108r.45|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	28	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 28}"	[]
341	IT2a	f108r	108	171	STAGE_PREFIX	f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44;f108r|f108r.45-f108r.47;f108r|f108r.48-f108r.50	folaiin polchedy keol pychory tchedy porol sheedain dain pcheedy	IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001;IT2a|f108r.39|G001;IT2a|f108r.41|G001;IT2a|f108r.45|G001;IT2a|f108r.48|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	21	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 21}"	[]
342	IT2a	f108r	108	171	STAGE_SUFFIX	f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38;f108r|f108r.39-f108r.40;f108r|f108r.41-f108r.44;f108r|f108r.45-f108r.47;f108r|f108r.48-f108r.50	folaiin polchedy keol pychory tchedy porol sheedain dain pcheedy	IT2a|f108r.24|G001;IT2a|f108r.29|G001;IT2a|f108r.31|G001;IT2a|f108r.35|G001;IT2a|f108r.37|G001;IT2a|f108r.39|G001;IT2a|f108r.41|G001;IT2a|f108r.45|G001;IT2a|f108r.48|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	21	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 21}"	[]
343	IT2a	f108v	108	172	STAGE_PREFIX	f108v|f108v.1-f108v.4;f108v|f108v.5-f108v.6;f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33;f108v|f108v.34-f108v.52	pchedal polaiin pchedaiin tshedky pcheor polkeedal pororaiin pol tol	IT2a|f108v.1|G001;IT2a|f108v.5|G001;IT2a|f108v.7|G001;IT2a|f108v.12|G001;IT2a|f108v.15|G001;IT2a|f108v.20|G001;IT2a|f108v.28|G001;IT2a|f108v.30|G001;IT2a|f108v.34|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	64	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 63}"	[]
344	IT2a	f108v	108	172	STAGE_SUFFIX	f108v|f108v.1-f108v.4;f108v|f108v.5-f108v.6;f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33;f108v|f108v.34-f108v.52	pchedal polaiin pchedaiin tshedky pcheor polkeedal pororaiin pol tol	IT2a|f108v.1|G001;IT2a|f108v.5|G001;IT2a|f108v.7|G001;IT2a|f108v.12|G001;IT2a|f108v.15|G001;IT2a|f108v.20|G001;IT2a|f108v.28|G001;IT2a|f108v.30|G001;IT2a|f108v.34|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	64	"{""SAME_STAGE_CODE"": 4, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 60}"	[]
345	IT2a	f108v	108	173	STAGE_PREFIX	f108v|f108v.5-f108v.6;f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33;f108v|f108v.34-f108v.52;f108v|f108v.53-f108v.53	polaiin pchedaiin tshedky pcheor polkeedal pororaiin pol tol olchar	IT2a|f108v.5|G001;IT2a|f108v.7|G001;IT2a|f108v.12|G001;IT2a|f108v.15|G001;IT2a|f108v.20|G001;IT2a|f108v.28|G001;IT2a|f108v.30|G001;IT2a|f108v.34|G001;IT2a|f108v.53|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	12	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 12}"	[]
346	IT2a	f108v	108	173	STAGE_SUFFIX	f108v|f108v.5-f108v.6;f108v|f108v.7-f108v.11;f108v|f108v.12-f108v.14;f108v|f108v.15-f108v.19;f108v|f108v.20-f108v.27;f108v|f108v.28-f108v.29;f108v|f108v.30-f108v.33;f108v|f108v.34-f108v.52;f108v|f108v.53-f108v.53	polaiin pchedaiin tshedky pcheor polkeedal pororaiin pol tol olchar	IT2a|f108v.5|G001;IT2a|f108v.7|G001;IT2a|f108v.12|G001;IT2a|f108v.15|G001;IT2a|f108v.20|G001;IT2a|f108v.28|G001;IT2a|f108v.30|G001;IT2a|f108v.34|G001;IT2a|f108v.53|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	12	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 12}"	[]
347	IT2a	f112r	112	174	STAGE_PREFIX	f112r|f112r.1-f112r.10;f112r|f112r.11-f112r.14;f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33;f112r|f112r.34-f112r.36	folchey tchedy poar solol polchdy qoain pcholkeedy poir pairar	IT2a|f112r.1|G001;IT2a|f112r.11|G001;IT2a|f112r.15|G001;IT2a|f112r.16|G001;IT2a|f112r.19|G001;IT2a|f112r.23|G001;IT2a|f112r.27|G001;IT2a|f112r.31|G001;IT2a|f112r.34|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	27	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 26}"	[]
348	IT2a	f112r	112	174	STAGE_SUFFIX	f112r|f112r.1-f112r.10;f112r|f112r.11-f112r.14;f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33;f112r|f112r.34-f112r.36	folchey tchedy poar solol polchdy qoain pcholkeedy poir pairar	IT2a|f112r.1|G001;IT2a|f112r.11|G001;IT2a|f112r.15|G001;IT2a|f112r.16|G001;IT2a|f112r.19|G001;IT2a|f112r.23|G001;IT2a|f112r.27|G001;IT2a|f112r.31|G001;IT2a|f112r.34|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	27	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 27}"	[]
349	IT2a	f112r	112	175	STAGE_PREFIX	f112r|f112r.11-f112r.14;f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33;f112r|f112r.34-f112r.36;f112r|f112r.37-f112r.45	tchedy poar solol polchdy qoain pcholkeedy poir pairar pom	IT2a|f112r.11|G001;IT2a|f112r.15|G001;IT2a|f112r.16|G001;IT2a|f112r.19|G001;IT2a|f112r.23|G001;IT2a|f112r.27|G001;IT2a|f112r.31|G001;IT2a|f112r.34|G001;IT2a|f112r.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	12	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 12}"	[]
350	IT2a	f112r	112	175	STAGE_SUFFIX	f112r|f112r.11-f112r.14;f112r|f112r.15-f112r.15;f112r|f112r.16-f112r.18;f112r|f112r.19-f112r.22;f112r|f112r.23-f112r.26;f112r|f112r.27-f112r.30;f112r|f112r.31-f112r.33;f112r|f112r.34-f112r.36;f112r|f112r.37-f112r.45	tchedy poar solol polchdy qoain pcholkeedy poir pairar pom	IT2a|f112r.11|G001;IT2a|f112r.15|G001;IT2a|f112r.16|G001;IT2a|f112r.19|G001;IT2a|f112r.23|G001;IT2a|f112r.27|G001;IT2a|f112r.31|G001;IT2a|f112r.34|G001;IT2a|f112r.37|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	12	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 12}"	[]
351	IT2a	f112v	112	176	STAGE_PREFIX	f112v|f112v.1-f112v.6;f112v|f112v.7-f112v.10;f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29;f112v|f112v.30-f112v.31	keeoal pcheokeey tchor pchodain pchoraiin ycheol pchdaiin pchodain polor	IT2a|f112v.1|G001;IT2a|f112v.7|G001;IT2a|f112v.11|G001;IT2a|f112v.15|G001;IT2a|f112v.20|G001;IT2a|f112v.23|G001;IT2a|f112v.25|G001;IT2a|f112v.27|G001;IT2a|f112v.30|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[4, 8]]
352	IT2a	f112v	112	176	STAGE_SUFFIX	f112v|f112v.1-f112v.6;f112v|f112v.7-f112v.10;f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29;f112v|f112v.30-f112v.31	keeoal pcheokeey tchor pchodain pchoraiin ycheol pchdaiin pchodain polor	IT2a|f112v.1|G001;IT2a|f112v.7|G001;IT2a|f112v.11|G001;IT2a|f112v.15|G001;IT2a|f112v.20|G001;IT2a|f112v.23|G001;IT2a|f112v.25|G001;IT2a|f112v.27|G001;IT2a|f112v.30|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[4, 8]]
353	IT2a	f112v	112	177	STAGE_PREFIX	f112v|f112v.7-f112v.10;f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29;f112v|f112v.30-f112v.31;f112v|f112v.32-f112v.35	pcheokeey tchor pchodain pchoraiin ycheol pchdaiin pchodain polor tchedor	IT2a|f112v.7|G001;IT2a|f112v.11|G001;IT2a|f112v.15|G001;IT2a|f112v.20|G001;IT2a|f112v.23|G001;IT2a|f112v.25|G001;IT2a|f112v.27|G001;IT2a|f112v.30|G001;IT2a|f112v.32|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[3, 7]]
354	IT2a	f112v	112	177	STAGE_SUFFIX	f112v|f112v.7-f112v.10;f112v|f112v.11-f112v.14;f112v|f112v.15-f112v.19;f112v|f112v.20-f112v.22;f112v|f112v.23-f112v.24;f112v|f112v.25-f112v.26;f112v|f112v.27-f112v.29;f112v|f112v.30-f112v.31;f112v|f112v.32-f112v.35	pcheokeey tchor pchodain pchoraiin ycheol pchdaiin pchodain polor tchedor	IT2a|f112v.7|G001;IT2a|f112v.11|G001;IT2a|f112v.15|G001;IT2a|f112v.20|G001;IT2a|f112v.23|G001;IT2a|f112v.25|G001;IT2a|f112v.27|G001;IT2a|f112v.30|G001;IT2a|f112v.32|G001	CONTRADICTION	COMPLETE_HEADER_COLLISION	[]	0	{}	[[3, 7]]
