event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	master_card_id	surface_display	corrected_semantic_atoms	short_default_de	imperative_de	syntactic_role	action_head	attachment_host_event_id	attachment_direction	attachment_ambiguity	is_statement_terminal_event	is_exact_close_card	surface_parse_class
328	E328	B4	f83r	f83r.27	F114	B4-S005	MC074	chedy	CHD+Y	laufenden Posten umsetzen	Übertrage den aktuellen Posten	ACTION_HEAD	CHD	E328	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
329	E329	B4	f83r	f83r.27	F114	B4-S005	MC082	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	Setze länger und schließe	ACTION_HEAD	OK	E329	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
330	E330	B4	f83r	f83r.27	F115	B4-S006	MC143	shckhedy	CKHE+CLOSE	seihen; Schluss	Seihe und schließe	ACTION_HEAD	CKHE	E330	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
331	E331	B4	f83r	f83r.27	F116	B4-S007	MC143	shckhedy	CKHE+CLOSE	seihen; Schluss	Seihe und schließe	ACTION_HEAD	CKHE	E331	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
332	E332	B4	f83r	f83r.28	F117	B4-S008	MC039	saiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E333	FORWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
333	E333	B4	f83r	f83r.28	F117	B4-S008	MC032	cheeky	CHK+EE+Y	länger erwärmen und offen halten	Wärme länger	ACTION_HEAD	CHK	E333	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
334	E334	B4	f83r	f83r.28	F117	B4-S008	MC095	sheey	SH+EE+Y	laenger ruhen	Halte länger	ACTION_HEAD	SH	E334	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
335	E335	B4	f83r	f83r.28	F117	B4-S008	MC083	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	Setze kurz und schließe	ACTION_HEAD	OK	E335	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
336	E336	B4	f83r	f83r.28	F118	B4-S009	MC128	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E336	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
337	E337	B4	f83r	f83r.28	F119	B4-S010	MC019	oldy	OL+CLOSE	Fortsetzung abschließen	Führe fort und schließe	ACTION_HEAD	OL	E337	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
338	E338	B4	f83r	f83r.35	F120	B4-S011	MC039	saiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E339	FORWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
339	E339	B4	f83r	f83r.35	F120	B4-S011	MC147	cheky	CHK+E+Y	kurz wärmen	Wärme kurz	ACTION_HEAD	CHK	E339	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
340	E340	B4	f83r	f83r.35	F120	B4-S011	MC150	okeeol	OK+EE+OL	länger fortführen	Führe länger fort	ACTION_HEAD	OK	E340	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
341	E341	B4	f83r	f83r.35	F120	B4-S011	MC017	okain	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil zu	ACTION_HEAD	OK	E341	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
342	E342	B4	f83r	f83r.35	F120	B4-S011	MC074	chdy	CHD+Y	laufenden Posten umsetzen	Übertrage den aktuellen Posten	ACTION_HEAD	CHD	E342	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
343	E343	B4	f83r	f83r.37	F121	B4-S011	MC153	sol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E343	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
344	E344	B4	f83r	f83r.37	F121	B4-S011	MC124	lkedy	L+E+CLOSE	kurz abführen; Schluss	Führe kurz ab und schließe	ACTION_HEAD	L	E344	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
345	E345	B4	f83r	f83r.37	F122	B4-S012	MC155	lchedy	L+CHD+CLOSE	abführen; Schluss	Führe ab und schließe	ACTION_HEAD	L	E345	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
346	E346	B4	f83r	f83r.37	F123	B4-S013	MC024	qokol	OK+OL	Fortsetzung ansetzen	Setze die Fortsetzung	ACTION_HEAD	OK	E346	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
347	E347	B4	f83r	f83r.37	F123	B4-S013	MC128	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E347	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
348	E348	B4	f83r	f83r.38	F124	B4-S014	MC080	or	OR	Ansatz	Bereite den Ansatz	CONTENT_OR_STATE	OR	E350	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
349	E349	B4	f83r	f83r.38	F124	B4-S014	MC123	chey	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E350	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
350	E350	B4	f83r	f83r.38	F124	B4-S014	MC165	qockhey	OK+CKH+E+Y	kurzen Durchlauf ansetzen	Setze den kurzen Durchlauf	ACTION_HEAD	OK	E350	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
351	E351	B4	f83r	f83r.38	F124	B4-S014	MC091	dairydy	AIR+Y+CLOSE	Wasserlauf schliessen; Schluss	Schließe den Wasserlauf	ENDPOINT_ONLY	CLOSE	E350	BACKWARD	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
352	E352	B4	f83r	f83r.39	F125	B4-S015	MC017	qokain	OK+AIN	eine Portion zugeben	Gib einen gezählten Anteil zu	ACTION_HEAD	OK	E352	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
353	E353	B4	f83r	f83r.39	F125	B4-S015	MC119	shey	CHEEY	klarer Auszug	Lies den freigegebenen Wert	CONTENT_OR_STATE	CHEEY	E352	BACKWARD	NONE	NO	NO	MEMORIZED_WHOLE
354	E354	B4	f83r	f83r.39	F125	B4-S015	MC105	kain	AIN	eine Portion	Nimm einen Anteil	ARGUMENT_OR_MODIFIER	AIN	E355	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
355	E355	B4	f83r	f83r.39	F125	B4-S015	MC022	chckhal	CKH+AL	zur Zielstelle durchleiten	Leite zum Ziel durch	ACTION_HEAD	CKH	E355	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
356	E356	B4	f83r	f83r.41	F126	B4-S015	MC050	solkey	SOLK+E+Y	kurz sammeln	Sammle kurz	ACTION_HEAD	SOLK	E356	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
357	E357	B4	f83r	f83r.41	F126	B4-S015	MC155	lchedy	L+CHD+CLOSE	abführen; Schluss	Führe ab und schließe	ACTION_HEAD	L	E357	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
358	E358	B4	f83r	f83r.41	F127	B4-S016	MC097	qolkain	OL+AIN	weitere Portion	Nimm einen weiteren Anteil	ACTION_HEAD	OL	E358	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
359	E359	B4	f83r	f83r.41	F127	B4-S016	MC154	dal	AL	dorthin	Führe zum Ziel	ARGUMENT_OR_MODIFIER	AL	E358	BACKWARD	EQUAL_DISTANCE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
360	E360	B4	f83r	f83r.44	F128	B4-S016	MC089	skar	SK+AR	vom Ausgang ausgießen	Gieße vom Ausgang aus	ACTION_HEAD	SK	E360	SELF	NONE	NO	NO	PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY
361	E361	B4	f83r	f83r.44	F128	B4-S016	MC128	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	Lass kurz absetzen und schließe	ACTION_HEAD	SHED	E361	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
362	E362	B5	f83r	f83r.47	F129	B5-S001	MC067	otchdy	OT+CHD+CLOSE	Folgegang vollziehen; Schluss	Übertrage den Folgeposten und schließe	ACTION_HEAD	CHD	E362	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
363	E363	B5	f83r	f83r.47	F130	B5-S002	MC088	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	Setze an, übertrage und schließe	ACTION_HEAD	OK	E363	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
364	E364	B5	f83r	f83r.47	F131	B5-S003	MC113	shedal	SHED+AL	dort absetzen	Lass am Ziel absetzen	ACTION_HEAD	SHED	E364	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
365	E365	B5	f83r	f83r.48	F132	B5-S003	MC154	dal	AL	dorthin	Führe zum Ziel	ARGUMENT_OR_MODIFIER	AL	E364	BACKWARD	EQUAL_DISTANCE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
366	E366	B5	f83r	f83r.48	F132	B5-S003	MC153	cheol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E366	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
367	E367	B5	f83r	f83r.48	F132	B5-S003	MC092	lol	L+OL	von dort weiterfuehren	Führe die Abführung fort	ACTION_HEAD	L	E367	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
368	E368	B5	f83r	f83r.48	F132	B5-S003	MC001	chdal	CHD+AL	dort umsetzen	Übertrage zum Ziel	ACTION_HEAD	CHD	E368	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
369	E369	B5	f83r	f83r.48	F132	B5-S003	MC039	aiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E368	BACKWARD	EQUAL_DISTANCE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
370	E370	B5	f83r	f83r.49	F133	B5-S003	MC153	sol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E370	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
371	E371	B5	f83r	f83r.49	F133	B5-S003	MC172	daiiin	IIN	Öffnungsstufe	Stelle die Stufe ein	ARGUMENT_OR_MODIFIER	IIN	E370	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
372	E372	B5	f83r	f83r.49	F133	B5-S003	MC074	chedy	CHD+Y	laufenden Posten umsetzen	Übertrage den aktuellen Posten	ACTION_HEAD	CHD	E372	SELF	NONE	YES	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
373	E373	B6	f83r	f83r.52	F134	B6-S001	MC020	solkeey	SOLK+EE+Y	länger sammeln	Sammle länger	ACTION_HEAD	SOLK	E373	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
374	E374	B6	f83r	f83r.52	F134	B6-S001	MC052	qekey	KCH+E+Y	aktuellen Posten kurz bearbeiten	Bearbeite den aktuellen Posten kurz	ACTION_HEAD	KCH	E374	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
375	E375	B6	f83r	f83r.52	F134	B6-S001	MC046	raly	AL+Y	diesen Posten dorthin	Führe den aktuellen Posten zum Ziel	ARGUMENT_OR_MODIFIER	AL	E374	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
376	E376	B6	f83r	f83r.52	F134	B6-S001	MC153	ol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E376	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
377	E377	B6	f83r	f83r.54	F135	B6-S001	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E376	BACKWARD	EQUAL_DISTANCE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
378	E378	B6	f83r	f83r.54	F135	B6-S001	MC153	ol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E378	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
379	E379	B6	f83r	f83r.54	F135	B6-S001	MC059	dain	DAIN	Tuch	Nimm den Abdeckträger	CONTENT_OR_STATE	DAIN	E378	BACKWARD	NONE	NO	NO	MEMORIZED_WHOLE
380	E380	B6	f83r	f83r.54	F135	B6-S001	MC123	chey	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E378	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
381	E381	B6	f83r	f83r.54	F135	B6-S001	MC101	ldalor	AL	Endziel	Führe zum Endziel	ARGUMENT_OR_MODIFIER	AL	E378	BACKWARD	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
