component_recipe	component_count	events	surface_types	surfaces	page_count	physical_pages	residual_drawer	current_short_reading_de	teaching_instruction_de
OK+CH+EE+Y	4	1	1	qokcheey	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+CH+O+AL	4	1	1	okchoal	1	f68r1	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+CH+Y	3	1	1	chokchy	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+CHD	2	1	1	okchd	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgut umsetzen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+CHEO	2	1	1	chokcheo	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Auszug	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+AL	3	1	1	qokeal	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+CHD+DY	4	1	1	qokechdy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgut umsetzen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+D_ADDR	3	1	1	qoked	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; bezeichneter Teil	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+D_ADDR+OL	4	1	1	qokedol	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; bezeichneter Teil; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+O	3	1	1	okeo	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+O+AM_ADDR	4	1	1	okeom	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+O+CH+Y	5	1	1	qokeochy	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+O+Y	4	1	1	qokeoy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+E+OR	3	1	1	qokeor	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+EE+AL	3	1	1	qokeedal	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+EE+DY+OL	4	1	1	okeedyqol	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+EE+D_ADDR	3	1	1	qokeed	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; bezeichneter Teil	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+EE+OL	3	1	1	okeeol	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+EE+OR	3	1	1	okeeor	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+O+AIIN	3	1	1	qokoaiin	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+O+E+S	4	1	1	okoes	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+O+IIN	3	1	1	qokoiin	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ausführen; Arbeitsstufe	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+OK+CH+Y	4	1	1	qokokchy	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+OR+OR+Y	4	1	1	okorory	1	f13r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+S+Y	3	1	1	choksy	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+SH+DY	3	1	1	qokshdy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgegenstand halten; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OK+Y+LD+DY	4	1	1	qokylddy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsgang ansetzen; dieser Arbeitsgegenstand; befestigen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+AIIN	2	1	1	olaiin	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+AL+Y	3	1	1	olsaly	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+AR	2	1	1	olar	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+CARRIER_Q+O	3	1	1	olqo	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; neuen Kartenblock beginnen; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+CTH+D_ADDR+Y	4	1	1	olcthdy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+DA+L	3	1	1	oldal	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+D_ADDR+AIR	3	1	1	oldair	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; bezeichneter Teil; Flüssigkeits- oder Stationslauf	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+K+E+OL	4	1	1	olkeol	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+K+EE+CH+Y	5	1	1	olkeechy	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; länger oder gehalten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+O+AM_ADDR	3	1	1	olom	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgang ausführen; Innenstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+OL	2	1	1	olol	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+S	2	1	1	ols	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+SH+EE+DY	4	1	1	olsheedy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+T+E+DY	4	1	1	oltedy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OL+T+Y	3	1	1	oltchy	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OR+AIN	2	1	1	orain	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Ansatz oder Zubereitung; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
OR+AL+Y	3	1	1	oraly	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OR+CH+OR	3	1	1	orchor	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+AN	2	1	1	qotan	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; weiteren Posten zugeben	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+A_ADDR+K+Y	4	1	1	otaky	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+CH+L	3	1	1	otchl	1	f68r1	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; entlang des Arbeitswegs führen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+CH+O+SH+OR	5	1	1	otchoshor	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+CH+Y	3	1	1	otchy	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+E+AIIN	3	1	1	qotedaiin	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+E+D_ADDR+OR	4	1	1	qotedor	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; kurz oder direkt; bezeichneter Teil; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+EE+OL	3	1	1	qoteeol	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; länger oder gehalten; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+O+DY	3	1	1	otody	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; Arbeitsgang ausführen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+OL+D_ADDR+AIIN	4	1	1	otoldaiin	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren; bezeichneter Teil; Sollmaß	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+OL+D_ADDR+O+S	5	1	1	otoldos	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren; bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+SH+D_ADDR+Y	4	1	1	otshdy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+Y+T+CH+OL	5	1	1	otytchol	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	danach oder nächster Posten; dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+AR	2	1	1	par	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+CH+AL	3	1	1	pchal	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+CH+O+CTH+Y	5	1	1	pchocthy	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+CH+O+D_ADDR+OL	5	1	1	pchodol	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+CH+OR	3	1	1	pchor	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+CHD+AL	3	1	1	pchedal	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; Arbeitsgut umsetzen; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+CHD+Y	3	1	1	pchdy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+CHEO+L+Y	4	1	1	pcheoly	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; Auszug; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+DA+LSH+D_ADDR+Y	5	1	1	pdalshdy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; zweite Arbeitsstufe; spülen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+D_ADDR+AL+SH+OR	5	1	1	pdalshor	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; bezeichneter Teil; Ziel- oder Anschlussstelle; Arbeitsgegenstand halten; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+O+EE+AR	4	1	1	poeear	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; Arbeitsgang ausführen; länger oder gehalten; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+O+S+A_ADDR+LSH+Y	6	1	1	posalshy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; Arbeitsgang ausführen; Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+OL+CHD	3	1	1	polched	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+OL+D_ADDR+Y	4	1	1	poldy	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+SH+AR	3	1	1	pshar	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; Arbeitsgegenstand halten; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+Y	2	1	1	pchey	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
P+Y+K+EE+OR	5	1	1	pcheykeeor	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Material einsetzen; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+AIN	2	1	1	rain	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+AL+CH+E+Y	5	1	1	ralchey	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+AL+Y	3	1	1	raly	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+AM_ADDR	2	1	1	ram	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; Innenstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+A_ADDR	2	1	1	ra	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; lokale Arbeitsstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+A_ADDR+G_LABEL	3	1	1	rag	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; lokale Arbeitsstelle; Prüfmarke setzen	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+A_ADDR+S+Y	4	1	1	rasy	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; lokale Arbeitsstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+CH+E+S	4	1	1	rches	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+CH+E+Y	4	1	1	rchey	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+CH+S	3	1	1	rchs	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+SH+D_ADDR+Y	4	1	1	rshdy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+SH+E+AL	4	1	1	rsheal	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; Arbeitsgegenstand halten; kurz oder direkt; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
R+T+AIN	3	1	1	rtain	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Zustand kennzeichnen; Arbeitsgang einstellen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+AIR	2	1	1	sair	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Flüssigkeits- oder Stationslauf	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+AL+CH+T+E+D_ADDR+Y+T+AR	9	1	1	salchtedytar	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand; Arbeitsgang einstellen; Entnahmestelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+AL+CHD+Y	4	1	1	salchedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+AL+CHEO+L	4	1	1	salcheol	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Auszug; entlang des Arbeitswegs führen	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+AL+S+AIN	4	1	1	salsain	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Portion	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+AL+S+AL+Y	5	1	1	salsaly	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+AR+AL	3	1	1	saral	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Entnahmestelle; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+AR+OL	3	1	1	sarol	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Entnahmestelle; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+A_ADDR+LSH+CTH+D_ADDR+Y	6	1	1	salshcthdy	1	f81v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+A_ADDR+LSH+E+Y	5	1	1	salshey	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+CH+E+T+Y	5	1	1	schety	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+CH+E+Y	4	1	1	schey	1	f56r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+K+AL	3	1	1	skal	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Material zugeben; Ziel- oder Anschlussstelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+L	2	1	1	sl	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; entlang des Arbeitswegs führen	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+O+CTH+O+D_ADDR+Y	6	1	1	socthody	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+O+DA+R	4	1	1	sodar	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; zweite Arbeitsstufe; Zustand kennzeichnen	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+O+EE+Y	4	1	1	soeey	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+O+LOCAL_CHAR_I+IIN	4	1	1	soiiin	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; auf der Unterstufe; Arbeitsstufe	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+O+SH+O	4	1	1	sosho	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OK+EE+DY	4	1	1	sokeedy	1	f75r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OL+AR+OL	4	1	1	solarol	1	f82r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Entnahmestelle; im selben Arbeitsgang fortfahren	Einmalig aus den bekannten Kürzeln zusammensetzen.
S+OL+CHD+Y	4	1	1	solchedy	1	f83r	ONE_OFF_PRODUCTIVE_COMPOSITION	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
