surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class	event_ids	visible_owner_examples
sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	HALT + KURZ + WEITER + UNTER + GLOKAL	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; lokales Schreibzeichen	Bezug festhalten; erster Grad; dieselbe Reihe fortführen; Unterplatz; lokales Bildzeichen	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2453	drei Gefaesse mit Wurzel- und Blattreihen
sheom	SH+E+O+AM_ADDR	HALT + KURZ + GANG + INNEN	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	Bezug festhalten; erster Grad; Reihe aufrufen; Innenplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2377	drei Gefaesse mit Wurzel- und Blattreihen
sheor	SH+E+OR	HALT + KURZ + EINTRAG	Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung	Bezug festhalten; erster Grad; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2372	drei Gefaesse mit Wurzel- und Blattreihen
shepchy	SH+E+P+Y	HALT + KURZ + EINSATZ + DIES	Arbeitsgegenstand halten; kurz oder direkt; Material einsetzen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Platz besetzen; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0588	mehrstufige Becken-, Figuren- und Laufseite
shes	SH+E+S_ADDR	HALT + KURZ + STERNORT	Arbeitsgegenstand halten; kurz oder direkt; bezeichnete s-Stelle	Bezug festhalten; erster Grad; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2176	Widderrad mit Stern tragenden Figuren
shetar	SH+E+T+AR	HALT + KURZ + EINSTELLUNG + QUELLE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang einstellen; Entnahmestelle	Bezug festhalten; erster Grad; Platz oder Wert einstellen; Quell- oder Bezugsstelle	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1437	lokale Becken-, Figuren- und Verbindungsstationen
shfydaiin	SH+Y+AIIN	HALT + DIES + SOLLWERT	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß	Bezug festhalten; dieser Bildplatz; verzeichneter Sollwert	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0096	abgebildeter Pflanzenartikel f11r
shkchy	SH+K+Y	HALT + ZUORDNUNG + DIES	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	Bezug festhalten; Wert zuordnen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0164	grosse abgebildete Pflanze mit Knollenwurzel
shky	SH+K+Y	HALT + ZUORDNUNG + DIES	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	Bezug festhalten; Wert zuordnen; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1670	lokale Becken-, Figuren- und Verbindungsstationen
shochy	HO+Y	TEIL + DIES	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	Teil oder Mitglied der Bildklasse; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0212	grosse abgebildete Pflanze mit Knollenwurzel
shocphedy	SH+O+CPH+E+DY	HALT + GANG + GEGENLAUF + KURZ + ENDE	Arbeitsgegenstand halten; Arbeitsgang ausführen; umleiten; kurz oder direkt; Arbeitsschritt schließen	Bezug festhalten; Reihe aufrufen; Gegenplatz; erster Grad; Bildeintrag schließen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1561	lokale Becken-, Figuren- und Verbindungsstationen
shokaiin	SH+OK+AIIN	HALT + START + SOLLWERT	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Sollmaß	Bezug festhalten; Bildplatz aktivieren; verzeichneter Sollwert	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0351	abgebildeter Pflanzenartikel f56r
shokain	SH+OK+AIN	HALT + START + EINHEIT	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Portion	Bezug festhalten; Bildplatz aktivieren; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0582	mehrstufige Becken-, Figuren- und Laufseite
shokchy	SH+OK+CH+Y	HALT + START + AUSWAHL + DIES	Arbeitsgegenstand halten; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bezug festhalten; Bildplatz aktivieren; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1939	mehrteiliger Sternatlas mit lokalen Zentren
shokey	SH+OK+E+Y	HALT + START + KURZ + DIES	Arbeitsgegenstand halten; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; Bildplatz aktivieren; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2147	Widderrad mit Stern tragenden Figuren
sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	HALT + WEITER + F + AUSWAHL + EINTRAG	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; lokales Schreibzeichen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Bezug festhalten; dieselbe Reihe fortführen; lokales Bildzeichen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2373	drei Gefaesse mit Wurzel- und Blattreihen
shorodo	SH+OR+O+D_ADDR+O	HALT + EINTRAG + GANG + UNTER + GANG	Arbeitsgegenstand halten; Ansatz oder Zubereitung; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgang ausführen	Bezug festhalten; Eintragsklasse; Reihe aufrufen; Unterplatz; Reihe aufrufen	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0186	grosse abgebildete Pflanze mit Knollenwurzel
shoteeody	SH+O+T+EE+O+DY	HALT + GANG + EINSTELLUNG + LANG + GANG + ENDE	Arbeitsgegenstand halten; Arbeitsgang ausführen; Arbeitsgang einstellen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsschritt schließen	Bezug festhalten; Reihe aufrufen; Platz oder Wert einstellen; zweiter Grad; Reihe aufrufen; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2168	Widderrad mit Stern tragenden Figuren
shoy	SH+O+Y	HALT + GANG + DIES	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Bezug festhalten; Reihe aufrufen; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2450	drei Gefaesse mit Wurzel- und Blattreihen
shoyty	SH+O+Y+T+Y	HALT + GANG + DIES + EINSTELLUNG + DIES	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Bezug festhalten; Reihe aufrufen; dieser Bildplatz; Platz oder Wert einstellen; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0100	abgebildeter Pflanzenartikel f11r
shs	SH+S	HALT + WAHL	Arbeitsgegenstand halten; Arbeitsvariante auswählen	Bezug festhalten; Bildklasse auswählen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1756	zwei lokale Himmelsraeder
shtol	SH+T+OL	HALT + EINSTELLUNG + WEITER	Arbeitsgegenstand halten; Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	Bezug festhalten; Platz oder Wert einstellen; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0670	mehrstufige Becken-, Figuren- und Laufseite
shyk	Y+K	DIES + ZUORDNUNG	dieser Arbeitsgegenstand; Material zugeben	dieser Bildplatz; Wert zuordnen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0443	mehrstufige Becken-, Figuren- und Laufseite
skal	S+K+AL	WAHL + ZUORDNUNG + ZIEL	Arbeitsvariante auswählen; Material zugeben; Ziel- oder Anschlussstelle	Bildklasse auswählen; Wert zuordnen; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1490	lokale Becken-, Figuren- und Verbindungsstationen
skar	K+AR	ZUORDNUNG + QUELLE	Material zugeben; Entnahmestelle	Wert zuordnen; Quell- oder Bezugsstelle	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1716	lokale Becken-, Figuren- und Verbindungsstationen
sl	S+L	WAHL + VERBINDUNG	Arbeitsvariante auswählen; entlang des Arbeitswegs führen	Bildklasse auswählen; Bildverbindung	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0330	abgebildeter Pflanzenartikel f55v
socthody	S+O+CTH+O+D_ADDR+Y	WAHL + GANG + BEREIT + GANG + UNTER + DIES	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Bildklasse auswählen; Reihe aufrufen; Bereitschaftsklasse; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0101	abgebildeter Pflanzenartikel f11r
sodar	S+O+DA+R	WAHL + GANG + ZWEIT + MARKE	Arbeitsvariante auswählen; Arbeitsgang ausführen; zweite Arbeitsstufe; Zustand kennzeichnen	Bildklasse auswählen; Reihe aufrufen; zweite Bildstufe; Zustandsmarke	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1807	zwei lokale Himmelsraeder
soear	S+O+E+AR	WAHL + GANG + KURZ + QUELLE	Arbeitsvariante auswählen; Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	Bildklasse auswählen; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1895	zwei lokale Himmelsraeder
soeey	S+O+EE+Y	WAHL + GANG + LANG + DIES	Arbeitsvariante auswählen; Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand	Bildklasse auswählen; Reihe aufrufen; zweiter Grad; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1781	zwei lokale Himmelsraeder
soiiin	S+O+LOCAL_CHAR_I+IIN	WAHL + GANG + I + STUFE	Arbeitsvariante auswählen; Arbeitsgang ausführen; lokales Schreibzeichen; Arbeitsstufe	Bildklasse auswählen; Reihe aufrufen; lokales Bildzeichen; Wertstufe	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1617	lokale Becken-, Figuren- und Verbindungsstationen
sokeedy	S+OK+EE+DY	WAHL + START + LANG + ENDE	Arbeitsvariante auswählen; Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Bildklasse auswählen; Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0797	mehrstufige Becken-, Figuren- und Laufseite
sokoly	S+OK+OL+Y	WAHL + START + WEITER + DIES	Arbeitsvariante auswählen; Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Bildklasse auswählen; Bildplatz aktivieren; dieselbe Reihe fortführen; dieser Bildplatz	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1400	mehrere lokale Bad- und Leitungsstationen
solarol	S+OL+AR+OL	WAHL + WEITER + QUELLE + WEITER	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Entnahmestelle; im selben Arbeitsgang fortfahren	Bildklasse auswählen; dieselbe Reihe fortführen; Quell- oder Bezugsstelle; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1209	mehrere lokale Bad- und Leitungsstationen
solchedy	S+OL+CHD+Y	WAHL + WEITER + WECHSEL + DIES	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildklasse auswählen; dieselbe Reihe fortführen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1698	lokale Becken-, Figuren- und Verbindungsstationen
solchkal	S+OL+CHK+AL	WAHL + WEITER + BEHANDLUNG + ZIEL	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle	Bildklasse auswählen; dieselbe Reihe fortführen; Behandlungsklasse; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1737	lokale Becken-, Figuren- und Verbindungsstationen
soldy	S+OL+D_ADDR+Y	WAHL + WEITER + UNTER + DIES	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	Bildklasse auswählen; dieselbe Reihe fortführen; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1568	lokale Becken-, Figuren- und Verbindungsstationen
solkaiin	SOLK+AIIN	SAMMELN + SOLLWERT	auffangen; Sollmaß	Sammelstelle; verzeichneter Sollwert	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1132	mehrere lokale Bad- und Leitungsstationen
solkey	SOLK+E+Y	SAMMELN + KURZ + DIES	auffangen; kurz oder direkt; dieser Arbeitsgegenstand	Sammelstelle; erster Grad; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1701	lokale Becken-, Figuren- und Verbindungsstationen
sols	OL+S	WEITER + WAHL	im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen	dieselbe Reihe fortführen; Bildklasse auswählen	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E0852	mehrstufige Becken-, Figuren- und Laufseite
solshed	S+OL+SHED	WAHL + WEITER + ABSETZEN	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; absetzen lassen	Bildklasse auswählen; dieselbe Reihe fortführen; Absetzklasse	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1460	lokale Becken-, Figuren- und Verbindungsstationen
solshedy	OL+SH+E+DY	WEITER + HALT + KURZ + ENDE	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bezug festhalten; erster Grad; Bildeintrag schließen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1164	mehrere lokale Bad- und Leitungsstationen
soraiir	S+OR+AIIN+R	WAHL + EINTRAG + SOLLWERT + MARKE	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Sollmaß; Zustand kennzeichnen	Bildklasse auswählen; Eintragsklasse; verzeichneter Sollwert; Zustandsmarke	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1790	zwei lokale Himmelsraeder
sororl	S+OR+OR+L	WAHL + EINTRAG + EINTRAG + VERBINDUNG	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; entlang des Arbeitswegs führen	Bildklasse auswählen; Eintragsklasse; Eintragsklasse; Bildverbindung	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1398	mehrere lokale Bad- und Leitungsstationen
sorory	S+OR+OR+Y	WAHL + EINTRAG + EINTRAG + DIES	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Bildklasse auswählen; Eintragsklasse; Eintragsklasse; dieser Bildplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2419	drei Gefaesse mit Wurzel- und Blattreihen
sos	S_ADDR+O+S_ADDR	STERNORT + GANG + STERNORT	bezeichnete s-Stelle; Arbeitsgang ausführen; bezeichnete s-Stelle	Stern- oder s-Stelle; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2267	Fischrad mit Stern tragenden Figuren
sosho	S+O+SH+O	WAHL + GANG + HALT + GANG	Arbeitsvariante auswählen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Arbeitsgang ausführen	Bildklasse auswählen; Reihe aufrufen; Bezug festhalten; Reihe aufrufen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1851	zwei lokale Himmelsraeder
sotaiin	S+OT+AIIN	WAHL + NAECHST + SOLLWERT	Arbeitsvariante auswählen; danach oder nächster Posten; Sollmaß	Bildklasse auswählen; nächster Bildplatz; verzeichneter Sollwert	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1161	mehrere lokale Bad- und Leitungsstationen
sotchy	S+OT+Y	WAHL + NAECHST + DIES	Arbeitsvariante auswählen; danach oder nächster Posten; dieser Arbeitsgegenstand	Bildklasse auswählen; nächster Bildplatz; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0226	grosse abgebildete Pflanze mit Knollenwurzel
sotodan	S+OT+O+D_ADDR+AN	WAHL + NAECHST + GANG + UNTER + ZUSATZ	Arbeitsvariante auswählen; danach oder nächster Posten; Arbeitsgang ausführen; bezeichneter Teil; weiteren Posten zugeben	Bildklasse auswählen; nächster Bildplatz; Reihe aufrufen; Unterplatz; zusätzlicher Eintrag	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0436	abgebildeter Pflanzenartikel f56r
ssheckhy	S+SH+E+CKH+Y	WAHL + HALT + KURZ + DURCHLASS + DIES	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; dieser Arbeitsgegenstand	Bildklasse auswählen; Bezug festhalten; erster Grad; Verbindung oder Durchlass; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0538	mehrstufige Becken-, Figuren- und Laufseite
sshedy	S+SH+E+DY	WAHL + HALT + KURZ + ENDE	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Bildklasse auswählen; Bezug festhalten; erster Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0829	mehrstufige Becken-, Figuren- und Laufseite
ssheol	S+SH+E+OL	WAHL + HALT + KURZ + WEITER	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	Bildklasse auswählen; Bezug festhalten; erster Grad; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0450	mehrstufige Becken-, Figuren- und Laufseite
sshkchdy	SH+K+CHD+DY	HALT + ZUORDNUNG + WECHSEL + ENDE	Arbeitsgegenstand halten; Material zugeben; Arbeitsgut umsetzen; Arbeitsschritt schließen	Bezug festhalten; Wert zuordnen; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1010	gemeinsames Bad- und Beckenfeld
ssholshecthy	S+SH+O+LSH+E+CTH+Y	WAHL + HALT + GANG + SPUELEN + KURZ + BEREIT + DIES	Arbeitsvariante auswählen; Arbeitsgegenstand halten; Arbeitsgang ausführen; spülen; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand	Bildklasse auswählen; Bezug festhalten; Reihe aufrufen; Spülklasse; erster Grad; Bereitschaftsklasse; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1179	mehrere lokale Bad- und Leitungsstationen
sykos	S+Y+K+O+S_ADDR	WAHL + DIES + ZUORDNUNG + GANG + STERNORT	Arbeitsvariante auswählen; dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; bezeichnete s-Stelle	Bildklasse auswählen; dieser Bildplatz; Wert zuordnen; Reihe aufrufen; Stern- oder s-Stelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1759	zwei lokale Himmelsraeder
t	T	EINSTELLUNG	Arbeitsgang einstellen	Platz oder Wert einstellen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0396	abgebildeter Pflanzenartikel f56r
tal	T+AL	EINSTELLUNG + ZIEL	Arbeitsgang einstellen; Ziel- oder Anschlussstelle	Platz oder Wert einstellen; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1541	lokale Becken-, Figuren- und Verbindungsstationen
talam	T+AL+AM_ADDR	EINSTELLUNG + ZIEL + INNEN	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Innenstelle	Platz oder Wert einstellen; Zielplatz; Innenplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0266	abgebildeter Pflanzenartikel f55v
talody	T+AL+O+D_ADDR+Y	EINSTELLUNG + ZIEL + GANG + UNTER + DIES	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Zielplatz; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0291	abgebildeter Pflanzenartikel f55v
tchd	T+CHD	EINSTELLUNG + WECHSEL	Arbeitsgang einstellen; Arbeitsgut umsetzen	Platz oder Wert einstellen; zu Gegen- oder Folgeplatz wechseln	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1093	gemeinsames Bad- und Beckenfeld
tcheol	T+CHEO+L	EINSTELLUNG + AUSZUG + VERBINDUNG	Arbeitsgang einstellen; Auszug; entlang des Arbeitswegs führen	Platz oder Wert einstellen; lokaler Eintrag; Bildverbindung	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1202	mehrere lokale Bad- und Leitungsstationen
tcho	T+CH+O	EINSTELLUNG + AUSWAHL + GANG	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0417	abgebildeter Pflanzenartikel f56r
tchody	T+CH+O+DY	EINSTELLUNG + AUSWAHL + GANG + ENDE	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildeintrag schließen	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0099	abgebildeter Pflanzenartikel f11r
tchoky	T+OK+Y	EINSTELLUNG + START + DIES	Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Bildplatz aktivieren; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0386	abgebildeter Pflanzenartikel f56r
tchor	T+CH+OR	EINSTELLUNG + AUSWAHL + EINTRAG	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0194	grosse abgebildete Pflanze mit Knollenwurzel
techedy	T+E+CHD+Y	EINSTELLUNG + KURZ + WECHSEL + DIES	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; erster Grad; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1656	lokale Becken-, Figuren- und Verbindungsstationen
teeo	T+EE+O	EINSTELLUNG + LANG + GANG	Arbeitsgang einstellen; länger oder gehalten; Arbeitsgang ausführen	Platz oder Wert einstellen; zweiter Grad; Reihe aufrufen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2020	drei getrennte heterogene Himmelsraeder
teey	T+EE+Y	EINSTELLUNG + LANG + DIES	Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2316	Fischrad mit Stern tragenden Figuren
teodaiin	T+E+O+AIIN	EINSTELLUNG + KURZ + GANG + SOLLWERT	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Sollmaß	Platz oder Wert einstellen; erster Grad; Reihe aufrufen; verzeichneter Sollwert	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2354	Fischrad mit Stern tragenden Figuren
tey	T+E+Y	EINSTELLUNG + KURZ + DIES	Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2015	drei getrennte heterogene Himmelsraeder
to	T+O	EINSTELLUNG + GANG	Arbeitsgang einstellen; Arbeitsgang ausführen	Platz oder Wert einstellen; Reihe aufrufen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2177	Widderrad mit Stern tragenden Figuren
tochso	T+O+CH+S+O	EINSTELLUNG + GANG + AUSWAHL + WAHL + GANG	Arbeitsgang einstellen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; Arbeitsgang ausführen	Platz oder Wert einstellen; Reihe aufrufen; Klasse oder Figur kennzeichnen; Bildklasse auswählen; Reihe aufrufen	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1948	mehrteiliger Sternatlas mit lokalen Zentren
torchy	T+OR+Y	EINSTELLUNG + EINTRAG + DIES	Arbeitsgang einstellen; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Eintragsklasse; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0214	grosse abgebildete Pflanze mit Knollenwurzel
