event_id	physical_page	locus	surface	component_recipe	component_slots	collapsed_slot_pattern	portable_atomic_reading_de	compact_layer
P912-E2037	f69v	f69v.1	oty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2038	f69v	f69v.1	oteeo	OT+EE+O	ORDER+GRADE+ACTION	ORDER>GRADE>ACTION	DANACH · LÄNGER · AUSFÜHREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2039	f69v	f69v.1	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2040	f69v	f69v.1	o	O	ACTION	ACTION	AUSFÜHREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2041	f69v	f69v.1	eykeody	E+Y+K+E+O+DY	GRADE+REFERENT+ACTION+GRADE+ACTION+CLOSE	GRADE>REFERENT>ACTION>GRADE>ACTION>CLOSE	KURZ · DIES · GEBEN · KURZ · AUSFÜHREN · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2042	f69v	f69v.1	dchor	D_ADDR+CH+OR	ARGUMENT+ACTION+ARGUMENT	ARGUMENT>ACTION>ARGUMENT	TEIL · NEHMEN · SATZ	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2043	f69v	f69v.1	char	AR	ARGUMENT	ARGUMENT	QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2044	f69v	f69v.2	yka	Y+K+A_ADDR	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · ORT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2045	f69v	f69v.2	chol	OL	ORDER	ORDER	FORTSETZEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2046	f69v	f69v.2	ykar	Y+K+AR	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2047	f69v	f69v.2	dal	AL	ARGUMENT	ARGUMENT	ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2048	f69v	f69v.2	ykady	Y+K+A_ADDR+Y	REFERENT+ACTION+ARGUMENT+REFERENT	REFERENT>ACTION>ARGUMENT>REFERENT	DIES · GEBEN · ORT · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2049	f69v	f69v.2	iokeeor	OK+EE+OR	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	SETZEN · LÄNGER · SATZ	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2050	f69v	f69v.2	cheey	SH+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · LÄNGER · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2051	f69v	f69v.2	choly	OL+Y	ORDER+REFERENT	ORDER>REFERENT	FORTSETZEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2052	f69v	f69v.2	ykeeal	Y+K+EE+AL	REFERENT+ACTION+GRADE+ARGUMENT	REFERENT>ACTION>GRADE>ARGUMENT	DIES · GEBEN · LÄNGER · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2053	f69v	f69v.2	cheo	CHEO	ACTION	ACTION	AUSZUG	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2054	f69v	f69v.2	oaram	O+AR+AM_ADDR	ACTION+ARGUMENT+ARGUMENT	ACTION>ARGUMENT	AUSFÜHREN · QUELLE · INNEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2055	f69v	f69v.2	ockhy	O+CKH+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	AUSFÜHREN · DURCHLASS · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2056	f69v	f69v.2	sheey	SH+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · LÄNGER · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2057	f69v	f69v.2	aiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2058	f69v	f69v.2	y	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2059	f69v	f69v.2	daiial	DA+IIN+AL	GRADE+GRADE+ARGUMENT	GRADE>ARGUMENT	ZWEIT · STUFE · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2060	f69v	f69v.2	cheody	CHEO+Y	ACTION+REFERENT	ACTION>REFERENT	AUSZUG · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2061	f69v	f69v.2	cheal	AL	ARGUMENT	ARGUMENT	ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2062	f69v	f69v.2	yetey	Y+E+T+E+Y	REFERENT+GRADE+ACTION+GRADE+REFERENT	REFERENT>GRADE>ACTION>GRADE>REFERENT	DIES · KURZ · EINSTELLEN · KURZ · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2063	f69v	f69v.2	chear	CH+E+AR	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	NEHMEN · KURZ · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2064	f69v	f69v.2	y	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2065	f69v	f69v.2	dy	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2066	f69v	f69v.2	ykey	Y+K+E+Y	REFERENT+ACTION+GRADE+REFERENT	REFERENT>ACTION>GRADE>REFERENT	DIES · GEBEN · KURZ · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2067	f69v	f69v.2	ch	CH	ACTION	ACTION	NEHMEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2068	f69v	f69v.2	y	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2069	f69v	f69v.2	dy	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2070	f69v	f69v.2	chol	OL	ORDER	ORDER	FORTSETZEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2071	f69v	f69v.2	ykar	Y+K+AR	REFERENT+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2072	f69v	f69v.2	ol	OL	ORDER	ORDER	FORTSETZEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2073	f69v	f69v.2	y	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2074	f69v	f69v.2	ykeeody	Y+K+EE+O+Y	REFERENT+ACTION+GRADE+ACTION+REFERENT	REFERENT>ACTION>GRADE>ACTION>REFERENT	DIES · GEBEN · LÄNGER · AUSFÜHREN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2075	f69v	f69v.2	chey	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2076	f69v	f69v.2	dal	AL	ARGUMENT	ARGUMENT	ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2077	f69v	f69v.2	ody	O+DY	ACTION+CLOSE	ACTION>CLOSE	AUSFÜHREN · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2078	f69v	f69v.2	airchy	AIR+Y	ARGUMENT+REFERENT	ARGUMENT>REFERENT	LAUF · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2079	f69v	f69v.2	choky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2080	f69v	f69v.2	ychey	Y+Y	REFERENT+REFERENT	REFERENT	DIES · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2081	f69v	f69v.2	chey	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2082	f69v	f69v.3	doair	D_ADDR+O+AIR	ARGUMENT+ACTION+ARGUMENT	ARGUMENT>ACTION>ARGUMENT	TEIL · AUSFÜHREN · LAUF	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2083	f69v	f69v.3	otaldal	OT+AL+AL	ORDER+ARGUMENT+ARGUMENT	ORDER>ARGUMENT	DANACH · ZIEL · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2084	f69v	f69v.3	dair	D_ADDR+AIR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · LAUF	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2085	f69v	f69v.3	chdy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2086	f69v	f69v.3	otoar	OT+O+AR	ORDER+ACTION+ARGUMENT	ORDER>ACTION>ARGUMENT	DANACH · AUSFÜHREN · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2087	f69v	f69v.3	ar	AR	ARGUMENT	ARGUMENT	QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2088	f69v	f69v.3	chy	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2089	f69v	f69v.3	qoteor	OT+E+OR	ORDER+GRADE+ARGUMENT	ORDER>GRADE>ARGUMENT	DANACH · KURZ · SATZ	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2090	f69v	f69v.3	cho	HO	ARGUMENT	ARGUMENT	TEILSTOFF	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2091	f69v	f69v.3	qotair	OT+AIR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · LAUF	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2092	f69v	f69v.3	chda	CHD+A_ADDR	ACTION+ARGUMENT	ACTION>ARGUMENT	UMSETZEN · ORT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2093	f69v	f69v.3	oteeal	OT+EE+AL	ORDER+GRADE+ARGUMENT	ORDER>GRADE>ARGUMENT	DANACH · LÄNGER · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2094	f69v	f69v.3	cheor	CHEO+R	ACTION+ACTION	ACTION	AUSZUG · MARKIEREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2095	f69v	f69v.3	ar	AR	ARGUMENT	ARGUMENT	QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2096	f69v	f69v.3	air	AIR	ARGUMENT	ARGUMENT	LAUF	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2097	f69v	f69v.3	oteody	OT+E+O+Y	ORDER+GRADE+ACTION+REFERENT	ORDER>GRADE>ACTION>REFERENT	DANACH · KURZ · AUSFÜHREN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2098	f69v	f69v.3	ytyd	Y+T+Y+D_LABEL	REFERENT+ACTION+REFERENT+ARGUMENT	REFERENT>ACTION>REFERENT>ARGUMENT	DIES · EINSTELLEN · DIES · RAND	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2099	f69v	f69v.3	a	A_ADDR	ARGUMENT	ARGUMENT	ORT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2100	f69v	f69v.3	dchy	D_ADDR+Y	ARGUMENT+REFERENT	ARGUMENT>REFERENT	TEIL · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2101	f69v	f69v.3	otoly	OT+OL+Y	ORDER+ORDER+REFERENT	ORDER>REFERENT	DANACH · FORTSETZEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2102	f69v	f69v.3	okeodal	OK+E+O+AL	ACTION+GRADE+ACTION+ARGUMENT	ACTION>GRADE>ACTION>ARGUMENT	SETZEN · KURZ · AUSFÜHREN · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2103	f69v	f69v.3	oteoarar	OT+E+O+AR+AR	ORDER+GRADE+ACTION+ARGUMENT+ARGUMENT	ORDER>GRADE>ACTION>ARGUMENT	DANACH · KURZ · AUSFÜHREN · QUELLE · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2104	f69v	f69v.3	cheteeser	CH+E+T+EE+S_ADDR+E+R	ACTION+GRADE+ACTION+GRADE+ARGUMENT+GRADE+ACTION	ACTION>GRADE>ACTION>GRADE>ARGUMENT>GRADE>ACTION	NEHMEN · KURZ · EINSTELLEN · LÄNGER · STERNORT · KURZ · MARKIEREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2105	f69v	f69v.3	dair	D_ADDR+AIR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · LAUF	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2106	f69v	f69v.3	chey	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2107	f69v	f69v.3	okody	OK+O+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	SETZEN · AUSFÜHREN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2108	f69v	f69v.3	dal	AL	ARGUMENT	ARGUMENT	ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2109	f69v	f69v.3	oteey	OT+EE+Y	ORDER+GRADE+REFERENT	ORDER>GRADE>REFERENT	DANACH · LÄNGER · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2110	f69v	f69v.3	oteey	OT+EE+Y	ORDER+GRADE+REFERENT	ORDER>GRADE>REFERENT	DANACH · LÄNGER · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2111	f69v	f69v.4	okeey	OK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · LÄNGER · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2112	f69v	f69v.4	sar	S+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2113	f69v	f69v.5	okeo	OK+E+O	ACTION+GRADE+ACTION	ACTION>GRADE>ACTION	SETZEN · KURZ · AUSFÜHREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2114	f69v	f69v.5	dy	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2115	f69v	f69v.6	ochoyk	O+CH+O+Y+K	ACTION+ACTION+ACTION+REFERENT+ACTION	ACTION>REFERENT>ACTION	AUSFÜHREN · NEHMEN · AUSFÜHREN · DIES · GEBEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2116	f69v	f69v.7	ykeey	Y+K+EE+Y	REFERENT+ACTION+GRADE+REFERENT	REFERENT>ACTION>GRADE>REFERENT	DIES · GEBEN · LÄNGER · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2117	f69v	f69v.8	ytory	Y+T+OR+Y	REFERENT+ACTION+ARGUMENT+REFERENT	REFERENT>ACTION>ARGUMENT>REFERENT	DIES · EINSTELLEN · SATZ · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2118	f69v	f69v.9	oeesy	O+EE+S+Y	ACTION+GRADE+ACTION+REFERENT	ACTION>GRADE>ACTION>REFERENT	AUSFÜHREN · LÄNGER · AUSWÄHLEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2119	f69v	f69v.10	ytody	Y+T+O+DY	REFERENT+ACTION+ACTION+CLOSE	REFERENT>ACTION>CLOSE	DIES · EINSTELLEN · AUSFÜHREN · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2120	f69v	f69v.11	okody	OK+O+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	SETZEN · AUSFÜHREN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2121	f69v	f69v.12	otody	OT+O+DY	ORDER+ACTION+CLOSE	ORDER>ACTION>CLOSE	DANACH · AUSFÜHREN · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2122	f69v	f69v.13	okeal	OK+E+AL	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	SETZEN · KURZ · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2123	f69v	f69v.14	okeod	OK+E+O+D_ADDR	ACTION+GRADE+ACTION+ARGUMENT	ACTION>GRADE>ACTION>ARGUMENT	SETZEN · KURZ · AUSFÜHREN · TEIL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2124	f69v	f69v.15	oteeys	OT+EE+Y+S	ORDER+GRADE+REFERENT+ACTION	ORDER>GRADE>REFERENT>ACTION	DANACH · LÄNGER · DIES · AUSWÄHLEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2125	f69v	f69v.16	oteol	OT+E+OL	ORDER+GRADE+ORDER	ORDER>GRADE>ORDER	DANACH · KURZ · FORTSETZEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2126	f69v	f69v.17	ykeydy	Y+K+E+Y+DY	REFERENT+ACTION+GRADE+REFERENT+CLOSE	REFERENT>ACTION>GRADE>REFERENT>CLOSE	DIES · GEBEN · KURZ · DIES · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2127	f69v	f69v.18	okeod	OK+E+O+D_ADDR	ACTION+GRADE+ACTION+ARGUMENT	ACTION>GRADE>ACTION>ARGUMENT	SETZEN · KURZ · AUSFÜHREN · TEIL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2128	f69v	f69v.19	saral	S+AR+AL	ACTION+ARGUMENT+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · QUELLE · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2129	f69v	f69v.20	saiir	S+AIIN+R	ACTION+ARGUMENT+ACTION	ACTION>ARGUMENT>ACTION	AUSWÄHLEN · SOLLWERT · MARKIEREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2130	f69v	f69v.21	okolar	OK+OL+AR	ACTION+ORDER+ARGUMENT	ACTION>ORDER>ARGUMENT	SETZEN · FORTSETZEN · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2131	f69v	f69v.22	ykeody	Y+K+E+O+DY	REFERENT+ACTION+GRADE+ACTION+CLOSE	REFERENT>ACTION>GRADE>ACTION>CLOSE	DIES · GEBEN · KURZ · AUSFÜHREN · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2132	f69v	f69v.23	sarydy	S+AR+Y+D_ADDR+Y	ACTION+ARGUMENT+REFERENT+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT>ARGUMENT>REFERENT	AUSWÄHLEN · QUELLE · DIES · TEIL · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2133	f69v	f69v.24	otchy	OT+CH+Y	ORDER+ACTION+REFERENT	ORDER>ACTION>REFERENT	DANACH · NEHMEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2134	f69v	f69v.25	okeey	OK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · LÄNGER · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2135	f69v	f69v.25	dy	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2136	f69v	f69v.26	okey	OK+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · KURZ · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2137	f69v	f69v.26	d	D_ADDR	ARGUMENT	ARGUMENT	TEIL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2138	f69v	f69v.27	okeod	OK+E+O+D_ADDR	ACTION+GRADE+ACTION+ARGUMENT	ACTION>GRADE>ACTION>ARGUMENT	SETZEN · KURZ · AUSFÜHREN · TEIL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2139	f69v	f69v.28	okodchy	OK+O+D_ADDR+CH+Y	ACTION+ACTION+ARGUMENT+ACTION+REFERENT	ACTION>ARGUMENT>ACTION>REFERENT	SETZEN · AUSFÜHREN · TEIL · NEHMEN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2140	f69v	f69v.29	okeody	OK+E+O+D_ADDR+Y	ACTION+GRADE+ACTION+ARGUMENT+REFERENT	ACTION>GRADE>ACTION>ARGUMENT>REFERENT	SETZEN · KURZ · AUSFÜHREN · TEIL · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2141	f69v	f69v.30	okcheys	OK+CH+E+Y+S	ACTION+ACTION+GRADE+REFERENT+ACTION	ACTION>GRADE>REFERENT>ACTION	SETZEN · NEHMEN · KURZ · DIES · AUSWÄHLEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2142	f69v	f69v.31	oar	O+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSFÜHREN · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2143	f69v	f69v.31	alys	AL+Y+S	ARGUMENT+REFERENT+ACTION	ARGUMENT>REFERENT>ACTION	ZIEL · DIES · AUSWÄHLEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2144	f70v	f70v1.1	dalalody	AL+AL+O+DY	ARGUMENT+ARGUMENT+ACTION+CLOSE	ARGUMENT>ACTION>CLOSE	ZIEL · ZIEL · AUSFÜHREN · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2145	f70v	f70v1.1	oteoshey	OT+E+O+SH+E+Y	ORDER+GRADE+ACTION+ACTION+GRADE+REFERENT	ORDER>GRADE>ACTION>GRADE>REFERENT	DANACH · KURZ · AUSFÜHREN · HALTEN · KURZ · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2146	f70v	f70v1.1	okoksheo	OK+OK+SH+E+O	ACTION+ACTION+ACTION+GRADE+ACTION	ACTION>GRADE>ACTION	SETZEN · SETZEN · HALTEN · KURZ · AUSFÜHREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2147	f70v	f70v1.1	shokey	SH+OK+E+Y	ACTION+ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · SETZEN · KURZ · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2148	f70v	f70v1.1	raiin	R+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	MARKIEREN · SOLLWERT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2149	f70v	f70v1.1	otor	OT+OR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · SATZ	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2150	f70v	f70v1.1	ochy	O+Y	ACTION+REFERENT	ACTION>REFERENT	AUSFÜHREN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2151	f70v	f70v1.1	s	S	ACTION	ACTION	AUSWÄHLEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2152	f70v	f70v1.1	air	AIR	ARGUMENT	ARGUMENT	LAUF	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2153	f70v	f70v1.1	cheody	CHEO+Y	ACTION+REFERENT	ACTION>REFERENT	AUSZUG · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2154	f70v	f70v1.1	cheey	SH+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · LÄNGER · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2155	f70v	f70v1.1	oteo	OT+E+O	ORDER+GRADE+ACTION	ORDER>GRADE>ACTION	DANACH · KURZ · AUSFÜHREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2156	f70v	f70v1.1	chy	Y	REFERENT	REFERENT	DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2157	f70v	f70v1.1	daiir	DA+IIN+R	GRADE+GRADE+ACTION	GRADE>ACTION	ZWEIT · STUFE · MARKIEREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2158	f70v	f70v1.1	chcthy	CH+CTH+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	NEHMEN · BEREIT · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2159	f70v	f70v1.1	dlal	D_ADDR+L+AL	ARGUMENT+ACTION+ARGUMENT	ARGUMENT>ACTION>ARGUMENT	TEIL · LEITEN · ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2160	f70v	f70v1.1	oteodaiin	OT+E+O+AIIN	ORDER+GRADE+ACTION+ARGUMENT	ORDER>GRADE>ACTION>ARGUMENT	DANACH · KURZ · AUSFÜHREN · SOLLWERT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2161	f70v	f70v1.1	ykeody	Y+K+E+O+DY	REFERENT+ACTION+GRADE+ACTION+CLOSE	REFERENT>ACTION>GRADE>ACTION>CLOSE	DIES · GEBEN · KURZ · AUSFÜHREN · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2162	f70v	f70v1.1	oteody	OT+E+O+Y	ORDER+GRADE+ACTION+REFERENT	ORDER>GRADE>ACTION>REFERENT	DANACH · KURZ · AUSFÜHREN · DIES	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2163	f70v	f70v1.1	sheo	SH+E+O	ACTION+GRADE+ACTION	ACTION>GRADE>ACTION	HALTEN · KURZ · AUSFÜHREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2164	f70v	f70v1.1	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2165	f70v	f70v1.1	oteedy	OT+EE+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · LÄNGER · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2166	f70v	f70v1.1	chetalchs	CH+E+T+AL+CH+S_ADDR	ACTION+GRADE+ACTION+ARGUMENT+ACTION+ARGUMENT	ACTION>GRADE>ACTION>ARGUMENT>ACTION>ARGUMENT	NEHMEN · KURZ · EINSTELLEN · ZIEL · NEHMEN · STERNORT	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2167	f70v	f70v1.1	zar	Z_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	AUSSEN · QUELLE	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2168	f70v	f70v1.1	shoteeody	SH+O+T+EE+O+DY	ACTION+ACTION+ACTION+GRADE+ACTION+CLOSE	ACTION>GRADE>ACTION>CLOSE	HALTEN · AUSFÜHREN · EINSTELLEN · LÄNGER · AUSFÜHREN · SCHLIESSEN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2169	f70v	f70v1.1	okeeo	OK+EE+O	ACTION+GRADE+ACTION	ACTION>GRADE>ACTION	SETZEN · LÄNGER · AUSFÜHREN	LOCAL_NOMENCLATOR_OR_ADDRESS
P912-E2170	f70v	f70v1.1	dal	AL	ARGUMENT	ARGUMENT	ZIEL	LOCAL_NOMENCLATOR_OR_ADDRESS
