target_recipe	target_is_exact_catalog_key	target_identity_route	source_neighbor_edge_count	distinct_source_recipe_count	source_recipes	mutation_families	unique_sampled_context_count	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	observed_context_robustness	stop_factor_rules	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
T+OR+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+OR	ADJACENT_SWAP	2	2	f13r|f18r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+CH+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+OR+CH+Y|K+OR+CH+Y	SAME_CLASS_SUBSTITUTION	3	2	f10r|f56r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+CHD+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+K+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+O+D_ADDR+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+OR+O+D_ADDR+O	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+OK+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+OL+S+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+OR+OL+S+AL	SAME_CLASS_SUBSTITUTION	1	1	f88r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	T+OR+SH+OR|T+OR+Y	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	1	f13r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+OR+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	ADJACENT_SWAP	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+OR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+OR+OR+Y	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+P+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+R+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+S+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	T+OR+SH+OR|T+SH+OR	ADJACENT_SWAP|ATOM_DELETION	2	2	f13r|f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+SH+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+SH+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+SH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+OR+SH+E+DY	SAME_CLASS_SUBSTITUTION	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	S+OR+SH+Y|T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	2	2	f13r|f88v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+T+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OR+Y	YES	IDENTITY_EXACT_OBSERVED	3	3	R+OR+Y|S+OR+Y|SH+OR+Y	SAME_CLASS_SUBSTITUTION	3	2	f1r|f76r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OL	SAME_CLASS_SUBSTITUTION	7	6	f11r|f1r|f56r|f83r|f88v|f89r	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	S+OT+AIIN	SAME_CLASS_SUBSTITUTION	2	2	f18r|f82r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+OT+AM_ADDR	SAME_CLASS_SUBSTITUTION	2	2	f72r|f88v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+OT+CH+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+CH+OK+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	P+OT+CH+OK+OR	SAME_CLASS_SUBSTITUTION	1	1	f76r	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
T+OT+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OL+CHD	SAME_CLASS_SUBSTITUTION	1	1	f77r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	S+OT+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+OT+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+OT+EE+Y|SH+OT+EE+Y	SAME_CLASS_SUBSTITUTION	3	2	f68r1|f72r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+O+D_ADDR+AN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	S+OT+O+D_ADDR+AN	SAME_CLASS_SUBSTITUTION	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+O+M_LOCAL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+OT+O+M_LOCAL	SAME_CLASS_SUBSTITUTION	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+OT+OL	SAME_CLASS_SUBSTITUTION	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+OT+SH+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+OT+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+OT+Y|S+OT+Y	SAME_CLASS_SUBSTITUTION	5	5	f11r|f13r|f1r|f56r|f72r	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CHD	SAME_CLASS_SUBSTITUTION	1	1	f81v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CHD+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+AL	SAME_CLASS_SUBSTITUTION	1	1	f82r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+AL+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+AL+DY	SAME_CLASS_SUBSTITUTION	1	1	f17r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+P+AR|T+CH+AR	SAME_CLASS_SUBSTITUTION	2	2	f1r|f24v	0	0	2	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+CH+Y	SAME_CLASS_SUBSTITUTION	1	1	f71v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+D_ADDR+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+D_ADDR+AL	SAME_CLASS_SUBSTITUTION	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+E+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+E+AL+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+E+DY	SAME_CLASS_SUBSTITUTION	1	1	f81v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+E+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+E+O+DY	SAME_CLASS_SUBSTITUTION	1	1	f88v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+E+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+E+O+L	SAME_CLASS_SUBSTITUTION	2	2	f82r|f89r	0	0	2	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+E+S+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+E+S+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+P+E+Y|T+CH+E+Y	SAME_CLASS_SUBSTITUTION	4	3	f1r|f77r|f89r	0	0	4	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+EEE+D_ADDR+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+EEE+D_ADDR+OL	SAME_CLASS_SUBSTITUTION	1	1	f89r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CH+P+O|T+CH+O|T+SH+O	SAME_CLASS_SUBSTITUTION	4	3	f17r|f1r|f56r	0	0	4	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+DY	SAME_CLASS_SUBSTITUTION	3	2	f11r|f95v	0	0	3	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+O+D_ADDR+AIIN+L+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+O+D_ADDR+AIIN+L+S	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+O+D_ADDR+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+O+D_ADDR+AL	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+O+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+D_ADDR+AR	SAME_CLASS_SUBSTITUTION	1	1	f24v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+O+D_ADDR+EE+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+O+D_ADDR+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+D_ADDR+OL	SAME_CLASS_SUBSTITUTION	1	1	f89r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+O+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+O+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+P+OL|T+SH+OL	SAME_CLASS_SUBSTITUTION	3	3	f11r|f68r1|f88r	0	0	3	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CH+P+OR|T+CH+OR|T+SH+OR	SAME_CLASS_SUBSTITUTION	5	5	f13r|f17r|f18r|f68r1|f95v	0	0	5	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+SH+EE+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+P+SH+EE+DY	SAME_CLASS_SUBSTITUTION	1	1	f76r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CH+P+Y|T+CHD+Y|T+OK+Y	SAME_CLASS_SUBSTITUTION	8	6	f11r|f1r|f56r|f75r|f83r|f95v	0	0	8	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+R|T+CHD	SAME_CLASS_SUBSTITUTION	2	2	f77r|f81v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CHD+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	R+T+AIN	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+AR	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+D_ADDR+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+D_ADDR+AL	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+E+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+E+O+L	SAME_CLASS_SUBSTITUTION	2	2	f82r|f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+T+R+E+S|T+SH+E+S	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f1r|f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	T+CH+O|T+SH+O	SAME_CLASS_SUBSTITUTION	3	2	f17r|f56r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+DY	SAME_CLASS_SUBSTITUTION	3	2	f11r|f95v	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+O+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+D_ADDR+AR	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+O+D_ADDR+EE+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+O+D_ADDR+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+D_ADDR+OL	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+OL	SAME_CLASS_SUBSTITUTION	1	1	f11r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	T+CH+OR|T+SH+OR	SAME_CLASS_SUBSTITUTION	3	3	f13r|f18r|f95v	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+R+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	T+CHD+Y|T+OK+Y	SAME_CLASS_SUBSTITUTION	6	4	f56r|f75r|f83r|f95v	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CH+S|T+CHD|T+O+S	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	4	4	f72r|f81v|f88v|f89r	0	0	4	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CHD+AIIN	SAME_CLASS_SUBSTITUTION	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+AR	SAME_CLASS_SUBSTITUTION	1	1	f24v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+S+DY	SAME_CLASS_SUBSTITUTION	1	1	f75r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+D_ADDR+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+D_ADDR+AL	SAME_CLASS_SUBSTITUTION	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+E+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+E+O+L	SAME_CLASS_SUBSTITUTION	2	2	f82r|f89r	0	0	2	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
