dictionary_entry_id	surfaces	component_recipe	abstract_composition_de	workshop_prose_composition_de	owner_address_composition_de	observed_events	physical_pages	registers	observed_channel	observed_channel_reading_de	composition_status
P912-D1255	teey	T+EE+Y	EINSTELLUNG → GRAD_2 → REFERENT	Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0313	dalal	AL+AL	ZIEL → ZIEL	Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle	Zielplatz; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0149	cheoltey	CH+E+OL+T+E+Y	AUSWAHL_ENTNAHME → GRAD_1 → FORTSETZUNG → EINSTELLUNG → GRAD_1 → REFERENT	bezeichneten Anteil entnehmen; kurz oder direkt; im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; erster Grad; dieselbe Reihe fortführen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; erster Grad; dieselbe Reihe fortführen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1140	sheeteey	SH+EE+T+EE+Y	HALTEN → GRAD_2 → EINSTELLUNG → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Bezug festhalten; zweiter Grad; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; zweiter Grad; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0621	okeeol	OK+EE+OL	AKTIVIEREN → GRAD_2 → FORTSETZUNG	Arbeitsgang ansetzen; länger oder gehalten; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; zweiter Grad; dieselbe Reihe fortführen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; zweiter Grad; dieselbe Reihe fortführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1324	ykeeos	Y+K+EE+O+S_ADDR	REFERENT → ZUORDNUNG → GRAD_2 → LAUF → STERNADRESSE	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsgang ausführen; bezeichnete s-Stelle	dieser Bildplatz; Wert zuordnen; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1300	ykair	Y+K+AIR	REFERENT → ZUORDNUNG → LAUFWEG	dieser Arbeitsgegenstand; Material zugeben; Flüssigkeits- oder Stationslauf	dieser Bildplatz; Wert zuordnen; Ringlauf	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; Ringlauf	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0051	arar	AR+AR	QUELLE → QUELLE	Entnahmestelle; Entnahmestelle	Quell- oder Bezugsstelle; Quell- oder Bezugsstelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Quell- oder Bezugsstelle; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0027	alos	AL+O+S_ADDR	ZIEL → LAUF → STERNADRESSE	Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichnete s-Stelle	Zielplatz; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz; Reihe aufrufen; Stern- oder s-Stelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0018	al	AL	ZIEL	Ziel- oder Anschlussstelle	Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0772	otalar	OT+AL+AR	NAECHSTER → ZIEL → QUELLE	danach oder nächster Posten; Ziel- oder Anschlussstelle; Entnahmestelle	nächster Bildplatz; Zielplatz; Quell- oder Bezugsstelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Quell- oder Bezugsstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0771	otalam	OT+AL+AM_ADDR	NAECHSTER → ZIEL → INNENADRESSE	danach oder nächster Posten; Ziel- oder Anschlussstelle; Innenstelle	nächster Bildplatz; Zielplatz; Innenplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Innenplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0371	dolaram	D_ADDR+OL+AR+AM_ADDR	UNTERADRESSE → FORTSETZUNG → QUELLE → INNENADRESSE	bezeichneter Teil; im selben Arbeitsgang fortfahren; Entnahmestelle; Innenstelle	Unterplatz; dieselbe Reihe fortführen; Quell- oder Bezugsstelle; Innenplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; dieselbe Reihe fortführen; Quell- oder Bezugsstelle; Innenplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0589	okaram	OK+AR+AM_ADDR	AKTIVIEREN → QUELLE → INNENADRESSE	Arbeitsgang ansetzen; Entnahmestelle; Innenstelle	Bildplatz aktivieren; Quell- oder Bezugsstelle; Innenplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Quell- oder Bezugsstelle; Innenplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0833	oteosal	OT+E+O+S_ADDR+AL	NAECHSTER → GRAD_1 → LAUF → STERNADRESSE → ZIEL	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle; Ziel- oder Anschlussstelle	nächster Bildplatz; erster Grad; Reihe aufrufen; Stern- oder s-Stelle; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Stern- oder s-Stelle; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1084	salols	S_LABEL+AL+OL+S_LABEL	S → ZIEL → FORTSETZUNG → S	lokales Schreibzeichen; Ziel- oder Anschlussstelle; im selben Arbeitsgang fortfahren; lokales Schreibzeichen	lokales Bildzeichen; Zielplatz; dieselbe Reihe fortführen; lokales Bildzeichen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	lokales Bildzeichen; Zielplatz; dieselbe Reihe fortführen; lokales Bildzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0582	okaldal	OK+AL+AL	AKTIVIEREN → ZIEL → ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle	Bildplatz aktivieren; Zielplatz; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Zielplatz; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1339	ykolaiin	Y+K+OL+AIIN	REFERENT → ZUORDNUNG → FORTSETZUNG → SOLLWERT	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; Sollmaß	dieser Bildplatz; Wert zuordnen; dieselbe Reihe fortführen; verzeichneter Sollwert	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; dieselbe Reihe fortführen; verzeichneter Sollwert	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0767	otal	OT+AL	NAECHSTER → ZIEL	danach oder nächster Posten; Ziel- oder Anschlussstelle	nächster Bildplatz; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0824	oteoal	OT+E+O+AL	NAECHSTER → GRAD_1 → LAUF → ZIEL	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	nächster Bildplatz; erster Grad; Reihe aufrufen; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0007	aildy	A_ADDR+IIN+L+DY	ADRESSE → STUFE → VERBINDUNG → ABSCHLUSS	lokale Arbeitsstelle; Arbeitsstufe; entlang des Arbeitswegs führen; Arbeitsschritt schließen	lokale Bildadresse; Wertstufe; Bildverbindung; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	lokale Bildadresse; Wertstufe; Bildverbindung; Bildeintrag schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1110	shal	SH+AL	HALTEN → ZIEL	Arbeitsgegenstand halten; Ziel- oder Anschlussstelle	Bezug festhalten; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1019	qoteeal	OT+EE+AL	NAECHSTER → GRAD_2 → ZIEL	danach oder nächster Posten; länger oder gehalten; Ziel- oder Anschlussstelle	nächster Bildplatz; zweiter Grad; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1256	teodaiin	T+E+O+AIIN	EINSTELLUNG → GRAD_1 → LAUF → SOLLWERT	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Sollmaß	Platz oder Wert einstellen; erster Grad; Reihe aufrufen; verzeichneter Sollwert	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; erster Grad; Reihe aufrufen; verzeichneter Sollwert	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0270	cthey	CTH+E+Y	BEREITSTATUS → GRAD_1 → REFERENT	bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Bereitschaftsklasse; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	Bereitschaftsklasse; erster Grad; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0817	oteeos	OT+EE+O+S_ADDR	NAECHSTER → GRAD_2 → LAUF → STERNADRESSE	danach oder nächster Posten; länger oder gehalten; Arbeitsgang ausführen; bezeichnete s-Stelle	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0831	oteos	OT+E+O+S_ADDR	NAECHSTER → GRAD_1 → LAUF → STERNADRESSE	danach oder nächster Posten; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle	nächster Bildplatz; erster Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; erster Grad; Reihe aufrufen; Stern- oder s-Stelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0296	daim	DA+IIN+M_LOCAL	STUFE_2 → STUFE → M	zweite Arbeitsstufe; Arbeitsstufe; lokales Schreibzeichen	zweite Bildstufe; Wertstufe; lokales Bildzeichen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	zweite Bildstufe; Wertstufe; lokales Bildzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0851	otolal	OT+OL+AL	NAECHSTER → FORTSETZUNG → ZIEL	danach oder nächster Posten; im selben Arbeitsgang fortfahren; Ziel- oder Anschlussstelle	nächster Bildplatz; dieselbe Reihe fortführen; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieselbe Reihe fortführen; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0862	otorchety	OT+OR+CH+E+T+Y	NAECHSTER → EINTRAG → AUSWAHL_ENTNAHME → GRAD_1 → EINSTELLUNG → REFERENT	danach oder nächster Posten; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand	nächster Bildplatz; Eintragsklasse; Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; dieser Bildplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Eintragsklasse; Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0753	osal	O+S+AL	LAUF → AUSWAHL → ZIEL	Arbeitsgang ausführen; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	Reihe aufrufen; Bildklasse auswählen; Zielplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bildklasse auswählen; Zielplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0742	orald	OR+AL+D_ADDR	EINTRAG → ZIEL → UNTERADRESSE	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; bezeichneter Teil	Eintragsklasse; Zielplatz; Unterplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	Eintragsklasse; Zielplatz; Unterplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0689	oldar	OL+DA+R	FORTSETZUNG → STUFE_2 → MARKE	im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; Zustand kennzeichnen	dieselbe Reihe fortführen; zweite Bildstufe; Zustandsmarke	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; zweite Bildstufe; Zustandsmarke	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0847	otoky	OT+OK+Y	NAECHSTER → AKTIVIEREN → REFERENT	danach oder nächster Posten; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	nächster Bildplatz; Bildplatz aktivieren; dieser Bildplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Bildplatz aktivieren; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0779	otaly	OT+AL+Y	NAECHSTER → ZIEL → REFERENT	danach oder nächster Posten; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	nächster Bildplatz; Zielplatz; dieser Bildplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0379	dorsheoy	D_ADDR+OR+SH+E+O+Y	UNTERADRESSE → EINTRAG → HALTEN → GRAD_1 → LAUF → REFERENT	bezeichneter Teil; Ansatz oder Zubereitung; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Unterplatz; Eintragsklasse; Bezug festhalten; erster Grad; Reihe aufrufen; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneter Teil; Ansatz oder Zubereitung; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0269	ctheol	CTH+E+OL	BEREITSTATUS → GRAD_1 → FORTSETZUNG	bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren	Bereitschaftsklasse; erster Grad; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0915	qockhey	O+CKH+E+Y	LAUF → DURCHLASS → GRAD_1 → REFERENT	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Reihe aufrufen; Verbindung oder Durchlass; erster Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0380	dory	D_ADDR+OR+Y	UNTERADRESSE → EINTRAG → REFERENT	bezeichneter Teil; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Unterplatz; Eintragsklasse; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneter Teil; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1157	sheor	SH+E+OR	HALTEN → GRAD_1 → EINTRAG	Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung	Bezug festhalten; erster Grad; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1178	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	HALTEN → FORTSETZUNG → F → AUSWAHL_ENTNAHME → EINTRAG	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; lokales Schreibzeichen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Bezug festhalten; dieselbe Reihe fortführen; lokales Bildzeichen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; lokales Schreibzeichen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0308	dal	AL	ZIEL	Ziel- oder Anschlussstelle	Zielplatz	2	f88r	PHARMA	WORKSHOP_PROSE	Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0080	chcthol	CH+CTH+OL	AUSWAHL_ENTNAHME → BEREITSTATUS → FORTSETZUNG	bezeichneten Anteil entnehmen; bis bereit führen; im selben Arbeitsgang fortfahren	Klasse oder Figur kennzeichnen; Bereitschaftsklasse; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; bis bereit führen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1040	ral	R+AL	MARKE → ZIEL	Zustand kennzeichnen; Ziel- oder Anschlussstelle	Zustandsmarke; Zielplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Zustand kennzeichnen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1156	sheom	SH+E+O+AM_ADDR	HALTEN → GRAD_1 → LAUF → INNENADRESSE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	Bezug festhalten; erster Grad; Reihe aufrufen; Innenplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0440	keol	K+E+OL	ZUORDNUNG → GRAD_1 → FORTSETZUNG	Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	Wert zuordnen; erster Grad; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0092	chear	CH+E+AR	AUSWAHL_ENTNAHME → GRAD_1 → QUELLE	bezeichneten Anteil entnehmen; kurz oder direkt; Entnahmestelle	Klasse oder Figur kennzeichnen; erster Grad; Quell- oder Bezugsstelle	2	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1147	shekor	SH+E+K+OR	HALTEN → GRAD_1 → ZUORDNUNG → EINTRAG	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ansatz oder Zubereitung	Bezug festhalten; erster Grad; Wert zuordnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0977	qokor	OK+OR	AKTIVIEREN → EINTRAG	Arbeitsgang ansetzen; Ansatz oder Zubereitung	Bildplatz aktivieren; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0290	daiin	AIIN	SOLLWERT	Sollmaß	verzeichneter Sollwert	2	f88r	PHARMA	WORKSHOP_PROSE	Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1093	sar	S+AR	AUSWAHL → QUELLE	Arbeitsvariante auswählen; Entnahmestelle	Bildklasse auswählen; Quell- oder Bezugsstelle	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsvariante auswählen; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1060	s	S	AUSWAHL	Arbeitsvariante auswählen	Bildklasse auswählen	5	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0004	aiin	AIIN	SOLLWERT	Sollmaß	verzeichneter Sollwert	4	f88r	PHARMA	WORKSHOP_PROSE	Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0669	oky	OK+Y	AKTIVIEREN → REFERENT	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1090	sam	S+AM_ADDR	AUSWAHL → INNENADRESSE	Arbeitsvariante auswählen; Innenstelle	Bildklasse auswählen; Innenplatz	2	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsvariante auswählen; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0511	oain	O+AIN	LAUF → EINHEIT	Arbeitsgang ausführen; Portion	Reihe aufrufen; Einheit oder Index	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ausführen; Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0739	or	OR	EINTRAG	Ansatz oder Zubereitung	Eintragsklasse	5	f88r	PHARMA	WORKSHOP_PROSE	Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0722	om	O+AM_ADDR	LAUF → INNENADRESSE	Arbeitsgang ausführen; Innenstelle	Reihe aufrufen; Innenplatz	2	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ausführen; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0783	otam	OT+AM_ADDR	NAECHSTER → INNENADRESSE	danach oder nächster Posten; Innenstelle	nächster Bildplatz; Innenplatz	1	f88r	PHARMA	WORKSHOP_PROSE	danach oder nächster Posten; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0639	okeom	OK+E+O+AM_ADDR	AKTIVIEREN → GRAD_1 → LAUF → INNENADRESSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Innenplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0120	cheeor	CH+EE+OR	AUSWAHL_ENTNAHME → GRAD_2 → EINTRAG	bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung	Klasse oder Figur kennzeichnen; zweiter Grad; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0966	qokeody	OK+E+O+D_ADDR+Y	AKTIVIEREN → GRAD_1 → LAUF → UNTERADRESSE → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0323	dar	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Unterplatz; Quell- oder Bezugsstelle	2	f88r	PHARMA	WORKSHOP_PROSE	bezeichneter Teil; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0140	cheody	CHEO+Y	LOKALINHALT → REFERENT	Auszug; dieser Arbeitsgegenstand	lokaler Eintrag; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Auszug; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0968	qokeol	OK+E+OL	AKTIVIEREN → GRAD_1 → FORTSETZUNG	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen	2	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0148	cheol	CHEO+L	LOKALINHALT → VERBINDUNG	Auszug; entlang des Arbeitswegs führen	lokaler Eintrag; Bildverbindung	6	f88r	PHARMA	WORKSHOP_PROSE	Auszug; entlang des Arbeitswegs führen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1066	saiin	S+AIIN	AUSWAHL → SOLLWERT	Arbeitsvariante auswählen; Sollmaß	Bildklasse auswählen; verzeichneter Sollwert	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsvariante auswählen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
