event_id	dictionary_entry_id	physical_page	locus	surface	channel	visible_owner_de	component_recipe	abstract_composition_de	register_composition_de	current_fluent_or_address_de
P912-E2145	P912-D0834	f70v	f70v1.1	oteoshey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+O+SH+E+Y	NAECHSTER → GRAD_1 → LAUF → HALTEN → GRAD_1 → REFERENT	nächster Bildplatz; erster Grad; Reihe aufrufen; Bezug festhalten; erster Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Bezug halten, erster Grad, dieser Platz.
P912-E2146	P912-D0653	f70v	f70v1.1	okoksheo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+OK+SH+E+O	AKTIVIEREN → AKTIVIEREN → HALTEN → GRAD_1 → LAUF	Bildplatz aktivieren; Bildplatz aktivieren; Bezug festhalten; erster Grad; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Bezug halten, erster Grad, Reihe aufrufen.
P912-E2147	P912-D1174	f70v	f70v1.1	shokey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+OK+E+Y	HALTEN → AKTIVIEREN → GRAD_1 → REFERENT	Bezug festhalten; Bildplatz aktivieren; erster Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Bezug halten, Platz aktivieren, erster Grad, dieser Platz.
P912-E2148	P912-D1037	f70v	f70v1.1	raiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	R+AIIN	MARKE → SOLLWERT	Zustandsmarke; verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: Zustandsmarke, verzeichneter Sollwert.
P912-E2149	P912-D0861	f70v	f70v1.1	otor	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+OR	NAECHSTER → EINTRAG	nächster Bildplatz; Eintragsklasse	Widderrad mit Stern tragenden Figuren: nächster Platz, Eintragsklasse.
P912-E2150	P912-D0518	f70v	f70v1.1	ochy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	O+Y	LAUF → REFERENT	Reihe aufrufen; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, dieser Platz.
P912-E2151	P912-D1063	f70v	f70v1.1	s	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	S	AUSWAHL	Bildklasse auswählen	Widderrad mit Stern tragenden Figuren: Klasse wählen.
P912-E2152	P912-D0013	f70v	f70v1.1	air	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AIR	LAUFWEG	Ringlauf	Widderrad mit Stern tragenden Figuren: Ringlauf.
P912-E2153	P912-D0141	f70v	f70v1.1	cheody	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	CHEO+Y	LOKALINHALT → REFERENT	lokaler Eintrag; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: lokaler Eintrag, dieser Platz.
P912-E2154	P912-D0126	f70v	f70v1.1	cheey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Bezug festhalten; zweiter Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, dieser Platz.
P912-E2155	P912-D0823	f70v	f70v1.1	oteo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+O	NAECHSTER → GRAD_1 → LAUF	nächster Bildplatz; erster Grad; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen.
P912-E2156	P912-D0251	f70v	f70v1.1	chy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	Y	REFERENT	dieser Bildplatz	Widderrad mit Stern tragenden Figuren: dieser Platz.
P912-E2157	P912-D0295	f70v	f70v1.1	daiir	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	DA+IIN+R	STUFE_2 → STUFE → MARKE	zweite Bildstufe; Wertstufe; Zustandsmarke	Widderrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, Zustandsmarke.
P912-E2158	P912-D0083	f70v	f70v1.1	chcthy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	CH+CTH+Y	AUSWAHL_ENTNAHME → BEREITSTATUS → REFERENT	Klasse oder Figur kennzeichnen; Bereitschaftsklasse; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Klassenkennung, Bereitschaftsklasse, dieser Platz.
P912-E2159	P912-D0358	f70v	f70v1.1	dlal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	D_ADDR+L+AL	UNTERADRESSE → VERBINDUNG → ZIEL	Unterplatz; Bildverbindung; Zielplatz	Widderrad mit Stern tragenden Figuren: Unterplatz, Verbindung, Zielplatz.
P912-E2160	P912-D0826	f70v	f70v1.1	oteodaiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+O+AIIN	NAECHSTER → GRAD_1 → LAUF → SOLLWERT	nächster Bildplatz; erster Grad; Reihe aufrufen; verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, verzeichneter Sollwert.
P912-E2161	P912-D1332	f70v	f70v1.1	ykeody	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	Y+K+E+O+DY	REFERENT → ZUORDNUNG → GRAD_1 → LAUF → ABSCHLUSS	dieser Bildplatz; Wert zuordnen; erster Grad; Reihe aufrufen; Bildeintrag schließen	Widderrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.
P912-E2162	P912-D0827	f70v	f70v1.1	oteody	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+O+Y	NAECHSTER → GRAD_1 → LAUF → REFERENT	nächster Bildplatz; erster Grad; Reihe aufrufen; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.
P912-E2163	P912-D1149	f70v	f70v1.1	sheo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+E+O	HALTEN → GRAD_1 → LAUF	Bezug festhalten; erster Grad; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen.
P912-E2164	P912-D0293	f70v	f70v1.1	daiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AIIN	SOLLWERT	verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: verzeichneter Sollwert.
P912-E2165	P912-D0812	f70v	f70v1.1	oteedy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+EE+DY	NAECHSTER → GRAD_2 → ABSCHLUSS	nächster Bildplatz; zweiter Grad; Bildeintrag schließen	Widderrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Eintrag schließen.
P912-E2166	P912-D0160	f70v	f70v1.1	chetalchs	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	CH+E+T+AL+CH+S_ADDR	AUSWAHL_ENTNAHME → GRAD_1 → EINSTELLUNG → ZIEL → AUSWAHL_ENTNAHME → STERNADRESSE	Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; Zielplatz; Klasse oder Figur kennzeichnen; Stern- oder s-Stelle	Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz einstellen, Zielplatz, Klassenkennung, Sternbezug.
P912-E2167	P912-D1384	f70v	f70v1.1	zar	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	Z_ADDR+AR	LOKALE_ADRESSE → QUELLE	z-stelle; Quell- oder Bezugsstelle	Widderrad mit Stern tragenden Figuren: z-Stelle, Quell- oder Bezugsstelle.
P912-E2168	P912-D1181	f70v	f70v1.1	shoteeody	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+O+T+EE+O+DY	HALTEN → LAUF → EINSTELLUNG → GRAD_2 → LAUF → ABSCHLUSS	Bezug festhalten; Reihe aufrufen; Platz oder Wert einstellen; zweiter Grad; Reihe aufrufen; Bildeintrag schließen	Widderrad mit Stern tragenden Figuren: Bezug halten, Reihe aufrufen, Platz einstellen, zweiter Grad, Reihe aufrufen, Eintrag schließen.
P912-E2169	P912-D0616	f70v	f70v1.1	okeeo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+EE+O	AKTIVIEREN → GRAD_2 → LAUF	Bildplatz aktivieren; zweiter Grad; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, Reihe aufrufen.
P912-E2170	P912-D0311	f70v	f70v1.1	dal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AL	ZIEL	Zielplatz	Widderrad mit Stern tragenden Figuren: Zielplatz.
P912-E2171	P912-D0141	f70v	f70v1.1	cheody	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	CHEO+Y	LOKALINHALT → REFERENT	lokaler Eintrag; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: lokaler Eintrag, dieser Platz.
P912-E2172	P912-D0603	f70v	f70v1.1	okchoteees	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+CH+OT+EEE+S_ADDR	AKTIVIEREN → AUSWAHL_ENTNAHME → NAECHSTER → GRAD_3 → STERNADRESSE	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; nächster Bildplatz; dritter oder voller Grad; Stern- oder s-Stelle	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Klassenkennung, nächster Platz, voller Grad, Sternbezug.
P912-E2173	P912-D0816	f70v	f70v1.1	oteeody	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+EE+O+DY	NAECHSTER → GRAD_2 → LAUF → ABSCHLUSS	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Bildeintrag schließen	Widderrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen.
P912-E2174	P912-D0144	f70v	f70v1.1	cheokeo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	CH+E+OK+E+O	AUSWAHL_ENTNAHME → GRAD_1 → AKTIVIEREN → GRAD_1 → LAUF	Klasse oder Figur kennzeichnen; erster Grad; Bildplatz aktivieren; erster Grad; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, erster Grad, Reihe aufrufen.
P912-E2175	P912-D0759	f70v	f70v1.1	otaiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+AIIN	NAECHSTER → SOLLWERT	nächster Bildplatz; verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Sollwert.
P912-E2176	P912-D1159	f70v	f70v1.1	shes	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+E+S_ADDR	HALTEN → GRAD_1 → STERNADRESSE	Bezug festhalten; erster Grad; Stern- oder s-Stelle	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Sternbezug.
P912-E2177	P912-D1260	f70v	f70v1.1	to	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	T+O	EINSTELLUNG → LAUF	Platz oder Wert einstellen; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen.
P912-E2178	P912-D0045	f70v	f70v1.1	ar	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AR	QUELLE	Quell- oder Bezugsstelle	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.
P912-E2179	P912-D0721	f70v	f70v1.1	oly	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OL+Y	FORTSETZUNG → REFERENT	dieselbe Reihe fortführen; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, dieser Platz.
P912-E2180	P912-D0319	f70v	f70v1.1	daly	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AL+Y	ZIEL → REFERENT	Zielplatz; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Zielplatz, dieser Platz.
P912-E2181	P912-D1119	f70v	f70v1.1	sheal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+E+AL	HALTEN → GRAD_1 → ZIEL	Bezug festhalten; erster Grad; Zielplatz	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Zielplatz.
P912-E2182	P912-D0773	f70v	f70v1.2	otalchy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+AL+Y	NAECHSTER → ZIEL → REFERENT	nächster Bildplatz; Zielplatz; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.
P912-E2183	P912-D1241	f70v	f70v1.2	tar	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	T+AR	EINSTELLUNG → QUELLE	Platz oder Wert einstellen; Quell- oder Bezugsstelle	Widderrad mit Stern tragenden Figuren: Platz einstellen, Quell- oder Bezugsstelle.
P912-E2184	P912-D0035	f70v	f70v1.2	am	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AM_ADDR	INNENADRESSE	Innenplatz	Widderrad mit Stern tragenden Figuren: Innenplatz.
P912-E2185	P912-D0392	f70v	f70v1.2	dy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	Y	REFERENT	dieser Bildplatz	Widderrad mit Stern tragenden Figuren: dieser Platz.
P912-E2186	P912-D0726	f70v	f70v1.3	opchey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	O+P+Y	LAUF → EINSETZUNG → REFERENT	Reihe aufrufen; Platz besetzen; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz.
P912-E2187	P912-D1076	f70v	f70v1.3	sal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	S+AL	AUSWAHL → ZIEL	Bildklasse auswählen; Zielplatz	Widderrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz.
P912-E2188	P912-D0763	f70v	f70v1.4	otakaizan	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+A_ADDR+K+AIN+Z_ADDR+AN	NAECHSTER → ADRESSE → ZUORDNUNG → EINHEIT → LOKALE_ADRESSE → ZUSATZ	nächster Bildplatz; lokale Bildadresse; Wert zuordnen; Einheit oder Index; z-stelle; zusätzlicher Eintrag	Widderrad mit Stern tragenden Figuren: nächster Platz, lokale Adresse, Wert zuordnen, Einheit, z-Stelle, Zusatzklasse.
P912-E2189	P912-D0581	f70v	f70v1.5	okalal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+AL+AL	AKTIVIEREN → ZIEL → ZIEL	Bildplatz aktivieren; Zielplatz; Zielplatz	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.
P912-E2190	P912-D0780	f70v	f70v1.6	otaly	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+AL+Y	NAECHSTER → ZIEL → REFERENT	nächster Bildplatz; Zielplatz; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.
P912-E2191	P912-D0512	f70v	f70v1.7	oalcheg	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	O+AL+CH+E+G_LABEL	LAUF → ZIEL → AUSWAHL_ENTNAHME → GRAD_1 → G	Reihe aufrufen; Zielplatz; Klasse oder Figur kennzeichnen; erster Grad; lokales Bildzeichen	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Zielplatz, Klassenkennung, erster Grad, g-Zeichen.
P912-E2192	P912-D0797	f70v	f70v1.8	otchodals	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+CH+O+AL+S_ADDR	NAECHSTER → AUSWAHL_ENTNAHME → LAUF → ZIEL → STERNADRESSE	nächster Bildplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Zielplatz; Stern- oder s-Stelle	Widderrad mit Stern tragenden Figuren: nächster Platz, Klassenkennung, Reihe aufrufen, Zielplatz, Sternbezug.
P912-E2193	P912-D0661	f70v	f70v1.9	okolshy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+OL+SH+Y	AKTIVIEREN → FORTSETZUNG → HALTEN → REFERENT	Bildplatz aktivieren; dieselbe Reihe fortführen; Bezug festhalten; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, Bezug halten, dieser Platz.
P912-E2194	P912-D0866	f70v	f70v1.10	otshshdy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+SH+SH+DY	NAECHSTER → HALTEN → HALTEN → ABSCHLUSS	nächster Bildplatz; Bezug festhalten; Bezug festhalten; Bildeintrag schließen	Widderrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, Eintrag schließen.
P912-E2195	P912-D0766	f70v	f70v1.11	otal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+AL	NAECHSTER → ZIEL	nächster Bildplatz; Zielplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.
P912-E2196	P912-D1349	f70v	f70v1.11	ypsharal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	Y+P+SH+AR+AL	REFERENT → EINSETZUNG → HALTEN → QUELLE → ZIEL	dieser Bildplatz; Platz besetzen; Bezug festhalten; Quell- oder Bezugsstelle; Zielplatz	Widderrad mit Stern tragenden Figuren: dieser Platz, Eintrag beginnen, Bezug halten, Quell- oder Bezugsstelle, Zielplatz.
P912-E2197	P912-D0293	f70v	f70v1.12	daiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AIIN	SOLLWERT	verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: verzeichneter Sollwert.
P912-E2198	P912-D0643	f70v	f70v1.12	okey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Bildplatz aktivieren; erster Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz.
P912-E2199	P912-D0842	f70v	f70v1.12	otodal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+O+AL	NAECHSTER → LAUF → ZIEL	nächster Bildplatz; Reihe aufrufen; Zielplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Zielplatz.
P912-E2200	P912-D0143	f70v	f70v1.12	cheokeeo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	CH+E+OK+EE+O	AUSWAHL_ENTNAHME → GRAD_1 → AKTIVIEREN → GRAD_2 → LAUF	Klasse oder Figur kennzeichnen; erster Grad; Bildplatz aktivieren; zweiter Grad; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, zweiter Grad, Reihe aufrufen.
P912-E2201	P912-D0633	f70v	f70v1.12	okeodal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+E+O+AL	AKTIVIEREN → GRAD_1 → LAUF → ZIEL	Bildplatz aktivieren; erster Grad; Reihe aufrufen; Zielplatz	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Reihe aufrufen, Zielplatz.
P912-E2202	P912-D1177	f70v	f70v1.12	shol	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+OL	HALTEN → FORTSETZUNG	Bezug festhalten; dieselbe Reihe fortführen	Widderrad mit Stern tragenden Figuren: Bezug halten, gleiche Reihe weiter.
P912-E2203	P912-D0679	f70v	f70v1.12	olaiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OL+AIIN	FORTSETZUNG → SOLLWERT	dieselbe Reihe fortführen; verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert.
P912-E2204	P912-D1068	f70v	f70v1.12	saiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	S+AIIN	AUSWAHL → SOLLWERT	Bildklasse auswählen; verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: Klasse wählen, verzeichneter Sollwert.
P912-E2205	P912-D1149	f70v	f70v1.12	sheo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+E+O	HALTEN → GRAD_1 → LAUF	Bezug festhalten; erster Grad; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen.
P912-E2206	P912-D0961	f70v	f70v1.12	qokeeol	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+EE+OL	AKTIVIEREN → GRAD_2 → FORTSETZUNG	Bildplatz aktivieren; zweiter Grad; dieselbe Reihe fortführen	Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter.
P912-E2207	P912-D0804	f70v	f70v1.12	otchykey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+Y+K+E+Y	NAECHSTER → REFERENT → ZUORDNUNG → GRAD_1 → REFERENT	nächster Bildplatz; dieser Bildplatz; Wert zuordnen; erster Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, dieser Platz, Wert zuordnen, erster Grad, dieser Platz.
P912-E2208	P912-D0131	f70v	f70v1.12	chekeal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	CHK+E+AL	BEHANDLUNG → GRAD_1 → ZIEL	Behandlungsklasse; erster Grad; Zielplatz	Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, Zielplatz.
P912-E2209	P912-D0832	f70v	f70v1.12	oteosaiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+O+S_ADDR+AIIN	NAECHSTER → GRAD_1 → LAUF → STERNADRESSE → SOLLWERT	nächster Bildplatz; erster Grad; Reihe aufrufen; Stern- oder s-Stelle; verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, verzeichneter Sollwert.
P912-E2210	P912-D0133	f70v	f70v1.12	chekey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	CHK+E+Y	BEHANDLUNG → GRAD_1 → REFERENT	Behandlungsklasse; erster Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, dieser Platz.
P912-E2211	P912-D0637	f70v	f70v1.12	okeolol	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+E+OL+OL	AKTIVIEREN → GRAD_1 → FORTSETZUNG → FORTSETZUNG	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen; dieselbe Reihe fortführen	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter.
P912-E2212	P912-D0121	f70v	f70v1.12	chees	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	SH+EE+S_ADDR	HALTEN → GRAD_2 → STERNADRESSE	Bezug festhalten; zweiter Grad; Stern- oder s-Stelle	Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Sternbezug.
P912-E2213	P912-D0549	f70v	f70v1.12	oeey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	O+EE+Y	LAUF → GRAD_2 → REFERENT	Reihe aufrufen; zweiter Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, zweiter Grad, dieser Platz.
P912-E2214	P912-D0732	f70v	f70v1.12	opotey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	O+P+O+T+E+Y	LAUF → EINSETZUNG → LAUF → EINSTELLUNG → GRAD_1 → REFERENT	Reihe aufrufen; Platz besetzen; Reihe aufrufen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.
P912-E2215	P912-D0311	f70v	f70v1.12	dal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AL	ZIEL	Zielplatz	Widderrad mit Stern tragenden Figuren: Zielplatz.
P912-E2216	P912-D0019	f70v	f70v1.12	al	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AL	ZIEL	Zielplatz	Widderrad mit Stern tragenden Figuren: Zielplatz.
P912-E2217	P912-D1063	f70v	f70v1.12	s	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	S	AUSWAHL	Bildklasse auswählen	Widderrad mit Stern tragenden Figuren: Klasse wählen.
P912-E2218	P912-D0806	f70v	f70v1.12	otecheo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+CHEO	NAECHSTER → GRAD_1 → LOKALINHALT	nächster Bildplatz; erster Grad; lokaler Eintrag	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, lokaler Eintrag.
P912-E2219	P912-D0311	f70v	f70v1.12	dal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AL	ZIEL	Zielplatz	Widderrad mit Stern tragenden Figuren: Zielplatz.
P912-E2220	P912-D0662	f70v	f70v1.13	okoly	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+OL+Y	AKTIVIEREN → FORTSETZUNG → REFERENT	Bildplatz aktivieren; dieselbe Reihe fortführen; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, dieser Platz.
P912-E2221	P912-D0768	f70v	f70v1.14	otalaiin	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+AL+AIIN	NAECHSTER → ZIEL → SOLLWERT	nächster Bildplatz; Zielplatz; verzeichneter Sollwert	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, verzeichneter Sollwert.
P912-E2222	P912-D0822	f70v	f70v1.15	oteo	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+O	NAECHSTER → GRAD_1 → LAUF	nächster Bildplatz; erster Grad; Reihe aufrufen	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen.
