group_serial	page	locus	visible_owner	namespace_id	desired_diagram_value_de	portable_role	curriculum_layer	writer_strategy	copied_or_registered_core_surface	productive_affix_or_modifier	resulting_visible_surface	reverse_instruction_de	exact_prose_card_id	generation_status
211	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Wert; lokaler Namensrest qo.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	qoch	EE+Y	qocheey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
212	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.	ASTRO_TARGET_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	chok	AL	chokal	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
213	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.	GRADE_SET	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	okeey	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC002	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
214	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest r.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	r	OR	ror	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
215	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	eckhe	AR	eckhear	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
217	f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	dch	OR	dchor	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
219	f68r1	f68r1.5	A2_MULTIPANEL_HEADER_FRAGMENT_05	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	yk	Y	yky	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
220	f68r1	f68r1.6	A2_MULTIPANEL_HEADER_FRAGMENT_06	F68_MULTIPANEL_HEADER_QUARANTINE_NS	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	dar	Y	dary	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
221	f68r1	f68r1.7	A2_MULTIPANEL_HEADER_FRAGMENT_07	F68_MULTIPANEL_HEADER_QUARANTINE_NS	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	chkchykol	Y	chkchykoly	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
222	f68r1	f68r1.8	A2_CENTRE_KEY_UNRESOLVED	F68_CENTRE_KEY_QUARANTINE_NS	Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	okodal	Y	okodaly	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
225	f68r1	f68r1.11	A2_STAR_STATION_03	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	okoal	Y	okoaly	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
227	f68r1	f68r1.13	A2_STAR_STATION_05	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_05: ausgewählte Grundbedingung.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	octh	E+Y	octhey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
228	f68r1	f68r1.14	A2_STAR_STATION_06	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	otsh	E+Y	otshey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
230	f68r1	f68r1.16	A2_STAR_STATION_08	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	oke	AR	okear	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
234	f68r1	f68r1.20	A2_STAR_STATION_12	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	olor	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC157	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
235	f68r1	f68r1.21	A2_STAR_STATION_13	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	ockh	Y	ockhy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
236	f68r1	f68r1.22	A2_STAR_STATION_14	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	ofche	OR	ofcheor	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
237	f68r1	f68r1.23	A2_STAR_STATION_15	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	ORDER_TRANSFER	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	otchdy	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC067	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
239	f68r1	f68r1.25	A2_STAR_STATION_17	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	ORDER	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	otol	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC053	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
240	f68r1	f68r1.26	A2_STAR_STATION_18	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	or	OT	otor	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
241	f68r1	f68r1.27	A2_STAR_STATION_19	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	oiin	AR	oiinar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
246	f68r1	f68r1.32	A2_STAR_STATION_24	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	ASTRO_TARGET_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	okeeod	AL	okeeodal	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
247	f68r1	f68r1.33	A2_STAR_STATION_25	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	oksh	OR	okshor	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
248	f68r1	f68r1.34	A2_STAR_STATION_26	F68_LOCAL_STAR_SLOT_NS	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	osdaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
251	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	oky	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC026	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
254	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	qe	AR	qear	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
255	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	oyg	Y	oygy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
256	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	COMPOSED_ASTRO_PATH_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dair	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
257	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	cheyk	Y	cheyky	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
258	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	aza	OT	otaza	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
259	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	sar	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC055	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
260	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ROOT	AR	ar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
261	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	chyk	AR	chykar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
263	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ROOT	AR	ar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
267	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	t	E+Y	tey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
268	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	otok	EEE+Y	otokeeey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
270	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	GRADE_SET	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	okeey	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC002	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
273	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	y	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
274	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	chey	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
275	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	ROOT	OT	ot	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
276	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	y	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
280	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	y	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
281	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dy	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
282	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest c.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	choaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
283	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ok	AR	okar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
284	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ok	AR	okar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
285	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	chol	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC153	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
288	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest od.	COMPOSED_ASTRO_PATH_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	odair	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
290	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest o.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	eeo	OT	oteeo	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
