occurrence_id	held_form_id	form	opaque_head_id	eva_transcription_label	body	head_occupancy	page	locus	section	language	hand	token_index	token_ordinal	line_length	line_position	normalized_position	paragraph_start_line	paragraph_first_token	single_token_line	previous_surface	next_surface	surface_line	all_readers_exact	split_normalized_all_readers	reader_status	pair_axis	selected_occurrence_role	structural_render_de	exploratory_body_candidate_de	exploratory_candidate_render_de	body_candidate_renderer_license	literal_head_lexeme	literal_body_lexeme	component_export_credit
G737-O0668	G737-F174	solchey	H2	s	olchey	3	f80r	f80r.33	B	B	2	1	1	8	FIRST	0.000000	0	0	0	NONE	qokeey	solchey qokeey lkar otal olkeey okain shecthy ol	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [solchey]	getrocknetes Material, Form I	Posten-/Untereintragsform: [solchey] — Kandidat: getrocknetes Material, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0669	G737-F111	lkar	H4	l	kar	3	f80r	f80r.33	B	B	2	3	3	8	MIDDLE	0.285714	0	0	0	qokeey	otal	solchey qokeey lkar otal olkeey okain shecthy ol	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkar]	erhitzte Teil-/Fraktionsstufe I	internes Feld: [lkar] — Kandidat: erhitzte Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0670	G737-F215	lom	H4	l	om	3	f80r	f80r.36	B	B	2	11	11	11	LAST	1.000000	0	0	0	ol	NONE	qokeey rchey tain oteey qokain shekaiin sheckhy qolshey qokain ol lom	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lom]	Zubereitungsmaß	internes Feld: [lom] — Kandidat: Zubereitungsmaß	0	UNRESOLVED	UNRESOLVED	0
G737-O0671	G737-F178	polchy	H1	p	olchy	2	f80r	f80r.47	B	B	2	1	1	9	FIRST	0.000000	1	1	0	NONE	efaloir	polchy efaloir okain okaiin cheey kaiin ylor olkeey qokal	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [polchy]	Trockenmaterial, Grundform	Absatz-/Recordöffner: [polchy] — Kandidat: Trockenmaterial, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0672	G737-F103	lkaiin	H4	l	kaiin	2	f80r	f80r.50	B	B	2	8	8	9	MIDDLE	0.875000	0	0	0	tchey	okainy	lol chey saiin shety okaiiin sheor tchey lkaiin okainy	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkaiin]	erhitzte Form: Index III	internes Feld: [lkaiin] — Kandidat: erhitzte Form: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0673	G737-F105	lkain	H4	l	kain	2	f80r	f80r.51	B	B	2	10	10	11	MIDDLE	0.900000	0	0	0	chey	olom	talkl ol s al cheoly daiin otaly otain chey lkain olom	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkain]	erhitzte Form: Index II	internes Feld: [lkain] — Kandidat: erhitzte Form: Index II	0	UNRESOLVED	UNRESOLVED	0
G737-O0674	G737-F103	lkaiin	H4	l	kaiin	2	f80r	f80r.52	B	B	2	5	5	12	MIDDLE	0.363636	0	0	0	qoklcheey	ol	sol tl shey qoklcheey lkaiin ol olor aiin y daiin cheol kain	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkaiin]	erhitzte Form: Index III	internes Feld: [lkaiin] — Kandidat: erhitzte Form: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0675	G737-F085	lchor	H4	l	chor	3	f80r	f80r.53	B	B	2	6	6	7	MIDDLE	0.833333	0	0	0	cheol	otlol	lol eey lchey qokal cheol lchor otlol	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchor]	trockener Teil-/Portionsträger	internes Feld: [lchor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0676	G737-F211	roly	H3	r	oly	3	f80v	f80v.1	B	B	2	6	6	6	LAST	1.000000	1	0	0	qotolfchedy	NONE	pchedy dolfchedy qokeedy qotedy qotolfchedy roly	1	1	EXACT	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [roly]	Abseih- oder Trennschritt	Abschlussbezug: [roly] — Kandidat: Abseih- oder Trennschritt	0	UNRESOLVED	UNRESOLVED	0
G737-O0677	G737-F064	pcheol	H1	p	cheol	2	f80v	f80v.6	B	B	2	3	3	9	MIDDLE	0.250000	0	0	0	kedy	kain	tcheol kedy pcheol kain shedy qokaiin otey qokedy chedy	1	1	EXACT	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pcheol]	Trockenmaterial	H1-Ganzform oder Ausnahme: [pcheol] — Kandidat: Trockenmaterial	0	UNRESOLVED	UNRESOLVED	0
G737-O0678	G737-F020	saly	H2	s	aly	2	f80v	f80v.7	B	B	2	6	6	8	MIDDLE	0.714286	1	0	0	qotshey	kchey	polshol tchey qokol shedy qotshey saly kchey stolpchy	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [saly]	Rohstoff-/Materialstufe I, Grundform	H2-Ganzform oder internes Feld: [saly] — Kandidat: Rohstoff-/Materialstufe I, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0679	G737-F184	loldy	H4	l	oldy	3	f80v	f80v.16	B	B	2	10	10	11	MIDDLE	0.900000	0	0	0	oty	tal	cheol key qotar dy qotal dy keedy qokain oty loldy tal	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [loldy]	fertig aufbereitetes Materialergebnis	internes Feld: [loldy] — Kandidat: fertig aufbereitetes Materialergebnis	0	UNRESOLVED	UNRESOLVED	0
G737-O0680	G737-F268	pshol	H1	p	shol	2	f80v	f80v.27	B	B	2	1	1	10	FIRST	0.000000	1	1	0	NONE	kain	pshol kain olkar shey qokain dal oltaiin okain shal qoty	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pshol]	Feuchtmaterial	Absatz-/Recordöffner: [pshol] — Kandidat: Feuchtmaterial	0	UNRESOLVED	UNRESOLVED	0
G737-O0681	G737-F215	lom	H4	l	om	3	f80v	f80v.33	B	B	2	8	8	8	LAST	1.000000	0	0	0	tchcthy	NONE	qokeedy qoker olkain olshedy qokey qokeey tchcthy lom	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lom]	Zubereitungsmaß	internes Feld: [lom] — Kandidat: Zubereitungsmaß	0	UNRESOLVED	UNRESOLVED	0
G737-O0682	G737-F189	polkedy	H1	p	olkedy	2	f80v	f80v.38	B	B	2	1	1	9	FIRST	0.000000	1	1	0	NONE	lsheckhy	polkedy lsheckhy olky ot olkchy rchey qcthy rchey ral	0	1	SPLIT_ONLY	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [polkedy]	erhitztes Materialergebnis, Form I	Absatz-/Recordöffner: [polkedy] — Kandidat: erhitztes Materialergebnis, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0683	G737-F246	lsheckhy	H4	l	sheckhy	2	f80v	f80v.38	B	B	2	2	2	9	MIDDLE	0.125000	1	0	0	polkedy	olky	polkedy lsheckhy olky ot olkchy rchey qcthy rchey ral	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lsheckhy]	angefeuchtete Mischung, Grundform	internes Feld: [lsheckhy] — Kandidat: angefeuchtete Mischung, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0684	G737-F101	ldol	H4	l	dol	2	f80v	f80v.42	B	B	2	9	9	11	MIDDLE	0.800000	0	0	0	chdy	dar	pol ol aiin olkal shar shedy qokol chdy ldol dar al	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [ldol]	Materialmaß oder Materialwert	internes Feld: [ldol] — Kandidat: Materialmaß oder Materialwert	0	UNRESOLVED	UNRESOLVED	0
G737-O0685	G737-F212	loly	H4	l	oly	3	f81r	f81r.12	B	B	2	6	6	6	LAST	1.000000	0	0	0	qokeey	NONE	ychedy tedy ol sheedy qokeey loly	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [loly]	Abseih- oder Trennschritt	internes Feld: [loly] — Kandidat: Abseih- oder Trennschritt	0	UNRESOLVED	UNRESOLVED	0
G737-O0686	G737-F011	sain	H2	s	ain	3	f81r	f81r.15	B	B	2	1	1	5	FIRST	0.000000	0	0	0	NONE	ol	sain ol cheedy qokeedy otedy	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0687	G737-F012	rain	H3	r	ain	3	f81r	f81r.20	B	B	2	6	6	7	MIDDLE	0.833333	0	0	0	odaiin	daly	qopchedy qol chedy qokeey odaiin rain daly	1	1	EXACT	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [rain]	Ordinal-/Wertstufe II	interner Bezug: [rain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0688	G737-F074	lchl	H4	l	chl	2	f81r	f81r.28	B	B	2	7	7	7	LAST	1.000000	0	0	0	otey	NONE	qokesdy chedy qokar chey taiin otey lchl	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchl]	gebundenes Trockenfeld	internes Feld: [lchl] — Kandidat: gebundenes Trockenfeld	0	UNRESOLVED	UNRESOLVED	0
G737-O0689	G737-F124	lky	H4	l	ky	3	f81v	f81v.6	B	B	2	6	6	11	MIDDLE	0.500000	0	0	0	cheol	l	qokain okaiin ol chedy cheol lky l s aiin okain daldy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lky]	erhitzte Grundform	internes Feld: [lky] — Kandidat: erhitzte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0690	G737-F124	lky	H4	l	ky	3	f81v	f81v.11	B	B	2	8	8	11	MIDDLE	0.700000	0	0	0	oky	olchy	yshey qokeey okeey oky ykeey qoky oky lky olchy ky dsholyd	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lky]	erhitzte Grundform	internes Feld: [lky] — Kandidat: erhitzte Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0691	G737-F243	rshdy	H3	r	shdy	3	f81v	f81v.16	B	B	2	6	6	10	MIDDLE	0.555556	0	0	0	chy	lshedy	lor shedy qoeedy ol chy rshdy lshedy dar chdy pchdy	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [rshdy]	angefeuchtetes Ergebnis, Grundform	interner Bezug: [rshdy] — Kandidat: angefeuchtetes Ergebnis, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0692	G737-F195	solkeey	H2	s	olkeey	3	f81v	f81v.19	B	B	2	1	1	10	FIRST	0.000000	0	0	0	NONE	ol	solkeey ol shedy qokar shckhy dedy qokar qokal dol chy	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [solkeey]	erhitztes Material, Form II	Posten-/Untereintragsform: [solkeey] — Kandidat: erhitztes Material, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0693	G737-F054	lchedal	H4	l	chedal	2	f81v	f81v.21	B	B	2	7	7	9	MIDDLE	0.750000	0	0	0	qolky	qol	lsho qokey lshedy lshedy chedy qolky lchedal qol otar	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchedal]	abgemessenes Trockenmaterial, Stufe I/Form I	internes Feld: [lchedal] — Kandidat: abgemessenes Trockenmaterial, Stufe I/Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0694	G737-F050	lched	H4	l	ched	3	f82r	f82r.2	B	B	2	8	8	8	LAST	1.000000	0	0	0	lcheckhy	NONE	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lched]	getrocknetes Ergebnis, Mittel-/Schlussform	internes Feld: [lched] — Kandidat: getrocknetes Ergebnis, Mittel-/Schlussform	0	UNRESOLVED	UNRESOLVED	0
G737-O0695	G737-F185	solkaiin	H2	s	olkaiin	2	f82r	f82r.3	B	B	2	4	4	6	MIDDLE	0.600000	0	0	0	qokaly	chckhy	qokeey lcheckhedy qokaly solkaiin chckhy qokaiin	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [solkaiin]	erhitztes Material: Index III	H2-Ganzform oder internes Feld: [solkaiin] — Kandidat: erhitztes Material: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0696	G737-F228	sotaiin	H2	s	otaiin	2	f82r	f82r.7	B	B	2	2	2	9	MIDDLE	0.125000	0	0	0	dshedy	qokar	dshedy sotaiin qokar shedy solshedy qokeey qoky ls cheey	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sotaiin]	kalte/abgekühlte Zubereitung: Index III	H2-Ganzform oder internes Feld: [sotaiin] — Kandidat: kalte/abgekühlte Zubereitung: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0697	G737-F206	solshedy	H2	s	olshedy	2	f82r	f82r.7	B	B	2	5	5	9	MIDDLE	0.500000	0	0	0	shedy	qokeey	dshedy sotaiin qokar shedy solshedy qokeey qoky ls cheey	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [solshedy]	angefeuchtetes Materialergebnis, Form I	H2-Ganzform oder internes Feld: [solshedy] — Kandidat: angefeuchtetes Materialergebnis, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0698	G737-F077	lcho	H4	l	cho	3	f82r	f82r.8	B	B	2	4	4	10	MIDDLE	0.333333	0	0	0	qokedy	r	qekeey sheedy qokedy lcho r cheey qokey qotal chedy qoteor	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lcho]	trockener Ansatz oder Zubereitung	internes Feld: [lcho] — Kandidat: trockener Ansatz oder Zubereitung	0	UNRESOLVED	UNRESOLVED	0
G737-O0699	G737-F201	lolol	H4	l	olol	2	f82r	f82r.12	B	B	2	6	6	8	MIDDLE	0.714286	0	0	0	checkho	okal	otedy qodched olqo dar checkho lolol okal okarchedy	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lolol]	Materialgrundlage oder Materialansatz	internes Feld: [lolol] — Kandidat: Materialgrundlage oder Materialansatz	0	UNRESOLVED	UNRESOLVED	0
G737-O0700	G737-F002	ra	H3	r	a	2	f82r	f82r.16	B	B	2	11	11	12	MIDDLE	0.909091	0	0	0	chey	dam	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [ra]	Gleichanteilsfeld	interner Bezug: [ra] — Kandidat: Gleichanteilsfeld	0	UNRESOLVED	UNRESOLVED	0
G737-O0701	G737-F017	ralchey	H3	r	alchey	2	f82r	f82r.17	B	B	2	8	8	8	LAST	1.000000	0	0	0	qokeedy	NONE	dshedy qoteey chedy qokeeey qokedy lteedy qokeedy ralchey	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [ralchey]	trockenes Rohmaterial, Stufe I/Form I	Abschlussbezug: [ralchey] — Kandidat: trockenes Rohmaterial, Stufe I/Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0702	G737-F103	lkaiin	H4	l	kaiin	2	f82r	f82r.20	B	B	2	7	7	9	MIDDLE	0.750000	1	0	0	keeedy	shedy	posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkaiin]	erhitzte Form: Index III	internes Feld: [lkaiin] — Kandidat: erhitzte Form: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0703	G737-F059	lcheedy	H4	l	cheedy	2	f82r	f82r.24	B	B	2	2	2	10	MIDDLE	0.111111	0	0	0	qokeedy	qokeoy	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lcheedy]	getrocknetes Ergebnis, Form II	internes Feld: [lcheedy] — Kandidat: getrocknetes Ergebnis, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0704	G737-F119	lkeey	H4	l	keey	2	f82r	f82r.24	B	B	2	7	7	10	MIDDLE	0.666667	0	0	0	qokeey	qokeey	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0705	G737-F248	lshed	H4	l	shed	2	f82r	f82r.25	B	B	2	5	5	10	MIDDLE	0.444444	0	0	0	sheedy	qockhey	dol qoesedy sheeal sheedy lshed qockhey lchedy lar sheey ry	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lshed]	Einweich-/Feuchtergebnis, Mittel-/Schlussform	internes Feld: [lshed] — Kandidat: Einweich-/Feuchtergebnis, Mittel-/Schlussform	0	UNRESOLVED	UNRESOLVED	0
G737-O0706	G737-F057	lchedar	H4	l	chedar	3	f82r	f82r.26	B	B	2	4	4	9	MIDDLE	0.375000	0	0	0	cheal	ches	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchedar]	abgemessene Trockenfraktion I, Form I	internes Feld: [lchedar] — Kandidat: abgemessene Trockenfraktion I, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0707	G737-F133	lochedy	H4	l	ochedy	2	f82r	f82r.27	B	B	2	8	8	8	LAST	1.000000	0	0	0	qokeedy	NONE	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lochedy]	Zubereitung aus Trockenresultat, Form I	internes Feld: [lochedy] — Kandidat: Zubereitung aus Trockenresultat, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0708	G737-F003	rag	H3	r	ag	2	f82r	f82r.30	B	B	2	9	9	9	LAST	1.000000	0	0	0	qokeedy	NONE	qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy rag	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [rag]	opaker Eintragsabschluss G	Abschlussbezug: [rag] — Kandidat: opaker Eintragsabschluss G	0	UNRESOLVED	UNRESOLVED	0
G737-O0709	G737-F250	rsheedy	H3	r	sheedy	3	f82r	f82r.31	B	B	2	3	3	9	MIDDLE	0.250000	0	0	0	ol	lchedy	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched	1	1	EXACT	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [rsheedy]	angefeuchtetes oder eingeweichtes Ergebnis, Form II	interner Bezug: [rsheedy] — Kandidat: angefeuchtetes oder eingeweichtes Ergebnis, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0710	G737-F050	lched	H4	l	ched	3	f82r	f82r.31	B	B	2	9	9	9	LAST	1.000000	0	0	0	cheedy	NONE	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lched]	getrocknetes Ergebnis, Mittel-/Schlussform	internes Feld: [lched] — Kandidat: getrocknetes Ergebnis, Mittel-/Schlussform	0	UNRESOLVED	UNRESOLVED	0
G737-O0711	G737-F237	lr	H4	l	r	2	f82r	f82r.32	B	B	2	7	7	9	MIDDLE	0.750000	0	0	0	sheey	chey	taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lr]	verschachtelter H3-Kopf oder Bezugsslot	internes Feld: [lr] — Kandidat: verschachtelter H3-Kopf oder Bezugsslot	0	UNRESOLVED	UNRESOLVED	0
G737-O0712	G737-F012	rain	H3	r	ain	3	f82r	f82r.32	B	B	2	9	9	9	LAST	1.000000	0	0	0	chey	NONE	taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain	0	1	SPLIT_ONLY	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [rain]	Ordinal-/Wertstufe II	Abschlussbezug: [rain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0713	G737-F011	sain	H2	s	ain	3	f82r	f82r.33	B	B	2	1	1	6	FIRST	0.000000	0	0	0	NONE	ol	sain ol cheol ey cheor chey	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0714	G737-F129	lo	H4	l	o	3	f82v	f82v.7	B	B	2	12	12	12	LAST	1.000000	0	0	0	qokedy	NONE	dair o l chedy qotedy qotedy chsdy qotal qoty qokal qokedy lo	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lo]	Ansatz-/Zubereitungsrahmen	internes Feld: [lo] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0715	G737-F206	solshedy	H2	s	olshedy	2	f82v	f82v.9	B	B	2	1	1	9	FIRST	0.000000	0	0	0	NONE	lchedy	solshedy lchedy dolshedy qokal sheckhy shey teeol oteedy qokedy	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [solshedy]	angefeuchtetes Materialergebnis, Form I	Posten-/Untereintragsform: [solshedy] — Kandidat: angefeuchtetes Materialergebnis, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0716	G737-F064	pcheol	H1	p	cheol	2	f82v	f82v.11	B	B	2	1	1	11	FIRST	0.000000	1	1	0	NONE	dar	pcheol dar qokeey cheeky qokal dal shedy pchdy rol qotedy rol	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pcheol]	Trockenmaterial	Absatz-/Recordöffner: [pcheol] — Kandidat: Trockenmaterial	0	UNRESOLVED	UNRESOLVED	0
G737-O0717	G737-F264	rsheol	H3	r	sheol	3	f82v	f82v.15	B	B	2	9	9	10	MIDDLE	0.888889	1	0	0	pchedy	dal	tar sheckhy qokal qokain cheol tedy rchedy pchedy rsheol dal	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [rsheol]	Feuchtmaterial, Form I	interner Bezug: [rsheol] — Kandidat: Feuchtmaterial, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0718	G737-F072	rches	H3	r	ches	3	f82v	f82v.17	B	B	2	11	11	12	MIDDLE	0.909091	0	0	0	chtedy	aly	or ain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [rches]	trockene Form I oder Mittelstufe	interner Bezug: [rches] — Kandidat: trockene Form I oder Mittelstufe	0	UNRESOLVED	UNRESOLVED	0
G737-O0719	G737-F146	roiiin	H3	r	oiiin	3	f82v	f82v.32	B	B	2	7	7	7	LAST	1.000000	0	0	0	o	NONE	sar al loraiin chey qokain o roiiin	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [roiiin]	Zubereitungsform: Index IV	Abschlussbezug: [roiiin] — Kandidat: Zubereitungsform: Index IV	0	UNRESOLVED	UNRESOLVED	0
G737-O0720	G737-F064	pcheol	H1	p	cheol	2	f82v	f82v.38	B	B	2	1	1	4	FIRST	0.000000	0	0	0	NONE	shedy	pcheol shedy qokaiin sholdy	1	1	EXACT	ENTRY_PAIR	LINE_OR_RECORD_OPENER	Zeilen-/Recordöffner: [pcheol]	Trockenmaterial	Zeilen-/Recordöffner: [pcheol] — Kandidat: Trockenmaterial	0	UNRESOLVED	UNRESOLVED	0
G737-O0721	G737-F055	pchedar	H1	p	chedar	3	f83r	f83r.1	B	B	2	5	5	7	MIDDLE	0.666667	1	0	0	chepol	shedy	tchedy lpchedy opedy chepol pchedar shedy qopchedy	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pchedar]	abgemessene Trockenfraktion I, Form I	H1-Ganzform oder Ausnahme: [pchedar] — Kandidat: abgemessene Trockenfraktion I, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0722	G737-F093	lchs	H4	l	chs	2	f83r	f83r.2	B	B	2	5	5	11	MIDDLE	0.400000	0	0	0	shol	shey	sol cheey qokaiin shol lchs shey qoteedy rches ar chedy dor	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lchs]	trockene Grundform oder Trockenposten	internes Feld: [lchs] — Kandidat: trockene Grundform oder Trockenposten	0	UNRESOLVED	UNRESOLVED	0
G737-O0723	G737-F072	rches	H3	r	ches	3	f83r	f83r.2	B	B	2	8	8	11	MIDDLE	0.700000	0	0	0	qoteedy	ar	sol cheey qokaiin shol lchs shey qoteedy rches ar chedy dor	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [rches]	trockene Form I oder Mittelstufe	interner Bezug: [rches] — Kandidat: trockene Form I oder Mittelstufe	0	UNRESOLVED	UNRESOLVED	0
G737-O0724	G737-F129	lo	H4	l	o	3	f83r	f83r.5	B	B	2	10	10	10	LAST	1.000000	0	0	0	qoteedy	NONE	deey qotaiin checkhy qoty cheg shedy qokeey rchedy qoteedy lo	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lo]	Ansatz-/Zubereitungsrahmen	internes Feld: [lo] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0725	G737-F251	lsheedy	H4	l	sheedy	3	f83r	f83r.7	B	B	2	2	2	10	MIDDLE	0.111111	0	0	0	solshed	qeeedy	solshed lsheedy qeeedy qoky o qol rsheedy qokedy qoteedy qoteedy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lsheedy]	angefeuchtetes oder eingeweichtes Ergebnis, Form II	internes Feld: [lsheedy] — Kandidat: angefeuchtetes oder eingeweichtes Ergebnis, Form II	0	UNRESOLVED	UNRESOLVED	0
