occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	scope_mode	context_class	placement_class	attachment_class	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	working_gloss_de	working_render_de	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line
G660-T213	f32v	f32v.2	8	8	10	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	l	dain	ldy	24	dydain	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	daiin odar chy daiin chey tchy l dy dain teor	daiin odar chy daiin chey tcho ldy dain teor	daiin odar chy daiin chey tch ldy dain teor
G660-T214	f32v	f32v.3	7	7	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	daiin	shokey	daiins	1	sshokey	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	shor daiin chckhy dsho dain daiin s shokey ka	shor daiin chckhy dsho dain daiin s shokey ka	shor daiin chckhy dsho dain daiin s shokey ka
G660-T215	f32v	f32v.7	9	9	10	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	shckhy	odan	shckhys	0	sodan	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	ksho cphos she sheaiin otshcho r dain shckhy s odan	ksho cphor she sheaiin otshchor dain shckhy s odan	ksho cphos she sheaiin otshcho r daii shckhy s odan
G660-T216	f33r	f33r.4	13	13	13	s	P	EOS	H	B	2	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	aiin	<EOS>	aiins	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	taiin chekey or al aiiin saiin okaiin dar cheedy chkeey far aiin s	taiin chekey or alaiiin saiin okaiin dar cheedy chkeey far aiin s	taiin chekey or al aiiin saiin okaiin dar cheedy chkeey far aiin s
G660-T217	f33r	f33r.6	4	4	9	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	kchedy	chekar	kchedydy	0	dychekar	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	yteey shody kchedy dy chekar okaiin okaiin daiin okal	yteey shody tchedydy chekar okaiin okaiin daiin okal	yteey shody kche ydy chekar okaiin okaiin aiin okal
G660-T219	f33v	f33v.2	3	3	10	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	dam	oky	damdy	0	dyoky	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	kchdy dam dy oky otal dain chdy ytam otam cham	kchdy dam dy oky otal dain chdy ytam otam cham	kchdy dam y oky otal ain chdy ytam otam cham
G660-T220	f33v	f33v.3	3	3	11	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chckhy	dyky	chckhydy	0	dydyky	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	dar chckhy dy dyky ckhdy oky dam okar dy kam dy	dar chckhy dy dyky ckhdy oky dam okardy komdy	dar chckhy dyky ckh y oky am okardy kam y
G660-T221	f33v	f33v.3	9	9	11	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	okar	kam	okardy	0	dykam	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	dar chckhy dy dyky ckhdy oky dam okar dy kam dy	dar chckhy dy dyky ckhdy oky dam okardy komdy	dar chckhy dyky ckh y oky am okardy kam y
G660-T222	f33v	f33v.3	11	11	11	dy	P	EOS	H	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	kam	<EOS>	kamdy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	dar chckhy dy dyky ckhdy oky dam okar dy kam dy	dar chckhy dy dyky ckhdy oky dam okardy komdy	dar chckhy dyky ckh y oky am okardy kam y
G660-T223	f33v	f33v.5	8	8	13	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	cthy	ty	cthydy	0	dyty	3	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy ytydy ykar cheky y
G660-T224	f33v	f33v.5	10	10	13	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	ty	ykar	tydy	3	dyykar	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy ytydy ykar cheky y
G660-T225	f33v	f33v.5	13	13	13	dy	P	EOS	H	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	cheky	<EOS>	chekydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy ytydy ykar cheky y
G660-T226	f33v	f33v.8	10	10	14	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	daiin	dy	daiindy	3	dydy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	darar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	dar ar sheey kee y okchy ok r okedy chy aiin dy dy dar aiin okary
G660-T227	f33v	f33v.8	11	11	14	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	dy	dar	dydy	2	dydar	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	darar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	dar ar sheey kee y okchy ok r okedy chy aiin dy dy dar aiin okary
G660-T228	f33v	f33v.9	14	14	14	dy	P	EOS	H	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	dal	<EOS>	daldy	19	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	sar or aiin chor r shkair shol or chckhy ar aiin okain dal dy
G660-T229	f34r	f34r.11	8	8	9	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chty	aiin	chtys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qokeey sh kaldaiin cheky cthdaly otchedy chty s aiin	qokeey sh kaldaiin cheky cthdaly otchedy chty saiin	qokeey sh kal aiin cheky cthdaly otchedy chty saiin
G660-T230	f34r	f34r.7	8	8	10	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	qokchdy	as	qokchdys	0	sas	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	qokedy dal chdy olchy ykcheg ykedy qokchdy s ar oldam	qokedy dal chdy olchy ykchy ykedy qokch y s ar oldam
G660-T231	f34v	f34v.11	3	3	7	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	ody	aiin	odys	1	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	yshos ody s aiin okey okal shedy	yshos ody s aiin okoy okal shedy	yshos o y s aiin okey okal she y
G660-T232	f34v	f34v.7	7	7	13	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	kedy	qokedy	kedydy	2	dyqokedy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	olchdaiin chedy chey keedy chy kedy dy qokedy okey sair chkain otain	olchdaiin che y cheykee y chy ke y dy qoke y okey s air chkain otain
G660-T233	f34v	f34v.7	10	10	13	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	okey	air	okeys	0	sair	22	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	olchdaiin chedy chey keedy chy kedy dy qokedy okey sair chkain otain	olchdaiin che y cheykee y chy ke y dy qoke y okey s air chkain otain
G660-T234	f35r	f35r.1	7	7	7	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	char	<EOS>	chardy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	oo r choly y choty char dy	cthoo r choly cthy choty char dy	oo r cholyy choty char dy
G660-T235	f35r	f35r.10	7	7	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	chl	chochy	chls	1	schochy	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	o aiin chaiin ckhy r chl s chochy daiin	o aiin chaiin ckhy r chl s chochy daiin	o aiin chaiin ckhy r chl s chochy daiin
G660-T236	f35r	f35r.15	2	2	5	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	ochor	chiin	ochors	0	schiin	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	ochor s chiin daiin ytain	ochor s chiin daiin ytain	ochor s chiin daiin ytain
G660-T237	f35v	f35v.12	7	7	7	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	dal	<EOS>	dals	8	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	0	0	1	0	dchaiin d aiin d aiin dal s	dchaiin daiin daiin dal s	chaiin d aiin d oiin dals
G660-T240	f36r	f36r.2	8	8	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	chol	tor	choldy	8	dytor	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	oral shor ytaiin qotaiin qooldy chty chol dy tor	oral shor ytaiin qotaiin qooldy chty chol dy tor	oral shor ytaiin qotaiin qooldy chty chol y tor
G660-T241	f36r	f36r.5	5	5	10	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	ctholy	o	ctholys	0	so	7	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	daiin qor chol ctholy s o r chy sy chytaroiin	daiin qor chol ctholy s o r chy sy chytaroiin	daiin qor chol ctholy s r chy sy chytaroiin
G660-T242	f36r	f36r.6	5	5	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	kaiiin	dain	kaiiins	0	sdain	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	okaiin cthor y kaiiin s dain an dan	okaiin cthor ykaiiin s dain an dan	okaiin cthor ykaiiin s dain an dan
G660-T243	f36r	f36r.7	4	4	7	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	okol	okchy	okoldy	7	dyokchy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	qotol cthol okol dy okchy ytorory sold	qotol cthol okol dy okchy ytorory sold	qotol cthol okol dy okchy ytorory sold
G660-T244	f36v	f36v.3	3	3	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	ytor	otaiin	ytors	0	sotaiin	1	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	dchytchy ytor s otaiin qopchor otar otchaiin s	dchytchy ytor s otaiin qopchor otar otchaiin s	dchytchy ytor s otaiin qopchor otar otchaiin s
G660-T245	f36v	f36v.3	8	8	8	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	otchaiin	<EOS>	otchaiins	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	dchytchy ytor s otaiin qopchor otar otchaiin s	dchytchy ytor s otaiin qopchor otar otchaiin s	dchytchy ytor s otaiin qopchor otar otchaiin s
G660-T246	f36v	f36v.4	5	5	7	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	ty	daiin	tydy	3	dydaiin	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	qotchor y ky ty dy daiin cthor	qotchor yky ty dy daiin cthor	qotchor ykytydy daiin cthor
G660-T247	f36v	f36v.7	5	5	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	o	chy	os	23	schy	2	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qoky keol okchor o s chy shan	qoky keol okchor os cho shan	qoky keol okchor os ch shan
G660-T248	f37r	f37r.3	5	5	8	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	cthol	ckhor	ctholdy	1	dyckhor	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qo shy qokaiin cthol dy ckhor oky dy	qoshy qokaiin cthol dy ckhor oky dy	qo shy qokaiin ctholdy ckhor oky dy
G660-T249	f37r	f37r.3	8	8	8	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	oky	<EOS>	okydy	1	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	qo shy qokaiin cthol dy ckhor oky dy	qoshy qokaiin cthol dy ckhor oky dy	qo shy qokaiin ctholdy ckhor oky dy
G660-T250	f37v	f37v.20	5	5	5	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	daiin	<EOS>	daiins	1	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	y choy ykol daiin s	ychockaey ykol daiin s	ychoy ykol daiin s
G660-T251	f37v	f37v.3	5	5	5	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	daiin	<EOS>	daiindy	3	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	qokchon shy chon daiin dy	qokchon shy chon daiin dy	qotchon shy chon aiin dy
G660-T252	f38v	f38v.1	6	6	10	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	okeea	chor	okeeas	0	schor	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	okchop chol shotol oteol okeea s chor d aiin d	okchop chol shotol oteol okeey s chor d aiin d	okchop chol shotol oteol oteey s chor d aiind
G660-T253	f38v	f38v.2	6	6	11	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	oiin	chol	oiins	0	schol	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	choiin shey key sho oiin s chol ldy okeaiin o kom	choiin shey keo sho oiin s chol ldy okeaiin okom	choiin shey ke sho oiin s cholldy okeaiin okom
G660-T254	f38v	f38v.3	9	9	9	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	daiin	<EOS>	daiins	1	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	qokeey keor daiin okey keey daiin dair daiin s	qokeey keor daiin okey keey daiin dair daiin s	qokeey keor daiin okey keey daiin dair daiin s
G660-T255	f39r	f39r.1	7	7	13	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	fshy	orain	fshydy	0	dyorain	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	tedo chshd cphhofy chdain shey fshy dy orain cheepaiin ofy shey kaly dy	tedo chshd cphhofy chdain shey fsey dy orain cheepaiin ofy shey koly dy	te ochshd cphhofy chdain shey fshydy orain cheepaiin ofy shey kaly dy
G660-T256	f39r	f39r.1	13	13	13	dy	P	EOS	H	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	kaly	<EOS>	kalydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	tedo chshd cphhofy chdain shey fshy dy orain cheepaiin ofy shey kaly dy	tedo chshd cphhofy chdain shey fsey dy orain cheepaiin ofy shey koly dy	te ochshd cphhofy chdain shey fshydy orain cheepaiin ofy shey kaly dy
G660-T257	f39r	f39r.12	3	3	11	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chckhy	aiin	chckhys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	tolchdaiin chckhy s aiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls iin oky ches aiin al
G660-T258	f39r	f39r.13	10	10	11	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	tedy	aiin	tedys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy s aiin	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy saiin	ytor ch ar shey qokaiin chor kar sheolke y ote y te y saiin
G660-T260	f39r	f39r.7	12	12	13	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	eee	aiiin	eees	8	saiiin	2	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eee s aiiin	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eeesaiin	dchdar che y cholal qokedar chdy chckhdy dar ar al ydy eees aiiin
G660-T261	f39v	f39v.11	9	9	9	dy	P	EOS	H	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	dalor	<EOS>	dalordy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	sarol chedy shekam qokar chl ykeedy chckhy dalor dy	sarol chedy shekam qokar chl ykeedy chckhy dalor dy	sarol chedy shekam qokar chl ykeedy chckhy dalor dy
G660-T262	f39v	f39v.2	13	13	13	dy	P	EOS	H	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	ody	<EOS>	odydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	sor shy kar chol qoty kchdy olky dar chdy ykar olkedaiin ody dy	sor shy kor chol qoty kchdy olky dor chdy ykar olkedaiin ody dy	sor shy kar chol qoty kch y olky dar chdy ykar olke aiin ody dy
G660-T263	f3r	f3r.16	3	3	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	chol	cheol	chols	4	scheol	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qok l daiin soleeg
G660-T264	f3r	f3r.20	5	5	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	chol	aiin	chols	4	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	ycheor chol odaiin chol s aiin okol or am	ycheor chol odaiin chol s aiin okolor am	ycheor chol odaiin chol s aiin okolor am
G660-T265	f3r	f3r.5	3	3	5	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chololy	cham	chololys	0	scham	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	qokol chololy s cham cthol	qokol chololy s cham cthol	qokol chololy s cham cthol
G660-T266	f3v	f3v.1	7	7	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	ykoaiin	oly	ykoaiins	0	soly	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	koaiin cphor qotoy sha ckhol ykoaiin s oly	koaiin cphor qotoy sha ckhol ykoaiin s oly	koaiin cphor qotoy sha ckhol ykoaiin s oly
G660-T267	f3v	f3v.12	6	6	6	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	kcham	<EOS>	kchams	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	osh chodair ytchy tchor kcham s	osh chodair ytchy tchor kcham s	osh chodair ytchy tchor kcham s
G660-T268	f3v	f3v.7	5	5	5	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	cfham	<EOS>	cfhams	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	tchor otcham chor cfham s	tchor otcham chor cfham s	tchor otcham chor cfham s
G660-T269	f40v	f40v.14	7	7	10	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qokchdy	qokees	qokchdydy	0	dyqokees	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	saiin o lchey kchedy okar qokchdy dy qokees am chdy	saiin o lchey kchedy okar qokchdy dy qokees am chdy	s aiin o lchey kche y kar qokch y y qokees am ch y
G660-T270	f40v	f40v.3	1	1	5	s	P	BOS	H	B	2	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	air	NONE	0	sair	22	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	1	1	1	1	s air ain okaiin okam	s air ain okaiin okam	s air ain okaiin okam
G660-T271	f40v	f40v.7	4	4	5	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chedy	ar	chedys	0	sar	62	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	shody qokol chedy s ar	shody qokol chedy s ar	shody qokol che y s ar
G660-T272	f41r	f41r.2	5	5	12	dy	P	MEDIAL	H	B	5	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	kesh	dy	keshdy	0	dydy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	ykeeo alshey ykedy kesh dy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey ykedy keshdy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey kedy keshdy dy dor echoky qokeed chpy qokedy y
G660-T273	f41r	f41r.2	6	6	12	dy	P	MEDIAL	H	B	5	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	dy	dor	dydy	2	dydor	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	ykeeo alshey ykedy kesh dy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey ykedy keshdy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey kedy keshdy dy dor echoky qokeed chpy qokedy y
G660-T274	f41r	f41r.2	12	12	12	dy	P	EOS	H	B	5	CONTEXT_SCOPED	DY_EOS	NONE	EOS	qokedy	<EOS>	qokedydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	ykeeo alshey ykedy kesh dy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey ykedy keshdy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey kedy keshdy dy dor echoky qokeed chpy qokedy y
G660-T275	f41v	f41v.3	3	3	13	s	P	MEDIAL	H	B	5	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	tchey	aiin	tcheys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	dshedy tchey s aiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	dshedy tchey s aiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	dshedy tchey saiin shekey okedy okaly daiin okedy ykeeody choy teoy dam
G660-T276	f42r	f42r.13	8	8	9	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	dain	cheam	dains	0	scheam	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qopor shol shot shol shol daiin dain s cheam	qopor shol shot shol shol daiin dain s cheam	qopor shol shot shol shol aiin dain s cheam
G660-T277	f42r	f42r.19	6	6	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	y	os	ys	1	sos	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	otchoty daiin chot sho y s os	otchoty daiin chot sho ckhhy cty s os	otchoty daiin chot sho y s os
