page	locus	section	language	hand	target_occurrences	target_ordinals	target_surfaces	context_or_placement_classes	zl3b_line	v36_token_glosses_de	v37_token_glosses_de	v36_working_translation_de	v37_working_translation_de	v36_unknown_tokens	v37_unknown_tokens	v37_complete
f83r	f83r.10	B	B	2	1	9	s	S_MEDIAL	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	[olkeey:?] | [rchs:?] | [cheeb:?] | [ols:?] | Menge III | [skal:?] | Grad-/Maßwert II | [cthal:?] | [s:?] | Menge III | [chky:?] | Holzrohstoff I | Samen/Saatgut: Maß-/Einheitsform I	[olkeey:?] | [rchs:?] | [cheeb:?] | [ols:?] | Menge III | [skal:?] | Grad-/Maßwert II | [cthal:?] | Samen-/Saatgutposten | Menge III | [chky:?] | Holzrohstoff I | Samen/Saatgut: Maß-/Einheitsform I	[olkeey:?]; [rchs:?]; [cheeb:?]; [ols:?]; Menge III; [skal:?]; Grad-/Maßwert II; [cthal:?]; [s:?]; Menge III; [chky:?]; Holzrohstoff I; Samen/Saatgut: Maß-/Einheitsform I	[olkeey:?]; [rchs:?]; [cheeb:?]; [ols:?]; Menge III; [skal:?]; Grad-/Maßwert II; [cthal:?]; Samen-/Saatgutposten; Menge III; [chky:?]; Holzrohstoff I; Samen/Saatgut: Maß-/Einheitsform I	8	7	0
f83r	f83r.13	B	B	2	1	4	s	S_MEDIAL	salcheol tar shedy s altedy sair qokedy qedy lchcphedy ldar	[salcheol:?] | kalte Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | [s:?] | [altedy:?] | Samenfraktion II | heiß in der Mitte des Grades, abgeschlossen | [qedy:?] | [lchcphedy:?] | [ldar:?]	[salcheol:?] | kalte Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | Samen-/Saatgutposten | [altedy:?] | Samenfraktion II | heiß in der Mitte des Grades, abgeschlossen | [qedy:?] | [lchcphedy:?] | [ldar:?]	[salcheol:?]; kalte Drogenfraktion I; feucht in der Mitte des Grades, abgeschlossen; [s:?]; [altedy:?]; Samenfraktion II; heiß in der Mitte des Grades, abgeschlossen; [qedy:?]; [lchcphedy:?]; [ldar:?]	[salcheol:?]; kalte Drogenfraktion I; feucht in der Mitte des Grades, abgeschlossen; Samen-/Saatgutposten; [altedy:?]; Samenfraktion II; heiß in der Mitte des Grades, abgeschlossen; [qedy:?]; [lchcphedy:?]; [ldar:?]	6	5	0
f83r	f83r.30	B	B	2	1	1	s	S_BOS	s okeedy qokeedy qoky saii	[s:?] | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß am Anfang des Grades | [saii:?]	Samen-/Saatgutposten | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß am Anfang des Grades | [saii:?]	[s:?]; heißer Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß am Anfang des Grades; [saii:?]	Samen-/Saatgutposten:; heißer Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß am Anfang des Grades; [saii:?]	2	1	0
f83r	f83r.33	B	B	2	1	2	s	S_MEDIAL	sy s aiin sheekchy qokey sain	Saatgut in Grundform | [s:?] | Menge III | [sheekchy:?] | heiß in der Mitte des Grades | [sain:?]	Saatgut in Grundform | Samen-/Saatgutposten | Menge III | [sheekchy:?] | heiß in der Mitte des Grades | [sain:?]	Saatgut in Grundform; [s:?]; Menge III; [sheekchy:?]; heiß in der Mitte des Grades; [sain:?]	Saatgut in Grundform; Samen-/Saatgutposten; Menge III; [sheekchy:?]; heiß in der Mitte des Grades; [sain:?]	3	2	0
f83v	f83v.18	B	B	2	1	1	s	S_BOS	s olkeedy qokeedy qokeedy saiin okaiin chedy qokeedy qolkeedy	[s:?] | [olkeedy:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | Samen/Saatgut, Typ/Charge III | heiß, Grad III, im Ansatzrahmen | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qolkeedy:?]	Samen-/Saatgutposten | [olkeedy:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | Samen/Saatgut, Typ/Charge III | heiß, Grad III, im Ansatzrahmen | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qolkeedy:?]	[s:?]; [olkeedy:?]; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; Samen/Saatgut, Typ/Charge III; heiß, Grad III, im Ansatzrahmen; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [qolkeedy:?]	Samen-/Saatgutposten:; [olkeedy:?]; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; Samen/Saatgut, Typ/Charge III; heiß, Grad III, im Ansatzrahmen; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [qolkeedy:?]	3	2	0
f83v	f83v.7	B	B	2	1	5	dy	DY_MEDIAL	qokeey oteey qokalol chedy dy dol qokal olkshedy qokeedy qokal	heiß am Ende des Grades | kalter Ansatz am Ende des Grades | [qokalol:?] | trocken in der Mitte des Grades, abgeschlossen | [dy:?] | Materialmaß | Rohstoffklasse I, heiß am Gradanfang | [olkshedy:?] | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang	heiß am Ende des Grades | kalter Ansatz am Ende des Grades | [qokalol:?] | trocken in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | Materialmaß | Rohstoffklasse I, heiß am Gradanfang | [olkshedy:?] | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang	heiß am Ende des Grades; kalter Ansatz am Ende des Grades; [qokalol:?]; trocken in der Mitte des Grades, abgeschlossen; [dy:?]; Materialmaß; Rohstoffklasse I, heiß am Gradanfang; [olkshedy:?]; heiß am Ende des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang	heiß am Ende des Grades; kalter Ansatz am Ende des Grades; [qokalol:?]; trocken in der Mitte des Grades, abgeschlossen; Materialmaß; Rohstoffklasse I, heiß am Gradanfang; [olkshedy:?]; heiß am Ende des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang	3	2	0
f85r1	f85r1.13	T	B	2	1	8	s	S_MEDIAL	rsheodar qocthy kar okaiin ykeeeody qotal ol s aiin ol daldy shody	[rsheodar:?] | [qocthy:?] | heiße Drogenfraktion I | heiß, Grad III, im Ansatzrahmen | [ykeeeody:?] | Rohstoffklasse I, kalt am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [s:?] | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | abgemessene Rohstoffmenge I, abgeschlossen | [shody:?]	[rsheodar:?] | [qocthy:?] | heiße Drogenfraktion I | heiß, Grad III, im Ansatzrahmen | [ykeeeody:?] | Rohstoffklasse I, kalt am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Samen-/Saatgutposten | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | abgemessene Rohstoffmenge I, abgeschlossen | [shody:?]	[rsheodar:?]; [qocthy:?]; heiße Drogenfraktion I; heiß, Grad III, im Ansatzrahmen; [ykeeeody:?]; Rohstoffklasse I, kalt am Gradanfang; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [s:?]; Menge III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; abgemessene Rohstoffmenge I, abgeschlossen; [shody:?]	[rsheodar:?]; [qocthy:?]; heiße Drogenfraktion I; heiß, Grad III, im Ansatzrahmen; [ykeeeody:?]; Rohstoffklasse I, kalt am Gradanfang; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Samen-/Saatgutposten; Menge III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; abgemessene Rohstoffmenge I, abgeschlossen; [shody:?]	5	4	0
f85r1	f85r1.14	T	B	2	1	5	s	S_MEDIAL	daror sheedy keody oteody s ar aiin cheedy otaiin dar al odaiiin	[daror:?] | feucht am Ende des Grades, abgeschlossen | [keody:?] | [oteody:?] | [s:?] | Drogenfraktion I | Menge III | trocken am Ende des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | abgemessene Fraktion I | Rohstoffklasse I | [odaiiin:?]	[daror:?] | feucht am Ende des Grades, abgeschlossen | [keody:?] | [oteody:?] | Samen-/Saatgutposten | Drogenfraktion I | Menge III | trocken am Ende des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | abgemessene Fraktion I | Rohstoffklasse I | [odaiiin:?]	[daror:?]; feucht am Ende des Grades, abgeschlossen; [keody:?]; [oteody:?]; [s:?]; Drogenfraktion I; Menge III; trocken am Ende des Grades, abgeschlossen; kalt im Zubereitungsrahmen, Grad III; abgemessene Fraktion I; Rohstoffklasse I; [odaiiin:?]	[daror:?]; feucht am Ende des Grades, abgeschlossen; [keody:?]; [oteody:?]; Samen-/Saatgutposten; Drogenfraktion I; Menge III; trocken am Ende des Grades, abgeschlossen; kalt im Zubereitungsrahmen, Grad III; abgemessene Fraktion I; Rohstoffklasse I; [odaiiin:?]	5	4	0
f85r1	f85r1.20	T	B	2	1	11	dy	DY_EOS	pcheo y kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy	trockene Pulverzubereitung/Trockenansatz | hierzu: | heiß und feucht in der Mitte des Grades, abgeschlossen | [qocphdy:?] | [qofol:?] | [shdaldy:?] | [dairar:?] | [cheeteey:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | [dy:?]	trockene Pulverzubereitung/Trockenansatz | hierzu: | heiß und feucht in der Mitte des Grades, abgeschlossen | [qocphdy:?] | [qofol:?] | [shdaldy:?] | [dairar:?] | [cheeteey:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen	trockene Pulverzubereitung/Trockenansatz; hierzu: heiß und feucht in der Mitte des Grades, abgeschlossen; [qocphdy:?]; [qofol:?]; [shdaldy:?]; [dairar:?]; [cheeteey:?]; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; heiß und trocken am Anfang des Grades, abgeschlossen; [dy:?]	trockene Pulverzubereitung/Trockenansatz; hierzu: heiß und feucht in der Mitte des Grades, abgeschlossen; [qocphdy:?]; [qofol:?]; [shdaldy:?]; [dairar:?]; [cheeteey:?]; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; heiß und trocken am Anfang des Grades, abgeschlossen.	6	5	0
f85r1	f85r1.23	T	B	2	1	9	dy	DY_MEDIAL	pchdaiin shodaiin shofshedy yteody ypar ches aiin chol dy qopar shetam	[pchdaiin:?] | [shodaiin:?] | [shofshedy:?] | [yteody:?] | [ypar:?] | [ches:?] | Menge III | trocken; nominal trockenes Gut/Material | [dy:?] | [qopar:?] | [shetam:?]	[pchdaiin:?] | [shodaiin:?] | [shofshedy:?] | [yteody:?] | [ypar:?] | [ches:?] | Menge III | trocken; nominal trockenes Gut/Material | Qualitäts-/Wertfeld geschlossen | [qopar:?] | [shetam:?]	[pchdaiin:?]; [shodaiin:?]; [shofshedy:?]; [yteody:?]; [ypar:?]; [ches:?]; Menge III; trocken; nominal trockenes Gut/Material; [dy:?]; [qopar:?]; [shetam:?]	[pchdaiin:?]; [shodaiin:?]; [shofshedy:?]; [yteody:?]; [ypar:?]; [ches:?]; Menge III; trocken; nominal trockenes Gut/Material; [qopar:?]; [shetam:?]	9	8	0
f85r1	f85r1.26	T	B	2	1	8	s	S_MEDIAL	pchdair or shshdar qopchedy opchdy qofchdy dar s aiin chcphdy dar or daiin	[pchdair:?] | Drogenportion | [shshdar:?] | [qopchedy:?] | [opchdy:?] | [qofchdy:?] | abgemessene Fraktion I | [s:?] | Menge III | [chcphdy:?] | abgemessene Fraktion I | Drogenportion | Menge/Portion III	[pchdair:?] | Drogenportion | [shshdar:?] | [qopchedy:?] | [opchdy:?] | [qofchdy:?] | abgemessene Fraktion I | Samen-/Saatgutposten | Menge III | [chcphdy:?] | abgemessene Fraktion I | Drogenportion | Menge/Portion III	[pchdair:?]; Drogenportion; [shshdar:?]; [qopchedy:?]; [opchdy:?]; [qofchdy:?]; abgemessene Fraktion I; [s:?]; Menge III; [chcphdy:?]; abgemessene Fraktion I; Drogenportion; Menge/Portion III	[pchdair:?]; Drogenportion; [shshdar:?]; [qopchedy:?]; [opchdy:?]; [qofchdy:?]; abgemessene Fraktion I; Samen-/Saatgutposten; Menge III; [chcphdy:?]; abgemessene Fraktion I; Drogenportion; Menge/Portion III	7	6	0
f85r1	f85r1.29	T	B	2	1	6	s	S_MEDIAL	oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam	[oees:?] | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keeody:?] | Drogenportion | [s:?] | trocken am Ende des Grades | heiß und trocken am Anfang des Grades, abgeschlossen | kaltes Material | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | kalt-trockener Ansatz am Anfang des Grades | [okam:?]	[oees:?] | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keeody:?] | Drogenportion | Samen-/Saatgutposten | trocken am Ende des Grades | heiß und trocken am Anfang des Grades, abgeschlossen | kaltes Material | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | kalt-trockener Ansatz am Anfang des Grades | [okam:?]	[oees:?]; Menge III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [keeody:?]; Drogenportion; [s:?]; trocken am Ende des Grades; heiß und trocken am Anfang des Grades, abgeschlossen; kaltes Material; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; kalt-trockener Ansatz am Anfang des Grades; [okam:?]	[oees:?]; Menge III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [keeody:?]; Drogenportion; Samen-/Saatgutposten; trocken am Ende des Grades; heiß und trocken am Anfang des Grades, abgeschlossen; kaltes Material; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; kalt-trockener Ansatz am Anfang des Grades; [okam:?]	4	3	0
f85r1	f85r1.35	T	B	2	1	1	s	S_BOS	s ar chedar olpchdy otol otchedy	[s:?] | Drogenfraktion I | [chedar:?] | [olpchdy:?] | kaltes Zubereitungsgut | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	Samen-/Saatgutposten | Drogenfraktion I | [chedar:?] | [olpchdy:?] | kaltes Zubereitungsgut | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	[s:?]; Drogenfraktion I; [chedar:?]; [olpchdy:?]; kaltes Zubereitungsgut; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	Samen-/Saatgutposten:; Drogenfraktion I; [chedar:?]; [olpchdy:?]; kaltes Zubereitungsgut; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	3	2	0
f85r2	f85r2.19	C	B	2	1	2	qodain	NONE	qokshedy qodain chckhy ykeedy chedy	heiß und feucht in der Mitte des Grades, abgeschlossen | [qodain:?] | Arzneikompositum: trocken, Gradanfang | [ykeedy:?] | trocken in der Mitte des Grades, abgeschlossen	heiß und feucht in der Mitte des Grades, abgeschlossen | Qualitätsgrad II | Arzneikompositum: trocken, Gradanfang | [ykeedy:?] | trocken in der Mitte des Grades, abgeschlossen	heiß und feucht in der Mitte des Grades, abgeschlossen; [qodain:?]; Arzneikompositum: trocken, Gradanfang; [ykeedy:?]; trocken in der Mitte des Grades, abgeschlossen	heiß und feucht in der Mitte des Grades, abgeschlossen; Qualitätsgrad II; Arzneikompositum: trocken, Gradanfang; [ykeedy:?]; trocken in der Mitte des Grades, abgeschlossen	2	1	0
f86v3	f86v3.34	C	B	2	1	2	dy	DY_MEDIAL	yteeo dy chedy qokal yteey qokar am	[yteeo:?] | [dy:?] | trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | [yteey:?] | heiße Drogenfraktion I | [am:?]	[yteeo:?] | Qualitäts-/Wertfeld geschlossen | trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | [yteey:?] | heiße Drogenfraktion I | [am:?]	[yteeo:?]; [dy:?]; trocken in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; [yteey:?]; heiße Drogenfraktion I; [am:?]	[yteeo:?]; trocken in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; [yteey:?]; heiße Drogenfraktion I; [am:?]	4	3	0
f86v5	f86v5.28	T	B	2	1	10	dy	DY_MEDIAL	odaiin o al kar ar or ytdar qokeeey teo dy tey tar a ytarar	Zubereitungsdosis III | [o:?] | Rohstoffklasse I | heiße Drogenfraktion I | Drogenfraktion I | Drogenportion | [ytdar:?] | [qokeeey:?] | [teo:?] | [dy:?] | kalt in der Mitte des Grades | kalte Drogenfraktion I | [a:?] | [ytarar:?]	Zubereitungsdosis III | [o:?] | Rohstoffklasse I | heiße Drogenfraktion I | Drogenfraktion I | Drogenportion | [ytdar:?] | [qokeeey:?] | [teo:?] | Qualitäts-/Wertfeld geschlossen | kalt in der Mitte des Grades | kalte Drogenfraktion I | [a:?] | [ytarar:?]	Zubereitungsdosis III; [o:?]; Rohstoffklasse I; heiße Drogenfraktion I; Drogenfraktion I; Drogenportion; [ytdar:?]; [qokeeey:?]; [teo:?]; [dy:?]; kalt in der Mitte des Grades; kalte Drogenfraktion I; [a:?]; [ytarar:?]	Zubereitungsdosis III; [o:?]; Rohstoffklasse I; heiße Drogenfraktion I; Drogenfraktion I; Drogenportion; [ytdar:?]; [qokeeey:?]; [teo:?]; kalt in der Mitte des Grades; kalte Drogenfraktion I; [a:?]; [ytarar:?]	7	6	0
f86v5	f86v5.32	T	B	2	1	3	dy	DY_MEDIAL	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin	[dshey:?] | [ytchy:?] | [dy:?] | Rohstoffklasse I, kalt am Gradanfang | feucht am Anfang des Grades, abgeschlossen | Drogenportion | Menge III | [chody:?] | trocken in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [teody:?] | Menge III	[dshey:?] | [ytchy:?] | Qualitäts-/Wertfeld geschlossen | Rohstoffklasse I, kalt am Gradanfang | feucht am Anfang des Grades, abgeschlossen | Drogenportion | Menge III | [chody:?] | trocken in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [teody:?] | Menge III	[dshey:?]; [ytchy:?]; [dy:?]; Rohstoffklasse I, kalt am Gradanfang; feucht am Anfang des Grades, abgeschlossen; Drogenportion; Menge III; [chody:?]; trocken in der Mitte des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [teody:?]; Menge III	[dshey:?]; [ytchy:?]; Rohstoffklasse I, kalt am Gradanfang; feucht am Anfang des Grades, abgeschlossen; Drogenportion; Menge III; [chody:?]; trocken in der Mitte des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [teody:?]; Menge III	5	4	0
f86v5	f86v5.35	T	B	2	1	10	s	S_MEDIAL	ychey or aiin ytair ytaim otal shod qokchy qoody s aim	[ychey:?] | Drogenportion | Menge III | [ytair:?] | [ytaim:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [shod:?] | heiß und trocken am Anfang des Grades | [qoody:?] | [s:?] | [aim:?]	[ychey:?] | Drogenportion | Menge III | [ytair:?] | [ytaim:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [shod:?] | heiß und trocken am Anfang des Grades | [qoody:?] | Samen-/Saatgutposten | [aim:?]	[ychey:?]; Drogenportion; Menge III; [ytair:?]; [ytaim:?]; Rohstoffklasse I im Ansatz, kalt am Gradanfang; [shod:?]; heiß und trocken am Anfang des Grades; [qoody:?]; [s:?]; [aim:?]	[ychey:?]; Drogenportion; Menge III; [ytair:?]; [ytaim:?]; Rohstoffklasse I im Ansatz, kalt am Gradanfang; [shod:?]; heiß und trocken am Anfang des Grades; [qoody:?]; Samen-/Saatgutposten; [aim:?]	7	6	0
f86v5	f86v5.39	T	B	2	1	5	dy	DY_EOS	yteody chedy qoteey octhy dy	[yteody:?] | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | CTH-Zubereitung/Ansatz, Grundform | [dy:?]	[yteody:?] | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | CTH-Zubereitung/Ansatz, Grundform | Qualitäts-/Wertfeld geschlossen	[yteody:?]; trocken in der Mitte des Grades, abgeschlossen; kalt am Ende des Grades; CTH-Zubereitung/Ansatz, Grundform; [dy:?]	[yteody:?]; trocken in der Mitte des Grades, abgeschlossen; kalt am Ende des Grades; CTH-Zubereitung/Ansatz, Grundform.	2	1	0
f86v6	f86v6.19	T	B	2	1	7	cholkar	NONE	pol sheopchey pchecfhey or aiiin qokaiin cholkar	Pulverstoff | [sheopchey:?] | [pchecfhey:?] | Drogenportion | Menge-/Klassenwert IV | heiß, Grad III | [cholkar:?]	Pulverstoff | [sheopchey:?] | [pchecfhey:?] | Drogenportion | Menge-/Klassenwert IV | heiß, Grad III | Trockengut: heiße Fraktion I	Pulverstoff; [sheopchey:?]; [pchecfhey:?]; Drogenportion; Menge-/Klassenwert IV; heiß, Grad III; [cholkar:?]	Pulverstoff; [sheopchey:?]; [pchecfhey:?]; Drogenportion; Menge-/Klassenwert IV; heiß, Grad III; Trockengut: heiße Fraktion I	3	2	0
f86v6	f86v6.28	T	B	2	1	14	dy	DY_EOS	qokaiin qokar okar qotar lor qokchdy dar shey d y tshedy qotol dytshy dy	heiß, Grad III | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I | Holzportion | heiß und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | feucht in der Mitte des Grades | [d:?] | ; hierzu: | kalt und feucht in der Mitte des Grades, abgeschlossen | kaltes Material | [dytshy:?] | [dy:?]	heiß, Grad III | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I | Holzportion | heiß und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | feucht in der Mitte des Grades | [d:?] | ; hierzu: | kalt und feucht in der Mitte des Grades, abgeschlossen | kaltes Material | [dytshy:?] | Qualitäts-/Wertfeld geschlossen	heiß, Grad III; heiße Drogenfraktion I; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I; Holzportion; heiß und trocken am Anfang des Grades, abgeschlossen; abgemessene Fraktion I; feucht in der Mitte des Grades; [d:?]; hierzu: kalt und feucht in der Mitte des Grades, abgeschlossen; kaltes Material; [dytshy:?]; [dy:?]	heiß, Grad III; heiße Drogenfraktion I; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I; Holzportion; heiß und trocken am Anfang des Grades, abgeschlossen; abgemessene Fraktion I; feucht in der Mitte des Grades; [d:?]; hierzu: kalt und feucht in der Mitte des Grades, abgeschlossen; kaltes Material; [dytshy:?].	3	2	0
f86v6	f86v6.29	T	B	2	1	8	dy	DY_MEDIAL	dchedy chcthdy shol oky ytaiin ykaiin chedy dy dal shdaiin	[dchedy:?] | [chcthdy:?] | feucht; nominal feuchtes Gut/Material | heißer Ansatz am Anfang des Grades | [ytaiin:?] | [ykaiin:?] | trocken in der Mitte des Grades, abgeschlossen | [dy:?] | abgemessene Rohstoffmenge I | [shdaiin:?]	[dchedy:?] | [chcthdy:?] | feucht; nominal feuchtes Gut/Material | heißer Ansatz am Anfang des Grades | [ytaiin:?] | [ykaiin:?] | trocken in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | abgemessene Rohstoffmenge I | [shdaiin:?]	[dchedy:?]; [chcthdy:?]; feucht; nominal feuchtes Gut/Material; heißer Ansatz am Anfang des Grades; [ytaiin:?]; [ykaiin:?]; trocken in der Mitte des Grades, abgeschlossen; [dy:?]; abgemessene Rohstoffmenge I; [shdaiin:?]	[dchedy:?]; [chcthdy:?]; feucht; nominal feuchtes Gut/Material; heißer Ansatz am Anfang des Grades; [ytaiin:?]; [ykaiin:?]; trocken in der Mitte des Grades, abgeschlossen; abgemessene Rohstoffmenge I; [shdaiin:?]	6	5	0
f86v6	f86v6.33	T	B	2	1	3	ydy	YDY_MEDIAL_NEXT_VALUE	dar olkaiin ydy lkchedy okeeeykeey dl ld lo l sheey qokshey taiin g	abgemessene Fraktion I | [olkaiin:?] | [ydy:?] | [lkchedy:?] | [okeeeykeey:?] | [dl:?] | [ld:?] | [lo:?] | [l:?] | feucht am Ende des Grades | heiß und feucht in der Mitte des Grades | kalt, Grad III | [g:?]	abgemessene Fraktion I | [olkaiin:?] | nächstes Wertfeld: | [lkchedy:?] | [okeeeykeey:?] | [dl:?] | [ld:?] | [lo:?] | [l:?] | feucht am Ende des Grades | heiß und feucht in der Mitte des Grades | kalt, Grad III | [g:?]	abgemessene Fraktion I; [olkaiin:?]; [ydy:?]; [lkchedy:?]; [okeeeykeey:?]; [dl:?]; [ld:?]; [lo:?]; [l:?]; feucht am Ende des Grades; heiß und feucht in der Mitte des Grades; kalt, Grad III; [g:?]	abgemessene Fraktion I; [olkaiin:?]; nächstes Wertfeld: [lkchedy:?]; [okeeeykeey:?]; [dl:?]; [ld:?]; [lo:?]; [l:?]; feucht am Ende des Grades; heiß und feucht in der Mitte des Grades; kalt, Grad III; [g:?]	9	8	0
f86v6	f86v6.39	T	B	2	1	10	cheoty	NONE	y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	Eintrag: | Menge III | abgemessene Fraktion I | kaltes Zubereitungsgut | heiß, Grad II | heiß am Anfang des Grades | heiße Holzportion | abgemessene Rohstoffmenge I | Portion III | [cheoty:?] | kalt, Grad III | heißes Material [terminal-M]	Eintrag: | Menge III | abgemessene Fraktion I | kaltes Zubereitungsgut | heiß, Grad II | heiß am Anfang des Grades | heiße Holzportion | abgemessene Rohstoffmenge I | Portion III | trocken angesetzte kalte Zubereitung am Gradanfang | kalt, Grad III | heißes Material [terminal-M]	Eintrag: Menge III; abgemessene Fraktion I; kaltes Zubereitungsgut; heiß, Grad II; heiß am Anfang des Grades; heiße Holzportion; abgemessene Rohstoffmenge I; Portion III; [cheoty:?]; kalt, Grad III; heißes Material [terminal-M]	Eintrag: Menge III; abgemessene Fraktion I; kaltes Zubereitungsgut; heiß, Grad II; heiß am Anfang des Grades; heiße Holzportion; abgemessene Rohstoffmenge I; Portion III; trocken angesetzte kalte Zubereitung am Gradanfang; kalt, Grad III; heißes Material [terminal-M]	1	0	1
