occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	semantic_scope	claim_boundary
G660-T272	f41r	f41r.2	5	dy	MEDIAL	1	1	0	ykeeo alshey ykedy kesh dy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey ykedy keshdy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey kedy keshdy dy dor echoky qokeed chpy qokedy y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T273	f41r	f41r.2	6	dy	MEDIAL	0	0	0	ykeeo alshey ykedy kesh dy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey ykedy keshdy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey kedy keshdy dy dor echoky qokeed chpy qokedy y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T274	f41r	f41r.2	12	dy	EOS	0	0	0	ykeeo alshey ykedy kesh dy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey ykedy keshdy dy dor ycheoky qokeed chpy qokedy dy	ykeeo alshey kedy keshdy dy dor echoky qokeed chpy qokedy y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T275	f41v	f41v.3	3	s	MEDIAL	0	0	0	dshedy tchey s aiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	dshedy tchey s aiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	dshedy tchey saiin shekey okedy okaly daiin okedy ykeeody choy teoy dam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T276	f42r	f42r.13	8	s	MEDIAL	1	1	0	qopor shol shot shol shol daiin dain s cheam	qopor shol shot shol shol daiin dain s cheam	qopor shol shot shol shol aiin dain s cheam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T277	f42r	f42r.19	6	s	MEDIAL	1	1	0	otchoty daiin chot sho y s os	otchoty daiin chot sho ckhhy cty s os	otchoty daiin chot sho y s os	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T278	f42r	f42r.21	6	s	MEDIAL	0	0	0	shol chol chol shol oiin s odan	shol chol chol shol ctoiin sos odan	shol chol chol shol aiin s odan	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T279	f42v	f42v.4	4	dy	MEDIAL	1	1	0	qotchy chkchy sar dy odaiil ykchy o kol dg	qotchy chkchy sar dy odaiil ykchy okol dd	qotchy chkchy s ar dy odaiil ykchy okoldg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T280	f42v	f42v.5	5	s	MEDIAL	1	1	0	chokeeo r chey chetan s ary okol chetaiin	chokeeor chey chetan s ary okol chetaiin	chokeeo r chey chetan s ary okol chetaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T281	f43r	f43r.11	14	dy	EOS	1	1	0	ytchedy ty shol toldy shody oteedy shdy otolol shd olky ytol otary cheky dy	ytchedy ty shol toldy shody otchdy shdy otolol shd olky ytol otary cheky dy	ytchedy ty shol toldy shody otchdy shdy otolol shd olky ytol otary cheky dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T282	f43r	f43r.12	13	dy	MEDIAL	0	0	0	dor shol qokol shedy qotedy qokeedy qokody okeedy otedy shedy oty yty dy saiin	dor shol qokol shedy qotedy qokehdy qokody okehdy otedy shedy oty yty dy saiin	dor shol qokol shedy qotedy qokeedy qokody okeedy ote y shedy oty ytydy saiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T283	f43r	f43r.7	10	dy	MEDIAL	0	0	0	pshesy otey kshdy opchdy kedar okedy chdy shoy dyty dy pchdy kedy dam	pshesy otey kshdy opchdy kedar okedy chdy shocphhy dytydy pchdy kedy dam	pshesy oteyksh y opch y ke ar okedy chdy shoy yty y pch y ke y am	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T284	f43v	f43v.10	8	s	MEDIAL	0	0	0	tarchor ar aldar chdy daldar chepy yteedy s ypchey pchedy yfor	tar chor ar aldar chdy daldar chepy yteedy ypchey pchedy yfor	tarchor ar aldar chdy aldar chepy yteedy s ypchey pche y yfor	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T285	f43v	f43v.11	1	ysheey	BOS	0	1	0	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	y sheey or air yteey cheody ar sheo qody chckhy chdy choty shecthy	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T286	f43v	f43v.13	5	dy	MEDIAL	1	1	0	dshedy tedy ckhedy chekcheey dy keody otedy cheetam okedar amam	dshedy tedy ckhedy chekcheey dy keody otedy cheetam okedar amam	she y tedy ckhe y chekcheey dy keody ote y cheetam oke ar amam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T287	f44r	f44r.2	9	dy	EOS	0	0	0	ydsh dyeees y ty oky okchey qykchey dchy dy	ydsh dyeees yty oky okchey qykchey dchy dy	ydsh dyeees yty oky okchey qykchey dchydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T288	f44v	f44v.6	11	dy	EOS	1	1	0	tol dair ytaiin dol y kchain oty keey otchol ytaiin dy	tol dair ytaiin dol y kchain otykeey otchol ytaiin dy	tol dair ytaiin doly kchain otykeey otchol ytaiin dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T289	f44v	f44v.7	4	dy	MEDIAL	1	1	0	oky tchaiin cthol dy cheol ololy	oko tchaiin cthol dy cheol ololy	oko tchaiin cthol dy cheol ololy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T290	f45r	f45r.9	9	dy	EOS	1	1	0	or or chain dain ykolody ytaiin qotchol kol dy	dor or chain dain ykolody ytaiin qotchol kol dy	dor r chain dain ykolody ytaiin qotchol kol dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T291	f45v	f45v.2	8	dy	MEDIAL	1	1	1	okol chor daiin cthy okchol chom okolor dy okchol s	okol chor daiin cthy okchol chom okolor dy okchol s	okol chor daiin cthy okchol chom okolor dy okchol s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T292	f45v	f45v.2	10	s	EOS	1	1	1	okol chor daiin cthy okchol chom okolor dy okchol s	okol chor daiin cthy okchol chom okolor dy okchol s	okol chor daiin cthy okchol chom okolor dy okchol s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T293	f45v	f45v.6	1	s	BOS	0	0	0	s aiin cphor qok tod ytchdy dy dy cheg	ss aiin cphor qokey tod ytchdy dy dy cheg	rs aiin cphor qok tod ytchdy dy dy cheg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T294	f45v	f45v.6	7	dy	MEDIAL	1	1	0	s aiin cphor qok tod ytchdy dy dy cheg	ss aiin cphor qokey tod ytchdy dy dy cheg	rs aiin cphor qok tod ytchdy dy dy cheg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T295	f45v	f45v.6	8	dy	MEDIAL	1	1	0	s aiin cphor qok tod ytchdy dy dy cheg	ss aiin cphor qokey tod ytchdy dy dy cheg	rs aiin cphor qok tod ytchdy dy dy cheg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T296	f45v	f45v.8	4	dy	MEDIAL	1	1	0	yksheor odal sho dy pchom otor oaiir	ykcheor odal sho dy pchom otor oaiir	yksheor odal sho dy pchom otor oaiir	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T297	f46r	f46r.1	4	dy	MEDIAL	1	1	0	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qote y chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T298	f46r	f46r.1	12	dy	MEDIAL	1	1	0	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qotedy chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	pcheocphy qote y chety dy chepchx yfcheky osaiin shee qoteol daiin shee dy daly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T299	f46r	f46r.11	11	s	MEDIAL	0	0	0	pchdair shd shep daiin shdy oedy qopchdy ldy shear opdarshdy s yfchedy	pchdair shd shepdaiin shdy oifhedy qopchdy ldy shear opdarshdy sayfchedy	pchdair shd shepdaiin shdy oe y qopch y ldy shear opdarshdy s a yfchedy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T300	f46r	f46r.3	9	s	MEDIAL	1	1	0	daiin shor ykal chey daiin she dalshedy qokol s aiin shee ykar daiin	daiin shor ykal chckhy daiin she dalshedo qokol s aiin shee ykar daiin	daiin shor y kal chey daiin she alshe y qokol s aiin shee ykar aiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T301	f46r	f46r.7	6	s	MEDIAL	1	1	0	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthhy m	xol shol qokaiin ytch y qokch y s ar chdy cthy otedy chedy qokar chcthy m	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T302	f46r	f46r.8	9	s	MEDIAL	1	1	0	dsheol chy chckhy shy shdy chky chody cthdy s cheos chey	dsheol chy chckhy shy shdy chky chody cthdy s cheos chey	dsheol chy chckhy sh sh y chky chody cthdy s cheos chey	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T303	f46r	f46r.9	9	dy	MEDIAL	1	1	0	tshdy shdy fchedy dyfchdy shol kees ytaly fchdy dy karal shky yty dardam	tshdy shdy feeedy dyfchdy shol kchs ytaly fchdy dy karal shky yty dardam	tshdy shdy fchedy dyfchdy shol kees ytaly fchdy dy karal sh y yty dar am	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T304	f46v	f46v.5	10	s	MEDIAL	1	1	0	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy	lodaiin shedy qokedy chdy oke y dykaly aiin chedy okee y s ar air cthy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T305	f47r	f47r.7	2	kchor	MEDIAL	1	1	0	schesy kchor cthaiin chol chol chol chor ey	schesy kchor cthaiin chol chol chol chor ckhhy	schesy kchor cthaiin chol chol chol chor ey	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T306	f47v	f47v.10	6	dy	MEDIAL	1	1	0	chotcho ltchey o tcho tchy dy chol chody dar	chotcho ltchey o tcho tchy dy chol chody dar	chotcho ltchey o tchotchy dy chol chody dar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T307	f48r	f48r.5	8	cholkar	MEDIAL	0	1	0	yteey teol okeody cheockhy olsheey qoekaiin octhey cholkar aiin cthar od	ytchy teol okeody cheockhy olsheey qoekaiin octhey chol kar aiin cthar od	yteey teol okeody cheockhy olsheey qoekaiin octhey cholkar aiin cthar od	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T308	f48v	f48v.5	7	dy	MEDIAL	1	1	0	lkeey qocthedy taiin shed qokar otedy dy dain tolkain otam	lkeey qocthedy taiin shed qokar otedy dy dain tolkain otam	lkeey qocthedy taiin shed qokar otedy dy ain tolkain otam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T309	f49r	f49r.1	2	dy	MEDIAL	1	1	0	pychol dy shor shol shtchy shorpchor opchor shor kchy	poshol dy shor shol shtchy shorpchor opchor shorkchy	p chol dy shor shol shtchy shorpchor opchor shorkchy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T310	f49r	f49r.4	2	qodain	MEDIAL	1	1	1	ksho qodain chotshy dodar	ksho qodain chotshy dodar	ksho qodain chotshy dodar	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T311	f49v	f49v.15	1	s	ONLY	1	1	1	s	s	s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T312	f49v	f49v.26	5	s	MEDIAL	0	0	0	qokeol chokeeody otol kcho s chol daiin	qokeol chokeeody otol kchos chol daiin	qokeol chokeeody otol kchos chol daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T313	f49v	f49v.36	4	s	MEDIAL	0	0	0	qotcho cheol chol s cho chcthey dcheol chotchody	qotcho cheol chol s cho chcthey dcheol chotchody	qotcho cheol chols cho chcthey dcheol chotchody	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T314	f49v	f49v.38	7	dy	MEDIAL	1	1	0	chokeo sho cheor cheokchet chor daiin dy daiin qokg	chokeo sho cheor cheokchet chor d aiin dy daiin qokg	chokeo sho cheor cheokchet chor daiin dy daiin qok	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T315	f49v	f49v.44	7	dy	MEDIAL	1	1	0	chokaiin cho dls chariin daiin chain dy chetcho dy	chokaiin cho dls chariin daiin chain dy chetcho dy	chokaiin cho dls chariin aiin chain dy chetcho dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T316	f49v	f49v.44	9	dy	EOS	1	1	0	chokaiin cho dls chariin daiin chain dy chetcho dy	chokaiin cho dls chariin daiin chain dy chetcho dy	chokaiin cho dls chariin aiin chain dy chetcho dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T317	f49v	f49v.46	5	kchor	MEDIAL	1	1	0	oaiin cheky cho rchseesy kchor sol chctho s	oaiin cheky r cho rchseesy kchor sol chctho s	oaiin cheky cho rchseesy kchor sol chctho s	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T318	f49v	f49v.46	8	s	EOS	1	1	0	oaiin cheky cho rchseesy kchor sol chctho s	oaiin cheky r cho rchseesy kchor sol chctho s	oaiin cheky cho rchseesy kchor sol chctho s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T319	f4r	f4r.2	7	s	MEDIAL	1	1	0	dchor shol shol cthol shtchy chaiin s choraiin chom	dchor chol shol cthol shtchy chaiin s choraiin chom	dchor shol shol cthol shtchy chaiin s choraiin chom	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T320	f4r	f4r.5	3	dy	MEDIAL	0	0	0	pydaiin qotchy dy tydy	pydaiin qotchy dy tydy	pydaiin qotchy dytydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T321	f4v	f4v.12	4	s	MEDIAL	0	0	0	qokey sho okeol s keey shar char ody	qokoy sho okeol s keey shar char ody	qokey sho okeol skeey shar char ody	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T322	f4v	f4v.13	2	s	MEDIAL	1	1	0	shody s cheor chokody shodaiin qoty	shody s cheor chokody shodaiin qoty	shody s cheor chokody odaiin qot	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T323	f50r	f50r.2	6	dy	MEDIAL	1	1	1	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T324	f50r	f50r.5	1	solkchy	BOS	1	1	0	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	solkchy chckhy qokch y qo ch y okar ar y qokchdy kar ar okain	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T325	f51r	f51r.14	5	s	MEDIAL	0	0	0	daiiy qodaiin kaiiidal cphodal s al dam	daiiithy qodaiin kaiiidal cphodal r al dam	daiiy qodaiin kaiiidal cphodal s al dam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T326	f51r	f51r.15	4	s	MEDIAL	1	1	0	qokol cheor ckhal s or aldy otal	qokol cheor ckhal s or aldy otal	qokol cheor ckhal s or aldy ot l	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T327	f51v	f51v.1	7	dy	EOS	0	0	0	poshody qokodar shodaiin qotal dscheey saiin dy	poshody qokodar seodaiin qotal dscheey saiindy	poshody qokodar shodaiin qotal dscheey saiindy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T328	f51v	f51v.4	5	s	MEDIAL	0	0	0	otaiin qodal ytol cheodar s ody oteo daiin shokog	otaiin qodal ytal cheodar sody oteo daiin shokog	otaiin qodal ytal cheodar s ody oteo daiin shokog	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T329	f51v	f51v.7	8	s	MEDIAL	1	1	1	qotol chodaiin qokcheody cho r chod ycthol s olcheety	qotol chodaiin qokcheody cho r chod ycthol s olcheety	qotol chodaiin qokcheody cho r chod ycthol s olcheety	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T330	f52r	f52r.6	4	dy	MEDIAL	1	1	1	daiin shedaiin qodal dy chokam otchordy okchol do	daiin shedaiin qodal dy chokam otchordy okchol do	daiin shedaiin qodal dy chokam otchordy okchol do	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T331	f52r	f52r.8	6	s	MEDIAL	1	1	0	or cheey dor shey kom s cheey dchom daiin	orcheey dor shey kom s cheey dchom daiin	or cheey dor shey kom s cheey dch m daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T332	f52v	f52v.10	5	s	MEDIAL	0	0	0	yokeey qokody chol sol s aiin	yokeey qokody chol sols aiin	yokeey qokody chol sols aiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T333	f52v	f52v.5	5	dy	MEDIAL	1	1	0	yteey cthor cheos cpheodar dy sarg	yteey cthor cheor cpheodor dy sarg	yteey cthor cheor cpheodar dy rarg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T334	f52v	f52v.8	4	s	MEDIAL	1	1	1	kodaiin cthy qokeey s ol	kodaiin cthy qokeey s ol	kodaiin cthy qokeey s ol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T335	f53r	f53r.2	3	s	MEDIAL	0	0	0	dol dain s cho she oty	dol dain schoshe oty	dol dain schoshe oty	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T336	f53v	f53v.5	1	ysheey	BOS	1	1	0	ysheey ckhol chckhey daiin ctheody ydy	ysheey ckhol chckhey daiin ctheody ydy	ysheey ckhol chckhey daiin ctheody y y	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T337	f53v	f53v.5	6	ydy	EOS	0	0	0	ysheey ckhol chckhey daiin ctheody ydy	ysheey ckhol chckhey daiin ctheody ydy	ysheey ckhol chckhey daiin ctheody y y	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T338	f54v	f54v.1	8	s	MEDIAL	0	0	0	pcheodar chpal oloiin ckhey dar qokeey cpheeain s al	pcheodar chpal oloiin ckhey dar qokeey cpheeaiin sal	pcheodar chpal ol iin ckhey dar qokeey cpheeain s al	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T339	f54v	f54v.12	4	s	EOS	1	1	1	tol chol cthol s	tol chol cthol s	tol chol cthol s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T340	f54v	f54v.13	4	yckhey	EOS	1	1	0	y chol okal yckhey	ychol okal yckhey	ychol okal yckhey	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T341	f54v	f54v.2	3	s	MEDIAL	1	1	0	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	dcheaiin cphain s ar cheor qodaiin cthaildy ypchal	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T342	f54v	f54v.4	8	dy	EOS	0	0	0	dar chor cheky chol okaiin chody chol dy	dar chor cheky chol okaiin chody chol dy	dar chor cheky chol okaiin chody chol y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T343	f54v	f54v.5	6	s	MEDIAL	1	1	1	odaiin ytaiin qodaim qokar chy s am	odaiin ytaiin qodaim qokar chy s am	odaiin ytaiin qodaim qokar chy s am	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T344	f54v	f54v.7	4	s	MEDIAL	1	1	0	daiin sheody qoctheol s aiin qotchy	daiin sheody qoctheol s aiin qotchy	daiin sheody qool s aiin qotchy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T345	f54v	f54v.9	6	dy	EOS	1	1	1	ydaiin qockhey qodal ytam okal dy	ydaiin qockhey qodal ytam okal dy	ydaiin qockhey qodal ytam okal dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T346	f55r	f55r.11	4	dy	MEDIAL	1	1	0	lor chey keedy dy qokal okam dal shdy otal otaldiin	lchor chey keedy dy qokal okad dal shdy otal otaldiin	lchor chey kee y dy qokal okaj al sh y otal otal iin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T347	f55r	f55r.3	10	s	MEDIAL	0	0	0	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	ykaiir chol chky okar chky chdy qokar okaiin chckhy saiin	ykaiir chol chky okar chky ch y qokar okaiin chckhy s aiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T348	f55r	f55r.9	10	dy	MEDIAL	1	1	0	dain cheky dar chckhy dal qoko lkeedy dar kaiin dy kag	dain cheky das chckhy dal qoko lkeedy dar kaiin dy kam	dain cheky ar chckhy al qoko lkeedy ar kaiin dy kam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T349	f55v	f55v.10	3	s	MEDIAL	1	1	0	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T350	f56r	f56r.14	1	s	BOS	0	0	0	s chol chotol qotchy	schol chotol qotchy	s chol chotol qotchy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T351	f56r	f56r.17	6	dy	EOS	1	1	0	chokeey qokcheey schey d aiin dy	chokeey qokcheey schey daiin dy	chokeey qokcheey schey d aiin dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T352	f56r	f56r.6	2	dy	MEDIAL	1	1	1	ykcho dy dchey keey daiin y	ykcho dy dchey keey daiin y	ykcho dy dchey keey daiin y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T353	f56v	f56v.10	8	dy	EOS	0	0	0	ol kchy ksho shy ytol chotor y dy	ol kchy ksho shy ytol chotor ydy	olkchy ksho shy ytol chotor ydy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T354	f56v	f56v.16	1	s	BOS	0	0	0	s o kchol chol chol daiin	sokchol chol chol daiin	sokchol chol chol daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T355	f56v	f56v.5	4	s	MEDIAL	0	0	0	qoteees sho kcheey s aiin	qoteees sho kcheey saiin	qoteees sho kcheey saiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T356	f58r	f58r.15	5	dy	MEDIAL	0	0	0	daiir shal qopaim cholaly dy shedy	dy r chal qopaiim cholaly dy shedy	daiir shal qopaim cholaly shedy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T357	f58r	f58r.17	9	s	MEDIAL	1	1	0	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olar aly	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olaraly	ysholshy qotoly daiin ykal alchdy qoky dal ytcho y s olar aly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T358	f58r	f58r.28	5	s	MEDIAL	1	1	0	yshealkair odalaly dalal chy s air shokar olaldy okalody	yshealkair odalaly dalal chy s air shokar olaldy okalody	yshealkair odalaly dalal ch s air okar olal y okalo y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T359	f58r	f58r.3	8	s	EOS	1	1	1	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod dalaldam ytam choty otchy otaly shoty s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T360	f58r	f58r.33	8	dy	EOS	0	0	0	schoy dalols qokalos cheor oekeody qokaly qokar dy	schocthhy dalols qokalos cheor oekeody qokaly qokar dy	schoy alols qokalos cheor oekeody qokaly qokar y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T361	f58r	f58r.38	1	s	BOS	0	0	0	s ysheos okaly cheos otey ykar ls aiin okaiin ytolkal	sysheos okaly cheos otey ykar ls aiin okaiin ytolkal	sysheos okaly cheos otey kar ls aiin okaiin tolkal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T362	f58r	f58r.41	6	s	MEDIAL	0	0	0	dchol chokal saiin dal okal s alchey	dchol chokal saiin dal okalsalchey	dchol chokal saiin dal okals alchey	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T363	f58r	f58r.8	9	dy	MEDIAL	0	0	0	toleeshal oleeam dalor chy oteodchy yteochy otey kal dy alam	toleeshal oleeam dalor chy oteodchy yteochy otey kal dy alam	toleeshal oleeam dalor chy oteodchy yteochy oteykal y alam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
