unified_serial	section	page	unit_id	local_statement_or_locus	local_event_id	surface_display_only	reader_layer	portable_or_local_value_de	silent_owner_or_namespace	complete_local_instruction_de	section_role	handoff_status	exact_source_binding
562	ASTRO	f67r2	A1	f67r2.74	A1:G181	oeeos	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
563	ASTRO	f67r2	A1	f67r2.74	A1:G182	qockhy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
564	ASTRO	f67r2	A1	f67r2.74	A1:G183	chos	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
565	ASTRO	f67r2	A1	f67r2.74	A1:G184	aiin	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
566	ASTRO	f67r2	A1	f67r2.74	A1:G185	okeeody	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
567	ASTRO	f67r2	A1	f67r2.74	A1:G186	qokoaiin	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
568	ASTRO	f67r2	A1	f67r2.74	A1:G187	odain	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
569	ASTRO	f67r2	A1	f67r2.74	A1:G188	ar	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
570	ASTRO	f67r2	A1	f67r2.74	A1:G189	air	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
571	ASTRO	f67r2	A1	f67r2.74	A1:G190	ay	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste Seitenlegende zwischen beiden Raedern	F67_PAIRED_LEGEND_QUARANTINE_NS	nur als gemeinsame Ueberschrift oder Gebrauchshinweis abschreiben	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
572	ASTRO	f68r1	A2	f68r1.1	A2:G001	shokchy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
573	ASTRO	f68r1	A2	f68r1.1	A2:G002	chteey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
574	ASTRO	f68r1	A2	f68r1.1	A2:G003	choteey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
575	ASTRO	f68r1	A2	f68r1.1	A2:G004	cphol	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
576	ASTRO	f68r1	A2	f68r1.1	A2:G005	cheor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
577	ASTRO	f68r1	A2	f68r1.1	A2:G006	opcheeol	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
578	ASTRO	f68r1	A2	f68r1.1	A2:G007	otor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
579	ASTRO	f68r1	A2	f68r1.1	A2:G008	choctheeey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
580	ASTRO	f68r1	A2	f68r1.1	A2:G009	okchoal	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im linke Sternfeld-Ueberschrift	F68_LEFT_PANEL_HEADER_NS	das linke Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
581	ASTRO	f68r1	A2	f68r1.2	A2:G010	tochso	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
582	ASTRO	f68r1	A2	f68r1.2	A2:G011	otchl	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
583	ASTRO	f68r1	A2	f68r1.2	A2:G012	qokeeedy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
584	ASTRO	f68r1	A2	f68r1.2	A2:G013	cheey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
585	ASTRO	f68r1	A2	f68r1.2	A2:G014	cheeteey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
586	ASTRO	f68r1	A2	f68r1.2	A2:G015	yteody	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
587	ASTRO	f68r1	A2	f68r1.2	A2:G016	chpor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
588	ASTRO	f68r1	A2	f68r1.2	A2:G017	cheokorchey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
589	ASTRO	f68r1	A2	f68r1.2	A2:G018	chod	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im mittlere Sternfeld-Ueberschrift	F68_MIDDLE_PANEL_HEADER_NS	das mittlere Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
590	ASTRO	f68r1	A2	f68r1.3	A2:G019	ykor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechte Sternfeld-Ueberschrift	F68_RIGHT_PANEL_HEADER_NS	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
591	ASTRO	f68r1	A2	f68r1.3	A2:G020	shey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechte Sternfeld-Ueberschrift	F68_RIGHT_PANEL_HEADER_NS	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
592	ASTRO	f68r1	A2	f68r1.3	A2:G021	qocheey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechte Sternfeld-Ueberschrift	F68_RIGHT_PANEL_HEADER_NS	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
593	ASTRO	f68r1	A2	f68r1.3	A2:G022	chokal	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechte Sternfeld-Ueberschrift	F68_RIGHT_PANEL_HEADER_NS	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
594	ASTRO	f68r1	A2	f68r1.3	A2:G023	okeey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechte Sternfeld-Ueberschrift	F68_RIGHT_PANEL_HEADER_NS	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
595	ASTRO	f68r1	A2	f68r1.3	A2:G024	ror	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechte Sternfeld-Ueberschrift	F68_RIGHT_PANEL_HEADER_NS	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
596	ASTRO	f68r1	A2	f68r1.3	A2:G025	eckhear	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechte Sternfeld-Ueberschrift	F68_RIGHT_PANEL_HEADER_NS	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
597	ASTRO	f68r1	A2	f68r1.3	A2:G026	daram	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im rechte Sternfeld-Ueberschrift	F68_RIGHT_PANEL_HEADER_NS	das rechte gegliederte Sternfeld als eigene Nachschlageeinheit aufrufen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
598	ASTRO	f68r1	A2	f68r1.4	A2:G027	dchor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste mehrpaneelige Kopfstuecke	F68_MULTIPANEL_HEADER_QUARANTINE_NS	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
599	ASTRO	f68r1	A2	f68r1.4	A2:G028	okaiiin	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste mehrpaneelige Kopfstuecke	F68_MULTIPANEL_HEADER_QUARANTINE_NS	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
600	ASTRO	f68r1	A2	f68r1.5	A2:G029	yky	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste mehrpaneelige Kopfstuecke	F68_MULTIPANEL_HEADER_QUARANTINE_NS	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
601	ASTRO	f68r1	A2	f68r1.6	A2:G030	dary	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste mehrpaneelige Kopfstuecke	F68_MULTIPANEL_HEADER_QUARANTINE_NS	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
602	ASTRO	f68r1	A2	f68r1.7	A2:G031	chkchykoly	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloeste mehrpaneelige Kopfstuecke	F68_MULTIPANEL_HEADER_QUARANTINE_NS	sichtbaren Kopftext bewahren, aber keinem einzelnen Sternplatz zwingen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
603	ASTRO	f68r1	A2	f68r1.8	A2:G032	okodaly	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im ungeloestes Gesichts- oder Zentrumszeichen	F68_CENTRE_KEY_QUARANTINE_NS	nur als moeglichen lokalen Schluesselhalter behandeln	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
604	ASTRO	f68r1	A2	f68r1.9	A2:G033	odchecthy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
605	ASTRO	f68r1	A2	f68r1.10	A2:G034	otcheody	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
606	ASTRO	f68r1	A2	f68r1.11	A2:G035	okoaly	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
607	ASTRO	f68r1	A2	f68r1.12	A2:G036	chocfhy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
608	ASTRO	f68r1	A2	f68r1.13	A2:G037	octhey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
609	ASTRO	f68r1	A2	f68r1.14	A2:G038	otshey	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
610	ASTRO	f68r1	A2	f68r1.15	A2:G039	otydy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
611	ASTRO	f68r1	A2	f68r1.16	A2:G040	okear	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
612	ASTRO	f68r1	A2	f68r1.17	A2:G041	cphocthy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
613	ASTRO	f68r1	A2	f68r1.18	A2:G042	ytchody	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
614	ASTRO	f68r1	A2	f68r1.19	A2:G043	otys	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
615	ASTRO	f68r1	A2	f68r1.20	A2:G044	olor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
616	ASTRO	f68r1	A2	f68r1.21	A2:G045	ockhy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
617	ASTRO	f68r1	A2	f68r1.22	A2:G046	ofcheor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
618	ASTRO	f68r1	A2	f68r1.23	A2:G047	otchdy	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
619	ASTRO	f68r1	A2	f68r1.24	A2:G048	otykchs	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
620	ASTRO	f68r1	A2	f68r1.25	A2:G049	otol	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
621	ASTRO	f68r1	A2	f68r1.26	A2:G050	otor	LOCAL_CELESTIAL_EXEMPLAR_LABEL	Etikettensegment im achtundzwanzig raeumliche Stern- oder Asterismusplaetze	F68_LOCAL_STAR_SLOT_NS	den beim Bild gezeigten Sternplatz nachschlagen; keine Kreisfolge voraussetzen	OPTIONAL_CONDITION_OR_REFERENCE	OPTIONAL_WORKSHOP_USE__NO_WRITTEN_PROSE_POINTER	PASS591_ASTRO_INTERFACE
