paragraph_id	paragraph_ordinal	page	physical_folio	paragraph_ordinal_on_page	start_locus	end_locus	start_line_number	end_line_number	section	language	hand	source_line_count	source_token_count	common_masked_line_count	common_masked_loci	surviving_line_count	surviving_loci	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	basis_eligible_12_tokens_2_lines	exact_feature_token_count	exact_feature_type_count	exact_feature_counts	ed1_feature_token_count	ed1_feature_type_count	ed1_feature_counts	raw_target_memberships	stable_target_memberships	lcs_audit_target_memberships	raw_target_membership_count	stable_target_membership_count	lcs_audit_target_membership_count	semantic_credit
G807-P0580	580	f113r	f113r	5	f113r.13	f113r.15	13	15	S	B	3	3	30	0	NONE	3	f113r.13|f113r.14|f113r.15	30	3	4	1	30	27	aiin=1|al=1|chaiiin=1|cheody=1|chokchy=1|chol=2|chs=1|kchedy=1|keeol=1|kotchy=1|l=3|lcheo=1|lkchedy=1|lkcheol=1|lkchey=1|lkeches=1|lpchedy=1|oiiin=1|okchdar=1|polchor=1|qokcheody=1|qoksheoy=1|qopchedy=1|qotedy=1|ro=1|s=1|ycheo=1	24	24	aiin=1|chaiiin=1|cheody=1|chokchy=1|chs=1|kchedy=1|keeol=1|kotchy=1|lcheo=1|lkchedy=1|lkcheol=1|lkchey=1|lkeches=1|lpchedy=1|oiiin=1|okchdar=1|polchor=1|qokcheody=1|qoksheoy=1|qopchedy=1|qotedy=1|ro=1|s=1|ycheo=1	NONE	NONE	NONE	0	0	0	0
G807-P0581	581	f113r	f113r	6	f113r.16	f113r.19	16	19	S	B	3	4	40	1	f113r.19	3	f113r.16|f113r.17|f113r.18	35	3	5	1	34	34	aiiin=1|aiin=1|alom=1|char=1|chcfhor=1|chedaiin=1|chedy=1|cheeey=1|cheoaiin=1|chepchar=1|chkaiin=1|chokain=1|chokar=1|chol=1|chotar=1|dor=1|lkeeo=1|okeedy=1|olkaiin=1|olkeedy=1|pcheoor=1|por=1|qofchedy=1|qok=1|qokcheey=1|qokeedy=1|qokeeol=1|qokeey=1|qoky=1|rchedy=1|shar=1|shdy=1|shol=1|ycheod=1	32	32	aiiin=1|aiin=1|alom=1|char=1|chcfhor=1|chedaiin=1|chedy=1|cheeey=1|cheoaiin=1|chepchar=1|chkaiin=1|chokain=1|chokar=1|chotar=1|dor=1|lkeeo=1|okeedy=1|olkaiin=1|olkeedy=1|pcheoor=1|por=1|qofchedy=1|qok=1|qokcheey=1|qokeedy=1|qokeey=1|qoky=1|rchedy=1|shar=1|shdy=1|shol=1|ycheod=1	cheol	cheol	cheol	1	1	1	0
G807-P0582	582	f113r	f113r	7	f113r.20	f113r.21	20	21	S	B	3	2	20	0	NONE	2	f113r.20|f113r.21	20	2	4	1	20	20	aiin=1|air=1|chdain=1|chor=1|ckhydy=1|cphoy=1|kshoraiin=1|lklcheol=1|lshor=1|oiir=1|okeody=1|otchdy=1|qokar=1|qokeeoar=1|shaiiin=1|shckhey=1|shedair=1|shokchy=1|shol=1|shoteol=1	20	20	aiin=1|air=1|chdain=1|chor=1|ckhydy=1|cphoy=1|kshoraiin=1|lklcheol=1|lshor=1|oiir=1|okeody=1|otchdy=1|qokar=1|qokeeoar=1|shaiiin=1|shckhey=1|shedair=1|shokchy=1|shol=1|shoteol=1	NONE	NONE	NONE	0	0	0	0
G807-P0583	583	f113r	f113r	8	f113r.22	f113r.24	22	24	S	B	3	3	28	0	NONE	3	f113r.22|f113r.23|f113r.24	28	3	4	1	27	26	araiin=1|arody=1|chckhey=1|chkaiin=1|chocthy=1|chokain=1|chopchey=1|chor=1|dair=1|kiin=1|lkaiin=1|lkchedy=1|lkchey=1|lkchor=1|okchedy=1|or=1|otchod=1|qokaiin=2|qokal=1|qokchy=1|qopam=1|ral=1|sheeodaiin=1|sheor=1|tchoar=1|ykeoeshy=1	25	24	araiin=1|arody=1|chckhey=1|chkaiin=1|chocthy=1|chokain=1|chopchey=1|chor=1|dair=1|kiin=1|lkaiin=1|lkchedy=1|lkchey=1|lkchor=1|okchedy=1|otchod=1|qokaiin=2|qokchy=1|qopam=1|ral=1|sheeodaiin=1|sheor=1|tchoar=1|ykeoeshy=1	NONE	NONE	NONE	0	0	0	0
G807-P0584	584	f113r	f113r	9	f113r.25	f113r.26	25	26	S	B	3	2	20	0	NONE	2	f113r.25|f113r.26	20	2	4	1	19	19	char=1|cheshy=1|chfchol=1|chpchshdy=1|kchdaiin=1|lchod=1|lkchedy=1|lkeeody=1|loaiin=1|okeedy=1|oteeo=1|pchedair=1|qokchey=1|qopchody=1|rair=1|sairy=1|shedy=1|shotedy=1|tol=1	18	18	char=1|cheshy=1|chfchol=1|chpchshdy=1|kchdaiin=1|lchod=1|lkchedy=1|lkeeody=1|loaiin=1|okeedy=1|oteeo=1|pchedair=1|qokchey=1|qopchody=1|rair=1|sairy=1|shedy=1|shotedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0585	585	f113r	f113r	10	f113r.27	f113r.29	27	29	S	B	3	3	36	0	NONE	3	f113r.27|f113r.28|f113r.29	36	3	5	1	34	32	akchy=1|al=1|cheeeo=1|cheokedy=1|chol=2|chtchol=1|daiin=1|kcheey=1|kcheody=1|lcholkaiin=1|lkchedy=1|lodas=1|lpchedy=1|lsheol=1|okaiin=1|olkeeol=1|os=1|otain=1|oteedy=1|qokam=1|raiin=1|rain=1|sar=1|sheeoaiin=1|sheoky=1|sheol=1|shor=1|taiin=1|tcheody=1|tchey=1|tchol=1|y=2	29	28	akchy=1|cheeeo=1|cheokedy=1|chtchol=1|daiin=1|kcheey=1|kcheody=1|lcholkaiin=1|lkchedy=1|lodas=1|lpchedy=1|lsheol=1|okaiin=1|olkeeol=1|otain=1|oteedy=1|qokam=1|raiin=1|rain=1|sar=1|sheeoaiin=1|sheoky=1|shor=1|taiin=1|tcheody=1|tchey=1|tchol=1|y=2	NONE	NONE	NONE	0	0	0	0
G807-P0586	586	f113r	f113r	11	f113r.30	f113r.33	30	33	S	B	3	4	40	1	f113r.32	3	f113r.30|f113r.31|f113r.33	29	3	4	1	29	26	ar=1|chear=3|chockhy=1|chokain=1|chor=1|ckhar=1|cky=1|folchear=1|lkshedy=1|lshedy=1|o=1|okaiin=1|okain=2|opy=1|otar=1|oteol=1|qchar=1|qokchd=1|qoky=1|shal=1|shckhy=1|sheeeky=1|shkchedy=1|tar=1|ykeeor=1|ytaiin=1	27	24	ar=1|chear=3|chockhy=1|chokain=1|chor=1|ckhar=1|cky=1|folchear=1|lkshedy=1|lshedy=1|okaiin=1|okain=2|opy=1|oteol=1|qchar=1|qokchd=1|qoky=1|shal=1|shckhy=1|sheeeky=1|shkchedy=1|tar=1|ykeeor=1|ytaiin=1	otal|qotal	otal|qotal	otal|qotal	2	2	2	0
G807-P0587	587	f113r	f113r	12	f113r.34	f113r.36	34	36	S	B	3	3	27	0	NONE	3	f113r.34|f113r.35|f113r.36	27	3	4	1	27	27	aiin=1|dcheey=1|ldy=1|lkeeos=1|lshdaiin=1|ockhy=1|okar=1|okchedy=1|otar=1|otshsaiin=1|palshsar=1|qokeees=1|qopchdy=1|qopchear=1|qosain=1|qotaiin=1|qoteedy=1|rchdy=1|rchedy=1|s=1|sh=1|shedain=1|sheeo=1|sheody=1|shkair=1|shocfhy=1|y=1	25	25	aiin=1|dcheey=1|ldy=1|lkeeos=1|lshdaiin=1|ockhy=1|okchedy=1|otshsaiin=1|palshsar=1|qokeees=1|qopchdy=1|qopchear=1|qosain=1|qotaiin=1|qoteedy=1|rchdy=1|rchedy=1|s=1|sh=1|shedain=1|sheeo=1|sheody=1|shkair=1|shocfhy=1|y=1	NONE	NONE	NONE	0	0	0	0
G807-P0588	588	f113r	f113r	13	f113r.37	f113r.38	37	38	S	B	3	2	17	1	f113r.37	1	f113r.38	7	1	2	0	7	6	aiin=1|daiin=2|okchedy=1|qoteey=1|sheor=1|sheos=1	7	6	aiin=1|daiin=2|okchedy=1|qoteey=1|sheor=1|sheos=1	otal	otal	otal	1	1	1	0
G807-P0589	589	f113r	f113r	14	f113r.39	f113r.41	39	41	S	B	3	3	34	0	NONE	3	f113r.39|f113r.40|f113r.41	34	3	5	1	34	33	aiin=1|aly=1|chcheey=1|cheey=2|cheokeol=1|ctharad=1|ctheey=1|cthes=1|dsheo=1|kcheodaiin=1|kchey=1|l=1|lkeechey=1|lkeody=1|oin=1|okaiin=1|okain=1|okeeody=1|pcheockhy=1|pokeey=1|por=1|qo=1|qoees=1|qofsheeey=1|qopoeey=1|rair=1|shed=1|shee=1|sheey=1|taiin=1|taram=1|tarar=1|tchey=1	33	32	aiin=1|aly=1|chcheey=1|cheey=2|cheokeol=1|ctharad=1|ctheey=1|cthes=1|dsheo=1|kcheodaiin=1|kchey=1|lkeechey=1|lkeody=1|oin=1|okaiin=1|okain=1|okeeody=1|pcheockhy=1|pokeey=1|por=1|qo=1|qoees=1|qofsheeey=1|qopoeey=1|rair=1|shed=1|shee=1|sheey=1|taiin=1|taram=1|tarar=1|tchey=1	NONE	NONE	NONE	0	0	0	0
G807-P0590	590	f113r	f113r	15	f113r.42	f113r.44	42	44	S	B	3	3	28	2	f113r.42|f113r.43	1	f113r.44	4	1	2	0	4	4	chedy=1|cheeky=1|lkaiin=1|lkedy=1	4	4	chedy=1|cheeky=1|lkaiin=1|lkedy=1	cheol|ol	cheol|ol	cheol|ol	2	2	2	0
G807-P0591	591	f113r	f113r	16	f113r.45	f113r.51	45	51	S	B	3	7	73	1	f113r.48	6	f113r.45|f113r.46|f113r.47|f113r.49|f113r.50|f113r.51	63	6	5	1	62	52	aiin=1|airody=1|al=1|ar=1|araiinol=1|cheeey=1|cheeody=2|cheeos=1|cheo=1|cheokeeas=1|chey=2|chkal=1|cholkeedy=1|chos=1|chtaiir=1|kar=1|kcheey=1|kches=1|keechey=1|l=1|lcho=1|lkaiin=2|lkchey=1|lkeeey=1|loary=1|oaiin=1|okaiin=2|okain=1|okalal=1|okeeey=1|okeey=1|olkal=1|opchey=1|or=1|oram=1|otain=2|oteedy=1|qokaiin=3|qokeeody=2|qokeey=2|qotaiin=1|qotody=1|qotor=1|r=1|sain=1|shedy=1|sheol=2|tchedy=1|tchodairos=1|tedy=1|y=1|ykeeol=1	55	46	aiin=1|airody=1|ar=1|araiinol=1|cheeey=1|cheeody=2|cheeos=1|cheokeeas=1|chey=2|chkal=1|cholkeedy=1|chos=1|chtaiir=1|kar=1|kcheey=1|kches=1|keechey=1|lcho=1|lkaiin=2|lkchey=1|lkeeey=1|loary=1|oaiin=1|okaiin=2|okain=1|okalal=1|okeeey=1|okeey=1|opchey=1|oram=1|otain=2|oteedy=1|qokaiin=3|qokeeody=2|qokeey=2|qotaiin=1|qotody=1|qotor=1|r=1|sain=1|shedy=1|tchedy=1|tchodairos=1|tedy=1|y=1|ykeeol=1	qokeol	qokeol	qokeol	1	1	1	0
G807-P0592	592	f113v	f113v	1	f113v.1	f113v.3	1	3	S	B	3	3	35	1	f113v.2	2	f113v.1|f113v.3	20	2	4	1	20	20	aiin=1|air=1|chey=1|chotar=1|chsom=1|folorarom=1|keeoy=1|lkar=1|okeeodar=1|oky=1|olam=1|olol=1|opchedy=1|otair=1|otchey=1|qokain=1|qokeedody=1|qotar=1|rol=1|sar=1	18	18	aiin=1|air=1|chey=1|chotar=1|chsom=1|folorarom=1|keeoy=1|lkar=1|okeeodar=1|oky=1|olam=1|olol=1|opchedy=1|otair=1|otchey=1|qokain=1|qokeedody=1|sar=1	okal	okal	okal	1	1	1	0
G807-P0593	593	f113v	f113v	2	f113v.4	f113v.6	4	6	S	B	3	3	29	0	NONE	3	f113v.4|f113v.5|f113v.6	29	3	4	1	29	27	al=1|ar=1|aroshy=1|cheodadaiin=1|chockhy=1|dcheos=1|fchoctheody=1|keeodar=1|lcheol=1|oparaiin=1|ot=1|otaiin=2|otcher=1|otedar=1|otedy=1|oteedy=2|otees=1|oteody=1|otl=1|otodaiin=1|qoeear=1|qokechy=1|qokeedy=1|qokeey=1|rchedy=1|rcheey=1|tcheolchy=1	25	23	ar=1|aroshy=1|cheodadaiin=1|chockhy=1|dcheos=1|fchoctheody=1|keeodar=1|oparaiin=1|otaiin=2|otcher=1|otedar=1|otedy=1|oteedy=2|otees=1|oteody=1|otodaiin=1|qoeear=1|qokechy=1|qokeedy=1|qokeey=1|rchedy=1|rcheey=1|tcheolchy=1	NONE	NONE	NONE	0	0	0	0
G807-P0594	594	f113v	f113v	3	f113v.7	f113v.9	7	9	S	B	3	3	30	0	NONE	3	f113v.7|f113v.8|f113v.9	30	3	4	1	30	28	al=1|ar=2|checkhol=1|chokaiin=1|chokam=1|cholkaiin=1|choltar=1|dair=1|fcheshd=1|lchealaim=1|lkeeody=1|odal=1|okaiin=1|olchy=1|olkam=1|opchedy=1|otar=2|oteal=1|oteedy=1|otor=1|qokchedy=1|qokeeor=1|qotaiin=1|sheckhy=1|shockhol=1|teody=1|toky=1|ycheody=1	25	24	ar=2|checkhol=1|chokaiin=1|chokam=1|cholkaiin=1|choltar=1|dair=1|fcheshd=1|lchealaim=1|lkeeody=1|okaiin=1|olchy=1|olkam=1|opchedy=1|oteedy=1|otor=1|qokchedy=1|qokeeor=1|qotaiin=1|sheckhy=1|shockhol=1|teody=1|toky=1|ycheody=1	NONE	NONE	NONE	0	0	0	0
G807-P0595	595	f113v	f113v	4	f113v.10	f113v.12	10	12	S	B	3	3	31	1	f113v.11	2	f113v.10|f113v.12	19	2	4	1	19	19	aiin=1|ar=1|aral=1|arl=1|dal=1|kchey=1|kedy=1|olar=1|olchey=1|opchey=1|oror=1|otedyar=1|oteol=1|otor=1|otsheody=1|polaiin=1|qokeedy=1|ro=1|solchedy=1	19	19	aiin=1|ar=1|aral=1|arl=1|dal=1|kchey=1|kedy=1|olar=1|olchey=1|opchey=1|oror=1|otedyar=1|oteol=1|otor=1|otsheody=1|polaiin=1|qokeedy=1|ro=1|solchedy=1	otal	NONE	NONE	1	0	0	0
G807-P0596	596	f113v	f113v	5	f113v.13	f113v.17	13	17	S	B	3	5	56	2	f113v.14|f113v.15	3	f113v.13|f113v.16|f113v.17	31	3	4	1	31	29	ar=2|chdain=1|chl=1|cthororaiin=1|daiin=1|eor=1|fchee=1|keey=1|l=1|lcheey=1|lkaiin=1|llor=1|okaiin=1|okalchedy=1|okol=1|olkam=1|olkar=1|otar=1|otchdy=1|poraiin=1|qokain=1|qokar=1|qokchedy=1|qoteedar=1|qotor=1|roral=1|saraiin=1|shedy=2|yteeeor=1	28	26	ar=2|chdain=1|chl=1|cthororaiin=1|daiin=1|eor=1|fchee=1|keey=1|lcheey=1|lkaiin=1|llor=1|okaiin=1|okalchedy=1|olkam=1|olkar=1|otchdy=1|poraiin=1|qokain=1|qokar=1|qokchedy=1|qoteedar=1|qotor=1|roral=1|saraiin=1|shedy=2|yteeeor=1	okal|ol	okal|ol	okal|ol	2	2	2	0
G807-P0597	597	f113v	f113v	6	f113v.18	f113v.20	18	20	S	B	3	3	29	2	f113v.19|f113v.20	1	f113v.18	10	1	3	0	10	10	chckhedy=1|fchocthor=1|lkches=1|lkeshdy=1|lky=1|opam=1|otshedy=1|pychdar=1|qokody=1|tcheepchey=1	10	10	chckhedy=1|fchocthor=1|lkches=1|lkeshdy=1|lky=1|opam=1|otshedy=1|pychdar=1|qokody=1|tcheepchey=1	okal|ol	NONE	NONE	2	0	0	0
G807-P0598	598	f113v	f113v	7	f113v.21	f113v.24	21	24	S	B	3	4	40	2	f113v.21|f113v.23	2	f113v.22|f113v.24	15	2	3	1	15	11	aly=1|cheeky=1|cheody=1|cheos=1|lcheey=1|loar=1|okaiin=5|olal=1|olkeey=1|otar=1|raiin=1	12	8	aly=1|cheeky=1|cheody=1|lcheey=1|loar=1|okaiin=5|olkeey=1|raiin=1	cheol|otal	cheol|otal	cheol|otal	2	2	2	0
G807-P0599	599	f113v	f113v	8	f113v.25	f113v.27	25	27	S	B	3	3	30	1	f113v.25	2	f113v.26|f113v.27	18	2	4	1	18	15	al=2|alkeedy=1|ar=1|cheeo=2|keechy=1|l=1|loty=1|okiin=1|otaiin=2|otar=1|otchey=1|otol=1|qoteeol=1|qotody=1|y=1	13	11	alkeedy=1|ar=1|cheeo=2|keechy=1|loty=1|okiin=1|otaiin=2|otchey=1|qoteeol=1|qotody=1|y=1	ol	ol	ol	1	1	1	0
G807-P0600	600	f113v	f113v	9	f113v.28	f113v.32	28	32	S	B	3	5	57	2	f113v.30|f113v.31	3	f113v.28|f113v.29|f113v.32	34	3	5	1	34	32	a=1|aiiin=1|air=1|al=1|ar=1|aralg=1|arash=1|char=1|chedy=1|cphedy=1|cthey=1|eey=1|kaiin=1|keey=1|l=2|lor=1|okaiin=2|okalchdy=1|okar=1|oky=1|olar=1|olkeeey=1|oox=1|opcheody=1|oteey=1|paiir=1|qokain=1|qokeey=1|qotol=1|r=1|sheo=1|ykeeol=1	29	28	a=1|aiiin=1|air=1|ar=1|aralg=1|arash=1|char=1|chedy=1|cphedy=1|cthey=1|eey=1|kaiin=1|keey=1|lor=1|okaiin=2|okalchdy=1|oky=1|olar=1|olkeeey=1|oox=1|opcheody=1|oteey=1|paiir=1|qokain=1|qokeey=1|r=1|sheo=1|ykeeol=1	cheol|ol	cheol	cheol	2	1	1	0
G807-P0601	601	f113v	f113v	10	f113v.33	f113v.35	33	35	S	B	3	3	25	1	f113v.33	2	f113v.34|f113v.35	15	2	3	1	15	14	air=1|chckhey=1|cheaiin=1|chearam=1|chedy=1|cheky=1|daiin=1|lo=1|okchey=1|otain=1|otecheedy=1|qokaiin=2|qokain=1|r=1	15	14	air=1|chckhey=1|cheaiin=1|chearam=1|chedy=1|cheky=1|daiin=1|lo=1|okchey=1|otain=1|otecheedy=1|qokaiin=2|qokain=1|r=1	okal	okal	okal	1	1	1	0
G807-P0602	602	f113v	f113v	11	f113v.36	f113v.37	36	37	S	B	3	2	19	0	NONE	2	f113v.36|f113v.37	19	2	4	1	19	19	aiin=1|chedy=1|daiin=1|lchedy=1|lteam=1|ofaral=1|okar=1|okeeedy=1|olaiin=1|olkaiin=1|otchey=1|oteeey=1|p=1|qokair=1|qokeedy=1|qol=1|tshedy=1|tsho=1|y=1	17	17	aiin=1|chedy=1|daiin=1|lchedy=1|lteam=1|ofaral=1|okeeedy=1|olaiin=1|olkaiin=1|otchey=1|oteeey=1|p=1|qokair=1|qokeedy=1|tshedy=1|tsho=1|y=1	NONE	NONE	NONE	0	0	0	0
G807-P0603	603	f113v	f113v	12	f113v.38	f113v.41	38	41	S	B	3	4	40	1	f113v.39	3	f113v.38|f113v.40|f113v.41	29	3	4	1	29	25	a=1|aiin=4|airol=1|alkain=1|ar=1|cheody=1|cheor=1|chokor=1|dair=1|lkeeedy=1|oeeey=1|okain=1|okeedy=1|okeey=1|oraiin=1|otaiin=1|otar=1|oteey=2|otorsheey=1|pcholky=1|qo=1|qoteal=1|r=1|sheedy=1|teear=1	26	22	a=1|aiin=4|airol=1|alkain=1|ar=1|cheody=1|chokor=1|dair=1|lkeeedy=1|oeeey=1|okain=1|okeedy=1|okeey=1|oraiin=1|otaiin=1|oteey=2|otorsheey=1|pcholky=1|qo=1|r=1|sheedy=1|teear=1	cheol	cheol	cheol	1	1	1	0
G807-P0604	604	f113v	f113v	13	f113v.42	f113v.44	42	44	S	B	3	3	31	1	f113v.42	2	f113v.43|f113v.44	18	2	4	1	18	17	aiin=1|aiinos=1|cheal=1|chkain=1|daiin=1|keey=1|l=1|lkeees=1|okar=1|olar=1|olchedy=1|oloiin=1|or=1|otaiin=2|otain=1|qok=1|ycheo=1	14	13	aiin=1|aiinos=1|chkain=1|daiin=1|keey=1|lkeees=1|olar=1|olchedy=1|oloiin=1|otaiin=2|otain=1|qok=1|ycheo=1	ol	ol	ol	1	1	1	0
G807-P0605	605	f113v	f113v	14	f113v.45	f113v.46	45	46	S	B	3	2	17	0	NONE	2	f113v.45|f113v.46	17	2	4	1	17	16	al=1|ar=1|aram=1|arol=1|cheey=2|lain=1|lkaiin=1|lkeey=1|ls=1|o=1|okeeeody=1|opchedy=1|ota=1|polaiin=1|qokchdy=1|shear=1	14	13	ar=1|aram=1|arol=1|cheey=2|lain=1|lkaiin=1|lkeey=1|ls=1|okeeeody=1|opchedy=1|polaiin=1|qokchdy=1|shear=1	NONE	NONE	NONE	0	0	0	0
G807-P0606	606	f113v	f113v	15	f113v.47	f113v.49	47	49	S	B	3	3	33	1	f113v.48	2	f113v.47|f113v.49	21	2	4	1	21	20	akal=1|ar=1|cheokain=1|keedy=1|ksheeol=1|ldy=1|lkaiin=1|lkeey=1|ltal=1|olaiin=1|otaiin=1|oteedy=1|polaiin=1|qokeey=1|qopchedy=1|qotain=1|shey=2|tair=1|teeo=1|yshey=1	19	18	ar=1|cheokain=1|keedy=1|ksheeol=1|ldy=1|lkaiin=1|lkeey=1|olaiin=1|otaiin=1|oteedy=1|polaiin=1|qokeey=1|qopchedy=1|qotain=1|shey=2|tair=1|teeo=1|yshey=1	cheol|okal	okal	okal	2	1	1	0
G807-P0607	607	f114r	f114r	1	f114r.1	f114r.3	1	3	S	B	3	3	24	1	f114r.2	2	f114r.1|f114r.3	11	2	3	0	11	11	aiin=1|dairor=1|o=1|okarol=1|oteeodl=1|otody=1|pcheos=1|tchedol=1|ycheod=1|ytaiin=1|yteeed=1	10	10	aiin=1|dairor=1|okarol=1|oteeodl=1|otody=1|pcheos=1|tchedol=1|ycheod=1|ytaiin=1|yteeed=1	ol	ol	ol	1	1	1	0
G807-P0608	608	f114r	f114r	2	f114r.4	f114r.7	4	7	S	B	3	4	41	1	f114r.7	3	f114r.4|f114r.5|f114r.6	33	3	5	1	33	29	chdaiin=1|chdol=1|chdy=2|chedol=1|chedy=3|cheokaiin=1|cho=1|daiin=2|dary=1|dchds=1|doiiin=1|eedol=1|fdeechdy=1|kaiin=1|kchedy=1|loiin=1|ochedal=1|odaly=1|okchedy=1|okeeedy=1|opchedaiin=1|podair=1|qoeedy=1|qokaiin=1|qop=1|shedy=1|ykar=1|ykeedy=1|ypchedy=1	31	27	chdaiin=1|chdy=2|chedy=3|cheokaiin=1|cho=1|daiin=2|dary=1|dchds=1|doiiin=1|eedol=1|fdeechdy=1|kaiin=1|kchedy=1|loiin=1|ochedal=1|odaly=1|okchedy=1|okeeedy=1|opchedaiin=1|podair=1|qoeedy=1|qokaiin=1|qop=1|shedy=1|ykar=1|ykeedy=1|ypchedy=1	cheol	cheol	cheol	1	1	1	0
G807-P0609	609	f114r	f114r	3	f114r.8	f114r.10	8	10	S	B	3	3	27	0	NONE	3	f114r.8|f114r.9|f114r.10	27	3	4	1	27	26	chdaiin=1|chdairod=1|chdodaiin=1|chedalos=1|chey=1|chody=1|daiin=2|dam=1|dar=1|dcheod=1|dody=1|fchey=1|kal=1|oarorold=1|ocphy=1|ofchedaiir=1|okchdy=1|okchedam=1|okchedy=1|opcheol=1|otaiin=1|otairar=1|qodaiin=1|qoedeey=1|qokeedaiin=1|qokeedy=1	26	25	chdaiin=1|chdairod=1|chdodaiin=1|chedalos=1|chey=1|chody=1|daiin=2|dam=1|dar=1|dcheod=1|dody=1|fchey=1|oarorold=1|ocphy=1|ofchedaiir=1|okchdy=1|okchedam=1|okchedy=1|opcheol=1|otaiin=1|otairar=1|qodaiin=1|qoedeey=1|qokeedaiin=1|qokeedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0610	610	f114r	f114r	4	f114r.11	f114r.13	11	13	S	B	3	3	26	1	f114r.12	2	f114r.11|f114r.13	14	2	3	1	14	14	chocfhdy=1|daiin=1|dalchy=1|doiiin=1|dolor=1|kolky=1|octhdy=1|ofchedy=1|opailo=1|qoedaiin=1|qokchdy=1|qokchedy=1|shedy=1|tolpchy=1	14	14	chocfhdy=1|daiin=1|dalchy=1|doiiin=1|dolor=1|kolky=1|octhdy=1|ofchedy=1|opailo=1|qoedaiin=1|qokchdy=1|qokchedy=1|shedy=1|tolpchy=1	ol	ol	ol	1	1	1	0
G807-P0611	611	f114r	f114r	5	f114r.14	f114r.18	14	18	S	B	3	5	56	2	f114r.14|f114r.16	3	f114r.15|f114r.17|f114r.18	31	3	4	1	31	29	akaiin=1|al=1|chckhd=1|ched=1|cheedy=1|cheodeeey=1|chodar=1|daiin=1|daildain=1|dal=1|dalol=1|lcheos=1|oeedy=1|oeted=1|okar=1|okod=1|otair=1|otar=1|otchedy=1|qodaiin=1|qoedy=1|qoeeody=1|qokaiin=1|qokchedy=1|qokeedain=1|qokeeodaiin=1|qokey=1|qokolkchdy=1|y=3	28	26	akaiin=1|chckhd=1|ched=1|cheedy=1|cheodeeey=1|chodar=1|daiin=1|daildain=1|dal=1|dalol=1|lcheos=1|oeedy=1|oeted=1|okod=1|otair=1|otchedy=1|qodaiin=1|qoedy=1|qoeeody=1|qokaiin=1|qokchedy=1|qokeedain=1|qokeeodaiin=1|qokey=1|qokolkchdy=1|y=3	ol|otal	ol|otal	ol|otal	2	2	2	0
G807-P0612	612	f114r	f114r	6	f114r.19	f114r.21	19	21	S	B	3	3	29	0	NONE	3	f114r.19|f114r.20|f114r.21	29	3	4	1	29	28	aiin=1|chedaiin=2|chodaiin=1|daiidy=1|daiin=1|dalchdy=1|dar=1|dchedy=1|dkair=1|do=1|dol=1|lchedo=1|lcheey=1|lcheo=1|ofchedaiin=1|olchedy=1|opair=1|otar=1|otedy=1|oteedy=1|oty=1|pairody=1|qopchdy=1|qopchedy=1|qoted=1|rol=1|sair=1|shedar=1	26	25	aiin=1|chedaiin=2|chodaiin=1|daiidy=1|daiin=1|dalchdy=1|dar=1|dchedy=1|dkair=1|do=1|lchedo=1|lcheey=1|lcheo=1|ofchedaiin=1|olchedy=1|opair=1|otedy=1|oteedy=1|oty=1|pairody=1|qopchdy=1|qopchedy=1|qoted=1|sair=1|shedar=1	NONE	NONE	NONE	0	0	0	0
G807-P0613	613	f114r	f114r	7	f114r.22	f114r.23	22	23	S	B	3	2	21	0	NONE	2	f114r.22|f114r.23	21	2	4	1	21	20	ain=1|al=2|chdy=1|cheo=1|ches=1|dair=1|kchedy=1|oeain=1|olchdy=1|or=1|pdaiin=1|qedy=1|qokair=1|qokedaiin=1|qopchdy=1|rodeedy=1|s=1|shodaiin=1|taiin=1|tchedair=1	17	17	ain=1|chdy=1|ches=1|dair=1|kchedy=1|oeain=1|olchdy=1|pdaiin=1|qedy=1|qokair=1|qokedaiin=1|qopchdy=1|rodeedy=1|s=1|shodaiin=1|taiin=1|tchedair=1	NONE	NONE	NONE	0	0	0	0
