group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution	previous_atomic_value_de	common_action_revision
171	A1	f67r2	f67r2.73	5	A1:G171	ykchey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + dies	NO
172	A1	f67r2	f67r2.73	6	A1:G172	ykchey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + dies	NO
173	A1	f67r2	f67r2.73	7	A1:G173	qokeochy	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O+Y	ansetzen + kurz + Arbeitsgang + dies	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang + dies	ansetzen + kurz + Arbeitsgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang + dies	NO
174	A1	f67r2	f67r2.73	8	A1:G174	oaiin	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AIIN	Arbeitsgang + Mass	NONE	YES	NONE	Arbeitsgang + Mass	Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Mass	NO
175	A1	f67r2	f67r2.73	9	A1:G175	okol	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL	ansetzen + fortsetzen	NONE	YES	NONE	ansetzen + fortsetzen	ansetzen + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + fortsetzen	NO
176	A1	f67r2	f67r2.73	10	A1:G176	ar	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
177	A1	f67r2	f67r2.73	11	A1:G177	olar	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+AR	fortsetzen + von dort	NONE	YES	NONE	fortsetzen + von dort	fortsetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	fortsetzen + von dort	NO
178	A1	f67r2	f67r2.74	1	A1:G178	yshey	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+SH+E+Y	dies + halten + kurz + dies	NONE	YES	NONE	dies + halten + kurz + dies	dies + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + halten + kurz + dies	NO
179	A1	f67r2	f67r2.74	2	A1:G179	qokeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + laenger + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + laenger + Arbeitsgang + dies	NO
180	A1	f67r2	f67r2.74	3	A1:G180	cheos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	CHEO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Entnahme + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Auszug + Sternbezug	YES
181	A1	f67r2	f67r2.74	4	A1:G181	oeeos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+EE+O+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + laenger + Arbeitsgang + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + laenger + Arbeitsgang + Sternbezug	NO
182	A1	f67r2	f67r2.74	5	A1:G182	qockhy	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Durchlass + dies	YES
183	A1	f67r2	f67r2.74	6	A1:G183	chos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Gabe + Sternbezug	NO
184	A1	f67r2	f67r2.74	7	A1:G184	aiin	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO
185	A1	f67r2	f67r2.74	8	A1:G185	okeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + laenger + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + laenger + Arbeitsgang + dies	NO
186	A1	f67r2	f67r2.74	9	A1:G186	qokoaiin	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AIIN	ansetzen + Arbeitsgang + Mass	NONE	YES	NONE	ansetzen + Arbeitsgang + Mass	ansetzen + Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + Mass	NO
187	A1	f67r2	f67r2.74	10	A1:G187	odain	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AIN	Arbeitsgang + Portion	NONE	YES	NONE	Arbeitsgang + Portion	Arbeitsgang + Portion	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Portion	NO
188	A1	f67r2	f67r2.74	11	A1:G188	ar	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO
189	A1	f67r2	f67r2.74	12	A1:G189	air	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Lauf	NO
190	A1	f67r2	f67r2.74	13	A1:G190	ay	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	A_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Nebenadresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Nebenadresse + dies	NO
191	A2	f68r1	f68r1.1	1	A2:G001	shokchy	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+K+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	HO+K+Y || SH+OK+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + zufuehren + dies	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + zufuehren + dies	NO
192	A2	f68r1	f68r1.1	2	A2:G002	chteey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+T+EE+Y	abziehen + fuellen + laenger + dies	NONE	YES	NONE	abziehen + fuellen + laenger + dies	entnehmen + eintragen + laenger + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + eintragen + laenger + dies	YES
193	A2	f68r1	f68r1.1	3	A2:G003	choteey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+T+EE+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+OT+EE+Y || HO+T+EE+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + eintragen + laenger + dies	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + eintragen + laenger + dies	NO
194	A2	f68r1	f68r1.1	4	A2:G004	cphol	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+OL	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternfigur + fortsetzen	NO
195	A2	f68r1	f68r1.1	5	A2:G005	cheor	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+R	Auszug + abkuehlen	NONE	YES	NONE	Auszug + abkuehlen	Entnahme + senken	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Auszug + abkuehlen	YES
196	A2	f68r1	f68r1.1	6	A2:G006	opcheeol	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+P+CH+EE+OL	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	NONE	YES	NONE	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	Arbeitsgang + hinein + entnehmen + laenger + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	YES
197	A2	f68r1	f68r1.1	7	A2:G007	otor	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+OR	danach + Ansatz	NONE	YES	NONE	danach + Ansatz	danach + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Ansatz	NO
198	A2	f68r1	f68r1.1	8	A2:G008	choctheeey	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+CTH+EEE+Y	Zutat + bereit + vollstaendig + dies	NONE	YES	NONE	Zutat + bereit + vollstaendig + dies	Gabe + bereit + vollstaendig + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + bereit + vollstaendig + dies	NO
199	A2	f68r1	f68r1.1	9	A2:G009	okchoal	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+HO+AL	ansetzen + Zutat + Stelle	NONE	YES	NONE	ansetzen + Zutat + Stelle	ansetzen + Gabe + Stelle	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Gabe + Stelle	NO
200	A2	f68r1	f68r1.2	1	A2:G010	tochso	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	T+O+CH+S_ADDR+O	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	eintragen + Arbeitsgang + entnehmen + Sternbezug + Arbeitsgang	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	eintragen + Arbeitsgang + abziehen + Sternbezug + Arbeitsgang	YES
201	A2	f68r1	f68r1.2	2	A2:G011	otchl	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+CH+L	danach + abziehen + fuehren	NONE	YES	NONE	danach + abziehen + fuehren	danach + entnehmen + fuehren	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + abziehen + fuehren	YES
202	A2	f68r1	f68r1.2	3	A2:G012	qokeeedy	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	EXACT_PROSE_SURFACE	d25110e0d8488927278f	OK+EEE+DY	vollständig ansetzen; Schluss	NONE	YES	NONE	vollständig ansetzen; Schluss	vollständig ansetzen; Schluss	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	vollständig ansetzen; Schluss	NO
203	A2	f68r1	f68r1.2	4	A2:G013	cheey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ergebnis	NO
204	A2	f68r1	f68r1.2	5	A2:G014	cheeteey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+EE+T+EE+Y	abziehen + laenger + fuellen + laenger + dies	NONE	YES	NONE	abziehen + laenger + fuellen + laenger + dies	entnehmen + laenger + eintragen + laenger + dies	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + laenger + eintragen + laenger + dies	YES
205	A2	f68r1	f68r1.2	6	A2:G015	yteody	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+T+E+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+T+E+O+DY || Y+T+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	dies + eintragen + kurz + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + kurz + Arbeitsgang + dies	NO
206	A2	f68r1	f68r1.2	7	A2:G016	chpor	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CH+P+OR	abziehen + hinein + Ansatz	NONE	YES	NONE	abziehen + hinein + Ansatz	entnehmen + hinein + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abziehen + hinein + Ansatz	YES
207	A2	f68r1	f68r1.2	8	A2:G017	cheokorchey	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHEO+K+OR+Y	Auszug + zufuehren + Ansatz + dies	NONE	YES	NONE	Auszug + zufuehren + Ansatz + dies	Entnahme + zufuehren + Ansatz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Auszug + zufuehren + Ansatz + dies	YES
208	A2	f68r1	f68r1.2	9	A2:G018	chod	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Gabe + Teiladresse	NO
209	A2	f68r1	f68r1.3	1	A2:G019	ykor	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+OR	dies + zufuehren + Ansatz	NONE	YES	NONE	dies + zufuehren + Ansatz	dies + zufuehren + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + Ansatz	NO
210	A2	f68r1	f68r1.3	2	A2:G020	shey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	EXACT_PROSE_SURFACE	b5df9126607030b95175	WHOLE[cheey|shey]	Klarauszug	NONE	YES	NONE	Klarauszug	Ergebnis	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Ergebnis	NO
211	A2	f68r1	f68r1.3	3	A2:G021	qocheey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CH+EE+Y	Arbeitsgang + abziehen + laenger + dies	NONE	YES	NONE	Arbeitsgang + abziehen + laenger + dies	Arbeitsgang + entnehmen + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + abziehen + laenger + dies	YES
212	A2	f68r1	f68r1.3	4	A2:G022	chokal	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+K+AL	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+OK+AL || HO+K+AL	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Gabe + zufuehren + Stelle	NO	PANEL_HEADER_PREFERS_HO_ENTRY_MACRO	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Gabe + zufuehren + Stelle	NO
213	A2	f68r1	f68r1.3	5	A2:G023	okeey	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	EXACT_PROSE_SURFACE	0275fbf14e07935b0a45	OK+EE+Y	länger ansetzen	NONE	YES	NONE	länger ansetzen	länger ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	länger ansetzen	NO
214	A2	f68r1	f68r1.3	6	A2:G024	ror	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	R+OR	abkuehlen + Ansatz	NONE	YES	NONE	abkuehlen + Ansatz	senken + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	abkuehlen + Ansatz	YES
215	A2	f68r1	f68r1.3	7	A2:G025	eckhear	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	UNIQUE_COMPONENT_SEQUENCE	NONE	E+CKHE+AR	kurz + seihen + von dort	NONE	YES	NONE	kurz + seihen + von dort	kurz + trennen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	kurz + seihen + von dort	YES
216	A2	f68r1	f68r1.3	8	A2:G026	daram	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	AR+AM_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	von dort + Gegenfeld	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	von dort + Gegenfeld	NO
217	A2	f68r1	f68r1.4	1	A2:G027	dchor	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	D_ADDR+OR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Teiladresse + Ansatz	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Teiladresse + Ansatz	NO
218	A2	f68r1	f68r1.4	2	A2:G028	okaiiin	A2_MULTIPANEL_HEADER_FRAGMENT_04	A68_MULTIPANEL_STAR_ATLAS	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	OK+A_ADDR+I_COUNT+IIN	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	ansetzen + Nebenadresse + Zaehlstrich + Sollstufe	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	ansetzen + Nebenadresse + Zaehlstrich + Sollstufe	NO
219	A2	f68r1	f68r1.5	1	A2:G029	yky	A2_MULTIPANEL_HEADER_FRAGMENT_05	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + dies	NO
220	A2	f68r1	f68r1.6	1	A2:G030	dary	A2_MULTIPANEL_HEADER_FRAGMENT_06	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	AR+Y	von dort + dies	NONE	YES	NONE	von dort + dies	von dort + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort + dies	NO
221	A2	f68r1	f68r1.7	1	A2:G031	chkchykoly	A2_MULTIPANEL_HEADER_FRAGMENT_07	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	CHK+Y+K+OL+Y	waermen + dies + zufuehren + fortsetzen + dies	NONE	YES	NONE	waermen + dies + zufuehren + fortsetzen + dies	anheben + dies + zufuehren + fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	waermen + dies + zufuehren + fortsetzen + dies	YES
222	A2	f68r1	f68r1.8	1	A2:G032	okodaly	A2_CENTRE_KEY_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	NONE	YES	NONE	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + Stelle + dies	NO
223	A2	f68r1	f68r1.9	1	A2:G033	odchecthy	A2_STAR_STATION_01	A68_MULTIPANEL_STAR_ATLAS	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+D_ADDR+CH+E+CTH+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Teiladresse + entnehmen + kurz + bereit + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Teiladresse + abziehen + kurz + bereit + dies	YES
224	A2	f68r1	f68r1.10	1	A2:G034	otcheody	A2_STAR_STATION_02	A68_MULTIPANEL_STAR_ATLAS	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+CHEO+DY	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OT+CHEO+DY || OT+CHEO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + Entnahme + Schluss	NO	LOCUS_FINAL_OR_SINGLETON_TAKES_LICENSED_ENDPOINT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + Auszug + Schluss	YES
225	A2	f68r1	f68r1.11	1	A2:G035	okoaly	A2_STAR_STATION_03	A68_MULTIPANEL_STAR_ATLAS	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	NONE	YES	NONE	ansetzen + Arbeitsgang + Stelle + dies	ansetzen + Arbeitsgang + Stelle + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + Stelle + dies	NO
