occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G662-T0688	f81r	f81r.1	7	oly	EOS	1	1	0	polchoy qokedy shol opchedy olpchedy ofshdy oly	polchey qokedy shol opchedy olpchedy ofshdy oly	polchoy qoked ol opched olpchedy ofsh y oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0689	f81r	f81r.11	2	olkedy	MEDIAL	1	1	0	olsheol olkedy sheckhedy oltedy	olsheol olkedy sheckhedy oltedy	ol eol olkedy eckhedy oltedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0690	f81r	f81r.13	4	qol	MEDIAL	1	1	0	dchol shedy qotedy qol chedy chetyry	dchol shedy qotedy qol chedy chety ry	dchol ed qoted qol ched chetyry	reader agreement conditions confidence only; it does not identify plaintext
G662-T0691	f81r	f81r.2	4	qokol	MEDIAL	1	1	0	dchey lshl alched qokol chol otar chedy oky	dchey lshl olched qokol chol otar chedy oky	chey lshl alched qokol chol otar chedy oky	reader agreement conditions confidence only; it does not identify plaintext
G662-T0692	f81r	f81r.20	2	qol	MEDIAL	1	1	0	qopchedy qol chedy qokeey odaiin rain daly	qopchedy qol chedy qokeey odaiin rain daly	qopchedy qol chedy qokeey odaiin rain aly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0693	f81r	f81r.22	3	qol	MEDIAL	1	1	1	qotal chedy qol ol daiin ol chedar ol oly	qotal chedy qol ol daiin ol chedar ol oly	qotal chedy qol ol daiin ol chedar ol oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0694	f81r	f81r.22	9	oly	EOS	1	1	1	qotal chedy qol ol daiin ol chedar ol oly	qotal chedy qol ol daiin ol chedar ol oly	qotal chedy qol ol daiin ol chedar ol oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0695	f81r	f81r.24	7	oly	EOS	1	1	0	par ody shecphy cheol qotaldar otedy oly	parody shecphy cheol qotal dar otedy oly	par ody shecphy cheol qotal ar otedy oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0696	f81r	f81r.25	3	qol	MEDIAL	1	1	0	sar shedy qol otain okair okal chedy dy	sar shedy qol otain okais okal chedy dy	s r shedy qol otain okair okal chedy dy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0697	f81r	f81r.26	4	qol	MEDIAL	1	1	0	pchedy qokey oteol qol sheor shedy qcthdys	pchedy qokey oteol qol sheor shedy qcthdys	pchedy qokey oteol qol shear shedy qcthdys	reader agreement conditions confidence only; it does not identify plaintext
G662-T0698	f81r	f81r.27	4	olkedy	MEDIAL	1	1	0	sol chedy qokedy olkedy dol qokchedy	sal chedy qokedy olkedy dol qokchedy	s l che y qoke y olkedy dol qokchedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0699	f81r	f81r.31	7	olkedy	MEDIAL	1	1	0	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	sol shedy ol lche y she shy olkedy ches ar or oraiiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0700	f81r	f81r.4	1	dchedy	BOS	1	1	1	dchedy qokain ol ol chcthy ykeedy al	dchedy qokain ol ol chcthy ykeedy al	dchedy qokain ol ol chcthy ykeedy al	reader agreement conditions confidence only; it does not identify plaintext
G662-T0701	f81r	f81r.5	1	qol	BOS	1	1	0	qol cheol okeey ol ol olaiin ol or ain	qol cheol okeey ol ol ol aiin ol orain	qol cheol okeey ol ol ol aiin ol or ain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0702	f81r	f81r.8	6	oly	EOS	1	1	0	pchedy qokeey oty qotey oteey oly	pchedy qokeey oty qotey oteey oly	pche y qokeey oty qotey oteey oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0703	f81v	f81v.12	1	qol	BOS	1	1	0	qol ol chdy shedy qokedy ytedy chetedy lkedey ytedy	qol ol chdy shedy qokedy ytedy chetedy lkedey ytedy	qol ol chdy e y qokedy ote y chetedy lkedey ytedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0704	f81v	f81v.2	3	kair	MEDIAL	1	1	0	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	qoke y okaiin kair okal sar ol kain olkain al ol rol l	reader agreement conditions confidence only; it does not identify plaintext
G662-T0705	f81v	f81v.21	8	qol	MEDIAL	1	1	0	lsho qokey lshedy lshedy chedy qolky lchedal qol otar	lsho qokey lshedy lshedy chedy qolky lchedal qol otar	lsho qokey lshedy lshe y chedy qolky lchedal qol otar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0706	f81v	f81v.22	2	qol	MEDIAL	1	1	0	qokal qol oiin cheey dal lchedy chedy salchtedytar	qokal qol oiin cheey dal lohedy shedy sal chtedytar	qokal qol oiin chee dal lchedy chedy salchtedytar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0707	f81v	f81v.23	7	dchedy	MEDIAL	1	1	0	shol qetchy ykaiin olkain shedy qoky dchedy rol olcthdy	shol qekchy ykaiin olkain shedy qoky dchedy rol ol cthdy	shol qekchy ykaiin olkain e y qoky dchedy rol ol cthdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0708	f81v	f81v.24	5	qol	MEDIAL	1	1	0	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly	ytey okche y qokal okeey qol chee y sal teol dchd ly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0709	f81v	f81v.25	9	qol	MEDIAL	1	1	0	oshedy qotedy shol chedy y shchey ol chey qol chedy tchd oky	oshedy qotedy shol chedy yshchey ol chey qol chedy tchd oky	oshedy qotedy ol che y yshchey ol chey qol che ytchd oky	reader agreement conditions confidence only; it does not identify plaintext
G662-T0710	f81v	f81v.3	9	oldy	EOS	1	1	0	saiin daiin olkeedy okedy dykain shek chdy dalal oldy	saiin daiin olkeedy okedy dykain shek chdy dalal oldy	saiin daiin ol kee y oke y dykain shek chdy dalal oldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0711	f81v	f81v.7	9	qol	EOS	1	1	0	olor ol sheckhal daiin qokeedal daiin chckhy schedy qol	olor ol sheckhal daiin qokeedal daiin chckhy schedy qol	olor ol sheckhal daiin qokeedal aiin chckhy sche y qol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0712	f81v	f81v.8	9	oldy	EOS	0	0	0	ykol or shedy sheedy qolkeedy daiin dkain cphedy oldy	ykol or shedy sheedy qol keedy daiin dkain cphedy oldy	yk ol or she y eedy qolkeedy aiin dkain cphedy ol y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0713	f82r	f82r.16	11	ra	MEDIAL	0	0	0	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	qokeedy lchedy qokeedy cheey ror ol saiin chey raity dam	qokeedy lchedy qokeedy cheey r r ol s aiin chey ra am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0714	f82r	f82r.17	4	qokeeey	MEDIAL	1	1	0	dshedy qoteey chedy qokeeey qokedy lteedy qokeedy ralchey	dshedy qoteey chedy qokeeey qokedy lteedy qokeedy rolchey	dshedy qoteey che y qokeeey qokedy lteedy qokeedy rolchey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0715	f82r	f82r.2	1	dchedy	BOS	0	0	0	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	dche y qolchedy qokain dy qokeedy qokal lcheckhy lched	reader agreement conditions confidence only; it does not identify plaintext
G662-T0716	f82r	f82r.21	7	qol	MEDIAL	1	1	0	daiin cheoky lkedy salshey daiin chey qol chedy qokeey dal	daiin cheoky lkedy rolshey daiin chey qol chedy qokeey dal	daiin cheoky lkedy solshey daiin chey qol chedy qokeey dal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0717	f82r	f82r.22	6	qol	MEDIAL	0	0	0	qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rasy	qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rary	qokaiin cheor sheey qokaiin shckhey qolkeeedy qokeeey rary	reader agreement conditions confidence only; it does not identify plaintext
G662-T0718	f82r	f82r.22	8	qokeeey	MEDIAL	1	1	0	qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rasy	qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rary	qokaiin cheor sheey qokaiin shckhey qolkeeedy qokeeey rary	reader agreement conditions confidence only; it does not identify plaintext
G662-T0719	f82r	f82r.26	4	lchedar	MEDIAL	0	0	0	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	tshey qokeedy cheal lche ar ches aiin oteey qokaiin okey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0720	f82r	f82r.28	9	oly	EOS	1	1	0	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly	qokoiin shedy qokeedy qotain chcthey qoteeol chey qokaiin oly	qok iin shedy qokee y qotaiin chcthey qoteeol chey qokaiin oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0721	f82r	f82r.33	4	ey	MEDIAL	0	0	0	sain ol cheol ey cheor chey	sain ol cheol ikhey cheor chey	sain ol cheol ey cheor chey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0722	f82r	f82r.6	3	qol	MEDIAL	1	1	0	sar shedy qol shedaiin sheckhy okal sheky qotaiin chedol	sor shedy qol shedaiin sheckhy okal sheky qotaiin chedol	sar shedy qol shedaiin sheckh okal sheky qotaiin ched l	reader agreement conditions confidence only; it does not identify plaintext
G662-T0723	f82v	f82v.11	1	pcheol	BOS	1	1	0	pcheol dar qokeey cheeky qokal dal shedy pchdy rol qotedy rol	pcheol dar qokeey cheeky qokol dal shedy pchdy rol qotedy rol	pcheol dar qokeey cheeky qokol dal shedy pchdy rol qotedy rol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0724	f82v	f82v.12	6	qol	MEDIAL	1	1	0	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	al shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	reader agreement conditions confidence only; it does not identify plaintext
G662-T0725	f82v	f82v.16	10	lchedam	EOS	1	1	0	qokedy lchey cheey raiin shes qokchey qokain okal dy lchedam	qokedy lchey cheey raiin shes qokchey qokain okal dy lchedam	qokedy lchey cheey r aiin es qokchey qokain okal dy lchedam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0726	f82v	f82v.19	1	qokol	BOS	1	1	0	qokol chedy cheal chedy oty chdy dy checkhy otal chl s	qokol chedy cheal chedy oty chdy dy checkhy otal chls	qokol chedy cheal chedy oty ch y dy checkhy otal chl s	reader agreement conditions confidence only; it does not identify plaintext
G662-T0727	f82v	f82v.19	10	chl	MEDIAL	0	0	0	qokol chedy cheal chedy oty chdy dy checkhy otal chl s	qokol chedy cheal chedy oty chdy dy checkhy otal chls	qokol chedy cheal chedy oty ch y dy checkhy otal chl s	reader agreement conditions confidence only; it does not identify plaintext
G662-T0728	f82v	f82v.21	3	qokeeey	MEDIAL	1	1	0	dain chey qokeeey qoky okaiin okain olkain otain okar aly	dain chey qokeeey qoky okaiin okain olkain otain okaraly	ain chey qokeeey qoky okaiin okain olkain otain okar aly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0729	f82v	f82v.26	3	qokol	MEDIAL	1	1	0	saiin shey qokol chol qol sheedy qokal shedy qokaiin	saiin shey qokol chol qol sheedy qokal shedy qokaiin	saiin shey qokol ch l qol eedy qokal edy qokaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0730	f82v	f82v.26	5	qol	MEDIAL	1	1	0	saiin shey qokol chol qol sheedy qokal shedy qokaiin	saiin shey qokol chol qol sheedy qokal shedy qokaiin	saiin shey qokol ch l qol eedy qokal edy qokaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0731	f82v	f82v.33	2	shar	MEDIAL	1	1	0	qody shar ay qokchey kchey olkain opchedy qfol shty oral	qody shar aithy qokchey kchey olkain opchedy qfol shty oral	qody shar ay qokchey kchey olkain opchedy qfol ty oral	reader agreement conditions confidence only; it does not identify plaintext
G662-T0732	f82v	f82v.38	1	pcheol	BOS	1	1	1	pcheol shedy qokaiin sholdy	pcheol shedy qokaiin sholdy	pcheol shedy qokaiin sholdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0733	f82v	f82v.8	7	qokol	MEDIAL	1	1	0	qokain sheol qoteedy chedy qokey qokedy qokol chedy chedy lchy	qokain sheol qoteedy chedy qokey qokedy qokol chedy chedy lchy	qokain sheol qoteedy chedy qokey qoke y qokol chedy chedy lchy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0734	f83r	f83r.28	6	oldy	EOS	1	1	0	saiin cheeky sheey qokedy shedy oldy	saiin cheeky sheey qokedy shedy oldy	saiin cheeky sheey qokedy edy oldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0735	f83r	f83r.29	5	oldy	EOS	1	1	0	salchedy cheey qody kesd oldy	solchedy cheey qody kesd oldy	solche y cheey qody kes oldy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0736	f83r	f83r.33	4	sheekchy	MEDIAL	1	1	0	sy s aiin sheekchy qokey sain	sy saiin sheekchy qokey sain	sy s aiin sheekchy qokey sain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0737	f83r	f83r.37	4	qokol	MEDIAL	1	1	0	sol lkedy lchedy qokol shedy	sol lkedy lchedy qokol shedy	sol lke y lchedy qokol shedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0738	f83r	f83r.7	6	qol	MEDIAL	0	0	0	solshed lsheedy qeeedy qoky o qol rsheedy qokedy qoteedy qoteedy	solshed lsheedy qeeedy qoky oqol rsheedy qokedy qoteedy qoteedy	solshed lsheedy qeeedy qoky oqol r eedy qokedy qoteedy qoteedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0739	f83v	f83v.13	1	qol	BOS	1	1	0	qol chey qo lched qolky qokal chedy chedy daiin chckhy cheor ol lal	qol chey qo lched qolky qokal chedy chedy daiin chckhey cheor ol lal	qol chey qo lched qolky qokal chedy che y daiin chckhey che r l lal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0740	f83v	f83v.13	3	qo	MEDIAL	1	1	0	qol chey qo lched qolky qokal chedy chedy daiin chckhy cheor ol lal	qol chey qo lched qolky qokal chedy chedy daiin chckhey cheor ol lal	qol chey qo lched qolky qokal chedy che y daiin chckhey che r l lal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0741	f83v	f83v.14	2	qol	MEDIAL	1	1	0	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	salch ed qol shedy qolchedy qolch y qol rchedy cheol qoke r sholdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0742	f83v	f83v.14	6	qol	MEDIAL	1	1	0	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	salch ed qol shedy qolchedy qolch y qol rchedy cheol qoke r sholdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0743	f83v	f83v.23	1	qol	BOS	1	1	1	qol aiiin chckhedy sheol qokaiin shckhy lchey	qol aiiin chckhedy sheol qokaiin shckhy lchey	qol aiiin chckhedy sheol qokaiin shckhy lchey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0744	f83v	f83v.28	1	qol	BOS	1	1	0	qol shol cheedy qol oqo qokain olsheam	qol shol cheedy qol oqo qokain ol sheam	qol shol cheedy qol oqo qokain ol sheam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0745	f83v	f83v.28	4	qol	MEDIAL	1	1	0	qol shol cheedy qol oqo qokain olsheam	qol shol cheedy qol oqo qokain ol sheam	qol shol cheedy qol oqo qokain ol sheam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0746	f83v	f83v.3	4	olkedy	MEDIAL	1	1	0	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey	qotain chcthy dal olkedy edy qot ldy qokaiin dair shedy oteey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0747	f83v	f83v.31	2	qol	MEDIAL	1	1	0	oychey qol qokal chedy qoty	oyshey qol qokal chedy qoty	oychey qol qokal chedy qoty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0748	f83v	f83v.32	1	qol	BOS	1	1	0	qol olain sheol qo qokal sheol	qol olain sheol qo qokal sheol	qol olain sheol qo qok l sheol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0749	f83v	f83v.32	4	qo	MEDIAL	1	1	0	qol olain sheol qo qokal sheol	qol olain sheol qo qokal sheol	qol olain sheol qo qok l sheol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0750	f83v	f83v.33	4	oly	EOS	0	0	0	shey opchey cthey oly	shey opchey cthey olohy	shey opchey cthey olchy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0751	f83v	f83v.4	9	qol	MEDIAL	1	1	0	dain sheedy oteeody doldy qotedy qokeedy qokedar sheoldy qol oly	dain sheedy oteeody doldy qotedy qokeedy qokedar sheoldy qol oly	dain sheedy oteeody doldy qote y qokeedy qokedar sheoldy qol oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0752	f83v	f83v.4	10	oly	EOS	1	1	0	dain sheedy oteeody doldy qotedy qokeedy qokedar sheoldy qol oly	dain sheedy oteeody doldy qotedy qokeedy qokedar sheoldy qol oly	dain sheedy oteeody doldy qote y qokeedy qokedar sheoldy qol oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0753	f83v	f83v.6	5	chl	MEDIAL	1	1	0	chedy qoteedy otalshedy sol chl es okeol shedy qokolchedy qokal	chedy qotchdy otalshedy sol chl ches okeol shedy qokol chedy qokal	che y qoteedy otalshedy sol chl ches okeol shedy qokol chedy qokal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0754	f85r1	f85r1.18	4	qodaiin	MEDIAL	1	1	0	olkeey otchey qokedy qodaiin chy checphey otshey qokshey schdy dam	olkeey otchey qokedy qodaiin chcthihy checphey otshey qokshey schdy dam	olkeey otchey qoke y qodaiin chy checphey otshey qokshey sch y am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0755	f85r1	f85r1.26	5	opchdy	MEDIAL	1	1	0	pchdair or shshdar qopchedy opchdy qofchdy dar s aiin chcphdy dar or daiin	pchdairor shshdar qopchedy opchdy qofchdy dar s ain chcphdy darordaiin	pchdair or shshdar qopchedy opchdy qofch y dar s aiin chcph y dar or daiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0756	f85r1	f85r1.32	11	aral	MEDIAL	0	1	0	ytor chol shdy tody qotchdy otchol chees or eeodaiin or aral olkam	ytor chol shdytody qotchdy otchol chees ar eeodaiin or aral alkam	ytor chol shdytody qotchdy otchol chees ar eeodaiin or ar al olkam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0757	f85r1	f85r1.5	3	qodaiin	MEDIAL	1	1	0	tchedy kchedy qodaiin olkeedy oraiin olshedy okchy kedy tedy tdam	tchedy kchedy qodaiin olkeedy oraiin olshedy okchy kedy tedy tdam	tchedy kchedy qodaiin olkeedy oraiin olshedy kchy kedy te y tdam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0758	f85r1	f85r1.9	7	qo	MEDIAL	0	0	0	tsheed lchey qokeshy dair shedar sheol qo ar chofchdy qotdy ofar	tsheed lchey qokeshy dair csedar sheol qoar chofchdy qotdcty ofar	tsheed lchey qoteshy dair e ar eol qo ar chofchdy qotdy ofar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0759	f85r2	f85r2.15	1	ypshedy	BOS	0	0	0	ypshedy dar chedy or am	ypshedy dar chedy or am	yfshe y dar chedy or am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0760	f85r2	f85r2.16	2	qodaiin	MEDIAL	0	0	0	oteey qodaiin odain an chey	oteey qodain odain an chey	oteey qodaiin odain an chey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0761	f85r2	f85r2.2	5	opchdy	EOS	1	1	1	sain or or aiin opchdy	sain or or aiin opchdy	sain or or aiin opchdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0762	f85r2	f85r2.21	5	qodaiin	EOS	1	1	0	qokeody qoekedy dody shedy qodaiin	qokeody qoekedy dody csedy qodaiin	qokeody qoekedy dody shedy qodaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0763	f85r2	f85r2.22	1	los	BOS	1	1	0	los ar shedy qokshey qosey or aiin og	los ar shedy qokshey qoseey or aiinog	los ar she y qokshey qose eey or aiin og	reader agreement conditions confidence only; it does not identify plaintext
G662-T0764	f86v3	f86v3.13	5	qodaiin	MEDIAL	1	1	0	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	osheey or sheey tcheody qokain qodaiin olkar chedaiin ychedy qokody cholkain	osheey orshee tcheody qokain qodaiin olkar che aiin y ched qoka y cholkain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0765	f86v3	f86v3.18	2	dchedy	MEDIAL	0	0	0	pchedaiin dchedy qokchdy qopchol shol sheody solkam	pchedaiin dchedy qokchdy qopchol shol sheody rolkam	pche aiin dche y qokch y qopchol shol eody solkam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0766	f86v3	f86v3.23	5	opchdy	MEDIAL	1	1	0	tshedal ypchey shdy qopcheeody opchdy olfchey ypchey qotaiin	tshedal ypchey shdy qopcheeody opchdy olfchey ypchey qotaiin	tshedal ypchey sh y qopcheeody opchdy olfchey ypchey qotaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0767	f86v3	f86v3.25	1	qodaiin	BOS	0	1	0	qodaiin y ochedy qotchey qoky daiin chdy oteedy qoty daiin am	qodaiin yochedy qotchey qoky daiin chdy oteedy qoty daiin om	qod aiin y ochedy qotchey qoky daiin ch y otee y qoty daiin am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0768	f86v3	f86v3.36	3	qodaiin	MEDIAL	1	1	1	ykeeedy qoteey qodaiin okeeey	ykeeedy qoteey qodaiin okeeey	ykeeedy qoteey qodaiin okeeey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0769	f86v3	f86v3.9	1	tchol	BOS	1	1	0	tchol olkey cfhy aiin opchedy okchedy or acheody shol shedy yteey daiin dady	tchol olkey cfhyaiin opchedy okchedy or acheody eol shedy yteey daiin dady	tchol olkey cfhyaiin ypche y okche y or acheo y shol she y yteey daiin a y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0770	f86v5	f86v5.11	1	taral	BOS	1	1	1	taral okar octhey sal kaiin ytal chey otal aiiin olkam	taral okar octhey sal kaiin ytal chey otal aiiin olkam	taral okar octhey sal kaiin ytal chey otal aiiin olkam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0771	f86v5	f86v5.13	2	shar	MEDIAL	1	1	1	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0772	f86v5	f86v5.14	7	qokeeey	MEDIAL	1	1	0	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar aithy	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0773	f86v5	f86v5.19	9	olkchdy	EOS	0	0	0	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkeedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0774	f86v5	f86v5.27	10	aral	MEDIAL	1	1	1	pchor ypchor aiin otar shody pchykar ytar odar oeees aral om	pchor ypchor aiin otar shody pchykar ytar odar oeees aral om	pchor ypchor aiin otar shody pchykar ytar odar oeees aral om	reader agreement conditions confidence only; it does not identify plaintext
G662-T0775	f86v5	f86v5.28	8	qokeeey	MEDIAL	1	1	0	odaiin o al kar ar or ytdar qokeeey teo dy tey tar a ytarar	odaiin oal kar ar or ytdar qokeeey teodyteytar an ytarar	odaiin o al kar ar or ytdar qokeeey teodyteytar ytarar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0776	f86v5	f86v5.28	13	a	MEDIAL	0	0	0	odaiin o al kar ar or ytdar qokeeey teo dy tey tar a ytarar	odaiin oal kar ar or ytdar qokeeey teodyteytar an ytarar	odaiin o al kar ar or ytdar qokeeey teodyteytar ytarar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0777	f86v5	f86v5.31	7	qodaiin	MEDIAL	1	1	0	tol kaiin ytchdy chol ytedy ytain qodaiin ytody ykeshy ar	tol kaiin ytchdy chol ytedy ytain qodaiin ytody ykeshy ar	tol kaiin ytchdy chol ytedy ytain qodaiin yto y ykeshy ar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0778	f86v5	f86v5.6	2	shety	MEDIAL	1	1	0	olkeedy shety ytar ytaiin shdam araiiin ytaiin	olkeedy shety ytar ytaiin shdam araiin ytaiin	olkee y shety ytar ytaiin sh am raiiin ytaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0779	f86v6	f86v6.13	1	oly	BOS	0	0	0	oly qopaiin yfchdy cpholkaiin cholfchy qopar aroiiin opchedy opoly	ctholcthy qopaiin ypchdy cpholkaiin cholfchy qopar aroiin opchedy opoly	oly qopaiin yfchdy cpholkaiin cholfchy qopar aroiiin opchedy opoly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0780	f86v6	f86v6.17	9	opchdy	MEDIAL	1	1	0	par or aiin dar aiiin qckhear shoy qotedy opchdy olain ar alkar am	par or aiin dar aiiin qckhear shoifhy qotedy opchdy olain ar alkar am	par or aiin dar aiiin qckhe r shoy qotedy opchdy olain ar al kar am	reader agreement conditions confidence only; it does not identify plaintext
G662-T0781	f86v6	f86v6.2	11	qokol	MEDIAL	1	1	0	ochody chol chey qotchdy kchdy qopchd chpchy qopchy qoky chedy qokol lray	ochody chol chey qotchdy kchdy qopchd chpchy qopchy qoky chedy qokol lram	ochody chol chey qotchdy kchdy qopchd chpchy qopchy qoty chedy qokol lray	reader agreement conditions confidence only; it does not identify plaintext
G662-T0782	f86v6	f86v6.23	2	olkedy	MEDIAL	1	1	0	qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar	qokar olkedy otor chedy qokar opchedy dar okar ar dair ain ol keodar	qokar olkedy ot r chedy qokar opchedy dar kar ar dair ain ol keodar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0783	f86v6	f86v6.24	3	choty	MEDIAL	1	1	0	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly	chey keody choty dal ody qokeedy pchedy ytsh tody dal tche y qokar oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0784	f86v6	f86v6.24	13	oly	EOS	1	1	0	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly	chey keody choty dal ody qokeedy pchedy ytsh tody dal tche y qokar oly	reader agreement conditions confidence only; it does not identify plaintext
