clause_id	physical_page	register	start_event	end_event	events	phase_blocks	phase_sequence	end_reason	scribe_style_translation_de
P915-C290	f83r	BIOLOGICAL	P912-E1580	P912-E1581	2	2	TRANSFER>CONTEXT	LICENSED_DY_CLOSE	Weitergabe — auffangen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C291	f83r	BIOLOGICAL	P912-E1582	P912-E1583	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C292	f83r	BIOLOGICAL	P912-E1584	P912-E1586	3	2	EXECUTE>PREPARE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C293	f83r	BIOLOGICAL	P912-E1587	P912-E1590	4	4	PREPARE>SELECT>TRANSFER>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Auswahl — auswählen. Weitergabe — auffangen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C294	f83r	BIOLOGICAL	P912-E1591	P912-E1591	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C295	f83r	BIOLOGICAL	P912-E1592	P912-E1594	3	2	TRANSFER>PREPARE	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — zugeben. Damit ist dieser Arbeitszug beendet.
P915-C296	f83r	BIOLOGICAL	P912-E1595	P912-E1596	2	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und umsetzen und dort ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C297	f83r	BIOLOGICAL	P912-E1597	P912-E1600	4	2	SELECT>TRANSFER	LICENSED_DY_CLOSE	Auswahl — entnehmen und auswählen. Weitergabe — zweimal umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C298	f83r	BIOLOGICAL	P912-E1601	P912-E1601	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C299	f83r	BIOLOGICAL	P912-E1602	P912-E1606	5	2	TRANSFER>CONTEXT	LICENSED_DY_CLOSE	Weitergabe — zweimal umsetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C300	f83r	BIOLOGICAL	P912-E1607	P912-E1607	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C301	f83r	BIOLOGICAL	P912-E1608	P912-E1609	2	2	EXECUTE>CONTEXT	LICENSED_DY_CLOSE	Arbeitsgang — einstellen und umsetzen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C302	f83r	BIOLOGICAL	P912-E1610	P912-E1611	2	2	PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C303	f83r	BIOLOGICAL	P912-E1612	P912-E1612	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C304	f83r	BIOLOGICAL	P912-E1613	P912-E1622	10	6	CONDITION>TRANSFER>SELECT>CONDITION>EXECUTE>CONDITION	LICENSED_DY_CLOSE	Zustand — halten, bis bereit führen, halten und bis bereit führen. Weitergabe — umsetzen. Auswahl — auswählen und bearbeiten. Zustand — bis bereit führen. Arbeitsgang — einstellen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C305	f83r	BIOLOGICAL	P912-E1623	P912-E1623	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C306	f83r	BIOLOGICAL	P912-E1624	P912-E1626	3	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — zweimal ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C307	f83r	BIOLOGICAL	P912-E1627	P912-E1633	7	4	TRANSFER>PREPARE>EXECUTE>CONDITION	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — zweimal ansetzen. Arbeitsgang — einstellen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C308	f83r	BIOLOGICAL	P912-E1634	P912-E1634	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C309	f83r	BIOLOGICAL	P912-E1635	P912-E1637	3	2	TRANSFER>PREPARE	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C310	f83r	BIOLOGICAL	P912-E1638	P912-E1638	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C311	f83r	BIOLOGICAL	P912-E1639	P912-E1639	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — halten. Damit ist dieser Arbeitszug beendet.
P915-C312	f83r	BIOLOGICAL	P912-E1640	P912-E1643	4	3	SELECT>CONDITION>PREPARE	LICENSED_DY_CLOSE	Auswahl — auswählen. Zustand — behandeln und halten. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C313	f83r	BIOLOGICAL	P912-E1644	P912-E1644	1	1	CONDITION	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C314	f83r	BIOLOGICAL	P912-E1645	P912-E1645	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C315	f83r	BIOLOGICAL	P912-E1646	P912-E1648	3	3	SELECT>CONDITION>EXECUTE	LICENSED_DY_CLOSE	Auswahl — auswählen und umsetzen. Zustand — halten. Arbeitsgang — bearbeiten. Damit ist dieser Arbeitszug beendet.
P915-C316	f83r	BIOLOGICAL	P912-E1649	P912-E1650	2	2	PREPARE>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — zugeben. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C317	f83r	BIOLOGICAL	P912-E1651	P912-E1652	2	2	SELECT>PREPARE	LICENSED_DY_CLOSE	Auswahl — auswählen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C318	f83r	BIOLOGICAL	P912-E1653	P912-E1653	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C319	f83r	BIOLOGICAL	P912-E1654	P912-E1657	4	4	PREPARE>SELECT>EXECUTE>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Auswahl — auswählen. Arbeitsgang — einstellen und umsetzen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C320	f83r	BIOLOGICAL	P912-E1658	P912-E1658	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C321	f83r	BIOLOGICAL	P912-E1659	P912-E1659	1	1	CONTEXT	LICENSED_DY_CLOSE	Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C322	f83r	BIOLOGICAL	P912-E1660	P912-E1662	3	2	PREPARE>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und umsetzen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C323	f83r	BIOLOGICAL	P912-E1663	P912-E1671	9	7	PREPARE>SELECT>CONDITION>PREPARE>SELECT>CONDITION>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Auswahl — auswählen. Zustand — halten und anschließend zugeben und entnehmen. Vorbereitung — ansetzen. Auswahl — auswählen. Zustand — halten und anschließend zugeben. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C324	f83r	BIOLOGICAL	P912-E1672	P912-E1683	12	9	CONDITION>PREPARE>SELECT>CONDITION>PREPARE>TRANSFER>SELECT>CONDITION>TRANSFER	LICENSED_DY_CLOSE	Zustand — absetzen lassen. Vorbereitung — ansetzen. Auswahl — auswählen. Zustand — behandeln. Vorbereitung — zweimal ansetzen. Weitergabe — umsetzen. Auswahl — auswählen. Zustand — halten. Weitergabe — spülen. Damit ist dieser Arbeitszug beendet.
P915-C325	f83r	BIOLOGICAL	P912-E1684	P912-E1686	3	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und zugeben. Damit ist dieser Arbeitszug beendet.
P915-C326	f83r	BIOLOGICAL	P912-E1687	P912-E1687	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C327	f83r	BIOLOGICAL	P912-E1688	P912-E1689	2	2	PREPARE>CONDITION	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C328	f83r	BIOLOGICAL	P912-E1690	P912-E1693	4	2	EXECUTE>CONTEXT	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C329	f83r	BIOLOGICAL	P912-E1694	P912-E1699	6	5	PREPARE>CONDITION>PREPARE>SELECT>TRANSFER	LICENSED_DY_CLOSE	Vorbereitung — ansetzen. Zustand — halten. Vorbereitung — zugeben. Auswahl — entnehmen, auswählen und umsetzen. Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C330	f83r	BIOLOGICAL	P912-E1700	P912-E1702	3	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen, auffangen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C331	f83r	BIOLOGICAL	P912-E1703	P912-E1717	15	8	TRANSFER>SELECT>TRANSFER>CONDITION>TRANSFER>SELECT>PREPARE>CONDITION	LICENSED_DY_CLOSE	Weitergabe — auffangen. Auswahl — entnehmen und bis bereit führen. Weitergabe — zweimal umsetzen. Zustand — halten. Weitergabe — umsetzen. Auswahl — auswählen. Vorbereitung — zugeben. Zustand — absetzen lassen. Damit ist dieser Arbeitszug beendet.
P915-C332	f83r	BIOLOGICAL	P912-E1720	P912-E1720	1	1	TRANSFER	LICENSED_DY_CLOSE	Weitergabe — umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C333	f83r	BIOLOGICAL	P912-E1721	P912-E1721	1	1	PREPARE	LICENSED_DY_CLOSE	Vorbereitung — ansetzen und umsetzen. Damit ist dieser Arbeitszug beendet.
P915-C334	f83r	BIOLOGICAL	P912-E1722	P912-E1730	9	2	CONDITION>TRANSFER	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Zustand — absetzen lassen. Weitergabe — zweimal umsetzen.
P915-C335	f83r	BIOLOGICAL	P912-E1733	P912-E1748	16	5	TRANSFER>PREPARE>CONDITION>SELECT>CONDITION	PAGE_END_OPEN	Weitergabe — auffangen. Vorbereitung — zugeben. Zustand — markieren. Auswahl — auswählen und behandeln. Zustand — markieren, einstellen und bis bereit führen. Der Arbeitszug wird im nächsten Eintrag fortgesetzt.
P915-C336	f67r2	ZODIAC	P912-E1777	P912-E1783	7	4	EXECUTE>SELECT>EXECUTE>CONTEXT	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten, einsetzen und bearbeiten. Auswahl — zweimal auswählen und bearbeiten. Arbeitsgang — bearbeiten. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C337	f67r2	ZODIAC	P912-E1785	P912-E1803	19	7	EXECUTE>PREPARE>EXECUTE>SELECT>EXECUTE>SELECT>CONTEXT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Arbeitsgang — bearbeiten. Vorbereitung — ansetzen und bearbeiten und den nächsten Posten auswählen. Arbeitsgang — bearbeiten und zugeben. Auswahl — auswählen und markieren. Arbeitsgang — bearbeiten und einsetzen. Auswahl — entnehmen und bearbeiten, auswählen, entnehmen und bearbeiten, trennen und zweimal auswählen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten.
P915-C338	f67r2	ZODIAC	P912-E1805	P912-E1817	13	6	EXECUTE>SELECT>EXECUTE>PREPARE>CONDITION>CONTEXT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Arbeitsgang — bearbeiten und einsetzen und entnehmen. Auswahl — dreimal auswählen, bearbeiten und markieren. Arbeitsgang — bearbeiten, einstellen, bearbeiten, einstellen und bearbeiten. Vorbereitung — zugeben, ansetzen und bearbeiten. Zustand — markieren. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten.
P915-C339	f67r2	ZODIAC	P912-E1820	P912-E1820	1	1	EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — einstellen und bearbeiten. Damit ist dieser Arbeitszug beendet.
P915-C340	f67r2	ZODIAC	P912-E1821	P912-E1823	3	3	SELECT>EXECUTE>CONTEXT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Auswahl — auswählen. Arbeitsgang — bearbeiten. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten.
P915-C341	f67r2	ZODIAC	P912-E1825	P912-E1831	7	3	EXECUTE>PREPARE>EXECUTE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Arbeitsgang — bearbeiten und den nächsten Posten auswählen und bearbeiten und den nächsten Posten auswählen. Vorbereitung — ansetzen. Arbeitsgang — zweimal bearbeiten.
P915-C342	f67r2	ZODIAC	P912-E1834	P912-E1839	6	3	PREPARE>EXECUTE>CONTEXT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Vorbereitung — ansetzen. Arbeitsgang — einstellen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten.
P915-C343	f67r2	ZODIAC	P912-E1841	P912-E1858	18	10	EXECUTE>SELECT>TRANSFER>EXECUTE>CONDITION>EXECUTE>SELECT>EXECUTE>SELECT>EXECUTE	LICENSED_DY_CLOSE	Arbeitsgang — bearbeiten und den nächsten Posten auswählen und bis zur Bereitschaft bearbeiten. Auswahl — auswählen. Weitergabe — umsetzen. Arbeitsgang — einstellen, dreimal bearbeiten, einstellen, zweimal bearbeiten und einsetzen und entnehmen. Zustand — behandeln und bearbeiten. Arbeitsgang — auswählen, bearbeiten und halten und bearbeiten. Auswahl — entnehmen und bearbeiten und auswählen. Arbeitsgang — bearbeiten. Auswahl — auswählen. Arbeitsgang — bearbeiten. Damit ist dieser Arbeitszug beendet.
P915-C344	f67r2	ZODIAC	P912-E1859	P912-E1865	7	5	CONDITION>SELECT>EXECUTE>PREPARE>CONTEXT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Zustand — halten und bearbeiten. Auswahl — auswählen. Arbeitsgang — bearbeiten. Vorbereitung — zugeben und auswählen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten.
P915-C345	f67r2	ZODIAC	P912-E1867	P912-E1875	9	3	EXECUTE>SELECT>CONTEXT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Arbeitsgang — einstellen und bearbeiten. Auswahl — entnehmen und bearbeiten, markieren, entnehmen und bearbeiten und auswählen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten.
P915-C346	f67r2	ZODIAC	P912-E1903	P912-E1938	36	18	PREPARE>EXECUTE>PREPARE>EXECUTE>PREPARE>SELECT>CONDITION>PREPARE>EXECUTE>PREPARE>CONDITION>PREPARE>SELECT>EXECUTE>SELECT>PREPARE>EXECUTE>CONTEXT	PAGE_END_OPEN	Vorbereitung — zugeben und bearbeiten. Arbeitsgang — bearbeiten. Vorbereitung — einsetzen, zugeben und bearbeiten. Arbeitsgang — einstellen, entnehmen und bearbeiten und auswählen. Vorbereitung — ansetzen. Auswahl — auswählen und halten. Zustand — halten und auswählen. Vorbereitung — zweimal zugeben, entnehmen, zugeben und einen Anteil entnehmen, ansetzen, bearbeiten und entnehmen. Arbeitsgang — bearbeiten. Vorbereitung — ansetzen. Zustand — halten. Vorbereitung — ansetzen und bearbeiten. Auswahl — auswählen. Arbeitsgang — zweimal bearbeiten, auswählen und bearbeiten. Auswahl — entnehmen und bearbeiten und auswählen. Vorbereitung — ansetzen, bearbeiten, ansetzen und bearbeiten. Arbeitsgang — bearbeiten. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Der Arbeitszug wird im nächsten Eintrag fortgesetzt.
P915-C347	f68r1	ZODIAC	P912-E1939	P912-E1950	12	10	CONDITION>SELECT>TRANSFER>CONDITION>EXECUTE>SELECT>PREPARE>EXECUTE>SELECT>PREPARE	LICENSED_DY_CLOSE	Zustand — halten und ansetzen und entnehmen. Auswahl — entnehmen, einstellen und entnehmen. Weitergabe — umleiten. Zustand — markieren. Arbeitsgang — bearbeiten und einsetzen und entnehmen. Auswahl — entnehmen, bearbeiten und bis bereit führen. Vorbereitung — ansetzen und entnehmen und bearbeiten. Arbeitsgang — einstellen, bearbeiten, entnehmen, auswählen und bearbeiten. Auswahl — entnehmen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C348	f68r1	ZODIAC	P912-E1951	P912-E1953	3	3	CONDITION>SELECT>EXECUTE	LICENSED_DY_CLOSE	Zustand — halten. Auswahl — entnehmen und einstellen. Arbeitsgang — einstellen und bearbeiten. Damit ist dieser Arbeitszug beendet.
P915-C349	f68r1	ZODIAC	P912-E1954	P912-E1969	16	11	SELECT>PREPARE>SELECT>PREPARE>CONDITION>EXECUTE>PREPARE>CONDITION>SELECT>PREPARE>CONDITION	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Auswahl — entnehmen und einsetzen. Vorbereitung — zugeben und einen Anteil entnehmen. Auswahl — entnehmen und bearbeiten. Vorbereitung — zugeben. Zustand — halten. Arbeitsgang — bearbeiten und entnehmen. Vorbereitung — zweimal ansetzen. Zustand — zweimal markieren. Auswahl — entnehmen. Vorbereitung — ansetzen und zugeben. Zustand — markieren, behandeln, entnehmen und zugeben.
P915-C350	f88r	PHARMA	P912-E2368	P912-E2414	47	24	CONDITION>EXECUTE>CONDITION>SELECT>CONDITION>PREPARE>SELECT>CONDITION>PREPARE>SELECT>PREPARE>SELECT>EXECUTE>PREPARE>SELECT>PREPARE>EXECUTE>PREPARE>SELECT>PREPARE>EXECUTE>SELECT>PREPARE>SELECT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Zustand — halten und bearbeiten und bis bereit führen. Arbeitsgang — bearbeiten. Zustand — zweimal halten und entnehmen. Auswahl — entnehmen und bis bereit führen. Zustand — markieren und halten und bearbeiten. Vorbereitung — zugeben. Auswahl — entnehmen. Zustand — halten und anschließend zugeben. Vorbereitung — ansetzen. Auswahl — zweimal auswählen. Vorbereitung — ansetzen. Auswahl — auswählen. Arbeitsgang — zweimal bearbeiten. Vorbereitung — ansetzen und bearbeiten. Auswahl — entnehmen. Vorbereitung — ansetzen und bearbeiten. Arbeitsgang — bearbeiten. Vorbereitung — ansetzen. Auswahl — zweimal auswählen. Vorbereitung — ansetzen und bearbeiten. Arbeitsgang — bearbeiten. Auswahl — entnehmen. Vorbereitung — zugeben. Auswahl — auswählen.
P915-C351	f88r	PHARMA	P912-E2421	P912-E2426	6	6	PREPARE>TRANSFER>SELECT>PREPARE>SELECT>CONTEXT	LICENSED_DY_CLOSE	Vorbereitung — zugeben und bearbeiten. Weitergabe — umleiten. Auswahl — entnehmen. Vorbereitung — einsetzen. Auswahl — entnehmen. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Damit ist dieser Arbeitszug beendet.
P915-C352	f88r	PHARMA	P912-E2427	P912-E2459	33	13	SELECT>PREPARE>EXECUTE>PREPARE>CONDITION>PREPARE>SELECT>EXECUTE>PREPARE>CONDITION>PREPARE>CONDITION>SELECT	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Auswahl — zweimal auswählen und entnehmen. Vorbereitung — ansetzen. Arbeitsgang — bearbeiten, zugeben, bearbeiten, zugeben und bearbeiten. Vorbereitung — ansetzen. Zustand — halten. Vorbereitung — ansetzen. Auswahl — zweimal auswählen, zweimal entnehmen, bearbeiten und den nächsten Posten auswählen, auswählen und entnehmen. Arbeitsgang — bearbeiten, spülen und bearbeiten. Vorbereitung — ansetzen. Zustand — halten und bearbeiten und zweimal halten. Vorbereitung — ansetzen. Zustand — markieren. Auswahl — entnehmen und auswählen.
P915-C353	f88r	PHARMA	P912-E2464	P912-E2470	7	7	PREPARE>CONDITION>TRANSFER>CONDITION>PREPARE>SELECT>PREPARE	LICENSED_DY_CLOSE	Vorbereitung — einsetzen und bearbeiten. Zustand — halten und ansetzen. Weitergabe — auffangen. Zustand — bis bereit führen. Vorbereitung — einsetzen. Auswahl — auswählen. Vorbereitung — ansetzen. Damit ist dieser Arbeitszug beendet.
P915-C354	f88r	PHARMA	P912-E2471	P912-E2511	41	17	PREPARE>CONDITION>PREPARE>SELECT>CONDITION>SELECT>PREPARE>SELECT>PREPARE>CONDITION>EXECUTE>PREPARE>SELECT>EXECUTE>SELECT>EXECUTE>CONTEXT	PAGE_END_OPEN	Vorbereitung — in drei Stufen ansetzen. Zustand — halten. Vorbereitung — zugeben. Auswahl — auswählen. Zustand — halten. Auswahl — auswählen. Vorbereitung — zugeben und ansetzen. Auswahl — entnehmen und bearbeiten. Vorbereitung — ansetzen und zugeben, entnehmen und zugeben. Zustand — markieren. Arbeitsgang — einstellen. Vorbereitung — ansetzen. Auswahl — entnehmen, einstellen und entnehmen. Arbeitsgang — bearbeiten. Auswahl — entnehmen. Arbeitsgang — bearbeiten und zugeben. Örtlicher Bezug — mit dem angegebenen Posten weiterarbeiten. Der Arbeitszug wird im nächsten Eintrag fortgesetzt.
