template_replay_ordinal	event_id	statement_id	physical_page	register	surface	recipe	state_marker_sequence	state_frame_role	sentence_prefix_de	sentence_suffix_de	base_mode	effective_action_roots	action_topology	generated_action_chain_de	effective_argument_roots	argument_topology	generated_argument_phrase_de	modifier_atoms	modifier_type_sequence	generated_modifier_phrase_de	outer_template_signature	structural_template_signature	generated_microphrase_de	source_microphrase_de	exact_replay	replay_status	written_atom_alignment	guard	outer_template_id	structural_template_id
1148	G407-E3426	G407-S552	f82r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1149	G407-E3428	G407-S553	f82r	BIOLOGICAL	lshedy	L+SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	L+E	RELATION+GRADE	über die Verbindung; auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION+GRADE	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T026
1150	G407-E3429	G407-S554	f82r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad II; abschließen.	Setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1151	G407-E3432	G407-S555	f82r	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1152	G407-E3434	G407-S555	f82r	BIOLOGICAL	lchedy	L+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	L	RELATION	über die Verbindung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Posten; über die Verbindung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
1153	G407-E3435	G407-S556	f82r	BIOLOGICAL	qoty	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: bearbeite den Posten.	Danach: bearbeite den Posten.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
1154	G407-E3450	G407-S556	f82r	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	S	A	wähle den Anteil	AIN	SINGLE	den Anteil	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1155	G407-E3457	G407-S557	f83r	BIOLOGICAL	opedy	O+P+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	P	A	setze den Posten ein	Y	SINGLE	den Posten	O+E	FORMAL_CONTROL+GRADE	zur Ausführung; auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+GRADE	Setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	Setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:O=zur Ausführung | 2:P=einsetzen | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T009
1156	G407-E3458	G407-S558	f83r	BIOLOGICAL	chepol	CH+E+P+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH|P	A+A	nimm den Posten und setze den Posten ein	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || GRADE	Weiter: nimm den Posten und setze den Posten ein; auf Grad I.	Weiter: nimm den Posten und setze den Posten ein; auf Grad I.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:E=auf Grad I | 3:P=einsetzen | 4:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T085
1157	G407-E3460	G407-S558	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1158	G407-E3462	G407-S559	f83r	BIOLOGICAL	sol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1159	G407-E3465	G407-S559	f83r	BIOLOGICAL	shol	SH+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	SH	A	halte den Wert	AIIN	SINGLE	den Wert	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1160	G407-E3468	G407-S559	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	Danach: halte den Posten; auf Grad II; abschließen.	Danach: halte den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T157
1161	G407-E3473	G407-S560	f83r	BIOLOGICAL	olkeedy	OL+K+EE+DY	OL+DY	CONTINUE_THEN_CLOSE	Weiter	abschließen	ACTION_CHAIN	K	A	gib die Einheit	OR	SINGLE	die Einheit	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OL+DY || ACTION_CHAIN || A || SINGLE || GRADE	Weiter: gib die Einheit; auf Grad II; abschließen.	Weiter: gib die Einheit; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T107
1162	G407-E3474	G407-S561	f83r	BIOLOGICAL	qotal	OT+AL	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	K	A	gib die Einheit	OR	SINGLE	die Einheit	AL	RELATION	zum Zielort	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || RELATION	Danach: gib die Einheit; zum Zielort.	Danach: gib die Einheit; zum Zielort.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:AL=zum Zielort	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T140
1163	G407-E3475	G407-S561	f83r	BIOLOGICAL	chkeedy	CH+K+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CH|K	A+A	nimm die Einheit und gib die Einheit	OR	SINGLE	die Einheit	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || GRADE	Nimm die Einheit und gib die Einheit; auf Grad II; abschließen.	Nimm die Einheit und gib die Einheit; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T034
1164	G407-E3479	G407-S562	f83r	BIOLOGICAL	lchedy	L+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	L	RELATION	über die Verbindung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Posten; über die Verbindung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
1165	G407-E3481	G407-S563	f83r	BIOLOGICAL	qotal	OT+AL	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	OK	A	setze den Wert	AIIN	SINGLE	den Wert	AL	RELATION	zum Zielort	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || RELATION	Danach: setze den Wert; zum Zielort.	Danach: setze den Wert; zum Zielort.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:AL=zum Zielort	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T140
1166	G407-E3483	G407-S563	f83r	BIOLOGICAL	qokshedy	OK+SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK|SH	A+A	setze den Wert und halte den Wert	AIIN	SINGLE	den Wert	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || GRADE	Setze den Wert und halte den Wert; auf Grad I; abschließen.	Setze den Wert und halte den Wert; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T034
1167	G407-E3485	G407-S564	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1168	G407-E3489	G407-S565	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Wert	AIIN	SINGLE	den Wert	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Wert; auf Grad I; abschließen.	Halte den Wert; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1169	G407-E3493	G407-S566	f83r	BIOLOGICAL	qotaiin	OT+AIIN	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CHD	A	bearbeite den Wert	AIIN	SINGLE	den Wert	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: bearbeite den Wert.	Danach: bearbeite den Wert.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:AIIN=den Wert	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
1170	G407-E3495	G407-S566	f83r	BIOLOGICAL	qoty	OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: gib den Posten.	Danach: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
1171	G407-E3497	G407-S566	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1172	G407-E3500	G407-S567	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	Danach: bearbeite den Posten; auf Grad II; abschließen.	Danach: bearbeite den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T157
1173	G407-E3502	G407-S568	f83r	BIOLOGICAL	schedy	CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	NO_PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || NONE	Bearbeite den Posten; abschließen.	Bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:CHD=bearbeiten | 2:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O02	GDT565-T023
1174	G407-E3505	G407-S569	f83r	BIOLOGICAL	olchedy	OL+CHD+DY	OL+DY	CONTINUE_THEN_CLOSE	Weiter	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OL+DY || ACTION_CHAIN || A || SINGLE || NONE	Weiter: bearbeite den Posten; abschließen.	Weiter: bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T110
1175	G407-E3508	G407-S570	f83r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad II; abschließen.	Setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1176	G407-E3509	G407-S571	f83r	BIOLOGICAL	lchedy	L+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	L	RELATION	über die Verbindung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Posten; über die Verbindung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
1177	G407-E3511	G407-S572	f83r	BIOLOGICAL	solshed	S+OL+SH+E	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	S|SH	A+A	wähle den Posten und halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || GRADE	Weiter: wähle den Posten und halte den Posten; auf Grad I.	Weiter: wähle den Posten und halte den Posten; auf Grad I.	YES	EXACT_SOURCE_REPLAY	1:S=wählen | 2:OL=weiter | 3:SH=halten | 4:E=auf Grad I	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T085
1178	G407-E3516	G407-S572	f83r	BIOLOGICAL	qol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1179	G407-E3518	G407-S572	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1180	G407-E3519	G407-S573	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	Danach: setze den Posten; auf Grad II; abschließen.	Danach: setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T157
1181	G407-E3520	G407-S574	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	Danach: setze den Posten; auf Grad II; abschließen.	Danach: setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T157
1182	G407-E3522	G407-S575	f83r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	Danach: bearbeite den Posten; auf Grad I; abschließen.	Danach: bearbeite den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T157
1183	G407-E3528	G407-S576	f83r	BIOLOGICAL	checphedy	CH+E+CH+P+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CH|CH|P	A+A+A	nimm die Einheit und nimm die Einheit und setze die Einheit ein	OR	SINGLE	die Einheit	E+E	GRADE+GRADE	auf Grad I; auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A+A || SINGLE || GRADE+GRADE	Nimm die Einheit und nimm die Einheit und setze die Einheit ein; auf Grad I; auf Grad I; abschließen.	Nimm die Einheit und nimm die Einheit und setze die Einheit ein; auf Grad I; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:E=auf Grad I | 3:CH=nehmen | 4:P=einsetzen | 5:E=auf Grad I | 6:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T043
1184	G407-E3529	G407-S577	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze die Einheit	OR	SINGLE	die Einheit	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze die Einheit; auf Grad I; abschließen.	Setze die Einheit; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1185	G407-E3531	G407-S578	f83r	BIOLOGICAL	qokchdy	OK+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK|CHD	A+A	setze den Posten und bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	NO_PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || NONE	Setze den Posten und bearbeite den Posten; abschließen.	Setze den Posten und bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O02	GDT565-T037
1186	G407-E3536	G407-S579	f83r	BIOLOGICAL	olkeey	OL+K+EE+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || GRADE	Weiter: gib den Posten; auf Grad II.	Weiter: gib den Posten; auf Grad II.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T064
1187	G407-E3539	G407-S579	f83r	BIOLOGICAL	ols	OL+S	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	S	A	wähle den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: wähle den Posten.	Weiter: wähle den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:S=wählen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
