recipe_context_cell_ordinal	recipe_context_cell_id	gdt564_source_cell_id	recipe	portable_route	event_count	effective_action_signatures	effective_argument_signatures	state_marker_sequence	base_mode	action_topology	argument_topology	modifier_atoms	modifier_type_sequence	outer_template_id	structural_template_id	generated_owner_free_microphrase_de	source_microphrases_de	event_ids	physical_page_count	physical_pages	register_count	registers	exact_replay_event_count	normalized_event_count	all_events_accounted	guard
580	GDT565-C0580	GDT564-C0368	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	2	P	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: setze den Posten ein.	Danach: setze den Posten ein.	G515-E0033 || G515-E0391	2	f4r || f66r	2	HERBAL || SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
581	GDT565-C0581	GDT564-C0367	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	8	OK	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: setze den Posten.	Danach: setze den Posten.	G407-E1104 || G407-E1735 || G407-E2207 || G407-E2767 || G407-E3420 || G407-E3421 || G407-E4473 || G407-E4492	6	f71v || f75r || f76r || f81r || f82r || f95v	3	BIOLOGICAL || CELESTIAL || HERBAL	8	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
582	GDT565-C0582	GDT564-C0371	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	6	T	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: stelle den Posten ein.	Danach: stelle den Posten ein.	G407-E0238 || G407-E0305 || G407-E0883 || G407-E1297 || G407-E1656 || G515-E0090	5	f10r || f20v || f56r || f72r || f75r	3	BIOLOGICAL || CELESTIAL || HERBAL	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
583	GDT565-C0583	GDT564-C0369	OT+Y	WRITTEN_ARGUMENT__SELECT_ACTION	6	S	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: wähle den Posten.	Danach: wähle den Posten.	G407-E0362 || G407-E0801 || G407-E0899 || G407-E1819 || G407-E1935 || G407-E2221	4	f11r || f56r || f75r || f76r	2	BIOLOGICAL || HERBAL	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
584	GDT565-C0584	FIXED_RECIPE	OT+Y+T+CH+OL	FIXED_RECIPE	1	T|CH	Y	OT+OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T168	Danach: stelle den Posten ein und nimm den Posten; weiterführen.	Danach: stelle den Posten ein und nimm den Posten; weiterführen.	G407-E0229	1	f10r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
585	GDT565-C0585	FIXED_RECIPE	P+CH+O+D_ADDR+OL	FIXED_RECIPE	1	P|CH	Y	OL	ACTION_CHAIN	A+A	SINGLE	O+D_ADDR	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T083	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; hier.	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; hier.	G407-E0219	1	f10r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
586	GDT565-C0586	GDT564-C0372	P+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	P|CHD	AIN	DY	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O02	GDT565-T037	Setze den Anteil ein und bearbeite den Anteil; abschließen.	Setze den Anteil ein und bearbeite den Anteil; abschließen.	G407-E2765	1	f81r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
587	GDT565-C0587	GDT564-C0373	P+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	10	P|CHD	Y	DY	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O02	GDT565-T037	Setze den Posten ein und bearbeite den Posten; abschließen.	Setze den Posten ein und bearbeite den Posten; abschließen.	G407-E1477 || G407-E1534 || G407-E1666 || G407-E2147 || G407-E2327 || G407-E2613 || G407-E2876 || G407-E2931 || G407-E3395 || G515-E0575	7	f66r || f75r || f76r || f77r || f81r || f81v || f82r	2	BIOLOGICAL || SOURCE_SECTION_T	10	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
588	GDT565-C0588	FIXED_RECIPE	P+D_ADDR+R+AIR+DY	FIXED_RECIPE	1	P|R	NONE	DY	ACTION_CHAIN	A+A	NONE	D_ADDR+AIR	LOCAL_OR_CLASS_SIGN+RELATION	GDT565-O01	GDT565-T031	Setze ein und markiere; hier; entlang der Bahn; abschließen.	Setze ein und markiere; hier; entlang der Bahn; abschließen.	G407-E0521	1	f18r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
589	GDT565-C0589	FIXED_RECIPE	P+O+R+A_ADDR+CH+OL	FIXED_RECIPE	1	P|R|CH	NONE	OL	ACTION_CHAIN	A+A+A	NONE	O+A_ADDR	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T097	Weiter: setze ein und markiere und nimm; zur Ausführung; hier.	Weiter: setze ein und markiere und nimm; zur Ausführung; hier.	G407-E4231	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
590	GDT565-C0590	FIXED_RECIPE	P+OL	FIXED_RECIPE	1	P	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	G407-E2627	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
591	GDT565-C0591	FIXED_RECIPE	P+OL+AL+CHD+DY	FIXED_RECIPE	1	P|CHD	NONE	OL+DY	ACTION_CHAIN	A+A	NONE	AL	RELATION	GDT565-O04	GDT565-T114	Weiter: setze ein und bearbeite; zum Zielort; abschließen.	Weiter: setze ein und bearbeite; zum Zielort; abschließen.	G407-E2201	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
592	GDT565-C0592	FIXED_RECIPE	P+OL+CH+O+Y	FIXED_RECIPE	1	P|CH	Y	OL	ACTION_CHAIN	A+A	SINGLE	O	FORMAL_CONTROL	GDT565-O03	GDT565-T079	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung.	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung.	G407-E2714	1	f81r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
593	GDT565-C0593	FIXED_RECIPE	P+OL+CHD	FIXED_RECIPE	1	P|CHD	Y	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: setze den Posten ein und bearbeite den Posten.	Weiter: setze den Posten ein und bearbeite den Posten.	G407-E3312	1	f82r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
594	GDT565-C0594	FIXED_RECIPE	P+OL+CHD+DY	FIXED_RECIPE	1	P|CHD	NONE	OL+DY	ACTION_CHAIN	A+A	NONE	NONE	NONE	GDT565-O06	GDT565-T113	Weiter: setze ein und bearbeite; abschließen.	Weiter: setze ein und bearbeite; abschließen.	G407-E2808	1	f81r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
595	GDT565-C0595	FIXED_RECIPE	P+OL+D_ADDR+AR+A_ADDR+IIN+S	FIXED_RECIPE	1	P|S	NONE	OL	ACTION_CHAIN	A+A	NONE	D_ADDR+AR+A_ADDR+IIN	LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL	GDT565-O03	GDT565-T077	Weiter: setze ein und wähle; hier; vom Ausgang; hier; auf der Stufe.	Weiter: setze ein und wähle; hier; vom Ausgang; hier; auf der Stufe.	G407-E2393	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
596	GDT565-C0596	FIXED_RECIPE	P+OL+D_ADDR+Y	FIXED_RECIPE	1	P	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: setze den Posten ein; hier.	Weiter: setze den Posten ein; hier.	G407-E3886	1	f88r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
597	GDT565-C0597	FIXED_RECIPE	P+OL+EE+D_ADDR+AR+AN	FIXED_RECIPE	1	P	NONE	OL	ACTION_CHAIN	A	NONE	EE+D_ADDR+AR+AN	GRADE+LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T053	Weiter: setze ein; auf Grad II; hier; vom Ausgang; als Klasse.	Weiter: setze ein; auf Grad II; hier; vom Ausgang; als Klasse.	G407-E2259	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
598	GDT565-C0598	FIXED_RECIPE	P+OL+SH+Y	FIXED_RECIPE	2	P|SH	Y	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: setze den Posten ein und halte den Posten.	Weiter: setze den Posten ein und halte den Posten.	G407-E1711 || G407-E3012	2	f75r || f81v	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
599	GDT565-C0599	FIXED_RECIPE	P+OT+CH+OK+OR	FIXED_RECIPE	1	P|CH|OK	OR	OT	ACTION_CHAIN	A+A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T147	Danach: setze die Einheit ein und nimm die Einheit und setze die Einheit.	Danach: setze die Einheit ein und nimm die Einheit und setze die Einheit.	G407-E1833	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
600	GDT565-C0600	FIXED_RECIPE	P+SH+E+DY	FIXED_RECIPE	1	P|SH	NONE	DY	ACTION_CHAIN	A+A	NONE	E	GRADE	GDT565-O01	GDT565-T030	Setze ein und halte; auf Grad I; abschließen.	Setze ein und halte; auf Grad I; abschließen.	G407-E2202	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
601	GDT565-C0601	GDT564-C0374	P+SH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	P|SH	AIN	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: setze den Anteil ein und halte den Anteil.	Weiter: setze den Anteil ein und halte den Anteil.	G407-E0132	1	f1r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
602	GDT565-C0602	GDT564-C0375	P+SH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	P|SH	NONE	OL	ACTION_CHAIN	A+A	NONE	NONE	NONE	GDT565-O05	GDT565-T078	Weiter: setze ein und halte.	Weiter: setze ein und halte.	G407-E4143	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
603	GDT565-C0603	GDT564-C0376	R+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	R	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: markiere den Anteil.	Weiter: markiere den Anteil.	G407-E2945	1	f81v	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
604	GDT565-C0604	GDT564-C0377	R+OL	WRITTEN_ACTION__SELECT_ARGUMENT	3	R	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: markiere den Posten.	Weiter: markiere den Posten.	G407-E1664 || G407-E1887 || G407-E3137	3	f75r || f76r || f81v	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
605	GDT565-C0605	FIXED_RECIPE	R+OL+OT+Y	FIXED_RECIPE	1	R	Y	OL+OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O06	GDT565-T121	Weiter: markiere den Posten; danach nächsten Gang eröffnen.	Weiter: markiere den Posten; danach nächsten Gang eröffnen.	G407-E0034	1	f1r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
606	GDT565-C0606	FIXED_RECIPE	R+OT+AIIN	FIXED_RECIPE	1	R	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: markiere den Wert.	Danach: markiere den Wert.	G515-E0354	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
607	GDT565-C0607	GDT564-C0378	R+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	R|SH	AIN	DY	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O01	GDT565-T034	Markiere den Anteil und halte den Anteil; auf Grad I; abschließen.	Markiere den Anteil und halte den Anteil; auf Grad I; abschließen.	G407-E1781	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
608	GDT565-C0608	GDT564-C0379	R+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	R|SH	Y	DY	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O01	GDT565-T034	Markiere den Posten und halte den Posten; auf Grad I; abschließen.	Markiere den Posten und halte den Posten; auf Grad I; abschließen.	G407-E3399	1	f82r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
609	GDT565-C0609	FIXED_RECIPE	S+AL+DY	FIXED_RECIPE	1	S	Y	DY	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O01	GDT565-T024	Wähle den Posten; zum Zielort; abschließen.	Wähle den Posten; zum Zielort; abschließen.	G407-E4056	1	f88v	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
610	GDT565-C0610	FIXED_RECIPE	S+AR+OL	FIXED_RECIPE	1	S	Y	OL	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T073	Weiter: wähle den Posten; vom Ausgang.	Weiter: wähle den Posten; vom Ausgang.	G407-E1818	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
611	GDT565-C0611	FIXED_RECIPE	S+A_ADDR+IIN+S+OL	FIXED_RECIPE	1	S|S	Y	OL	ACTION_CHAIN	A+A	SINGLE	A_ADDR+IIN	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL	GDT565-O03	GDT565-T091	Weiter: wähle den Posten und wähle den Posten; hier; auf der Stufe.	Weiter: wähle den Posten und wähle den Posten; hier; auf der Stufe.	G407-E2706	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
612	GDT565-C0612	FIXED_RECIPE	S+K+CHD+DY	FIXED_RECIPE	1	S|K|CHD	Y	DY	ACTION_CHAIN	A+A+A	SINGLE	NONE	NONE	GDT565-O02	GDT565-T044	Wähle den Posten und gib den Posten und bearbeite den Posten; abschließen.	Wähle den Posten und gib den Posten und bearbeite den Posten; abschließen.	G407-E4543	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
613	GDT565-C0613	FIXED_RECIPE	S+OK+EE+DY	FIXED_RECIPE	1	S|OK	AIN	DY	ACTION_CHAIN	A+A	SINGLE	EE	GRADE	GDT565-O01	GDT565-T034	Wähle den Anteil und setze den Anteil; auf Grad II; abschließen.	Wähle den Anteil und setze den Anteil; auf Grad II; abschließen.	G407-E1782	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
614	GDT565-C0614	FIXED_RECIPE	S+OL+AR+OL	FIXED_RECIPE	1	S	Y	OL+OL	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O04	GDT565-T119	Weiter: wähle den Posten; vom Ausgang; nochmals weiterführen.	Weiter: wähle den Posten; vom Ausgang; nochmals weiterführen.	G407-E3272	1	f82r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
615	GDT565-C0615	FIXED_RECIPE	S+OL+CH+K+AL	FIXED_RECIPE	1	S|CH|K	Y	OL	ACTION_CHAIN	A+A+A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T100	Weiter: wähle den Posten und nimm den Posten und gib den Posten; zum Zielort.	Weiter: wähle den Posten und nimm den Posten und gib den Posten; zum Zielort.	G407-E3784	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
616	GDT565-C0616	FIXED_RECIPE	S+OL+CHD+Y	FIXED_RECIPE	3	S|CHD	Y	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: wähle den Posten und bearbeite den Posten.	Weiter: wähle den Posten und bearbeite den Posten.	G407-E1883 || G407-E2549 || G407-E3749	3	f76r || f77r || f83r	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
617	GDT565-C0617	FIXED_RECIPE	S+OL+D_ADDR+Y	FIXED_RECIPE	1	S	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: wähle den Posten; hier.	Weiter: wähle den Posten; hier.	G407-E3619	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
618	GDT565-C0618	FIXED_RECIPE	S+OL+SH+E	FIXED_RECIPE	1	S|SH	Y	OL	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O03	GDT565-T085	Weiter: wähle den Posten und halte den Posten; auf Grad I.	Weiter: wähle den Posten und halte den Posten; auf Grad I.	G407-E3511	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
619	GDT565-C0619	FIXED_RECIPE	S+OT+AIIN	FIXED_RECIPE	2	S	AIIN	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: wähle den Wert.	Danach: wähle den Wert.	G407-E0586 || G407-E3225	2	f18r || f82r	2	BIOLOGICAL || HERBAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
620	GDT565-C0620	FIXED_RECIPE	S+OT+E+OL	FIXED_RECIPE	1	S	Y	OT+OL	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O04	GDT565-T164	Danach: wähle den Posten; auf Grad I; weiterführen.	Danach: wähle den Posten; auf Grad I; weiterführen.	G407-E3999	1	f88v	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
621	GDT565-C0621	FIXED_RECIPE	S+OT+O+D_ADDR+AN	FIXED_RECIPE	1	S	Y	OT	ACTION_CHAIN	A	SINGLE	O+D_ADDR+AN	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T126	Danach: wähle den Posten; zur Ausführung; hier; als Klasse.	Danach: wähle den Posten; zur Ausführung; hier; als Klasse.	G407-E0898	1	f56r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
622	GDT565-C0622	FIXED_RECIPE	S+OT+Y	FIXED_RECIPE	1	S	Y	OT	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T139	Danach: wähle den Posten.	Danach: wähle den Posten.	G407-E0440	1	f13r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
623	GDT565-C0623	FIXED_RECIPE	S+SH+E+DY	FIXED_RECIPE	3	S|SH	Y	DY	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O01	GDT565-T034	Wähle den Posten und halte den Posten; auf Grad I; abschließen.	Wähle den Posten und halte den Posten; auf Grad I; abschließen.	G407-E1814 || G407-E2457 || G515-E0502	3	f66r || f75r || f77r	2	BIOLOGICAL || SOURCE_SECTION_T	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
624	GDT565-C0624	FIXED_RECIPE	S+SH+E+OL	FIXED_RECIPE	1	S|SH	Y	OL	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O03	GDT565-T085	Weiter: wähle den Posten und halte den Posten; auf Grad I.	Weiter: wähle den Posten und halte den Posten; auf Grad I.	G407-E1435	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
625	GDT565-C0625	FIXED_RECIPE	SH+CH+K+E+DY	FIXED_RECIPE	3	SH|CH|K	Y	DY	ACTION_CHAIN	A+A+A	SINGLE	E	GRADE	GDT565-O01	GDT565-T041	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; abschließen.	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; abschließen.	G407-E3175 || G407-E3689 || G407-E3690	2	f81v || f83r	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
626	GDT565-C0626	FIXED_RECIPE	SH+CH+K+E+O+DY	FIXED_RECIPE	1	SH|CH|K	OR	DY	ACTION_CHAIN	A+A+A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O01	GDT565-T042	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; zur Ausführung; abschließen.	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; zur Ausführung; abschließen.	G515-E0445	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
627	GDT565-C0627	FIXED_RECIPE	SH+DY	FIXED_RECIPE	1	SH	OR	DY	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O02	GDT565-T023	Halte die Einheit; abschließen.	Halte die Einheit; abschließen.	G407-E2363	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
628	GDT565-C0628	FIXED_RECIPE	SH+D_ADDR+DY	FIXED_RECIPE	1	SH	Y	DY	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O01	GDT565-T016	Halte den Posten; hier; abschließen.	Halte den Posten; hier; abschließen.	G515-E0305	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
629	GDT565-C0629	FIXED_RECIPE	SH+E+AL+OL	FIXED_RECIPE	1	SH	AIIN	OL	ACTION_CHAIN	A	SINGLE	E+AL	GRADE+RELATION	GDT565-O03	GDT565-T067	Weiter: halte den Wert; auf Grad I; zum Zielort.	Weiter: halte den Wert; auf Grad I; zum Zielort.	G407-E2427	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
630	GDT565-C0630	GDT564-C0381	SH+E+CH+K+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH|CH|K	Y	DY	ACTION_CHAIN	A+A+A	SINGLE	E+E	GRADE+GRADE	GDT565-O01	GDT565-T043	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; auf Grad I; abschließen.	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; auf Grad I; abschließen.	G407-E2783	1	f81r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
631	GDT565-C0631	GDT564-C0380	SH+E+CH+K+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH|CH|K	OR	DY	ACTION_CHAIN	A+A+A	SINGLE	E+E	GRADE+GRADE	GDT565-O01	GDT565-T043	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; auf Grad I; abschließen.	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; auf Grad I; abschließen.	G407-E2481	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
632	GDT565-C0632	GDT564-C0383	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	18	SH	AIN	DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O01	GDT565-T012	Halte den Anteil; auf Grad I; abschließen.	Halte den Anteil; auf Grad I; abschließen.	G407-E1717 || G407-E1719 || G407-E1746 || G407-E1778 || G407-E1829 || G407-E1993 || G407-E2028 || G407-E2032 || G407-E2043 || G407-E2169 || G407-E2245 || G407-E3134 || G407-E3314 || G407-E3315 || G407-E3625 || G407-E3628 || G407-E4026 || G407-E4409	7	f75r || f76r || f81v || f82r || f83r || f88v || f95v	3	BIOLOGICAL || HERBAL || PHARMA	18	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
633	GDT565-C0633	GDT564-C0386	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	64	SH	Y	DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O01	GDT565-T012	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	G407-E1431 || G407-E1520 || G407-E1563 || G407-E1579 || G407-E1584 || G407-E1658 || G407-E1699 || G407-E1702 || G407-E1706 || G407-E1713 || G407-E1723 || G407-E1776 || G407-E1789 || G407-E1845 || G407-E1888 || G407-E1901 || G407-E1973 || G407-E2005 || G407-E2006 || G407-E2010 || G407-E2101 || G407-E2102 || G407-E2104 || G407-E2143 || G407-E2159 || G407-E2160 || G407-E2162 || G407-E2181 || G407-E2272 || G407-E2353 || G407-E2537 || G407-E2612 || G407-E2628 || G407-E2736 || G407-E2792 || G407-E2822 || G407-E2824 || G407-E2839 || G407-E2869 || G407-E2914 || G407-E2917 || G407-E3034 || G407-E3049 || G407-E3079 || G407-E3090 || G407-E3097 || G407-E3216 || G407-E3304 || G407-E3332 || G407-E3404 || G407-E3426 || G407-E3460 || G407-E3497 || G407-E3570 || G407-E3580 || G407-E3662 || G407-E3673 || G407-E3684 || G407-E3695 || G407-E3740 || G407-E3768 || G407-E4501 || G407-E4507 || G515-E0485	9	f66r || f75r || f76r || f77r || f81r || f81v || f82r || f83r || f95v	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	64	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
